Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Variable_index,Variable_name
168.000,-58.240002,-71.721673,-66.730074,-57.685109,-66.846524,-58.142520,-65.838133,-93.968752,-71.649127,-63.312780,-91.653650,-61.471911,-58.378267,-68.037897,-60.900447,-66.918705,-59.679090,-63.689733,-64.039045,-59.447945,-59.592161,-59.709998,-59.800997,-64.491913,-60.177672,-57.359260,-62.722454,-54.588469,-65.151066,-58.369706,-73.169315,0,Fileset 1: TS pulse compressed wideband pings T2
168.500,-59.294132,-67.967205,-69.458928,-57.287869,-67.545806,-57.847502,-64.150710,-86.919669,-75.713816,-61.238832,-84.938068,-62.318884,-58.992159,-68.369877,-59.904613,-63.001723,-60.840862,-63.014564,-62.330752,-60.625705,-62.054803,-59.130282,-58.720730,-64.906210,-61.455612,-56.786412,-66.172159,-54.112651,-64.451600,-56.847555,-67.864589,0,Fileset 1: TS pulse compressed wideband pings T2
169.000,-60.754902,-64.576405,-73.901591,-56.958230,-68.267793,-57.551621,-62.650427,-77.967260,-84.220381,-59.679164,-76.052341,-63.580878,-59.590487,-68.441024,-58.398533,-60.357348,-62.120839,-61.501100,-61.078075,-62.605220,-64.558355,-59.186971,-57.931570,-63.692702,-62.771723,-55.829719,-69.756118,-53.796058,-62.831860,-55.609018,-65.285935,0,Fileset 1: TS pulse compressed wideband pings T2
169.500,-62.295739,-61.962134,-79.451169,-56.682715,-69.208649,-57.200647,-61.620192,-74.947397,-79.191201,-58.557236,-71.059243,-65.230871,-60.014923,-68.224097,-57.023265,-58.995248,-62.997959,-59.951963,-60.619537,-65.887933,-66.221619,-59.654832,-57.439319,-61.776820,-63.840390,-54.820217,-72.268558,-53.552530,-61.126665,-54.809161,-62.690246,0,Fileset 1: TS pulse compressed wideband pings T2
170.000,-63.797967,-60.097246,-74.515741,-56.472565,-70.638195,-56.754939,-61.198176,-75.008773,-71.931427,-57.841159,-67.721211,-67.427799,-60.114437,-67.599527,-56.174597,-58.638951,-62.827514,-58.769324,-61.057324,-70.003567,-69.394972,-60.081573,-57.195881,-59.967541,-64.486165,-53.928274,-75.166464,-53.333155,-59.993282,-54.445789,-59.878394,0,Fileset 1: TS pulse compressed wideband pings T2
170.500,-65.678215,-58.858309,-69.434445,-56.375105,-72.998225,-56.231895,-61.383046,-76.826236,-68.817967,-57.530600,-65.400516,-70.613141,-59.872264,-66.986281,-55.930632,-58.945440,-61.868512,-57.973051,-62.313627,-68.745940,-83.983175,-59.996343,-57.147504,-58.571821,-64.768983,-53.165748,-80.245437,-53.188681,-59.731866,-54.367721,-57.306576,0,Fileset 1: TS pulse compressed wideband pings T2
171.000,-69.103769,-58.146022,-66.137619,-56.460674,-77.339849,-55.705500,-62.063888,-76.298647,-67.804043,-57.625261,-63.744326,-75.670738,-59.421002,-66.966003,-56.067186,-59.501412,-60.766870,-57.442187,-64.091999,-64.610250,-69.466402,-59.317797,-57.249796,-57.609542,-65.183740,-52.487937,-80.835387,-53.237883,-60.357671,-54.348596,-55.203849,0,Fileset 1: TS pulse compressed wideband pings T2
171.500,-77.532141,-57.921892,-63.777614,-56.793444,-89.255544,-55.260560,-63.080087,-73.781760,-68.164160,-58.094804,-62.492052,-85.197947,-58.905148,-67.703690,-56.190017,-59.928027,-59.773211,-57.063956,-65.781571,-61.886425,-63.178372,-58.360208,-57.475519,-56.959869,-66.392587,-51.860810,-74.842221,-53.571668,-61.567955,-54.204556,-53.597990,0,Fileset 1: TS pulse compressed wideband pings T2
172.000,-74.781758,-58.193491,-62.034098,-57.412686,-82.661178,-54.946317,-64.275559,-72.701232,-69.414199,-58.858466,-61.512848,-95.607754,-58.417117,-68.845232,-56.069281,-60.020086,-58.929686,-56.793318,-66.420477,-60.547142,-60.534261,-57.483173,-57.819954,-56.448350,-68.998353,-51.282860,-70.490422,-54.186179,-62.610422,-53.862243,-52.395638,0,Fileset 1: TS pulse compressed wideband pings T2
172.500,-67.174724,-58.970078,-60.824646,-58.335783,-75.246656,-54.766244,-65.428858,-73.323099,-71.076657,-59.760993,-60.825445,-88.802022,-58.032601,-69.566981,-55.813540,-59.792831,-58.291749,-56.628771,-65.389663,-60.377641,-59.537223,-56.906197,-58.297788,-55.941831,-74.092883,-50.775645,-67.559848,-54.975796,-62.579850,-53.341208,-51.430378,0,Fileset 1: TS pulse compressed wideband pings T2
173.000,-63.735169,-60.204375,-60.128604,-59.550533,-71.877248,-54.701866,-66.162112,-74.954712,-72.700232,-60.524621,-60.517468,-94.263959,-57.830998,-69.179101,-55.647094,-59.437092,-57.922105,-56.568968,-63.424573,-61.228737,-59.356812,-56.711984,-58.930395,-55.419220,-89.198824,-50.362972,-65.466954,-55.773481,-61.396906,-52.718062,-50.540683,0,Fileset 1: TS pulse compressed wideband pings T2
173.500,-61.998211,-61.669111,-59.916942,-60.932148,-70.109705,-54.748143,-66.260497,-75.717315,-74.494166,-60.743287,-60.658076,-85.310436,-57.877558,-67.922428,-55.720064,-59.159500,-57.823845,-56.599258,-61.517936,-62.906734,-59.341565,-56.902406,-59.728803,-54.950345,-75.864707,-50.055661,-63.636452,-56.434346,-59.813459,-52.098264,-49.655066,0,Fileset 1: TS pulse compressed wideband pings T2
174.000,-61.133329,-62.723186,-60.134802,-62.074124,-69.312990,-54.935922,-66.040558,-74.927443,-78.599815,-60.133822,-61.259014,-77.819365,-58.196845,-66.490777,-56.073705,-59.036761,-57.903922,-56.696105,-60.064498,-64.880466,-58.933354,-57.439603,-60.669680,-54.614229,-68.589007,-49.848077,-61.884957,-56.907401,-58.584694,-51.597663,-48.818267,0,Fileset 1: TS pulse compressed wideband pings T2
174.500,-60.733823,-62.528251,-60.698454,-62.433392,-69.246812,-55.323561,-65.938362,-74.942269,-89.885658,-58.870775,-62.258334,-73.304639,-58.754122,-65.325349,-56.595386,-58.999169,-57.976197,-56.828390,-59.080920,-65.790189,-58.015643,-58.273702,-61.651553,-54.438090,-64.138746,-49.724865,-60.536198,-57.180783,-58.219724,-51.334765,-48.141026,0,Fileset 1: TS pulse compressed wideband pings T2
175.000,-60.712110,-61.221971,-61.491195,-62.126301,-69.836209,-55.957284,-66.107157,-78.140878,-73.519695,-57.393456,-63.517019,-69.925041,-59.469778,-64.480914,-56.968128,-58.907149,-57.828423,-56.964707,-58.413892,-64.562300,-56.995065,-59.416710,-62.447144,-54.379486,-60.978944,-49.673212,-59.974822,-57.147411,-59.108056,-51.414502,-47.726733,0,Fileset 1: TS pulse compressed wideband pings T2
175.500,-61.380591,-59.833740,-62.490696,-62.024541,-71.280095,-56.976246,-66.695234,-93.994360,-67.649944,-56.183280,-65.006911,-67.266888,-60.455073,-63.881178,-57.005849,-58.835709,-57.494835,-57.263582,-58.048492,-62.340111,-56.455774,-61.259732,-62.926993,-54.499210,-58.864865,-49.848214,-60.513618,-56.806725,-61.902955,-52.054412,-47.774878,0,Fileset 1: TS pulse compressed wideband pings T2
176.000,-62.806704,-58.725669,-63.248865,-62.477399,-73.581573,-58.106618,-67.633197,-76.636830,-64.834926,-55.211624,-66.400527,-65.100276,-61.626041,-63.159934,-56.572825,-58.726635,-56.837857,-57.631367,-57.820386,-60.012900,-56.403366,-64.308994,-62.833057,-54.548162,-57.411822,-50.096738,-61.840951,-56.025242,-67.720219,-53.101477,-48.082898,0,Fileset 1: TS pulse compressed wideband pings T2
176.500,-64.878252,-57.639189,-63.078601,-63.299137,-76.714029,-58.755534,-68.647573,-70.349069,-63.422451,-54.086907,-67.225494,-63.093025,-62.753062,-62.029372,-55.630592,-58.454763,-55.567586,-57.767637,-57.521497,-57.564679,-56.408520,-69.998321,-61.934076,-54.138736,-56.021901,-50.022434,-62.986329,-54.613753,-80.171487,-54.173180,-48.129017,0,Fileset 1: TS pulse compressed wideband pings T2
177.000,-68.744964,-56.937731,-62.385549,-64.972852,-82.217572,-59.118982,-69.545599,-67.009452,-63.290470,-53.151511,-67.976936,-61.671475,-64.361168,-61.137710,-54.897792,-58.690072,-54.181191,-58.112940,-57.758364,-55.591206,-56.747371,-93.973924,-60.827107,-53.809679,-54.890207,-50.000937,-63.499765,-53.161414,-67.513775,-55.837139,-48.137887,0,Fileset 1: TS pulse compressed wideband pings T2
177.500,-78.587171,-56.564022,-61.494675,-67.174810,-102.309460,-59.148710,-68.414649,-64.493557,-64.124339,-52.385032,-68.927661,-60.850750,-66.402450,-60.649141,-54.528153,-59.571768,-52.782774,-58.639283,-58.659719,-54.317503,-57.250170,-69.946581,-59.664373,-53.807482,-53.886055,-50.027426,-63.118906,-51.854540,-61.271122,-58.669045,-47.993657,0,Fileset 1: TS pulse compressed wideband pings T2
178.000,-75.192026,-56.394512,-60.610868,-67.442125,-83.444476,-58.900900,-65.434183,-61.902529,-65.768868,-51.738262,-70.148066,-60.542492,-68.121987,-60.493317,-54.320565,-60.797972,-51.404006,-59.124565,-60.073042,-53.882493,-57.516876,-65.911608,-58.488716,-54.282847,-52.918343,-50.018474,-62.366576,-50.823311,-57.137353,-63.588765,-47.592346,0,Fileset 1: TS pulse compressed wideband pings T2
178.500,-66.374557,-56.785464,-60.209212,-65.233175,-76.519922,-58.942742,-62.983135,-59.911435,-68.706391,-51.643316,-71.555948,-61.043595,-68.239474,-60.878504,-54.163601,-62.024302,-50.509984,-59.669978,-61.935068,-54.726342,-57.622521,-65.814101,-57.752724,-55.694072,-52.465610,-50.321151,-62.540470,-50.622056,-54.622347,-64.612860,-47.360434,0,Fileset 1: TS pulse compressed wideband pings T2
179.000,-61.613215,-57.428065,-59.961185,-63.289555,-72.217792,-59.006799,-61.300033,-58.757016,-68.285150,-51.814929,-71.700120,-61.838351,-66.083214,-61.112109,-53.327254,-62.465801,-49.777015,-59.663878,-63.240684,-55.908042,-57.201302,-68.225406,-57.109996,-57.508935,-52.313207,-50.551402,-64.035399,-50.970850,-53.239204,-59.098954,-47.045305,0,Fileset 1: TS pulse compressed wideband pings T2
179.500,-58.102045,-58.507721,-60.007064,-62.596520,-69.031163,-59.061975,-60.329022,-58.748237,-63.043681,-52.386082,-70.425599,-62.726821,-63.374510,-60.921509,-52.229037,-62.473739,-49.235440,-59.247270,-63.785161,-55.632009,-56.187712,-73.125814,-56.574530,-59.347428,-52.574900,-50.774651,-65.461896,-51.832487,-52.857644,-55.999838,-46.800729,0,Fileset 1: TS pulse compressed wideband pings T2
180.000,-55.625273,-60.230967,-60.532957,-62.839074,-66.588308,-58.978208,-59.818686,-59.802478,-59.333282,-53.483296,-68.711624,-63.293952,-61.184629,-60.353345,-51.494489,-62.305950,-48.924965,-58.905462,-63.929205,-53.608878,-54.685524,-73.404560,-56.160748,-60.765272,-53.182023,-51.076441,-62.541993,-52.960227,-53.098423,-54.591835,-46.688766,0,Fileset 1: TS pulse compressed wideband pings T2
180.500,-54.035505,-62.488667,-61.404526,-62.739099,-64.488766,-58.478487,-59.337646,-61.184365,-57.146589,-54.986963,-66.996040,-62.865040,-59.527581,-59.465317,-51.142605,-61.866494,-48.705516,-58.756481,-64.087119,-51.388598,-53.162100,-66.440661,-55.684014,-61.050076,-53.630721,-51.254986,-59.085099,-53.756251,-53.075959,-53.799642,-46.399168,0,Fileset 1: TS pulse compressed wideband pings T2
181.000,-53.443121,-65.535556,-62.757806,-61.435875,-62.833016,-57.918170,-59.148539,-62.452337,-56.047954,-57.291685,-65.617872,-61.893153,-58.483052,-58.688070,-51.225065,-61.020056,-48.896324,-58.925883,-64.814344,-49.934705,-52.248404,-62.094163,-55.457236,-60.391440,-53.841508,-51.480897,-57.140359,-54.260621,-52.456180,-53.240127,-46.018458,0,Fileset 1: TS pulse compressed wideband pings T2
181.500,-53.514200,-69.495034,-64.312560,-59.344807,-61.499469,-57.470123,-59.351046,-63.252000,-55.393783,-60.826840,-64.449250,-60.917644,-57.762217,-58.059751,-51.265084,-59.335397,-49.521070,-58.941829,-65.619120,-49.274591,-51.708356,-59.672864,-55.588974,-59.465079,-53.755236,-51.659437,-56.169437,-54.634829,-51.279199,-52.708935,-45.484262,0,Fileset 1: TS pulse compressed wideband pings T2
182.000,-53.775523,-74.478291,-65.716736,-57.430854,-60.382570,-57.208786,-59.812408,-63.237941,-54.743168,-67.014654,-63.397409,-60.119394,-57.130954,-57.516408,-51.008863,-57.506692,-50.531164,-58.453380,-65.498662,-49.169978,-51.023807,-58.239200,-56.192855,-58.544206,-53.612765,-51.740127,-55.607885,-55.151937,-50.058768,-52.406765,-44.857261,0,Fileset 1: TS pulse compressed wideband pings T2
182.500,-53.905597,-74.436094,-66.894492,-56.263322,-59.553453,-57.218912,-60.223197,-62.290032,-54.152401,-88.791926,-62.580031,-59.558354,-56.650854,-57.092742,-50.979525,-56.365248,-51.967357,-57.775139,-64.381459,-49.248661,-50.067130,-57.131266,-57.523254,-57.484212,-53.862254,-51.898399,-55.262528,-55.952056,-49.396416,-52.753363,-44.388593,0,Fileset 1: TS pulse compressed wideband pings T2
183.000,-53.569551,-69.164768,-67.757815,-55.783519,-58.842959,-57.228853,-59.994472,-60.754069,-53.642831,-69.732418,-61.857103,-59.003367,-56.207319,-56.596331,-51.587189,-55.815095,-53.536082,-57.146345,-62.827556,-48.790847,-48.883809,-55.779417,-59.575370,-56.054327,-54.540625,-52.076084,-54.738044,-56.423130,-49.344679,-53.727388,-44.020611,0,Fileset 1: TS pulse compressed wideband pings T2
183.500,-53.034392,-65.388448,-68.695662,-56.015258,-58.331822,-57.214835,-59.231718,-59.249121,-53.473486,-65.501292,-61.374099,-58.524120,-55.904445,-56.174263,-53.224447,-55.680384,-55.056350,-56.857309,-61.599047,-47.847058,-47.890223,-54.316714,-62.656768,-54.667189,-55.708686,-52.403722,-53.918333,-56.181655,-49.935761,-55.213973,-43.859773,0,Fileset 1: TS pulse compressed wideband pings T2
184.000,-52.595004,-62.876037,-70.138404,-56.783083,-57.985906,-57.118299,-58.249130,-57.823133,-53.669208,-64.593171,-61.226529,-58.105802,-55.667051,-55.891970,-55.920635,-55.675965,-56.024203,-56.863731,-60.965489,-46.814764,-47.265175,-52.930453,-67.174165,-53.560891,-57.091109,-52.799427,-52.853862,-55.448564,-50.900251,-56.437993,-43.833176,0,Fileset 1: TS pulse compressed wideband pings T2
184.500,-52.526084,-61.229912,-72.731698,-57.942268,-57.859226,-57.026124,-57.418689,-56.411537,-54.204998,-65.798180,-61.595714,-57.808206,-55.470315,-55.834051,-59.613435,-55.732510,-56.031904,-57.080960,-60.905865,-46.066774,-47.112050,-51.878333,-72.842649,-52.800930,-58.387597,-53.189622,-51.872728,-54.762061,-52.047439,-56.526457,-43.926949,0,Fileset 1: TS pulse compressed wideband pings T2
185.000,-52.886534,-60.171052,-77.622748,-59.234881,-57.961835,-56.975177,-56.952050,-55.003201,-54.910152,-69.454035,-62.555025,-57.617051,-55.254622,-55.942892,-64.050705,-55.780036,-55.233664,-57.377773,-61.108226,-45.722750,-47.351851,-51.326066,-71.303991,-52.245576,-59.427460,-53.438392,-51.146375,-54.334352,-53.410495,-55.573505,-44.092903,0,Fileset 1: TS pulse compressed wideband pings T2
185.500,-53.610438,-59.523272,-90.899303,-60.339164,-58.318205,-56.984963,-56.977187,-53.769225,-55.663235,-79.484799,-64.107175,-57.518615,-55.024667,-56.109745,-66.373445,-55.784632,-54.254823,-57.764175,-61.385223,-45.825557,-47.830334,-51.399803,-67.416423,-51.760274,-60.378659,-53.480315,-50.695897,-54.253592,-55.394679,-54.305102,-44.334893,0,Fileset 1: TS pulse compressed wideband pings T2
186.000,-54.457936,-59.111420,-81.339788,-60.957817,-58.885222,-56.989733,-57.472193,-52.860316,-56.506309,-76.167588,-66.064157,-57.462574,-54.783754,-56.147466,-62.084898,-55.778912,-53.479661,-58.327733,-61.970077,-46.313128,-48.336238,-52.111679,-65.274001,-51.275592,-61.412489,-53.283373,-50.404934,-54.562964,-58.573348,-53.094885,-44.627770,0,Fileset 1: TS pulse compressed wideband pings T2
186.500,-55.045941,-58.766715,-74.255329,-61.111300,-59.542002,-56.866483,-58.245936,-52.294301,-57.665400,-68.159310,-67.946236,-57.396043,-54.509640,-55.843642,-57.770601,-55.843230,-52.931182,-59.104158,-63.420062,-46.994308,-48.710517,-53.358517,-64.274444,-50.808072,-62.345835,-52.830174,-50.096573,-55.260697,-63.395645,-52.023696,-44.881530,0,Fileset 1: TS pulse compressed wideband pings T2
187.000,-55.201817,-58.566463,-70.152800,-61.244581,-60.314502,-56.703005,-59.115396,-52.149663,-59.564302,-64.517935,-69.217167,-57.483092,-54.347908,-55.246334,-55.005242,-56.154960,-52.609407,-60.128928,-66.683272,-47.736081,-49.073554,-55.144835,-64.108526,-50.594412,-62.664458,-52.295520,-49.795263,-56.470215,-65.760163,-51.255275,-45.138256,0,Fileset 1: TS pulse compressed wideband pings T2
187.500,-54.750740,-58.358972,-67.120201,-61.291913,-60.922991,-56.348467,-59.427786,-52.089173,-61.739555,-62.153944,-69.344838,-57.577255,-54.121967,-54.234257,-53.268581,-56.378294,-52.117731,-60.819913,-71.796638,-48.037193,-49.276448,-57.110504,-64.244830,-50.527084,-61.607618,-51.537722,-49.259252,-57.928421,-61.844183,-50.604552,-45.123163,0,Fileset 1: TS pulse compressed wideband pings T2
188.000,-54.360870,-58.481219,-65.201799,-61.093627,-61.573835,-56.129763,-59.075123,-52.132329,-62.346540,-60.351691,-69.100909,-57.885360,-54.076492,-53.246181,-52.473456,-56.437833,-51.535229,-60.907040,-69.789836,-47.991406,-49.683503,-59.136508,-64.525822,-50.848017,-59.889426,-50.838463,-48.736990,-59.751479,-58.644847,-50.306337,-45.068252,0,Fileset 1: TS pulse compressed wideband pings T2
188.500,-54.470275,-58.911037,-64.349075,-59.862743,-62.207068,-55.986458,-58.162660,-51.982427,-61.005476,-58.453453,-69.286315,-58.109935,-54.086904,-52.400501,-52.105094,-55.997097,-50.781045,-60.238412,-65.357734,-47.658001,-50.431868,-60.197158,-64.469350,-51.322279,-58.207736,-50.117970,-48.196835,-61.703705,-56.017066,-50.223462,-44.948574,0,Fileset 1: TS pulse compressed wideband pings T2
