Ping_milliseconds,712.0,917.0,111.0,324.0,511.0,112.0,311.0,511.0,715.0,925.0,111.0,321.0,526.0,714.0,118.0,310.0,524.0,711.0,917.0,010.0,211.0,427.0,811.0,011.0,209.0,417.0,416.0,612.0,821.0,022.0,212.0,
Range,8.5450880000,8.5333824000,8.5216768000,8.5333824000,8.5450880000,8.5684992000,8.5684992000,8.5567936000,8.5567936000,8.5567936000,8.5567936000,8.5802048000,8.6036160000,8.6036160000,8.5802048000,8.5684992000,8.5684992000,8.5802048000,8.6036160000,8.6036160000,8.5919104000,8.5919104000,8.6270272000,8.6270272000,8.6270272000,8.6387328000,8.6270272000,8.6153216000,8.5919104000,8.5919104000,8.6036160000,
Depth,8.5403849678,8.5273711085,8.5130001958,8.5252371179,8.5344327018,8.5605274765,8.5641670618,8.5545423105,8.5542754354,8.5532246726,8.5508111576,8.5704062358,8.5930592269,8.5959863523,8.5795983281,8.5682284869,8.5664945589,8.5762362843,8.5946588814,8.6012589335,8.5904497132,8.5895929076,8.6187184798,8.6176938815,8.6182185430,8.6280068038,8.6174595756,8.6087516220,8.5881193662,8.5883562854,8.5965100201,
Region_name,"Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2",
64.000,-48.842607,-46.588645,-46.019873,-50.760453,-50.798623,-51.168557,-51.090278,-58.193718,-52.254018,-48.045401,-53.113748,-53.021354,-52.784786,-51.935475,-47.352123,-52.462314,-60.196213,-50.214875,-51.016744,-56.844805,-56.305251,-48.046496,-50.381371,-51.715913,-58.773268,-49.775553,-60.169222,-52.499507,-50.029773,-50.417330,-62.848814,0,Fileset 1: TS pulse compressed wideband pings T1
64.500,-48.593183,-46.873796,-45.875660,-50.959458,-51.157193,-50.846022,-51.075006,-56.302791,-51.298837,-48.450275,-53.161492,-53.625367,-53.282060,-51.111535,-47.416397,-53.251020,-59.730756,-49.161348,-50.992512,-55.163100,-56.728942,-47.539777,-50.106608,-51.190191,-63.236650,-49.275268,-60.384524,-51.489328,-49.676024,-50.653576,-63.685277,0,Fileset 1: TS pulse compressed wideband pings T1
65.000,-48.269669,-47.211066,-45.820347,-51.140273,-51.485766,-50.563825,-51.015810,-54.553294,-50.113906,-48.808353,-53.358000,-54.382371,-54.299591,-50.335875,-47.714118,-54.329066,-59.468928,-48.232844,-51.260682,-53.607933,-57.533487,-47.159652,-50.160076,-50.664500,-68.184769,-48.873511,-59.870849,-50.630401,-49.359790,-50.945798,-62.160815,0,Fileset 1: TS pulse compressed wideband pings T1
65.500,-47.885901,-47.628782,-45.922980,-51.341691,-51.747171,-50.440557,-50.870523,-52.873969,-48.826413,-49.087197,-53.831468,-55.305926,-55.975666,-49.715294,-48.264214,-55.719962,-59.593419,-47.538166,-51.832019,-52.223643,-58.283975,-46.987197,-50.648250,-50.146287,-66.312765,-48.650384,-58.479421,-49.975856,-49.116570,-51.279039,-59.358820,0,Fileset 1: TS pulse compressed wideband pings T1
66.000,-47.415901,-48.008194,-46.121068,-51.493828,-51.816975,-50.446740,-50.548577,-51.324554,-47.593583,-49.206475,-54.489844,-56.261924,-57.899402,-49.293216,-48.915862,-57.113900,-59.947685,-47.090499,-52.509949,-51.039561,-57.954746,-46.988944,-51.463466,-49.647162,-63.363501,-48.576486,-56.729977,-49.499133,-48.912336,-51.498245,-56.828322,0,Fileset 1: TS pulse compressed wideband pings T1
66.500,-46.955038,-48.323450,-46.402791,-51.618080,-51.728796,-50.567848,-50.146843,-50.047139,-46.580411,-49.254502,-55.237919,-57.217409,-59.082486,-49.125728,-49.568672,-58.224993,-60.090841,-46.907250,-53.143801,-50.110937,-56.655877,-47.167859,-52.487265,-49.275496,-61.811049,-48.664250,-55.200594,-49.218777,-48.782562,-51.571010,-54.923198,0,Fileset 1: TS pulse compressed wideband pings T1
67.000,-46.537450,-48.567106,-46.730436,-51.712043,-51.532661,-50.746609,-49.734402,-49.034397,-45.784049,-49.301423,-55.970252,-58.177595,-58.799232,-49.169565,-50.145874,-58.959920,-59.551124,-46.923233,-53.628756,-49.387757,-55.168324,-47.478188,-53.593538,-49.053369,-60.954178,-48.876339,-53.994038,-49.092954,-48.709046,-51.507009,-53.489016,0,Fileset 1: TS pulse compressed wideband pings T1
67.500,-46.086432,-48.692872,-47.019739,-51.693116,-51.199971,-50.881028,-49.252886,-48.137133,-45.067255,-49.313666,-56.566051,-59.126895,-57.528448,-49.296599,-50.562447,-59.378063,-58.257195,-47.008945,-53.878406,-48.721825,-53.718503,-47.816985,-54.666632,-48.889879,-60.262116,-49.114897,-52.946700,-49.012630,-48.588506,-51.266731,-52.260822,0,Fileset 1: TS pulse compressed wideband pings T1
68.000,-45.697283,-48.850984,-47.394150,-51.642682,-50.861638,-51.074468,-48.794252,-47.381362,-44.477110,-49.417668,-57.099214,-60.258451,-56.062491,-49.578421,-50.926759,-59.744835,-56.629284,-47.253353,-54.022749,-48.152868,-52.397982,-48.286872,-55.831274,-48.869569,-59.570684,-49.487362,-52.055960,-49.074613,-48.495346,-50.966693,-51.212914,0,Fileset 1: TS pulse compressed wideband pings T1
68.500,-45.307380,-49.032002,-47.827583,-51.450152,-50.461123,-51.253903,-48.281653,-46.646045,-43.918994,-49.560410,-57.407585,-61.604253,-54.592225,-49.933085,-51.140660,-60.027652,-54.857106,-47.617555,-54.007733,-47.566959,-51.079215,-48.837120,-57.011185,-48.916838,-58.590099,-49.952604,-51.174187,-49.232277,-48.335814,-50.510688,-50.210236,0,Fileset 1: TS pulse compressed wideband pings T1
69.000,-45.017099,-49.368769,-48.442156,-51.135471,-50.070465,-51.425187,-47.805075,-45.991165,-43.476615,-49.812476,-57.355886,-63.267434,-53.289048,-50.411377,-51.196205,-60.109035,-53.157858,-48.237556,-53.886220,-47.013369,-49.823518,-49.555766,-58.025627,-49.106321,-57.242642,-50.616154,-50.332855,-49.592588,-48.169006,-49.916224,-49.311197,0,Fileset 1: TS pulse compressed wideband pings T1
69.500,-44.839578,-49.855158,-49.230693,-50.656698,-49.653382,-51.383075,-47.390243,-45.426894,-43.165831,-50.100279,-56.755950,-64.938677,-52.242224,-50.910264,-50.995333,-59.603231,-51.605133,-49.141793,-53.599103,-46.471661,-48.663882,-50.395853,-58.189752,-49.409277,-55.595678,-51.447106,-49.514723,-50.130736,-47.983127,-49.141922,-48.513722,0,Fileset 1: TS pulse compressed wideband pings T1
70.000,-44.792058,-50.423217,-50.142274,-50.092188,-49.215390,-50.964684,-47.097769,-45.021190,-43.033136,-50.334843,-55.775271,-65.928681,-51.582910,-51.290445,-50.605928,-58.422220,-50.274816,-50.292650,-53.178575,-45.982891,-47.688667,-51.281595,-57.275039,-49.809860,-53.988655,-52.361024,-48.781279,-50.768500,-47.835893,-48.292022,-47.852570,0,Fileset 1: TS pulse compressed wideband pings T1
70.500,-44.799957,-50.917224,-51.042568,-49.527806,-48.767888,-50.238963,-46.902201,-44.775220,-43.052280,-50.412113,-54.690457,-65.980613,-51.322546,-51.428169,-50.196199,-56.869659,-49.146958,-51.464604,-52.705455,-45.562459,-46.890973,-52.071465,-55.993019,-50.241083,-52.652782,-53.197057,-48.166531,-51.350313,-47.763601,-47.489897,-47.295636,0,Fileset 1: TS pulse compressed wideband pings T1
71.000,-44.787374,-51.274355,-51.870844,-49.007558,-48.362674,-49.458790,-46.745377,-44.646759,-43.181877,-50.311184,-53.611265,-65.610965,-51.381326,-51.376732,-49.914934,-55.230681,-48.158071,-52.394170,-52.266178,-45.217982,-46.204202,-52.678637,-54.890266,-50.654478,-51.572025,-53.899033,-47.681240,-51.820005,-47.784897,-46.798194,-46.795244,0,Fileset 1: TS pulse compressed wideband pings T1
71.500,-44.738833,-51.552565,-52.680018,-48.530301,-48.049845,-48.791622,-46.594056,-44.589380,-43.408650,-50.064197,-52.531701,-65.184080,-51.677946,-51.262714,-49.806035,-53.597068,-47.256056,-52.934409,-51.897080,-44.946686,-45.567282,-53.095346,-54.046665,-51.038164,-50.599663,-54.534461,-47.316209,-52.243999,-47.893122,-46.212502,-46.325061,0,Fileset 1: TS pulse compressed wideband pings T1
72.000,-44.671115,-51.819772,-53.534625,-48.080565,-47.844343,-48.269206,-46.438189,-44.566230,-43.739556,-49.700240,-51.444410,-64.722039,-52.174785,-51.134714,-49.830227,-51.980604,-46.414154,-53.033303,-51.588674,-44.731067,-44.946046,-53.318919,-53.383780,-51.382667,-49.602938,-55.158156,-47.048532,-52.698694,-48.055905,-45.703206,-45.876116,0,Fileset 1: TS pulse compressed wideband pings T1
72.500,-44.620101,-52.116982,-54.452318,-47.683292,-47.762087,-47.888388,-46.299567,-44.579278,-44.209219,-49.274753,-50.399818,-64.091509,-52.901022,-50.985192,-49.944766,-50.433524,-45.654193,-52.706964,-51.341025,-44.576055,-44.358470,-53.346949,-52.848480,-51.685829,-48.555084,-55.763116,-46.882541,-53.231811,-48.254742,-45.277099,-45.476075,0,Fileset 1: TS pulse compressed wideband pings T1
73.000,-44.592666,-52.420855,-55.342994,-47.378927,-47.800850,-47.628602,-46.189488,-44.635909,-44.826744,-48.854542,-49.462417,-63.065744,-53.896280,-50.770230,-50.102235,-49.028017,-45.006218,-52.036006,-51.145960,-44.485224,-43.835277,-53.169335,-52.412335,-51.922616,-47.498889,-56.255219,-46.823874,-53.819866,-48.460568,-44.955996,-45.153309,0,Fileset 1: TS pulse compressed wideband pings T1
73.500,-44.540823,-52.632318,-56.007170,-47.188242,-47.917750,-47.443997,-46.079065,-44.719090,-45.519840,-48.484324,-48.663536,-61.477248,-55.151058,-50.428395,-50.235133,-47.806590,-44.473095,-51.145829,-50.961432,-44.436843,-43.384086,-52.750328,-52.041313,-52.027376,-46.485433,-56.469308,-46.850293,-54.345931,-48.609623,-44.743949,-44.907056,0,Fileset 1: TS pulse compressed wideband pings T1
74.000,-44.458632,-52.692956,-56.330007,-47.178481,-48.114000,-47.357277,-45.984664,-44.863371,-46.184831,-48.237930,-48.064219,-59.483221,-56.639823,-49.993018,-50.335240,-46.841422,-44.103888,-50.223729,-50.791202,-44.467173,-43.061359,-52.098009,-51.770640,-51.981062,-45.620704,-56.319076,-46.988272,-54.706175,-48.690640,-44.693786,-44.785259,0,Fileset 1: TS pulse compressed wideband pings T1
74.500,-44.279996,-52.506382,-56.297142,-47.313013,-48.308629,-47.340449,-45.846107,-45.013234,-46.568526,-48.048168,-47.607515,-57.328216,-58.120122,-49.465004,-50.300987,-46.085481,-43.851094,-49.331479,-50.553326,-44.538517,-42.830054,-51.163375,-51.563683,-51.693193,-44.907659,-55.749912,-47.175939,-54.742347,-48.623029,-44.754820,-44.745422,0,Fileset 1: TS pulse compressed wideband pings T1
75.000,-44.050236,-52.119367,-56.149409,-47.581062,-48.484668,-47.458936,-45.680807,-45.158844,-46.543069,-47.835247,-47.257454,-55.260738,-59.253344,-48.926012,-50.055994,-45.506403,-43.701444,-48.544789,-50.231144,-44.677442,-42.695422,-50.042181,-51.434784,-51.182421,-44.373110,-54.914977,-47.404381,-54.457507,-48.409805,-44.901337,-44.788248,0,Fileset 1: TS pulse compressed wideband pings T1
75.500,-43.854563,-51.636572,-56.149765,-47.939123,-48.613534,-47.774486,-45.516803,-45.275482,-46.185358,-47.495432,-46.959151,-53.400993,-59.720957,-48.422460,-49.506965,-45.036404,-43.607585,-47.905278,-49.823581,-44.897318,-42.642986,-48.879809,-51.353408,-50.529275,-44.002033,-54.007440,-47.657046,-53.948347,-48.072014,-45.078337,-44.889161,0,Fileset 1: TS pulse compressed wideband pings T1
76.000,-43.745954,-51.130684,-56.345905,-48.319216,-48.617450,-48.265569,-45.351339,-45.317843,-45.675251,-46.980249,-46.667603,-51.765486,-59.478037,-47.913940,-48.608769,-44.600210,-43.487358,-47.402119,-49.331865,-45.162704,-42.632330,-47.750908,-51.212293,-49.806754,-43.740190,-53.096066,-47.894720,-53.294526,-47.613423,-45.219484,-44.989813,0,Fileset 1: TS pulse compressed wideband pings T1
76.500,-43.810914,-50.705280,-56.579958,-48.763034,-48.505792,-48.920275,-45.248453,-45.351020,-45.222703,-46.430762,-46.483623,-50.429769,-58.819338,-47.415687,-47.524468,-44.271320,-43.374357,-47.082105,-48.861061,-45.504135,-42.725090,-46.738531,-50.987554,-49.142586,-43.643395,-52.222628,-48.169136,-52.598203,-47.123674,-45.387989,-45.135206,0,Fileset 1: TS pulse compressed wideband pings T1
77.000,-43.979222,-50.311927,-56.460721,-49.208335,-48.241084,-49.604168,-45.153422,-45.356849,-44.829495,-45.900890,-46.419671,-49.349692,-57.940336,-46.863556,-46.365239,-44.057854,-43.236945,-46.869671,-48.407038,-45.842804,-42.885176,-45.777012,-50.609154,-48.522371,-43.692645,-51.297513,-48.423067,-51.807291,-46.589487,-45.559041,-45.286454,0,Fileset 1: TS pulse compressed wideband pings T1
77.500,-44.233073,-49.961202,-55.887194,-49.628335,-47.915462,-50.305505,-45.080582,-45.377561,-44.518409,-45.464094,-46.516913,-48.530420,-56.996951,-46.302052,-45.270493,-44.017276,-43.123254,-46.757559,-48.016886,-46.171959,-43.126344,-44.862883,-50.134203,-47.972099,-43.939502,-50.339048,-48.657444,-50.943161,-46.068226,-45.745777,-45.471370,0,Fileset 1: TS pulse compressed wideband pings T1
78.000,-44.500351,-49.609556,-54.984093,-49.904716,-47.559828,-51.002569,-44.984059,-45.359371,-44.243331,-45.083539,-46.698936,-47.897624,-55.988650,-45.721330,-44.245566,-44.096040,-43.000327,-46.678316,-47.654687,-46.415168,-43.364098,-43.939592,-49.567684,-47.433506,-44.347491,-49.339631,-48.802279,-49.982548,-45.544133,-45.856539,-45.630673,0,Fileset 1: TS pulse compressed wideband pings T1
78.500,-44.805599,-49.306776,-53.999174,-50.022489,-47.258721,-51.762565,-44.901834,-45.308327,-44.047624,-44.793426,-46.944305,-47.460434,-54.967401,-45.180695,-43.334295,-44.290110,-42.901605,-46.648410,-47.358287,-46.564803,-43.572718,-43.048000,-48.984093,-46.924219,-44.936561,-48.381978,-48.876248,-48.990417,-45.070004,-45.877951,-45.768536,0,Fileset 1: TS pulse compressed wideband pings T1
79.000,-45.102490,-49.033862,-53.003216,-49.952497,-47.003632,-52.537943,-44.795694,-45.154943,-43.906246,-44.566612,-47.161613,-47.168641,-53.930577,-44.651994,-42.496974,-44.510465,-42.785024,-46.606702,-47.094161,-46.526835,-43.651640,-42.166988,-48.376137,-46.391532,-45.631194,-47.462265,-48.838770,-47.957846,-44.615279,-45.757870,-45.813558,0,Fileset 1: TS pulse compressed wideband pings T1
79.500,-45.425454,-48.863826,-52.081506,-49.810831,-46.877141,-53.295105,-44.715763,-44.934026,-43.887429,-44.484624,-47.375464,-47.082025,-52.998706,-44.196257,-41.797090,-44.761165,-42.710073,-46.576308,-46.929028,-46.303307,-43.615579,-41.377322,-47.832853,-45.883477,-46.424957,-46.655095,-48.755755,-46.974471,-44.240640,-45.579772,-45.802083,0,Fileset 1: TS pulse compressed wideband pings T1
80.000,-45.697168,-48.770815,-51.204942,-49.634857,-46.873482,-53.810409,-44.615775,-44.603625,-43.960016,-44.541844,-47.544315,-47.176605,-52.211245,-43.785910,-41.219833,-44.956322,-42.653211,-46.480971,-46.841995,-45.836858,-43.425574,-40.672929,-47.356454,-45.365277,-47.192902,-45.933419,-48.608062,-46.045980,-43.919414,-45.355094,-45.701610,0,Fileset 1: TS pulse compressed wideband pings T1
80.500,-45.909784,-48.794566,-50.421367,-49.518201,-47.062128,-53.905112,-44.526373,-44.214102,-44.155282,-44.799708,-47.718066,-47.499087,-51.668852,-43.474088,-40.833120,-45.091857,-42.670272,-46.327490,-46.887019,-45.202690,-43.158320,-40.122698,-47.023346,-44.888364,-47.877710,-45.340579,-48.454023,-45.255320,-43.709361,-45.164317,-45.576802,0,Fileset 1: TS pulse compressed wideband pings T1
81.000,-46.006764,-48.892383,-49.696646,-49.451275,-47.432575,-53.481861,-44.414098,-43.757370,-44.417699,-45.229031,-47.872516,-48.007253,-51.369295,-43.241817,-40.627504,-45.106359,-42.740827,-46.075875,-47.040083,-44.450121,-42.840825,-39.714091,-46.826381,-44.439806,-48.384015,-44.843253,-48.277085,-44.601164,-43.601929,-44.995366,-45.428057,0,Fileset 1: TS pulse compressed wideband pings T1
81.500,-46.023055,-49.065109,-49.021951,-49.447971,-48.013404,-52.737722,-44.305359,-43.279978,-44.731041,-45.830700,-48.016948,-48.687604,-51.328909,-43.112615,-40.628284,-45.007822,-42.884303,-45.762878,-47.318728,-43.685241,-42.546172,-39.468922,-46.791061,-44.057045,-48.729898,-44.452724,-48.102543,-44.108066,-43.635142,-44.866341,-45.294659,0,Fileset 1: TS pulse compressed wideband pings T1
82.000,-45.970088,-49.262147,-48.317248,-49.453781,-48.775077,-51.904787,-44.179349,-42.770412,-45.022072,-46.540323,-48.089355,-49.456966,-51.493794,-43.046294,-40.793094,-44.764762,-43.056691,-45.381694,-47.680714,-42.936526,-42.272803,-39.341964,-46.875686,-43.719048,-48.927808,-44.123750,-47.891251,-43.721996,-43.783990,-44.731941,-45.139641,0,Fileset 1: TS pulse compressed wideband pings T1
82.500,-45.950017,-49.529137,-47.593749,-49.494673,-49.781318,-51.223733,-44.102473,-42.295581,-45.304141,-47.374829,-48.106989,-50.309603,-51.899464,-43.082107,-41.164165,-44.438672,-43.295229,-45.005653,-48.168553,-42.290889,-42.082233,-39.369776,-47.122199,-43.487384,-49.087661,-43.900709,-47.682297,-43.460089,-44.102413,-44.634487,-44.991166,0,Fileset 1: TS pulse compressed wideband pings T1
83.000,-45.945239,-49.814353,-46.781592,-49.486261,-51.003169,-50.723889,-44.031550,-41.811377,-45.481124,-48.222794,-47.988624,-51.122951,-52.484480,-43.151175,-41.692312,-43.994219,-43.529784,-44.593858,-48.718595,-41.714313,-41.912376,-39.486685,-47.475142,-43.319499,-49.206362,-43.731820,-47.408704,-43.232639,-44.536443,-44.517524,-44.762671,0,Fileset 1: TS pulse compressed wideband pings T1
83.500,-46.031544,-50.175412,-45.962787,-49.454143,-52.531629,-50.478564,-44.032528,-41.391555,-45.564306,-49.005272,-47.790648,-51.868010,-53.276568,-43.301400,-42.470928,-43.533575,-43.803595,-44.222437,-49.376232,-41.286889,-41.804415,-39.747925,-48.009329,-43.295049,-49.392853,-43.693335,-47.130752,-43.078850,-45.147366,-44.446914,-44.494977,0,Fileset 1: TS pulse compressed wideband pings T1
84.000,-46.173704,-50.555168,-45.173107,-49.342192,-54.346234,-50.436684,-44.080097,-41.037158,-45.482206,-49.420438,-47.519902,-52.418162,-54.084993,-43.500645,-43.536672,-43.105759,-44.069123,-43.895893,-50.081780,-41.006436,-41.706647,-40.122464,-48.727599,-43.414194,-49.669826,-43.784415,-46.847582,-42.978000,-45.906199,-44.406036,-44.179060,0,Fileset 1: TS pulse compressed wideband pings T1
84.500,-46.283711,-50.825989,-44.439585,-49.090156,-56.320788,-50.502286,-44.116511,-40.734693,-45.166788,-49.150902,-47.187682,-52.673097,-54.458572,-43.694576,-44.901170,-42.747364,-44.239488,-43.603998,-50.711927,-40.832848,-41.536163,-40.534119,-49.601029,-43.638700,-50.008822,-43.965565,-46.551537,-42.904778,-46.735040,-44.342860,-43.817537,0,Fileset 1: TS pulse compressed wideband pings T1
85.000,-46.402747,-50.986192,-43.898768,-48.808088,-58.354423,-50.713977,-44.218243,-40.600582,-44.739714,-48.345832,-46.939551,-52.789004,-54.136033,-43.963810,-46.650906,-42.597979,-44.350133,-43.468969,-51.247382,-40.829519,-41.349928,-41.010872,-50.697042,-44.027744,-50.459236,-44.294175,-46.362864,-42.970335,-47.644312,-44.321810,-43.556403,0,Fileset 1: TS pulse compressed wideband pings T1
85.500,-46.447698,-50.933784,-43.471741,-48.470597,-60.136654,-50.962873,-44.315445,-40.569389,-44.210822,-47.245361,-46.728927,-52.832371,-53.233440,-44.231425,-48.559538,-42.569054,-44.283820,-43.444338,-51.532679,-40.873334,-41.068397,-41.410308,-51.845378,-44.438974,-50.862607,-44.626324,-46.208345,-43.110803,-48.428681,-44.240982,-43.355560,0,Fileset 1: TS pulse compressed wideband pings T1
86.000,-46.500873,-50.740946,-43.143038,-48.163954,-61.527815,-51.260583,-44.476559,-40.669361,-43.716317,-46.118823,-46.589891,-52.932127,-52.208518,-44.547346,-50.226522,-42.619309,-44.067084,-43.598155,-51.607944,-40.960143,-40.759082,-41.736435,-52.859773,-44.827750,-51.173198,-44.914834,-46.090136,-43.363293,-48.973035,-44.131064,-43.254305,0,Fileset 1: TS pulse compressed wideband pings T1
86.500,-46.716682,-50.514440,-42.915064,-48.001284,-62.485520,-51.646729,-44.840487,-40.970213,-43.423828,-45.133758,-46.588639,-53.160644,-51.346865,-45.029741,-51.009046,-42.714903,-43.807003,-44.060039,-51.634252,-41.166268,-40.564648,-42.098314,-53.458064,-45.209505,-51.408300,-45.171169,-46.030525,-43.809504,-49.263908,-44.094193,-43.314773,0,Fileset 1: TS pulse compressed wideband pings T1
87.000,-47.061754,-50.118367,-42.597548,-47.886404,-62.757368,-51.926503,-45.378406,-41.357638,-43.298243,-44.220720,-46.596772,-53.323085,-50.559934,-45.629959,-50.437091,-42.635018,-43.455532,-44.798382,-51.604726,-41.426879,-40.466825,-42.473390,-53.276174,-45.446963,-51.396686,-45.257558,-45.863462,-44.345047,-49.227384,-44.050108,-43.393358,0,Fileset 1: TS pulse compressed wideband pings T1
87.500,-47.483020,-49.373848,-42.022496,-47.680944,-62.249687,-51.855387,-46.049097,-41.687490,-43.276027,-43.324222,-46.444494,-53.187109,-49.713814,-46.279565,-48.881986,-42.202142,-42.984877,-45.781984,-51.453824,-41.703136,-40.454885,-42.858015,-52.401273,-45.444655,-50.974456,-45.084940,-45.457446,-44.831278,-48.897959,-43.878495,-43.303503,0,Fileset 1: TS pulse compressed wideband pings T1
88.000,-48.292490,-48.521568,-41.492778,-47.572106,-61.567317,-51.608817,-47.120633,-42.130766,-43.609669,-42.800051,-46.297031,-52.955367,-49.114689,-47.199236,-47.298465,-41.724026,-42.745995,-47.287986,-51.359429,-42.323892,-40.863844,-43.598537,-51.519367,-45.543633,-50.463018,-45.000258,-45.156741,-45.432316,-48.729972,-43.793091,-43.210120,0,Fileset 1: TS pulse compressed wideband pings T1
88.500,-49.599411,-47.746402,-41.233182,-47.556183,-60.912487,-51.252939,-48.529897,-42.645846,-44.255648,-42.814061,-46.199395,-52.801157,-48.976380,-48.261814,-46.246746,-41.429818,-42.839207,-49.216075,-51.193905,-43.355140,-41.726921,-44.759435,-50.860484,-45.931622,-50.151312,-45.197480,-45.212118,-46.076030,-48.953647,-43.852728,-43.174355,0,Fileset 1: TS pulse compressed wideband pings T1
89.000,-51.312109,-47.226320,-41.339735,-47.629125,-59.984348,-50.737834,-49.967561,-43.164768,-44.998219,-43.355000,-46.247555,-52.916098,-49.425227,-49.134682,-45.959223,-41.441502,-43.137475,-51.156713,-50.873531,-44.635450,-42.811264,-46.166087,-50.272534,-46.648891,-50.216725,-45.748922,-45.736613,-46.683980,-49.580066,-44.105239,-43.298073,0,Fileset 1: TS pulse compressed wideband pings T1
89.500,-53.050972,-47.008216,-41.672653,-47.808992,-58.854291,-50.003532,-51.061105,-43.605673,-45.630720,-44.233098,-46.466138,-53.371347,-50.434257,-49.531691,-46.363450,-41.691308,-43.376649,-52.664428,-50.512239,-45.856479,-43.761650,-47.488371,-49.600987,-47.582555,-50.532815,-46.600638,-46.626743,-47.251703,-50.387309,-44.528258,-43.605107,0,Fileset 1: TS pulse compressed wideband pings T1
90.000,-54.393566,-47.040813,-42.007022,-48.131513,-57.989222,-49.140246,-51.658719,-43.891924,-46.127763,-45.243480,-46.777786,-54.142995,-51.980049,-49.419581,-47.232802,-42.039675,-43.395063,-53.467277,-50.247263,-46.788103,-44.387309,-48.460709,-48.868690,-48.627950,-50.705753,-47.698879,-47.722619,-47.812426,-51.042671,-45.071454,-44.036631,0,Fileset 1: TS pulse compressed wideband pings T1
