Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Variable_index,Variable_name
53.000,-45.061310,-53.667603,-52.281419,-45.348139,-45.110649,-53.080453,-46.252732,-48.104358,-46.169352,-47.225734,-46.152528,-79.356025,-54.515654,-53.403805,-53.732019,-47.076444,-48.083910,-51.719455,-52.457840,-46.936706,-46.716995,-55.791061,-58.657118,-55.029381,-52.100947,-55.547264,-46.606197,-55.373069,-48.897716,-44.971653,-48.126694,0,Fileset 1: TS pulse compressed wideband pings T1
53.500,-45.127299,-52.341528,-52.261232,-45.000772,-45.338615,-52.946899,-46.491124,-48.624240,-46.498352,-46.521604,-45.764322,-72.100437,-54.359517,-55.382757,-55.610546,-46.426227,-47.722401,-52.693615,-52.991625,-47.292143,-46.750445,-55.253842,-59.124509,-55.945918,-51.939135,-55.319977,-46.690592,-57.399161,-49.896767,-44.859528,-48.354744,0,Fileset 1: TS pulse compressed wideband pings T1
54.000,-45.233636,-51.065091,-52.163682,-44.738603,-45.676818,-52.488212,-46.750384,-49.319637,-46.879929,-45.865268,-45.450224,-66.811330,-54.449881,-58.001188,-58.068799,-45.916329,-47.452200,-53.755466,-53.573498,-47.855232,-46.839284,-54.565094,-59.400762,-56.556329,-51.801062,-54.790046,-46.843082,-59.796962,-51.159502,-44.869469,-48.702694,0,Fileset 1: TS pulse compressed wideband pings T1
54.500,-45.443779,-49.894510,-52.006876,-44.614552,-46.166857,-51.929603,-47.085268,-50.293658,-47.367944,-45.313005,-45.270696,-64.735638,-54.817120,-61.663444,-61.437601,-45.621476,-47.349681,-54.986449,-54.272602,-48.743319,-47.062048,-53.952270,-59.799556,-56.650870,-51.753396,-54.179228,-47.153958,-62.423068,-52.776216,-45.058580,-49.246802,0,Fileset 1: TS pulse compressed wideband pings T1
55.000,-45.712591,-48.800233,-51.748301,-44.568660,-46.744174,-51.395397,-47.437174,-51.518101,-47.881763,-44.805276,-45.176849,-64.314242,-55.387758,-67.010628,-66.066181,-45.466032,-47.352287,-56.378905,-55.020003,-49.948626,-47.361501,-53.461534,-60.427406,-56.215542,-51.720130,-53.625649,-47.612299,-64.395819,-54.627645,-45.347294,-49.951648,0,Fileset 1: TS pulse compressed wideband pings T1
55.500,-46.052739,-47.813454,-51.424054,-44.569203,-47.335455,-50.988747,-47.808465,-53.036186,-48.414967,-44.353573,-45.162778,-65.168172,-56.087591,-72.974864,-71.213789,-45.437148,-47.463740,-58.017153,-55.739685,-51.538703,-47.751386,-53.148211,-61.333271,-55.558084,-51.619400,-53.229197,-48.233272,-64.557332,-56.427434,-45.706413,-50.820164,0,Fileset 1: TS pulse compressed wideband pings T1
56.000,-46.449654,-46.936735,-51.066705,-44.571427,-47.830982,-50.730742,-48.180987,-54.890628,-48.954401,-43.952929,-45.197714,-67.146048,-56.779674,-69.301056,-69.566751,-45.487218,-47.667636,-59.979888,-56.326531,-53.584330,-48.222973,-53.003798,-62.485152,-54.947133,-51.347205,-53.013024,-49.011049,-63.277714,-57.535232,-46.083056,-51.840994,0,Fileset 1: TS pulse compressed wideband pings T1
56.500,-46.856400,-46.131265,-50.662533,-44.533217,-48.121465,-50.581178,-48.515476,-57.156475,-49.472753,-43.575915,-45.235815,-69.079783,-57.252508,-65.464169,-65.726065,-45.549454,-47.934269,-62.296589,-56.694580,-56.207961,-48.750094,-52.977022,-63.782259,-54.473955,-50.823405,-52.940642,-49.914203,-61.650337,-57.455017,-46.410902,-53.003187,0,Fileset 1: TS pulse compressed wideband pings T1
57.000,-47.287776,-45.419665,-50.223756,-44.500094,-48.187998,-50.530191,-48.844185,-60.087025,-50.014796,-43.271341,-45.310502,-67.015835,-57.337258,-63.534429,-63.218833,-45.664748,-48.332022,-64.917992,-56.874053,-59.823352,-49.407632,-53.099827,-65.112475,-54.207976,-50.119796,-53.037773,-50.991180,-60.222477,-56.601580,-46.715869,-54.394212,0,Fileset 1: TS pulse compressed wideband pings T1
57.500,-47.729436,-44.808055,-49.720665,-44.522608,-48.048866,-50.537515,-49.180702,-64.077018,-50.573551,-43.065615,-45.456159,-62.663543,-56.976961,-63.011286,-61.623957,-45.868306,-48.918855,-67.330341,-56.905919,-65.513576,-50.264930,-53.374554,-66.095541,-54.191185,-49.341511,-53.309795,-52.298817,-59.182690,-55.605792,-47.007295,-56.095250,0,Fileset 1: TS pulse compressed wideband pings T1
58.000,-48.128052,-44.279283,-49.093124,-44.615286,-47.714120,-50.521996,-49.506128,-69.731267,-51.081152,-42.949061,-45.685333,-58.903619,-56.285238,-63.795872,-60.411480,-46.174251,-49.727217,-68.513644,-56.757428,-78.683477,-51.382180,-53.731202,-65.991424,-54.435240,-48.554230,-53.654214,-53.876596,-58.612187,-54.734668,-47.254931,-58.044308,0,Fileset 1: TS pulse compressed wideband pings T1
58.500,-48.513312,-43.909667,-48.413889,-44.846835,-47.291860,-50.506238,-49.874526,-75.940097,-51.561310,-42.982817,-46.087765,-56.030956,-55.537633,-65.911851,-59.136030,-46.659416,-50.862737,-68.324822,-56.429678,-70.290014,-52.921805,-54.094059,-64.688551,-54.984410,-47.878491,-53.885688,-55.811391,-58.637986,-54.085351,-47.503022,-59.821087,0,Fileset 1: TS pulse compressed wideband pings T1
59.000,-48.779543,-43.629152,-47.679197,-45.109165,-46.791593,-50.440022,-50.176038,-73.880221,-51.965345,-43.069920,-46.596754,-53.849215,-54.764994,-67.976906,-57.478015,-47.197286,-52.261528,-67.570736,-55.836595,-64.320829,-54.899950,-54.198277,-62.827081,-55.584108,-47.251608,-53.609431,-57.753462,-59.143812,-53.531746,-47.663784,-60.341992,0,Fileset 1: TS pulse compressed wideband pings T1
59.500,-48.898047,-43.437135,-46.990092,-45.353732,-46.312198,-50.377106,-50.340885,-70.657944,-52.397792,-43.191651,-47.189112,-52.233701,-53.930941,-67.042486,-55.681451,-47.689285,-53.927474,-66.817698,-55.089245,-61.456993,-57.335489,-54.009560,-60.881928,-55.971018,-46.711111,-52.894826,-58.719095,-59.972636,-53.071482,-47.765423,-59.498714,0,Fileset 1: TS pulse compressed wideband pings T1
60.000,-48.860504,-43.329941,-46.395616,-45.576094,-45.944937,-50.340100,-50.325352,-68.675330,-52.948122,-43.368910,-47.839883,-51.055225,-52.990792,-64.487986,-54.057302,-48.094569,-55.921640,-65.857593,-54.321635,-60.004821,-59.808627,-53.658151,-58.868165,-56.001693,-46.321300,-52.089349,-57.941502,-60.889924,-52.752444,-47.874815,-58.230242,0,Fileset 1: TS pulse compressed wideband pings T1
60.500,-48.630976,-43.242849,-45.818923,-45.760845,-45.685759,-50.230462,-50.099850,-67.785743,-53.501054,-43.575145,-48.465282,-50.140332,-51.946351,-61.861916,-52.584496,-48.394741,-58.267156,-64.039223,-53.482745,-59.547645,-60.704998,-53.127679,-56.714269,-55.611792,-46.110903,-51.317264,-56.399248,-61.500989,-52.490505,-47.971031,-57.031849,0,Fileset 1: TS pulse compressed wideband pings T1
61.000,-48.354340,-43.252777,-45.296798,-46.027134,-45.616163,-50.073547,-49.843013,-68.579178,-53.958411,-43.908848,-49.113316,-49.490323,-50.995087,-59.292601,-51.259220,-48.752700,-60.921673,-61.337976,-52.565663,-60.078271,-59.509521,-52.422573,-54.617740,-54.854846,-46.234681,-50.618575,-55.211942,-61.229027,-52.222781,-48.126318,-56.168147,0,Fileset 1: TS pulse compressed wideband pings T1
61.500,-48.100797,-43.350965,-44.799095,-46.375275,-45.707837,-49.857828,-49.652057,-72.623514,-54.140150,-44.358012,-49.738436,-49.066713,-50.225892,-56.832855,-50.056098,-49.223169,-62.936916,-58.329380,-51.546360,-61.460577,-57.896992,-51.506149,-52.722049,-53.732941,-46.718696,-49.876295,-54.638369,-59.578402,-51.779839,-48.308858,-55.730319,0,Fileset 1: TS pulse compressed wideband pings T1
62.000,-47.892304,-43.517559,-44.328877,-46.764315,-45.915319,-49.599586,-49.553008,-88.137567,-53.960222,-44.868626,-50.272260,-48.847756,-49.670066,-54.640592,-49.004192,-49.785014,-62.980668,-55.563986,-50.509855,-62.899756,-56.717591,-50.458062,-51.117459,-52.411023,-47.575801,-49.055899,-54.632866,-57.179910,-51.117249,-48.481086,-55.764762,0,Fileset 1: TS pulse compressed wideband pings T1
62.500,-47.771393,-43.782727,-43.957679,-47.196991,-46.249195,-49.378494,-49.580880,-69.618744,-53.528437,-45.438463,-50.718444,-48.872631,-49.367004,-52.871262,-48.209071,-50.445488,-61.898819,-53.319419,-49.628479,-62.527484,-56.072258,-49.475783,-49.876047,-51.169225,-48.862806,-48.253314,-55.098339,-54.913546,-50.408034,-48.686554,-56.340864,0,Fileset 1: TS pulse compressed wideband pings T1
63.000,-47.635384,-44.048166,-43.625098,-47.556116,-46.590508,-49.124803,-49.618991,-63.390533,-52.899470,-45.954074,-50.982797,-49.043404,-49.204624,-51.454818,-47.627096,-51.086285,-60.842952,-51.521574,-48.901851,-60.306950,-55.758422,-48.591505,-48.896620,-50.090988,-50.539682,-47.467939,-55.762863,-53.012566,-49.729352,-48.860037,-57.375789,0,Fileset 1: TS pulse compressed wideband pings T1
63.500,-47.488264,-44.326270,-43.369100,-47.861686,-46.955631,-48.865062,-49.659966,-59.845393,-52.198306,-46.431413,-51.116554,-49.378218,-49.204413,-50.357308,-47.279662,-51.714163,-60.093462,-50.102046,-48.399918,-57.986269,-55.682066,-47.862271,-48.171256,-49.263650,-52.758875,-46.785551,-56.457187,-51.513355,-49.187398,-49.044099,-58.859637,0,Fileset 1: TS pulse compressed wideband pings T1
64.000,-47.297233,-44.594228,-43.158496,-48.096745,-47.306361,-48.561905,-49.673501,-57.455379,-51.418176,-46.869006,-51.155309,-49.835386,-49.375593,-49.445285,-47.147423,-52.371369,-59.531780,-48.918678,-48.113806,-56.050603,-55.811271,-47.259870,-47.649695,-48.624142,-55.796608,-46.183681,-56.993001,-50.303089,-48.765316,-49.244741,-60.534978,0,Fileset 1: TS pulse compressed wideband pings T1
64.500,-47.027523,-44.853172,-42.976971,-48.260996,-47.618968,-48.205041,-49.639566,-55.554724,-50.451943,-47.258394,-51.177281,-50.397737,-49.828651,-48.588839,-47.208955,-53.158860,-59.057532,-47.848080,-48.051695,-54.358268,-56.228338,-46.742581,-47.339065,-48.057606,-60.220033,-45.635506,-57.166303,-49.263703,-48.394786,-49.465520,-61.341230,0,Fileset 1: TS pulse compressed wideband pings T1
65.000,-46.683321,-45.163718,-42.883617,-48.406377,-47.900665,-47.887834,-49.561337,-53.795306,-49.255739,-47.600679,-51.347504,-51.112259,-50.801109,-47.780037,-47.503880,-54.235667,-58.786737,-46.902166,-48.281244,-52.792258,-57.026125,-46.351672,-47.355959,-47.490292,-65.127385,-45.184898,-56.609794,-48.374983,-48.061436,-49.741966,-59.785967,0,Fileset 1: TS pulse compressed wideband pings T1
65.500,-46.267509,-45.541589,-42.929433,-48.552746,-48.087586,-47.708907,-49.385792,-52.100313,-47.951203,-47.855306,-51.779291,-51.969005,-52.407526,-47.109500,-48.049905,-55.624728,-58.897620,-46.179847,-48.792300,-51.392299,-57.766873,-46.163804,-47.790316,-46.911609,-63.197252,-44.891740,-55.156312,-47.677336,-47.793056,-50.051393,-56.936928,0,Fileset 1: TS pulse compressed wideband pings T1
66.000,-45.764486,-45.879985,-43.069050,-48.648160,-48.080561,-47.657678,-49.032634,-50.534738,-46.700818,-47.949631,-52.394676,-52.856131,-54.259515,-46.635995,-48.697360,-57.016777,-59.237867,-45.703668,-49.408107,-50.192092,-57.427621,-46.149691,-48.550161,-46.350281,-60.188186,-44.745804,-53.343034,-47.156267,-47.562924,-50.246071,-54.357981,0,Fileset 1: TS pulse compressed wideband pings T1
66.500,-45.277499,-46.162389,-43.303985,-48.727595,-47.932086,-47.733734,-48.606408,-49.244617,-45.673645,-47.977852,-53.108990,-53.757405,-55.385835,-46.427477,-49.346784,-58.126352,-59.369855,-45.498036,-49.992950,-49.250406,-56.120625,-46.315709,-49.529418,-45.928350,-58.587065,-44.775066,-51.762017,-46.840013,-47.412299,-50.299267,-52.414366,0,Fileset 1: TS pulse compressed wideband pings T1
67.000,-44.833165,-46.372432,-43.583768,-48.775680,-47.674186,-47.866343,-48.168876,-48.218859,-44.862950,-48.004497,-53.806741,-54.662080,-55.044488,-46.429332,-49.920519,-58.859726,-58.818705,-45.491091,-50.427729,-48.513859,-54.624755,-46.612842,-50.590128,-45.654807,-57.680397,-44.927307,-50.502644,-46.677464,-47.317447,-50.215236,-50.940792,0,Fileset 1: TS pulse compressed wideband pings T1
67.500,-44.363792,-46.474257,-43.839054,-48.725374,-47.300161,-47.969890,-47.670575,-47.312831,-44.136080,-48.002685,-54.379351,-55.573864,-53.733781,-46.526790,-50.334565,-59.276754,-57.516767,-45.561445,-50.643219,-47.838106,-53.168808,-46.941841,-51.630356,-45.453763,-56.951282,-45.121572,-49.416622,-46.570198,-47.181492,-49.960858,-49.685201,0,Fileset 1: TS pulse compressed wideband pings T1
68.000,-43.955990,-46.608035,-44.178897,-48.643058,-46.919824,-48.131959,-47.194885,-46.548153,-43.535693,-48.092402,-54.888949,-56.667302,-52.227266,-46.778559,-50.696305,-59.642392,-55.880715,-45.790247,-50.752856,-47.259162,-51.842058,-47.401763,-52.761595,-45.395276,-56.222164,-45.448997,-48.486555,-46.604788,-47.072660,-49.646489,-48.609453,0,Fileset 1: TS pulse compressed wideband pings T1
68.500,-43.543640,-46.759823,-44.570811,-48.412160,-46.468689,-48.273585,-46.661730,-45.802106,-42.965263,-48.217962,-55.168925,-57.967197,-50.708211,-47.097109,-50.907120,-59.923847,-54.098747,-46.135641,-50.696061,-46.661268,-50.515815,-47.940056,-53.901404,-45.396736,-55.196379,-45.860213,-47.557596,-46.729581,-46.894311,-49.173257,-47.573301,0,Fileset 1: TS pulse compressed wideband pings T1
69.000,-43.230476,-47.066788,-45.143062,-48.058373,-46.026430,-48.406327,-46.164197,-45.136287,-42.510328,-48.452509,-55.088281,-59.583590,-49.355316,-47.538588,-50.959516,-60.003840,-52.389517,-46.736470,-50.531967,-46.095450,-49.252490,-48.646505,-54.874960,-45.539503,-53.802800,-46.468648,-46.668141,-47.056363,-46.708310,-48.561227,-46.640140,0,Fileset 1: TS pulse compressed wideband pings T1
69.500,-43.023027,-47.516010,-45.878705,-47.528261,-45.539669,-48.312140,-45.721052,-44.557358,-42.183613,-48.717688,-54.449357,-61.192461,-48.243642,-47.990937,-50.754831,-59.496318,-50.824067,-47.614846,-50.188620,-45.539074,-48.083733,-49.472153,-54.988925,-45.786046,-52.101403,-47.234128,-45.792097,-47.554229,-46.498914,-47.764678,-45.798815,0,Fileset 1: TS pulse compressed wideband pings T1
70.000,-42.944823,-48.045999,-46.736119,-46.911120,-45.030183,-47.840314,-45.399528,-44.136616,-42.034589,-48.929057,-53.428676,-62.118498,-47.517870,-48.323448,-50.361519,-58.313547,-49.480708,-48.739167,-49.710440,-45.035281,-47.099176,-50.343110,-54.022852,-46.128877,-50.438645,-48.081017,-44.999367,-48.150746,-46.327593,-46.891980,-45.092728,0,Fileset 1: TS pulse compressed wideband pings T1
70.500,-42.924960,-48.505522,-47.587365,-46.299134,-44.518035,-47.066276,-45.177691,-43.877046,-42.038945,-48.985334,-52.307690,-62.112587,-47.197402,-48.418015,-49.948247,-56.759390,-48.341037,-49.887127,-49.185181,-44.601219,-46.293004,-51.119557,-52.694291,-46.507734,-49.052173,-48.856224,-44.330855,-48.695144,-46.233463,-46.069207,-44.495130,0,Fileset 1: TS pulse compressed wideband pings T1
71.000,-42.883984,-48.827417,-48.365535,-45.730209,-44.046667,-46.236657,-44.993985,-43.734668,-42.153423,-48.862939,-51.191484,-61.683773,-47.194743,-48.322480,-49.663360,-55.118781,-47.340074,-50.792138,-48.692584,-44.242814,-45.597571,-51.713017,-51.543999,-46.867646,-47.919730,-49.496073,-43.790654,-49.126617,-46.232445,-45.356398,-43.953174,0,Fileset 1: TS pulse compressed wideband pings T1
71.500,-42.805857,-49.067411,-49.120495,-45.202415,-43.666699,-45.519331,-44.815391,-43.663074,-42.364029,-48.593342,-50.074276,-61.196227,-47.427255,-48.161202,-49.550430,-53.483384,-46.425193,-51.307433,-48.268398,-43.955893,-44.950906,-52.114162,-50.648126,-47.191709,-46.888557,-50.061230,-43.364222,-49.507799,-46.316090,-44.748106,-43.439057,0,Fileset 1: TS pulse compressed wideband pings T1
72.000,-42.707862,-49.295507,-49.919634,-44.700969,-43.392481,-44.945577,-44.631610,-43.625375,-42.678384,-48.206243,-48.948457,-60.672114,-47.858517,-47.984846,-49.570493,-51.865092,-45.570120,-51.380797,-47.903627,-43.724269,-44.319687,-52.321792,-49.931743,-47.475179,-45.831590,-50.612962,-43.033688,-49.918658,-46.453707,-44.215674,-42.945159,0,Fileset 1: TS pulse compressed wideband pings T1
72.500,-42.620506,-49.546477,-50.771722,-44.241568,-43.226887,-44.502483,-44.459129,-43.620821,-43.128368,-47.753089,-47.857179,-59.966632,-48.506143,-47.777922,-49.680193,-50.315857,-44.794476,-51.023506,-47.588127,-43.550551,-43.720455,-52.331262,-49.333522,-47.706899,-44.713676,-51.134084,-42.794192,-50.400530,-46.622947,-43.762080,-42.491475,0,Fileset 1: TS pulse compressed wideband pings T1
73.000,-42.555715,-49.802837,-51.595009,-43.873358,-43.179951,-44.178655,-44.314229,-43.659351,-43.725664,-47.304439,-46.871769,-58.863822,-49.420644,-47.503989,-49.832685,-48.908134,-44.130377,-50.320718,-47.323332,-43.440490,-43.185279,-52.134566,-48.832737,-47.870281,-43.585451,-51.540015,-42.660000,-50.935915,-46.798350,-43.412722,-42.113592,0,Fileset 1: TS pulse compressed wideband pings T1
73.500,-42.468701,-49.970872,-52.197519,-43.622427,-43.214580,-43.932546,-44.170366,-43.725236,-44.400065,-46.907650,-46.026868,-57.201941,-50.599531,-47.107798,-49.961117,-47.684691,-43.582311,-49.400004,-47.072768,-43.374952,-42.723416,-51.698678,-48.403244,-47.909303,-42.508399,-51.677720,-42.618927,-51.414955,-46.919899,-43.174595,-41.816008,0,Fileset 1: TS pulse compressed wideband pings T1
