Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,Variable_index,Variable_name
46.500,-46.231848,-44.616199,-43.777661,-45.475247,-47.158292,-54.245337,-49.067082,-47.631933,-87.531324,-63.241649,-57.302465,-66.757495,-64.410880,-62.799386,-58.373262,-49.392632,-51.360675,-53.830925,-43.536302,-44.629864,-45.711383,-38.081779,-37.413005,-45.534352,-56.049640,-42.057998,-46.309483,-44.729004,-37.545529,-33.194283,-38.376103,-42.386653,-40.999484,-41.037240,-50.940145,-71.634124,-37.735883,-36.475675,-41.060630,-46.924338,-44.525990,-55.425660,-40.233554,-45.193721,-46.681707,-50.236294,-44.199763,-33.806933,-55.942824,-37.367436,-39.572185,-43.817246,-47.253312,-70.176071,-44.923865,-40.865809,-56.732456,-46.312552,-46.491472,-56.621697,-48.206643,-48.511225,-54.153570,-50.749132,-46.647869,-47.568845,-46.363473,-59.450535,-50.224830,-50.034823,-52.813744,-55.101161,-50.243073,-48.739183,-46.753500,-52.357620,-48.885436,-48.347003,-54.511387,-54.553393,-48.237925,-52.886382,-47.773309,-47.591826,-47.555002,-53.649041,-50.276052,-51.207998,-55.379406,-47.680098,-54.763448,-52.511714,-55.578597,-51.791339,-51.623392,-51.034354,-47.792116,-48.562021,-47.305381,-53.819351,-51.763171,-47.233573,-52.387977,-51.219190,-52.321790,-49.684856,-45.892621,-50.030170,-55.182288,-53.437133,-50.786625,-53.229613,-49.722240,-47.513319,-64.041985,-56.097821,-50.668737,-49.467304,-49.840593,-48.470562,-48.562174,-48.654859,-50.741823,-49.379817,-53.864427,-47.283421,-50.075177,-48.835026,-52.472030,-55.945029,-53.373307,-49.242937,-52.698494,-57.559224,-56.102398,-58.838110,-57.130553,-53.695545,-56.702999,-49.058279,-54.301691,-48.073981,-50.269327,-44.118334,-48.364209,-47.626722,-48.867725,-50.231229,-69.702641,-61.235345,-47.899920,-52.031563,-48.276054,-49.645263,-42.705190,-46.345808,-48.145617,-50.286907,-50.898094,0,Fileset 1: TS pulse compressed wideband pings T1
47.000,-47.140661,-45.248882,-44.317572,-46.401551,-46.383984,-52.201330,-49.960703,-47.216782,-69.246990,-60.345506,-58.938861,-63.919903,-62.193897,-71.108056,-59.790065,-49.037700,-50.688999,-58.002976,-43.430547,-45.051817,-46.609674,-37.578594,-37.050989,-45.938626,-54.547444,-41.302964,-45.563998,-44.730944,-37.746635,-33.136698,-37.665985,-41.577267,-40.675792,-40.806943,-51.645119,-68.763056,-37.503315,-36.236961,-40.630889,-46.582500,-44.291056,-54.263286,-41.137898,-46.023668,-46.518100,-51.649038,-45.345695,-33.443289,-52.021004,-37.888924,-39.658551,-44.248796,-47.661685,-67.615280,-44.179108,-39.941517,-55.648581,-46.042738,-47.292576,-55.247681,-47.724226,-47.817492,-54.906997,-52.963755,-48.147411,-47.478555,-46.981497,-55.796297,-47.666312,-47.547107,-50.255435,-51.995910,-48.909614,-47.650636,-45.703874,-53.177385,-51.811549,-48.930384,-55.391962,-53.435127,-48.182961,-54.001911,-48.165739,-47.566103,-47.722545,-54.796921,-49.353633,-49.228482,-52.572082,-46.661480,-55.449277,-53.154340,-53.217856,-49.568539,-51.261473,-51.706870,-48.581622,-47.992616,-48.039995,-53.242577,-52.580733,-46.920823,-51.427601,-50.559065,-51.428517,-49.651392,-46.329361,-50.404791,-54.490116,-53.128266,-51.517939,-53.611050,-50.679463,-48.486250,-60.270310,-57.100254,-51.855741,-49.547021,-53.778026,-48.014300,-49.494292,-49.336963,-51.077052,-49.054724,-51.446606,-48.443702,-50.049206,-47.970818,-54.123679,-58.014859,-54.431488,-49.029577,-53.686888,-60.017212,-56.364846,-59.485304,-56.850341,-53.620910,-57.391328,-48.410688,-53.354223,-48.577166,-49.289567,-43.017943,-49.154083,-47.277827,-49.082082,-50.093909,-70.034067,-61.632410,-47.592782,-51.127372,-48.226269,-49.221837,-42.887208,-46.561701,-49.507260,-51.582489,-51.483066,0,Fileset 1: TS pulse compressed wideband pings T1
47.500,-47.960066,-45.867750,-45.392942,-47.379004,-45.727272,-50.849783,-50.266302,-47.072971,-64.160311,-58.627265,-60.249268,-62.769280,-59.912545,-63.144000,-61.430082,-48.962737,-49.123163,-67.912556,-43.301158,-45.520933,-47.593890,-36.890022,-36.868537,-46.393067,-52.645499,-40.634895,-44.827468,-44.733003,-37.802442,-32.912049,-36.634460,-40.817171,-40.313718,-40.544393,-51.771051,-64.978095,-37.255056,-35.982973,-40.154351,-46.456206,-43.980128,-52.792360,-41.596038,-47.390294,-46.251828,-51.517354,-47.256212,-33.121181,-49.040643,-38.372073,-40.021940,-44.880427,-47.388140,-64.438009,-43.636065,-39.346863,-54.738498,-45.877129,-48.218366,-54.146744,-47.399839,-47.583017,-56.491444,-55.008653,-49.894728,-47.335375,-47.846033,-53.282753,-46.027693,-45.755652,-48.232031,-49.545670,-47.469925,-46.675604,-45.261435,-53.406518,-56.503063,-49.014272,-56.258787,-52.175736,-48.351517,-55.210206,-48.677946,-47.621049,-47.973338,-56.358254,-49.103109,-47.707479,-49.805096,-45.948907,-57.108097,-53.834313,-50.421343,-48.179397,-51.012558,-52.547206,-49.027477,-47.420909,-48.685526,-52.357909,-52.379027,-46.736979,-50.477832,-50.299739,-50.593345,-49.137476,-46.799666,-49.968949,-53.123510,-52.489938,-52.255871,-50.926912,-50.972434,-49.689106,-58.711400,-57.171406,-51.621263,-50.028616,-56.558734,-47.525715,-50.439847,-50.050477,-51.623070,-48.986502,-50.065281,-49.698392,-49.988292,-47.167235,-55.938295,-61.622748,-55.832387,-48.856252,-54.872687,-61.408902,-56.919435,-60.967449,-56.353477,-54.080437,-58.258655,-48.030192,-52.156758,-49.053107,-47.979922,-41.960685,-49.950057,-46.919009,-49.404929,-49.548614,-66.432960,-61.238741,-47.590613,-50.297780,-48.095435,-49.113480,-43.898783,-47.244797,-51.490325,-52.707936,-52.015031,0,Fileset 1: TS pulse compressed wideband pings T1
48.000,-48.907282,-46.748605,-47.336203,-48.788086,-45.636614,-50.123678,-50.014678,-47.370412,-61.464507,-58.242634,-60.265065,-62.552607,-58.110936,-56.711608,-63.414461,-49.550404,-47.965669,-64.804179,-43.381241,-46.369018,-48.921477,-36.391060,-37.016093,-46.849711,-51.042546,-40.327831,-44.391705,-44.963263,-38.028665,-32.829527,-35.752525,-40.291186,-40.209551,-40.518692,-51.391630,-64.082196,-37.188521,-35.864388,-39.874674,-46.620049,-43.839922,-51.245657,-41.737986,-49.461087,-45.944835,-50.485524,-49.896235,-33.062194,-47.119841,-39.053544,-40.732034,-45.816916,-47.352775,-60.491384,-43.756185,-39.234824,-54.447254,-45.997602,-49.283620,-53.658110,-47.368830,-47.952834,-57.975767,-55.945973,-50.263011,-47.469269,-48.956363,-52.002503,-45.571969,-44.841517,-46.783652,-47.865262,-46.273069,-46.099720,-45.570976,-53.000757,-63.288433,-48.965228,-57.459634,-51.200976,-48.850914,-56.479722,-49.439589,-47.830277,-48.501837,-58.361191,-49.781504,-46.937873,-47.977253,-45.888440,-60.136787,-55.004753,-48.496207,-47.684034,-51.018548,-52.501051,-49.172915,-47.085079,-49.125893,-51.447339,-51.424942,-46.927404,-50.061150,-50.726993,-50.145776,-48.786478,-47.354578,-49.366311,-51.635002,-51.235677,-52.681796,-48.072470,-51.339963,-51.629124,-59.716000,-56.687513,-50.319188,-50.913277,-54.124275,-47.131109,-51.403611,-50.529761,-52.323934,-49.073573,-49.658198,-50.892390,-50.203482,-46.658089,-57.427593,-66.208882,-57.635942,-48.999013,-56.441542,-61.247762,-58.061402,-63.146691,-55.816304,-55.247776,-59.592480,-48.195578,-51.264601,-49.680147,-46.741532,-41.176110,-51.111719,-46.910517,-50.088933,-48.887966,-63.346433,-60.555550,-47.985210,-50.027581,-48.021152,-49.416024,-46.161150,-48.660880,-54.263015,-53.544813,-52.745937,0,Fileset 1: TS pulse compressed wideband pings T1
48.500,-49.661735,-47.652671,-49.775269,-50.377445,-45.924288,-49.399444,-49.259441,-47.733650,-59.806463,-58.101604,-59.767128,-61.784972,-56.468747,-53.406215,-63.499697,-50.467086,-47.387844,-57.340254,-43.467034,-47.410564,-50.444520,-35.980591,-37.215688,-47.078997,-49.727578,-40.129640,-44.048276,-45.135161,-38.262577,-32.745978,-34.972414,-39.763768,-40.172842,-40.504284,-50.412383,-63.819783,-37.071675,-35.634690,-39.608013,-46.708940,-43.767561,-49.889962,-41.623336,-51.747307,-45.354818,-49.153271,-51.703551,-32.993883,-45.782424,-39.715498,-41.336942,-46.666812,-47.790093,-58.245118,-44.287380,-39.331679,-54.435525,-46.148241,-50.192712,-53.150446,-47.248187,-48.434451,-58.350345,-55.438479,-48.518488,-47.762068,-49.985718,-51.480115,-45.953332,-44.394745,-45.511663,-46.448139,-45.197781,-45.774970,-46.168029,-52.576674,-60.219137,-48.959166,-58.763058,-50.332940,-49.274949,-57.372253,-50.158739,-47.847311,-49.006936,-59.973017,-50.984221,-46.570150,-46.937399,-46.156088,-64.594904,-56.731199,-47.401687,-47.564169,-51.085515,-51.185705,-48.884421,-46.793791,-48.974713,-50.255292,-50.003709,-47.267501,-49.952966,-51.536376,-49.878639,-48.576743,-47.630673,-48.807629,-50.261845,-49.442105,-52.636861,-46.135061,-52.087221,-54.280595,-63.492551,-56.042623,-49.049460,-51.478811,-52.040944,-46.646597,-51.920649,-50.466811,-52.500451,-48.849955,-49.762400,-51.370337,-50.512999,-46.195866,-57.629631,-64.492710,-59.033707,-49.336767,-58.075626,-60.145937,-59.592027,-64.346130,-55.190042,-56.864159,-61.201368,-48.616384,-50.520800,-50.118191,-45.377963,-40.512857,-52.303592,-47.089252,-50.872605,-48.089605,-61.092200,-59.553483,-48.318462,-50.001573,-47.854901,-49.719276,-49.509493,-50.667944,-56.266146,-53.637433,-53.270074,0,Fileset 1: TS pulse compressed wideband pings T1
49.000,-49.976933,-48.456931,-52.015607,-51.765473,-46.391459,-48.377664,-48.376734,-47.951290,-59.355111,-57.367929,-60.218125,-60.047312,-54.874542,-51.515794,-61.343581,-51.285586,-47.476460,-54.282881,-43.506743,-48.551439,-52.185297,-35.609942,-37.400800,-47.126312,-48.657092,-39.934600,-43.719888,-45.146084,-38.449229,-32.640287,-34.279266,-39.201786,-40.136257,-40.439213,-49.060075,-63.445184,-36.863552,-35.295385,-39.338073,-46.598671,-43.803198,-48.827346,-41.477783,-53.604802,-44.569422,-47.681726,-50.656015,-32.831699,-44.741654,-40.310381,-41.661545,-47.215255,-48.584889,-57.575181,-44.959254,-39.584979,-54.432896,-46.297322,-51.050381,-52.293898,-46.906420,-48.661631,-58.285911,-54.545056,-46.565087,-48.234908,-50.854357,-51.677335,-46.820131,-44.182532,-44.327899,-45.071876,-44.291823,-45.742120,-46.569128,-52.922582,-55.339716,-49.227419,-59.919879,-49.556726,-49.410680,-57.666918,-50.656332,-47.651644,-49.351181,-60.368457,-52.146262,-46.318967,-46.504120,-46.404961,-70.424143,-59.183389,-47.011767,-47.353363,-51.299759,-49.731763,-48.346609,-46.517102,-48.326070,-48.951056,-48.553467,-47.678237,-49.885737,-52.531229,-49.719506,-48.433536,-47.566433,-48.437803,-49.210083,-47.770615,-52.435718,-45.053210,-53.483498,-57.539693,-77.864144,-55.599562,-48.461001,-51.349795,-51.558499,-46.170275,-51.916676,-50.320935,-52.087984,-48.353101,-50.002486,-50.986957,-50.825200,-45.713886,-57.039178,-60.751923,-59.460666,-49.964635,-59.316461,-58.574574,-61.305859,-63.618393,-54.627191,-59.020986,-62.814777,-49.042627,-49.811923,-50.013660,-43.850049,-40.002716,-52.743171,-47.387868,-51.566779,-47.313000,-59.325744,-58.038805,-48.377643,-49.845600,-47.713110,-49.741155,-51.957151,-53.418721,-55.177525,-52.996983,-53.156284,0,Fileset 1: TS pulse compressed wideband pings T1
49.500,-49.805739,-49.144953,-52.928680,-52.420996,-46.804717,-47.271779,-47.687762,-48.043265,-60.294365,-56.471533,-62.470193,-58.220781,-53.413825,-50.466121,-59.179742,-51.650471,-48.442643,-52.906552,-43.567141,-49.782028,-54.193545,-35.273198,-37.629967,-46.973932,-47.803555,-39.796932,-43.486727,-45.103055,-38.612405,-32.582482,-33.703383,-38.711619,-40.130022,-40.437085,-47.659005,-63.313446,-36.690173,-35.026239,-39.149618,-46.380711,-44.026898,-48.027209,-41.523536,-54.202220,-43.818377,-46.228425,-47.939694,-32.637809,-43.895238,-40.880223,-41.837943,-47.398566,-49.574810,-58.033377,-45.420558,-40.094044,-54.333596,-46.572632,-52.177173,-51.182853,-46.467355,-48.564345,-58.673119,-54.090611,-45.435831,-48.953137,-51.487866,-52.994609,-47.606049,-44.159100,-43.345176,-43.808918,-43.759498,-46.140215,-46.478978,-54.608802,-52.700047,-49.934190,-60.435070,-49.000620,-49.270681,-57.678428,-50.889600,-47.506230,-49.604236,-59.462607,-52.615772,-46.040113,-46.563906,-46.367858,-70.852087,-61.900524,-47.314289,-46.812984,-51.867682,-48.999053,-47.866478,-46.385836,-47.574328,-47.926992,-47.459850,-48.194304,-49.635167,-53.705495,-49.794087,-48.341155,-47.388725,-48.353100,-48.665942,-46.668360,-52.195839,-44.811063,-55.434848,-60.627532,-64.945619,-55.485576,-48.881602,-50.960847,-52.686695,-45.949402,-51.710588,-50.761625,-51.571774,-47.967687,-50.131731,-50.232603,-51.147249,-45.348801,-56.607665,-58.162217,-58.813436,-51.124475,-58.951913,-56.577050,-62.194391,-62.230524,-54.306499,-62.408484,-63.923229,-49.294428,-49.171150,-49.299110,-42.334979,-39.815581,-51.821127,-47.849741,-52.082222,-46.784240,-57.858020,-56.025033,-48.344912,-49.330716,-47.844615,-49.449431,-49.561738,-57.375614,-52.738922,-51.965248,-52.256429,0,Fileset 1: TS pulse compressed wideband pings T1
50.000,-49.061681,-49.469235,-52.051166,-51.707919,-46.752814,-46.359810,-47.208308,-48.106670,-62.004492,-56.071193,-67.479411,-56.873277,-52.084356,-49.672084,-57.479273,-51.540379,-50.312022,-52.316937,-43.545754,-50.931730,-55.871589,-34.803121,-37.862144,-46.353311,-46.998793,-39.656684,-43.272676,-45.034327,-38.609272,-32.469866,-33.096391,-38.274138,-40.038889,-40.457851,-46.280222,-63.217539,-36.532281,-34.825419,-38.987080,-46.065277,-44.311617,-47.273090,-41.776378,-53.166123,-43.149338,-44.907309,-45.130343,-32.385634,-43.101755,-41.252364,-41.951152,-47.151665,-50.734118,-59.002350,-45.157335,-40.872197,-54.045099,-46.989637,-53.696282,-49.981402,-46.030076,-48.258664,-59.534689,-54.292161,-45.300311,-49.716508,-51.620654,-56.076263,-47.638294,-44.273443,-42.570147,-42.708105,-43.704330,-46.755344,-45.907478,-58.461617,-51.287239,-50.802980,-59.760490,-48.665816,-48.809565,-57.667851,-50.810191,-47.529705,-49.775578,-57.714216,-52.122450,-45.562390,-46.677890,-45.857927,-68.254786,-62.558211,-47.871472,-45.911287,-52.663088,-49.173054,-47.466698,-46.370673,-46.912989,-47.268309,-46.746566,-48.632971,-48.914647,-54.971171,-50.117302,-48.108904,-47.213689,-48.387598,-48.569809,-46.183516,-51.628820,-45.243163,-55.739416,-60.680171,-57.206329,-55.502333,-50.385381,-50.848027,-55.595574,-46.007109,-51.515133,-52.120276,-51.142404,-47.844069,-49.960839,-49.497222,-51.289478,-45.117114,-56.333844,-56.048015,-57.032852,-52.950836,-56.435267,-54.272972,-60.427471,-60.794962,-54.164139,-67.629954,-63.772920,-49.177970,-48.538554,-48.172989,-40.906078,-39.924003,-50.040009,-48.299850,-52.261507,-46.499167,-56.544226,-53.766632,-48.369870,-48.370768,-48.254633,-48.943662,-46.191745,-60.942710,-50.668340,-50.741641,-50.731878,0,Fileset 1: TS pulse compressed wideband pings T1
50.500,-48.018806,-49.362939,-50.480948,-49.917261,-46.439084,-46.052477,-47.072062,-48.557140,-62.915179,-56.653080,-75.744891,-56.205494,-51.124849,-48.925041,-56.204006,-51.695243,-53.133579,-52.333742,-43.595460,-52.108889,-56.195659,-34.336240,-38.294345,-45.384455,-46.327845,-39.722377,-43.254761,-45.229597,-38.548219,-32.445777,-32.581632,-38.101115,-40.010099,-40.684787,-45.169805,-61.770342,-36.604127,-34.874880,-39.018408,-45.901196,-44.737455,-46.694284,-42.514020,-51.421596,-42.768714,-44.079961,-42.834875,-32.284123,-42.524377,-41.423088,-42.286690,-46.785461,-52.518946,-60.296567,-44.269203,-42.185073,-53.854519,-47.763692,-55.646775,-49.114320,-45.942794,-48.212374,-59.503727,-55.307311,-46.476537,-50.375798,-51.441049,-59.657184,-47.275605,-44.792149,-42.230552,-42.056807,-44.452515,-47.142275,-45.347736,-66.545915,-50.738050,-51.424029,-58.334513,-48.740118,-48.297865,-57.724414,-50.758625,-47.977698,-50.125492,-55.885103,-51.383628,-45.164978,-46.452484,-45.359558,-69.567783,-61.816968,-47.890746,-45.147690,-53.562617,-50.456514,-47.302471,-46.676706,-46.673613,-47.142455,-46.549637,-49.032153,-48.102056,-56.645207,-50.976543,-47.832859,-47.344549,-48.532308,-48.972377,-46.440240,-50.767295,-46.216846,-53.211321,-58.492474,-53.150659,-55.835585,-53.353226,-51.597391,-61.101101,-46.434279,-51.647956,-54.893097,-50.973326,-48.173341,-49.807684,-49.244603,-51.360103,-45.281952,-55.733328,-54.193351,-54.751524,-55.626436,-53.573028,-52.281651,-57.460383,-59.510856,-54.386184,-64.537446,-62.558997,-49.001135,-48.154582,-47.275948,-39.877537,-40.503693,-48.477592,-48.799766,-52.380882,-46.600138,-55.542706,-51.907453,-48.806757,-47.536602,-49.012478,-48.701714,-44.044243,-57.905765,-49.432036,-49.667028,-49.213507,0,Fileset 1: TS pulse compressed wideband pings T1
51.000,-46.732364,-48.531219,-48.818626,-47.613868,-46.162907,-46.264706,-47.028608,-49.429563,-62.802880,-58.055361,-70.988436,-55.622472,-50.434641,-48.178988,-55.023774,-52.505389,-55.724507,-52.589415,-43.600866,-53.161390,-54.842998,-33.800964,-38.807013,-44.161431,-45.627071,-39.908900,-43.311919,-45.632315,-38.297517,-32.393489,-32.055368,-38.084708,-39.937922,-40.987046,-44.231699,-58.691539,-36.797844,-35.025268,-39.099132,-45.791529,-45.117766,-46.248522,-43.792073,-49.617058,-42.501328,-43.714013,-40.994183,-32.208808,-42.043163,-41.183344,-42.725623,-46.336400,-54.622429,-62.119204,-42.999584,-43.997100,-53.796470,-48.717419,-57.118761,-48.609451,-46.185053,-48.465344,-57.239381,-56.677216,-49.008527,-50.546057,-51.075221,-54.986022,-46.721926,-45.583768,-42.247159,-41.799827,-45.899152,-46.528063,-44.802978,-59.266266,-50.648495,-51.323945,-56.526156,-49.034314,-47.726862,-57.571065,-50.819840,-48.658670,-50.563487,-54.225951,-50.786145,-44.943800,-45.587642,-45.170509,-81.878234,-61.706165,-46.767427,-44.683151,-53.911157,-52.464445,-47.159985,-47.178202,-46.758933,-47.254658,-46.609378,-49.193722,-47.524392,-59.031574,-52.329308,-47.430532,-47.681151,-48.488284,-49.489136,-47.003427,-49.642391,-46.869283,-50.528682,-56.842603,-50.685838,-56.573468,-57.590995,-53.261993,-68.160602,-46.828113,-51.927324,-58.791098,-50.797368,-48.660092,-49.696560,-49.461303,-51.281061,-45.757800,-54.190813,-52.487313,-52.499882,-57.733495,-51.282944,-50.795340,-54.844417,-58.366203,-54.940832,-58.309955,-60.885082,-48.878069,-47.958657,-46.787287,-39.212411,-41.400942,-47.357820,-49.186738,-52.506321,-46.841245,-54.688284,-50.599493,-49.564003,-47.135455,-49.684762,-48.811387,-42.974272,-53.972766,-48.882535,-48.709892,-47.950504,0,Fileset 1: TS pulse compressed wideband pings T1
51.500,-45.469021,-47.145607,-47.375414,-45.500581,-46.402102,-46.949217,-47.004696,-50.819498,-63.555984,-59.831624,-67.094851,-54.714689,-50.077277,-47.883975,-53.995818,-54.301201,-56.291431,-52.772019,-43.686261,-54.133606,-53.036220,-33.383101,-39.477523,-43.055781,-45.017723,-40.338729,-43.540524,-46.329316,-38.006571,-32.437311,-31.664369,-38.302567,-39.956204,-41.419530,-43.528873,-55.820042,-37.191690,-35.343409,-39.298142,-45.796293,-45.557812,-46.104809,-45.992636,-48.256769,-42.341172,-43.870051,-39.679404,-32.221188,-41.723201,-40.752402,-43.297315,-45.979359,-55.663839,-65.778408,-41.815636,-46.436391,-54.078589,-49.780954,-57.267270,-48.558548,-46.829902,-49.057168,-54.964992,-57.897166,-52.756612,-50.513764,-50.818679,-50.593156,-45.967783,-46.338992,-42.762098,-42.062393,-47.721053,-45.399980,-44.324987,-53.100762,-50.967164,-51.097410,-54.811797,-49.536755,-47.277628,-57.582141,-51.238281,-49.446795,-51.139903,-53.014826,-50.643242,-45.143775,-44.672641,-45.615339,-68.955794,-61.810530,-45.538574,-44.707283,-53.380770,-54.540405,-47.053221,-47.923924,-47.133624,-47.438666,-46.833520,-49.255464,-47.564265,-63.347873,-54.289465,-47.181439,-48.233300,-48.364338,-49.942040,-47.363942,-48.650978,-46.779209,-48.904988,-56.059132,-49.327004,-57.752636,-59.704580,-55.907167,-68.617155,-47.033771,-52.253572,-60.724714,-50.563725,-49.120089,-49.715179,-50.191104,-51.265847,-46.588323,-52.351207,-51.195877,-50.752016,-56.850393,-49.837598,-49.971499,-52.972406,-57.610728,-56.099627,-54.423357,-59.448803,-49.050445,-48.045251,-46.872862,-39.001950,-42.669930,-46.785881,-49.614283,-52.842913,-47.163965,-54.032647,-49.969853,-50.589544,-47.464034,-50.062653,-49.424072,-42.956291,-51.546540,-48.993308,-48.001596,-47.208015,0,Fileset 1: TS pulse compressed wideband pings T1
52.000,-44.212557,-45.405745,-45.997101,-43.719386,-47.204134,-47.694747,-46.799174,-52.454592,-65.852392,-60.567190,-63.911395,-53.462808,-49.881027,-48.150249,-53.105533,-56.976854,-55.400232,-52.482722,-43.753771,-54.833288,-51.284961,-33.020974,-40.171882,-42.100731,-44.450677,-40.899279,-43.814272,-47.154196,-37.633559,-32.491492,-31.334167,-38.609838,-39.984004,-41.828181,-42.885424,-53.616101,-37.634141,-35.692339,-39.487251,-45.744569,-46.003784,-46.122020,-49.502166,-47.447507,-42.100545,-44.314184,-38.712876,-32.177714,-41.398659,-40.232580,-43.871590,-45.615201,-54.637154,-75.807724,-40.777379,-49.004946,-54.633781,-50.619720,-56.270147,-48.727177,-47.620948,-49.663328,-53.682520,-58.437406,-53.928302,-50.594403,-50.626016,-48.070866,-44.971251,-46.198285,-43.716577,-42.753007,-48.493027,-44.390670,-43.818482,-49.655434,-51.387144,-51.257746,-53.330780,-50.057801,-46.868231,-57.770101,-51.934771,-50.005839,-51.665570,-52.147860,-50.834896,-45.665454,-44.062837,-46.614284,-61.675876,-60.544345,-44.829953,-45.034752,-52.055038,-55.705193,-46.862368,-48.700432,-47.418655,-47.456809,-46.985480,-49.212800,-48.128224,-75.729937,-56.705110,-47.157956,-48.710941,-48.244763,-50.104346,-47.034728,-47.882668,-46.310029,-48.163809,-54.993433,-48.670896,-58.390278,-57.216633,-59.062385,-67.969081,-46.986767,-52.350301,-59.149935,-50.107397,-49.228773,-49.625033,-51.086241,-51.274030,-47.505810,-50.738576,-50.321522,-49.512176,-54.568129,-49.028419,-49.611162,-51.598587,-57.112119,-58.010965,-51.805766,-58.310273,-49.414430,-48.214759,-47.301415,-39.062483,-44.190016,-46.529049,-50.054822,-53.251467,-47.370057,-53.416042,-49.744299,-51.463938,-48.376023,-50.037004,-50.368167,-43.820483,-50.097033,-49.377259,-47.434677,-46.878649,0,Fileset 1: TS pulse compressed wideband pings T1
52.500,-42.997660,-43.610226,-44.566754,-42.289036,-48.576071,-48.077009,-46.439395,-53.951833,-70.354407,-59.976420,-60.502577,-52.239480,-49.751816,-48.972650,-52.437863,-60.101030,-54.512136,-51.948485,-43.774559,-55.230376,-49.666094,-32.680454,-40.811654,-41.258690,-43.924929,-41.549480,-44.115876,-48.060197,-37.186572,-32.538977,-31.048013,-38.939692,-39.999705,-42.188358,-42.238905,-51.926896,-38.074719,-36.019754,-39.620796,-45.574882,-46.470381,-46.153323,-53.961609,-47.284276,-41.730058,-44.871182,-37.972960,-32.018067,-40.975386,-39.722827,-44.481158,-45.191616,-52.725985,-69.179142,-39.869384,-49.839106,-55.441138,-51.034578,-54.870793,-48.903869,-48.290397,-50.034268,-53.306550,-58.390070,-50.950852,-51.032874,-50.452092,-46.681940,-44.064191,-45.018092,-45.077672,-43.856738,-47.352992,-43.787847,-43.396524,-47.522865,-51.625569,-52.078914,-52.101855,-50.524859,-46.478677,-57.584194,-52.790798,-50.290192,-52.054344,-51.510078,-51.122490,-46.391856,-43.890141,-48.078125,-58.028067,-58.535210,-44.766523,-45.491556,-50.462581,-55.880186,-46.664992,-49.367943,-47.366624,-47.450956,-47.106606,-49.157490,-49.061517,-67.349023,-59.437406,-47.439037,-48.915311,-48.292309,-49.977068,-46.282010,-47.354895,-46.046779,-48.062793,-52.980958,-48.520865,-57.590848,-55.008010,-61.860951,-63.263912,-46.906759,-52.192639,-58.062621,-49.482486,-48.989237,-49.275800,-51.784518,-51.284772,-48.298340,-49.543894,-49.879676,-48.731544,-52.652198,-48.665285,-49.572599,-50.537011,-56.665769,-61.167200,-49.902576,-57.388220,-49.844435,-48.318830,-47.861252,-39.305846,-46.016884,-46.457122,-50.567418,-53.599518,-47.457764,-52.739791,-49.635868,-51.870230,-49.682932,-49.841101,-51.485343,-45.602677,-49.257958,-49.535584,-46.964706,-46.848269,0,Fileset 1: TS pulse compressed wideband pings T1
