Depth,12.1026564920,12.1044106875,12.1186300162,12.1275077835,12.1299263127,12.1229615901,12.1252337089,12.1494665435,12.1487186765,12.1563713206,12.1005910495,12.0832240311,12.0164944697,12.0810639178,11.9910366759,12.0591262905,12.0432950016,12.0436868379,11.4035312068,11.4286304926,11.4494264154,11.5931003522,11.6232282398,11.6335588498,11.6691427371,11.7091586348,11.7285477566,11.7443097625,11.7808239097,11.8019672493,11.8247239301,11.8524661856,11.8859105948,11.9850543784,11.9736389797,11.7316456996,11.8123251647,11.9062676551,11.8542639250,11.9334341371,11.9462578567,12.0015727878,12.1057055406,12.0876533259,12.0307957819,12.0291751092,12.0653265156,12.1135353120,12.1470274432,12.1803084603,12.2005003449,12.1481346563,12.1495062700,12.1500142254,12.2657069881,12.2774624359,12.2405356225,12.2527646413,12.2535209125,12.3110146737,12.3107870212,12.3125683945,12.3141561607,12.2532947622,12.3191471603,12.3579096626,12.3934069835,12.3802376548,12.4499999387,12.3349319277,12.3239023834,12.3115222752,12.2977618314,12.3073558649,12.3431155458,12.3225395326,12.4157136679,12.4091486987,12.2487638919,12.2520375755,12.1762032090,12.1845912086,12.1769861588,12.2683396032,12.2935871910,12.1953559918,12.2679431373,12.2680673972,12.2688354403,12.2535545006,12.2084836876,12.2096825456,12.1848420482,12.1638434455,12.1613559984,12.1599533036,12.1724270312,12.1612847475,12.1968407333,12.1937370859,12.1832601298,12.1383083705,12.1609336622,12.0903709065,12.0788891809,12.1501151612,12.1757956091,12.2237892719,12.2478663512,12.2488946598,12.1795622446,12.1866629729,12.2663947958,12.3046965329,12.3101595519,12.2841718001,12.2754125502,12.3145298157,12.3293832028,12.3303656299,12.2703507589,12.3224400161,12.2919199355,12.3419569815,12.3394832937,12.3456673240,12.3585799038,12.3374618739,12.3802819392,12.4208739810,12.4382746546,12.4283359498,12.4481937708,12.4539597603,12.5027880520,12.4946143553,12.3027317403,12.4662407916,12.4451045776,12.4473186303,12.4332177034,12.4399821721,11.9979498452,11.9850798678,11.9718115032,12.0656844834,12.0686303396,12.0607637530,12.0270382753,12.0108053666,12.0072030965,12.0765372040,12.1535900217,12.1909987777,12.3512900071,12.4201863147,12.3674869239,12.3679233622,12.3780954573,
Region_name,"Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7",
46.500,-47.723897,-45.904458,-44.765352,-46.793958,-48.192245,-54.722146,-49.276850,-47.745876,-87.734402,-63.922807,-57.661231,-67.782866,-65.029741,-64.105752,-59.257972,-50.515976,-52.971352,-55.426418,-44.717473,-45.598385,-47.002794,-38.963322,-37.467891,-45.757481,-56.214848,-43.051884,-47.790587,-45.716207,-38.367320,-34.299987,-39.564422,-43.040865,-41.854915,-42.650884,-52.509288,-72.748180,-38.988847,-37.687672,-41.488277,-47.683610,-45.146275,-56.441134,-41.396279,-45.702264,-46.985946,-50.733731,-44.573632,-34.016911,-56.351923,-37.996821,-40.589181,-44.090945,-47.360856,-70.222956,-45.133077,-41.068571,-57.143564,-46.662239,-46.755739,-57.013104,-48.625351,-48.716449,-54.169698,-51.037790,-47.442395,-47.939825,-46.699272,-59.960887,-50.786130,-50.366018,-53.062005,-55.423550,-50.803494,-49.544610,-47.482340,-52.758504,-49.345879,-49.590660,-55.352832,-54.991902,-49.331862,-54.367274,-48.785612,-48.885680,-48.630844,-55.237933,-51.589138,-52.517240,-56.600662,-49.309809,-56.196247,-53.800970,-57.032519,-52.963905,-53.086402,-52.661114,-49.327820,-50.033332,-48.722330,-55.598146,-53.400904,-48.657349,-53.900542,-52.780339,-53.857292,-51.095295,-47.034364,-51.032204,-56.109752,-54.245560,-51.487714,-54.468452,-51.209151,-48.630553,-64.525053,-56.877976,-52.467521,-50.796943,-50.804342,-49.320487,-49.589495,-50.421930,-51.980887,-50.242316,-55.013143,-49.066943,-51.718401,-50.217141,-54.307998,-57.151281,-53.927670,-49.598486,-53.475150,-59.030893,-57.301503,-59.637322,-58.477301,-55.061927,-57.810886,-49.912491,-55.431437,-49.768954,-51.708818,-45.690770,-50.117955,-49.340374,-50.237013,-51.147780,-70.453661,-62.524807,-49.615263,-53.842505,-49.278348,-50.376117,-43.842758,-47.630183,-48.770529,-50.866526,-51.656113,0,Fileset 1: TS pulse compressed wideband pings T1
47.000,-48.636156,-46.539557,-45.308597,-47.725900,-47.422275,-52.679950,-50.171029,-47.330654,-69.450097,-61.027734,-59.298029,-64.948350,-62.813670,-72.413019,-60.672993,-50.160908,-52.300208,-59.595499,-44.615776,-46.023581,-47.905902,-38.463405,-37.105759,-46.162439,-54.713114,-42.300925,-47.051190,-45.721766,-38.569411,-34.241916,-38.853155,-42.230886,-41.530680,-42.417789,-53.212547,-69.878074,-38.758696,-37.450243,-41.059132,-47.342585,-44.912880,-55.278112,-42.298653,-46.532310,-46.823623,-52.148337,-45.720825,-33.653635,-52.429514,-38.517317,-40.673681,-44.522397,-47.769487,-67.662365,-44.388342,-40.144367,-56.061451,-46.393921,-47.557304,-55.638413,-48.142195,-48.022475,-54.923100,-53.253435,-48.945157,-47.850964,-47.316605,-56.305599,-48.226727,-47.877600,-50.503573,-52.319398,-49.472425,-48.459205,-46.435525,-53.579983,-52.271958,-50.171649,-56.231731,-53.874416,-49.281557,-55.488482,-49.178797,-48.857956,-48.796420,-56.390578,-50.668689,-50.537732,-53.793077,-48.292554,-56.883133,-54.445278,-54.674957,-50.744829,-52.729315,-53.339341,-50.122930,-49.469244,-49.460753,-55.025042,-54.221997,-48.348740,-52.945969,-52.126911,-52.970181,-51.067692,-47.475948,-51.409921,-55.418981,-53.937680,-52.221488,-54.855101,-52.172233,-49.605934,-60.754418,-57.883694,-53.662226,-50.882277,-54.745907,-48.867872,-50.525608,-51.111172,-52.321277,-49.920790,-52.599817,-50.233687,-51.698414,-49.357836,-55.963999,-59.224174,-54.986644,-49.384640,-54.461991,-61.486463,-57.568665,-60.286687,-58.199245,-54.993129,-58.503780,-49.268225,-54.488571,-50.279058,-50.729836,-44.592569,-50.914506,-48.995471,-50.454169,-51.012660,-70.788000,-62.927320,-49.313975,-52.944452,-49.232773,-49.955774,-44.027973,-47.849585,-50.132457,-52.161436,-52.240477,0,Fileset 1: TS pulse compressed wideband pings T1
47.500,-49.524351,-47.217572,-46.430312,-48.766044,-46.814659,-51.350937,-50.486421,-47.191979,-64.372643,-59.340799,-60.624884,-63.845585,-60.560744,-64.507260,-62.352288,-50.136506,-50.806897,-69.575923,-44.541818,-46.538128,-48.950974,-37.816403,-36.925742,-46.627344,-52.818896,-41.679982,-46.384870,-45.770339,-38.662790,-34.066902,-37.874728,-41.500115,-41.207001,-42.226921,-53.408411,-66.143744,-38.568019,-37.251410,-40.602249,-47.250974,-44.630777,-53.852720,-42.808502,-47.921999,-46.571807,-52.040144,-47.648924,-33.341233,-49.467419,-39.028514,-41.082271,-45.166390,-47.500952,-64.487323,-43.854798,-39.558952,-55.170916,-46.244937,-48.495302,-54.554907,-47.836443,-47.797194,-56.508267,-55.311939,-50.730129,-47.725331,-48.196048,-53.814709,-46.613126,-46.100840,-48.491368,-49.884329,-48.059375,-47.522263,-46.027537,-53.828176,-56.984302,-50.310767,-57.135919,-52.635264,-49.502106,-56.766651,-49.736992,-48.970473,-49.095026,-58.025855,-50.478169,-49.075645,-51.080976,-47.653714,-58.606817,-55.184044,-51.945382,-49.410509,-52.548847,-54.255990,-50.641013,-48.966710,-50.171990,-54.221943,-54.095564,-48.231125,-52.067566,-51.941819,-52.207672,-50.620691,-48.000505,-51.020910,-54.094891,-53.336326,-52.992410,-52.229791,-52.535485,-50.860355,-59.217891,-57.991903,-53.513268,-51.427030,-57.572440,-48.419703,-51.519720,-51.908322,-52.926095,-49.893490,-51.272794,-51.572163,-51.714752,-48.619181,-57.863135,-62.887954,-56.413007,-49.227205,-55.682276,-62.943574,-58.179948,-61.806040,-57.763980,-55.517609,-59.423649,-48.928119,-53.344645,-50.835290,-49.485225,-43.606927,-51.793140,-48.715561,-50.839979,-50.509837,-67.222403,-62.594902,-49.392118,-52.199587,-49.149534,-49.882137,-45.092474,-48.592321,-52.143912,-53.312812,-52.806433,0,Fileset 1: TS pulse compressed wideband pings T1
48.000,-50.545202,-48.161726,-48.423245,-50.242376,-46.776662,-50.648996,-50.245290,-47.494913,-61.686706,-58.989677,-60.658286,-63.680185,-58.789562,-58.137153,-64.378626,-50.778218,-49.726918,-66.543221,-44.681311,-47.434905,-50.343804,-37.362011,-37.075899,-47.095202,-51.224223,-41.423462,-46.024407,-46.050464,-38.929216,-34.037429,-37.049529,-41.005472,-41.143871,-42.277791,-53.103696,-65.301995,-38.563110,-37.191817,-40.343611,-47.451925,-44.521447,-52.354681,-43.005689,-50.017457,-46.280320,-51.033503,-50.307797,-33.292639,-47.566135,-39.739954,-41.840650,-46.116097,-47.470954,-60.543088,-43.985079,-39.456798,-54.900642,-46.383244,-49.573629,-54.084894,-47.825346,-48.176837,-57.993359,-56.263848,-51.138797,-47.878043,-49.322301,-52.558659,-46.184133,-45.202400,-47.054963,-48.220185,-46.891096,-46.987225,-46.374022,-53.442860,-63.791947,-50.320720,-58.376680,-51.682174,-50.057276,-58.111082,-50.547820,-49.241205,-49.674602,-60.107995,-51.220759,-48.369012,-49.311795,-47.672077,-61.704859,-56.417376,-50.091894,-48.973889,-52.628179,-54.291621,-50.863873,-48.705024,-50.682717,-53.398651,-53.222035,-48.492486,-51.727399,-52.448707,-51.838025,-50.341463,-48.613611,-50.468450,-52.651882,-52.121627,-53.453699,-49.438450,-52.978376,-52.855577,-60.246463,-57.547759,-52.302932,-52.379437,-55.187139,-48.068452,-52.535551,-52.477297,-53.690026,-50.024452,-50.923941,-52.855964,-52.012745,-48.179627,-59.442891,-67.533940,-58.243819,-49.386945,-57.287972,-62.852319,-59.382711,-64.025141,-57.292712,-56.754624,-60.813830,-49.136816,-52.509907,-51.548438,-48.316361,-42.898949,-53.043418,-48.791525,-51.591372,-49.894671,-64.173955,-61.977411,-49.872774,-52.020171,-49.126304,-50.221924,-47.411531,-50.072278,-54.946968,-54.177401,-53.573668,0,Fileset 1: TS pulse compressed wideband pings T1
48.500,-51.354993,-49.113484,-50.899437,-51.881768,-47.103531,-49.942785,-49.497930,-47.862354,-60.036180,-58.873950,-60.173681,-62.950950,-57.170361,-54.879533,-64.496244,-51.736111,-49.208016,-59.137639,-44.811492,-48.512850,-51.915517,-36.984799,-37.277502,-47.332887,-49.915466,-41.262907,-45.737044,-46.259577,-39.193546,-33.994411,-36.312908,-40.502074,-41.138558,-42.322365,-52.181753,-65.080627,-38.492683,-37.006779,-40.092856,-47.568916,-44.472282,-51.036213,-42.933581,-52.322455,-45.701843,-49.720044,-52.129205,-33.232170,-46.243728,-40.424973,-42.482780,-46.976092,-47.912307,-58.298601,-44.524016,-39.561169,-54.904513,-46.547152,-50.492584,-53.591576,-47.720046,-48.665998,-58.368530,-55.767250,-49.424354,-48.184873,-50.363950,-52.054953,-46.586069,-44.767750,-45.792130,-46.815220,-45.837071,-46.692923,-46.998620,-53.033989,-60.739638,-50.360161,-59.710904,-50.830484,-50.522808,-59.059468,-51.304279,-49.305558,-50.219072,-61.779121,-52.471946,-48.049262,-48.316694,-47.999461,-66.215570,-58.191362,-49.051256,-48.897973,-52.749974,-53.037348,-50.633155,-48.469078,-50.584308,-52.272271,-51.861385,-48.885724,-51.676260,-53.317332,-51.628933,-50.185155,-48.933009,-49.947330,-51.313086,-50.357987,-53.435181,-47.548004,-53.781792,-55.548572,-64.041057,-56.932451,-51.101454,-52.995385,-53.140378,-47.616194,-53.091403,-52.481148,-53.913490,-49.833512,-51.071543,-53.400929,-52.384055,-47.769365,-59.712871,-65.862698,-59.662183,-49.737752,-58.950485,-61.804294,-60.958644,-65.254482,-56.716181,-58.422846,-62.464677,-49.589909,-51.808869,-52.050603,-47.005580,-42.293554,-54.301366,-49.033714,-52.425766,-49.130486,-61.948110,-61.024235,-50.270318,-52.061991,-48.998051,-50.552891,-50.802372,-52.127239,-56.973180,-54.291292,-54.125628,0,Fileset 1: TS pulse compressed wideband pings T1
49.000,-51.728371,-49.967882,-53.178833,-53.322456,-47.611952,-48.939972,-48.623511,-48.084413,-59.592732,-58.166883,-60.638698,-61.253682,-55.600330,-53.039323,-62.374169,-52.597924,-49.358547,-56.141591,-44.897899,-49.692019,-53.707503,-36.649143,-37.464727,-47.389040,-48.851514,-41.107477,-45.467660,-46.309658,-39.412180,-33.931319,-35.665469,-39.965343,-41.134975,-42.319288,-50.889666,-64.749174,-38.333362,-36.714418,-39.839644,-47.488192,-44.532317,-50.012727,-42.832746,-54.199694,-44.928593,-48.268274,-51.096497,-33.078234,-45.218737,-41.044102,-42.846509,-47.535153,-48.711348,-57.630537,-45.204031,-39.822374,-54.918304,-46.710198,-51.360629,-52.750110,-47.394409,-48.901111,-58.304718,-54.885294,-47.502610,-48.672480,-51.245511,-52.271812,-47.474497,-44.568280,-44.617992,-45.451749,-44.953491,-46.692114,-47.428706,-53.395907,-55.878078,-50.676248,-60.900103,-50.071463,-50.702216,-59.412904,-51.841093,-49.159629,-50.604703,-62.236923,-53.684937,-47.848497,-47.930451,-48.311109,-72.100083,-60.693524,-48.717985,-48.733397,-53.021891,-51.647652,-50.156125,-48.250610,-49.991156,-51.037057,-50.474829,-49.352345,-51.669054,-54.374538,-51.530882,-50.098175,-48.914345,-49.617015,-50.297453,-48.717967,-53.261835,-46.515579,-55.237162,-58.851332,-78.431629,-56.520525,-50.584829,-52.919429,-52.696425,-47.173819,-53.128272,-52.405567,-53.550432,-49.371050,-51.357298,-53.088052,-52.761262,-47.342051,-59.193839,-62.169160,-60.110805,-50.379340,-60.221206,-60.289479,-62.720153,-64.558197,-56.205606,-60.634234,-64.122245,-50.050127,-51.144995,-52.013550,-45.533142,-41.844221,-54.810463,-49.399035,-53.173265,-48.389824,-60.211528,-59.561015,-50.397125,-51.977360,-48.896250,-50.603941,-53.294726,-54.928388,-55.908826,-53.673204,-54.041087,0,Fileset 1: TS pulse compressed wideband pings T1
49.500,-51.592447,-50.686468,-54.115286,-54.009161,-48.049661,-47.845383,-47.939545,-48.179169,-60.536912,-57.286775,-62.899398,-59.451438,-54.154429,-52.021417,-60.232123,-52.989885,-50.363205,-54.804447,-44.986226,-50.945537,-55.746269,-36.333263,-37.695247,-47.241972,-48.001918,-40.993314,-45.269504,-46.289984,-39.595023,-33.900252,-35.118466,-39.491120,-41.149506,-42.356710,-49.526703,-64.644073,-38.189712,-36.474181,-39.661453,-47.288430,-44.770785,-49.237213,-42.907013,-54.809408,-44.184744,-46.826760,-48.389054,-32.889384,-44.382351,-41.629382,-43.047900,-47.725123,-49.703842,-58.089842,-45.670411,-40.336348,-54.828726,-46.993778,-52.493760,-51.648685,-46.965638,-48.808850,-58.692322,-54.437700,-46.392149,-49.399499,-51.887298,-53.601666,-48.274186,-44.553017,-43.641316,-44.196448,-44.434420,-47.109268,-47.355808,-55.091607,-53.249570,-51.413607,-61.436017,-49.525855,-50.588085,-59.459393,-52.098613,-49.045870,-50.884192,-61.368560,-54.185649,-47.601107,-48.019672,-48.312764,-72.562201,-63.441338,-49.054901,-48.220754,-53.624357,-50.953324,-49.712250,-48.154088,-49.272901,-50.054954,-49.419889,-49.902046,-51.454209,-55.585720,-51.641741,-50.039136,-48.763634,-49.556045,-49.775440,-47.635059,-53.038569,-46.302724,-57.223641,-61.965686,-65.524639,-56.424990,-51.047964,-52.561919,-53.847411,-46.973045,-52.946480,-52.887994,-53.063517,-49.006035,-51.513702,-52.375760,-53.122090,-47.009614,-58.805581,-59.608022,-59.476860,-51.547894,-59.875788,-58.327989,-63.637032,-63.189308,-55.916888,-64.054042,-65.256893,-50.322139,-50.530934,-51.339045,-44.052457,-41.694370,-53.929808,-49.901330,-53.721144,-47.882837,-58.761578,-57.577732,-50.404844,-51.505156,-49.051457,-50.329502,-50.926248,-58.915664,-53.485286,-52.655635,-53.159675,0,Fileset 1: TS pulse compressed wideband pings T1
50.000,-50.884731,-51.042246,-53.261863,-53.328213,-48.022949,-46.945054,-47.465251,-48.245443,-62.252121,-56.903226,-67.917517,-58.128960,-52.840235,-51.260149,-58.554146,-52.907714,-52.272246,-54.255270,-44.993616,-52.118866,-57.455759,-35.884683,-37.928822,-46.626826,-47.201219,-40.877283,-45.091521,-46.245323,-39.612164,-33.815210,-34.541265,-39.070087,-41.079792,-42.418285,-48.187227,-64.575626,-38.062458,-36.303161,-39.509497,-46.991757,-45.070725,-48.508489,-43.189279,-53.785992,-43.523121,-45.517791,-45.588853,-32.642405,-43.599218,-42.017454,-43.186901,-47.485092,-50.865802,-59.059957,-45.412424,-41.119563,-54.550245,-47.419303,-54.019405,-50.457162,-46.538983,-48.508355,-59.554301,-54.646311,-46.275996,-50.171928,-52.028630,-56.696303,-48.320642,-44.675790,-42.872526,-43.103525,-44.392907,-47.744035,-46.802084,-58.954190,-51.848274,-52.313965,-60.782823,-49.201874,-50.153623,-59.484856,-52.044205,-49.102007,-51.082813,-59.658791,-53.724486,-47.155826,-48.164011,-47.842781,-70.000125,-64.130646,-49.647524,-47.347637,-54.455354,-51.166871,-49.349826,-48.174721,-48.646065,-49.439505,-48.746457,-50.375368,-50.770496,-56.889433,-52.002335,-49.841238,-48.616415,-49.614998,-49.702116,-47.170160,-52.488668,-46.765004,-57.564403,-62.045650,-57.797239,-56.460757,-52.595568,-52.481490,-56.779772,-47.051460,-52.776060,-54.289647,-52.664331,-48.903436,-51.370794,-51.683716,-53.304271,-46.811566,-58.576324,-57.523258,-57.709971,-53.383245,-57.378885,-56.061092,-61.899320,-61.773306,-55.807480,-69.308801,-65.133576,-50.226506,-49.925860,-50.254185,-42.659001,-41.841214,-52.191332,-50.393087,-53.933853,-47.620203,-57.466099,-55.350744,-50.471475,-50.589180,-49.485895,-49.841543,-47.584012,-62.514066,-51.430237,-51.446642,-51.654149,0,Fileset 1: TS pulse compressed wideband pings T1
50.500,-49.888055,-50.976373,-51.721577,-51.576684,-47.739954,-46.652051,-47.335522,-48.699791,-63.169572,-57.506813,-76.194612,-57.492529,-51.900509,-50.557791,-57.310105,-53.099940,-55.146379,-54.328056,-45.079026,-53.325399,-57.818588,-35.444318,-38.362966,-45.664822,-46.535386,-40.972586,-45.117690,-46.470302,-39.577516,-33.828257,-34.067045,-38.919421,-41.079961,-42.701582,-47.130430,-63.164440,-38.173579,-36.391536,-39.554555,-46.852177,-45.515856,-47.964021,-43.967525,-52.058329,-43.151538,-44.705414,-43.304757,-32.547584,-43.036054,-42.210114,-43.558125,-47.128124,-52.653999,-60.355566,-44.531269,-42.439141,-54.371862,-48.203736,-55.978315,-49.603787,-46.466382,-48.469151,-59.523902,-55.670205,-47.475926,-50.842355,-51.860896,-60.295265,-47.977522,-45.206224,-42.541342,-42.462028,-45.157728,-48.155084,-46.264196,-67.050385,-51.314477,-52.978764,-59.386528,-49.290104,-49.674394,-59.585736,-52.025507,-49.594947,-51.470468,-57.878044,-53.027267,-46.801712,-47.979298,-47.396811,-71.359428,-63.430481,-49.711974,-46.619700,-55.399160,-52.499302,-49.231720,-48.524987,-48.450195,-49.368892,-48.600351,-50.818038,-50.003165,-58.609779,-52.907361,-49.607141,-48.781177,-49.790284,-50.134195,-47.452847,-51.648355,-47.775499,-55.080710,-59.892786,-53.756749,-56.817196,-55.616778,-53.270347,-62.313889,-47.503841,-52.939635,-57.115108,-52.532104,-49.258386,-51.251994,-51.484626,-53.424229,-47.018032,-58.032368,-55.705841,-55.446397,-56.071176,-54.544050,-54.121031,-58.968075,-60.513860,-56.072063,-66.256839,-63.952638,-50.075251,-49.575559,-49.407604,-41.677247,-42.470715,-50.681377,-50.945915,-54.095967,-47.749656,-56.487084,-53.529866,-50.960078,-49.809602,-50.273533,-49.621312,-45.471421,-59.516564,-50.214481,-50.391993,-50.161586,0,Fileset 1: TS pulse compressed wideband pings T1
51.000,-48.649596,-50.186661,-50.090314,-49.313855,-47.495642,-46.879144,-47.298838,-49.576258,-63.064321,-58.931659,-71.450244,-56.942051,-51.230874,-49.858343,-56.162482,-53.949009,-57.792035,-54.642173,-45.121476,-54.408382,-56.506128,-34.936546,-38.877664,-44.448914,-45.839924,-41.189810,-45.220555,-46.903838,-39.354283,-33.814671,-33.583058,-38.926332,-41.037974,-43.062671,-46.248244,-60.123107,-38.408110,-36.582405,-39.649562,-46.768003,-45.916207,-47.554055,-45.287961,-50.271357,-42.893527,-44.354996,-41.475868,-32.479227,-42.569674,-41.993265,-44.034314,-46.688693,-54.760983,-62.179645,-43.268919,-44.258147,-54.326456,-49.168221,-57.459055,-49.113227,-46.723968,-48.729515,-57.260144,-57.049184,-50.032495,-51.024166,-51.507465,-55.642942,-47.444266,-46.010091,-42.566720,-42.215218,-46.621611,-47.565885,-45.742105,-59.783068,-51.240961,-52.924361,-57.609164,-49.598782,-49.137054,-59.478347,-52.120929,-50.322825,-51.947864,-56.269086,-52.473036,-46.625628,-47.156852,-47.262271,-83.718061,-63.362394,-48.635582,-46.192170,-55.793640,-54.558032,-49.137072,-49.072364,-48.580684,-49.538475,-48.712882,-51.024746,-49.472436,-61.044151,-54.307600,-49.248305,-49.152926,-49.777996,-50.681639,-48.043045,-50.545458,-48.466100,-52.444116,-58.279105,-51.307703,-57.579117,-59.909869,-54.975892,-69.403029,-47.923810,-53.250894,-61.067687,-52.394351,-49.771762,-51.176496,-51.756845,-53.396356,-47.537062,-56.548583,-54.038483,-53.213222,-58.191101,-52.282582,-52.688219,-56.389279,-59.394816,-56.670929,-60.071381,-62.312923,-49.978715,-49.414545,-48.971262,-41.060815,-43.419749,-49.616010,-51.387834,-54.265811,-48.020350,-55.656003,-52.261611,-51.770972,-49.465085,-50.976703,-49.753500,-44.437696,-55.624515,-49.686376,-49.455684,-48.925495,0,Fileset 1: TS pulse compressed wideband pings T1
51.500,-47.424981,-48.835486,-48.671201,-47.230910,-47.758753,-47.574997,-47.280329,-50.969778,-63.823539,-60.726628,-67.566830,-56.059886,-50.890619,-49.605155,-55.164504,-55.778834,-58.406135,-54.878308,-45.235540,-55.404273,-54.730099,-34.539746,-39.550045,-43.348857,-45.234792,-41.642773,-45.483583,-47.624477,-39.086385,-33.892624,-33.229891,-39.165021,-41.083028,-43.548867,-45.595630,-57.283384,-38.835353,-36.934654,-39.860484,-46.794246,-46.372345,-47.442087,-47.527180,-48.926278,-42.740400,-44.522913,-40.170254,-32.497341,-42.263152,-41.583142,-44.640105,-46.340124,-55.805214,-65.839929,-42.091283,-46.703439,-54.618027,-50.239803,-57.614781,-49.075384,-47.382821,-49.327991,-54.986289,-58.276133,-53.799140,-51.000671,-51.262332,-51.267414,-46.708696,-46.776604,-43.089405,-42.485670,-48.456419,-46.456807,-45.281368,-53.626789,-51.573629,-52.739729,-55.923283,-50.113145,-48.713018,-59.524424,-52.568487,-51.153572,-52.560337,-55.097451,-52.366047,-46.864860,-46.279000,-47.753349,-70.836632,-63.502462,-47.444773,-46.245234,-55.298982,-56.673176,-49.067009,-49.853337,-48.991334,-49.769189,-48.979858,-51.122129,-49.548051,-65.396340,-56.303650,-49.031905,-49.731401,-49.678947,-51.160024,-48.426207,-49.571038,-48.404656,-50.855339,-57.524978,-49.961688,-58.776317,-62.064826,-57.651757,-69.881742,-48.149006,-53.601383,-63.042521,-52.189419,-50.251792,-51.222167,-52.529276,-53.420406,-48.400854,-54.756256,-52.778016,-51.480735,-57.319634,-50.863535,-51.913110,-54.545470,-58.659722,-57.866315,-56.216230,-60.902391,-50.171254,-49.527475,-49.096282,-40.892061,-44.731881,-49.085544,-51.859685,-54.638589,-48.366887,-55.018118,-51.661735,-52.838052,-49.837542,-51.377772,-50.383068,-44.448449,-53.230843,-49.815530,-48.766123,-48.206980,0,Fileset 1: TS pulse compressed wideband pings T1
52.000,-46.208468,-47.131185,-47.317693,-45.480879,-48.585352,-48.332191,-47.080379,-52.608593,-66.126283,-61.481526,-64.393898,-54.834398,-50.712057,-49.914863,-54.305400,-58.489751,-57.563797,-54.644672,-45.332555,-56.128328,-53.010461,-34.199283,-40.246351,-42.399569,-44.672096,-42.227094,-45.792698,-48.473671,-38.737211,-33.982211,-32.938970,-39.493921,-41.138611,-44.013356,-45.004322,-55.112324,-39.312289,-37.318866,-40.061910,-46.764744,-46.834918,-47.492243,-51.076896,-48.132779,-42.506992,-44.979264,-39.213160,-32.459792,-41.952579,-41.084959,-45.249837,-45.984756,-54.781441,-75.870353,-41.059569,-49.278212,-55.182928,-51.086834,-56.625116,-49.257591,-48.188426,-49.941062,-53.704372,-58.823575,-54.989902,-51.090356,-51.081537,-48.763159,-45.731469,-46.647641,-44.051922,-43.184403,-49.241649,-45.467036,-44.792604,-50.190936,-52.008124,-52.943642,-54.471886,-50.646510,-48.329502,-59.748369,-53.295116,-51.756911,-53.123496,-54.271160,-52.594815,-47.427227,-45.707714,-48.800145,-63.599160,-62.273189,-46.775409,-46.602497,-54.010027,-57.878276,-48.913904,-50.666105,-49.313430,-49.835532,-49.176017,-51.116186,-50.148756,-77.815261,-58.756182,-49.042009,-50.236082,-49.585018,-51.348665,-48.120416,-48.820214,-47.964885,-50.150049,-56.489564,-49.318815,-59.432480,-59.619368,-60.838500,-69.256427,-48.122066,-53.723032,-61.510096,-51.762585,-50.381059,-51.159829,-53.468259,-53.468973,-49.352567,-53.192382,-51.935598,-50.256797,-55.049460,-50.081709,-51.603427,-53.200640,-58.182124,-59.815458,-53.630934,-59.790315,-50.555968,-49.724044,-49.565364,-40.995775,-46.296559,-48.871350,-52.345923,-55.084493,-48.597550,-54.419764,-51.466753,-53.755190,-50.794683,-51.375932,-51.344503,-45.342254,-51.814889,-50.218521,-48.218663,-47.902502,0,Fileset 1: TS pulse compressed wideband pings T1
