Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,Variable_index,Variable_name
184.500,-46.920345,-47.413118,-51.662230,-48.929665,-55.040910,-50.547354,-45.049394,-37.359046,-49.357114,-43.227530,-50.215328,-60.817855,-45.077918,-47.658293,-53.522845,-56.789977,-57.854339,-53.765317,-54.924418,-40.362415,-71.198428,-39.725763,-33.921961,-36.627865,-55.703004,-47.082663,-45.081081,-52.281946,-44.857503,-43.819708,-40.245011,-43.569111,-42.797724,-56.365223,-43.429015,-54.805986,-60.212683,-43.129407,-47.205228,-51.650642,-57.005568,-56.551516,-31.950293,-45.948900,-33.550065,-38.171989,-51.224667,-44.105399,-37.170611,-52.373387,-55.308032,-40.289959,-47.371927,-45.937943,-33.301419,-45.178709,-50.147675,-51.538511,-57.532495,-54.039869,-59.738649,-52.101521,-43.981911,-49.000638,-52.660333,-44.957119,-47.422558,-50.215474,-50.691460,-44.243787,-53.515002,-60.216799,-57.220216,-48.976604,-54.683907,-43.822371,-50.961133,-51.436149,-52.839480,-44.223909,-50.685850,-59.470699,-46.145758,-45.497946,-47.974821,-60.189904,-69.593505,-48.981137,-47.305161,-67.248080,-68.275093,-56.237279,-49.016721,-63.954851,-56.747903,-63.765346,-57.834846,-46.222790,-58.978316,-66.012912,-56.651276,-54.323155,-67.069400,-58.389653,-60.435602,-62.765454,-57.782419,-72.604735,-56.463869,-58.182222,-53.814762,-50.222494,-51.912125,-53.182367,-50.809696,-54.637284,-70.267309,-58.804056,-53.333538,-56.836390,-58.787840,-69.277495,-55.611701,-51.201828,-47.050606,-64.235578,-62.365094,-52.616171,-48.454660,-53.591217,-68.707621,-48.654998,-48.875425,-52.696310,-62.531983,-47.835615,-46.249540,-58.338757,-47.789278,-40.714515,-49.164317,-49.415654,-45.831086,-51.521519,-67.127855,-45.115583,-51.619272,-50.747712,-54.536438,-57.681601,-50.515604,-48.629829,-47.941773,-48.281307,-49.030723,-53.563858,-46.821882,-45.599396,-65.553330,0,Fileset 1: TS pulse compressed wideband pings T2
185.000,-49.542820,-44.075576,-53.421481,-51.750573,-56.406111,-48.600060,-45.400486,-37.965176,-49.887128,-41.194141,-51.026297,-61.127585,-46.418933,-48.171239,-52.358714,-60.226239,-59.878986,-55.018387,-53.869738,-39.480825,-75.747240,-39.442983,-33.765903,-36.245606,-55.990781,-46.944910,-45.215108,-52.290261,-44.293300,-44.934507,-39.049542,-46.124828,-42.720364,-52.990407,-44.333359,-55.999339,-67.235217,-42.658170,-48.054860,-51.934710,-59.583368,-56.825869,-31.615715,-49.599462,-33.291499,-36.724649,-54.279299,-45.019077,-37.554675,-49.555606,-55.071580,-40.491537,-45.515866,-44.882818,-33.181006,-42.181124,-49.024077,-51.058729,-65.130933,-55.122057,-56.416609,-55.975312,-44.479482,-49.279125,-53.707855,-42.709414,-52.534623,-48.368755,-50.500240,-44.833624,-54.598529,-60.307179,-61.094700,-49.004706,-54.113846,-44.828343,-52.232032,-54.193928,-52.314071,-43.482734,-49.969916,-59.196470,-46.781518,-45.430845,-47.042355,-62.027875,-64.955899,-49.546563,-47.712464,-64.684578,-64.132001,-59.288999,-48.571732,-58.251958,-58.719485,-60.490378,-59.146980,-45.615088,-55.689830,-69.580823,-56.132646,-52.523723,-64.590593,-57.281558,-65.403425,-69.458353,-56.159223,-67.558161,-54.645495,-56.182660,-58.625509,-51.172932,-49.293518,-54.007256,-49.344888,-55.663378,-65.791028,-56.071009,-51.264671,-54.621264,-61.637628,-64.067815,-55.980137,-50.919638,-47.817238,-59.396818,-64.059437,-53.324480,-46.774631,-56.450572,-58.617389,-53.234181,-49.283238,-53.619442,-60.697148,-47.231640,-47.613607,-56.344571,-48.142568,-40.703135,-49.227012,-47.531790,-48.986807,-52.362358,-62.805661,-45.801982,-51.145116,-54.965885,-53.671208,-54.439045,-52.328364,-48.424338,-48.544346,-48.744438,-54.718511,-51.820850,-48.098579,-45.436528,-67.408587,0,Fileset 1: TS pulse compressed wideband pings T2
185.500,-50.015757,-42.610132,-49.374540,-55.891583,-62.366184,-48.496046,-47.011661,-39.023863,-51.261911,-39.742504,-51.642097,-57.876710,-47.883257,-48.128107,-52.021245,-69.192669,-62.010949,-53.888028,-52.791388,-38.717299,-76.913705,-39.731776,-33.722324,-36.104374,-54.929994,-47.062438,-45.687752,-51.295458,-44.165206,-46.809792,-37.754716,-49.964832,-42.747963,-50.837283,-45.682677,-56.255140,-75.251771,-42.104420,-49.010012,-52.882122,-64.194034,-57.178231,-31.361829,-51.757242,-33.378026,-35.631010,-59.159606,-46.429300,-38.157414,-47.305737,-55.226271,-40.932554,-44.575403,-43.982096,-32.902500,-40.254537,-48.071136,-49.821162,-64.545440,-56.013468,-52.876285,-62.122549,-45.423035,-49.814946,-56.879668,-41.140447,-60.553881,-47.562509,-51.451314,-45.636812,-57.756484,-60.871201,-57.078304,-50.282984,-54.539972,-45.900440,-53.543194,-59.374272,-52.363826,-43.321387,-50.133550,-57.776132,-47.779591,-45.807836,-46.527442,-64.099361,-64.220238,-51.135440,-48.957763,-62.062344,-60.524770,-64.665448,-48.734422,-55.071557,-60.533485,-58.237675,-62.538969,-45.463538,-52.780266,-63.851232,-53.693139,-50.804957,-59.117358,-56.823243,-64.384597,-63.657032,-54.858292,-64.669215,-53.766131,-56.141101,-65.224417,-52.935078,-47.873096,-55.530289,-49.370382,-57.965123,-65.163238,-54.027420,-49.961889,-53.891646,-66.119477,-61.479395,-56.562832,-50.420248,-48.789877,-55.941045,-64.832335,-54.982095,-45.451619,-61.073958,-53.920933,-61.280529,-49.321357,-55.480646,-58.437647,-46.995738,-49.706896,-56.059915,-48.580169,-40.593884,-47.900969,-47.838772,-54.564489,-53.963236,-58.106700,-46.773317,-50.869660,-59.269598,-53.248643,-51.105286,-54.081382,-48.724953,-49.442814,-49.847778,-62.931717,-51.186812,-50.151723,-46.341360,-57.110431,0,Fileset 1: TS pulse compressed wideband pings T2
186.000,-44.793076,-42.372192,-44.339138,-55.121135,-61.403702,-50.044660,-50.612693,-40.562097,-53.594048,-38.969985,-51.893109,-54.763844,-49.190902,-47.927922,-52.623042,-67.620321,-63.464170,-51.748073,-52.001889,-38.044975,-78.276239,-40.562595,-33.800550,-36.206156,-52.993960,-47.428278,-46.546975,-49.762785,-44.507480,-49.070353,-36.379098,-53.679032,-42.951079,-49.405954,-47.380702,-54.786149,-61.765554,-41.579466,-49.601961,-55.045846,-68.526826,-57.029476,-31.342369,-49.798758,-33.620497,-35.004605,-66.546193,-48.804982,-38.994287,-45.418223,-56.500463,-41.403302,-44.234095,-43.172832,-32.436442,-38.719496,-47.345978,-48.293805,-55.719027,-56.063017,-50.669874,-61.684536,-46.679712,-50.528314,-64.647371,-40.236933,-51.542251,-47.541059,-54.934041,-46.514648,-65.389256,-61.980077,-53.231436,-53.221483,-55.889754,-46.720304,-53.848773,-60.275553,-53.127215,-43.725141,-51.243693,-56.759082,-49.146694,-46.450464,-46.383741,-66.515329,-66.079212,-53.901157,-50.949095,-61.238204,-58.523905,-67.369147,-49.558849,-52.920234,-63.136983,-56.588604,-65.391353,-45.765196,-50.760202,-60.884873,-51.276750,-49.431649,-54.986712,-56.942905,-59.510783,-60.166141,-54.194729,-61.631828,-53.710063,-58.158576,-64.125626,-54.904429,-47.430426,-58.405149,-51.227356,-57.886781,-67.378509,-52.567630,-49.400853,-54.835866,-71.980840,-60.399877,-57.443849,-49.759125,-49.886849,-53.639546,-64.120321,-57.871808,-44.495126,-61.818953,-51.114108,-72.115441,-49.126496,-59.090178,-56.918925,-47.015060,-52.678846,-57.597834,-48.805487,-40.478823,-46.763339,-50.570367,-69.885325,-56.554724,-56.226111,-48.042427,-50.743118,-57.714032,-52.611252,-48.948702,-55.648188,-49.354207,-50.488640,-51.667934,-54.345525,-51.923327,-54.095138,-48.599858,-52.245392,0,Fileset 1: TS pulse compressed wideband pings T2
186.500,-40.499529,-43.068656,-40.876615,-50.098273,-52.017503,-52.696401,-58.999233,-42.514476,-56.896841,-38.855844,-51.868597,-52.441797,-50.146502,-48.196493,-54.237830,-60.194933,-64.420606,-49.739875,-51.669802,-37.409293,-73.848047,-41.784825,-33.906966,-36.465833,-50.617390,-47.916027,-47.687550,-48.241221,-45.117685,-50.311129,-35.013630,-50.511618,-43.343100,-48.471934,-49.205022,-52.392505,-56.564700,-41.238645,-49.500231,-59.093017,-61.398416,-55.863341,-31.638697,-46.083172,-33.769320,-34.764407,-63.414110,-52.560881,-39.967227,-43.666883,-60.318891,-41.664779,-44.075668,-42.358725,-31.750478,-37.223322,-46.878823,-46.721288,-51.036498,-54.798382,-49.512769,-55.925057,-47.942552,-51.367356,-59.269791,-39.960233,-46.942869,-48.098209,-63.848335,-47.337258,-62.291147,-61.482663,-51.146703,-58.699216,-57.479520,-47.036890,-52.705337,-54.497081,-54.533979,-44.687258,-53.519208,-56.688376,-50.827503,-47.065550,-46.494530,-69.767626,-68.272541,-58.284155,-53.261333,-61.881335,-57.584296,-59.984763,-51.059889,-51.199845,-67.841854,-55.314136,-61.810294,-46.425277,-49.564608,-60.608800,-49.351641,-48.497355,-52.216122,-57.559478,-56.453689,-58.237692,-54.162267,-58.839354,-54.327658,-61.472718,-60.618566,-54.648052,-47.675541,-63.765955,-55.845940,-53.439044,-73.007931,-51.399220,-49.427150,-58.219923,-66.965435,-60.360893,-58.569373,-48.874029,-50.987802,-52.337005,-62.635268,-62.501774,-43.828627,-56.359255,-49.352319,-58.677992,-48.843411,-68.073602,-56.025601,-47.164770,-56.469725,-61.104478,-48.669879,-40.394776,-46.623907,-58.107377,-57.991106,-59.614333,-56.353908,-49.612035,-50.723942,-54.816334,-51.581567,-47.805742,-57.006417,-49.922288,-51.401097,-54.409854,-49.367887,-54.378928,-64.240711,-53.013057,-48.696814,0,Fileset 1: TS pulse compressed wideband pings T2
187.000,-37.841582,-44.666837,-38.880776,-47.058704,-47.854453,-52.569517,-59.897993,-44.810048,-60.349704,-39.531814,-51.952068,-50.916688,-51.059540,-49.555847,-56.987153,-57.847165,-65.774559,-48.370155,-51.967555,-36.952704,-68.267851,-43.295316,-34.087269,-36.916234,-48.432946,-48.502458,-49.106829,-47.098027,-45.799631,-49.712759,-33.922860,-46.493892,-44.015683,-48.042811,-50.951331,-50.125383,-53.443096,-41.377803,-49.057223,-63.296450,-56.570328,-54.193421,-32.419035,-42.980961,-33.815009,-34.909605,-59.106532,-56.766077,-41.025075,-42.089098,-74.256798,-41.746662,-43.795438,-41.663800,-31.060168,-35.836395,-46.848617,-45.305545,-48.100816,-52.931998,-49.272649,-53.067193,-48.935526,-52.430467,-52.273229,-40.451697,-45.130146,-49.248835,-54.851105,-48.283688,-55.758630,-58.900068,-50.485756,-60.690135,-58.101473,-47.062840,-51.473577,-51.574461,-56.204519,-46.450248,-57.412915,-57.827348,-52.812428,-47.523995,-46.920219,-74.793289,-63.963880,-66.160925,-55.216004,-63.615640,-57.347056,-55.801500,-53.262150,-49.875158,-75.985084,-54.407935,-58.689389,-47.359491,-49.339864,-63.195354,-48.025845,-48.156107,-50.660241,-58.818517,-54.877181,-56.414632,-54.938369,-56.686025,-55.185683,-56.939884,-58.599150,-52.020802,-48.287945,-75.788503,-57.924947,-49.924527,-67.920511,-50.382999,-49.926892,-68.803820,-61.934553,-61.162107,-59.891203,-47.926128,-52.203766,-52.109660,-61.331226,-68.537059,-43.512873,-52.667564,-48.437565,-54.393487,-48.837886,-67.761519,-55.583859,-47.528979,-60.378710,-61.677170,-48.494861,-40.526105,-47.858413,-64.033966,-52.772533,-58.921381,-58.283195,-51.588113,-50.996264,-53.488361,-50.740018,-47.650304,-58.324659,-50.198905,-51.986327,-58.437422,-46.460648,-59.794320,-58.340588,-63.725338,-45.864326,0,Fileset 1: TS pulse compressed wideband pings T2
187.500,-36.213311,-46.756365,-37.930735,-45.678771,-45.872701,-48.794381,-51.675484,-46.758445,-59.593264,-40.780730,-52.160496,-49.878024,-52.208721,-52.420971,-58.997514,-57.912233,-67.913360,-47.566007,-52.587448,-36.517656,-64.826636,-44.465181,-34.093877,-37.227065,-46.600487,-48.776388,-50.511220,-46.098492,-46.056445,-48.270642,-32.964036,-43.666706,-44.602318,-47.773604,-51.941365,-48.052876,-51.300511,-41.861459,-48.579760,-59.861159,-53.651647,-52.496224,-33.436499,-40.773469,-33.584880,-35.100379,-57.039439,-55.763732,-41.583852,-40.492872,-59.423816,-41.485494,-42.952070,-40.989478,-30.310800,-34.406925,-47.054128,-43.854393,-46.156571,-51.096858,-49.433111,-52.091100,-49.184572,-53.214249,-48.404122,-41.527453,-45.113970,-50.268867,-48.854986,-49.362868,-52.760226,-56.278244,-50.783301,-55.045160,-56.731022,-46.845166,-50.976369,-50.843297,-56.988686,-49.049089,-59.419094,-60.033812,-54.541170,-47.600740,-47.433665,-76.322900,-58.825114,-69.393717,-56.251482,-63.670662,-57.503107,-53.685276,-54.964624,-48.769297,-70.990573,-53.517440,-57.070178,-47.859529,-50.068910,-65.097199,-47.069764,-48.187533,-49.986213,-60.598543,-54.159782,-54.448664,-56.514788,-54.778896,-54.737282,-50.977269,-56.653297,-49.411222,-48.310321,-73.356483,-51.597593,-47.993733,-61.116723,-49.277243,-50.232785,-64.186853,-58.971001,-62.190004,-60.842717,-46.929636,-53.505104,-52.783710,-60.093543,-66.436937,-43.301178,-50.351900,-48.039754,-51.839111,-49.112587,-58.243850,-55.071253,-47.887754,-62.206078,-56.019858,-48.381833,-40.801890,-50.409414,-53.266784,-50.723941,-54.970407,-59.362893,-53.538446,-51.497028,-53.304658,-50.378488,-48.182609,-59.205318,-50.017481,-51.922169,-60.477173,-44.141855,-63.252150,-51.255836,-63.007163,-43.493208,0,Fileset 1: TS pulse compressed wideband pings T2
188.000,-35.584030,-49.025244,-38.132591,-45.843294,-45.709940,-45.853849,-48.685921,-48.152549,-56.088814,-42.679464,-52.874935,-49.466836,-54.300751,-59.100365,-56.719529,-60.276700,-72.286873,-47.412116,-53.540355,-36.366400,-63.008314,-44.970628,-34.178431,-37.478862,-45.436050,-48.698722,-52.094054,-45.343306,-46.066853,-47.111754,-32.298835,-41.682045,-45.053197,-47.694462,-52.304736,-46.401175,-50.082350,-42.786377,-48.679485,-56.105501,-51.977962,-51.143322,-34.762427,-39.693118,-33.438053,-35.455618,-56.834419,-53.015625,-41.291038,-39.145191,-52.834954,-41.121198,-41.907809,-40.730318,-29.817018,-33.197411,-47.629923,-42.617213,-45.226097,-49.927404,-49.639825,-52.649356,-49.090810,-53.242172,-46.370460,-43.398635,-47.332952,-49.522532,-45.899984,-51.029311,-51.926021,-54.432320,-52.097752,-52.050769,-54.095340,-46.730548,-51.887191,-52.427229,-56.994754,-53.129475,-55.371693,-63.594628,-55.815087,-47.806119,-48.267923,-71.368709,-55.354671,-60.234416,-57.298737,-60.569368,-59.024968,-53.401101,-54.263293,-48.193897,-67.168969,-52.683946,-56.489874,-47.587055,-52.419950,-59.178157,-46.731947,-48.821357,-50.389914,-63.186659,-54.317711,-53.298681,-59.515594,-53.082243,-53.113781,-47.139633,-54.635740,-47.881793,-47.565125,-69.019051,-48.399345,-47.807682,-57.159017,-48.520536,-50.055603,-56.637876,-57.399515,-63.138506,-61.126692,-46.405287,-55.526164,-54.826127,-58.643213,-62.467492,-43.405295,-49.136441,-48.369730,-50.048614,-49.853551,-54.042626,-54.527629,-48.415270,-62.233818,-51.866587,-48.725564,-41.678436,-54.598404,-50.458588,-50.330456,-51.983883,-56.297476,-55.138046,-52.658516,-54.345504,-51.048309,-49.456117,-59.502896,-49.961123,-51.652551,-56.985167,-42.157759,-56.486753,-48.150756,-55.787840,-41.878420,0,Fileset 1: TS pulse compressed wideband pings T2
188.500,-35.699665,-49.946584,-39.346505,-47.103581,-47.410505,-44.151634,-47.970410,-49.214139,-53.047137,-44.636139,-54.142424,-49.466948,-56.914778,-67.141177,-53.136008,-63.317931,-69.196427,-47.135261,-54.538550,-36.384307,-61.801002,-44.672696,-34.318662,-37.449982,-44.636588,-47.986609,-53.671861,-44.655710,-45.890114,-46.250522,-31.655581,-39.930257,-45.029249,-47.514379,-52.545024,-44.992724,-49.458291,-43.626467,-49.375829,-52.814812,-50.880837,-49.735449,-35.992017,-39.442043,-33.347464,-35.773336,-59.134266,-50.642789,-39.861323,-37.935372,-49.089875,-40.370885,-40.898542,-40.897891,-29.422708,-32.100285,-48.289058,-41.515201,-44.979564,-49.391145,-49.165364,-53.242936,-49.003471,-52.231182,-45.718991,-45.808890,-53.033709,-46.601450,-43.967276,-53.121113,-53.266404,-52.820013,-54.230171,-50.752593,-51.377927,-46.521522,-54.456345,-55.635778,-56.595821,-59.576350,-51.937011,-68.518548,-56.504752,-48.374519,-49.315310,-67.947470,-53.066623,-55.261762,-58.855766,-57.376545,-63.821275,-54.871502,-51.781883,-48.123651,-67.111163,-51.656215,-56.028321,-46.571133,-57.487077,-54.861191,-46.934567,-50.013446,-51.816807,-66.318896,-55.215827,-53.336608,-64.549392,-51.364299,-51.581930,-44.684294,-52.655574,-47.373049,-46.441122,-62.144862,-47.548387,-49.422199,-54.770133,-48.269124,-49.362139,-53.374028,-56.543070,-63.518389,-60.112442,-46.449204,-58.886885,-59.153365,-56.499782,-59.429568,-43.678230,-48.605120,-49.377458,-48.403229,-50.510695,-51.263641,-53.889124,-48.867459,-61.822431,-49.183257,-49.340490,-43.325211,-55.582089,-50.511190,-50.768165,-50.168406,-53.024407,-55.624271,-54.594856,-56.835414,-52.854775,-50.737014,-59.187117,-50.201688,-51.281026,-53.668947,-40.345106,-52.612626,-46.778944,-52.858618,-40.910720,0,Fileset 1: TS pulse compressed wideband pings T2
189.000,-36.659312,-48.534837,-41.932950,-48.660981,-52.474007,-43.581812,-48.931756,-50.784617,-51.040821,-46.080472,-56.140044,-49.852703,-56.406665,-54.754129,-50.512719,-59.781410,-60.259309,-45.987831,-55.672082,-36.623777,-60.442275,-44.281254,-34.718368,-37.215179,-43.872811,-46.818423,-55.127989,-44.147244,-45.739020,-45.636843,-30.992869,-38.164187,-44.641740,-47.298493,-53.334253,-43.840780,-49.174716,-43.966819,-50.631043,-49.673059,-50.051835,-48.245361,-36.769619,-39.685742,-33.347187,-36.051825,-68.115248,-48.039934,-37.922851,-36.896788,-46.468570,-39.068474,-40.295082,-41.573036,-29.081970,-31.221421,-48.968436,-40.645341,-45.150632,-49.474434,-48.214315,-51.156375,-49.468553,-51.074459,-46.599349,-48.203898,-54.962930,-43.750456,-42.124813,-54.959941,-59.602570,-50.908188,-57.558988,-50.512673,-49.513960,-46.185799,-59.571826,-53.410717,-55.859465,-68.493494,-49.934462,-74.311498,-56.833470,-49.612622,-50.628404,-65.750038,-51.754745,-52.094602,-60.828776,-55.185194,-64.036200,-57.624887,-49.485311,-48.704772,-71.996922,-50.550793,-55.025797,-45.537839,-67.547424,-52.700309,-47.765684,-51.851586,-54.457715,-69.202380,-57.154839,-55.082283,-71.722575,-49.764122,-50.825616,-43.303084,-51.072057,-47.952793,-45.616754,-55.567322,-48.709966,-53.843232,-53.638600,-48.859747,-48.892445,-51.613264,-55.958147,-63.594492,-57.924200,-47.203960,-65.884045,-71.213379,-54.157569,-56.522722,-44.093710,-48.659485,-51.311732,-46.734939,-50.656789,-49.011228,-53.381619,-49.097443,-60.183621,-47.588867,-49.998709,-46.140126,-48.977773,-53.150803,-51.430371,-49.449094,-51.016981,-54.912066,-57.548362,-62.837470,-55.406449,-50.764384,-58.862159,-50.928794,-50.918893,-51.442250,-38.963656,-50.307210,-46.610589,-50.532872,-40.596164,0,Fileset 1: TS pulse compressed wideband pings T2
189.500,-39.006192,-46.440229,-47.612259,-48.673291,-60.831230,-44.171826,-49.134380,-53.671895,-50.540536,-47.268282,-57.823929,-50.779613,-52.353296,-50.914189,-49.090758,-55.291270,-54.716055,-44.452688,-57.218016,-37.263792,-58.738586,-44.458232,-35.683549,-37.061185,-42.935130,-45.636190,-56.158323,-44.050689,-45.716824,-45.274689,-30.558841,-36.449201,-44.351188,-47.436102,-54.929341,-43.097124,-48.997243,-44.003995,-52.331320,-47.244215,-49.560770,-47.225740,-36.875240,-39.953273,-33.483702,-36.451623,-60.166495,-45.402894,-36.222072,-36.172400,-44.519570,-37.433510,-40.399235,-42.795760,-28.907919,-30.849063,-49.909638,-40.189721,-45.429237,-50.158818,-47.622508,-47.457844,-51.160557,-50.610633,-49.485551,-49.336553,-47.981584,-42.032923,-40.570458,-55.837703,-58.272957,-48.852293,-64.400982,-51.204103,-48.919285,-46.010478,-69.403506,-49.119435,-55.319958,-60.134595,-48.962821,-71.855987,-56.287151,-51.778306,-52.316676,-64.443530,-51.474145,-50.319065,-61.690809,-54.016790,-55.815375,-56.047893,-48.140815,-50.128963,-80.637711,-49.787583,-53.764734,-45.105937,-58.716439,-52.292058,-49.346679,-53.854724,-57.670129,-69.733393,-60.839081,-59.874382,-71.132349,-48.636897,-51.081750,-42.975180,-50.322982,-49.892170,-45.591914,-51.002782,-52.401776,-61.716750,-53.893567,-50.819255,-49.489748,-50.865959,-55.272643,-64.068783,-55.458264,-48.700392,-71.676358,-61.349795,-52.427387,-54.010470,-44.693932,-49.469620,-54.748104,-45.306128,-50.637151,-47.156608,-53.234005,-49.042271,-56.903286,-47.041881,-50.594074,-50.575490,-43.882757,-57.665303,-51.862055,-49.992574,-50.164054,-53.726426,-61.472854,-69.889409,-55.232435,-49.477223,-59.112855,-52.205226,-50.765743,-50.006395,-38.504734,-48.729829,-47.719784,-48.754841,-41.005527,0,Fileset 1: TS pulse compressed wideband pings T2
190.000,-43.702830,-44.827790,-62.521926,-46.714175,-50.015262,-45.268213,-45.441957,-58.260581,-51.916701,-48.433308,-55.565240,-52.135499,-48.489099,-49.921603,-48.478290,-52.700473,-51.304868,-43.280888,-58.778899,-38.101676,-56.605562,-44.940132,-37.014530,-36.886035,-41.575309,-44.433204,-56.063174,-44.110095,-45.553085,-44.829427,-30.335215,-34.676356,-44.181359,-47.976928,-56.031660,-42.525685,-48.544171,-43.972584,-53.996427,-45.471669,-49.292301,-46.866299,-36.217470,-39.600773,-33.428744,-36.773753,-53.167665,-43.065845,-34.807825,-35.537555,-42.779203,-35.648238,-40.863043,-44.029121,-28.736416,-30.910964,-51.164604,-39.898674,-45.085575,-50.881124,-47.645476,-44.171058,-54.153899,-50.804175,-52.951988,-48.823134,-44.874826,-41.308600,-39.742819,-55.949308,-48.712811,-47.031302,-71.550753,-52.539695,-49.394290,-46.119407,-64.484907,-46.959696,-55.535456,-54.677675,-48.245004,-64.871030,-53.941780,-54.244752,-53.993033,-63.965103,-52.001848,-49.478630,-59.355679,-53.379808,-51.686920,-51.721102,-47.712639,-51.974145,-66.627974,-49.438785,-52.853571,-45.149158,-54.456471,-53.050682,-51.203875,-54.149480,-57.337596,-66.902386,-66.596221,-61.928013,-68.433597,-47.916631,-52.210654,-43.313177,-50.357740,-53.142844,-46.326325,-47.719411,-60.236474,-53.486513,-55.362681,-54.193299,-51.497341,-50.833271,-53.815613,-64.814764,-53.087892,-50.081841,-60.744273,-55.762188,-51.443864,-52.075705,-45.191298,-51.028703,-59.738386,-44.287487,-50.859339,-45.526678,-53.096981,-48.486155,-54.175856,-47.186006,-51.002277,-54.992170,-40.646111,-55.831691,-51.826290,-51.705644,-49.867281,-52.452286,-64.983010,-57.812664,-52.231874,-48.045289,-59.925334,-53.131913,-50.661718,-48.884254,-39.179869,-47.351625,-50.127516,-47.646029,-41.749956,0,Fileset 1: TS pulse compressed wideband pings T2
190.500,-55.680974,-44.312196,-46.604543,-45.218925,-46.146451,-45.784112,-42.131507,-66.801458,-56.073231,-48.757236,-51.936850,-54.393588,-45.860140,-51.243909,-48.619977,-52.145097,-49.831188,-43.242970,-60.029604,-39.327829,-54.555698,-45.433884,-38.688251,-36.949076,-40.365752,-43.538280,-55.828632,-44.397906,-45.842408,-44.414998,-30.664620,-33.248945,-44.284251,-49.226500,-54.452540,-42.283462,-48.314500,-44.280809,-55.686827,-44.438681,-49.513187,-47.461810,-35.709204,-39.162237,-33.437632,-37.187439,-50.106168,-41.662359,-33.974915,-35.208056,-41.381681,-34.335076,-41.456363,-44.986612,-28.900177,-31.685961,-53.245269,-39.939143,-44.218370,-51.320310,-48.710141,-42.082755,-55.216355,-51.958626,-51.323244,-48.215799,-44.034542,-41.659289,-40.306424,-55.560909,-44.613541,-46.038653,-58.832838,-54.552367,-51.257560,-47.162557,-58.818797,-46.806099,-57.077657,-51.492936,-47.528504,-59.602335,-51.219543,-55.778822,-55.567147,-64.954413,-53.537757,-49.627312,-55.983361,-53.221509,-49.887825,-49.233062,-48.481945,-53.924167,-62.542545,-49.907076,-53.155149,-45.619674,-53.401042,-54.138116,-53.025952,-53.257963,-55.453752,-63.332025,-69.883296,-54.336274,-67.472787,-47.796954,-54.678483,-44.185513,-51.334093,-57.501320,-48.036202,-45.629760,-64.009526,-48.834011,-57.903613,-56.805119,-55.862556,-51.684989,-51.857858,-64.531254,-51.199826,-50.652407,-56.711554,-54.031230,-51.515650,-51.124228,-45.893906,-54.091187,-59.996841,-44.218229,-52.087812,-44.469957,-52.997388,-47.997572,-53.388472,-48.012878,-51.677816,-55.095547,-39.176614,-53.387116,-52.072375,-55.021052,-49.960404,-51.488740,-68.073793,-53.533898,-50.294261,-47.494255,-61.384927,-53.177307,-50.765063,-48.235618,-41.881774,-46.505805,-54.012248,-47.021075,-42.781162,0,Fileset 1: TS pulse compressed wideband pings T2
