Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,Variable_index,Variable_name
195.000,-59.929019,-37.150887,-35.632333,-38.142736,-46.096234,-45.257454,-48.394106,-50.481805,-45.046091,-44.944168,-59.625830,-49.411278,-56.570691,-44.929852,-50.581208,-54.634921,-50.707285,-64.026499,-52.550561,-39.191020,-49.614329,-42.878623,-48.024510,-44.061882,-49.868690,-43.011179,-48.251299,-62.594339,-51.338344,-33.094847,-37.476415,-33.682503,-38.736309,-55.325525,-39.033482,-45.317226,-60.962297,-45.306814,-56.042343,-39.489953,-48.763871,-52.095380,-40.541059,-37.647135,-48.251553,-37.304316,-51.938328,-45.399255,-36.052716,-34.643947,-41.188237,-47.221045,-43.309383,-49.778711,-29.973798,-44.067652,-51.022951,-43.028103,-39.848517,-40.649804,-51.844178,-44.347747,-52.413482,-43.740823,-41.703642,-45.154498,-45.716950,-50.123895,-63.800986,-69.510223,-48.494538,-44.236367,-48.290592,-65.821859,-57.513307,-49.849891,-43.656945,-47.380808,-50.164992,-41.761715,-50.024089,-44.460892,-47.778789,-47.819961,-42.766802,-59.897408,-52.829615,-60.796367,-46.769000,-52.582521,-51.785394,-59.215049,-65.779535,-53.548634,-51.951708,-50.292158,-45.467030,-44.632470,-52.546794,-50.405346,-47.668566,-50.499962,-53.966555,-53.087265,-56.484234,-44.587473,-58.586974,-52.294458,-54.948208,-61.659543,-43.228124,-52.202609,-56.580619,-49.647809,-53.727909,-54.950762,-61.848424,-49.131309,-54.501723,-53.716438,-43.751596,-49.180947,-43.066630,-62.744483,-61.566096,-52.726782,-59.471633,-56.691970,-47.421962,-42.542802,-46.323732,-48.055164,-46.067509,-55.949906,-51.276905,-50.244435,-44.314729,-47.437144,-48.506640,-44.227185,-38.056838,-38.648518,-48.727776,-45.396876,-52.497456,-50.599888,-61.519191,-59.978665,-45.763704,-46.726041,-47.506696,-50.126252,-55.267731,-44.117878,-39.691637,-50.076121,-50.402520,-80.072364,-48.672850,0,Fileset 1: TS pulse compressed wideband pings T2
195.500,-48.387220,-39.059388,-36.070631,-39.187537,-49.862465,-44.592738,-44.104307,-52.844872,-47.323093,-44.982095,-62.423155,-49.715715,-59.274895,-45.429792,-51.289645,-57.926050,-52.223146,-55.616694,-50.836390,-38.876004,-50.744443,-42.431473,-48.949742,-42.102710,-51.625680,-42.937426,-47.441339,-60.616304,-48.376950,-32.722224,-37.584044,-35.075277,-39.479145,-51.555293,-38.356588,-46.641682,-61.575402,-44.932663,-53.353649,-39.572445,-47.184331,-50.557264,-36.052377,-37.584599,-47.476423,-37.718698,-51.443914,-44.240391,-37.172703,-34.864455,-42.749796,-51.830706,-43.897854,-50.076022,-29.695116,-45.563927,-49.164811,-41.774704,-40.018387,-40.714717,-53.560925,-45.793855,-49.589045,-43.456555,-41.518081,-44.163774,-47.301973,-51.452730,-56.675451,-60.676778,-50.451762,-45.749351,-46.126129,-61.469986,-56.820555,-52.988455,-43.181603,-47.166229,-50.829431,-42.878028,-52.104147,-44.585508,-48.762418,-49.784144,-42.354508,-60.060937,-50.109411,-62.956786,-44.109423,-52.952204,-53.060254,-57.882859,-66.349935,-53.425601,-53.353399,-51.236534,-44.795943,-46.259965,-55.638854,-52.989882,-45.617041,-49.992093,-52.617185,-53.543232,-56.684694,-43.740541,-55.644472,-53.543734,-52.545025,-62.978599,-42.606465,-50.921143,-64.441878,-51.066738,-56.327064,-57.082130,-60.101025,-48.012917,-51.192849,-53.716348,-45.012553,-50.785599,-43.296551,-58.636264,-58.826934,-51.595389,-57.726938,-57.195572,-46.904073,-42.209840,-48.224883,-47.445555,-47.314658,-51.206009,-50.569676,-48.789111,-44.539375,-47.583114,-49.348781,-43.020929,-40.554329,-37.923733,-49.295218,-45.219224,-52.808455,-50.604973,-58.760340,-58.917009,-45.812168,-47.513988,-47.973608,-49.502344,-57.347619,-43.182189,-42.318353,-52.124451,-50.479106,-51.342574,-51.283290,0,Fileset 1: TS pulse compressed wideband pings T2
196.000,-42.685869,-42.612724,-37.440838,-41.800488,-54.105797,-44.011693,-41.978868,-53.769277,-50.957388,-46.208708,-63.374079,-50.030021,-56.497954,-46.521564,-52.135233,-60.968598,-54.397464,-52.693447,-49.330891,-38.784046,-52.120093,-42.145415,-47.197988,-40.992770,-54.773853,-42.873670,-47.044057,-54.180706,-46.244900,-32.341944,-37.029451,-36.613556,-40.697124,-49.776004,-37.855790,-47.649589,-61.860020,-45.318800,-51.377197,-39.861202,-46.376723,-49.654329,-33.057076,-38.097517,-44.481500,-38.246011,-50.287789,-43.004040,-38.517139,-35.289946,-44.133140,-52.814731,-44.269924,-49.577218,-29.816916,-45.370982,-47.772935,-40.936865,-40.368214,-41.372709,-55.576444,-48.200815,-47.958865,-43.492739,-42.265358,-42.905312,-50.708033,-56.493977,-52.630449,-53.874607,-51.865488,-47.240938,-44.745053,-61.001023,-55.264521,-58.810894,-43.320923,-45.833804,-51.663363,-44.731650,-54.654863,-45.503911,-49.506762,-53.565034,-42.452818,-60.472299,-48.991826,-57.665359,-42.942709,-53.922779,-56.226468,-55.684571,-70.229170,-54.920803,-54.550000,-51.279693,-44.449268,-48.132741,-56.272520,-55.591224,-44.475588,-49.894616,-51.278329,-54.114253,-57.495546,-43.674246,-52.690981,-54.877971,-49.378899,-57.122586,-42.372184,-50.253516,-64.034960,-53.119447,-56.429818,-61.510246,-57.735843,-48.067769,-49.341976,-52.822316,-46.840085,-52.903504,-43.877124,-55.371043,-55.385845,-51.211319,-55.324243,-58.257008,-46.957696,-41.452279,-51.005629,-46.546396,-49.282403,-47.518773,-49.903300,-48.026179,-45.028534,-48.093529,-49.930379,-42.349300,-43.289795,-37.068628,-50.633077,-45.418459,-54.015367,-50.953116,-56.029725,-59.307625,-45.726594,-48.962811,-49.154014,-49.107371,-58.702759,-42.598998,-46.102325,-53.652743,-51.214706,-46.498360,-54.622984,0,Fileset 1: TS pulse compressed wideband pings T2
196.500,-40.566192,-49.065073,-39.798720,-45.925280,-51.509390,-44.039215,-41.031856,-51.856948,-54.398471,-48.909493,-61.776484,-49.363264,-53.661311,-47.677598,-53.170394,-62.649874,-56.513328,-51.146716,-48.186900,-38.772735,-53.534193,-41.732278,-44.029582,-40.497187,-60.938178,-42.751084,-46.802769,-51.136485,-44.950858,-31.871369,-35.886385,-38.102503,-42.159602,-49.164408,-37.448821,-47.849354,-60.550223,-46.427189,-49.491326,-40.652349,-46.020586,-49.548699,-31.220666,-38.940915,-41.271038,-38.753311,-49.031123,-41.935111,-39.673228,-35.755376,-44.634881,-50.422031,-44.280451,-48.439677,-30.227575,-43.139153,-46.606327,-40.498685,-40.971820,-42.644309,-55.403423,-50.819970,-47.628061,-43.470593,-44.042139,-41.445319,-59.885467,-57.143782,-50.295102,-51.169882,-51.566663,-48.001906,-43.932654,-63.633817,-54.318369,-61.621447,-43.920186,-44.621653,-52.284808,-47.090194,-58.157966,-47.334331,-49.869225,-60.550801,-43.133150,-60.292180,-49.452558,-52.960329,-43.064829,-55.273967,-62.946161,-54.296873,-82.833267,-58.168020,-54.816741,-49.539471,-44.304464,-49.919219,-53.268805,-57.346854,-44.167475,-50.134405,-50.126434,-54.640656,-58.666507,-44.276842,-50.700431,-56.848497,-47.119035,-56.246567,-42.416090,-50.021676,-59.762451,-55.862206,-54.516708,-71.009669,-54.856966,-49.129167,-48.625434,-51.467071,-49.140885,-55.207105,-44.807909,-52.680019,-53.134253,-51.584259,-52.911929,-58.836377,-47.579375,-40.317908,-54.567329,-45.704498,-52.165021,-45.208286,-49.298955,-47.627329,-45.381935,-48.945613,-50.034973,-41.883402,-40.981434,-36.419637,-52.568527,-45.780972,-55.662748,-51.742119,-53.717675,-60.189709,-45.058722,-50.787489,-50.872231,-48.802385,-58.620601,-42.441241,-50.574270,-54.322534,-51.438685,-44.417437,-55.640378,0,Fileset 1: TS pulse compressed wideband pings T2
197.000,-40.150796,-51.270156,-42.112561,-48.888840,-48.683329,-44.955545,-41.009401,-49.984065,-51.326347,-53.414359,-59.438033,-47.602823,-51.642271,-47.484587,-54.530489,-63.561328,-58.609738,-49.840689,-47.675933,-38.891912,-54.387097,-41.085233,-41.267470,-40.464485,-72.133672,-42.629339,-46.709132,-49.464794,-44.354288,-31.377685,-34.435885,-39.372397,-43.205762,-49.042163,-36.999370,-47.379943,-58.060829,-48.169568,-47.502829,-42.430316,-45.749499,-50.203404,-30.259452,-39.593738,-38.833697,-39.276957,-47.852404,-41.167044,-40.269250,-36.127399,-44.173531,-47.971588,-44.122773,-46.963953,-30.962381,-40.034578,-45.735580,-40.459467,-42.068904,-44.687391,-52.163779,-50.686151,-48.798966,-43.165248,-47.794800,-40.217171,-58.524236,-48.748029,-48.653761,-50.438665,-49.796485,-47.993336,-43.769508,-64.480780,-54.130438,-56.142003,-44.575657,-43.906307,-52.350195,-49.329706,-64.597936,-50.346344,-50.016617,-61.062579,-44.503096,-58.927746,-51.346315,-50.306216,-44.439662,-55.057605,-66.566154,-54.411638,-65.114634,-59.476622,-54.772278,-47.302632,-44.371187,-51.358147,-50.440237,-57.652595,-44.645601,-50.546141,-49.417251,-55.143100,-59.268796,-45.438997,-49.823119,-58.186127,-45.763132,-57.081059,-42.717462,-50.182506,-59.121178,-59.171134,-52.924811,-65.302833,-51.827097,-51.303321,-49.166652,-50.748048,-51.852546,-56.946331,-46.170595,-50.541374,-51.866091,-52.576602,-50.713038,-57.543212,-49.064956,-39.318250,-58.669426,-45.205219,-56.656179,-43.605359,-48.784390,-47.567099,-45.178063,-50.139966,-49.896831,-41.603452,-37.150870,-36.283211,-54.833126,-46.207438,-55.686885,-52.939026,-52.015345,-56.179439,-44.127906,-52.605315,-52.473961,-48.364380,-57.515262,-42.816367,-49.737235,-54.549558,-50.862049,-43.607987,-52.262772,0,Fileset 1: TS pulse compressed wideband pings T2
197.500,-40.910594,-45.042748,-41.651277,-47.486643,-48.746640,-47.125503,-41.895630,-49.217692,-48.130618,-56.186392,-57.724835,-45.871329,-50.351420,-45.059891,-56.299262,-63.604070,-61.943802,-48.718164,-48.035259,-39.319936,-53.865006,-40.270427,-39.409867,-40.763422,-58.673747,-42.658769,-47.037481,-48.273590,-44.251388,-31.066919,-33.099635,-40.341379,-43.363272,-48.883751,-36.591014,-46.979081,-55.837756,-50.263463,-45.528784,-45.925534,-45.244418,-50.532432,-30.070233,-39.598343,-37.268661,-39.891639,-46.152716,-40.712712,-40.263072,-36.415807,-43.668784,-45.910175,-43.928910,-45.442629,-32.147917,-37.092458,-45.376218,-40.744626,-43.906830,-47.734601,-48.780738,-47.941360,-51.913353,-42.646523,-58.342252,-39.659169,-49.815184,-44.370137,-47.410131,-50.889387,-47.869941,-47.842435,-44.447126,-58.200103,-53.946261,-52.894328,-44.834591,-43.792122,-51.933059,-49.985260,-75.824044,-54.735286,-50.364334,-55.655543,-46.789703,-57.078305,-52.756018,-49.183230,-47.312845,-52.575222,-58.134374,-56.532954,-59.123663,-56.208779,-55.515967,-45.723610,-44.732144,-52.433953,-48.578916,-57.121154,-45.849276,-50.878536,-49.433578,-55.754957,-58.355507,-46.917536,-50.209088,-56.741352,-45.183935,-57.136920,-43.263647,-50.612968,-61.018602,-61.463237,-51.985265,-59.977371,-49.386289,-54.858387,-50.727857,-51.388001,-54.664084,-57.488134,-47.940951,-49.289301,-51.531289,-53.887642,-48.875431,-55.467526,-52.113999,-39.002628,-63.469854,-45.131202,-65.067178,-42.545955,-48.324034,-47.967159,-44.509787,-51.524805,-49.838627,-41.799657,-34.684947,-36.928835,-57.526849,-46.851162,-53.253253,-54.164261,-51.062841,-51.458420,-43.621218,-53.869346,-52.766320,-47.710163,-56.432428,-43.535439,-44.610352,-54.795103,-50.614359,-43.678645,-48.786064,0,Fileset 1: TS pulse compressed wideband pings T2
198.000,-42.395585,-42.210656,-40.053041,-45.467137,-52.252244,-51.555904,-43.597513,-49.116568,-47.120130,-53.003731,-56.412963,-44.875719,-49.750675,-42.056073,-58.129106,-62.337338,-67.495773,-47.774760,-49.170550,-40.116786,-52.046179,-39.269419,-38.402060,-41.196801,-52.273003,-42.888887,-47.985827,-47.388256,-44.369091,-30.903323,-32.012285,-40.894116,-43.113881,-48.245809,-36.225958,-47.140324,-54.332393,-52.056150,-43.717427,-52.481019,-44.345798,-49.130059,-30.365946,-39.132023,-36.298922,-40.459145,-43.790622,-40.263138,-39.858406,-36.654059,-43.783081,-44.279747,-43.562060,-44.137526,-33.822403,-34.611614,-45.436045,-41.136486,-46.585318,-51.818391,-46.209260,-45.521097,-56.764135,-42.143973,-53.796108,-39.940623,-46.612989,-42.093345,-46.769362,-50.827740,-46.683862,-47.930573,-45.959086,-54.589191,-52.725135,-51.426500,-44.854159,-44.091687,-51.191507,-48.917082,-62.103996,-58.513720,-51.194861,-53.210093,-49.945382,-55.567004,-50.531249,-49.222689,-51.968508,-50.292495,-55.045218,-59.944570,-55.787907,-53.846322,-57.584602,-45.003869,-45.299541,-53.133555,-47.395325,-56.737155,-47.299598,-50.876143,-50.318789,-56.444214,-56.626728,-48.158262,-51.742187,-54.737109,-45.168335,-55.472848,-43.901559,-50.843018,-64.863897,-60.026756,-51.561402,-58.324929,-47.786363,-57.700298,-51.079806,-53.732769,-56.624568,-56.926903,-49.698608,-49.175481,-52.222933,-55.013913,-47.404793,-54.112090,-58.226988,-39.647833,-60.595711,-45.344801,-66.544398,-41.868815,-47.712533,-48.751203,-43.841799,-52.668932,-49.795156,-42.628425,-33.403046,-38.438678,-61.125639,-47.799081,-50.837441,-54.437667,-50.715949,-48.395785,-43.907008,-54.089433,-51.701980,-46.844405,-55.767097,-43.694964,-40.952370,-53.872313,-51.614237,-44.311512,-46.370346,0,Fileset 1: TS pulse compressed wideband pings T2
198.500,-44.419897,-41.513210,-39.497723,-44.063608,-51.307641,-66.608241,-45.557734,-48.904686,-48.008828,-50.749466,-54.677426,-44.901813,-49.780017,-39.848759,-59.934670,-60.945496,-74.549004,-47.097084,-50.756888,-41.410604,-49.953700,-38.165199,-38.085789,-41.692447,-48.480273,-43.403527,-49.736495,-47.205179,-44.723603,-30.800320,-31.226673,-40.985666,-43.159483,-47.323557,-36.033013,-48.224941,-53.669992,-53.738515,-42.267267,-63.075862,-43.305901,-47.309667,-30.903986,-38.899624,-35.585698,-40.797554,-41.784797,-39.301331,-39.318473,-37.031535,-44.838719,-43.178835,-42.956621,-43.299392,-35.738976,-32.596116,-45.385912,-41.550830,-50.306277,-56.566305,-44.490952,-44.141224,-55.897538,-41.942601,-46.312116,-41.185690,-45.469763,-41.314518,-46.967327,-48.715017,-46.594197,-48.273025,-47.958673,-53.732764,-51.194745,-51.693668,-45.387211,-44.562456,-50.315202,-47.767080,-57.316055,-57.829330,-52.899799,-51.730818,-53.232670,-54.852194,-47.832941,-50.108170,-57.160881,-49.252282,-54.946874,-59.503085,-53.870053,-52.969158,-61.360917,-45.185543,-46.130044,-53.366075,-46.737687,-57.226951,-48.446489,-50.853170,-52.333493,-57.255559,-55.222690,-48.971151,-53.602996,-53.646096,-45.622364,-54.143813,-44.577794,-50.615278,-67.287960,-57.576789,-51.833657,-58.178900,-47.200825,-55.752634,-49.538357,-58.449819,-57.030418,-55.834720,-51.026277,-50.437205,-53.919132,-56.021667,-46.459521,-53.955148,-70.894313,-41.682938,-53.495271,-45.845244,-59.233229,-41.556756,-46.967887,-49.750108,-43.691491,-53.525405,-49.404158,-43.985331,-33.070593,-41.160835,-65.384228,-49.278086,-49.659527,-53.703080,-50.833920,-46.587597,-45.178460,-53.474865,-50.498638,-46.093543,-55.586648,-42.865112,-38.933954,-51.095757,-54.387542,-44.831369,-45.051531,0,Fileset 1: TS pulse compressed wideband pings T2
199.000,-46.910838,-42.360524,-40.110361,-43.732810,-44.791082,-54.222446,-46.292148,-48.310115,-50.781959,-50.018573,-52.408445,-45.976200,-50.214615,-38.760505,-61.846326,-60.333457,-74.310997,-46.783009,-51.879199,-43.257770,-48.173560,-37.050018,-38.306008,-42.290442,-46.553668,-44.078031,-52.015433,-47.834595,-45.412724,-30.649379,-30.738762,-40.530030,-43.808136,-46.607141,-36.095002,-50.528727,-53.785172,-55.758800,-41.337385,-55.785578,-42.456447,-45.993051,-31.548019,-39.339942,-34.855321,-40.784310,-40.801570,-37.725541,-38.757827,-37.748876,-47.013383,-42.664013,-42.292985,-43.072476,-36.751516,-30.986551,-44.572937,-42.028070,-55.912869,-60.365071,-43.594473,-43.809647,-51.610981,-42.182961,-43.438320,-43.571494,-45.454385,-41.937006,-47.957021,-46.312088,-47.849237,-49.090004,-49.495032,-55.313482,-50.330566,-54.315249,-46.944676,-44.952367,-49.548234,-47.069839,-54.878158,-56.221372,-56.205052,-49.935341,-53.981125,-55.009660,-46.302005,-50.694752,-55.361278,-49.437981,-57.616374,-57.531529,-52.799992,-53.452566,-65.752760,-46.098298,-47.206657,-53.047525,-46.519887,-58.651441,-49.077152,-51.271330,-54.786558,-58.082045,-54.527287,-49.531695,-53.273686,-53.530118,-46.457060,-54.345535,-45.288649,-50.096132,-62.723324,-56.530256,-53.340392,-57.920122,-47.550099,-53.919892,-48.759976,-68.892549,-56.275835,-54.759864,-51.718550,-53.124278,-55.082851,-57.394974,-46.031067,-54.821109,-57.412357,-46.007914,-48.958709,-46.814509,-55.615154,-41.632970,-46.171170,-50.581371,-44.303553,-54.240439,-48.187933,-45.371147,-33.452134,-45.743091,-66.084944,-51.483378,-49.849447,-52.913046,-51.209334,-45.533721,-47.389094,-52.394963,-49.634033,-45.680033,-55.779437,-41.856846,-38.116891,-48.455298,-55.043090,-44.263637,-44.830449,0,Fileset 1: TS pulse compressed wideband pings T2
199.500,-49.853503,-44.112577,-41.593245,-44.620058,-41.159814,-47.340545,-45.554042,-47.221425,-55.887344,-49.970804,-49.985247,-47.781925,-50.603746,-38.494184,-61.881109,-60.822689,-67.679031,-46.529073,-51.517928,-45.483264,-46.623011,-35.878148,-38.738955,-42.828332,-45.938142,-44.530870,-53.921794,-48.717662,-46.228728,-30.164243,-30.267580,-39.334232,-45.030283,-46.107527,-36.040767,-54.268548,-54.251005,-56.536391,-40.833824,-52.599007,-41.802100,-44.595164,-32.010000,-39.779483,-33.866135,-40.279648,-40.766148,-35.890163,-38.026558,-38.615408,-50.303592,-42.565906,-41.662355,-43.244069,-35.886100,-29.550869,-42.989382,-42.442726,-66.093594,-60.677198,-43.257905,-44.167860,-48.468229,-42.654944,-42.341171,-47.184502,-45.793081,-43.720467,-49.415417,-44.880089,-50.986511,-51.173956,-49.951466,-58.808752,-50.026455,-60.941433,-49.426896,-44.935065,-48.838895,-46.375412,-53.576262,-54.950172,-63.275652,-47.417579,-52.072525,-55.828285,-45.720570,-49.542439,-52.322729,-50.260302,-63.900397,-57.128829,-51.723773,-55.578357,-64.754050,-47.374718,-48.345915,-52.551782,-46.558695,-59.758021,-49.435663,-52.196224,-54.216139,-58.819098,-54.409013,-49.964245,-50.711596,-54.132231,-47.361728,-56.498339,-45.884534,-49.552938,-57.993127,-57.449356,-56.209818,-57.033650,-48.534045,-53.666405,-49.594228,-68.743454,-54.731897,-53.908870,-51.844700,-56.597821,-53.931633,-58.936145,-45.859696,-56.088447,-52.136018,-57.214809,-45.858558,-48.240157,-53.068798,-41.762767,-45.284378,-50.771009,-45.625168,-54.721563,-46.294088,-46.507341,-34.235927,-54.735405,-63.705751,-54.362466,-51.233533,-52.608400,-51.507914,-44.761479,-49.969910,-50.994817,-48.942389,-45.544890,-55.798343,-41.203113,-37.753694,-46.755753,-49.332809,-42.631547,-45.459033,0,Fileset 1: TS pulse compressed wideband pings T2
200.000,-53.514363,-45.576394,-44.191815,-46.576951,-39.528702,-44.084958,-44.887511,-45.531549,-59.972428,-50.134052,-47.923934,-49.787899,-50.890847,-39.033794,-59.257174,-62.852559,-62.619308,-46.546870,-50.228616,-47.978843,-45.283239,-34.824959,-39.290506,-43.108436,-46.243627,-44.708268,-54.686774,-49.214128,-47.149755,-29.516132,-29.927188,-37.777925,-47.161626,-46.071693,-35.840702,-60.889225,-54.858276,-55.575258,-40.839336,-50.853261,-41.443878,-42.939727,-32.489824,-38.852229,-32.754945,-39.459692,-41.579393,-34.249175,-37.296578,-39.531072,-56.078402,-42.973663,-41.212456,-43.646240,-34.421525,-28.319086,-41.280871,-42.802937,-60.165067,-58.299810,-43.450063,-44.938947,-46.064676,-43.273578,-42.278995,-51.212603,-46.142565,-46.298199,-51.603928,-44.743416,-59.954830,-57.004372,-49.941088,-59.957042,-49.911173,-58.650024,-52.673082,-44.922080,-48.306099,-45.579147,-53.238351,-53.405619,-69.158177,-44.919654,-50.308080,-57.401169,-46.147345,-47.958435,-50.707905,-51.116388,-73.647869,-56.857764,-50.274702,-61.046489,-61.513484,-49.038621,-49.611541,-52.630397,-47.008140,-58.898911,-50.131459,-53.600065,-51.335651,-59.844881,-54.810635,-50.534881,-48.225390,-54.996736,-48.263206,-62.445104,-46.374799,-49.368823,-54.471750,-61.670134,-55.793730,-56.001773,-50.086449,-54.543497,-52.410047,-59.714637,-52.616836,-53.495441,-51.801884,-58.471577,-52.368255,-57.819046,-45.958785,-57.459307,-49.164949,-52.319141,-43.640213,-50.297820,-50.985028,-42.007493,-44.497880,-50.629392,-48.036090,-54.967686,-44.464367,-48.176589,-35.449132,-55.989853,-60.989725,-57.715118,-53.996363,-53.276580,-51.838010,-44.280891,-51.833672,-49.607920,-48.472046,-45.775296,-55.100703,-41.114177,-37.329413,-46.069873,-44.562351,-40.987768,-46.945567,0,Fileset 1: TS pulse compressed wideband pings T2
200.500,-53.165448,-44.622438,-48.538515,-47.925417,-39.357386,-42.609236,-44.988123,-43.572622,-54.312790,-50.364677,-46.625350,-50.542986,-51.143018,-40.189004,-56.482644,-63.159553,-59.203811,-47.098545,-48.949311,-50.079307,-44.081378,-34.012522,-40.074980,-42.816897,-47.067115,-44.685671,-54.168569,-49.071605,-48.110602,-28.905626,-29.815692,-36.331366,-50.628088,-46.537176,-35.456960,-76.003086,-55.453179,-55.123190,-41.497899,-49.201079,-41.477714,-41.362977,-33.202540,-36.813966,-31.815375,-38.584137,-43.159903,-33.033859,-36.848439,-40.389704,-61.858800,-44.150596,-41.024828,-44.272120,-33.408076,-27.490585,-39.899131,-43.198553,-54.978588,-55.511160,-44.225339,-45.904119,-44.316371,-44.132226,-42.687054,-50.784458,-46.541244,-47.966655,-53.982072,-46.093401,-58.000211,-63.920015,-49.856346,-56.986443,-49.624984,-51.517068,-56.582132,-45.351701,-47.942071,-44.993857,-53.894488,-51.338178,-58.010662,-42.905082,-49.395627,-59.709293,-47.688956,-47.258280,-50.015194,-51.148665,-67.239700,-54.697099,-48.685039,-71.685960,-59.469670,-51.153420,-50.865114,-53.594449,-47.900136,-56.982441,-51.363044,-55.034632,-49.104749,-61.241482,-55.410469,-51.361347,-46.472750,-54.533780,-49.082703,-75.771449,-46.698855,-49.659519,-51.736613,-63.952162,-50.894823,-54.791337,-51.825539,-55.425579,-57.752895,-55.685402,-50.273816,-53.462845,-51.715715,-57.346815,-51.645056,-53.918943,-46.235889,-58.978263,-47.406911,-44.880582,-42.131806,-53.223758,-49.206597,-42.380998,-43.888186,-50.627080,-52.220225,-54.789312,-43.042652,-51.096643,-37.085691,-48.311925,-58.309703,-58.549208,-58.168427,-55.221216,-52.290034,-44.163580,-51.892209,-48.422685,-48.145727,-46.121128,-53.738174,-41.633999,-36.590375,-46.157373,-41.281561,-39.899017,-49.287045,0,Fileset 1: TS pulse compressed wideband pings T2
201.000,-48.318054,-42.139267,-55.675550,-46.658882,-40.222598,-42.267465,-45.583847,-41.646404,-50.889945,-50.607513,-46.089936,-49.539512,-51.109950,-41.310473,-54.129572,-58.205392,-56.678680,-48.430908,-47.983303,-50.673173,-42.945751,-33.354625,-40.942949,-41.676650,-47.547133,-44.466093,-52.984401,-48.606610,-48.804476,-28.341041,-29.860793,-35.061780,-55.566071,-47.379566,-34.898499,-61.161291,-56.020463,-55.703556,-42.715198,-47.500563,-41.778190,-40.050274,-34.206435,-34.892856,-31.045207,-37.619608,-45.165933,-32.035439,-36.656168,-41.030067,-51.267876,-46.092821,-40.731889,-44.928485,-32.766138,-26.986891,-38.802908,-43.514356,-52.858263,-52.900848,-45.383755,-46.636547,-43.005386,-45.187549,-42.734640,-48.217065,-47.011067,-47.415359,-51.895652,-48.953572,-48.775508,-51.822667,-49.581659,-54.885386,-48.966081,-47.636460,-61.580767,-46.366860,-47.475230,-44.716455,-55.601552,-49.123776,-53.755210,-41.381013,-49.143883,-62.596562,-50.173378,-47.791556,-49.776007,-50.323083,-66.110086,-52.009994,-47.374774,-59.803752,-58.619241,-53.982673,-51.911392,-55.132277,-49.065636,-55.568626,-53.093904,-56.276286,-47.915302,-61.980032,-55.791367,-52.553776,-45.363645,-52.150333,-49.729917,-59.421361,-46.609854,-50.259737,-49.492916,-54.721374,-47.199464,-53.268836,-53.112228,-54.972268,-61.373036,-53.342482,-48.010098,-53.739711,-51.488454,-55.648512,-51.751183,-50.485448,-46.627986,-60.691653,-46.481233,-41.541598,-41.098488,-56.354277,-47.529395,-42.841429,-43.390147,-50.485506,-59.695932,-53.942090,-41.985949,-51.965320,-38.960907,-45.358418,-56.097518,-55.886584,-62.728201,-58.848141,-52.804571,-44.235592,-50.733027,-47.470413,-47.889203,-46.295225,-52.223361,-42.626731,-35.614443,-46.582692,-38.870089,-39.315856,-52.148510,0,Fileset 1: TS pulse compressed wideband pings T2
