Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,Variable_index,Variable_name
Ping_index,4628,4629,4630,4631,4636,4637,4638,4639,4640,4641,4647,4648,4649,4650,4655,4656,4657,4658,5984,5985,5986,5991,5992,5993,5995,5996,5997,5998,6000,6001,6002,6003,6004,6006,6007,6954,6958,6959,6960,6961,6963,6965,6967,6968,6969,6970,6971,6972,6973,6974,6975,6976,6977,6978,6979,6980,6982,6983,6985,6986,6987,6988,6989,6990,6992,6993,6995,6996,6997,6998,6999,7000,7001,7002,7003,7004,7005,7006,7008,7009,7010,7013,7014,7015,7016,7021,7022,7023,7024,7025,7031,7032,7039,7040,7041,7042,7043,7044,7045,7046,7047,7048,7049,7050,7051,7052,7053,7054,7055,7056,7057,7058,7062,7063,7064,7066,7067,7070,7071,7072,7073,7074,7077,7079,7080,7081,7085,7086,7493,7494,7495,7496,7497,7498,7503,7504,7507,7513,7514,7515,7516,7517,8080,8081,8084,8089,8090,8091,8092,8093,8094,8097,8099,8100,8103,8108,8109,8110,8111,
Ping_date,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,
Ping_time,22:45:41,22:45:41,22:45:41,22:45:41,22:45:42,22:45:43,22:45:43,22:45:43,22:45:43,22:45:43,22:45:45,22:45:45,22:45:45,22:45:45,22:45:46,22:45:46,22:45:47,22:45:47,22:50:12,22:50:12,22:50:13,22:50:14,22:50:14,22:50:14,22:50:14,22:50:15,22:50:15,22:50:15,22:50:15,22:50:16,22:50:16,22:50:16,22:50:16,22:50:17,22:50:17,22:53:26,22:53:27,22:53:27,22:53:28,22:53:28,22:53:28,22:53:29,22:53:29,22:53:29,22:53:29,22:53:30,22:53:30,22:53:30,22:53:30,22:53:30,22:53:31,22:53:31,22:53:31,22:53:31,22:53:31,22:53:32,22:53:32,22:53:32,22:53:33,22:53:33,22:53:33,22:53:33,22:53:33,22:53:34,22:53:34,22:53:34,22:53:35,22:53:35,22:53:35,22:53:35,22:53:35,22:53:36,22:53:36,22:53:36,22:53:36,22:53:36,22:53:37,22:53:37,22:53:37,22:53:37,22:53:38,22:53:38,22:53:38,22:53:39,22:53:39,22:53:40,22:53:40,22:53:40,22:53:40,22:53:41,22:53:42,22:53:42,22:53:43,22:53:44,22:53:44,22:53:44,22:53:44,22:53:44,22:53:45,22:53:45,22:53:45,22:53:45,22:53:45,22:53:46,22:53:46,22:53:46,22:53:46,22:53:46,22:53:47,22:53:47,22:53:47,22:53:47,22:53:48,22:53:48,22:53:48,22:53:49,22:53:49,22:53:50,22:53:50,22:53:50,22:53:50,22:53:50,22:53:51,22:53:51,22:53:52,22:53:52,22:53:53,22:53:53,22:55:14,22:55:14,22:55:15,22:55:15,22:55:15,22:55:15,22:55:16,22:55:16,22:55:17,22:55:18,22:55:18,22:55:19,22:55:19,22:55:19,22:57:12,22:57:12,22:57:12,22:57:13,22:57:14,22:57:14,22:57:14,22:57:14,22:57:14,22:57:15,22:57:15,22:57:16,22:57:16,22:57:17,22:57:17,22:57:18,22:57:18,
Ping_milliseconds,264.0,464.0,665.0,862.0,864.0,064.0,264.0,464.0,664.0,864.0,064.0,264.0,464.0,664.0,664.0,863.0,064.0,274.0,764.0,962.0,163.0,163.0,365.0,564.0,964.0,164.0,365.0,564.0,964.0,164.0,364.0,564.0,765.0,165.0,365.0,864.0,663.0,864.0,064.0,264.0,662.0,063.0,464.0,673.0,864.0,063.0,261.0,464.0,664.0,864.0,064.0,263.0,464.0,662.0,864.0,064.0,474.0,664.0,074.0,264.0,464.0,665.0,864.0,064.0,465.0,664.0,064.0,264.0,464.0,664.0,864.0,064.0,262.0,462.0,662.0,864.0,064.0,262.0,664.0,864.0,064.0,664.0,864.0,064.0,264.0,263.0,463.0,664.0,864.0,063.0,264.0,475.0,864.0,064.0,264.0,464.0,663.0,864.0,064.0,265.0,464.0,664.0,864.0,063.0,264.0,465.0,664.0,862.0,064.0,264.0,464.0,664.0,464.0,663.0,865.0,264.0,463.0,064.0,263.0,465.0,664.0,864.0,464.0,864.0,065.0,262.0,064.0,264.0,664.0,865.0,065.0,264.0,462.0,664.0,665.0,864.0,464.0,665.0,864.0,064.0,263.0,465.0,175.0,365.0,964.0,965.0,164.0,364.0,564.0,764.0,975.0,564.0,974.0,164.0,764.0,764.0,964.0,164.0,364.0,
Range,12.1152960000,12.1152960000,12.1270016000,12.1387072000,12.1387072000,12.1270016000,12.1270016000,12.1504128000,12.1504128000,12.1621184000,12.1035904000,12.0918848000,12.0216512000,12.0918848000,11.9982400000,12.0684736000,12.0567680000,12.0567680000,11.4129600000,11.4363712000,11.4597824000,11.6002496000,11.6236608000,11.6353664000,11.6704832000,11.7173056000,11.7407168000,11.7524224000,11.7875392000,11.8109504000,11.8343616000,11.8577728000,11.8928896000,11.9982400000,11.9865344000,11.7407168000,11.8226560000,11.9163008000,11.8577728000,11.9397120000,11.9514176000,12.0099456000,12.1152960000,12.0918848000,12.0333568000,12.0333568000,12.0684736000,12.1152960000,12.1504128000,12.1855296000,12.2089408000,12.1504128000,12.1504128000,12.1504128000,12.2674688000,12.2791744000,12.2440576000,12.2557632000,12.2557632000,12.3142912000,12.3142912000,12.3142912000,12.3142912000,12.2557632000,12.3259968000,12.3611136000,12.3962304000,12.3845248000,12.4547584000,12.3377024000,12.3259968000,12.3142912000,12.3025856000,12.3142912000,12.3494080000,12.3259968000,12.4196416000,12.4196416000,12.2557632000,12.2557632000,12.1855296000,12.1972352000,12.1855296000,12.2791744000,12.3025856000,12.2089408000,12.2791744000,12.2791744000,12.2791744000,12.2674688000,12.2206464000,12.2206464000,12.1972352000,12.1738240000,12.1738240000,12.1738240000,12.1855296000,12.1738240000,12.2089408000,12.2089408000,12.1972352000,12.1504128000,12.1738240000,12.1035904000,12.0918848000,12.1621184000,12.1855296000,12.2323520000,12.2557632000,12.2557632000,12.1855296000,12.1972352000,12.2791744000,12.3142912000,12.3142912000,12.2908800000,12.2908800000,12.3259968000,12.3377024000,12.3377024000,12.2791744000,12.3377024000,12.3025856000,12.3494080000,12.3494080000,12.3611136000,12.3728192000,12.3494080000,12.3962304000,12.4313472000,12.4430528000,12.4313472000,12.4547584000,12.4664640000,12.5132864000,12.5015808000,12.3142912000,12.4781696000,12.4547584000,12.4547584000,12.4430528000,12.4547584000,12.0099456000,11.9982400000,11.9865344000,12.0801792000,12.0801792000,12.0684736000,12.0333568000,12.0216512000,12.0216512000,12.0918848000,12.1621184000,12.1972352000,12.3611136000,12.4313472000,12.3728192000,12.3728192000,12.3845248000,
Depth,12.1026564920,12.1044106875,12.1186300162,12.1275077835,12.1299263127,12.1229615901,12.1252337089,12.1494665435,12.1487186765,12.1563713206,12.1005910495,12.0832240311,12.0164944697,12.0810639178,11.9910366759,12.0591262905,12.0432950016,12.0436868379,11.4035312068,11.4286304926,11.4494264154,11.5931003522,11.6232282398,11.6335588498,11.6691427371,11.7091586348,11.7285477566,11.7443097625,11.7808239097,11.8019672493,11.8247239301,11.8524661856,11.8859105948,11.9850543784,11.9736389797,11.7316456996,11.8123251647,11.9062676551,11.8542639250,11.9334341371,11.9462578567,12.0015727878,12.1057055406,12.0876533259,12.0307957819,12.0291751092,12.0653265156,12.1135353120,12.1470274432,12.1803084603,12.2005003449,12.1481346563,12.1495062700,12.1500142254,12.2657069881,12.2774624359,12.2405356225,12.2527646413,12.2535209125,12.3110146737,12.3107870212,12.3125683945,12.3141561607,12.2532947622,12.3191471603,12.3579096626,12.3934069835,12.3802376548,12.4499999387,12.3349319277,12.3239023834,12.3115222752,12.2977618314,12.3073558649,12.3431155458,12.3225395326,12.4157136679,12.4091486987,12.2487638919,12.2520375755,12.1762032090,12.1845912086,12.1769861588,12.2683396032,12.2935871910,12.1953559918,12.2679431373,12.2680673972,12.2688354403,12.2535545006,12.2084836876,12.2096825456,12.1848420482,12.1638434455,12.1613559984,12.1599533036,12.1724270312,12.1612847475,12.1968407333,12.1937370859,12.1832601298,12.1383083705,12.1609336622,12.0903709065,12.0788891809,12.1501151612,12.1757956091,12.2237892719,12.2478663512,12.2488946598,12.1795622446,12.1866629729,12.2663947958,12.3046965329,12.3101595519,12.2841718001,12.2754125502,12.3145298157,12.3293832028,12.3303656299,12.2703507589,12.3224400161,12.2919199355,12.3419569815,12.3394832937,12.3456673240,12.3585799038,12.3374618739,12.3802819392,12.4208739810,12.4382746546,12.4283359498,12.4481937708,12.4539597603,12.5027880520,12.4946143553,12.3027317403,12.4662407916,12.4451045776,12.4473186303,12.4332177034,12.4399821721,11.9979498452,11.9850798678,11.9718115032,12.0656844834,12.0686303396,12.0607637530,12.0270382753,12.0108053666,12.0072030965,12.0765372040,12.1535900217,12.1909987777,12.3512900071,12.4201863147,12.3674869239,12.3679233622,12.3780954573,
Region_name,"Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7",
90.000,-49.415784,-50.552802,-51.053853,-53.249872,-51.200067,-49.786637,-53.280782,-50.401361,-54.784361,-52.997633,-62.552798,-61.944738,-54.048786,-64.104714,-61.180009,-50.533213,-64.442865,-57.513767,-42.958283,-41.011267,-46.898111,-40.102987,-36.257043,-50.455562,-40.667451,-48.752382,-44.982512,-52.292570,-36.082554,-34.408047,-33.492271,-37.355336,-66.974262,-42.491254,-46.350013,-45.402050,-42.427090,-46.823729,-47.805000,-50.406652,-46.950370,-47.561725,-44.126757,-41.057569,-37.270302,-43.904913,-54.383551,-49.260010,-50.710610,-36.949429,-43.219583,-41.595666,-43.778946,-40.273965,-37.416002,-48.971683,-42.350827,-49.650419,-58.682900,-58.461518,-51.621516,-61.231346,-43.897381,-44.234915,-46.841107,-50.211799,-51.518112,-59.356960,-56.402799,-55.925032,-62.088670,-48.785466,-53.988108,-49.797835,-55.093113,-55.264645,-57.393475,-46.255114,-53.699976,-50.510889,-50.737819,-50.481324,-58.087218,-61.924976,-59.932149,-54.284469,-63.878667,-48.253004,-46.863766,-53.181129,-51.530808,-52.186376,-43.981018,-44.081290,-55.898752,-51.198013,-48.734006,-49.733164,-53.436905,-52.613362,-55.822269,-56.310507,-52.081903,-63.807989,-54.016472,-52.146940,-55.682931,-48.370778,-55.411761,-49.918286,-52.737677,-50.443561,-63.042679,-52.759586,-49.643572,-57.071580,-63.483258,-46.401080,-61.070340,-45.415478,-48.317678,-48.489662,-54.484856,-58.734267,-59.890750,-44.569083,-59.171891,-59.646874,-57.511562,-55.949556,-58.067143,-63.478133,-54.821873,-65.352965,-58.497262,-55.102148,-59.513221,-59.352349,-59.270170,-56.371358,-53.206628,-47.854995,-44.444773,-54.729099,-54.570943,-77.816855,-53.007514,-54.383962,-53.786535,-55.999631,-59.694899,-59.286924,-60.533822,-49.263780,-48.348725,-52.642988,-51.305191,-57.027602,-57.204538,0,Fileset 1: TS pulse compressed wideband pings T3
90.500,-50.880501,-50.316496,-51.062085,-52.205530,-51.937913,-48.953569,-55.352074,-51.341137,-58.217335,-53.319115,-63.033552,-59.166605,-52.251193,-77.462087,-57.686548,-49.892779,-58.684506,-54.448635,-41.960251,-40.015586,-46.137936,-39.381684,-35.818339,-48.247453,-41.397876,-48.293777,-45.279762,-54.776663,-35.660251,-33.471287,-32.795492,-37.009032,-76.911037,-42.419500,-46.663213,-45.535922,-42.226245,-45.995945,-45.334142,-48.562967,-45.944579,-46.229466,-40.967263,-39.622271,-36.858479,-44.675286,-50.152998,-46.878887,-55.343778,-36.289305,-42.924774,-41.383906,-44.751052,-39.990446,-38.841114,-57.299315,-42.058589,-48.479061,-67.955085,-54.908261,-53.420256,-65.453466,-42.929197,-43.813196,-45.091308,-49.270611,-56.202569,-55.916140,-49.488362,-55.502584,-58.432172,-52.224950,-55.902462,-47.211709,-52.695772,-54.284660,-58.881209,-44.047648,-52.374839,-49.311266,-53.593178,-51.175732,-56.512111,-63.245505,-57.151747,-53.060186,-70.753147,-49.553447,-45.148871,-56.463691,-51.044130,-50.120528,-44.551940,-43.796724,-55.092533,-50.432347,-48.444602,-52.396119,-56.984713,-56.911247,-56.827476,-59.643970,-51.765104,-68.244253,-54.985308,-53.473245,-52.092590,-49.170010,-57.403567,-52.948994,-52.108613,-52.543695,-69.077522,-54.446316,-47.042441,-52.469974,-69.119839,-48.797045,-51.759929,-45.198106,-47.170558,-46.183387,-54.162733,-58.551899,-60.251715,-44.628784,-59.882766,-58.362422,-57.879115,-54.720256,-56.763240,-60.147390,-54.130524,-60.181420,-55.946796,-54.035192,-64.787111,-59.198308,-57.382822,-59.186979,-53.902923,-47.292883,-44.389421,-56.425328,-56.946632,-65.283312,-51.105853,-52.252246,-54.636917,-51.917514,-54.946175,-61.330220,-63.131366,-50.311826,-47.104184,-52.619003,-51.230946,-55.522198,-55.320316,0,Fileset 1: TS pulse compressed wideband pings T3
91.000,-50.191847,-50.784096,-51.923447,-51.891925,-53.408843,-49.196137,-54.894255,-53.569134,-63.135378,-54.702548,-62.761821,-57.216822,-50.758169,-61.559212,-54.861789,-46.385752,-53.212315,-51.222594,-41.097882,-39.114068,-45.820549,-38.091567,-35.459078,-45.889607,-42.695698,-47.946988,-45.709653,-57.027776,-35.218912,-32.359821,-31.972047,-36.704246,-87.031668,-42.807668,-46.844121,-45.739612,-42.129278,-42.698094,-43.549698,-46.298171,-45.049511,-44.891250,-38.815296,-39.324322,-36.875386,-44.427059,-47.361629,-44.643353,-54.855346,-35.746659,-41.922167,-41.045805,-47.045715,-39.567930,-40.056455,-72.211380,-42.067754,-47.040039,-57.134593,-52.424832,-55.866828,-63.606787,-42.413410,-43.439310,-44.013962,-48.663876,-58.153974,-53.158200,-47.251645,-51.844841,-53.368283,-51.950024,-64.769008,-45.156593,-49.896863,-51.791048,-52.843060,-42.839904,-51.069086,-48.183552,-56.744743,-49.556839,-55.019655,-63.056063,-54.664285,-51.905215,-69.221606,-51.860849,-44.482936,-57.387333,-50.047227,-48.468996,-46.414503,-44.136962,-52.972691,-50.708714,-49.432079,-58.020112,-60.490086,-64.055276,-57.495561,-56.459703,-51.880437,-70.798355,-56.884195,-52.508065,-49.772165,-49.461589,-60.252504,-57.324228,-53.690721,-52.818706,-60.304928,-54.353304,-45.292280,-50.189895,-64.987626,-52.073476,-48.220733,-45.637042,-46.390472,-44.547515,-54.161685,-60.932126,-56.675110,-45.018085,-59.049406,-58.004740,-57.602168,-54.527633,-55.682397,-56.428408,-53.311763,-56.946832,-53.677615,-52.820304,-77.783421,-59.522467,-55.765275,-61.638642,-56.184360,-47.537272,-44.179571,-58.434463,-56.779671,-58.953057,-49.399913,-50.894844,-56.608951,-49.561936,-52.122071,-55.689783,-53.831148,-51.451271,-46.674634,-49.990488,-52.027050,-52.686302,-52.399262,0,Fileset 1: TS pulse compressed wideband pings T3
