Depth,12.1026564920,12.1044106875,12.1186300162,12.1275077835,12.1299263127,12.1229615901,12.1252337089,12.1494665435,12.1487186765,12.1563713206,12.1005910495,12.0832240311,12.0164944697,12.0810639178,11.9910366759,12.0591262905,12.0432950016,12.0436868379,11.4035312068,11.4286304926,11.4494264154,11.5931003522,11.6232282398,11.6335588498,11.6691427371,11.7091586348,11.7285477566,11.7443097625,11.7808239097,11.8019672493,11.8247239301,11.8524661856,11.8859105948,11.9850543784,11.9736389797,11.7316456996,11.8123251647,11.9062676551,11.8542639250,11.9334341371,11.9462578567,12.0015727878,12.1057055406,12.0876533259,12.0307957819,12.0291751092,12.0653265156,12.1135353120,12.1470274432,12.1803084603,12.2005003449,12.1481346563,12.1495062700,12.1500142254,12.2657069881,12.2774624359,12.2405356225,12.2527646413,12.2535209125,12.3110146737,12.3107870212,12.3125683945,12.3141561607,12.2532947622,12.3191471603,12.3579096626,12.3934069835,12.3802376548,12.4499999387,12.3349319277,12.3239023834,12.3115222752,12.2977618314,12.3073558649,12.3431155458,12.3225395326,12.4157136679,12.4091486987,12.2487638919,12.2520375755,12.1762032090,12.1845912086,12.1769861588,12.2683396032,12.2935871910,12.1953559918,12.2679431373,12.2680673972,12.2688354403,12.2535545006,12.2084836876,12.2096825456,12.1848420482,12.1638434455,12.1613559984,12.1599533036,12.1724270312,12.1612847475,12.1968407333,12.1937370859,12.1832601298,12.1383083705,12.1609336622,12.0903709065,12.0788891809,12.1501151612,12.1757956091,12.2237892719,12.2478663512,12.2488946598,12.1795622446,12.1866629729,12.2663947958,12.3046965329,12.3101595519,12.2841718001,12.2754125502,12.3145298157,12.3293832028,12.3303656299,12.2703507589,12.3224400161,12.2919199355,12.3419569815,12.3394832937,12.3456673240,12.3585799038,12.3374618739,12.3802819392,12.4208739810,12.4382746546,12.4283359498,12.4481937708,12.4539597603,12.5027880520,12.4946143553,12.3027317403,12.4662407916,12.4451045776,12.4473186303,12.4332177034,12.4399821721,11.9979498452,11.9850798678,11.9718115032,12.0656844834,12.0686303396,12.0607637530,12.0270382753,12.0108053666,12.0072030965,12.0765372040,12.1535900217,12.1909987777,12.3512900071,12.4201863147,12.3674869239,12.3679233622,12.3780954573,
Region_name,"Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7",
111.000,-46.623723,-52.595539,-50.072303,-44.799528,-44.999602,-56.446634,-48.423357,-35.612289,-44.847564,-46.051128,-45.366831,-44.293500,-51.246442,-58.078799,-56.275585,-60.429023,-41.354937,-50.418762,-39.402034,-55.117807,-54.461181,-35.605700,-32.192267,-40.081965,-51.158840,-39.408881,-40.086756,-41.819490,-48.206967,-31.938299,-27.728569,-35.870631,-36.200639,-40.899016,-43.465519,-38.856879,-34.333532,-39.813280,-41.546441,-48.347437,-39.970359,-46.120755,-39.819952,-30.259555,-33.502402,-47.260523,-31.855384,-35.925772,-48.334823,-29.961589,-34.422250,-39.377371,-43.404080,-36.258709,-39.548858,-28.739700,-35.853570,-48.391560,-38.447171,-48.563920,-45.256480,-42.535834,-42.271508,-49.913637,-44.843962,-39.079872,-40.043316,-50.259786,-40.462760,-39.932513,-43.582227,-43.972778,-41.815405,-42.670352,-42.204607,-38.824791,-42.478391,-44.576898,-57.899268,-49.068652,-52.167571,-46.083079,-44.334294,-40.944485,-40.678458,-57.512643,-56.388069,-45.627941,-41.705013,-45.134919,-47.656359,-47.171571,-47.161486,-38.823109,-48.990696,-56.437165,-46.079005,-57.936029,-46.469450,-46.928898,-44.404109,-51.866373,-59.403922,-47.609697,-51.682018,-45.342525,-41.317915,-52.090084,-45.201532,-47.050023,-44.628022,-45.322040,-41.311950,-45.610007,-48.882320,-55.930618,-46.258343,-46.053264,-41.694395,-57.196800,-52.978573,-58.785503,-50.749416,-53.823593,-69.308030,-49.579311,-52.341720,-48.510869,-44.235465,-47.444907,-42.936440,-44.908185,-43.706683,-49.874961,-47.843889,-41.964728,-46.293770,-47.947107,-50.620365,-56.625394,-47.676131,-49.560230,-38.551013,-43.392607,-42.205672,-42.159604,-41.644246,-41.234924,-43.661212,-59.267701,-48.658713,-61.252957,-43.605098,-42.511333,-37.120208,-46.632873,-53.220285,-53.208695,-45.971097,0,Fileset 1: TS pulse compressed wideband pings T3
111.500,-46.195413,-55.446326,-47.140810,-44.796718,-43.133677,-50.617540,-48.987547,-35.382717,-44.527120,-45.698076,-46.958616,-43.560536,-54.302433,-57.281317,-58.951265,-57.317038,-46.076982,-57.189942,-38.539088,-48.164488,-60.812850,-36.378241,-32.727526,-39.784290,-49.200490,-39.036907,-39.168381,-43.012204,-48.176765,-32.021594,-27.464812,-36.201177,-35.901723,-40.510356,-43.040419,-39.351968,-34.962394,-39.837883,-42.053629,-48.057069,-39.893308,-47.344727,-40.198042,-30.264147,-33.246129,-50.273595,-32.604113,-36.507392,-48.603094,-29.694363,-34.703191,-38.531495,-40.160732,-37.161558,-37.774911,-28.434408,-35.907000,-47.588869,-38.216057,-49.522426,-46.909278,-42.697847,-42.985718,-48.461839,-42.428800,-39.893842,-40.844462,-56.926299,-41.899466,-40.164026,-46.395146,-45.429923,-41.506370,-44.392904,-44.035649,-39.222543,-43.543273,-43.888733,-70.629039,-49.870340,-52.526348,-44.757022,-46.554696,-40.072721,-40.916955,-55.299237,-51.976256,-45.708803,-44.064865,-44.235119,-44.954927,-46.912528,-44.171771,-37.930947,-47.077061,-55.308014,-46.732661,-56.995946,-47.317772,-50.777881,-45.404742,-52.947290,-55.182155,-47.121805,-49.206039,-47.230803,-42.207234,-60.272758,-45.532224,-47.135164,-43.896339,-47.093823,-44.313084,-47.006445,-47.108800,-49.017682,-54.899152,-45.329425,-40.617281,-50.557846,-56.887728,-55.375109,-49.035900,-55.950770,-56.081110,-46.668208,-50.814370,-48.146440,-42.820639,-46.863041,-43.688095,-44.578232,-45.254754,-51.392933,-47.552124,-41.289825,-46.381701,-46.765307,-48.830789,-58.464780,-49.190408,-52.351424,-38.354622,-42.504371,-44.641366,-41.657937,-41.827977,-41.057852,-45.238238,-59.725535,-49.352807,-57.459042,-42.379220,-43.589967,-36.656983,-45.275567,-53.168562,-51.666908,-46.958690,0,Fileset 1: TS pulse compressed wideband pings T3
112.000,-46.508127,-57.525449,-45.628938,-45.639740,-41.927783,-47.112167,-49.844639,-35.456207,-44.518148,-44.982166,-48.588542,-43.292758,-59.447061,-55.472522,-55.922130,-51.643901,-51.331874,-64.904010,-37.775820,-44.270411,-61.702672,-37.382782,-33.212922,-39.385027,-47.005257,-38.975459,-38.481716,-44.600756,-47.820774,-32.175865,-27.279743,-36.500182,-35.684783,-40.296661,-42.388103,-39.968597,-35.644660,-40.040293,-42.601589,-47.866952,-39.780638,-49.111427,-39.766791,-30.393988,-33.162907,-54.547893,-33.545355,-36.935791,-49.847538,-29.494786,-35.029600,-37.564992,-38.221210,-38.120775,-35.809354,-28.501831,-36.101467,-46.767853,-38.249293,-50.571792,-48.644456,-42.992431,-43.879365,-47.490867,-41.119739,-41.215334,-42.324341,-52.840712,-43.811484,-40.790603,-50.551880,-47.154216,-41.651350,-46.909353,-46.477055,-40.012266,-45.237980,-44.202521,-63.443285,-51.112657,-51.203137,-43.958368,-49.149651,-39.496256,-41.485988,-51.066793,-49.258571,-45.851556,-48.825319,-43.803412,-43.207268,-49.839120,-42.275990,-37.830377,-47.159086,-54.858549,-48.424130,-52.724953,-48.171686,-57.351253,-47.549694,-54.069005,-50.281880,-46.750695,-47.160904,-47.862628,-43.392068,-50.227423,-47.129326,-46.606860,-44.290541,-48.756013,-48.395772,-48.167347,-46.276053,-47.961403,-57.874615,-44.992499,-40.214894,-47.241399,-58.059783,-55.655324,-48.094422,-60.175461,-51.095824,-45.716066,-50.007013,-48.176907,-42.006972,-46.759115,-44.981910,-44.580709,-47.247966,-52.554029,-47.782967,-40.911327,-46.615795,-45.834333,-47.734098,-62.525072,-52.325758,-51.103565,-38.539377,-42.098002,-48.825223,-41.199329,-41.942129,-41.286054,-47.936331,-58.521256,-50.024670,-54.454392,-41.574883,-45.706240,-36.706617,-44.778750,-52.599549,-50.913979,-48.280178,0,Fileset 1: TS pulse compressed wideband pings T3
112.500,-47.339931,-60.577645,-45.282289,-46.729033,-41.150522,-44.720421,-50.699238,-35.728097,-44.672694,-44.016678,-48.896822,-43.333784,-67.635236,-53.285237,-52.349865,-47.617634,-46.112824,-58.246254,-36.958164,-41.576761,-54.968252,-38.417594,-33.507454,-38.808114,-45.159247,-39.100512,-37.786675,-46.582103,-47.017346,-32.229227,-26.992623,-36.626241,-35.355483,-40.127485,-41.490915,-40.401866,-36.210315,-39.882231,-43.119623,-47.042208,-39.516942,-51.397146,-38.409224,-30.463355,-33.125902,-63.567903,-34.540502,-37.060725,-51.911656,-29.238031,-35.113282,-36.409365,-36.917766,-39.022130,-33.878878,-28.711573,-36.262036,-45.897710,-38.391977,-51.416071,-49.695690,-43.242901,-44.822494,-46.954964,-40.400382,-42.765406,-44.373149,-47.042499,-45.957925,-41.399285,-56.596102,-48.896028,-42.230556,-50.162972,-49.537853,-40.980544,-47.407769,-44.941829,-56.319197,-52.491707,-49.508592,-43.442781,-51.919250,-39.022215,-42.164235,-47.852587,-48.199033,-45.508770,-58.220366,-43.595507,-42.427998,-58.533732,-41.053954,-38.392518,-49.031409,-53.833748,-50.264629,-48.943175,-48.874564,-55.833983,-51.296146,-55.051874,-47.691472,-46.203387,-45.438815,-46.871880,-44.613437,-45.585118,-50.509725,-45.811540,-45.700847,-47.955362,-49.374718,-48.373727,-45.904451,-50.311500,-48.982510,-43.985587,-40.440814,-46.387182,-56.122959,-59.953502,-47.566057,-67.314023,-48.957378,-46.070491,-49.254539,-48.276258,-41.537458,-46.819022,-46.741987,-44.735227,-49.565249,-53.058112,-48.284966,-40.617105,-46.747241,-44.949011,-47.074866,-62.888968,-58.264681,-48.006129,-38.978626,-42.095849,-52.479308,-40.589357,-41.700924,-41.975155,-52.274039,-56.556413,-50.590941,-51.764825,-40.988382,-48.837253,-36.999104,-44.760458,-51.007616,-50.810690,-49.097801,0,Fileset 1: TS pulse compressed wideband pings T3
113.000,-48.982856,-70.723087,-46.146134,-47.213231,-40.896882,-43.346330,-50.743387,-36.266730,-44.916198,-43.400842,-47.893310,-43.765211,-60.465876,-51.129399,-49.621501,-45.118777,-42.381611,-53.662352,-36.276416,-39.608222,-50.869605,-39.592908,-33.714121,-38.227275,-43.770028,-39.587648,-37.235152,-49.314695,-46.067562,-32.305031,-26.746530,-36.723568,-35.030645,-40.213129,-40.666644,-40.675780,-36.829945,-39.397604,-43.810013,-45.320538,-39.272792,-54.347982,-36.480054,-30.615941,-33.240954,-62.640155,-35.660816,-36.972923,-54.783469,-29.069767,-34.976629,-35.238347,-36.162553,-39.970133,-32.259033,-29.046293,-36.484425,-45.167345,-38.711880,-51.870234,-49.565247,-43.535876,-45.942479,-47.034828,-40.227745,-44.234758,-47.060496,-44.114064,-47.928572,-41.972206,-62.375838,-50.780239,-43.612963,-52.102890,-51.821899,-41.903728,-50.251805,-46.037265,-52.904772,-53.896533,-48.387084,-43.183856,-54.865567,-38.793070,-43.039258,-45.655177,-48.617769,-44.812802,-50.791753,-43.725089,-42.806026,-50.169858,-40.538116,-40.005604,-54.168568,-51.755467,-50.192079,-46.194880,-49.538701,-50.412928,-56.852534,-56.037269,-46.347444,-45.645623,-44.183813,-45.852115,-45.829152,-43.236763,-58.864817,-45.337266,-48.634005,-45.432347,-46.105658,-48.182492,-45.620473,-55.919123,-46.273661,-42.376203,-41.313298,-47.899936,-54.359591,-69.635483,-47.297908,-57.039503,-48.562444,-48.141448,-48.529511,-48.482915,-41.587368,-47.032864,-49.107715,-45.082344,-52.576946,-53.569712,-49.137177,-40.472519,-46.875173,-44.263574,-46.993468,-56.559044,-82.730173,-45.925857,-39.884429,-42.640589,-48.423912,-40.025435,-41.272552,-43.472041,-60.057096,-55.016396,-51.212185,-49.194138,-40.752663,-52.090256,-37.684313,-45.208727,-48.869688,-51.200453,-48.639347,0,Fileset 1: TS pulse compressed wideband pings T3
113.500,-51.681016,-60.325659,-47.405955,-46.002250,-40.879423,-42.892567,-48.946657,-36.781373,-44.715369,-43.346376,-46.752908,-44.304800,-54.466626,-48.855430,-47.320499,-43.609117,-40.831457,-49.639519,-35.583371,-37.958783,-48.072110,-40.726730,-33.719279,-37.541436,-42.518677,-40.225200,-36.642247,-52.381218,-45.019670,-32.222331,-26.407909,-36.669784,-34.569739,-40.467365,-39.890522,-40.582073,-37.356737,-38.724725,-44.589151,-43.095737,-38.929255,-56.978681,-34.261833,-30.765201,-33.337978,-52.224242,-36.617373,-36.522281,-57.002176,-28.861963,-34.465768,-33.967564,-35.749989,-40.736145,-30.874993,-29.295451,-36.607913,-44.500529,-38.985648,-51.816988,-48.298492,-43.741888,-47.164914,-47.773024,-40.313729,-44.746927,-49.799039,-42.802406,-48.112772,-42.515522,-62.262331,-52.793403,-46.110498,-49.433755,-49.161648,-41.752126,-52.557966,-47.698294,-50.704206,-54.932548,-47.770214,-42.722513,-57.392693,-38.666543,-43.925820,-44.030577,-49.854029,-43.967714,-45.262325,-43.747210,-44.033974,-43.726429,-40.532133,-43.158199,-86.725091,-49.298383,-47.959844,-44.121120,-49.743742,-47.692875,-53.246785,-56.053460,-45.510175,-44.977071,-43.176669,-45.480299,-46.316532,-42.065851,-60.267458,-45.209668,-54.459194,-43.099538,-43.436548,-48.261715,-44.572472,-50.013598,-45.856809,-40.705620,-41.969468,-53.173177,-53.314848,-55.565429,-46.545771,-50.974494,-49.468869,-52.828754,-47.801440,-48.522361,-41.977996,-47.032461,-51.590382,-45.384822,-57.136530,-54.544123,-50.062272,-40.233598,-46.830450,-43.604949,-47.314451,-52.071913,-62.406419,-44.875888,-41.138233,-43.445445,-44.358856,-39.358910,-40.603724,-45.912863,-58.518053,-54.147329,-51.646308,-46.558464,-40.700246,-51.288854,-38.708041,-46.062364,-46.523075,-50.808271,-46.972285,0,Fileset 1: TS pulse compressed wideband pings T3
114.000,-56.941654,-51.988380,-46.702187,-43.930059,-40.967506,-43.783314,-46.258026,-37.122081,-43.869513,-44.285755,-46.398514,-44.957119,-50.649564,-46.766546,-45.409632,-42.880362,-41.047966,-45.971839,-35.040034,-36.686102,-46.148751,-41.945697,-33.713457,-36.915801,-41.369102,-40.988459,-36.186886,-52.646155,-44.164479,-32.081689,-26.130787,-36.618584,-34.135395,-41.067746,-39.367570,-40.307161,-37.947776,-38.352581,-45.636902,-41.130108,-38.657599,-56.798942,-32.308274,-31.108674,-33.557126,-46.745896,-37.307347,-35.886153,-55.855888,-28.752503,-33.806587,-32.807955,-35.820581,-41.269217,-29.872594,-29.675441,-36.803892,-44.069551,-39.252800,-51.797463,-46.653886,-44.063067,-48.815886,-49.741912,-40.711247,-44.354075,-51.445193,-42.946209,-46.129882,-43.502489,-68.542339,-54.390413,-50.989458,-46.216247,-45.051499,-40.153140,-50.504783,-51.794988,-49.093756,-55.588348,-47.818285,-42.098960,-58.329466,-38.771204,-44.936962,-42.972954,-50.221625,-43.451482,-42.605904,-43.203823,-44.869723,-40.690451,-41.234804,-50.654858,-53.826925,-47.416813,-46.023608,-42.722352,-49.138029,-46.971347,-48.378674,-53.862727,-45.060803,-44.531957,-42.569275,-46.260958,-45.531653,-41.966800,-51.095112,-45.529194,-70.826043,-41.603031,-42.104534,-49.088076,-42.732349,-44.887477,-47.336806,-39.670215,-41.451052,-59.521636,-53.036519,-50.090957,-44.971597,-47.674817,-51.128926,-57.210909,-47.545097,-48.474403,-42.790399,-46.868749,-53.294804,-45.722244,-65.534540,-56.176786,-51.132466,-39.981664,-46.827285,-43.150297,-48.180594,-49.304567,-59.591960,-44.955368,-42.912739,-44.314931,-41.966066,-38.771646,-40.001681,-50.086031,-52.631596,-54.259388,-52.070002,-44.208061,-40.988682,-48.844986,-40.496394,-47.878482,-44.438456,-48.521002,-45.149200,0,Fileset 1: TS pulse compressed wideband pings T3
114.500,-72.437493,-47.587369,-44.253480,-42.401071,-41.185680,-47.256781,-44.267519,-37.511662,-43.006344,-47.095387,-47.517884,-46.111721,-48.513795,-45.556440,-44.356477,-42.907088,-43.606727,-43.476780,-35.150068,-36.258955,-45.334511,-43.563212,-34.256958,-36.860219,-40.721457,-42.008563,-36.407978,-49.523651,-44.059508,-32.371451,-26.442243,-37.083168,-34.277087,-42.563626,-39.638834,-40.458354,-39.109268,-38.903808,-47.504824,-40.092747,-38.987128,-54.425747,-31.359375,-32.173295,-34.438241,-43.268090,-37.984825,-35.654458,-53.445865,-29.241946,-33.635080,-32.349960,-36.910829,-41.881567,-29.723866,-30.890774,-37.638275,-44.274520,-39.918143,-52.474474,-45.547673,-45.131974,-51.957215,-54.349854,-41.866874,-44.420058,-51.802251,-45.257056,-43.991762,-45.767409,-63.417206,-53.671363,-56.708605,-44.446473,-42.302360,-38.460929,-47.163372,-73.746298,-48.129279,-56.290672,-49.075235,-42.032453,-56.947714,-39.617146,-46.605396,-42.871874,-48.858063,-43.927293,-41.980347,-42.386684,-43.582969,-40.167237,-43.295270,-55.841772,-49.386698,-46.899902,-45.645853,-42.365579,-47.979515,-48.712703,-46.403771,-50.881209,-45.449469,-45.038070,-42.876328,-49.019326,-44.159300,-43.423679,-48.347739,-46.559028,-52.618509,-41.334710,-42.418136,-50.620588,-41.224677,-43.346787,-51.099422,-39.903435,-40.510302,-48.910491,-53.176176,-47.641048,-43.316392,-46.642694,-50.919032,-50.182054,-48.434812,-48.726031,-44.278295,-47.231609,-54.249960,-46.670584,-57.050893,-56.948207,-52.877339,-40.219678,-47.494318,-43.401166,-50.080472,-48.351428,-62.413809,-46.588894,-45.822260,-45.064088,-41.175550,-38.814537,-40.125074,-58.877386,-50.165076,-55.828432,-52.940099,-42.866147,-42.110655,-48.109104,-44.177022,-51.709616,-43.325981,-45.840411,-44.132829,0,Fileset 1: TS pulse compressed wideband pings T3
115.000,-59.122355,-44.743805,-42.102854,-41.162424,-40.738582,-54.252133,-42.810541,-37.448347,-42.008866,-51.951384,-49.308130,-47.203033,-47.280336,-44.714700,-43.651773,-42.463968,-48.834918,-41.752362,-35.360980,-36.089731,-44.891515,-44.369830,-34.844036,-36.820084,-40.048268,-42.321584,-36.775663,-46.427009,-44.096529,-32.576120,-26.828166,-37.519230,-34.511293,-44.473447,-40.192588,-40.592850,-40.286063,-39.695312,-49.781808,-39.293030,-39.406201,-51.540206,-30.930064,-33.361969,-35.503041,-40.556462,-38.080157,-35.385862,-50.862039,-29.787789,-33.521277,-32.133832,-38.521895,-42.008304,-29.836957,-32.618305,-38.639299,-44.316765,-40.378525,-52.887384,-44.664607,-46.597027,-57.862251,-58.560635,-43.164117,-45.194243,-51.222573,-50.411103,-42.111116,-48.899156,-53.689133,-50.899617,-49.965345,-43.385875,-40.397913,-37.010315,-44.860620,-49.577292,-47.072842,-56.387846,-50.872379,-42.335654,-54.138488,-40.702627,-48.436370,-43.048427,-47.352995,-44.907975,-42.497218,-41.394445,-41.481984,-41.309400,-46.471209,-45.193875,-48.280226,-47.362418,-46.409096,-42.351865,-46.226433,-53.466218,-46.072640,-48.061272,-46.246210,-46.177740,-43.522843,-53.453219,-42.493180,-45.832129,-47.873657,-47.362781,-47.390895,-41.538739,-43.741223,-51.236265,-40.077353,-43.997100,-54.690421,-40.604816,-39.760762,-45.108732,-52.078355,-46.283940,-41.643423,-47.096407,-48.565122,-46.358440,-49.557433,-48.529297,-45.453239,-47.953376,-54.700255,-47.952871,-50.741958,-54.189311,-54.930668,-40.472182,-48.423500,-43.747477,-52.518717,-48.568843,-59.628355,-48.751022,-49.613822,-44.570109,-40.996467,-39.006408,-40.557231,-65.394894,-48.860535,-57.608992,-53.178678,-42.173624,-43.496438,-48.506221,-51.289184,-56.672531,-42.808214,-43.472387,-43.485536,0,Fileset 1: TS pulse compressed wideband pings T3
115.500,-53.681303,-41.761025,-39.742487,-39.095989,-38.843074,-50.167866,-40.735810,-36.032342,-39.958997,-59.031871,-49.450158,-47.084080,-45.615307,-42.821280,-42.026403,-40.144523,-59.218911,-39.445459,-34.465070,-34.884738,-43.447507,-42.554541,-34.221270,-35.525820,-38.202958,-40.678353,-36.087588,-42.841257,-42.846096,-31.469527,-26.012237,-36.629772,-33.608200,-45.535390,-39.742792,-39.536097,-40.208583,-39.162880,-51.555670,-37.204644,-38.731920,-47.577475,-29.598349,-33.221589,-35.570326,-37.161725,-36.594856,-33.901362,-46.740083,-29.108851,-32.215050,-30.959182,-39.439800,-40.602434,-28.913184,-33.748474,-38.626104,-42.771503,-39.401456,-51.315923,-42.906221,-47.402798,-65.714581,-51.221787,-43.101048,-45.960889,-48.912695,-62.236037,-39.526645,-51.016499,-47.854226,-47.018611,-44.704506,-41.525954,-38.022559,-34.882944,-42.436426,-42.224485,-44.731765,-54.628574,-51.201885,-42.138066,-50.186301,-40.768470,-49.034824,-42.123576,-45.735015,-45.081478,-42.967548,-39.679805,-39.180905,-42.742415,-49.825488,-40.274238,-47.585875,-47.817020,-47.369925,-41.338988,-43.305985,-67.024491,-45.973730,-44.619422,-46.437952,-47.019345,-43.213390,-55.413119,-39.870979,-46.941769,-47.234656,-46.418726,-43.541167,-40.872403,-44.921769,-50.326092,-38.297472,-44.814308,-53.825928,-39.913019,-38.534252,-42.795735,-49.300640,-44.143979,-39.149071,-47.958769,-46.037622,-43.519414,-48.580554,-46.573550,-44.876273,-48.098973,-52.872005,-48.747163,-45.739468,-49.730452,-56.486525,-39.611188,-48.485154,-42.904689,-54.663881,-48.793557,-52.019599,-48.890711,-51.554994,-41.941616,-39.891282,-38.190879,-40.166817,-54.678581,-46.701213,-56.715645,-50.979457,-41.136868,-43.951679,-48.017851,-61.931256,-58.019461,-41.820068,-40.502041,-41.938135,0,Fileset 1: TS pulse compressed wideband pings T3
116.000,-52.077037,-39.618960,-38.169758,-37.290799,-37.182791,-43.268121,-39.312839,-34.716597,-38.166203,-59.485594,-48.191259,-46.914483,-44.524515,-40.873575,-40.592492,-37.661222,-54.123041,-37.543873,-33.563692,-33.648185,-41.964426,-39.826489,-33.479639,-34.070716,-36.373563,-38.493074,-35.341695,-39.649898,-41.211913,-30.219958,-25.121287,-35.508354,-32.705522,-46.972550,-39.436078,-38.499536,-39.892466,-38.186235,-54.748389,-34.805723,-38.163301,-43.927673,-28.263419,-32.544987,-35.744245,-34.095380,-34.915716,-32.335341,-42.421042,-28.333163,-30.838977,-29.982848,-40.725999,-39.077229,-28.047904,-35.417331,-38.710249,-40.873391,-38.198123,-49.197839,-41.563061,-48.587683,-52.285432,-45.336867,-42.196914,-48.546749,-46.061349,-47.795386,-37.522450,-51.088768,-43.633962,-43.581509,-41.553091,-39.799454,-36.308839,-33.245989,-40.535551,-37.963570,-42.470872,-52.369586,-49.725205,-42.815344,-46.696046,-40.932899,-49.037893,-41.009619,-45.161549,-45.153345,-45.063426,-38.794754,-38.152819,-43.941081,-50.609422,-37.311520,-45.933927,-49.131473,-50.401584,-40.308061,-40.661772,-51.305232,-47.400896,-41.707128,-47.150166,-48.943274,-42.822385,-52.094664,-37.572563,-45.457269,-45.810451,-44.978770,-40.995945,-40.362472,-46.971846,-50.669913,-37.095726,-42.750395,-54.703037,-38.404451,-37.981690,-42.268314,-47.057927,-41.948393,-37.081704,-50.982904,-44.919613,-41.830088,-46.321457,-44.116804,-44.015602,-48.475107,-49.119453,-50.560605,-41.964204,-46.221790,-59.549253,-38.821930,-48.871712,-41.885697,-58.770430,-50.181970,-47.232973,-47.842144,-46.590376,-39.051555,-38.724925,-37.462505,-40.123592,-50.086675,-44.542923,-54.546460,-47.935251,-41.099610,-44.501297,-46.564339,-45.634294,-59.659129,-41.782353,-38.101005,-40.584315,0,Fileset 1: TS pulse compressed wideband pings T3
116.500,-54.763035,-40.441410,-39.298470,-37.862408,-38.157847,-41.474102,-40.982940,-35.726584,-38.833866,-57.933750,-48.789691,-48.809661,-45.993759,-41.027356,-41.412218,-37.693460,-50.611122,-37.967378,-34.825649,-34.474390,-42.595178,-39.107365,-34.677794,-34.562889,-36.616403,-38.212762,-36.592283,-38.814484,-41.230483,-30.982552,-26.302075,-36.279245,-33.917374,-51.014596,-41.458847,-39.782833,-41.328065,-38.970775,-60.940997,-34.411298,-39.950416,-42.890568,-28.963642,-33.247931,-38.028106,-33.404104,-35.310397,-32.766517,-40.391473,-29.598537,-31.499970,-31.357363,-43.882003,-39.732103,-29.314614,-39.674812,-40.965829,-41.006362,-38.995768,-49.316653,-42.901604,-50.720181,-47.882894,-43.247383,-42.381463,-57.652790,-45.011639,-42.856287,-38.252589,-50.211949,-42.060260,-42.595266,-41.898114,-40.376729,-37.502801,-34.222877,-40.388050,-37.684228,-42.595327,-51.985932,-48.722469,-46.785855,-45.875652,-43.157682,-49.883889,-41.812061,-47.033040,-46.424771,-52.554635,-41.213835,-40.641672,-43.466416,-47.594455,-37.557387,-44.217879,-50.708018,-60.470953,-41.399940,-40.632093,-46.285408,-51.773184,-41.501510,-49.993843,-54.711604,-44.362218,-51.727105,-37.816469,-44.731051,-45.032870,-45.563087,-41.486148,-42.242128,-50.590526,-55.752032,-38.646372,-39.797063,-65.846335,-38.705219,-40.071912,-45.538530,-47.671640,-41.949653,-37.673040,-58.044624,-46.829037,-42.951557,-46.228308,-43.662202,-45.686493,-49.335840,-47.057435,-53.479903,-41.153472,-45.856273,-68.082279,-40.246167,-51.890577,-42.888367,-62.439885,-54.606336,-46.486197,-49.773207,-42.768118,-38.526995,-39.714170,-38.882773,-42.631133,-48.864164,-44.651488,-55.192817,-47.075951,-44.763167,-46.638871,-46.244995,-41.486716,-56.357913,-45.432826,-38.375993,-41.429741,0,Fileset 1: TS pulse compressed wideband pings T3
