Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,Variable_index,Variable_name
46.500,-43.216651,-43.253942,-44.120582,-44.316073,-43.754677,-46.740997,-40.540522,-38.918047,-38.516563,-36.174024,-36.430407,-38.251242,-40.064793,-43.020262,-45.091809,-45.689792,-43.395943,-44.183453,-43.099168,-40.176249,-41.047236,-37.541829,-37.444027,-36.520927,-35.262352,-35.509878,-35.727625,-38.064434,-39.362092,-39.974787,-42.766622,-42.850037,-46.823631,-43.979744,-43.473405,-47.825768,-47.530441,-45.292332,-41.888432,-38.463231,-37.941229,-37.860497,-37.154350,-36.866869,-47.822838,-48.107425,-47.985128,-46.153162,-47.445472,-47.870650,-49.779566,-48.439165,-48.735074,-51.359121,-55.611805,-59.595830,-56.898729,-51.909265,-63.137528,-63.110848,-59.310910,-53.522403,-53.027880,-55.597262,-59.590936,-52.210133,-51.671688,-51.985302,-52.755812,-58.745131,-67.514940,-55.378789,-51.979076,-52.547925,-58.944679,-55.902681,-69.466713,-58.593395,-58.778377,-58.388453,-64.653955,-58.147403,-58.541229,-56.613985,-59.439210,-55.177578,-56.369054,-56.290853,-57.128197,-53.742541,-62.214180,-56.209422,-57.649126,-51.924054,-53.372093,-54.215573,-51.107267,-55.562193,-57.436471,-53.430583,-53.125102,-52.337721,-56.874796,-52.197321,-51.332758,-51.367313,-60.485699,-51.653617,-51.019971,-60.451644,-58.386996,-50.614889,-56.045302,-52.101883,-54.210870,-51.216499,-48.759305,-47.458554,-46.587587,-46.644541,-47.198776,-48.048695,-49.429204,-46.111951,-47.154071,-48.251909,-48.667326,-49.606486,-49.696720,-54.084141,0,Fileset 1: TS pulse compressed wideband pings T1
47.000,-43.003220,-43.456999,-44.530509,-44.385558,-43.786405,-46.114624,-40.777396,-39.006514,-38.252729,-36.116220,-36.067950,-37.896461,-39.747346,-43.017536,-45.486615,-46.152774,-43.373865,-43.976026,-42.961594,-40.100597,-40.961673,-37.074243,-36.967587,-36.213951,-34.878989,-35.293032,-35.437015,-37.701668,-38.920978,-39.695153,-43.015043,-42.873892,-47.330887,-44.144626,-43.544484,-48.330170,-47.971511,-45.422124,-41.896037,-38.109333,-37.603292,-37.438096,-37.028390,-36.704073,-47.852088,-48.300591,-48.033815,-46.187775,-47.532726,-48.115508,-50.365146,-48.451255,-48.696412,-51.037130,-56.432790,-60.194770,-56.944453,-51.558102,-62.973782,-64.578132,-59.648462,-53.708212,-53.542339,-56.340493,-59.967408,-52.321948,-51.796478,-52.281384,-53.063167,-59.205710,-69.648462,-55.541904,-51.884433,-52.096335,-58.913585,-55.899285,-68.091798,-58.781475,-59.094845,-56.481350,-61.781289,-57.723163,-58.591095,-56.462870,-59.335909,-55.251661,-57.363044,-55.762277,-56.761632,-53.201660,-61.953029,-55.251144,-57.124813,-51.337082,-52.809291,-53.647495,-50.591309,-55.525226,-57.709807,-53.322972,-52.998326,-52.228123,-56.472240,-51.722744,-50.967386,-50.780181,-61.336159,-51.283013,-50.667947,-59.462022,-58.027056,-50.369542,-56.374473,-52.197816,-54.029637,-51.464519,-48.400107,-47.170233,-46.857439,-46.997323,-47.004122,-48.767874,-49.365120,-46.221498,-47.190290,-48.120289,-48.793098,-49.369008,-49.739981,-54.226073,0,Fileset 1: TS pulse compressed wideband pings T1
47.500,-42.862836,-43.692946,-44.938304,-44.550000,-43.873803,-45.438708,-41.004588,-39.106033,-37.927221,-36.042917,-35.621131,-37.388579,-39.419022,-42.927048,-45.559338,-46.235848,-43.332537,-43.607853,-42.635385,-39.833464,-40.638438,-36.581026,-36.390494,-35.768755,-34.535824,-34.942891,-34.954449,-37.178299,-38.299310,-39.224838,-42.957165,-42.691411,-47.760225,-44.107519,-43.466842,-48.433462,-47.938135,-45.495156,-41.717876,-37.608628,-37.168760,-37.067563,-36.912007,-36.465665,-47.870278,-48.352354,-47.797235,-46.119785,-47.467409,-48.359547,-50.927275,-48.383912,-48.529417,-50.444562,-56.781787,-60.775935,-56.553100,-51.057268,-62.029407,-64.441084,-59.145732,-53.779988,-53.857973,-56.702023,-59.458326,-52.223280,-51.806509,-52.226531,-53.054146,-58.890556,-69.232315,-55.248970,-51.551888,-51.593172,-58.090164,-55.773805,-66.430375,-58.631042,-59.437232,-54.635252,-59.794962,-57.259395,-58.196964,-56.475008,-59.353187,-54.910176,-57.535384,-55.366555,-56.290011,-52.541581,-61.216299,-54.272683,-56.707118,-50.742947,-52.106594,-52.920820,-49.985195,-55.050418,-57.796888,-52.845901,-52.571134,-51.995460,-55.761808,-51.083696,-50.499850,-50.222493,-61.380588,-50.877923,-50.254364,-58.146160,-57.399856,-50.064795,-56.216489,-51.810517,-53.340534,-51.315410,-47.943719,-46.776767,-47.130460,-47.357032,-46.763470,-49.357784,-48.929955,-46.296441,-47.061871,-47.809159,-48.774358,-49.017379,-49.543070,-54.055201,0,Fileset 1: TS pulse compressed wideband pings T1
48.000,-42.994024,-44.150040,-45.551100,-44.925414,-44.126245,-44.920373,-41.419008,-39.486197,-37.801095,-36.145198,-35.400256,-37.023596,-39.239321,-43.004358,-45.659767,-46.249064,-43.457431,-43.352488,-42.404796,-39.649584,-40.438138,-36.252412,-35.996807,-35.454479,-34.419272,-34.774291,-34.587340,-36.789108,-37.835561,-38.823503,-42.915102,-42.641520,-48.236989,-44.197079,-43.475269,-48.534561,-47.789929,-45.776043,-41.719277,-37.241760,-36.886684,-36.872063,-36.992623,-36.422687,-48.061091,-48.549213,-47.632769,-46.227379,-47.496914,-48.855469,-51.638315,-48.391682,-48.424512,-49.962119,-57.190869,-61.616795,-56.211179,-50.717087,-60.849108,-63.689709,-58.367115,-53.967709,-54.141919,-57.262720,-58.622488,-52.153088,-51.956215,-52.283551,-53.075611,-58.567278,-67.566868,-54.954621,-51.277592,-51.329120,-57.000213,-55.813237,-64.775702,-58.524066,-59.951998,-53.239628,-58.139802,-56.808419,-57.836769,-56.734083,-59.708069,-54.597230,-57.403568,-55.222280,-56.011441,-52.025553,-60.678020,-53.541967,-56.583335,-50.336232,-51.589557,-52.343958,-49.565456,-54.630752,-58.309573,-52.428474,-52.155451,-51.848638,-55.023861,-50.556755,-50.128103,-50.006388,-60.976384,-50.641284,-49.979909,-57.152362,-56.882228,-49.968218,-56.147002,-51.334937,-52.604244,-51.036589,-47.598297,-46.543284,-47.571758,-47.849191,-46.664887,-50.015805,-48.480847,-46.511001,-46.895790,-47.621382,-48.896808,-48.731010,-49.428451,-53.964806,0,Fileset 1: TS pulse compressed wideband pings T1
48.500,-43.191949,-44.625204,-46.222238,-45.271930,-44.326833,-44.357733,-41.874320,-39.950267,-37.664269,-36.241467,-35.212269,-36.662665,-38.992764,-43.096348,-45.727006,-46.164724,-43.553068,-43.020780,-42.110432,-39.431352,-40.259002,-35.903527,-35.610090,-35.104557,-34.300397,-34.638088,-34.228704,-36.388226,-37.389907,-38.392156,-42.861674,-42.614874,-48.470491,-44.322043,-43.442884,-48.649142,-47.510877,-46.032672,-41.765394,-36.878004,-36.560579,-36.612121,-37.063273,-36.401128,-48.184879,-48.759253,-47.459291,-46.328716,-47.493349,-49.393681,-52.265020,-48.219937,-48.172408,-49.485757,-57.778806,-62.439960,-55.940075,-50.403265,-59.620489,-62.855752,-57.423319,-53.939958,-54.162393,-58.085619,-57.606620,-52.061981,-52.053801,-52.445823,-53.087717,-58.269827,-65.930187,-54.752954,-50.916212,-51.115162,-55.867305,-55.791696,-63.009489,-58.235492,-60.176747,-52.145104,-56.329048,-56.098511,-57.576007,-56.718598,-59.930799,-54.365753,-57.225084,-54.889841,-55.750729,-51.465156,-60.396563,-52.893958,-56.473144,-49.883481,-51.093616,-51.751399,-49.187091,-54.269911,-59.135251,-52.069199,-51.660832,-51.548533,-54.072217,-49.978658,-49.623575,-49.876997,-60.349021,-50.310073,-49.641354,-56.438167,-56.408940,-49.861165,-56.252137,-50.900239,-51.828465,-50.627161,-47.188891,-46.323617,-47.950644,-48.173065,-46.468656,-50.561998,-47.966004,-46.655154,-46.521573,-47.444942,-49.057716,-48.300961,-49.259425,-53.929387,0,Fileset 1: TS pulse compressed wideband pings T1
49.000,-43.430586,-45.096366,-46.971791,-45.613884,-44.499162,-43.763403,-42.420979,-40.448349,-37.480208,-36.351301,-35.010357,-36.305388,-38.664020,-43.223093,-45.782846,-46.085778,-43.639479,-42.550366,-41.730214,-39.196598,-40.083182,-35.529597,-35.199194,-34.718957,-34.155092,-34.519146,-33.902483,-35.956282,-36.939869,-37.960906,-42.891542,-42.564770,-48.435911,-44.528827,-43.433729,-48.850512,-47.180718,-46.239780,-41.814390,-36.518814,-36.166017,-36.288804,-37.110604,-36.387873,-48.244382,-49.013045,-47.290462,-46.420030,-47.526941,-49.976493,-52.785441,-47.846146,-47.788301,-49.013635,-58.642170,-63.305484,-55.852367,-50.109961,-58.510154,-61.887408,-56.329835,-53.585173,-53.938040,-59.383444,-56.513554,-52.043857,-52.089993,-52.702738,-53.101278,-57.843844,-64.538473,-54.757302,-50.465141,-50.891762,-54.937482,-55.523864,-61.342558,-57.665753,-59.926376,-51.272060,-54.484379,-55.185547,-57.560320,-56.060204,-59.836046,-54.312771,-57.109595,-54.200292,-55.377370,-50.827853,-60.472984,-52.372904,-56.254171,-49.374892,-50.599774,-51.114093,-48.825761,-54.000101,-60.228512,-51.837563,-51.158323,-51.058033,-52.896617,-49.316315,-48.965760,-49.682203,-59.680757,-49.828397,-49.241025,-55.999384,-56.025372,-49.693487,-56.667796,-50.670396,-51.026446,-50.179656,-46.747979,-46.156123,-48.277326,-48.302086,-46.171683,-51.024475,-47.423764,-46.754006,-46.033081,-47.300956,-49.308637,-47.758807,-49.005223,-53.925341,0,Fileset 1: TS pulse compressed wideband pings T1
49.500,-43.749053,-45.591352,-47.820246,-46.055784,-44.736198,-43.255447,-43.121733,-40.997017,-37.321534,-36.558768,-34.849829,-36.015944,-38.306521,-43.466795,-45.811655,-46.078930,-43.798139,-41.968414,-41.310525,-38.984299,-39.905980,-35.198870,-34.816735,-34.387315,-34.061772,-34.469931,-33.681637,-35.534309,-36.530593,-37.577493,-43.080045,-42.434897,-48.203151,-44.886896,-43.571471,-49.099806,-46.822159,-46.490950,-41.847427,-36.218475,-35.784273,-36.012616,-37.196132,-36.453440,-48.375587,-49.378097,-47.150404,-46.589043,-47.744424,-50.745547,-53.239451,-47.397058,-47.422023,-48.603273,-59.522854,-64.091142,-56.096083,-49.880105,-57.451964,-60.410895,-55.077016,-52.971475,-53.568177,-61.514925,-55.394850,-52.169478,-52.148453,-52.967795,-53.060609,-57.084087,-63.043311,-55.071176,-50.018420,-50.690914,-54.374371,-54.983011,-60.068068,-56.931994,-59.457209,-50.592723,-52.878994,-54.268461,-57.896231,-54.783545,-59.602027,-54.546356,-56.795802,-53.293432,-54.826686,-50.176332,-61.027667,-52.143551,-55.831638,-48.948111,-50.200973,-50.505823,-48.527441,-53.836168,-61.641812,-51.840387,-50.803332,-50.493362,-51.626535,-48.617863,-48.273412,-49.358981,-58.821124,-49.301130,-48.895203,-55.908841,-55.726829,-49.545705,-57.571320,-50.758512,-50.215105,-49.755499,-46.415538,-46.153265,-48.666580,-48.349445,-45.930606,-51.373987,-46.889439,-46.970519,-45.635093,-47.273999,-49.752323,-47.267277,-48.709825,-53.825139,0,Fileset 1: TS pulse compressed wideband pings T1
50.000,-44.035292,-45.964952,-48.531170,-46.487816,-44.955023,-42.825057,-43.772882,-41.467078,-37.160636,-36.774605,-34.691563,-35.731616,-37.844548,-43.733181,-45.589643,-45.944873,-43.900105,-41.240374,-40.790808,-38.669934,-39.577513,-34.853475,-34.411002,-34.081642,-33.974135,-34.413414,-33.498431,-35.051155,-36.096186,-37.140856,-43.251869,-42.041638,-47.663141,-45.241191,-43.793982,-49.028681,-46.238601,-46.737328,-41.689950,-35.903765,-35.396522,-35.764703,-37.235923,-36.539626,-48.568709,-49.690227,-46.896480,-46.774492,-48.123705,-51.726517,-53.405602,-46.918442,-47.119934,-48.203771,-59.348815,-63.585694,-56.659975,-49.616803,-56.200291,-58.307746,-53.642827,-52.121177,-52.970040,-64.712759,-54.192247,-52.294064,-52.177745,-52.954208,-52.733638,-55.831598,-61.122132,-55.667963,-49.587362,-50.471691,-54.082780,-54.207103,-59.267685,-56.203942,-59.095906,-49.970369,-51.561604,-53.398419,-58.319875,-53.168824,-59.499169,-55.053002,-55.753481,-52.347144,-54.027077,-49.482426,-61.782153,-52.259417,-54.995230,-48.658482,-49.915599,-49.931725,-48.250673,-53.624512,-63.168196,-52.080122,-50.635250,-49.909936,-50.330137,-47.847914,-47.583560,-48.808728,-57.348092,-48.773953,-48.605952,-56.122843,-55.213516,-49.433425,-59.011353,-51.101836,-49.315083,-49.257604,-46.218108,-46.256423,-49.022266,-48.253076,-45.818783,-51.153152,-46.246424,-47.362835,-45.382139,-47.330042,-50.318976,-46.873747,-48.343162,-53.349025,0,Fileset 1: TS pulse compressed wideband pings T1
50.500,-44.397037,-46.283346,-48.990396,-46.927785,-45.266833,-42.666259,-44.290432,-41.948805,-37.203894,-37.092851,-34.740698,-35.623696,-37.463790,-44.079935,-45.179750,-45.653012,-43.961847,-40.629428,-40.379386,-38.380237,-39.230698,-34.671319,-34.182270,-33.999799,-34.061284,-34.499940,-33.510541,-34.701157,-35.825055,-36.804871,-43.358594,-41.547614,-46.955627,-45.541394,-44.172841,-48.521495,-45.519245,-47.053319,-41.438789,-35.747382,-35.221555,-35.732612,-37.367176,-36.799833,-48.925127,-49.880377,-46.634359,-47.076691,-48.776226,-53.042812,-53.170176,-46.688605,-47.138088,-48.027784,-57.743510,-61.079081,-57.599060,-49.459876,-54.931581,-56.166829,-52.353301,-51.346491,-52.288125,-66.650780,-53.165353,-52.467600,-52.327435,-52.712050,-52.250675,-54.459324,-59.120334,-56.803758,-49.449385,-50.485062,-54.061593,-53.590961,-59.165963,-55.896794,-59.221739,-49.539014,-50.713655,-52.806027,-58.335255,-51.783694,-59.951552,-56.099075,-54.223052,-51.781339,-53.282854,-48.978560,-61.803736,-52.979305,-53.953104,-48.792187,-50.021600,-49.676146,-48.239422,-53.450336,-63.673475,-52.856461,-50.920268,-49.614036,-49.329942,-47.250429,-47.171957,-48.303796,-55.482081,-48.542121,-48.583740,-56.710244,-54.401904,-49.633854,-61.017613,-51.895208,-48.559727,-48.856660,-46.400270,-46.542687,-49.301498,-48.087883,-46.126393,-50.171046,-45.655833,-48.187304,-45.492594,-47.679553,-51.081269,-46.822787,-48.164638,-52.671919,0,Fileset 1: TS pulse compressed wideband pings T1
51.000,-44.664379,-46.358144,-48.884351,-47.095450,-45.493843,-42.629308,-44.388247,-42.263091,-37.330930,-37.303756,-34.878560,-35.560405,-37.084453,-44.215816,-44.535839,-45.008763,-43.730121,-40.111503,-40.008833,-38.012312,-38.793550,-34.529012,-34.030955,-34.014183,-34.170676,-34.576404,-33.571682,-34.404823,-35.614860,-36.466604,-43.098138,-40.953440,-46.058731,-45.429595,-44.390441,-47.549500,-44.628775,-47.059523,-41.010091,-35.635918,-35.154440,-35.767735,-37.441472,-37.058914,-49.078195,-49.602871,-46.247468,-47.213579,-49.371565,-54.108263,-52.317162,-46.642333,-47.369460,-48.003397,-55.580053,-57.904371,-58.157010,-49.272172,-53.677800,-54.290226,-51.240493,-50.665589,-51.458183,-62.235066,-52.323034,-52.482406,-52.418152,-52.240962,-51.648327,-53.170562,-57.216423,-58.403987,-49.573381,-50.706693,-53.907295,-53.238862,-59.618187,-55.979745,-59.627328,-49.174760,-50.155809,-52.375449,-57.182355,-50.725574,-60.644113,-57.639509,-52.589923,-51.614852,-52.651827,-48.594801,-59.989759,-54.183551,-52.797021,-49.288748,-50.472468,-49.724016,-48.463538,-53.150243,-61.398914,-54.212344,-51.564819,-49.574675,-48.613697,-46.782725,-46.978371,-47.894517,-53.551600,-48.559836,-48.684911,-57.125061,-53.198300,-50.095050,-61.618723,-53.064500,-47.944900,-48.480396,-46.861722,-46.683570,-49.111539,-47.635719,-46.764628,-48.605800,-45.046575,-49.295598,-45.788861,-48.227384,-51.685343,-46.988242,-48.150396,-51.910916,0,Fileset 1: TS pulse compressed wideband pings T1
51.500,-44.934443,-46.309831,-48.434551,-47.090347,-45.729789,-42.755878,-44.261494,-42.523750,-37.607232,-37.477479,-35.163694,-35.623058,-36.854881,-44.142341,-43.960831,-44.265384,-43.329132,-39.841587,-39.822349,-37.741785,-38.471476,-34.515851,-34.056154,-34.186331,-34.362900,-34.719665,-33.753139,-34.300352,-35.570337,-36.270363,-42.617461,-40.517630,-45.276173,-45.009548,-44.379135,-46.589099,-43.859412,-46.680924,-40.641340,-35.676281,-35.270810,-35.917797,-37.562626,-37.355965,-48.897987,-49.026372,-45.914576,-47.151232,-49.729512,-54.270993,-51.223778,-46.874424,-47.842648,-48.263055,-53.842917,-55.383603,-57.588375,-49.165355,-52.704319,-53.013555,-50.506479,-50.262739,-50.727848,-57.906721,-51.862094,-52.441064,-52.492161,-51.909253,-51.260938,-52.303194,-55.739293,-60.058530,-50.093129,-51.307354,-53.507446,-53.392666,-60.645756,-56.487452,-60.267179,-48.999369,-49.922348,-52.191898,-55.394127,-50.141492,-60.918280,-59.462483,-51.323412,-51.967525,-52.362898,-48.450558,-57.600862,-55.817261,-51.822334,-50.244945,-51.377233,-50.238411,-49.091594,-52.862009,-58.398690,-56.336373,-52.545648,-49.912497,-48.323774,-46.593002,-47.104202,-47.811936,-52.015288,-48.925646,-48.932989,-56.897059,-51.979773,-50.903690,-59.081865,-54.620157,-47.681906,-48.307120,-47.655046,-46.579923,-48.580907,-47.065098,-47.731055,-47.154028,-44.590210,-50.560665,-46.217045,-49.060217,-51.956871,-47.388262,-48.461039,-51.430154,0,Fileset 1: TS pulse compressed wideband pings T1
52.000,-45.136676,-46.107582,-47.809653,-46.961644,-45.907907,-42.883691,-44.032233,-42.694657,-37.881900,-37.555360,-35.430954,-35.687589,-36.706645,-43.813971,-43.519821,-43.540886,-42.797635,-39.715031,-39.728074,-37.544584,-38.249590,-34.510329,-34.128408,-34.361676,-34.511463,-34.828887,-33.924942,-34.297568,-35.570523,-36.152097,-42.030241,-40.238493,-44.665910,-44.413375,-44.039402,-45.825901,-43.256525,-45.983381,-40.363123,-35.758381,-35.416439,-36.031387,-37.655999,-37.561013,-48.334247,-48.332842,-45.620684,-46.824447,-49.619585,-53.473792,-50.118154,-47.233149,-48.308417,-48.705325,-52.667541,-53.634965,-56.121496,-49.062211,-52.025058,-52.293768,-50.085686,-50.048439,-50.133693,-54.998054,-51.697484,-52.297644,-52.418080,-51.832245,-51.159887,-51.828694,-54.708264,-59.995271,-50.869406,-52.200816,-52.788985,-53.981125,-61.897934,-57.177796,-61.097979,-48.935300,-49.872965,-52.141930,-53.613825,-49.882070,-60.170913,-60.053890,-50.457870,-52.694640,-52.357991,-48.430131,-55.566033,-57.292950,-51.011788,-51.512339,-52.575155,-51.137558,-50.043264,-52.578561,-56.033384,-58.813438,-53.408875,-50.486588,-48.348553,-46.582178,-47.401902,-47.993837,-50.892965,-49.465991,-49.135348,-55.905760,-50.877299,-51.834793,-55.970851,-55.929891,-47.722032,-48.289021,-48.548045,-46.104346,-47.919353,-46.465788,-48.658621,-46.027719,-44.228359,-51.402512,-46.465515,-50.003555,-51.721821,-47.789742,-48.976470,-51.288299,0,Fileset 1: TS pulse compressed wideband pings T1
52.500,-45.257554,-45.750839,-47.107970,-46.804682,-46.016743,-42.914953,-43.817818,-42.783366,-38.066447,-37.561001,-35.583501,-35.686424,-36.602782,-43.323905,-43.227029,-42.918718,-42.225074,-39.635380,-39.653756,-37.414800,-38.111420,-34.439129,-34.155417,-34.446977,-34.567390,-34.876038,-34.014759,-34.328525,-35.530115,-36.071202,-41.475800,-40.088954,-44.232277,-43.810236,-43.467901,-45.309635,-42.815680,-45.212465,-40.188738,-35.805884,-35.487878,-36.031363,-37.701097,-37.641759,-47.577783,-47.692888,-45.358255,-46.342840,-49.118957,-52.399576,-49.109813,-47.599455,-48.539556,-49.254276,-51.970179,-52.498898,-54.581029,-48.928764,-51.643749,-52.030294,-49.897864,-49.936016,-49.694459,-53.051218,-51.714558,-52.045216,-52.145353,-52.053307,-51.379890,-51.637330,-54.091430,-57.903510,-51.752727,-53.272654,-51.898425,-54.916011,-62.482560,-57.832174,-62.233685,-48.949329,-49.937559,-52.172345,-52.088155,-49.825100,-58.819625,-58.423185,-49.956313,-53.715556,-52.575072,-48.454312,-54.003331,-57.672981,-50.328995,-52.967274,-53.897628,-52.381561,-51.245611,-52.337527,-54.333990,-60.129178,-53.624964,-51.176427,-48.614259,-46.670925,-47.757259,-48.361001,-50.128180,-50.013669,-49.183532,-54.574008,-49.942735,-52.588694,-53.539077,-56.091635,-48.006930,-48.362756,-49.266924,-45.351518,-47.343196,-45.938558,-49.128430,-45.230273,-43.912782,-51.336601,-46.319351,-50.881718,-51.128421,-48.001951,-49.513772,-51.495244,0,Fileset 1: TS pulse compressed wideband pings T1
53.000,-45.357250,-45.272040,-46.349938,-46.681326,-46.103474,-42.855114,-43.712745,-42.838694,-38.179748,-37.589900,-35.645978,-35.647169,-36.572289,-42.836585,-43.097896,-42.469858,-41.737101,-39.569285,-39.593068,-37.394481,-38.079548,-34.319773,-34.131662,-34.455380,-34.589186,-34.923540,-34.044684,-34.389821,-35.447222,-36.041046,-41.079603,-40.071620,-43.988376,-43.339794,-42.859986,-45.057024,-42.539738,-44.575244,-40.154078,-35.818091,-35.486079,-35.953344,-37.750844,-37.676822,-46.857597,-47.226268,-45.154686,-45.881547,-48.485191,-51.501340,-48.263087,-47.934924,-48.447841,-49.899152,-51.681329,-51.860341,-53.368583,-48.796582,-51.593393,-52.160125,-49.891068,-49.904305,-49.457200,-51.766055,-51.810211,-51.725351,-51.727846,-52.594764,-51.976323,-51.621819,-53.874473,-55.493831,-52.615884,-54.329735,-51.059277,-56.200719,-61.278856,-58.265871,-63.604609,-49.086962,-50.122960,-52.319572,-50.886633,-49.945041,-57.493550,-56.051114,-49.815172,-55.085144,-53.032819,-48.530094,-52.876356,-56.637870,-49.804015,-54.484833,-55.173489,-54.028816,-52.650919,-52.218223,-53.158020,-59.038509,-53.052611,-51.929856,-49.148027,-46.851225,-48.139495,-48.884447,-49.718418,-50.456276,-49.105795,-53.285476,-49.242344,-52.860496,-51.792956,-55.106085,-48.518715,-48.469648,-49.578069,-44.535284,-47.007453,-45.573887,-48.947698,-44.743219,-43.648357,-50.525084,-45.805552,-51.580585,-50.464193,-47.955562,-49.842701,-52.072380,0,Fileset 1: TS pulse compressed wideband pings T1
53.500,-45.437494,-44.630537,-45.444722,-46.459352,-46.128354,-42.692145,-43.675684,-42.822559,-38.219638,-37.663210,-35.633986,-35.566114,-36.582727,-42.429125,-43.048561,-42.164054,-41.373210,-39.437987,-39.490767,-37.451490,-38.103335,-34.141513,-34.023777,-34.378060,-34.605264,-34.985174,-34.005558,-34.424490,-35.287974,-36.008986,-40.850598,-40.111515,-43.860150,-43.021948,-42.315896,-44.980392,-42.343173,-44.119305,-40.213474,-35.755384,-35.395382,-35.813867,-37.799735,-37.703815,-46.261996,-46.928249,-44.961435,-45.504362,-47.875624,-50.837095,-47.547674,-48.160298,-48.031700,-50.556884,-51.670391,-51.595505,-52.525803,-48.634706,-51.812275,-52.550133,-49.924104,-49.884713,-49.393126,-50.914081,-51.773881,-51.320401,-51.193656,-53.325338,-52.893794,-51.580765,-53.960085,-53.465796,-53.217285,-54.852424,-50.377101,-57.879798,-58.776016,-58.230475,-64.308141,-49.342212,-50.362877,-52.572397,-49.976727,-50.186198,-56.477839,-53.938659,-49.960515,-56.831004,-53.745270,-48.626754,-52.106020,-54.937872,-49.427527,-55.624900,-56.057373,-56.044053,-54.009673,-52.213263,-52.358798,-56.990517,-51.995943,-52.626819,-49.951550,-47.064113,-48.467931,-49.469874,-49.626294,-50.624673,-48.926523,-52.168722,-48.778672,-52.431494,-50.553629,-53.726135,-49.146350,-48.446757,-49.339895,-43.781763,-46.933113,-45.350185,-48.238507,-44.468166,-43.380017,-49.445292,-45.060871,-51.974156,-49.881140,-47.621882,-49.659397,-52.900169,0,Fileset 1: TS pulse compressed wideband pings T1
54.000,-45.490503,-43.817131,-44.358872,-45.920174,-46.013247,-42.459638,-43.610296,-42.684090,-38.212189,-37.781157,-35.597741,-35.462803,-36.597013,-42.156444,-42.969668,-41.952376,-41.151227,-39.193835,-39.311683,-37.538366,-38.124683,-33.924824,-33.835428,-34.235729,-34.658415,-35.077728,-33.915481,-34.388711,-35.051326,-35.926338,-40.767799,-40.125050,-43.749930,-42.854878,-41.899107,-44.963292,-42.130840,-43.857187,-40.306522,-35.608972,-35.236991,-35.656825,-37.840903,-37.762707,-45.834270,-46.768688,-44.731302,-45.238728,-47.381622,-50.344253,-46.934115,-48.225961,-47.421608,-51.109959,-51.795726,-51.627046,-52.031875,-48.412496,-52.180768,-53.025616,-49.844989,-49.818042,-49.451376,-50.361338,-51.410928,-50.840255,-50.601295,-53.947389,-53.935639,-51.319484,-54.220944,-51.883157,-53.325588,-54.337609,-49.903948,-60.140110,-56.184043,-57.658014,-63.163061,-49.696421,-50.560702,-52.906497,-49.341581,-50.496221,-55.924576,-52.269013,-50.298059,-58.829157,-54.801118,-48.726177,-51.658765,-53.297441,-49.205278,-55.704904,-56.226996,-57.989224,-54.788616,-52.281381,-51.877196,-55.165387,-50.868222,-53.132717,-51.016155,-47.250421,-48.655300,-50.015500,-49.834071,-50.412133,-48.696143,-51.277848,-48.558400,-51.462961,-49.711160,-52.458118,-49.701091,-48.154038,-48.700503,-43.180055,-47.093955,-45.211261,-47.332499,-44.295515,-43.065648,-48.448633,-44.273151,-52.046588,-49.456693,-47.082308,-48.905237,-53.665053,0,Fileset 1: TS pulse compressed wideband pings T1
