Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,Variable_index,Variable_name
189.500,-45.359918,-42.168669,-53.435443,-43.445731,-42.513404,-49.535361,-49.579659,-46.605906,-41.626635,-47.774698,-39.055083,-35.051727,-33.291865,-48.009707,-39.827151,-39.940360,-39.255539,-41.962399,-39.360595,-40.621409,-41.436054,-28.278325,-39.267010,-33.073342,-40.614336,-35.696231,-32.994174,-58.967321,-37.114182,-35.294157,-44.759632,-50.320513,-47.579944,-42.547155,-54.379815,-42.540937,-53.324118,-36.157650,-42.959870,-49.108734,-44.037875,-40.935749,-60.648351,-51.735118,-46.347249,-47.663413,-49.215330,-40.429619,-40.045388,-40.486025,-44.142944,-54.584281,-48.142286,-46.866106,-40.812863,-46.928495,-48.582257,-46.067044,-55.952507,-44.207609,-46.815512,-40.022967,-43.031067,-46.721869,-47.187321,-41.095321,-46.395655,-40.178114,-47.189798,-49.352231,-44.348973,-58.162693,-53.174720,-49.756183,-52.483419,-46.703330,-51.922105,-51.575651,-43.856904,-45.397828,-50.613016,-49.005731,-49.350166,-48.388324,-41.630747,-49.885165,-48.192147,-45.535857,-50.266288,-51.358730,-46.911585,-45.339688,-47.331164,-45.861789,-43.254713,-44.334069,-47.822009,-63.159637,-52.652851,-43.879501,-50.745933,-55.879543,-67.102957,-45.527713,-52.602799,-43.054308,-61.909420,-58.293001,-61.568792,-62.942627,-45.051382,-57.773674,-58.701229,-43.076718,-41.610802,-54.788754,-44.681339,-46.336839,-59.417771,-40.806222,-46.381811,-38.743261,-46.922345,-42.355363,-52.035902,-42.344567,-47.001080,-49.470692,-48.453721,-48.259804,0,Fileset 1: TS pulse compressed wideband pings T2
190.000,-44.022522,-42.040261,-54.397190,-43.878101,-41.916250,-49.244393,-49.066577,-45.491041,-42.242592,-46.950050,-38.067946,-34.753388,-33.040147,-46.956270,-38.754625,-39.656402,-38.860634,-41.819062,-41.068792,-40.417605,-40.145972,-28.703321,-38.044426,-33.959398,-41.742555,-35.202838,-31.425440,-64.497069,-37.250716,-34.821337,-44.445701,-48.030203,-46.771386,-41.684082,-52.148261,-41.672318,-49.201832,-35.363468,-42.486030,-48.626182,-42.685709,-40.131677,-60.924640,-50.674685,-48.083692,-46.352033,-48.791593,-39.278078,-39.900838,-40.818643,-44.590706,-54.995774,-47.598046,-47.196186,-41.268797,-46.980684,-48.792168,-48.501411,-56.258650,-44.809233,-45.437707,-39.749414,-43.387645,-48.035212,-46.542279,-40.814994,-46.998307,-40.211915,-45.960898,-49.451610,-44.125150,-57.317021,-52.622913,-50.030983,-50.380659,-48.840377,-52.941276,-48.556942,-42.983340,-46.983573,-53.420831,-52.165184,-50.465853,-49.937527,-41.134913,-50.176686,-47.918844,-45.769708,-52.204623,-51.801122,-46.129099,-44.797090,-47.868674,-45.922448,-43.760097,-43.346933,-48.201811,-55.530135,-53.411037,-44.397540,-50.625127,-53.763887,-76.786320,-46.548176,-54.812001,-42.142993,-60.615697,-55.360211,-56.374728,-67.540113,-43.932842,-56.296405,-55.157216,-44.232854,-40.827677,-54.298839,-44.122814,-45.305177,-59.552892,-39.203572,-46.518675,-37.698759,-46.060476,-42.630482,-52.450443,-41.680170,-46.494445,-48.142291,-48.211346,-47.117817,0,Fileset 1: TS pulse compressed wideband pings T2
190.500,-42.880329,-41.812823,-54.960214,-44.337610,-41.285771,-49.057353,-48.469396,-42.799708,-42.729502,-45.673706,-37.725741,-34.176291,-32.569911,-45.784135,-37.975837,-39.512961,-38.543365,-41.895881,-43.317190,-39.690979,-38.820011,-29.548014,-37.068767,-34.667409,-42.856012,-34.900216,-30.468271,-54.857084,-37.064304,-34.674659,-44.965535,-46.571626,-46.074697,-40.897832,-50.545740,-41.241708,-47.050417,-34.835891,-42.366991,-47.680005,-40.955568,-39.398888,-60.052293,-49.915791,-50.827676,-45.384025,-47.173898,-38.493520,-39.736778,-41.305397,-45.389792,-53.331411,-47.632465,-47.561475,-41.362268,-47.227204,-48.908305,-51.589058,-57.000271,-45.618362,-44.231339,-39.711034,-43.798319,-49.507654,-46.113475,-40.996017,-46.870113,-40.359949,-45.189817,-49.356251,-44.328853,-56.924842,-52.113814,-50.909091,-48.766262,-51.920876,-55.308660,-46.718485,-43.152885,-48.553135,-53.924420,-55.812693,-52.845919,-51.751400,-40.750920,-50.566945,-47.440805,-46.558666,-55.627565,-52.463534,-45.824608,-44.783464,-48.948798,-46.736352,-44.320463,-42.735835,-49.049706,-52.183234,-54.524110,-45.216680,-50.273477,-52.187153,-66.076997,-48.276117,-57.572171,-41.653677,-56.384164,-53.282368,-52.411728,-67.388004,-43.284709,-52.360237,-53.138626,-45.940102,-40.289580,-53.900630,-43.527913,-44.684895,-59.688828,-38.069374,-46.518558,-36.933038,-45.438778,-42.786250,-52.942174,-41.173476,-46.078559,-46.908968,-48.115525,-46.244184,0,Fileset 1: TS pulse compressed wideband pings T2
191.000,-41.900471,-41.390932,-54.673531,-44.467342,-40.572261,-48.953275,-47.847604,-40.401431,-42.992817,-44.246426,-37.856316,-33.526803,-31.977211,-44.547616,-37.540283,-39.585800,-38.106231,-42.235286,-45.193016,-38.574325,-37.635884,-30.588383,-36.340791,-34.948933,-43.442954,-34.552727,-29.973748,-51.007411,-36.438442,-34.737628,-46.596531,-45.461871,-45.603262,-40.158086,-49.340985,-41.157930,-46.397498,-34.588330,-42.516116,-46.717395,-39.116683,-38.841937,-57.947133,-49.283187,-52.955557,-44.543535,-44.929184,-38.006161,-39.396745,-41.564702,-46.404052,-51.117602,-48.143541,-47.337134,-41.138089,-47.711107,-48.989934,-53.502873,-57.780634,-46.580730,-43.289860,-39.957516,-44.041842,-51.051635,-45.718124,-41.603095,-46.101096,-40.366404,-44.659256,-49.124883,-44.999078,-56.624374,-51.454375,-52.391539,-47.722759,-54.934482,-59.422514,-45.913912,-44.292899,-48.859665,-50.635743,-56.327622,-55.466547,-53.299881,-40.433604,-50.783020,-46.571747,-47.772852,-61.770222,-53.518599,-45.922731,-45.318068,-50.504836,-48.156025,-44.706284,-42.417861,-49.966639,-50.280033,-55.950269,-46.098075,-49.918605,-51.274064,-61.821763,-50.926913,-58.069246,-41.362907,-53.169290,-52.155264,-49.985724,-63.253523,-42.966763,-49.730835,-52.306456,-47.814704,-40.087077,-53.846063,-43.035742,-44.439102,-59.476314,-37.317816,-46.039906,-36.423939,-44.751867,-42.556812,-53.314516,-40.899978,-45.792616,-45.895571,-48.008453,-45.565701,0,Fileset 1: TS pulse compressed wideband pings T2
191.500,-41.086458,-40.869026,-53.661200,-44.133484,-39.907227,-48.561586,-47.326177,-38.681210,-43.295176,-42.889677,-38.249219,-32.996701,-31.433177,-43.334867,-37.374650,-39.895268,-37.511622,-42.878563,-45.283524,-37.276953,-36.805069,-31.454583,-35.768986,-34.820288,-43.426880,-34.106437,-29.791970,-48.365911,-35.580108,-34.867502,-49.686960,-44.459868,-45.502909,-39.531721,-48.296506,-41.234940,-46.942547,-34.612207,-42.905805,-46.154438,-37.493652,-38.507152,-55.858805,-48.688297,-50.774359,-43.746779,-42.813220,-37.739235,-38.823559,-41.356755,-47.278896,-49.580293,-48.778784,-46.461786,-40.872164,-48.566227,-49.195584,-51.587241,-57.869865,-47.858185,-42.620059,-40.581299,-44.059251,-52.715531,-45.227326,-42.563012,-45.134803,-40.070866,-44.219149,-48.749511,-46.183012,-56.276004,-50.666015,-54.505341,-47.229029,-55.158146,-66.247107,-45.935107,-46.183657,-48.041577,-47.536565,-53.273560,-54.493091,-53.812873,-40.215008,-50.612727,-45.457306,-49.143309,-82.709509,-54.799891,-46.328671,-46.439373,-52.450823,-49.913091,-44.619109,-42.366076,-50.269824,-48.979154,-57.441405,-46.957792,-49.636662,-50.901041,-60.119695,-55.228571,-55.536509,-41.137742,-51.020473,-51.780176,-48.418055,-60.101568,-42.879426,-48.211426,-52.187914,-49.061787,-40.263272,-54.008488,-42.776558,-44.405010,-58.464828,-36.857197,-45.042363,-36.089499,-43.839277,-42.014512,-53.801404,-40.916974,-45.780569,-45.258382,-47.851471,-45.068024,0,Fileset 1: TS pulse compressed wideband pings T2
192.000,-40.500007,-40.430221,-52.301031,-43.554580,-39.498997,-47.695352,-46.888877,-37.557869,-43.822273,-41.757221,-38.802243,-32.715588,-31.098908,-42.245129,-37.463025,-40.425082,-36.907392,-43.898844,-44.012603,-36.052649,-36.488033,-31.817187,-35.269953,-34.465239,-43.260834,-33.696911,-29.848580,-45.980611,-34.825814,-35.016212,-55.170167,-43.608241,-45.921012,-39.152956,-47.307935,-41.342065,-48.497629,-34.923033,-43.586499,-46.166444,-36.283593,-38.418016,-54.396284,-48.102072,-47.662553,-43.012364,-41.154322,-37.699725,-38.146143,-40.830947,-47.592726,-48.848321,-49.180521,-45.407662,-40.789934,-50.023225,-49.665827,-48.633224,-57.533755,-49.827518,-42.245457,-41.710911,-44.006343,-54.605488,-44.680180,-43.789980,-44.327472,-39.573131,-43.904210,-48.310879,-47.930222,-56.022265,-49.941155,-57.407325,-47.292182,-53.129005,-67.335522,-46.551408,-48.113430,-47.133383,-45.295831,-50.351450,-51.466495,-53.025881,-40.181536,-50.093006,-44.434146,-50.221801,-65.866171,-55.999843,-47.033004,-48.238442,-54.777040,-51.547461,-44.033320,-42.616327,-49.736557,-48.193866,-58.600789,-47.936581,-49.411106,-50.888617,-59.442360,-62.312437,-53.021937,-40.986592,-49.707974,-52.000281,-47.444813,-57.892105,-43.003334,-47.509718,-52.376484,-49.071694,-40.863403,-54.322973,-42.817936,-44.478612,-56.738409,-36.684982,-43.858709,-35.917565,-42.837964,-41.446778,-54.782255,-41.265936,-46.149336,-45.031687,-47.734792,-44.813537,0,Fileset 1: TS pulse compressed wideband pings T2
192.500,-40.231280,-40.231983,-51.026123,-43.075587,-39.528630,-46.644427,-46.846719,-36.936076,-44.398700,-40.955976,-39.543194,-32.774195,-31.117068,-41.379313,-37.873777,-41.135552,-36.479830,-45.402809,-42.906735,-35.124944,-36.771949,-31.661304,-34.825430,-34.069579,-43.410822,-33.504069,-30.145852,-43.808382,-34.423963,-35.252698,-63.157901,-43.062844,-46.990300,-39.150174,-46.405560,-41.471123,-50.823842,-35.557737,-44.635177,-46.768625,-35.590128,-38.595445,-53.605352,-47.553200,-45.508005,-42.409631,-40.080032,-37.954560,-37.584206,-40.339745,-47.343804,-48.799567,-49.210521,-44.648716,-41.025343,-52.414381,-50.500281,-46.535795,-57.644294,-53.013391,-42.223897,-43.473683,-44.143837,-56.709120,-44.246887,-45.203952,-43.879214,-39.093616,-43.843500,-48.003507,-50.307276,-56.107343,-49.493703,-61.401746,-47.993848,-51.324560,-60.288870,-47.338369,-48.500356,-46.682688,-43.829532,-48.340557,-49.274717,-51.674919,-40.441908,-49.455296,-43.785693,-50.578814,-61.201888,-57.069238,-48.101813,-50.877803,-57.479302,-52.472005,-43.256476,-43.225955,-48.896663,-48.082435,-59.114379,-49.246880,-49.239718,-51.087619,-59.306260,-61.120987,-51.283428,-41.019647,-49.163221,-52.823506,-46.978487,-56.510692,-43.369398,-47.486486,-52.637282,-48.339799,-41.911786,-55.011443,-43.162477,-44.688807,-54.931421,-36.873723,-42.844031,-35.994564,-42.005490,-41.111292,-56.610146,-41.957992,-46.893505,-45.170849,-47.802325,-44.905934,0,Fileset 1: TS pulse compressed wideband pings T2
193.000,-40.104340,-40.109159,-49.853279,-42.694096,-39.859381,-45.628286,-47.457774,-36.493170,-44.291007,-40.291799,-40.318805,-32.977278,-31.336540,-40.580917,-38.432068,-41.699416,-36.103238,-47.251506,-42.280584,-34.370386,-37.408891,-31.035848,-34.218855,-33.516937,-43.862860,-33.392427,-30.466734,-41.766703,-34.215033,-35.460905,-56.080766,-42.697235,-48.583727,-39.344496,-45.413105,-41.461143,-52.324284,-36.298351,-45.843084,-47.653654,-35.212666,-38.810062,-53.092480,-46.856143,-43.947014,-41.760008,-39.378113,-38.323839,-37.081052,-39.908375,-46.721164,-49.076445,-48.740740,-44.181773,-41.406573,-56.020541,-51.530533,-45.198606,-58.467592,-57.459934,-42.347623,-45.719772,-44.439214,-58.692334,-43.872630,-46.492465,-43.645919,-38.549330,-43.860508,-47.749082,-53.218543,-56.431765,-49.205007,-65.365943,-49.245020,-50.081515,-56.191281,-47.405839,-47.067315,-46.633637,-42.851105,-46.926818,-47.924181,-50.274095,-40.858220,-48.692201,-43.412418,-50.058535,-59.375171,-58.120916,-49.334209,-54.417766,-59.797463,-52.348715,-42.355315,-43.991134,-48.076851,-48.495346,-58.770756,-50.765504,-48.926976,-51.140282,-59.462745,-56.189717,-50.041651,-41.121605,-49.119582,-54.139710,-46.718098,-55.746319,-43.762887,-47.792584,-52.713265,-47.385512,-43.134177,-56.131950,-43.528091,-44.885770,-53.288412,-37.255967,-41.934837,-36.188177,-41.286387,-40.878780,-59.658336,-42.695621,-47.636212,-45.385251,-47.941155,-45.186155,0,Fileset 1: TS pulse compressed wideband pings T2
193.500,-40.356485,-40.272943,-49.044955,-42.708384,-40.737645,-45.138099,-49.340740,-36.363563,-43.505221,-39.969077,-41.422718,-33.541874,-31.984189,-40.120742,-39.340190,-42.211774,-36.034636,-49.702991,-42.309206,-34.007124,-38.478006,-30.455973,-33.699240,-33.094528,-44.894407,-33.577128,-31.032141,-40.170603,-34.352508,-35.972496,-51.110876,-42.766773,-51.059409,-39.937125,-44.598072,-41.625133,-50.699728,-37.356737,-47.380325,-48.956394,-35.360500,-39.282287,-52.907244,-46.301666,-42.960263,-41.303930,-39.223387,-39.044939,-36.955104,-39.856902,-46.299153,-49.868796,-48.171128,-44.255754,-42.162792,-61.865184,-53.028855,-44.667594,-60.561917,-59.281522,-42.799744,-48.728644,-45.180036,-60.820408,-43.897512,-47.830309,-43.870384,-38.220858,-44.108317,-47.828086,-57.313923,-57.149508,-49.295085,-63.686464,-51.505632,-49.543829,-54.171817,-46.712981,-45.667718,-47.228549,-42.523668,-46.144967,-47.462429,-49.329814,-41.735233,-48.157245,-43.559034,-49.364729,-58.447850,-59.802522,-50.840231,-59.881362,-60.290521,-51.925425,-41.699106,-45.148448,-47.762812,-49.619422,-58.043575,-52.689308,-48.762912,-51.186577,-59.804887,-53.836815,-49.436579,-41.594846,-49.743979,-56.346226,-46.803250,-55.763389,-44.402332,-48.507375,-52.972053,-46.711826,-44.661166,-58.085159,-44.096983,-45.344764,-52.181439,-38.079703,-41.380888,-36.777737,-40.974056,-40.939964,-66.513450,-43.560143,-48.384220,-45.899863,-48.436931,-45.900512,0,Fileset 1: TS pulse compressed wideband pings T2
194.000,-40.783125,-40.466968,-48.343369,-42.895827,-41.948200,-45.029286,-52.604357,-36.280396,-42.219084,-39.744065,-42.685832,-34.244643,-32.795720,-39.822937,-40.277476,-42.397811,-36.080766,-52.359050,-42.594074,-33.756910,-39.443967,-29.878925,-33.090778,-32.640345,-46.338414,-33.782701,-31.619453,-38.815031,-34.495065,-36.656843,-48.176534,-43.060645,-54.528552,-40.661633,-43.795257,-41.823043,-47.482948,-38.511936,-48.925248,-50.441423,-35.803834,-39.814562,-52.767808,-45.787432,-42.188844,-40.833675,-39.333921,-39.895205,-37.038431,-39.976092,-46.012551,-51.026271,-47.382655,-44.578430,-43.052250,-63.675135,-54.822805,-44.507673,-64.524569,-55.887009,-43.279445,-52.331235,-46.090899,-62.864629,-44.167474,-49.022952,-44.334203,-37.912636,-44.226453,-48.039084,-63.458237,-57.784347,-49.479458,-59.588979,-54.975717,-49.329894,-53.580755,-45.515137,-44.798280,-48.182466,-42.559633,-45.592050,-47.528982,-48.658840,-42.953495,-47.694176,-43.998775,-48.660181,-57.007475,-62.123420,-52.059599,-68.991678,-58.529834,-51.459944,-41.142598,-46.534557,-47.830676,-51.137369,-56.971313,-54.756048,-48.606532,-51.020508,-59.012859,-52.577527,-49.196230,-42.284638,-50.755370,-59.459161,-46.954408,-56.101794,-45.080465,-49.274055,-53.407273,-46.109130,-46.192205,-60.668851,-44.672044,-45.856074,-51.388996,-39.137449,-40.955719,-37.564714,-40.871254,-40.998389,-72.719212,-44.177180,-48.788723,-46.589270,-49.083487,-46.834062,0,Fileset 1: TS pulse compressed wideband pings T2
194.500,-41.370900,-40.604908,-47.673002,-43.186797,-43.444281,-45.207782,-56.606337,-36.203567,-40.819546,-39.562130,-44.065247,-35.052141,-33.641175,-39.680181,-41.025999,-42.284930,-36.234489,-54.244219,-42.955415,-33.499355,-39.780259,-29.344899,-32.395185,-32.166115,-48.319817,-33.903267,-32.176135,-37.625003,-34.490987,-37.505338,-46.303338,-43.536136,-59.691316,-41.423239,-43.015686,-42.045039,-44.650351,-39.724976,-50.286932,-52.121080,-36.503965,-40.390969,-52.638976,-45.395175,-41.515988,-40.324198,-39.603378,-40.796175,-37.306869,-40.192933,-45.880915,-52.483360,-46.315610,-44.990338,-43.964763,-58.067922,-56.847290,-44.465276,-69.888782,-53.185376,-43.629688,-56.032325,-46.973942,-63.967748,-44.650198,-50.094175,-44.982526,-37.586882,-44.026218,-48.344863,-65.544114,-57.975529,-49.626647,-56.420556,-59.497854,-49.239127,-54.285198,-44.301671,-44.509414,-49.287338,-42.837676,-45.081404,-47.977500,-48.169269,-44.586141,-47.271500,-44.686283,-48.074976,-54.683017,-64.689325,-52.474639,-63.732689,-56.224302,-51.098181,-40.696044,-48.218110,-48.260199,-52.878467,-55.722178,-57.024493,-48.454619,-50.699174,-56.798447,-51.772502,-49.218485,-43.214863,-52.031783,-63.679677,-47.105334,-56.226400,-45.782064,-49.951883,-54.112994,-45.482582,-47.621016,-63.438600,-45.251964,-46.339249,-50.825247,-40.389976,-40.620468,-38.480394,-40.925884,-40.958345,-59.566395,-44.409335,-48.864117,-47.530361,-49.789683,-47.933325,0,Fileset 1: TS pulse compressed wideband pings T2
195.000,-42.317499,-40.794711,-47.177198,-43.719619,-45.351317,-45.698853,-55.955456,-36.327376,-39.622549,-39.578994,-45.622704,-36.138480,-34.559458,-39.866794,-41.551597,-42.157740,-36.679887,-54.205497,-43.521527,-33.324900,-39.402209,-29.044545,-31.796778,-31.871765,-51.283262,-34.053070,-32.831282,-36.721291,-34.444117,-38.603104,-45.328870,-44.332513,-63.496606,-42.324127,-42.449014,-42.408902,-42.642989,-41.132200,-51.443458,-54.196404,-37.628337,-41.167635,-52.628970,-45.348238,-41.041161,-39.956929,-40.118171,-41.803362,-37.897176,-40.612503,-46.111604,-53.912937,-45.068360,-45.536908,-44.926268,-54.514472,-59.023474,-44.550534,-63.061882,-51.687011,-43.881029,-57.412389,-47.827147,-63.481862,-45.443536,-51.249364,-45.935374,-37.382404,-43.586920,-48.883335,-59.322896,-57.778917,-49.819631,-54.208321,-58.882025,-49.299930,-56.470281,-43.488903,-44.894694,-50.428107,-43.436672,-44.700415,-48.852999,-47.945089,-46.900270,-47.005890,-45.788501,-47.822981,-52.206685,-65.723251,-52.152575,-58.041337,-54.244932,-51.000137,-40.544552,-50.500771,-49.170369,-54.901729,-54.623710,-59.877729,-48.434823,-50.502559,-54.503224,-51.386073,-49.556140,-44.629091,-53.585653,-68.337285,-47.423872,-55.843971,-46.669539,-50.676475,-55.115355,-44.957056,-49.005724,-65.356460,-45.971465,-46.870524,-50.605575,-41.977991,-40.548287,-39.565967,-41.240290,-40.989137,-54.156644,-44.442637,-48.975925,-48.932307,-50.592834,-49.321120,0,Fileset 1: TS pulse compressed wideband pings T2
195.500,-43.486309,-40.797995,-46.645072,-44.304013,-47.388300,-46.153960,-51.932405,-36.515762,-38.430504,-39.608883,-46.893004,-37.340043,-35.266604,-40.196098,-41.566335,-41.900833,-37.217168,-52.781106,-44.153767,-33.024713,-38.479715,-28.807141,-31.115405,-31.595432,-54.154233,-34.051989,-33.355452,-35.912534,-34.182432,-39.558300,-44.846515,-45.212044,-57.690187,-43.117980,-41.907693,-42.619588,-41.185841,-42.468427,-52.079983,-56.383184,-38.995568,-41.927874,-52.412953,-45.420914,-40.504402,-39.575167,-40.609448,-42.551944,-38.563542,-40.990561,-46.583301,-54.316553,-43.480888,-45.989911,-45.602481,-52.274019,-60.554372,-44.559181,-57.319573,-50.624400,-43.765178,-55.731236,-48.471981,-62.027297,-46.240225,-52.282920,-46.945651,-37.076347,-42.755559,-49.408974,-55.429669,-57.177210,-49.854272,-52.502815,-54.593038,-49.260913,-59.216958,-42.977373,-45.623030,-51.168928,-44.146017,-44.282480,-49.810383,-47.739322,-49.722309,-46.627249,-47.150070,-47.721548,-49.918308,-63.591760,-51.348280,-54.918719,-52.402456,-50.860479,-40.486241,-53.283299,-50.245683,-57.056244,-53.599813,-62.653656,-48.285747,-50.328466,-52.617799,-51.215617,-49.871410,-46.481568,-54.943315,-68.606603,-47.771122,-54.906499,-47.481346,-51.356594,-55.653991,-44.359186,-49.965923,-65.598511,-46.504073,-47.171088,-50.527768,-43.661015,-40.566544,-40.369704,-41.511142,-40.978407,-50.716888,-44.223751,-49.177133,-50.493577,-51.137731,-50.761381,0,Fileset 1: TS pulse compressed wideband pings T2
196.000,-45.181655,-40.802940,-46.242694,-45.134655,-49.595203,-46.641597,-48.647266,-37.053764,-37.421271,-39.871380,-47.489563,-38.926737,-35.996909,-40.903773,-41.344594,-41.716323,-37.994511,-51.522093,-45.106771,-32.866553,-37.742945,-28.885343,-30.582001,-31.570019,-52.217597,-34.223439,-33.953767,-35.463733,-34.008363,-40.373585,-44.796739,-46.306260,-53.276396,-43.973549,-41.590299,-42.788402,-40.393941,-43.814160,-52.462846,-58.649803,-40.820107,-42.900194,-52.177929,-45.679475,-40.034998,-39.446539,-41.215407,-43.099170,-39.461778,-41.520076,-47.601516,-54.146389,-41.944185,-46.642782,-46.193273,-50.992341,-60.889380,-44.797363,-54.074630,-49.717016,-43.542202,-54.148000,-49.337937,-60.326634,-47.169992,-53.295751,-48.200008,-36.871569,-41.883775,-50.078148,-53.134116,-56.568809,-50.019333,-51.358379,-51.780927,-49.380521,-58.108393,-43.016670,-46.637512,-51.754745,-45.307109,-44.140661,-50.882562,-47.767805,-52.627968,-46.274248,-49.080087,-47.969460,-48.244419,-60.510340,-50.748087,-53.270013,-50.803033,-50.699548,-40.690836,-56.198980,-51.441587,-59.663086,-52.909029,-62.853908,-48.192726,-50.426757,-51.424339,-51.438546,-50.275657,-49.270439,-55.938080,-66.434175,-48.486349,-54.099014,-48.242117,-52.478224,-55.489016,-43.972724,-50.489350,-65.266431,-46.856996,-47.434307,-50.856370,-45.555078,-40.903719,-40.746849,-41.800773,-41.252829,-48.536788,-44.126350,-49.845109,-52.045794,-51.507675,-52.465617,0,Fileset 1: TS pulse compressed wideband pings T2
196.500,-47.421123,-40.672308,-45.753992,-45.901761,-51.595501,-46.836140,-46.045374,-37.880841,-36.461938,-40.186657,-46.645911,-40.836574,-36.764344,-41.919417,-40.914681,-41.414719,-38.731547,-50.751479,-46.163566,-32.803014,-37.298401,-29.196256,-30.095251,-31.650674,-48.363327,-34.637865,-34.545285,-35.299254,-33.911032,-40.915471,-44.715265,-47.332705,-50.404456,-44.720904,-41.327087,-42.765054,-40.056486,-44.861567,-52.651835,-61.012851,-42.894871,-44.068832,-52.079278,-45.750045,-39.416191,-39.495320,-41.708737,-43.331179,-40.413628,-42.086717,-49.066893,-54.175509,-40.557538,-47.503044,-46.727738,-50.214215,-59.793461,-45.174753,-52.357239,-48.561356,-43.241761,-53.160720,-50.469130,-58.272172,-48.148748,-53.903965,-49.618873,-36.669679,-40.996058,-50.743119,-51.529771,-55.842054,-50.307400,-50.545050,-50.021851,-49.654707,-53.597155,-43.495136,-47.318067,-52.414724,-47.081044,-44.251704,-51.789644,-47.942118,-52.986568,-45.776498,-51.616370,-48.358287,-47.096739,-57.788375,-50.486538,-52.477850,-49.269988,-50.198905,-40.960119,-56.154277,-52.200768,-61.800085,-52.369790,-60.509084,-48.073848,-50.636908,-50.641509,-51.733289,-50.697446,-53.461327,-56.386615,-64.924400,-49.671272,-53.516206,-48.525338,-54.410929,-55.006801,-43.740446,-50.369659,-64.501947,-46.762187,-47.625028,-51.560716,-47.344428,-41.410439,-40.393208,-41.830909,-41.768477,-47.169232,-44.106572,-50.793911,-52.792589,-51.530344,-54.388328,0,Fileset 1: TS pulse compressed wideband pings T2
197.000,-50.506867,-40.432140,-45.115113,-46.207036,-53.295232,-46.555684,-44.039443,-39.053024,-35.621824,-40.386028,-44.709079,-43.074195,-37.771800,-43.363585,-40.457288,-41.010376,-39.221691,-50.551041,-47.124633,-32.900342,-37.098346,-29.779183,-29.716117,-31.798871,-45.828864,-35.533671,-35.253200,-35.434726,-34.006233,-41.398902,-44.470303,-48.078513,-48.483088,-45.355030,-41.069777,-42.663703,-40.138624,-45.491103,-52.793058,-64.817635,-44.952755,-45.650824,-52.671393,-45.450104,-38.645216,-39.770895,-41.971741,-43.495635,-41.379870,-42.741652,-50.689853,-54.524549,-39.504990,-48.688322,-47.407466,-49.686630,-58.029841,-45.572555,-51.801700,-47.253405,-43.079391,-52.293497,-51.697873,-56.358463,-49.347108,-53.847720,-51.368226,-36.571336,-40.216703,-51.442629,-50.180360,-54.929113,-50.847301,-50.035212,-48.839857,-50.256892,-49.743900,-44.442093,-47.223430,-53.744701,-49.917393,-44.695606,-52.477129,-48.287168,-50.555433,-45.161645,-54.929937,-48.713327,-46.458878,-55.903950,-50.686781,-52.200176,-47.869066,-49.372332,-41.262481,-52.824631,-52.225355,-61.189587,-51.863759,-58.034331,-48.022587,-50.901041,-50.086241,-51.866235,-51.404132,-60.834913,-56.940749,-64.175131,-51.765974,-53.103823,-48.145394,-58.099640,-54.829063,-43.701178,-49.834325,-62.962306,-46.298135,-47.971317,-52.747292,-48.806401,-42.034031,-39.558073,-41.554691,-42.572343,-46.478406,-44.165495,-51.731592,-52.271022,-51.250952,-56.729848,0,Fileset 1: TS pulse compressed wideband pings T2
