Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,Variable_index,Variable_name
103.000,-41.870381,-42.561152,-39.089307,-42.426477,-37.720403,-39.433951,-36.809995,-35.962513,-37.495589,-32.650805,-33.573799,-35.483661,-33.901789,-81.806191,-46.269978,-49.991224,-40.253271,-41.569816,-43.150721,-36.224132,-35.056516,-35.210673,-35.050979,-33.769183,-32.097945,-33.029583,-32.771792,-36.992023,-35.076887,-34.204733,-50.643531,-42.553991,-47.878740,-38.210016,-45.077194,-42.316038,-47.009892,-39.136372,-39.317031,-33.269655,-33.889713,-36.677860,-34.461206,-32.807458,-47.356447,-47.510994,-43.786340,-41.343851,-42.272023,-38.092188,-40.759578,-39.935214,-41.715271,-41.104440,-43.761874,-41.093902,-41.776049,-42.551399,-40.923006,-42.499298,-44.727946,-40.134741,-43.364484,-47.821643,-45.949714,-47.402752,-50.206825,-38.065449,-40.761293,-45.166650,-43.589524,-44.794773,-42.196188,-55.081280,-45.144761,-54.431222,-44.896060,-47.128699,-46.464950,-48.147414,-52.578107,-52.428751,-47.491156,-52.433588,-43.958035,-43.942279,-41.792149,-62.036335,-50.145088,-44.042251,-46.304535,-51.204675,-47.896926,-48.256950,-42.599160,-43.418522,-47.904280,-46.580388,-50.721394,-43.583660,-45.589017,-48.934305,-61.425875,-47.624162,-51.041202,-61.541181,-53.380031,-49.495290,-55.818964,-45.669837,-44.083465,-44.398804,-50.071022,-44.462672,-41.097894,-40.412748,-40.367198,-42.235381,-44.199789,-38.420009,-40.983703,-44.456458,-44.972900,-38.964084,-43.774314,-45.709269,-41.317819,-44.782256,-40.369479,-41.919606,0,Fileset 1: TS pulse compressed wideband pings T3
103.500,-41.533085,-41.387623,-38.856597,-41.874881,-38.065082,-38.950349,-37.246294,-35.424203,-37.824226,-32.600206,-33.538349,-35.345584,-33.757058,-58.775607,-46.194958,-48.720506,-39.757192,-41.057070,-43.561998,-36.159530,-35.177741,-34.811812,-34.656669,-33.350289,-32.002401,-32.984245,-32.661115,-36.904183,-35.035027,-33.862337,-49.871725,-42.620764,-46.795653,-38.279858,-46.160077,-42.722302,-48.710905,-39.173190,-39.225137,-33.114110,-33.634236,-36.341535,-34.252023,-32.511274,-48.962779,-48.975993,-43.726839,-41.359116,-42.462807,-38.424670,-40.858023,-39.851094,-41.254057,-41.594562,-44.114976,-40.774061,-41.820303,-42.435181,-40.914132,-42.661712,-44.870625,-40.429252,-43.570425,-47.691351,-46.200192,-47.729762,-51.410373,-38.066753,-40.819376,-46.278534,-43.361762,-45.675102,-41.443741,-54.263248,-44.810760,-51.868162,-43.601273,-46.836050,-47.069521,-49.242689,-51.314517,-52.527343,-48.052164,-52.790622,-44.673602,-44.330439,-41.521269,-64.231236,-51.492216,-44.097623,-45.002393,-50.499578,-46.840156,-47.770744,-43.118405,-42.968753,-46.586992,-46.810806,-51.677432,-44.634471,-46.154442,-47.922100,-66.309715,-48.321511,-53.464695,-59.058563,-51.931649,-48.170819,-53.949962,-45.303958,-43.432345,-44.674943,-51.120615,-45.089947,-41.237539,-40.755438,-39.861039,-42.643387,-43.888903,-38.585322,-40.767642,-44.018815,-44.719569,-38.807542,-43.361376,-46.473011,-41.147626,-44.248484,-40.760151,-42.238227,0,Fileset 1: TS pulse compressed wideband pings T3
104.000,-41.342212,-40.406926,-38.782802,-41.224042,-38.599321,-38.487090,-37.822386,-34.894681,-38.254835,-32.516440,-33.605593,-35.258496,-33.620031,-52.841904,-46.108913,-46.709773,-39.138155,-40.540125,-43.996060,-36.155014,-35.375247,-34.477520,-34.205261,-32.977831,-31.919947,-32.930935,-32.625623,-36.652359,-34.933332,-33.509999,-48.256154,-42.883849,-45.742213,-38.183503,-47.170055,-43.159875,-50.725437,-39.091734,-39.279630,-32.943563,-33.434157,-36.049204,-34.010652,-32.195485,-51.559238,-50.588095,-43.695361,-41.377173,-42.805356,-38.824442,-40.965426,-39.690668,-40.758212,-42.122831,-44.631491,-40.577139,-41.707865,-42.357693,-41.104131,-42.851595,-44.967697,-40.770834,-43.880972,-46.960042,-46.104161,-48.024126,-52.394744,-38.174218,-40.937883,-47.689931,-43.297515,-46.802482,-40.924118,-53.422156,-44.381302,-49.589024,-42.858649,-46.980761,-48.505194,-51.030633,-50.333599,-51.361629,-47.926781,-53.227278,-45.242964,-44.845589,-41.344065,-66.093068,-53.180926,-44.112684,-43.867187,-49.013333,-45.651010,-47.538821,-43.869917,-42.681564,-45.682627,-47.147132,-52.543158,-46.040158,-46.817114,-47.130952,-62.153620,-49.260537,-54.424136,-56.415061,-50.779125,-46.988780,-52.408918,-44.891715,-42.921680,-45.221097,-51.396735,-45.471974,-41.297156,-41.092666,-39.467407,-43.358202,-43.448827,-38.750759,-40.627211,-43.457491,-44.410819,-38.748406,-42.966331,-47.380000,-40.992343,-43.647953,-41.050145,-42.695947,0,Fileset 1: TS pulse compressed wideband pings T3
104.500,-41.325656,-39.675130,-38.893387,-40.476223,-39.402835,-38.025814,-38.645250,-34.465744,-38.830522,-32.481473,-33.792409,-35.263757,-33.546025,-49.606943,-46.103470,-44.925199,-38.597291,-40.039328,-44.502524,-36.272219,-35.678074,-34.286647,-33.834079,-32.762138,-31.924080,-32.973387,-32.778822,-36.346973,-34.879529,-33.248555,-46.765722,-43.366907,-44.883747,-38.076984,-47.952523,-43.717943,-52.902716,-39.021784,-39.568591,-32.841745,-33.357836,-35.774996,-33.759886,-31.845717,-55.703253,-51.674242,-43.704793,-41.350264,-43.311859,-39.321571,-41.199922,-39.505733,-40.351830,-42.644346,-45.349683,-40.552526,-41.586684,-42.358319,-41.537317,-43.076367,-45.016321,-41.146604,-44.359734,-45.966994,-45.722880,-48.343930,-52.856318,-38.424236,-41.194395,-49.398018,-43.401963,-48.214945,-40.706869,-52.768793,-44.024676,-48.025873,-42.660376,-47.761943,-51.125431,-53.635236,-49.977553,-49.727746,-47.187173,-53.699636,-45.507292,-45.519784,-41.296943,-66.622585,-55.125586,-44.148120,-42.999202,-47.392503,-44.583960,-47.641586,-44.922316,-42.635782,-45.208222,-47.513413,-53.041020,-47.900804,-47.494063,-46.672573,-57.603372,-50.364391,-52.770977,-54.012707,-49.952992,-46.104588,-51.278033,-44.549784,-42.605650,-46.145678,-50.849160,-45.661058,-41.305522,-41.504864,-39.317418,-44.520032,-43.028801,-38.982043,-40.717375,-42.946277,-44.157224,-38.910412,-42.834398,-48.540739,-40.896288,-43.090857,-41.206003,-43.318270,0,Fileset 1: TS pulse compressed wideband pings T3
105.000,-41.421033,-39.141158,-39.115273,-39.639396,-40.498666,-37.502664,-39.687742,-34.111812,-39.443623,-32.502570,-33.993621,-35.269641,-33.455410,-47.589923,-46.118682,-43.560663,-38.152717,-39.451622,-44.923395,-36.404641,-35.943326,-34.134753,-33.514806,-32.632740,-31.914126,-33.045487,-33.044664,-35.970002,-34.810718,-33.003827,-45.700736,-43.783642,-44.138739,-37.985182,-48.117608,-44.315482,-54.637052,-38.948579,-40.023835,-32.778037,-33.381619,-35.481020,-33.512311,-31.453216,-60.468241,-51.519786,-43.664213,-41.167216,-43.914952,-39.892077,-41.577585,-39.256224,-40.045177,-43.027822,-46.180770,-40.642250,-41.488425,-42.357076,-42.131614,-43.247593,-44.895375,-41.418951,-44.956630,-44.931140,-45.163866,-48.636567,-52.719741,-38.757296,-41.578558,-51.095582,-43.639479,-49.760299,-40.703337,-52.275471,-43.749662,-47.052690,-42.892218,-49.367060,-55.160235,-56.856845,-50.289679,-48.371680,-46.122689,-53.958843,-45.322791,-46.265953,-41.310328,-64.314499,-56.997338,-44.215630,-42.420107,-45.993452,-43.726139,-48.042647,-46.209639,-42.782206,-45.090394,-47.752685,-52.713503,-49.952827,-47.935827,-46.519288,-54.779251,-51.079423,-50.383165,-51.843985,-49.326695,-45.457637,-50.461258,-44.259058,-42.395688,-47.389478,-49.790723,-45.616848,-41.170782,-41.901240,-39.349819,-46.044795,-42.619557,-39.214604,-41.021434,-42.506043,-43.931865,-39.238217,-42.985139,-49.892279,-40.765305,-42.582942,-41.139805,-44.128266,0,Fileset 1: TS pulse compressed wideband pings T3
105.500,-41.496603,-38.734492,-39.375316,-38.732882,-41.850413,-36.876424,-40.914999,-33.818185,-39.984793,-32.571815,-34.092045,-35.197166,-33.292426,-46.291216,-46.102633,-42.544765,-37.817185,-38.779217,-45.131450,-36.484354,-36.084148,-33.973466,-33.263692,-32.580986,-31.865503,-33.147459,-33.402254,-35.589392,-34.735184,-32.767277,-45.130631,-43.813172,-43.416533,-37.958144,-47.507943,-44.946560,-55.079196,-38.855771,-40.571775,-32.717867,-33.456889,-35.136980,-33.225311,-30.969287,-57.626458,-50.553108,-43.532668,-40.779885,-44.459924,-40.511274,-42.126826,-38.964989,-39.828529,-43.195810,-47.012666,-40.819293,-41.426555,-42.298443,-42.790649,-43.331303,-44.554101,-41.521462,-45.591105,-43.960615,-44.537580,-48.813843,-52.239209,-39.135417,-42.048867,-52.014661,-43.937056,-51.097830,-40.877185,-51.933983,-43.553346,-46.507539,-43.404785,-52.172619,-57.947218,-60.109320,-51.304353,-47.573081,-45.046280,-53.831258,-44.804438,-46.963186,-41.337259,-61.445011,-58.424370,-44.294521,-42.087344,-44.873213,-43.066717,-48.690575,-47.617680,-43.061955,-45.245164,-47.736818,-51.559621,-51.372289,-48.033333,-46.648469,-53.015794,-50.905963,-48.393086,-49.947336,-48.866462,-45.018760,-49.911880,-44.053144,-42.244745,-48.927943,-48.646892,-45.398195,-40.940899,-42.246521,-39.532772,-47.703862,-42.234476,-39.450964,-41.543279,-42.189599,-43.736616,-39.721783,-43.435325,-51.382187,-40.498880,-42.142773,-40.873272,-45.126286,0,Fileset 1: TS pulse compressed wideband pings T3
106.000,-41.513617,-38.432551,-39.700001,-37.866544,-43.503379,-36.210565,-42.304132,-33.577865,-40.405910,-32.712471,-34.056140,-35.047368,-33.048077,-45.450136,-45.965478,-41.727063,-37.597012,-38.095746,-45.070863,-36.467270,-36.078268,-33.812287,-33.092702,-32.612896,-31.790799,-33.286298,-33.831113,-35.264581,-34.670886,-32.536785,-45.027332,-43.307703,-42.644674,-38.012917,-46.364807,-45.678304,-53.514075,-38.730864,-41.119575,-32.680454,-33.600269,-34.804793,-32.918999,-30.434225,-53.167833,-49.482864,-43.372416,-40.288471,-44.803475,-41.236547,-42.885199,-38.711066,-39.720282,-43.226200,-47.754522,-41.116476,-41.406810,-42.194490,-43.475552,-43.361801,-44.043340,-41.511473,-46.169572,-43.151151,-43.954035,-48.828804,-51.671586,-39.575220,-42.566420,-51.605488,-44.306405,-51.803693,-41.237462,-51.738197,-43.425423,-46.338972,-43.985335,-56.772536,-54.739686,-62.312624,-52.940375,-47.420234,-44.129950,-53.320015,-44.210354,-47.506741,-41.438096,-59.287744,-59.255147,-44.411041,-42.007714,-44.061992,-42.622155,-49.540631,-48.966534,-43.452363,-45.647869,-47.507060,-50.067082,-51.081691,-47.874142,-47.059159,-51.995621,-50.011514,-46.898154,-48.387264,-48.601134,-44.786871,-49.610083,-43.970524,-42.158646,-50.751154,-47.630791,-45.047165,-40.717729,-42.540518,-39.844473,-48.831137,-41.904529,-39.755102,-42.300516,-42.052686,-43.576057,-40.376199,-44.161305,-52.936774,-40.070936,-41.822625,-40.531103,-46.357808,0,Fileset 1: TS pulse compressed wideband pings T3
106.500,-41.524050,-38.254490,-40.187041,-37.170313,-45.547259,-35.621305,-43.824503,-33.402996,-40.751570,-32.970159,-33.943050,-34.900943,-32.759114,-44.914212,-45.604502,-40.975916,-37.528775,-37.521512,-44.818577,-36.349145,-35.976061,-33.723088,-33.029660,-32.761055,-31.754087,-33.485585,-34.322213,-35.049212,-34.659822,-32.332561,-45.337978,-42.458166,-41.839833,-38.148086,-45.107420,-46.672186,-50.643861,-38.604149,-41.534489,-32.728988,-33.880420,-34.583391,-32.661282,-29.960191,-50.003879,-48.470158,-43.308218,-39.873047,-44.882717,-42.198623,-43.883646,-38.604452,-39.769448,-43.309070,-48.349894,-41.630450,-41.455745,-42.130039,-44.235054,-43.417118,-43.495594,-41.532024,-46.575310,-42.609382,-43.528731,-48.716715,-51.111867,-40.125834,-43.122588,-50.347084,-44.838157,-51.738211,-41.847209,-51.690950,-43.384738,-46.616971,-44.361630,-59.480667,-51.582658,-62.633509,-54.645866,-48.056378,-43.467625,-52.602469,-43.757973,-47.791501,-41.758318,-57.875607,-59.363798,-44.633232,-42.227952,-43.611250,-42.442206,-50.545640,-49.979081,-43.975018,-46.319212,-47.214093,-48.693664,-49.533029,-47.664519,-47.778483,-51.594579,-48.975215,-45.844765,-47.246590,-48.615503,-44.816886,-49.579578,-44.048553,-42.203211,-52.880369,-46.829483,-44.610408,-40.623023,-42.835086,-40.295352,-48.626195,-41.682080,-40.232375,-43.324801,-42.162727,-43.467899,-41.252844,-45.106445,-54.388248,-39.566860,-41.703464,-40.281860,-47.863710,0,Fileset 1: TS pulse compressed wideband pings T3
107.000,-41.460684,-38.094603,-40.797854,-36.594320,-47.890496,-35.066932,-45.260138,-33.182940,-40.975321,-33.222992,-33.686386,-34.732243,-32.354898,-44.470924,-44.850423,-40.103766,-37.542731,-37.032003,-44.409339,-36.029108,-35.730938,-33.655717,-32.988695,-32.934341,-31.720286,-33.650377,-34.735809,-34.869393,-34.634356,-32.069162,-45.854725,-41.453640,-40.977669,-38.242655,-43.926188,-48.033127,-47.552394,-38.427049,-41.524868,-32.802483,-34.225485,-34.362157,-32.334233,-29.476759,-47.469142,-47.260978,-43.300467,-39.520307,-44.598175,-43.376796,-44.938442,-38.592557,-39.878355,-43.471173,-48.585058,-42.312222,-41.473601,-42.061353,-45.035657,-43.410686,-42.914682,-41.564541,-46.552278,-42.256975,-43.193045,-48.417633,-50.360927,-40.653211,-43.584281,-48.783983,-45.449913,-51.036677,-42.661611,-51.648359,-43.346282,-47.290100,-44.245806,-54.848890,-49.787828,-60.900223,-55.038583,-49.658238,-42.976397,-51.765450,-43.423684,-47.612711,-42.341974,-56.987975,-58.684150,-44.857280,-42.611019,-43.383914,-42.425556,-51.469079,-50.254732,-44.522517,-47.132794,-46.840423,-47.554549,-47.756043,-47.443070,-48.686730,-51.596143,-48.040392,-45.090502,-46.445497,-48.872043,-45.072312,-49.738781,-44.178042,-42.329376,-55.211239,-46.168329,-44.054917,-40.635499,-43.082895,-40.789983,-47.324180,-41.498788,-40.858011,-44.501328,-42.448083,-43.302912,-42.289378,-46.017454,-55.276696,-38.979670,-41.697119,-40.111454,-49.404057,0,Fileset 1: TS pulse compressed wideband pings T3
107.500,-41.566201,-38.139583,-41.732611,-36.366835,-50.540497,-34.768249,-46.623724,-33.090084,-41.288761,-33.612776,-33.483287,-34.773642,-32.039771,-44.221776,-43.924443,-39.285640,-37.819793,-36.784810,-44.115103,-35.682851,-35.540906,-33.748410,-33.117903,-33.234144,-31.870024,-33.907789,-35.132871,-34.872995,-34.743284,-31.894795,-46.537879,-40.620937,-40.288019,-38.459205,-43.109090,-50.109159,-44.923096,-38.458229,-41.179631,-33.109534,-34.840885,-34.269380,-32.117489,-29.197783,-45.502336,-46.013661,-43.503217,-39.423646,-44.256724,-45.007825,-46.028131,-38.825524,-40.206293,-43.937699,-48.506114,-43.297153,-41.644606,-42.178078,-46.150271,-43.473417,-42.537268,-41.761270,-46.233974,-42.248013,-43.120753,-48.175352,-49.484713,-41.242207,-44.099889,-47.400480,-46.299708,-50.184680,-43.866590,-51.677685,-43.509606,-48.525861,-43.995708,-51.530584,-49.243052,-58.111129,-54.114855,-53.009075,-42.795484,-51.080485,-43.359617,-47.178786,-43.498304,-56.742308,-57.900257,-45.243454,-43.282400,-43.523897,-42.759283,-52.283932,-49.960915,-45.254677,-48.265227,-46.610948,-46.919288,-46.357554,-47.386271,-49.896510,-51.984128,-47.409713,-44.756845,-46.046954,-49.514186,-45.747934,-50.219103,-44.456118,-42.722396,-57.763828,-45.798463,-43.628439,-40.913745,-43.456022,-41.453847,-46.028507,-41.528215,-41.807394,-45.868913,-43.033922,-43.229273,-43.665539,-46.786603,-55.583223,-38.562627,-41.929330,-40.209437,-50.918980,0,Fileset 1: TS pulse compressed wideband pings T3
108.000,-41.716271,-38.266248,-42.762967,-36.342931,-52.257759,-34.584085,-47.667555,-33.039709,-41.562477,-33.986717,-33.212354,-34.898787,-31.723332,-44.020924,-42.875999,-38.501223,-38.236389,-36.608368,-43.869538,-35.243775,-35.317931,-33.796802,-33.288742,-33.452549,-32.077030,-34.118484,-35.304653,-34.939457,-34.844769,-31.694207,-47.017981,-39.900206,-39.671304,-38.739514,-42.586010,-52.708801,-42.788779,-38.695374,-40.539280,-33.514118,-35.586046,-34.101613,-31.889856,-29.004892,-43.937090,-44.786794,-43.680514,-39.415141,-43.878917,-46.967575,-46.874366,-39.113982,-40.590557,-44.533471,-47.945415,-44.297589,-41.895331,-42.331709,-47.535941,-43.440711,-42.276944,-41.886322,-45.608343,-42.408018,-43.165831,-47.931348,-48.385093,-41.693967,-44.493493,-46.193317,-47.134668,-49.239835,-45.332157,-51.589032,-43.820299,-50.077947,-43.886180,-49.865542,-49.546129,-55.279383,-52.944639,-59.905549,-42.765723,-50.443391,-43.348979,-46.497815,-45.109606,-56.768564,-57.103360,-45.625821,-44.032215,-43.844155,-43.305873,-52.658256,-49.250622,-46.018851,-49.682878,-46.396363,-46.684449,-45.238912,-47.307232,-51.229759,-52.395421,-46.870524,-44.688991,-45.731574,-50.326095,-46.716539,-50.811279,-44.685118,-43.248942,-59.724465,-45.610661,-43.331872,-41.286195,-43.801450,-42.081932,-45.047284,-41.626254,-42.874676,-46.962505,-43.693528,-43.136341,-45.296795,-47.029260,-55.555355,-38.235308,-42.177585,-40.451503,-52.088765,0,Fileset 1: TS pulse compressed wideband pings T3
108.500,-41.844358,-38.445616,-43.677066,-36.471460,-51.217266,-34.457015,-48.342660,-33.024873,-41.680352,-34.280155,-32.851319,-34.999455,-31.398034,-43.791680,-41.818292,-37.792411,-38.669169,-36.401019,-43.594367,-34.738124,-35.046975,-33.660771,-33.437158,-33.470791,-32.252878,-34.240477,-35.182427,-35.022734,-34.856824,-31.429859,-47.009758,-39.248455,-39.049453,-39.127376,-42.314592,-54.396217,-41.105434,-39.174597,-39.826989,-33.936037,-36.374255,-33.792427,-31.613045,-28.827787,-42.792941,-43.796493,-43.660603,-39.377344,-43.506975,-49.161130,-47.510673,-39.329438,-40.925032,-45.089044,-46.952997,-44.987971,-42.213907,-42.397273,-49.108692,-43.265085,-42.072463,-41.761012,-44.789671,-42.632610,-43.235566,-47.650635,-47.149970,-41.963423,-44.639682,-45.159032,-47.655821,-48.259926,-46.959076,-51.321463,-44.290553,-51.517269,-44.176638,-49.383885,-50.202386,-52.993003,-51.931937,-65.989887,-42.791028,-49.762363,-43.271299,-45.701483,-46.935495,-56.365802,-55.796480,-45.888253,-44.747431,-44.263673,-44.015796,-52.454387,-48.367947,-46.698415,-51.628841,-46.138268,-46.748039,-44.265809,-47.107135,-52.625666,-52.552389,-46.263989,-44.769587,-45.229193,-51.096397,-47.865773,-51.316598,-44.795665,-43.820461,-59.717726,-45.570655,-43.207480,-41.612112,-44.012706,-42.497972,-44.351045,-41.699552,-43.900399,-47.227064,-44.222528,-42.998575,-47.156563,-46.532849,-55.583005,-37.924147,-42.232495,-40.797755,-52.959639,0,Fileset 1: TS pulse compressed wideband pings T3
109.000,-42.017936,-38.804760,-44.462089,-36.833575,-48.472165,-34.497620,-48.852514,-33.193801,-41.699451,-34.612395,-32.584452,-35.111676,-31.220555,-43.568032,-40.962147,-37.316843,-39.108343,-36.319833,-43.367644,-34.374041,-34.902938,-33.477742,-33.695152,-33.453849,-32.499645,-34.459469,-35.000161,-35.277716,-34.914405,-31.270391,-46.552345,-38.805921,-38.522831,-39.807978,-42.370983,-53.156962,-39.914186,-40.025747,-39.351936,-34.436739,-37.259509,-33.529701,-31.420197,-28.757336,-42.170778,-43.254630,-43.546003,-39.404690,-43.305707,-51.803536,-48.330377,-39.579774,-41.268737,-45.646754,-45.870145,-45.348173,-42.739362,-42.438227,-50.673084,-43.155785,-42.029557,-41.505243,-44.018225,-43.017971,-43.443344,-47.461013,-46.094487,-42.286770,-44.673683,-44.426118,-47.764449,-47.464821,-48.774798,-51.050846,-45.097398,-52.215176,-45.206020,-50.080735,-50.638808,-51.613630,-51.013970,-56.853452,-42.984667,-49.132811,-43.256742,-45.039337,-48.547293,-55.119575,-53.820975,-46.087868,-45.554053,-44.914531,-45.015030,-51.961312,-47.645142,-47.301356,-54.885296,-45.955898,-47.105831,-43.515751,-46.974204,-54.253826,-52.470979,-45.716691,-45.051861,-44.622417,-51.803433,-49.253306,-51.729550,-44.981542,-44.535782,-58.211906,-45.828161,-43.444178,-41.963023,-44.203923,-42.733113,-43.951916,-41.823682,-44.990705,-46.629040,-44.635934,-42.974943,-49.231839,-45.447014,-55.920457,-37.721750,-42.098780,-41.446747,-54.049097,0,Fileset 1: TS pulse compressed wideband pings T3
109.500,-42.041564,-39.121779,-44.938248,-37.214841,-45.604548,-34.536859,-48.990627,-33.290510,-41.380186,-34.782490,-32.273364,-34.973527,-30.966848,-42.989919,-40.058368,-36.776987,-39.154806,-36.183514,-42.914376,-33.939721,-34.662250,-33.094184,-33.789133,-33.218219,-32.522530,-34.533887,-34.609934,-35.427305,-34.763573,-30.967767,-45.475183,-38.313958,-37.832038,-40.468646,-42.338291,-50.369995,-38.821312,-40.870285,-38.916567,-34.747250,-37.997556,-33.256636,-31.176973,-28.639615,-41.780974,-42.864973,-43.224273,-39.340058,-43.113151,-54.900524,-49.197963,-39.684511,-41.347773,-46.057721,-44.686407,-45.282485,-43.202677,-42.228947,-51.275239,-42.998881,-41.910300,-41.024433,-43.130487,-43.351390,-43.633019,-47.175359,-45.148411,-42.579357,-44.495763,-43.792598,-47.334199,-46.727202,-50.244449,-50.537747,-46.001316,-51.342849,-46.942544,-51.704324,-50.198457,-50.910715,-49.700219,-53.153814,-43.118471,-48.317986,-43.172416,-44.382140,-49.129367,-53.149630,-51.550880,-46.015687,-46.370151,-45.706181,-46.157049,-51.280443,-46.993729,-47.474899,-60.801036,-45.682419,-47.386930,-42.754224,-46.788880,-55.775788,-51.863719,-45.048909,-45.189077,-43.806193,-52.020765,-50.560667,-51.731542,-45.056740,-45.125768,-56.415793,-46.087732,-43.765245,-42.052178,-44.140970,-42.514312,-43.467146,-41.720782,-46.032841,-45.351261,-44.663059,-42.821066,-50.474609,-43.753122,-56.150809,-37.413652,-41.570386,-42.279599,-55.519353,0,Fileset 1: TS pulse compressed wideband pings T3
110.000,-42.025986,-39.508933,-45.350272,-37.695277,-43.226698,-34.749297,-48.803089,-33.435139,-40.917147,-34.923686,-32.075833,-34.775811,-30.802455,-42.234788,-39.267947,-36.279670,-38.949265,-36.231264,-42.469843,-33.624960,-34.513158,-32.814358,-33.898794,-33.034922,-32.512787,-34.637042,-34.285966,-35.633998,-34.633221,-30.737749,-44.228489,-37.979702,-37.211827,-41.150640,-42.224166,-47.847860,-37.890457,-41.591545,-38.651573,-35.000707,-38.702450,-33.146711,-30.962475,-28.547278,-41.539625,-42.540094,-42.970005,-39.355489,-43.010028,-57.506709,-49.951939,-39.878916,-41.255504,-46.584737,-43.658508,-45.188089,-43.656573,-41.973905,-50.641633,-43.028975,-41.882700,-40.631126,-42.280322,-43.723947,-43.983262,-46.935288,-44.468557,-43.037524,-44.383394,-43.316937,-46.698705,-46.232495,-51.038834,-49.962936,-47.079898,-49.550480,-49.710199,-54.191282,-49.389269,-51.005483,-48.261276,-51.499478,-43.389260,-47.545341,-43.291435,-43.919525,-48.953961,-51.121810,-49.593177,-45.794602,-47.393153,-46.793796,-47.637578,-50.824844,-46.619875,-47.312850,-63.464303,-45.439008,-47.622538,-42.202715,-46.833642,-56.689818,-50.937128,-44.562644,-45.325266,-43.183213,-51.721593,-51.924529,-51.563451,-45.220399,-45.693410,-55.028467,-46.493090,-44.314959,-42.097465,-44.062788,-42.130796,-43.027830,-41.591336,-47.459032,-44.072613,-44.561102,-42.695571,-50.018878,-42.012357,-56.054351,-37.173664,-40.909717,-43.509331,-57.330915,0,Fileset 1: TS pulse compressed wideband pings T3
110.500,-42.086857,-40.001757,-45.805859,-38.320471,-41.441718,-35.256995,-48.195840,-33.658717,-40.435216,-35.126881,-32.039420,-34.654909,-30.769259,-41.471275,-38.634529,-35.836049,-38.638581,-36.498928,-42.143672,-33.455359,-34.484263,-32.730789,-34.043398,-32.963474,-32.510183,-34.733872,-34.068170,-35.854887,-34.567180,-30.611972,-43.092268,-37.832861,-36.746992,-41.724249,-41.976801,-45.853746,-37.117592,-41.930491,-38.555099,-35.269890,-39.452821,-33.283034,-30.866279,-28.588383,-41.347812,-42.178774,-42.902313,-39.553418,-43.051961,-56.404374,-50.113044,-40.258933,-41.047148,-47.434005,-42.896849,-45.296370,-44.039631,-41.812874,-49.483328,-43.353513,-42.031129,-40.483086,-41.540461,-44.158879,-44.626069,-46.825031,-44.043044,-43.711473,-44.558379,-43.080730,-46.171683,-46.075692,-50.930585,-49.372558,-48.128340,-47.779576,-53.545547,-56.426286,-48.843512,-51.896096,-47.001585,-50.946864,-43.878915,-46.913412,-43.749740,-43.724290,-48.709414,-49.387515,-48.110340,-45.558197,-48.746582,-48.293626,-49.625577,-50.780203,-46.583443,-46.969057,-55.989095,-45.306169,-47.876933,-41.946841,-47.185107,-56.191353,-49.929448,-44.373104,-45.491549,-42.915347,-50.799806,-53.239718,-51.353625,-45.419248,-46.140753,-54.004122,-47.011854,-44.990946,-42.139953,-44.033392,-41.757526,-42.662303,-41.521374,-49.635462,-43.077681,-44.458246,-42.630411,-48.562298,-40.523788,-55.330592,-37.111331,-40.302795,-45.157757,-58.642106,0,Fileset 1: TS pulse compressed wideband pings T3
