Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,Variable_index,Variable_name
108.000,-45.089531,-40.458511,-45.282302,-39.686538,-55.840055,-37.323337,-49.219870,-34.222825,-43.030783,-36.088691,-35.341212,-36.655113,-33.064663,-45.044104,-43.635732,-39.235283,-38.923678,-37.111910,-44.323306,-35.854598,-35.977651,-34.310965,-33.526643,-33.560231,-32.204943,-34.197333,-35.326315,-34.942272,-34.850452,-31.708462,-47.132348,-40.141053,-40.156425,-39.271622,-43.037993,-53.178624,-43.487253,-39.697534,-41.681215,-35.505123,-38.116995,-37.100988,-35.223746,-32.439486,-47.515438,-47.659739,-45.471570,-41.696658,-46.613410,-49.375048,-48.182471,-40.334320,-42.454697,-46.708841,-49.572702,-45.649988,-43.173465,-43.777761,-49.353256,-44.812811,-43.521287,-43.297935,-47.429738,-44.514208,-45.254675,-49.849581,-50.079555,-43.373512,-46.313259,-48.792116,-50.123715,-51.167713,-45.996851,-51.961540,-44.735704,-51.843570,-45.476752,-51.418191,-50.912360,-55.896948,-53.368446,-60.665631,-43.676389,-51.285525,-45.052643,-48.742601,-47.342411,-59.149327,-60.095410,-48.194203,-47.023709,-47.239027,-46.021996,-54.261095,-50.915141,-47.701464,-51.900234,-49.148855,-48.581578,-46.119217,-48.100796,-52.463680,-53.268269,-47.130073,-44.930142,-46.090081,-50.631460,-47.142531,-51.201076,-45.233902,-44.220267,-60.271670,-45.693196,-43.339604,-41.384014,-44.226557,-42.502988,-45.619510,-42.540524,-43.876440,-47.802255,-44.295850,-43.899841,-45.739053,-47.268018,-56.313514,-39.822266,-43.700122,-41.862612,-54.964602,0,Fileset 1: TS pulse compressed wideband pings T3
108.500,-45.255563,-40.659008,-46.217023,-39.841828,-54.829547,-37.221938,-49.912429,-34.226620,-43.174165,-36.417076,-35.010352,-36.774365,-32.750274,-44.824719,-42.587316,-38.538279,-39.369214,-36.914205,-44.056204,-35.357530,-35.715486,-34.181943,-33.679384,-33.580720,-32.383273,-34.320970,-35.204524,-35.025585,-34.862624,-31.444221,-47.124933,-39.490346,-39.537222,-39.663161,-42.770257,-54.871829,-41.814644,-40.192025,-40.981485,-35.943207,-38.934307,-36.837188,-35.008053,-32.328044,-46.400274,-46.692944,-45.473258,-41.699250,-46.292135,-51.615434,-48.844025,-40.569648,-42.816197,-47.302173,-48.613812,-46.368813,-43.518869,-43.870914,-50.956627,-44.663794,-43.341407,-43.196095,-46.637903,-44.776500,-45.367979,-49.609154,-48.878647,-43.675005,-46.496157,-47.812380,-50.702145,-50.218470,-47.633331,-51.701728,-45.223777,-53.319871,-45.800600,-50.967804,-51.595269,-53.622270,-52.364154,-66.765868,-43.719756,-50.615333,-44.989448,-47.962258,-49.181954,-58.780122,-58.824787,-48.503368,-47.788043,-47.710259,-46.765681,-54.082626,-50.056515,-48.406665,-53.878020,-48.930378,-48.672943,-45.158754,-47.912293,-53.880466,-53.441293,-46.528984,-45.015601,-45.594728,-51.406536,-48.297400,-51.709649,-45.346818,-44.807541,-60.273947,-45.654396,-43.215361,-41.711480,-44.442797,-42.921224,-44.925921,-42.619125,-44.906789,-48.070388,-44.831618,-43.774918,-47.606148,-46.775699,-56.357118,-39.544499,-43.786860,-42.237950,-55.895421,0,Fileset 1: TS pulse compressed wideband pings T3
109.000,-45.468078,-41.039790,-47.023117,-40.231273,-52.115091,-37.288824,-50.440195,-34.414733,-43.219550,-36.785317,-34.774526,-36.905645,-32.583938,-44.611168,-41.740715,-38.074871,-39.821542,-36.842965,-43.837797,-35.002276,-35.580487,-34.006122,-33.941835,-33.566096,-32.632600,-34.541657,-35.022706,-35.280604,-34.920326,-31.284864,-46.668344,-39.048864,-39.013283,-40.347509,-42.830410,-53.638521,-40.634450,-41.058892,-40.519319,-36.460420,-39.849434,-36.621179,-34.878211,-32.325306,-45.807718,-46.175097,-45.380842,-41.768225,-46.143106,-54.306138,-49.689766,-40.840452,-43.187709,-47.898793,-47.565553,-46.758366,-44.072008,-43.940320,-52.552567,-44.581938,-43.323877,-42.964503,-45.894074,-45.200719,-45.620714,-49.461103,-47.858462,-44.031389,-46.568027,-47.135755,-50.869840,-49.454943,-49.458890,-51.439116,-46.049001,-54.055934,-46.864438,-51.696912,-52.059178,-52.254962,-51.454861,-57.645839,-43.932025,-49.996917,-44.989697,-47.316408,-50.807625,-57.568415,-56.886520,-48.751158,-48.645256,-48.414351,-47.799599,-53.615705,-49.358454,-49.035997,-57.167216,-48.788769,-49.059316,-44.421700,-47.791293,-55.530138,-53.376437,-45.987306,-45.302892,-44.995202,-52.118487,-49.690726,-52.125928,-45.535079,-45.539087,-58.777416,-45.913144,-43.452211,-42.063986,-44.639133,-43.158587,-44.529464,-42.748636,-46.001764,-47.475960,-45.251969,-43.764517,-49.688973,-45.694081,-56.711034,-39.376561,-43.685985,-42.916953,-57.046732,0,Fileset 1: TS pulse compressed wideband pings T3
109.500,-45.423445,-41.312240,-47.448329,-40.545288,-49.175519,-37.272631,-50.546435,-34.486616,-42.869274,-36.911353,-34.419394,-36.731573,-32.302918,-44.012082,-40.821184,-37.519546,-39.853352,-36.695874,-43.374879,-34.555184,-35.326051,-33.611824,-34.030744,-33.328144,-32.652743,-34.614375,-34.632013,-35.430134,-34.769372,-30.981948,-45.588847,-38.552035,-38.312655,-40.997339,-42.788469,-50.841789,-39.526898,-41.882425,-40.060451,-36.730545,-40.535866,-36.286144,-34.564717,-32.134750,-45.346048,-45.727473,-45.022295,-41.655502,-45.892697,-57.351800,-50.529413,-40.919522,-43.228042,-48.263982,-46.346804,-46.663501,-44.507755,-43.700204,-53.116518,-44.395717,-43.177968,-42.453987,-44.968466,-45.489652,-45.765381,-49.134074,-46.876028,-44.288188,-46.351072,-46.446188,-50.376100,-48.677032,-50.914628,-50.917986,-46.933330,-53.145538,-48.566654,-53.287191,-51.589617,-51.538855,-50.132016,-53.929812,-44.046305,-49.164597,-44.870723,-46.613816,-51.344590,-55.549326,-54.555497,-48.624732,-49.399055,-49.136013,-48.886115,-52.901277,-48.672441,-49.174436,-63.037072,-48.458548,-49.301010,-43.641778,-47.589359,-57.026069,-52.750596,-45.313925,-45.434925,-44.171291,-52.329379,-50.989197,-52.119934,-45.599192,-46.108620,-56.969737,-46.170978,-43.773112,-42.151073,-44.567361,-42.931256,-44.033126,-42.627200,-47.023653,-46.181223,-45.266639,-43.594498,-50.922386,-43.995120,-56.925028,-39.034223,-43.124770,-43.719439,-58.455044,0,Fileset 1: TS pulse compressed wideband pings T3
110.000,-45.341593,-41.656137,-47.810905,-40.960437,-46.727809,-37.431259,-50.327971,-34.607169,-42.376161,-37.009810,-34.179128,-36.498997,-32.112023,-43.236603,-40.015484,-37.007226,-39.633606,-36.733184,-42.920991,-34.228036,-35.163624,-33.321581,-34.135487,-33.142597,-32.640342,-34.715882,-34.307594,-35.636770,-34.638901,-30.751647,-44.339888,-38.213059,-37.682902,-41.668817,-42.665371,-48.310181,-38.581810,-42.583314,-39.772658,-36.944807,-41.190663,-36.116080,-34.282062,-31.971779,-45.034925,-45.346325,-44.732302,-41.624291,-45.733467,-59.908218,-51.256302,-41.089036,-43.098225,-48.746596,-45.284968,-46.540823,-44.934929,-43.415266,-52.445859,-44.397389,-43.124531,-42.031868,-44.081563,-45.819067,-46.071996,-48.853897,-46.160929,-44.711656,-46.200862,-45.916201,-49.679039,-48.143238,-51.695521,-50.335393,-47.992922,-51.316268,-51.301056,-55.741857,-50.752108,-51.620833,-48.684256,-52.259590,-44.298167,-48.374984,-44.956116,-46.107145,-51.125409,-53.473818,-52.538650,-48.351036,-50.361612,-50.155702,-50.312773,-52.413128,-48.265021,-48.978335,-65.655818,-48.160070,-49.498388,-43.072428,-47.618011,-57.914853,-51.805991,-44.822234,-45.566089,-43.540860,-52.023962,-52.344438,-51.944096,-45.752096,-46.656427,-55.571198,-46.574652,-44.322666,-42.194355,-44.480625,-42.539463,-43.582584,-42.479770,-48.430200,-44.886121,-45.152600,-43.453353,-50.457583,-42.249441,-56.812714,-38.761047,-42.432287,-44.919736,-60.206563,0,Fileset 1: TS pulse compressed wideband pings T3
110.500,-45.301560,-42.084108,-48.193292,-41.489082,-44.839143,-37.858429,-49.673741,-34.792842,-41.846295,-37.145210,-34.076175,-36.325424,-32.039649,-42.442618,-39.358685,-36.539940,-39.300097,-36.984000,-42.579878,-34.039203,-35.114145,-33.221897,-34.272216,-33.067474,-32.633443,-34.810022,-34.089065,-35.857572,-34.572666,-30.625455,-43.200353,-38.059481,-37.204305,-42.227059,-42.404747,-46.301567,-37.786613,-42.890324,-39.641639,-37.156029,-41.864678,-36.157966,-34.076314,-31.898756,-44.739816,-44.901688,-44.609951,-41.747640,-45.685138,-58.725339,-51.373636,-41.429704,-42.831279,-49.525052,-44.467974,-46.602862,-45.274307,-43.205998,-51.228699,-44.675968,-43.231075,-41.838160,-43.284270,-46.184931,-46.643548,-48.678077,-45.678106,-45.329610,-46.314323,-45.591188,-49.052534,-47.924776,-51.566268,-49.732308,-49.010649,-49.485062,-55.082045,-57.924376,-50.160524,-52.490839,-47.410270,-51.681021,-44.757130,-47.716952,-45.364538,-45.847342,-50.817309,-51.665295,-50.965144,-48.030198,-51.619208,-51.548731,-52.218000,-52.317180,-48.176245,-48.581112,-58.111186,-47.941276,-49.693059,-42.788778,-47.944349,-57.376293,-50.769396,-44.623824,-45.724205,-43.260933,-51.092362,-53.646332,-51.722804,-45.935599,-47.072440,-54.529114,-47.090793,-44.998394,-42.233690,-44.438200,-42.154284,-43.200994,-42.383787,-50.578518,-43.867723,-45.031412,-43.363364,-48.986645,-40.753061,-56.063027,-38.644445,-41.773391,-46.520167,-61.419689,0,Fileset 1: TS pulse compressed wideband pings T3
111.000,-45.269537,-42.508095,-48.428338,-42.033554,-43.363549,-38.521725,-48.496789,-34.984376,-41.244959,-37.270967,-33.989414,-36.194670,-31.997114,-41.672928,-38.790517,-36.054657,-38.913266,-37.308256,-42.315699,-33.883404,-35.073156,-33.209951,-34.350423,-33.015167,-32.554468,-34.756625,-33.874128,-35.934159,-34.483542,-30.514142,-42.236354,-37.985554,-36.816059,-42.505137,-41.954394,-44.680625,-37.063653,-42.659837,-39.562919,-37.309806,-42.488906,-36.292695,-33.878043,-31.855402,-44.303292,-44.288315,-44.562966,-41.944020,-45.652711,-55.512537,-50.687581,-41.848787,-42.398682,-50.607787,-43.820826,-46.810599,-45.371766,-43.057515,-50.068042,-45.174391,-43.441309,-41.819610,-42.520424,-46.474600,-47.449324,-48.535819,-45.244076,-46.030617,-46.735138,-45.432476,-48.522846,-47.963513,-50.789741,-49.070345,-49.506919,-47.947664,-57.411659,-57.605869,-50.067635,-54.101355,-46.419627,-51.665292,-45.369808,-47.138394,-46.046592,-45.749825,-50.712616,-50.157691,-49.676502,-47.652599,-52.968651,-53.189160,-54.537023,-52.542344,-48.298058,-48.061789,-53.885752,-47.734958,-49.882109,-42.717943,-48.456771,-55.767580,-49.808910,-44.671408,-45.857649,-43.253272,-49.618008,-54.470316,-51.448159,-45.912379,-47.073339,-53.548354,-47.585311,-45.515497,-42.164346,-44.335953,-41.808684,-42.786114,-42.291920,-53.864612,-43.113640,-44.885447,-43.251021,-47.598510,-39.527996,-54.729312,-38.635254,-41.136267,-48.155402,-60.793333,0,Fileset 1: TS pulse compressed wideband pings T3
111.500,-45.421045,-43.080961,-48.524962,-42.729202,-42.370467,-39.600460,-47.112464,-35.382513,-40.731546,-37.556129,-34.016292,-36.274925,-32.121029,-41.145050,-38.483353,-35.736127,-38.714106,-37.772348,-42.284776,-33.883868,-35.161868,-33.372135,-34.523207,-33.121798,-32.547628,-34.696336,-33.794059,-35.979525,-34.505776,-30.556970,-41.655803,-38.097148,-36.656821,-42.695219,-41.531075,-43.525857,-36.578308,-42.268159,-39.686821,-37.567588,-43.217120,-36.615064,-33.842962,-31.986402,-43.892199,-43.735212,-44.679807,-42.326578,-45.766143,-52.754913,-49.751538,-42.426680,-42.036363,-52.194713,-43.468027,-47.247105,-45.392921,-43.145408,-49.324479,-46.040928,-43.902808,-42.092470,-41.962564,-46.825324,-48.667233,-48.566529,-44.928534,-46.956522,-47.667856,-45.623413,-48.240230,-48.410424,-49.952566,-48.554522,-49.400674,-46.889928,-55.211174,-55.996724,-50.786728,-56.689694,-45.940974,-51.981490,-46.297135,-46.786737,-47.132783,-45.952143,-50.982629,-49.123803,-48.732245,-47.413066,-54.090123,-55.000200,-56.836801,-53.140961,-48.742868,-47.683962,-51.448092,-47.703803,-50.280801,-42.984499,-49.243704,-54.205204,-49.235377,-45.109821,-46.157380,-43.576191,-48.083026,-54.536336,-51.303933,-45.710383,-46.679961,-52.641160,-48.166865,-45.846403,-42.096966,-44.268705,-41.713358,-42.419133,-42.361946,-59.485819,-42.766575,-44.907458,-43.286467,-46.783377,-38.722488,-53.370065,-38.879316,-40.683282,-49.205036,-58.938762,0,Fileset 1: TS pulse compressed wideband pings T3
112.000,-45.636192,-43.692746,-48.337755,-43.450753,-41.667540,-40.987437,-45.607473,-35.937432,-40.185494,-37.888456,-33.996067,-36.430146,-32.276548,-40.770085,-38.332278,-35.491044,-38.617014,-38.192515,-42.343695,-33.901269,-35.235667,-33.533969,-34.690992,-33.266858,-32.489436,-34.553431,-33.727797,-35.903512,-34.509069,-30.628704,-41.358713,-38.217398,-36.581683,-42.801097,-41.067096,-42.649064,-36.218540,-41.861783,-39.904909,-37.806411,-43.959760,-36.970003,-33.855009,-32.145980,-43.445210,-43.217624,-44.768227,-42.721844,-45.880858,-50.546486,-48.805460,-42.943102,-41.717393,-54.243122,-43.253778,-47.683529,-45.312488,-43.346438,-48.857960,-47.147179,-44.471380,-42.475924,-41.510746,-47.132036,-50.197654,-48.631603,-44.589282,-48.035871,-48.991696,-46.051895,-48.042782,-49.126178,-49.136283,-48.109957,-48.773834,-46.132552,-52.431339,-54.883318,-52.358755,-59.637691,-45.893470,-52.091790,-47.409116,-46.527651,-48.436903,-46.331957,-51.346987,-48.419256,-47.959408,-47.210756,-54.191997,-56.327780,-57.067468,-53.764123,-49.365186,-47.379196,-49.874856,-47.743325,-50.774717,-43.430552,-50.122474,-52.970091,-48.989300,-45.788647,-46.540768,-43.961208,-46.607814,-53.659146,-51.177076,-45.219204,-45.839752,-51.678580,-48.668172,-45.856666,-41.893975,-44.079299,-41.760564,-41.892777,-42.466565,-67.121157,-42.675315,-45.025349,-43.375907,-46.338927,-38.170959,-52.117897,-39.231663,-40.287482,-48.757387,-56.862305,0,Fileset 1: TS pulse compressed wideband pings T3
112.500,-45.785045,-44.250590,-47.900526,-44.102131,-41.093189,-42.556018,-44.030951,-36.627193,-39.519113,-38.165588,-33.811832,-36.527818,-32.347034,-40.458737,-38.232777,-35.227843,-38.520589,-38.451369,-42.341921,-33.824494,-35.174521,-33.583943,-34.783466,-33.362155,-32.286463,-34.290097,-33.582837,-35.683401,-34.392595,-30.629374,-41.257231,-38.181296,-36.464716,-42.834665,-40.498633,-41.879584,-35.871707,-41.483410,-40.116173,-37.915046,-44.696985,-37.255458,-33.815254,-32.198185,-42.908275,-42.690008,-44.673932,-42.975570,-45.863720,-48.684534,-47.869623,-43.207839,-41.420135,-56.866579,-43.043932,-47.940883,-45.142252,-43.541381,-48.496476,-48.395199,-45.009259,-42.808084,-41.082269,-47.325575,-51.949439,-48.611684,-44.160731,-49.282794,-50.582236,-46.600661,-47.789034,-49.966653,-48.310687,-47.659963,-47.881405,-45.529322,-50.425600,-54.706077,-55.020725,-59.638210,-46.231386,-51.624411,-48.539123,-46.251453,-49.719126,-46.805317,-51.510059,-47.906659,-47.238235,-46.950794,-53.147484,-56.453656,-54.849616,-53.914709,-50.055887,-47.063270,-48.715614,-47.766835,-51.185793,-43.920075,-50.919639,-52.024771,-48.980662,-46.549187,-46.923269,-44.142249,-45.206047,-52.121875,-50.958879,-44.460965,-44.654446,-50.620967,-48.905311,-45.593363,-41.480194,-43.674895,-41.816946,-41.063823,-42.494274,-60.353559,-42.695340,-45.203881,-43.441150,-45.959711,-37.713458,-50.936551,-39.564336,-39.848328,-47.082723,-54.863586,0,Fileset 1: TS pulse compressed wideband pings T3
113.000,-45.909148,-44.850302,-47.497778,-44.792341,-40.696761,-44.269155,-42.575528,-37.630922,-38.869844,-38.466983,-33.574246,-36.638602,-32.417455,-40.303213,-38.251618,-35.042075,-38.511043,-38.678448,-42.309128,-33.751452,-35.065273,-33.663951,-34.930517,-33.521152,-32.062298,-34.052871,-33.461185,-35.506550,-34.266340,-30.664641,-41.463731,-38.036768,-36.390729,-42.937594,-39.966827,-41.249336,-35.603979,-41.260666,-40.386099,-37.987184,-45.632706,-37.596551,-33.822729,-32.215414,-42.397307,-42.258517,-44.483562,-43.153171,-45.776231,-47.174951,-47.028496,-43.299649,-41.302916,-60.806614,-42.916998,-48.137389,-45.073896,-43.809219,-48.283812,-49.920389,-45.579076,-43.150677,-40.796421,-47.537539,-53.955666,-48.587290,-43.813808,-50.982956,-52.563411,-47.347565,-47.564019,-50.951207,-47.629362,-47.310695,-47.048571,-45.186955,-49.188292,-55.793423,-59.847254,-56.653657,-47.156432,-50.790965,-49.582671,-46.064962,-50.833558,-47.510426,-51.483806,-47.674014,-46.672317,-46.741964,-51.712259,-55.554317,-52.290406,-53.307553,-50.918882,-46.846981,-47.908430,-47.881877,-51.449197,-44.526482,-51.611267,-51.452092,-49.323307,-47.391286,-47.376159,-44.115790,-44.037713,-50.450066,-50.733855,-43.683205,-43.431979,-49.644772,-48.857499,-45.349056,-41.022261,-43.206707,-41.902635,-40.083250,-42.539023,-55.532220,-42.861116,-45.626415,-43.595132,-45.525047,-37.391831,-49.911288,-39.964072,-39.487358,-45.143543,-53.037684,0,Fileset 1: TS pulse compressed wideband pings T3
113.500,-45.765961,-45.296902,-47.105893,-45.350806,-40.265559,-45.604610,-41.134818,-38.840862,-38.124793,-38.565974,-33.144626,-36.579659,-32.307948,-40.099195,-38.150828,-34.753059,-38.407187,-38.749511,-42.005609,-33.516524,-34.735630,-33.678301,-34.981088,-33.570707,-31.689886,-33.686234,-33.177299,-35.269334,-33.978298,-30.572645,-41.806840,-37.605538,-36.193525,-42.898662,-39.356843,-40.535508,-35.199347,-40.983994,-40.460863,-37.862526,-46.603930,-37.850913,-33.702561,-32.027279,-41.736035,-41.725938,-44.061981,-43.084445,-45.419291,-45.786839,-46.069099,-43.127589,-41.229068,-68.053983,-42.699230,-48.247856,-45.005168,-43.968550,-48.027891,-51.640033,-45.986515,-43.336876,-40.505701,-47.621271,-55.677155,-48.365140,-43.455902,-53.234477,-55.016208,-48.131384,-47.218871,-51.761210,-46.986805,-46.889701,-46.201846,-44.989678,-48.428746,-58.214043,-69.028657,-53.953930,-48.657792,-49.777443,-49.965907,-45.819307,-51.327195,-48.329723,-51.196354,-47.600732,-46.113560,-46.437090,-50.214179,-54.108658,-50.025770,-51.818295,-51.795093,-46.583420,-47.214097,-47.917014,-51.200468,-45.055828,-51.831245,-51.061282,-49.907266,-47.995178,-47.625522,-43.755893,-42.986034,-48.757136,-50.310649,-42.831937,-42.164538,-48.663792,-48.265911,-45.112912,-40.437897,-42.589077,-41.726780,-38.915881,-42.430751,-52.425121,-42.899556,-46.213451,-43.668341,-44.732533,-36.989977,-48.836827,-40.265747,-39.078679,-43.216174,-51.121741,0,Fileset 1: TS pulse compressed wideband pings T3
114.000,-45.405796,-45.642646,-46.907912,-45.848626,-39.862756,-46.213587,-39.854212,-40.345587,-37.440191,-38.469125,-32.663573,-36.458675,-32.118821,-39.887577,-37.940102,-34.449472,-38.308818,-38.781973,-41.501806,-33.226298,-34.301941,-33.791091,-35.033895,-33.574591,-31.324884,-33.276187,-32.798234,-35.102042,-33.649652,-30.458944,-42.343635,-37.038740,-35.998068,-42.728741,-38.822956,-39.817444,-34.720565,-40.690318,-40.322471,-37.671845,-47.362270,-38.115642,-33.544630,-31.771953,-41.016249,-41.159385,-43.578460,-42.901164,-44.895663,-44.600683,-45.083741,-42.930872,-41.294065,-66.465373,-42.502349,-48.620072,-45.078328,-44.128471,-47.840910,-53.758717,-46.327680,-43.515246,-40.329785,-47.700589,-56.363089,-48.028110,-43.238278,-56.495091,-58.999433,-49.131981,-46.905437,-52.252124,-46.539272,-46.495040,-45.480527,-45.101860,-48.209418,-60.652111,-61.649229,-52.303085,-50.977305,-49.033136,-49.443205,-45.633560,-51.217252,-49.402475,-50.980500,-47.916613,-45.701373,-46.171773,-48.932727,-52.676765,-48.252759,-49.985544,-52.808192,-46.410740,-46.700140,-47.959376,-50.475649,-45.571586,-51.507182,-50.932325,-50.964903,-48.307152,-47.604685,-43.323687,-42.201710,-47.318607,-49.760864,-42.077238,-41.067395,-47.868970,-47.277525,-45.085130,-39.906796,-42.022020,-41.277934,-37.824621,-42.272020,-50.025553,-42.774151,-47.137562,-43.749995,-43.741773,-36.583384,-47.773991,-40.578250,-38.774624,-41.557125,-49.158634,0,Fileset 1: TS pulse compressed wideband pings T3
114.500,-45.325885,-46.315322,-47.367901,-46.709509,-39.939203,-46.503565,-39.232032,-42.385605,-37.323630,-38.576231,-32.649934,-36.775589,-32.345894,-40.099624,-38.031585,-34.605392,-38.708196,-39.218689,-41.324287,-33.366435,-34.285419,-34.489947,-35.547269,-33.948928,-31.494196,-33.282944,-32.772081,-35.478970,-33.778803,-30.802998,-43.448410,-36.907965,-36.319536,-42.860137,-38.871792,-39.595294,-34.646672,-40.819522,-40.373689,-37.943080,-47.604112,-38.818541,-33.818924,-31.998061,-40.730859,-41.035214,-43.585380,-43.127416,-44.727161,-44.104832,-44.583266,-43.302492,-41.921092,-58.534375,-42.824732,-50.032388,-45.771900,-44.805622,-48.245523,-56.523343,-47.097224,-44.241284,-40.751462,-48.309605,-56.147385,-48.069765,-43.636624,-61.188131,-69.745537,-50.996146,-47.166986,-52.640816,-46.789424,-46.615163,-45.384904,-46.028152,-49.016099,-58.127243,-56.232739,-52.066674,-54.063661,-49.341903,-48.657072,-45.983084,-51.174484,-51.167827,-51.561634,-49.298055,-45.970136,-46.463082,-48.367921,-51.887279,-47.424405,-48.676243,-54.497581,-46.851376,-46.815840,-48.453937,-49.928219,-46.501359,-51.137513,-51.509788,-53.152938,-48.751308,-47.703508,-43.412590,-42.192345,-46.712922,-49.541976,-41.921361,-40.686031,-47.819584,-46.560087,-45.747767,-39.952387,-42.066349,-41.025790,-37.422586,-42.552655,-48.409809,-42.850281,-48.897691,-44.309079,-43.247302,-36.651825,-47.177889,-41.376796,-39.090843,-40.695142,-47.644387,0,Fileset 1: TS pulse compressed wideband pings T3
115.000,-45.091286,-46.757242,-47.788228,-47.355605,-39.941483,-46.197151,-38.711227,-43.774810,-37.219759,-38.365892,-32.596833,-37.010217,-32.485353,-40.213335,-37.897358,-34.689747,-39.085509,-39.465686,-41.050257,-33.406529,-34.210588,-35.168063,-35.958476,-34.112993,-31.674054,-33.175778,-32.561769,-35.837195,-33.840285,-31.063839,-44.436885,-36.771063,-36.645428,-42.837080,-38.962362,-39.379081,-34.490652,-40.855968,-40.124613,-38.191513,-46.568630,-39.347734,-33.991832,-32.238226,-40.389519,-40.864072,-43.589391,-43.263784,-44.442090,-43.770602,-44.069605,-43.727194,-42.472355,-54.012348,-43.146335,-52.274453,-46.493095,-45.520089,-48.773109,-57.712671,-47.780821,-45.045203,-41.207593,-49.031382,-55.313841,-48.001617,-44.042148,-61.889045,-64.526900,-53.438247,-47.517041,-52.319404,-47.185735,-46.739991,-45.391592,-47.185666,-50.334593,-54.165364,-53.464093,-52.454190,-54.658167,-50.502952,-47.528563,-46.293457,-50.870388,-52.827683,-52.546995,-51.439534,-46.445786,-46.800376,-47.938280,-51.185194,-46.943967,-47.527122,-56.434415,-47.397367,-46.990948,-48.784115,-49.302288,-47.262928,-50.381532,-52.194188,-55.790494,-48.854211,-47.512720,-43.400168,-42.406029,-46.425634,-49.132991,-41.809506,-40.492271,-48.024295,-45.795249,-46.405417,-40.030671,-42.210682,-40.547178,-37.239877,-42.766115,-46.947936,-42.570695,-50.894173,-44.812669,-42.908134,-36.669582,-46.522881,-42.108207,-39.486895,-40.080846,-46.121975,0,Fileset 1: TS pulse compressed wideband pings T3
115.500,-43.634116,-45.773334,-46.720267,-46.579028,-38.646561,-44.194772,-37.017404,-42.738681,-35.854239,-36.747966,-31.301934,-35.944741,-31.358976,-39.083286,-36.404610,-33.498575,-38.222767,-38.311808,-39.580281,-32.136956,-32.919247,-34.495581,-35.038116,-32.877228,-30.616416,-31.777244,-30.995402,-34.932723,-32.616305,-30.020068,-43.967819,-35.471017,-35.752057,-41.623884,-37.870338,-37.984039,-33.109734,-39.653929,-38.501565,-37.230526,-43.804551,-38.452276,-32.864518,-31.305386,-38.837802,-39.505136,-42.368875,-42.114333,-42.887785,-42.374253,-42.359309,-42.910058,-41.630801,-49.741769,-42.257427,-54.583226,-45.950036,-45.099005,-48.286892,-54.853716,-47.165921,-44.735091,-40.427882,-48.842671,-53.258209,-46.638608,-43.118800,-56.511950,-55.415445,-55.631073,-46.756769,-50.236338,-46.481901,-45.684275,-44.286491,-47.262112,-50.990260,-50.097413,-50.701450,-51.748079,-51.489070,-51.821910,-45.136601,-45.283137,-49.150878,-52.545575,-52.642866,-53.386571,-45.970538,-45.970731,-46.362183,-49.281213,-45.495813,-45.346344,-57.501932,-46.828871,-45.994438,-47.608012,-47.568652,-46.609219,-48.233028,-51.682856,-55.492483,-47.459513,-46.043597,-41.819431,-41.566286,-45.186093,-47.379610,-40.490835,-39.226100,-47.279694,-43.914993,-45.539503,-38.876735,-41.205052,-38.761873,-36.045229,-41.738782,-44.457886,-40.791894,-51.773568,-44.057259,-41.549255,-35.414214,-44.622052,-41.537190,-38.693386,-38.426474,-43.481320,0,Fileset 1: TS pulse compressed wideband pings T3
