Region_ID,Region_name,Region_class,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
1,"Region 1","070kHz_FishTracks",328,0.020224,959,1091,0.000000,20220728, 15:51:04.6030,999.00000000,999.00000000,0.00005514302127,115,-44.456830,15.710442,0.6320,1.275910,26.399000,16.6837,0.020224,16.500000,15.702044,15.953545,14.570815,1.273185,0.526882,1.896437,0.760334,0.547106,1.916661,0.780558
2,"Region 2","070kHz_FishTracks",328,0.020224,2331,2391,0.000000,20220728, 15:55:32.1030,999.00000000,999.00000000,0.00000373840307,50,-51.678376,15.897141,0.6208,-0.128762,11.999000,7.4484,0.020224,16.500000,15.887229,15.984239,15.734602,-0.128310,0.480060,0.737583,0.589920,0.500283,0.757807,0.610143
3,"Region 3","070kHz_FishTracks",328,0.020224,3755,3797,0.000000,20220728, 16:00:15.3030,999.00000000,999.00000000,0.00000519259423,35,-50.746204,15.896874,0.7349,-0.117056,8.400000,6.1734,0.020224,16.500000,15.885309,15.984966,15.753331,-0.112274,0.480060,0.714172,0.583913,0.500283,0.734395,0.604136
4,"Region 4","070kHz_FishTracks",328,0.020224,3875,3932,0.000000,20220728, 16:00:40.7030,999.00000000,999.00000000,0.00001506716662,47,-47.328488,15.878273,0.6795,0.269229,11.400000,7.7459,0.020224,16.500000,15.869339,15.990286,15.669783,0.263414,0.480060,0.807816,0.596712,0.500283,0.828040,0.616936
5,"Region 5","070kHz_FishTracks",328,0.020224,4271,4285,0.000000,20220728, 16:01:55.9020,999.00000000,999.00000000,0.00000415261645,12,-49.095862,15.968389,0.5271,-0.011706,2.800000,1.4758,0.020224,16.500000,15.955033,16.000484,15.871990,-0.001594,0.468354,0.597116,0.513616,0.488578,0.617339,0.533839
6,"Region 6","070kHz_FishTracks",328,0.020224,4292,4301,0.000000,20220728, 16:01:59.5020,999.00000000,999.00000000,0.00000401326691,6,-50.418016,15.954733,0.3152,0.023411,1.812000,0.5712,0.020224,16.500000,15.937829,15.960742,15.906282,0.024338,0.503471,0.561999,0.524541,0.523695,0.582223,0.544765
7,"Region 7","070kHz_FishTracks",328,0.020224,4870,4877,0.000000,20220728, 16:03:55.0030,999.00000000,999.00000000,0.00000563648783,5,-46.531157,15.945368,0.3040,0.011706,1.400000,0.4256,0.020224,16.500000,15.930047,15.960041,15.903741,0.011752,0.503471,0.561999,0.534930,0.523695,0.582223,0.555153
8,"Region 8","070kHz_FishTracks",328,0.020224,4921,4941,0.000000,20220728, 16:04:06.6020,999.00000000,999.00000000,0.00000895928961,14,-49.140684,15.948880,0.5421,0.140467,4.001000,2.1688,0.020224,16.500000,15.933088,15.998657,15.831481,0.140438,0.468354,0.632232,0.529390,0.488578,0.652456,0.549614
9,"Region 9","070kHz_FishTracks",328,0.020224,5418,5433,0.000000,20220728, 16:05:45.6020,999.00000000,999.00000000,0.00000272394170,8,-52.016792,15.983997,0.2461,-0.035117,3.001000,0.7386,0.020224,16.500000,15.968072,15.984852,15.951821,-0.031753,0.480060,0.515176,0.493228,0.500283,0.535400,0.513452
10,"Region 10","070kHz_FishTracks",328,0.020224,6548,6567,0.000000,20220728, 16:09:32.2010,999.00000000,999.00000000,0.00000420352132,13,-48.435150,15.991650,0.3183,-0.011706,3.798000,1.2091,0.020224,16.500000,15.974862,15.984056,15.962623,-0.010243,0.480060,0.503471,0.489717,0.500283,0.523695,0.509940
11,"Region 11","070kHz_FishTracks",328,0.020224,6634,6680,0.000000,20220728, 16:09:52.2020,999.00000000,999.00000000,0.00000330551540,31,-52.026174,15.939251,0.4564,-0.070234,9.200000,4.1990,0.020224,16.500000,15.923845,15.987190,15.800397,-0.065340,0.480060,0.667349,0.543942,0.500283,0.687573,0.564166
12,"Region 12","070kHz_FishTracks",328,0.020224,6687,6691,0.000000,20220728, 16:09:58.6030,999.00000000,999.00000000,0.00000637475812,5,-50.688356,15.882158,0.8558,-0.117056,0.801000,0.6855,0.020224,16.500000,15.866599,15.959930,15.798068,-0.115990,0.503471,0.667349,0.599457,0.523695,0.687573,0.619680
13,"Region 13","070kHz_FishTracks",328,0.020224,6831,6843,0.000000,20220728, 16:10:28.2030,999.00000000,999.00000000,0.00001251226728,9,-43.350380,15.814266,0.6477,0.187290,2.401000,1.5551,0.020224,16.500000,15.800175,15.884931,15.690481,0.191305,0.585410,0.772700,0.661947,0.605634,0.792923,0.682170
14,"Region 14","070kHz_FishTracks",328,0.020224,6932,7217,0.000000,20220728, 16:11:15.6140,999.00000000,999.00000000,0.00000776434883,252,-47.651884,15.875766,0.6170,-0.035117,57.000000,35.1717,0.020224,16.500000,15.865360,15.983552,15.632690,-0.039474,0.491765,0.831228,0.602436,0.511989,0.851451,0.622660
15,"Region 15","070kHz_FishTracks",328,0.020224,7305,7314,0.000000,20220728, 16:12:02.8030,999.00000000,999.00000000,0.00000585302020,7,-45.573621,15.827643,0.4214,0.140467,1.800000,0.7586,0.020224,16.500000,15.812351,15.912380,15.771380,0.140999,0.550293,0.690760,0.635159,0.570517,0.710984,0.655383
