Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,Variable_index,Variable_name
56.000,-44.967733,-48.380307,-49.045788,-53.352661,-42.870924,-40.043358,-45.888031,-40.932855,-36.918455,-37.232549,-36.571818,-40.272362,-49.530332,-49.022228,-47.635993,-46.949256,-46.714780,-47.665275,-36.085109,-44.733912,-42.502161,-40.446699,-40.093559,-40.635040,-43.152422,-35.975337,-45.436305,-47.920040,-41.520372,-38.431634,-43.408846,-46.554846,-45.474097,-48.520545,-48.384169,-41.855853,-41.032133,-40.173404,-40.485652,-44.943972,-58.272157,-57.316751,-47.853019,-46.174642,-46.261454,-43.378350,-43.327179,-44.506122,-45.636964,-44.479293,-43.453818,-42.623890,-41.929303,-42.502008,-43.973932,-49.268958,-49.970734,-49.973497,-50.315069,-50.530729,-46.270546,-44.218481,-43.515729,-47.303894,-45.802628,-45.153768,-45.934895,-45.989386,-44.906878,-46.890293,-47.462607,-47.347406,-49.674119,-51.304077,-47.910059,-45.350529,-45.053866,-45.477091,-46.579106,-55.793194,-48.959877,-52.645458,-45.774951,-36.064710,-40.144417,-42.778949,-48.035935,-34.378955,-36.279401,-40.820635,-45.217850,-45.671261,-51.387329,-38.238541,-38.195252,-38.329090,-39.898658,-46.197877,-46.889723,-63.257185,-49.538469,-53.190947,-56.496651,-52.500137,-48.374798,-46.035558,-49.153157,-59.872654,-59.445986,-64.398397,-61.348206,-51.791507,-48.130238,-48.356171,-51.035597,0,Fileset 1: TS pulse compressed wideband pings T1
56.500,-44.722810,-47.033463,-46.944802,-53.394952,-42.937350,-40.944100,-48.142086,-42.226204,-36.655279,-37.325627,-36.184735,-40.392408,-49.800007,-49.439865,-47.471234,-46.543891,-46.383911,-47.836965,-35.520392,-46.215755,-43.531759,-40.760158,-40.259262,-41.027199,-42.381074,-35.561081,-45.740802,-49.486918,-41.509885,-37.919952,-43.859169,-47.037278,-44.753662,-48.181819,-48.492616,-41.431417,-40.605636,-40.041015,-40.536778,-45.439614,-60.431570,-54.968647,-47.144341,-46.739574,-44.534576,-42.909984,-42.900211,-43.829481,-45.589816,-44.225444,-43.173977,-42.109302,-41.326459,-42.404048,-44.044453,-49.500056,-49.564491,-48.931344,-49.144034,-49.433938,-46.179513,-44.122850,-43.359762,-47.966530,-47.848496,-47.324910,-47.389302,-46.818351,-45.726307,-48.118870,-46.410381,-45.349148,-46.588056,-47.945048,-44.811050,-43.451303,-43.736786,-44.617952,-45.476980,-69.393971,-47.941936,-58.985854,-46.969531,-35.862965,-39.485336,-41.705480,-47.478229,-33.074585,-35.242094,-39.681680,-45.150571,-45.682967,-59.926806,-38.404548,-38.634225,-38.037059,-39.895198,-45.328012,-46.808109,-58.087226,-47.718208,-52.789716,-56.424512,-52.103196,-47.795464,-46.307166,-50.630296,-57.586068,-56.759585,-59.977944,-64.641173,-53.087245,-48.361309,-47.753178,-50.772416,0,Fileset 1: TS pulse compressed wideband pings T1
57.000,-44.585814,-46.077188,-45.155075,-52.643154,-43.181454,-41.838584,-51.566474,-43.400105,-36.450781,-36.955068,-36.092807,-40.368795,-50.087822,-49.718562,-47.276555,-46.193869,-46.295186,-48.319829,-35.055562,-47.948705,-44.756371,-41.308936,-40.509054,-41.398093,-41.624086,-35.062508,-45.978168,-51.138501,-41.530642,-37.191190,-44.262660,-48.070285,-44.308058,-47.622161,-48.997734,-41.058331,-40.441362,-40.172951,-40.857228,-46.414917,-62.905241,-53.481459,-46.656186,-47.599792,-43.355886,-42.874846,-42.707414,-43.615261,-45.618066,-43.878065,-42.697125,-41.552583,-40.902663,-42.462033,-44.192707,-49.593774,-48.510353,-47.741379,-48.057002,-48.464456,-46.085721,-44.040857,-43.307627,-49.433400,-51.092723,-49.043152,-47.397914,-46.228832,-45.631317,-48.314421,-46.006563,-44.023792,-44.212511,-44.913558,-42.899102,-42.407364,-43.224614,-44.513952,-45.106181,-59.369050,-47.568205,-68.363813,-48.581626,-35.763292,-39.015561,-40.927883,-47.194893,-32.046594,-34.316487,-38.640513,-45.255672,-45.581337,-63.442158,-38.515863,-39.064156,-37.710299,-39.829541,-44.216720,-46.412509,-55.126021,-46.432413,-52.572741,-56.976850,-51.828140,-47.531680,-46.979883,-52.448900,-55.542973,-54.833090,-56.776323,-63.048037,-54.395970,-48.741861,-47.274613,-50.512913,0,Fileset 1: TS pulse compressed wideband pings T1
57.500,-44.610462,-45.426373,-43.688562,-51.476457,-43.620161,-42.538521,-57.641722,-43.937776,-36.340022,-36.185666,-36.248906,-40.196984,-50.470696,-49.534247,-46.974834,-45.883087,-46.465328,-49.091465,-34.722658,-49.942000,-46.285671,-42.190573,-40.833602,-41.808474,-41.071241,-34.505618,-45.952043,-52.474860,-41.692932,-36.467454,-44.249590,-49.792737,-44.214188,-47.125843,-50.112080,-40.814463,-40.584050,-40.576100,-41.465715,-47.838583,-66.075831,-52.448936,-46.402128,-48.562235,-42.947328,-43.214636,-42.648448,-43.735543,-45.788976,-43.637325,-42.278115,-41.184156,-40.790511,-42.674635,-44.416827,-49.506655,-47.300657,-46.781681,-47.328754,-47.838401,-46.114498,-44.030032,-43.365882,-52.120429,-55.340711,-48.628222,-45.738168,-44.591636,-44.759800,-47.373627,-46.284845,-43.377601,-42.683363,-42.904067,-41.953332,-42.179956,-43.561509,-45.255516,-45.323395,-53.060097,-47.756988,-57.994286,-50.553058,-35.736586,-38.675688,-40.370559,-47.090021,-31.247558,-33.480630,-37.751098,-45.523229,-45.487434,-52.945289,-38.602347,-39.356503,-37.287718,-39.664920,-42.993897,-45.636900,-53.475046,-45.672367,-52.571104,-58.027878,-51.790951,-47.612627,-48.148363,-54.179819,-54.029415,-53.614585,-54.550414,-58.881507,-55.212178,-49.198843,-46.984931,-50.138394,0,Fileset 1: TS pulse compressed wideband pings T1
58.000,-44.858882,-44.985000,-42.496199,-50.318747,-44.232938,-42.905414,-73.846200,-43.629048,-36.328116,-35.282357,-36.508794,-39.925883,-50.946166,-48.768528,-46.469805,-45.619476,-46.921257,-50.062356,-34.506368,-52.050119,-48.368229,-43.528804,-41.186871,-42.304501,-40.799058,-33.911167,-45.455122,-52.773801,-42.010082,-35.916515,-43.634196,-52.481980,-44.394539,-46.891648,-52.020093,-40.774713,-41.071800,-41.248436,-42.355824,-49.419527,-71.534476,-51.633282,-46.336497,-49.208011,-43.376499,-43.741796,-42.537221,-43.865836,-46.111213,-43.631512,-42.102969,-41.140028,-41.051065,-43.007033,-44.712725,-49.123679,-46.270911,-46.204457,-47.066692,-47.630218,-46.341497,-44.124599,-43.498700,-57.483699,-54.435482,-46.765880,-43.677844,-42.842277,-43.665802,-46.057494,-47.378554,-43.432737,-41.930773,-41.802170,-41.887928,-42.863595,-44.950193,-47.099819,-45.991634,-50.164995,-48.292104,-53.414120,-53.275208,-35.729271,-38.373953,-39.930237,-47.091973,-30.620436,-32.675864,-37.003834,-45.868153,-45.481445,-48.580153,-38.722533,-39.378958,-36.836685,-39.395776,-41.888483,-44.651477,-52.504343,-45.375451,-52.803584,-59.478428,-52.109721,-48.126932,-49.964517,-54.896110,-53.111610,-53.046892,-53.127110,-55.823496,-55.037174,-49.599006,-46.896143,-49.619399,0,Fileset 1: TS pulse compressed wideband pings T1
58.500,-45.505766,-44.746802,-41.625357,-49.459801,-45.036676,-42.947390,-58.295286,-43.036946,-36.476649,-34.616328,-36.737403,-39.730271,-51.391853,-47.778935,-45.838857,-45.567257,-47.797484,-51.094911,-34.433157,-54.031077,-51.486032,-45.576733,-41.606529,-43.003513,-40.923394,-33.404664,-44.573955,-51.829305,-42.440415,-35.723111,-42.789752,-56.797472,-44.622758,-47.103981,-54.747684,-41.119178,-42.046005,-42.289088,-43.511793,-50.263656,-61.506846,-51.008988,-46.474347,-49.233163,-44.716325,-44.169630,-42.262374,-43.648295,-46.645945,-44.020556,-42.385305,-41.589812,-41.780180,-43.505006,-45.192768,-48.489368,-45.691741,-46.181921,-47.430604,-47.970727,-46.864748,-44.446563,-43.761231,-83.907085,-49.885752,-45.001458,-42.088259,-41.554656,-42.815064,-45.036233,-49.744110,-44.408625,-42.071617,-41.649411,-42.802675,-44.824541,-47.992691,-50.797478,-47.001086,-48.732678,-48.992073,-50.575076,-57.727571,-35.783877,-38.110621,-39.582976,-47.276447,-30.221494,-31.975475,-36.498708,-46.249290,-45.716678,-45.836041,-39.065169,-39.200773,-36.616322,-39.173227,-41.210232,-43.816579,-51.614908,-45.533013,-53.411934,-61.776741,-53.030241,-49.367942,-52.818545,-54.221692,-52.918705,-53.199127,-52.566707,-54.059482,-54.137809,-49.851127,-47.063102,-49.191715,0,Fileset 1: TS pulse compressed wideband pings T1
59.000,-46.574398,-44.542515,-41.008643,-48.827420,-45.818288,-42.542074,-53.695807,-42.706312,-36.629018,-34.311294,-36.693884,-39.611488,-51.275806,-46.881372,-45.154547,-45.772576,-48.970527,-51.647898,-34.339317,-55.606603,-55.256187,-48.442162,-42.009533,-43.829800,-41.348534,-32.967952,-43.492411,-50.212175,-42.598551,-35.847751,-42.106093,-63.231613,-44.334175,-47.645312,-57.357886,-41.875678,-43.490142,-43.630719,-44.498553,-49.350712,-54.969748,-50.465310,-46.642298,-48.696127,-46.781404,-43.984528,-41.668167,-42.890078,-47.273556,-44.730785,-43.094248,-42.469848,-42.808376,-44.077188,-45.841119,-47.705790,-45.594409,-46.714440,-48.392057,-48.819078,-47.499468,-44.957606,-44.093397,-57.201411,-46.661507,-43.626473,-41.121382,-40.826034,-42.285777,-44.434807,-54.261300,-46.525470,-43.152628,-42.402111,-44.664909,-48.581341,-54.170393,-58.545213,-48.014576,-47.778197,-49.825665,-48.164204,-58.039272,-35.822999,-37.781314,-39.179323,-47.614833,-29.985543,-31.372060,-36.229353,-46.496153,-46.179118,-43.752295,-39.676113,-38.894090,-36.736677,-39.033340,-41.065034,-43.308341,-50.348734,-45.942683,-54.434439,-67.074107,-54.675238,-51.637626,-57.340604,-52.964324,-53.437029,-53.987856,-52.881459,-53.393747,-53.110518,-49.783094,-47.358032,-49.056293,0,Fileset 1: TS pulse compressed wideband pings T1
59.500,-48.131301,-44.266631,-40.667046,-48.290703,-46.405204,-41.791963,-52.158057,-42.911810,-36.633991,-34.409568,-36.443388,-39.566370,-50.395104,-46.284847,-44.633767,-46.263971,-49.944596,-51.233743,-34.150034,-57.081398,-55.388401,-52.135139,-42.441910,-44.732606,-41.974826,-32.632982,-42.484593,-48.638186,-42.198447,-36.236606,-41.861226,-63.287017,-43.424266,-48.247754,-58.118765,-43.107138,-45.435663,-45.151123,-44.773230,-47.552734,-51.632100,-49.938555,-46.704516,-48.083087,-49.304598,-43.135853,-40.843358,-41.971991,-47.945061,-45.612681,-44.080142,-43.622029,-43.879620,-44.747527,-46.709815,-47.064377,-46.000046,-47.826235,-49.888513,-50.137828,-47.987086,-45.656473,-44.554635,-51.369510,-44.666957,-42.679150,-40.830764,-40.710723,-42.117919,-44.264431,-64.131131,-50.380915,-45.318622,-44.078865,-47.578394,-55.803497,-86.181884,-63.702249,-48.938368,-46.695001,-51.312562,-46.193424,-52.162837,-35.882614,-37.428365,-38.717097,-48.122384,-29.927994,-30.957466,-36.260037,-46.642434,-46.885695,-42.102599,-40.607086,-38.642433,-37.282023,-39.053513,-41.539425,-43.292418,-49.036431,-46.461922,-56.002440,-73.476056,-57.233342,-55.646934,-65.300858,-52.035949,-54.703053,-55.365290,-54.244850,-53.797708,-52.478228,-49.551087,-47.748370,-49.465905,0,Fileset 1: TS pulse compressed wideband pings T1
60.000,-50.272309,-43.883804,-40.605244,-47.742633,-46.765313,-41.036826,-52.277361,-43.499249,-36.422196,-34.784186,-36.234676,-39.545933,-49.229229,-45.986475,-44.442505,-46.855303,-49.795432,-49.992953,-33.893551,-58.942294,-52.678728,-55.474034,-43.013491,-45.685267,-42.714129,-32.415898,-41.671258,-47.467965,-41.401222,-36.788981,-42.119680,-58.273927,-42.388078,-48.566142,-56.781025,-44.861125,-47.996358,-46.443928,-44.314454,-45.977177,-50.345231,-49.360183,-46.591381,-47.715129,-51.090024,-42.017069,-39.975130,-41.267741,-48.693796,-46.406024,-44.988890,-44.736006,-44.769123,-45.623129,-47.848465,-46.798894,-46.899210,-49.508971,-51.737763,-51.802652,-48.156378,-46.519846,-45.254045,-48.352861,-43.640646,-42.274501,-41.264779,-41.247369,-42.335056,-44.497356,-60.001066,-58.228909,-48.912684,-46.833642,-52.452812,-61.956825,-54.913404,-54.345390,-50.131965,-45.543082,-54.221414,-44.920185,-48.385102,-36.047471,-37.163209,-38.295884,-48.707356,-30.067267,-30.798652,-36.595913,-46.837774,-47.821294,-40.894849,-41.800583,-38.541122,-38.184132,-39.267853,-42.546465,-43.843071,-48.177273,-47.058990,-58.217078,-60.690370,-60.761265,-63.777702,-63.961458,-51.810190,-56.686984,-57.382059,-57.059885,-55.364863,-52.537175,-49.516899,-48.298150,-50.570633,0,Fileset 1: TS pulse compressed wideband pings T1
60.500,-53.134439,-43.372692,-40.691955,-47.121435,-46.964069,-40.517027,-52.927363,-43.771263,-36.014422,-35.096332,-36.159564,-39.434697,-48.218633,-45.766975,-44.527283,-47.027435,-48.380726,-48.406772,-33.587258,-60.855138,-50.853462,-55.295897,-43.753502,-46.630438,-43.494353,-32.236462,-40.939949,-46.747429,-40.535576,-37.332099,-42.690217,-54.562486,-41.589279,-48.467583,-55.432609,-47.138711,-51.520906,-46.806633,-43.561100,-44.874984,-50.467407,-48.667214,-46.282937,-47.502042,-50.118586,-40.869094,-39.126853,-40.753004,-49.567583,-46.860596,-45.420866,-45.494298,-45.472657,-46.778004,-49.185649,-46.948626,-48.256612,-51.698437,-53.579266,-53.502886,-48.046617,-47.426617,-46.230107,-46.683115,-43.406383,-42.476504,-42.392570,-42.367908,-42.839397,-44.976863,-53.823283,-66.144543,-55.594241,-51.598995,-65.611034,-52.472910,-49.627311,-50.544549,-52.137784,-44.620545,-59.664005,-44.251682,-46.077684,-36.323447,-37.006076,-37.955278,-49.059297,-30.319830,-30.810060,-37.050071,-47.055387,-48.859930,-40.061809,-43.012139,-38.472624,-39.104998,-39.594566,-43.521089,-44.828456,-47.880603,-47.753590,-60.646349,-55.418303,-63.368734,-67.384012,-57.511436,-52.252044,-59.005774,-60.351725,-62.586951,-58.290148,-53.375161,-49.903383,-49.019298,-52.185268,0,Fileset 1: TS pulse compressed wideband pings T1
61.000,-57.085032,-42.891548,-40.906488,-46.607166,-47.245934,-40.418480,-52.378071,-43.117592,-35.635052,-35.195932,-36.284601,-39.318455,-47.608621,-45.551688,-44.842409,-46.475166,-46.628913,-46.921588,-33.379649,-60.877670,-50.062532,-53.159758,-44.788163,-47.634313,-44.448083,-32.151947,-40.275045,-46.560959,-39.908977,-37.887104,-43.389588,-51.602800,-41.236800,-48.309163,-55.435575,-50.219380,-57.137716,-46.164833,-42.947269,-44.307674,-51.543381,-48.054798,-45.977565,-47.273677,-48.070057,-39.864118,-38.426600,-40.343676,-50.809604,-47.130654,-45.499754,-46.049069,-46.380654,-48.418488,-50.687388,-47.646425,-50.343035,-54.549975,-55.033160,-54.893268,-47.976507,-48.390074,-47.647881,-46.049824,-44.007987,-43.444335,-44.268722,-44.049997,-43.585815,-45.602486,-50.822963,-53.508287,-65.720549,-65.690922,-53.701807,-47.787316,-46.788839,-48.499106,-55.914848,-44.168503,-61.453212,-44.075416,-44.618599,-36.826709,-37.060536,-37.824414,-49.039010,-30.722466,-30.990048,-37.491945,-47.200847,-49.979297,-39.608862,-44.146632,-38.379077,-39.777137,-40.086902,-43.652597,-46.119838,-48.104078,-48.707579,-61.080469,-52.579168,-61.162873,-58.268960,-53.901026,-53.250347,-60.686296,-64.487363,-89.901162,-62.598735,-55.137797,-50.941105,-49.930079,-53.518975,0,Fileset 1: TS pulse compressed wideband pings T1
61.500,-60.385850,-42.508623,-41.177032,-46.309800,-47.716198,-40.694031,-50.132978,-41.629805,-35.382342,-35.079999,-36.496041,-39.256769,-47.368380,-45.304214,-45.173239,-45.331962,-45.065639,-45.684596,-33.304600,-58.357428,-49.918168,-51.284249,-46.128493,-48.537791,-45.506460,-32.154130,-39.634131,-46.883106,-39.567435,-38.436265,-43.929146,-49.181447,-41.305929,-48.383118,-56.168141,-54.592187,-59.048554,-45.017520,-42.550554,-44.187459,-52.806200,-47.686803,-45.791294,-46.792758,-46.381652,-39.027841,-37.894349,-39.887568,-52.628058,-47.436316,-45.542160,-46.678174,-47.829818,-50.626842,-52.098771,-48.976987,-53.703350,-57.763519,-55.337516,-55.318857,-48.116337,-49.345539,-49.560761,-46.317399,-45.471668,-45.208017,-46.685251,-45.992787,-44.390635,-46.198009,-49.032471,-48.781942,-51.460582,-53.013687,-46.984710,-44.879640,-45.127115,-47.434205,-64.452609,-44.190676,-54.205424,-44.262680,-43.637926,-37.573843,-37.311078,-37.904359,-48.684539,-31.236330,-31.251364,-37.724265,-46.980398,-50.988759,-39.436948,-45.180594,-38.126098,-40.059688,-40.735613,-42.676820,-47.365379,-48.486846,-49.890541,-58.270145,-51.013362,-57.813645,-54.319777,-51.497427,-54.357134,-60.468750,-63.159931,-62.948114,-62.266318,-57.500664,-52.751610,-50.702934,-52.967845,0,Fileset 1: TS pulse compressed wideband pings T1
62.000,-57.706805,-42.242574,-41.454124,-46.257778,-48.394769,-41.187873,-47.575384,-39.879182,-35.268619,-34.892197,-36.634620,-39.292442,-47.366818,-45.070770,-45.233213,-44.007138,-43.808594,-44.721877,-33.343052,-55.316521,-50.102544,-49.822496,-47.735066,-48.925036,-46.178482,-32.218911,-39.014268,-47.652901,-39.454704,-38.929503,-44.142833,-47.261700,-41.695139,-48.797033,-54.638607,-59.729258,-52.358091,-43.786985,-42.286833,-44.384067,-53.406185,-47.674397,-45.769910,-46.006137,-44.829893,-38.372670,-37.527289,-39.346462,-55.246680,-47.924716,-45.778126,-47.565122,-50.070982,-53.313259,-53.079580,-51.069540,-60.080723,-58.341395,-54.140155,-54.438167,-48.506944,-50.192492,-51.860726,-47.462591,-47.865970,-47.599536,-48.939168,-47.631737,-45.104390,-46.726208,-47.892302,-45.960873,-46.135087,-46.220978,-43.430605,-43.026628,-44.319751,-47.146263,-64.687258,-44.660892,-49.636555,-44.809816,-42.960805,-38.549989,-37.702309,-38.145176,-48.205808,-31.807712,-31.501512,-37.628069,-46.214572,-51.516545,-39.447812,-46.201504,-37.639692,-40.070565,-41.505805,-41.248639,-48.060231,-48.541718,-51.116400,-54.991259,-50.193087,-55.367943,-51.959336,-49.705112,-54.893442,-58.872885,-57.953928,-56.924844,-57.460522,-58.313143,-55.550658,-50.861343,-50.857944,0,Fileset 1: TS pulse compressed wideband pings T1
62.500,-54.153076,-42.159845,-41.785128,-46.479989,-49.343513,-41.775101,-45.431249,-38.297523,-35.326968,-34.849029,-36.663111,-39.516099,-47.494944,-44.991849,-44.874958,-42.854430,-42.915375,-44.089101,-33.529882,-52.637902,-50.423151,-48.668404,-49.605445,-48.477434,-45.798578,-32.387155,-38.508209,-48.862377,-39.559127,-39.368254,-44.157179,-45.880299,-42.352337,-49.582690,-51.185367,-57.036461,-48.079435,-42.688565,-42.094315,-44.815832,-53.469257,-48.151235,-45.967070,-45.108527,-43.146862,-37.992771,-37.396729,-38.873592,-58.571827,-48.686333,-46.332049,-48.755313,-53.235307,-55.943771,-53.551651,-54.180545,-71.268553,-55.311214,-52.317261,-52.883411,-49.191942,-50.893764,-54.040941,-49.714206,-51.269719,-49.818904,-50.122482,-48.650935,-45.843704,-47.422796,-47.314664,-44.217520,-43.087909,-42.648963,-41.381600,-42.060730,-44.343147,-47.693136,-55.921331,-45.696139,-46.697813,-45.902376,-42.614161,-39.812855,-38.246911,-38.554803,-47.873806,-32.452687,-31.738779,-37.275510,-45.107887,-51.282700,-39.660509,-47.357591,-37.037253,-40.077414,-42.385782,-39.964511,-47.898783,-48.162244,-52.206769,-52.380359,-49.871306,-53.805606,-50.394342,-48.348138,-54.639174,-57.006038,-54.333549,-53.539170,-53.875020,-56.018102,-60.088980,-50.420248,-48.703034,0,Fileset 1: TS pulse compressed wideband pings T1
63.000,-51.761848,-42.199890,-42.101474,-46.839768,-50.516743,-42.225717,-43.684528,-36.948226,-35.429160,-34.972986,-36.524732,-39.880707,-47.503769,-45.053212,-44.056336,-41.924787,-42.294521,-43.701315,-33.782397,-50.343711,-50.570251,-47.656816,-51.556158,-47.250280,-44.332574,-32.576243,-38.087957,-50.355488,-39.746542,-39.652623,-44.082681,-44.935940,-43.108388,-50.538720,-48.181761,-52.319567,-45.319079,-41.673240,-41.806540,-45.278467,-53.741240,-49.110257,-46.251698,-44.197307,-41.397325,-37.864750,-37.458933,-38.537251,-59.245344,-49.502989,-47.022901,-49.818639,-55.809356,-57.108215,-53.615886,-57.866119,-57.965914,-52.310347,-50.625741,-51.296526,-50.076324,-51.343920,-54.825229,-53.651466,-54.377504,-50.353482,-50.322981,-49.279283,-46.825394,-48.523136,-47.245673,-43.234097,-41.220640,-40.501796,-40.274844,-41.858097,-45.200089,-49.174353,-51.870952,-47.447532,-44.673988,-47.696567,-42.590729,-41.327755,-38.854543,-39.026602,-47.761707,-33.063625,-31.864664,-36.681926,-43.875228,-50.307274,-40.028871,-48.554786,-36.386724,-40.156667,-43.142131,-38.932391,-46.947563,-47.553159,-52.932209,-50.384898,-49.783209,-52.852851,-49.249708,-47.269121,-53.948481,-55.155610,-51.896365,-51.165524,-51.278227,-53.109321,-69.425226,-49.754135,-46.928722,0,Fileset 1: TS pulse compressed wideband pings T1
63.500,-50.261475,-42.401886,-42.410901,-47.276418,-52.003378,-42.458941,-42.318852,-35.886436,-35.497463,-35.289786,-36.334464,-40.425473,-47.295741,-45.262312,-43.020297,-41.265327,-41.941429,-43.545820,-34.126380,-48.424222,-50.349605,-46.771421,-53.324252,-45.699960,-42.484132,-32.800539,-37.809590,-51.983875,-39.985586,-39.813729,-44.090756,-44.421480,-43.918627,-51.455578,-46.015850,-49.149444,-43.471851,-40.741357,-41.416649,-45.716083,-54.867391,-50.642540,-46.518517,-43.407659,-39.956643,-38.048472,-37.761100,-38.474562,-55.655791,-49.930208,-47.513040,-49.961897,-54.351893,-56.621938,-53.560318,-57.995020,-53.096435,-50.205158,-49.404012,-50.036888,-51.183841,-51.643265,-53.954656,-62.163734,-53.836715,-49.885989,-50.508158,-50.088130,-48.521146,-50.457319,-47.824321,-42.997618,-40.259963,-39.343244,-40.001066,-42.535729,-47.218378,-52.051808,-49.505680,-50.517774,-43.342044,-50.455320,-43.065486,-43.221876,-39.564564,-39.567624,-47.983207,-33.619178,-31.893042,-35.944339,-42.724238,-49.024161,-40.649975,-49.642802,-35.838176,-40.361153,-43.494227,-38.213843,-45.665949,-47.021882,-53.291977,-48.924848,-49.823345,-52.382751,-48.425409,-46.481303,-53.323169,-53.426933,-50.240773,-49.362348,-49.294539,-50.741032,-67.278690,-49.290522,-45.585333,0,Fileset 1: TS pulse compressed wideband pings T1
64.000,-49.329824,-42.805024,-42.674338,-47.719398,-53.913421,-42.421296,-41.366881,-35.123163,-35.408093,-35.681979,-36.210183,-41.162400,-46.909358,-45.492725,-42.012219,-40.868169,-41.823221,-43.556134,-34.595025,-46.821048,-49.690037,-45.992223,-54.231806,-44.146125,-40.661585,-33.070994,-37.705374,-53.309260,-40.251450,-39.869664,-44.263942,-44.337695,-44.781130,-52.071058,-44.485630,-47.000349,-42.254079,-39.879670,-40.992984,-46.189521,-56.844353,-52.786362,-46.604484,-42.811630,-39.119906,-38.540102,-38.302647,-38.755896,-52.128854,-49.350438,-47.255088,-48.726825,-51.323198,-55.853950,-53.614176,-54.382817,-50.484900,-48.888516,-48.715686,-49.200610,-52.589875,-51.991697,-52.516562,-64.008735,-51.902850,-50.156108,-51.199839,-51.450899,-51.556828,-53.892821,-49.289571,-43.634119,-40.190374,-39.086896,-40.669108,-44.412183,-51.152349,-56.533905,-48.196878,-56.458426,-42.669877,-53.181900,-44.352372,-45.750505,-40.458136,-40.203928,-48.603132,-34.075044,-31.829806,-35.103618,-41.711404,-47.765166,-41.640680,-50.450284,-35.477768,-40.543173,-43.141603,-37.841350,-44.393223,-46.614042,-53.302539,-47.921170,-49.923463,-52.283041,-47.891821,-46.043646,-52.983038,-51.895749,-49.137792,-47.975350,-47.739672,-48.914899,-59.105072,-49.230930,-44.642048,0,Fileset 1: TS pulse compressed wideband pings T1
64.500,-48.676015,-43.482234,-42.843771,-48.121690,-56.258595,-42.081820,-40.971731,-34.672190,-35.080786,-35.870285,-36.258666,-42.066505,-46.550763,-45.493733,-41.222278,-40.723060,-41.887428,-43.621830,-35.263361,-45.473312,-48.750152,-45.306972,-53.496615,-42.764544,-38.962958,-33.434476,-37.817246,-53.484660,-40.573391,-39.792360,-44.617560,-44.752008,-45.766097,-52.242150,-43.336468,-45.587791,-41.516037,-39.117687,-40.701781,-46.927533,-57.053931,-55.182214,-46.428475,-42.479815,-39.021793,-39.197043,-38.992304,-39.356482,-49.494503,-47.813808,-46.071455,-46.763526,-48.848724,-55.712663,-53.998276,-51.206923,-48.923231,-48.192661,-48.512059,-48.758175,-54.436064,-52.705288,-51.191771,-55.378978,-51.230747,-52.065796,-52.512211,-53.519226,-56.261976,-59.940740,-51.941887,-45.471723,-41.214959,-39.874813,-42.658653,-48.072742,-55.676547,-55.392579,-47.885815,-58.315820,-42.814473,-51.545828,-47.135823,-49.414781,-41.710375,-41.025737,-49.630055,-34.410165,-31.695337,-34.197216,-40.826721,-46.686111,-43.113357,-51.169171,-35.351361,-40.319719,-42.124180,-37.883828,-43.287867,-46.178621,-52.827953,-47.320378,-50.092175,-52.455162,-47.695313,-46.082984,-52.984117,-50.682319,-48.481922,-46.999501,-46.579196,-47.550835,-54.806801,-49.652064,-44.111579,0,Fileset 1: TS pulse compressed wideband pings T1
65.000,-48.064712,-44.576375,-42.963069,-48.454919,-58.377042,-41.546592,-41.391664,-34.593546,-34.618955,-35.617826,-36.600045,-43.049146,-46.553533,-45.128326,-40.848686,-40.874461,-42.097213,-43.671114,-36.286844,-44.387621,-47.868509,-44.770030,-51.571211,-41.750702,-37.466486,-34.027748,-38.249389,-52.224577,-41.098910,-39.565675,-45.129860,-45.887456,-46.996351,-51.996916,-42.291355,-44.899574,-41.206493,-38.594248,-40.830327,-48.241073,-53.908813,-56.345071,-46.182842,-42.558393,-39.351548,-39.662430,-39.618730,-40.067686,-47.669543,-46.085557,-44.512902,-44.885351,-47.004091,-56.805406,-54.841246,-48.889133,-47.927543,-47.933085,-48.642806,-48.597095,-56.368072,-54.359484,-50.249942,-52.629171,-52.317946,-55.636828,-53.836683,-55.324695,-57.610879,-63.434288,-54.854024,-49.064141,-43.834363,-42.105375,-46.625300,-51.646680,-50.847558,-50.686588,-48.798735,-51.363891,-44.184095,-48.345407,-53.465257,-53.440600,-43.647461,-42.243844,-50.921728,-34.717693,-31.587731,-33.358838,-40.117968,-45.899451,-45.060972,-52.581423,-35.495003,-39.429017,-40.884000,-38.493391,-42.447427,-45.644458,-51.682832,-47.124187,-50.501021,-52.853874,-48.011798,-46.813128,-53.359291,-49.993509,-48.303014,-46.560149,-45.926424,-46.709962,-52.148788,-50.555255,-44.109686,0,Fileset 1: TS pulse compressed wideband pings T1
