Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,Variable_index,Variable_name
46.500,-38.620250,-39.672310,-50.974915,-40.455050,-41.825099,-34.805460,-42.618224,-51.507495,-38.793156,-37.002121,-38.706487,-37.968566,-44.377964,-44.571711,-43.781120,-43.983770,-45.476991,-48.496709,-33.967129,-40.397417,-40.435631,-46.730860,-47.196917,-50.516749,-34.812324,-34.616241,-45.349101,-37.917077,-40.970273,-49.561888,-47.912019,-46.966543,-49.022418,-40.448695,-37.622429,-45.881422,-52.984339,-52.322436,-44.852189,-40.038290,-39.921741,-42.291759,-44.306450,-41.051004,-42.943307,-48.913556,-55.986692,-51.965725,-37.872760,-37.332298,-37.993629,-39.048474,-41.417514,-43.360093,-42.993399,-42.705783,-43.157708,-44.422579,-45.024530,-45.706138,-41.000817,-39.439069,-38.646292,-52.576442,-54.012023,-56.769799,-47.348638,-46.922542,-51.106923,-50.902901,-51.782010,-52.335647,-52.303080,-52.456893,-50.485289,-52.972471,-52.115142,-51.705665,-53.702626,-56.519906,-43.456191,-39.178053,-38.093420,-35.578557,-34.121092,-33.260813,-33.397505,-32.473501,-35.507139,-35.631669,-34.752749,-38.756131,-51.350880,-38.262957,-42.855579,-52.857600,-54.658292,-41.034815,-58.195442,-44.772934,-47.623066,-49.508980,-48.401320,-49.221390,-52.382600,-54.618151,-51.377216,-50.692830,-51.177738,-52.451588,-51.620305,-49.363667,-47.240148,-49.222205,-64.762134,0,Fileset 1: TS pulse compressed wideband pings T1
47.000,-38.722318,-38.792759,-49.548376,-40.965566,-42.891517,-34.988306,-44.384215,-58.822478,-38.495917,-37.067181,-37.712605,-38.201687,-44.728820,-43.895765,-44.052283,-44.289351,-46.066401,-49.790692,-33.920428,-40.667542,-39.354607,-45.659092,-48.502591,-46.873275,-34.469385,-34.623478,-45.320298,-37.669490,-40.047936,-53.006502,-47.987436,-48.025983,-48.260818,-40.080262,-37.089632,-46.898587,-53.557308,-50.852038,-44.748643,-40.515866,-40.267033,-42.446851,-43.853421,-40.544624,-43.246574,-50.679018,-53.681745,-56.212062,-37.591983,-37.235589,-38.060659,-39.167242,-41.138226,-42.300434,-42.167218,-42.551632,-43.372930,-44.956624,-45.561102,-46.156692,-40.598181,-39.190548,-38.353188,-53.562590,-54.888804,-53.191956,-47.167475,-46.846159,-50.577577,-49.847886,-49.449590,-48.949639,-48.453007,-48.623921,-47.516196,-49.629659,-49.435163,-49.788944,-52.058975,-50.900643,-45.925879,-39.565235,-37.624594,-36.540916,-34.590315,-33.500774,-33.727076,-32.095711,-35.511204,-35.321585,-34.982325,-38.432779,-51.708779,-38.550972,-43.134385,-50.109746,-51.850169,-40.339449,-58.135743,-43.662951,-45.953092,-49.152398,-47.089475,-50.018474,-53.275580,-56.529579,-51.636403,-50.798165,-50.975247,-52.667384,-52.469928,-49.891106,-47.199407,-48.222688,-58.826835,0,Fileset 1: TS pulse compressed wideband pings T1
47.500,-38.564741,-37.935088,-48.066730,-41.857992,-43.998378,-34.988435,-46.076259,-51.682425,-37.783857,-36.999137,-36.512021,-38.260933,-44.671821,-43.232634,-44.129329,-44.593932,-46.683894,-51.239206,-33.915804,-40.768719,-38.477284,-44.163105,-51.591536,-43.478319,-33.823006,-34.690067,-45.198587,-37.257697,-39.194867,-50.688336,-48.062950,-47.860935,-47.993183,-39.350500,-36.336531,-47.879063,-52.452733,-50.193249,-45.013043,-41.333291,-41.100597,-42.710798,-43.324631,-40.104471,-43.139115,-50.833161,-51.781659,-59.047054,-37.133918,-36.870287,-37.808386,-38.913974,-40.437384,-41.283995,-41.287754,-42.321769,-43.624627,-45.211916,-45.850123,-46.176635,-40.005492,-38.788854,-37.960272,-54.758775,-53.786250,-50.017827,-46.741968,-46.577133,-49.159257,-47.778164,-47.798331,-46.579613,-45.882577,-45.992732,-45.962668,-47.784650,-48.217371,-49.148367,-51.261642,-47.319100,-47.396830,-40.633848,-37.610276,-37.625583,-35.097127,-33.742943,-34.023688,-31.832237,-35.423939,-35.168746,-35.215846,-38.135502,-51.363559,-38.881463,-43.657378,-48.245044,-48.938535,-39.868237,-61.004130,-43.312840,-44.931693,-48.244522,-46.316242,-50.938247,-53.826036,-60.460321,-52.168825,-51.160368,-51.148005,-53.121860,-53.311994,-50.302585,-47.354248,-47.355827,-54.994618,0,Fileset 1: TS pulse compressed wideband pings T1
48.000,-38.539975,-37.488491,-47.039243,-43.550850,-45.545856,-35.120634,-47.068695,-45.665691,-36.997883,-36.981476,-35.778537,-38.385143,-44.481694,-43.037364,-44.343018,-45.254442,-47.815498,-53.397163,-34.322841,-40.794409,-37.935135,-42.808260,-59.472236,-40.911211,-33.295435,-35.106857,-44.961167,-37.088997,-38.650521,-46.544796,-48.930942,-47.278162,-48.126996,-38.754196,-35.880834,-48.766732,-50.410261,-50.110920,-46.052456,-42.742888,-42.860181,-43.478318,-43.081806,-40.087226,-43.578168,-50.442037,-51.443635,-56.031880,-36.868012,-36.600936,-37.582308,-38.619297,-39.829738,-40.669532,-40.693373,-42.428554,-44.200621,-45.476449,-46.207438,-46.221231,-39.647534,-38.540002,-37.810469,-54.255007,-51.187194,-48.059833,-47.073023,-47.040253,-47.726871,-46.271186,-46.993095,-45.483238,-44.585920,-44.662104,-45.490194,-47.329431,-48.298808,-49.673641,-50.628909,-45.809815,-45.843987,-42.488153,-38.507529,-39.264451,-36.016980,-34.350667,-34.627876,-31.911838,-35.504479,-35.309373,-35.800906,-38.218722,-49.850045,-39.215382,-44.482553,-47.540048,-47.151490,-39.865465,-60.300269,-44.248587,-44.982481,-47.523651,-46.578535,-52.117710,-54.056311,-72.773340,-53.293932,-52.202121,-52.202566,-54.486404,-54.749332,-51.035612,-48.044679,-47.001507,-52.562474,0,Fileset 1: TS pulse compressed wideband pings T1
48.500,-38.510200,-37.307162,-46.487134,-45.941199,-47.296758,-35.207441,-46.640836,-42.189273,-36.146005,-36.697163,-35.441836,-38.299388,-44.058915,-43.209243,-44.602040,-46.042557,-49.320591,-55.969459,-34.939730,-40.424464,-37.406776,-41.604529,-61.647497,-38.880156,-32.780570,-35.567123,-44.552188,-37.012597,-38.172462,-43.405912,-50.640501,-46.739991,-48.056023,-38.245274,-35.661634,-48.751378,-48.507880,-49.985654,-47.617767,-44.400337,-45.260745,-44.446472,-42.852004,-40.208937,-44.925486,-50.646436,-52.977687,-54.014770,-36.617539,-36.297446,-37.267933,-38.191029,-39.254747,-40.177971,-40.154572,-42.676619,-44.723244,-45.604254,-46.448171,-46.301118,-39.376021,-38.236442,-37.662790,-51.563252,-48.847300,-47.086811,-48.165052,-48.220469,-46.779915,-45.492299,-46.451881,-45.202332,-44.127578,-44.235656,-45.518352,-47.647265,-48.645159,-49.924252,-49.433074,-45.522959,-43.539562,-43.774527,-40.026312,-41.312401,-37.185656,-35.128419,-35.337900,-32.108554,-35.582187,-35.441872,-36.584194,-38.436537,-47.895565,-38.999463,-44.920624,-47.564577,-45.995062,-40.118719,-53.584171,-46.679589,-45.861841,-47.116245,-47.698094,-53.158557,-53.664341,-65.352559,-54.819865,-53.760883,-54.142332,-57.034862,-56.934351,-52.022240,-49.021186,-46.953580,-50.957758,0,Fileset 1: TS pulse compressed wideband pings T1
49.000,-38.407615,-37.280499,-46.300204,-49.106147,-48.872338,-35.199056,-45.389938,-40.013297,-35.342451,-36.030490,-35.354202,-37.910142,-43.468936,-43.651446,-44.914514,-46.825042,-50.992784,-57.514278,-35.633850,-39.666599,-36.787268,-40.515019,-51.607924,-37.150492,-32.241863,-35.850993,-44.125042,-36.944332,-37.603108,-40.967978,-52.823449,-46.422811,-47.532187,-37.841713,-35.662123,-47.731064,-46.925717,-49.148481,-49.433060,-46.040410,-47.528283,-45.171373,-42.419843,-40.230656,-46.749194,-52.087232,-57.912982,-54.199817,-36.301500,-35.948577,-36.877457,-37.673273,-38.686353,-39.607249,-39.543120,-42.864264,-44.887850,-45.600935,-46.544612,-46.477577,-39.100954,-37.807384,-37.366364,-48.731439,-47.319743,-46.982025,-49.732609,-49.821937,-46.551789,-45.397211,-45.535921,-45.201351,-44.218530,-44.499421,-45.656362,-47.717903,-47.623317,-48.074615,-48.029288,-45.933927,-41.830173,-42.916534,-41.368427,-43.661529,-38.485177,-35.926126,-36.016969,-32.324199,-35.571057,-35.462566,-37.456881,-38.559326,-46.401737,-38.165628,-44.496065,-47.757898,-44.920658,-40.542128,-49.198212,-51.608882,-47.457783,-47.109038,-49.595296,-53.624707,-52.704724,-58.042152,-56.841228,-55.712974,-57.223942,-61.701217,-59.786080,-53.147921,-50.079413,-47.107161,-49.826450,0,Fileset 1: TS pulse compressed wideband pings T1
49.500,-38.443101,-37.519717,-46.466183,-53.412710,-49.850233,-35.334771,-44.244038,-38.783941,-34.830944,-35.254605,-35.481264,-37.502486,-43.029844,-44.420792,-45.478340,-47.729727,-52.581099,-56.249977,-36.509409,-38.845261,-36.285654,-39.685224,-46.918954,-35.765705,-31.857317,-35.985262,-43.830890,-36.993760,-36.996409,-39.141132,-53.038675,-46.535061,-46.863624,-37.757983,-36.041727,-46.331052,-45.578219,-47.614998,-51.328177,-47.715619,-48.468918,-45.299809,-41.866004,-40.164694,-46.820167,-54.901740,-65.909188,-56.744574,-36.080199,-35.737906,-36.579613,-37.243557,-38.208768,-39.023056,-39.016260,-42.967571,-44.738877,-45.651628,-46.680451,-46.892268,-38.943363,-37.427635,-37.011116,-46.890243,-46.967397,-47.972333,-51.435500,-51.503522,-47.370920,-46.228891,-44.077879,-44.828380,-44.580253,-45.297066,-45.541254,-46.267667,-45.096482,-45.096805,-47.063196,-46.781818,-40.923983,-41.032957,-41.279935,-46.545629,-40.002175,-36.830766,-36.783081,-32.586076,-35.466543,-35.460583,-38.428520,-38.529912,-45.826502,-37.129186,-43.346776,-47.535123,-43.630179,-41.217678,-46.524754,-57.779794,-49.790446,-47.762300,-52.398392,-53.322828,-51.607123,-54.992184,-60.175417,-58.218671,-62.560242,-72.524744,-60.758775,-54.039353,-51.136769,-47.605692,-49.148382,0,Fileset 1: TS pulse compressed wideband pings T1
50.000,-38.564153,-37.886596,-46.670424,-56.335021,-49.531084,-35.563057,-43.544979,-38.173564,-34.564285,-34.467393,-35.449884,-37.114715,-42.724297,-45.249311,-46.230239,-48.672038,-53.222724,-53.589086,-37.422508,-37.974159,-35.893064,-38.997073,-43.727652,-34.553631,-31.572713,-35.858011,-43.436990,-37.049029,-36.199581,-37.755568,-49.846996,-46.977677,-46.200760,-37.950007,-36.637399,-44.753927,-44.154509,-45.898603,-53.046822,-49.494090,-48.237243,-44.587262,-41.129043,-39.883174,-44.958628,-54.943107,-53.714043,-58.482370,-35.875632,-35.604843,-36.334760,-36.859732,-37.713717,-38.373452,-38.532768,-42.721408,-44.252527,-45.603556,-46.678243,-47.181094,-38.763625,-37.056888,-36.549718,-46.262671,-48.034954,-50.236810,-52.871385,-52.904318,-49.307089,-47.955421,-42.266345,-43.434568,-44.312116,-45.634754,-44.528357,-43.612267,-42.428742,-42.447423,-46.479709,-47.544025,-40.761701,-39.442732,-39.764048,-50.413135,-41.555077,-37.677487,-37.530825,-32.744862,-35.111716,-35.329252,-39.158498,-38.115726,-46.215282,-36.150617,-41.804554,-46.663725,-42.018429,-42.071348,-44.894081,-50.113918,-51.478159,-49.092406,-55.288388,-52.231512,-50.502323,-53.815799,-67.321928,-61.366367,-72.798170,-65.048527,-57.520618,-53.718924,-51.750669,-48.371810,-48.766819,0,Fileset 1: TS pulse compressed wideband pings T1
50.500,-38.980974,-38.537101,-46.921692,-53.401604,-48.231346,-36.030709,-43.748263,-38.185343,-34.693517,-33.967617,-35.208654,-36.984243,-42.729204,-46.061421,-47.290476,-49.688478,-52.652886,-51.327918,-38.444309,-37.266040,-35.817023,-38.596901,-41.399741,-33.658327,-31.592654,-35.670215,-42.987180,-37.263449,-35.413670,-36.917116,-46.699714,-47.777237,-45.752448,-38.579684,-37.372048,-43.284709,-42.803906,-44.668206,-55.164556,-52.000295,-48.361693,-43.646949,-40.500448,-39.645057,-43.963719,-50.516954,-48.521667,-52.865045,-35.869216,-35.704267,-36.324765,-36.692532,-37.363262,-37.934565,-38.318815,-42.255446,-43.721959,-45.429702,-46.445926,-47.000561,-38.673934,-36.897386,-36.246118,-47.292110,-51.374340,-54.105716,-54.356508,-54.276812,-51.683042,-49.910492,-40.838579,-41.695327,-43.015559,-44.448371,-42.907434,-41.346138,-40.621118,-40.818608,-46.165728,-48.175504,-41.666893,-38.759969,-38.369975,-56.738902,-43.310257,-38.635260,-38.490706,-32.955125,-34.714900,-35.248314,-39.580621,-37.564668,-47.780553,-35.596015,-40.410455,-45.880161,-40.535686,-43.338879,-44.293228,-45.787894,-51.000737,-51.478058,-56.117406,-50.955058,-49.709846,-54.255117,-73.851800,-65.759629,-68.038549,-58.979175,-54.302892,-52.441337,-51.751295,-49.490798,-48.869127,0,Fileset 1: TS pulse compressed wideband pings T1
51.000,-39.568939,-39.365833,-47.077610,-50.141174,-46.475245,-36.494354,-44.907112,-38.481139,-35.016865,-33.661658,-34.700125,-36.944569,-42.863188,-46.512022,-48.305795,-50.220198,-51.391650,-49.660005,-39.241379,-36.624183,-35.895081,-38.318398,-39.555180,-32.977336,-31.821326,-35.360861,-42.388986,-37.519268,-34.658756,-36.406940,-44.524031,-48.534442,-45.213948,-39.452641,-37.782881,-41.902213,-41.569547,-43.944405,-57.974524,-55.842933,-48.900838,-42.894692,-40.035640,-39.515914,-44.334191,-46.915273,-45.674111,-48.113139,-35.980550,-35.891719,-36.421115,-36.611404,-37.078061,-37.718782,-38.316871,-41.625303,-43.149860,-44.881628,-45.708582,-46.066950,-38.567535,-36.878291,-36.114042,-50.283605,-58.625604,-56.486706,-54.131365,-53.543721,-51.031010,-49.516734,-40.062680,-40.291444,-41.314140,-42.424188,-41.320429,-39.936680,-39.758396,-40.219093,-45.692246,-48.768700,-43.760994,-39.004041,-37.607406,-53.482107,-45.393131,-39.707289,-39.682083,-33.169761,-34.306862,-35.163949,-39.595509,-36.999057,-49.746790,-35.393088,-39.248345,-45.689706,-39.346011,-45.056486,-44.627120,-43.868949,-50.091743,-55.243512,-55.254292,-49.739930,-49.188868,-56.275946,-61.162201,-68.361578,-63.493540,-55.998013,-52.076802,-51.023231,-51.115768,-50.537456,-49.352214,0,Fileset 1: TS pulse compressed wideband pings T1
51.500,-40.344404,-40.508030,-47.348021,-48.142525,-44.805677,-36.848733,-46.786678,-38.802062,-35.490644,-33.582276,-34.313001,-36.940554,-43.107565,-46.657483,-48.897255,-49.993794,-50.279180,-48.641864,-39.593941,-36.186593,-36.131291,-38.182420,-38.194637,-32.618216,-32.342042,-35.076389,-41.874542,-37.919656,-34.150931,-36.134118,-43.301717,-49.027265,-44.504407,-40.452628,-37.856732,-40.780835,-40.705710,-43.722315,-56.660052,-60.671666,-49.211379,-42.690561,-39.948962,-39.726686,-45.358412,-44.793338,-44.177588,-45.302387,-36.320112,-36.222337,-36.682073,-36.697468,-37.010043,-37.871360,-38.596619,-41.135203,-42.684441,-44.150358,-44.752757,-44.909299,-38.559785,-37.091491,-36.313692,-56.244835,-61.454879,-53.341822,-50.227198,-49.508348,-48.280451,-47.424155,-40.182022,-39.681250,-40.157401,-40.956156,-40.372442,-39.546004,-39.931149,-40.763984,-45.203480,-49.474757,-47.462428,-40.379627,-37.704943,-46.497295,-48.568055,-41.209253,-41.400858,-33.615888,-34.151969,-35.269327,-39.558902,-36.716866,-49.560195,-35.566723,-38.473704,-46.575258,-38.667717,-47.627075,-46.081505,-43.569588,-50.531429,-60.731458,-55.143435,-48.877005,-49.061484,-59.718751,-56.081716,-63.803538,-61.918100,-54.490383,-50.746276,-49.992496,-50.358403,-51.147051,-50.240722,0,Fileset 1: TS pulse compressed wideband pings T1
52.000,-40.980682,-41.846417,-47.708370,-46.879204,-43.221126,-36.742553,-47.172854,-38.635331,-35.789317,-33.452501,-34.122250,-36.654631,-43.182609,-46.469441,-48.574253,-49.130322,-49.383921,-47.943174,-39.151146,-35.839336,-36.281997,-37.932689,-37.089975,-32.406463,-32.966584,-34.712247,-41.418492,-38.315631,-33.813441,-35.778732,-42.611455,-48.933893,-43.612070,-41.169016,-37.746074,-39.810570,-40.122907,-43.576479,-51.099088,-57.384138,-49.036839,-42.964205,-40.139502,-40.158686,-45.277683,-43.717820,-43.506460,-43.758750,-36.740690,-36.538310,-36.943637,-36.826107,-37.079946,-38.217590,-38.914576,-40.769850,-42.219492,-43.364962,-43.809555,-43.878507,-38.546194,-37.372450,-36.712430,-66.838694,-54.843505,-49.557031,-46.036041,-45.491783,-45.694145,-45.319688,-41.019580,-39.761847,-39.653798,-40.225080,-40.042434,-39.939349,-40.921289,-42.284655,-44.893858,-49.286010,-52.665713,-42.843471,-38.568786,-42.016486,-54.407153,-43.283630,-43.754081,-34.286775,-34.231034,-35.520289,-39.569053,-36.646352,-46.887973,-35.841798,-37.924403,-48.509020,-38.348289,-51.579006,-48.449146,-44.402906,-52.619730,-60.899942,-56.237914,-48.265145,-49.134152,-58.524492,-52.603532,-59.731943,-61.080089,-53.763042,-49.928720,-49.163540,-49.575256,-50.942100,-51.122839,0,Fileset 1: TS pulse compressed wideband pings T1
52.500,-41.352451,-43.464572,-48.251712,-46.069904,-41.793006,-36.175467,-44.879116,-37.945379,-35.790594,-33.187779,-34.207885,-36.110612,-43.093570,-46.093937,-47.626342,-48.112022,-48.621592,-47.343897,-38.106588,-35.633186,-36.318911,-37.531796,-36.215691,-32.345517,-33.682807,-34.302867,-41.075779,-38.700365,-33.700712,-35.290089,-42.144685,-48.238429,-42.827093,-41.502999,-37.838884,-39.027766,-39.793682,-43.099509,-46.680639,-52.067280,-49.243170,-43.774049,-40.640271,-40.749660,-44.121957,-43.421242,-43.415055,-43.147447,-37.262696,-36.868353,-37.195854,-37.012405,-37.308155,-38.670755,-39.171372,-40.612598,-41.830002,-42.772133,-43.153256,-43.240744,-38.605892,-37.714593,-37.286074,-65.382769,-50.972444,-46.261917,-42.912154,-42.527983,-43.449315,-43.426602,-42.502669,-40.453080,-39.727290,-40.097358,-40.264703,-40.984442,-42.677585,-44.843462,-45.159741,-47.601313,-55.057529,-46.118347,-40.312972,-38.852291,-58.827808,-46.458665,-47.273011,-35.238507,-34.555901,-35.972658,-39.746450,-36.810240,-44.252931,-36.038583,-37.482771,-50.101127,-38.251917,-58.874591,-50.603181,-46.273520,-57.048913,-56.532624,-58.715998,-47.909609,-49.337395,-53.414291,-49.812794,-57.164409,-60.115786,-53.591181,-49.476139,-48.398496,-48.770621,-50.152102,-51.588160,0,Fileset 1: TS pulse compressed wideband pings T1
53.000,-41.345188,-45.402393,-48.906326,-45.508699,-40.479557,-35.257439,-42.214384,-37.021461,-35.487866,-32.771278,-34.453193,-35.398356,-42.867532,-45.561400,-46.525441,-47.118182,-47.777989,-46.574968,-36.791125,-35.562473,-36.231530,-36.958746,-35.476741,-32.364136,-34.462148,-33.853754,-40.799145,-39.040910,-33.754380,-34.691068,-41.589227,-46.998469,-42.246697,-41.537102,-38.311595,-38.360393,-39.551248,-41.983298,-43.401952,-48.157348,-50.454077,-45.139247,-41.371530,-41.267382,-43.172646,-43.688047,-43.662014,-43.228285,-37.817342,-37.222009,-37.458627,-37.289999,-37.702466,-39.036595,-39.195945,-40.602320,-41.534206,-42.448973,-42.832751,-42.998400,-38.706942,-38.034310,-37.923432,-58.843906,-47.438474,-43.446306,-40.731985,-40.473003,-41.524284,-41.704969,-44.450381,-41.639319,-40.252297,-40.394685,-40.971078,-42.588735,-45.222415,-48.586045,-46.349210,-45.428058,-52.708064,-47.557776,-42.886759,-36.442295,-49.342304,-51.570757,-53.466306,-36.473032,-35.103750,-36.643838,-40.038726,-37.158916,-42.274329,-36.083996,-37.092387,-47.983440,-38.260663,-60.924965,-49.781306,-49.119213,-65.910428,-53.643879,-63.257004,-47.713644,-49.405789,-49.493750,-47.480208,-55.635911,-59.037898,-53.845730,-49.284311,-47.629450,-47.861188,-49.108936,-51.276839,0,Fileset 1: TS pulse compressed wideband pings T1
53.500,-40.997327,-47.629661,-49.503043,-45.143363,-39.282149,-34.226073,-40.220227,-36.155334,-34.983620,-32.293585,-34.631304,-34.676784,-42.609991,-44.912688,-45.522359,-46.152052,-46.723154,-45.544577,-35.455906,-35.641944,-36.068571,-36.282863,-34.835041,-32.452298,-35.333633,-33.390650,-40.552332,-39.352004,-33.961124,-34.113105,-40.821947,-45.449835,-41.896540,-41.513928,-39.244340,-37.777246,-39.224196,-40.402496,-40.889982,-45.146561,-52.830040,-47.251785,-42.253292,-41.480171,-42.922770,-44.217956,-43.904037,-43.771249,-38.375896,-37.645942,-37.785141,-37.698038,-38.253867,-39.157325,-38.970080,-40.735704,-41.423450,-42.464641,-42.902317,-43.166651,-38.881989,-38.312987,-38.529575,-52.209718,-44.253859,-41.202411,-39.309429,-39.155373,-40.029334,-40.294479,-46.597124,-43.222013,-41.135588,-40.980797,-42.163495,-44.777437,-48.836978,-53.387840,-49.148129,-43.695022,-51.252753,-45.545858,-44.981505,-34.537012,-44.070660,-53.644207,-68.473681,-37.747573,-35.766711,-37.498217,-40.348506,-37.664372,-40.939095,-35.988046,-36.716689,-44.333130,-38.257537,-52.824837,-47.160790,-52.747846,-61.312930,-51.781392,-70.104088,-47.608312,-48.958820,-46.665894,-45.587296,-54.902112,-58.319585,-54.521717,-49.328385,-46.900309,-46.833281,-48.028448,-50.288080,0,Fileset 1: TS pulse compressed wideband pings T1
54.000,-40.451076,-49.485143,-49.767499,-45.039534,-38.251840,-33.338450,-38.987474,-35.544668,-34.417689,-31.904805,-34.464536,-34.093786,-42.436975,-44.255618,-44.704358,-45.212738,-45.500226,-44.377715,-34.241762,-35.921075,-35.943366,-35.631773,-34.307623,-32.629292,-36.324608,-32.951109,-40.333395,-39.704888,-34.279912,-33.677141,-39.931157,-43.852748,-41.693414,-41.621163,-40.559260,-37.252772,-38.667046,-38.751930,-38.950005,-42.797986,-54.795333,-50.547628,-43.068776,-41.275543,-43.351290,-44.504194,-43.743945,-44.334978,-38.879597,-38.162092,-38.227355,-38.251690,-38.892638,-38.949283,-38.565939,-40.995617,-41.582077,-42.845081,-43.370549,-43.698888,-39.119456,-38.515937,-38.961347,-47.313645,-41.835113,-39.635832,-38.564479,-38.505227,-39.103340,-39.387831,-48.216204,-45.132462,-42.419589,-41.883059,-44.018106,-47.713137,-53.268186,-52.828057,-54.974514,-42.735612,-50.815058,-43.578053,-43.862862,-33.033411,-40.624818,-47.245088,-52.832035,-38.309301,-36.327666,-38.409350,-40.559033,-38.302077,-40.263702,-35.845692,-36.385462,-41.420271,-38.188906,-48.765521,-44.936480,-56.088569,-55.067692,-50.460251,-62.840846,-47.543103,-47.782998,-44.604166,-44.195162,-54.860658,-58.341357,-55.759486,-49.668720,-46.344117,-45.798828,-47.026626,-49.028915,0,Fileset 1: TS pulse compressed wideband pings T1
54.500,-39.810350,-49.137771,-49.273980,-45.242983,-37.396404,-32.749996,-38.462869,-35.309600,-33.881360,-31.711718,-33.791168,-33.701997,-42.379982,-43.702624,-44.071366,-44.315893,-44.240155,-43.248849,-33.176324,-36.417585,-35.962808,-35.087688,-33.883054,-32.882561,-37.342641,-32.565540,-40.170322,-40.197903,-34.641123,-33.461438,-39.138837,-42.442493,-41.460339,-41.934890,-41.898349,-36.750079,-37.855695,-37.310937,-37.500877,-41.051659,-53.493842,-56.032663,-43.432526,-40.800017,-44.212211,-44.055826,-43.053504,-44.190813,-39.250609,-38.748259,-38.817689,-38.919848,-39.459591,-38.497936,-38.116442,-41.350336,-42.077161,-43.572462,-44.168469,-44.451103,-39.384878,-38.634194,-39.122798,-44.051447,-40.314728,-38.819450,-38.472568,-38.497104,-38.835806,-39.097360,-47.834407,-47.059868,-44.306656,-43.343591,-46.912964,-50.499099,-51.294742,-47.588788,-53.282746,-42.676901,-50.171877,-42.796171,-41.550377,-31.855735,-38.145420,-42.732444,-47.491067,-37.405746,-36.482039,-39.092597,-40.565061,-38.989987,-40.338080,-35.790377,-36.203291,-39.422800,-38.100095,-46.417640,-43.453552,-58.146755,-51.250987,-49.404143,-57.066611,-47.411399,-46.116271,-43.134743,-43.363568,-55.355199,-59.032908,-57.823206,-50.395109,-46.098205,-44.910605,-46.128182,-47.809910,0,Fileset 1: TS pulse compressed wideband pings T1
55.000,-39.192366,-46.815995,-47.770812,-45.778193,-36.756520,-32.573994,-38.602192,-35.492615,-33.399662,-31.759189,-32.795380,-33.530152,-42.454076,-43.366432,-43.592315,-43.497764,-43.095827,-42.335317,-32.249742,-37.145570,-36.210673,-34.719219,-33.589902,-33.203680,-38.089212,-32.210633,-40.095876,-40.907166,-34.941483,-33.414516,-38.608335,-41.384663,-40.977812,-42.372911,-42.687106,-36.248909,-36.908873,-36.180753,-36.479116,-39.884005,-51.665683,-61.192567,-43.091171,-40.334427,-44.778840,-42.930293,-42.046966,-43.050564,-39.426485,-39.270636,-39.432541,-39.484914,-39.648917,-37.960867,-37.734560,-41.744484,-42.859127,-44.423445,-44.950183,-45.033727,-39.599487,-38.648484,-38.998521,-42.062677,-39.681246,-38.779764,-39.006157,-39.091589,-39.207238,-39.460644,-45.617401,-47.642634,-46.856132,-45.646285,-50.437358,-48.665685,-46.152773,-43.626480,-46.474106,-43.662523,-48.450633,-43.218736,-40.114773,-30.968702,-36.308719,-39.700983,-44.597578,-35.517672,-35.980718,-39.131081,-40.353870,-39.601020,-41.286853,-35.832167,-36.179038,-38.120698,-37.997756,-44.973621,-42.604637,-61.222086,-48.129490,-48.495444,-53.710155,-47.138472,-44.443927,-42.151314,-43.121641,-55.944993,-59.044941,-61.023753,-51.635996,-46.238529,-44.273682,-45.303084,-46.803023,0,Fileset 1: TS pulse compressed wideband pings T1
55.500,-38.641924,-44.376848,-45.537472,-46.507301,-36.323160,-32.813277,-39.374391,-36.112027,-32.977199,-31.999408,-31.797828,-33.520455,-42.602160,-43.303543,-43.235139,-42.796316,-42.167642,-41.725835,-31.428667,-38.095129,-36.718199,-34.541676,-33.419492,-33.541744,-38.197923,-31.852339,-40.139586,-41.886003,-35.079742,-33.364593,-38.425132,-40.772100,-40.178192,-42.706312,-42.781029,-35.723492,-35.995254,-35.375418,-35.835948,-39.267387,-51.214460,-55.004388,-42.239675,-40.098368,-44.105436,-41.708442,-41.078860,-41.571806,-39.402537,-39.555454,-39.872529,-39.701247,-39.348103,-37.480906,-37.464105,-42.086725,-43.665488,-44.879630,-45.072243,-44.908422,-39.665831,-38.557095,-38.706142,-41.068537,-39.895103,-39.539411,-40.131664,-40.199845,-40.111562,-40.421136,-43.226244,-45.850112,-48.641789,-48.600395,-49.116263,-44.702741,-42.576721,-40.902909,-42.632207,-46.013181,-46.323068,-44.889270,-39.724307,-30.321332,-34.933368,-37.533160,-42.830023,-33.570756,-35.004588,-38.436846,-40.028300,-40.002955,-43.364548,-35.971642,-36.350881,-37.351311,-37.939640,-44.033972,-42.228824,-64.561349,-45.304500,-47.697616,-51.762462,-46.701316,-43.048583,-41.593073,-43.471004,-55.595429,-56.564124,-63.209712,-53.593753,-46.801903,-43.937709,-44.521457,-46.061358,0,Fileset 1: TS pulse compressed wideband pings T1
