Depth,14.0833022231,14.1007410530,14.1010785345,14.1569902357,14.0833996376,14.1656895662,14.1881026160,14.1033090381,14.0765902149,14.0489125801,14.0216062469,13.9901565015,13.9779869765,13.9750131164,13.9574017171,13.9453699645,13.9187811576,13.9004235035,14.0927683963,14.1039500991,14.1769201932,14.1127808234,14.0951751014,14.0007036421,14.0447173826,14.0865589511,14.0706394361,14.0964951701,13.9808305809,14.0586430589,14.0151575273,13.9728790652,13.9709551474,13.9147991361,13.9849866806,13.8265179843,13.8328406056,13.8245243300,13.8384849271,13.8682840466,13.9129919121,13.8282646947,13.8159875311,13.7968454473,13.8927323967,13.7608390702,13.7465501996,13.7388874916,13.6543264529,13.6519319452,13.6614879398,13.6520644380,13.6519447621,13.6499611996,13.6301054768,13.5227093203,13.5179172708,13.5094552683,13.5063939504,13.4920547456,13.4561832715,13.4499117211,13.4541392298,13.6420805752,13.6640738510,13.6342485594,13.5980134187,13.6198777324,13.7537195310,13.7908308590,13.9596351357,13.9850463849,13.9923754157,14.0069594467,13.9792614272,14.0342644127,14.0612934530,14.0854750210,14.1920968685,14.2700619511,14.2864009729,14.3087404929,14.3126935354,14.3435656503,14.3430862734,14.3502481366,14.4362965124,14.4513649102,14.4518555775,14.4442098606,14.4534787098,14.4999248544,14.5562947299,14.5123810368,14.5047062207,14.4819865394,14.4781096233,14.4480592040,14.4702662006,14.4843476340,14.4916847590,14.4369639223,14.5104780551,14.3894973006,14.4361352362,14.3079907130,14.3769846540,14.2977396352,14.3668817431,14.2810925283,14.2718831552,14.3355078958,14.3340752134,14.2967973556,14.2557153627,
Region_name,"Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 4","Region 4","Region 4","Region 4","Region 4","Region 5","Region 5","Region 5","Region 5","Region 5","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11",
182.500,-46.538783,-39.266289,-45.081000,-35.475872,-38.320011,-51.997918,-40.694375,-40.264613,-37.252190,-42.249469,-49.569932,-52.549456,-46.820958,-41.971055,-43.728452,-46.071882,-47.419564,-50.529908,-55.090241,-56.408290,-49.741239,-38.992846,-40.642688,-36.886984,-33.843289,-33.338177,-35.273138,-34.383255,-46.284626,-47.371526,-59.762827,-45.451574,-48.155088,-51.766740,-47.046088,-48.520472,-49.423083,-42.091632,-43.386569,-50.860131,-51.724990,-56.948109,-48.729482,-55.876202,-52.089607,-41.907610,-44.415806,-50.677009,-45.400484,-42.854975,-43.996748,-52.863514,-46.956111,-53.948400,-52.859937,-53.645204,-49.313632,-52.155119,-55.693399,-57.405979,-53.326977,-57.674072,-51.441663,-39.987950,-35.712827,-36.755347,-36.838494,-37.151665,-37.167144,-37.887813,-46.538889,-38.573022,-40.277497,-51.711916,-48.664799,-43.313634,-42.231912,-42.429760,-45.188171,-46.396350,-48.543822,-39.912568,-35.922972,-37.241195,-35.913961,-34.674973,-46.281276,-37.715978,-36.982806,-32.196657,-32.206754,-40.825841,-39.465772,-34.817236,-46.088730,-35.461243,-40.461285,-37.657306,-36.848372,-42.053865,-52.722378,-37.295437,-48.679675,-46.310471,-46.265622,-54.846670,-56.624329,-55.464056,-61.505132,-57.525261,-55.422043,-54.682017,-49.389898,-42.153041,-47.333383,0,Fileset 1: TS pulse compressed wideband pings T2
183.000,-46.254756,-39.062697,-44.992008,-35.661168,-38.230792,-53.778719,-40.419931,-41.112141,-37.786155,-41.504500,-48.736467,-53.577433,-47.304614,-41.726786,-44.109271,-45.387988,-47.228702,-50.138523,-57.071642,-52.822956,-49.675538,-38.952775,-40.368383,-35.858418,-33.817372,-33.984151,-35.283488,-34.238263,-46.584037,-47.220216,-60.682077,-46.267388,-48.620038,-52.168541,-46.831422,-49.182527,-48.234897,-42.019261,-43.825137,-50.356338,-51.899248,-55.384806,-49.116392,-56.597334,-48.967081,-42.531127,-45.460203,-49.769741,-45.635761,-42.467502,-44.168438,-49.005422,-47.587451,-51.600346,-52.921683,-54.746652,-49.674190,-52.237391,-55.007831,-56.361835,-52.791936,-57.257547,-50.578911,-39.791027,-36.841571,-38.314752,-38.847127,-39.077223,-37.632452,-38.831192,-51.957827,-41.625706,-44.165533,-65.929440,-53.040874,-41.635616,-42.186672,-41.530233,-50.526973,-49.946636,-46.150579,-41.706459,-37.099997,-35.917939,-38.474867,-35.669868,-46.591207,-37.207430,-35.548766,-32.680995,-32.040866,-42.204286,-38.851528,-34.827351,-47.438330,-35.337786,-43.750697,-37.834212,-35.392414,-41.721346,-48.391668,-37.405701,-50.207846,-47.128441,-45.014904,-53.188869,-57.240601,-54.170815,-61.253105,-58.086332,-55.575726,-55.555135,-49.059369,-41.846734,-47.212886,0,Fileset 1: TS pulse compressed wideband pings T2
183.500,-46.170978,-38.968430,-45.116881,-35.891430,-38.172068,-55.667661,-40.188683,-42.491864,-38.088252,-41.046246,-47.609450,-53.847410,-47.928946,-41.562838,-44.628740,-44.967745,-46.817593,-49.934749,-52.962329,-49.214334,-49.578063,-39.157733,-40.350008,-35.171868,-33.818748,-34.820438,-35.375163,-34.198906,-47.044855,-47.128031,-61.025319,-47.534665,-49.079921,-52.618940,-46.865273,-50.213399,-47.307751,-42.227818,-44.453241,-50.231201,-52.087774,-54.248424,-49.609133,-53.384496,-47.162517,-43.755231,-47.271716,-49.435875,-46.091690,-42.258803,-44.304949,-46.922387,-48.682434,-49.916391,-53.418755,-55.690281,-50.010308,-51.944542,-54.525682,-55.853571,-52.377029,-57.527228,-49.799034,-39.946432,-38.336191,-40.300338,-41.978829,-42.140660,-38.914729,-39.875980,-58.702140,-46.963974,-49.593164,-55.861596,-50.315485,-40.331695,-41.370310,-40.142523,-61.070038,-56.212513,-44.776193,-43.789965,-38.750560,-35.173734,-42.608735,-37.244795,-46.731188,-36.798089,-34.640653,-33.376085,-31.924079,-43.551056,-39.097189,-35.101493,-48.087189,-34.721111,-46.193917,-38.435238,-34.478387,-41.416965,-45.753908,-37.909851,-50.581052,-48.088384,-44.467994,-52.298062,-58.232554,-53.130919,-60.023188,-59.196874,-56.188214,-57.499549,-49.203467,-41.861665,-47.555020,0,Fileset 1: TS pulse compressed wideband pings T2
184.000,-46.233385,-38.928636,-45.368307,-36.009868,-38.097585,-57.123264,-39.931794,-44.318182,-38.010348,-40.756162,-46.434563,-53.081623,-48.615134,-41.471024,-45.176794,-44.828937,-46.333747,-49.923535,-49.236903,-47.199590,-49.596762,-39.581269,-40.430840,-34.706746,-33.611881,-35.802860,-35.497344,-34.187291,-47.584677,-47.137555,-60.751801,-49.130118,-49.224647,-53.093540,-47.078954,-51.517197,-46.562832,-42.570950,-45.218514,-50.279674,-52.370400,-53.570150,-49.971327,-50.623730,-46.159875,-45.390853,-49.805930,-49.537747,-46.690482,-42.188659,-44.384118,-45.741727,-50.220392,-48.641214,-54.282893,-56.388494,-50.261379,-51.377120,-54.272293,-55.770636,-52.073671,-58.328898,-49.117062,-40.145129,-39.643360,-42.238254,-46.089869,-46.447204,-41.366359,-41.209164,-55.640845,-59.515151,-56.497686,-52.504768,-46.111045,-39.515021,-39.985410,-38.645970,-49.952061,-54.720692,-44.106516,-45.575578,-41.027704,-34.867910,-48.865745,-39.468876,-46.442462,-36.503786,-34.167202,-34.179925,-31.801984,-44.387383,-40.320162,-35.546916,-45.728297,-33.641685,-43.526518,-39.219178,-34.111352,-41.376169,-44.072029,-38.671338,-50.569454,-48.829453,-44.523783,-52.237496,-60.230045,-52.325102,-57.921695,-60.513281,-57.424415,-61.079273,-49.583528,-42.102243,-48.302655,0,Fileset 1: TS pulse compressed wideband pings T2
184.500,-46.442736,-38.979131,-45.846519,-35.999571,-38.064239,-58.538484,-39.403603,-46.558139,-37.652154,-40.568357,-45.422688,-51.884888,-49.386758,-41.502505,-45.682420,-45.008107,-45.947295,-50.084764,-46.687588,-46.231180,-49.897889,-40.283159,-40.545167,-34.399028,-33.183960,-37.007984,-35.687021,-34.253141,-48.194620,-47.336405,-60.483008,-50.861438,-49.000419,-53.593462,-47.362852,-53.024828,-46.001550,-42.998899,-46.123785,-50.370622,-52.645323,-53.247292,-50.077293,-48.862848,-45.754945,-47.120878,-52.575933,-50.091422,-47.464691,-42.282123,-44.455548,-45.099978,-52.338416,-47.674038,-55.526234,-56.973312,-50.452385,-50.768471,-54.319413,-55.987038,-51.963627,-59.829657,-48.596667,-40.181150,-40.095970,-42.405254,-47.066314,-48.270243,-44.301278,-42.980768,-52.586987,-56.375975,-57.430511,-50.899885,-43.117744,-39.058757,-38.490833,-37.303133,-44.799638,-48.100670,-43.985977,-46.541249,-44.128760,-34.996222,-46.347428,-42.498462,-45.837795,-36.380512,-34.091219,-35.024151,-31.708289,-44.488375,-42.653060,-36.029392,-42.762814,-32.464145,-40.049282,-39.893059,-34.318389,-41.865533,-42.918252,-39.609323,-51.443159,-48.953533,-45.030429,-53.149623,-64.439786,-51.743613,-55.679807,-61.389772,-59.678619,-68.619308,-50.029084,-42.553972,-49.433566,0,Fileset 1: TS pulse compressed wideband pings T2
185.000,-46.714557,-39.119767,-46.643943,-35.898807,-38.098973,-60.588773,-38.538159,-48.909002,-37.148409,-40.397448,-44.624089,-50.788498,-50.207982,-41.634804,-46.025501,-45.471687,-45.690615,-50.314877,-44.912845,-45.807469,-50.481935,-41.297543,-40.616664,-34.161449,-32.629815,-38.504579,-35.928559,-34.443690,-48.831047,-47.726277,-60.674529,-52.155211,-48.537328,-53.968136,-47.529843,-54.557341,-45.601731,-43.451198,-47.124530,-50.368796,-52.613133,-53.091955,-49.875359,-47.837918,-45.864202,-48.154775,-53.466795,-51.089696,-48.395313,-42.523684,-44.521207,-44.798461,-55.140570,-46.967930,-57.079473,-57.449143,-50.550794,-50.257402,-54.595390,-56.297453,-52.056123,-62.443055,-48.244108,-39.916010,-39.383218,-40.267229,-43.212741,-44.121335,-43.178035,-43.875928,-51.640032,-50.693449,-54.220303,-49.807598,-41.055899,-38.745541,-37.191439,-36.210465,-42.064814,-44.369910,-44.279509,-46.549334,-47.420159,-35.535191,-40.812606,-45.605972,-45.149839,-36.412462,-34.333929,-35.791289,-31.643711,-44.040506,-45.707271,-36.292663,-40.636773,-31.466667,-37.588963,-40.153586,-35.053008,-43.040037,-41.981127,-40.582183,-54.021068,-48.460968,-45.558671,-55.351414,-74.927576,-51.315994,-53.815757,-61.054071,-63.638609,-70.419992,-50.365665,-43.167575,-50.805906,0,Fileset 1: TS pulse compressed wideband pings T2
185.500,-46.975348,-39.369761,-47.826540,-35.824060,-38.248789,-61.980428,-37.639393,-50.342729,-36.640337,-40.216979,-44.048501,-50.037693,-51.013258,-41.853815,-46.157607,-46.223613,-45.575096,-50.565885,-43.690254,-45.488222,-51.201872,-42.716879,-40.640573,-33.978713,-32.129117,-40.413094,-36.202456,-34.845097,-49.489762,-48.296719,-61.369854,-52.328794,-48.061835,-54.067687,-47.505482,-55.901795,-45.387312,-43.914161,-48.224160,-50.216403,-52.214541,-52.929849,-49.466260,-47.353194,-46.554071,-47.957259,-51.923322,-52.531064,-49.450724,-42.936104,-44.610693,-44.816036,-57.864748,-46.562631,-58.698564,-57.652457,-50.542883,-49.913257,-54.996221,-56.617271,-52.353226,-67.258380,-48.089125,-39.373557,-37.953487,-37.859577,-39.914393,-40.475542,-39.704330,-41.999848,-52.044821,-49.778250,-52.836487,-48.754725,-39.757973,-38.433612,-36.246711,-35.450709,-40.484084,-42.341377,-44.994056,-45.947652,-47.624293,-36.506333,-37.507220,-45.257797,-44.588054,-36.601336,-34.824880,-36.435990,-31.639302,-43.444919,-46.812899,-36.178415,-39.376265,-30.812228,-35.970520,-40.042529,-36.263204,-45.023225,-41.126781,-41.483600,-58.426126,-47.856854,-45.580335,-59.833102,-67.180693,-51.009316,-52.530614,-59.722952,-68.753281,-61.696152,-50.537253,-43.928179,-52.144442,0,Fileset 1: TS pulse compressed wideband pings T2
186.000,-47.149680,-39.687503,-49.275538,-35.830571,-38.491818,-59.171895,-36.989635,-49.654278,-36.166270,-39.974993,-43.636940,-49.658920,-51.633967,-42.101316,-46.068889,-47.234164,-45.571763,-50.797033,-42.863899,-44.904994,-51.636768,-44.650502,-40.599768,-33.835511,-31.786403,-42.835019,-36.410531,-35.486089,-50.133006,-48.962931,-62.041462,-51.449916,-47.693205,-53.793387,-47.320583,-56.812008,-45.338110,-44.328592,-49.408465,-49.837093,-51.668165,-52.557381,-48.962337,-47.223260,-47.939677,-47.104531,-50.241558,-54.318681,-50.502551,-43.512377,-44.718150,-45.169080,-57.196037,-46.466004,-59.685350,-57.333950,-50.379232,-49.689254,-55.444074,-56.980096,-52.799422,-78.877742,-48.126996,-38.601652,-36.351207,-36.062411,-37.752909,-38.096243,-37.230040,-39.180862,-53.496014,-51.114931,-53.215781,-47.327682,-39.104308,-38.019220,-35.648397,-35.038119,-39.564865,-41.477244,-46.297415,-45.206749,-45.003040,-37.916369,-35.471727,-42.131439,-44.222687,-36.909633,-35.406844,-36.935167,-31.675257,-42.957269,-44.696494,-35.705524,-38.768710,-30.526626,-34.961059,-39.833798,-37.788741,-47.685231,-40.312843,-42.214960,-56.240825,-47.518367,-44.954624,-69.847525,-60.779273,-50.765678,-51.796272,-58.206354,-64.391642,-57.641218,-50.563484,-44.780958,-52.945605,0,Fileset 1: TS pulse compressed wideband pings T2
186.500,-47.183356,-39.972039,-50.554094,-35.874271,-38.725722,-55.200917,-36.663070,-47.580531,-35.664863,-39.581801,-43.280077,-49.541774,-51.863647,-42.280086,-45.776910,-48.368553,-45.620613,-50.921256,-42.286309,-43.940752,-51.312229,-47.308406,-40.431386,-33.692301,-31.596302,-45.875387,-36.397672,-36.321493,-50.683220,-49.575058,-61.753833,-50.137532,-47.428240,-53.161401,-47.038840,-57.140481,-45.365766,-44.580299,-50.587369,-49.117798,-51.153048,-51.825618,-48.412197,-47.240277,-50.170861,-46.287860,-49.300607,-56.182094,-51.332563,-44.215149,-44.808512,-45.834182,-53.932916,-46.624260,-59.436827,-56.457401,-49.981080,-49.478747,-55.963182,-57.441519,-53.314768,-71.962763,-48.333149,-37.606300,-34.842253,-34.887691,-36.446948,-36.631852,-35.782574,-36.900616,-55.982829,-54.368493,-55.445926,-45.660855,-38.936948,-37.429534,-35.266900,-34.915454,-38.997580,-41.467805,-48.651904,-44.593417,-42.607274,-39.785545,-34.154966,-39.231451,-44.010046,-37.262934,-35.837793,-37.264462,-31.671116,-42.654791,-42.328995,-34.997061,-38.589748,-30.547182,-34.394652,-39.730981,-39.301678,-49.894971,-39.525990,-42.713568,-50.704073,-47.483867,-44.051077,-63.013475,-57.420277,-50.491921,-51.459223,-56.922954,-59.239686,-55.236077,-50.501094,-45.630580,-52.794128,0,Fileset 1: TS pulse compressed wideband pings T2
187.000,-47.221748,-40.304920,-51.071118,-36.031335,-38.994866,-52.166489,-36.760275,-45.367513,-35.227041,-39.132311,-43.044487,-49.668078,-51.795028,-42.468667,-45.501354,-49.459954,-45.825938,-50.955607,-42.016195,-42.893704,-50.426232,-51.548338,-40.229944,-33.682349,-31.675747,-49.923093,-36.218723,-37.443228,-51.246126,-50.156148,-60.540453,-48.893903,-47.404945,-52.471275,-46.871822,-57.135856,-45.527028,-44.736080,-51.656675,-48.149493,-50.840292,-50.919720,-47.994466,-47.370796,-53.555360,-45.891770,-49.423604,-57.702967,-51.896526,-45.203502,-45.049976,-46.903348,-50.953954,-47.144161,-58.588640,-55.421338,-49.457773,-49.382319,-56.809082,-58.165710,-54.052290,-65.912938,-48.903197,-36.569741,-33.702336,-34.393452,-35.961633,-36.014437,-35.213295,-35.451007,-60.009037,-59.121903,-60.107293,-44.417696,-39.224330,-36.823464,-35.115555,-35.175933,-38.737777,-42.192737,-53.716832,-44.206430,-41.043572,-42.411073,-33.382492,-36.976253,-44.014093,-37.771842,-36.067445,-37.592072,-31.710381,-42.689915,-40.501988,-34.327030,-38.862314,-30.972934,-34.353665,-39.958393,-40.535852,-49.892090,-38.947868,-43.151430,-46.980891,-47.674939,-43.414137,-57.040056,-55.304913,-50.276870,-51.503173,-56.092176,-55.907200,-53.683210,-50.587693,-46.574080,-51.944922,0,Fileset 1: TS pulse compressed wideband pings T2
187.500,-47.071882,-40.503070,-50.147043,-36.042285,-39.037112,-49.788455,-36.946970,-43.150744,-34.674258,-38.439391,-42.695243,-49.607851,-51.377183,-42.435265,-45.144148,-49.762082,-45.936782,-50.541831,-41.842512,-41.786007,-49.238985,-60.683139,-39.785805,-33.620055,-31.818381,-54.760076,-35.703945,-38.575128,-51.646309,-50.440188,-59.029578,-47.597302,-47.474154,-51.691504,-46.649560,-56.880024,-45.559369,-44.593455,-51.877706,-46.776723,-50.462964,-49.819161,-47.554045,-47.258441,-56.863533,-45.760914,-50.787450,-57.796267,-51.925887,-46.349937,-45.359097,-47.982687,-48.377785,-47.841339,-57.728175,-54.295479,-48.628568,-49.229566,-57.791180,-58.909543,-54.920080,-63.168831,-49.786021,-35.400327,-32.866305,-34.374628,-36.014222,-35.948675,-35.082652,-34.566685,-64.983865,-56.440346,-60.029298,-43.743533,-39.526421,-36.084833,-34.922862,-35.572103,-38.493715,-42.949153,-70.162798,-43.540170,-39.962275,-45.621313,-32.752659,-34.969942,-43.890885,-38.257052,-35.841353,-37.792385,-31.579448,-42.810792,-38.668634,-33.578133,-39.412818,-31.601549,-34.652869,-40.256076,-41.079279,-48.564142,-38.460592,-43.358127,-44.277358,-47.358419,-43.078954,-53.858809,-53.455924,-49.933911,-51.602067,-55.438159,-53.391758,-52.238402,-50.712851,-47.432244,-50.564863,0,Fileset 1: TS pulse compressed wideband pings T2
188.000,-46.938148,-40.875531,-48.418378,-36.097740,-39.062898,-48.050108,-37.182477,-41.231567,-34.364893,-37.798731,-42.440061,-49.273158,-51.059386,-42.385330,-45.013314,-49.185979,-46.051291,-49.818072,-42.039964,-41.018975,-48.275372,-60.915590,-39.369155,-33.737485,-32.264718,-55.132630,-35.218562,-39.757633,-52.186665,-50.612061,-57.989394,-46.471031,-47.972319,-51.080166,-46.539795,-56.833554,-45.657365,-44.446320,-51.117250,-45.344486,-50.183715,-48.949127,-47.375870,-46.981427,-56.487673,-46.156082,-54.975444,-56.255115,-51.755312,-47.881660,-46.163601,-48.611894,-46.347475,-49.025584,-57.393350,-53.419790,-47.780731,-49.285608,-58.892819,-59.872169,-56.205209,-62.049463,-51.400890,-34.499369,-32.749467,-35.121865,-36.755151,-36.597490,-35.272838,-34.389695,-61.946291,-51.385217,-53.951353,-43.884602,-39.692759,-35.514090,-34.895621,-36.189530,-38.462922,-42.990417,-52.214915,-42.714288,-39.314194,-46.738995,-32.368617,-33.334423,-43.622812,-38.993703,-35.486135,-38.181114,-31.529681,-43.065920,-36.875349,-33.001766,-40.621299,-32.665394,-35.527302,-40.475344,-41.434000,-47.984491,-38.380040,-43.411183,-42.512938,-46.179624,-43.406812,-51.899051,-51.670092,-49.780805,-51.919964,-55.004970,-51.550773,-50.715818,-51.156628,-48.457050,-49.140465,0,Fileset 1: TS pulse compressed wideband pings T2
188.500,-46.696074,-41.394076,-46.469283,-36.096585,-38.990047,-46.639214,-37.060362,-39.580091,-34.406284,-37.210546,-42.141286,-48.331449,-50.894168,-42.196726,-45.022563,-48.043961,-45.872515,-48.784187,-42.578176,-40.570959,-47.388119,-51.305115,-38.964811,-33.889639,-32.882454,-50.350564,-34.841117,-40.570254,-52.845735,-50.494119,-57.259254,-45.409276,-48.914196,-50.391943,-46.263819,-56.822409,-45.716426,-44.291890,-49.752150,-43.884030,-49.919349,-48.362877,-47.413609,-46.366725,-54.205891,-47.002090,-69.446592,-53.516467,-51.518291,-49.181002,-47.521355,-47.582774,-44.779849,-50.749812,-57.312846,-52.678508,-46.896641,-49.449430,-59.888563,-61.080403,-57.403625,-61.998383,-53.744535,-33.973191,-33.470701,-36.485099,-37.853791,-37.703026,-35.211014,-34.574259,-55.921992,-48.289703,-49.745966,-44.305691,-39.166848,-34.962091,-34.845587,-36.536592,-38.531510,-41.656067,-46.005222,-42.174874,-38.610793,-43.125560,-32.086202,-31.955962,-42.904523,-39.917289,-35.081329,-38.682611,-31.486414,-43.039562,-35.240488,-32.444930,-42.408075,-34.009200,-36.753701,-39.799973,-41.972673,-48.575238,-38.606431,-42.923488,-41.563307,-44.227464,-44.326958,-50.344184,-49.736733,-49.855263,-52.400174,-54.453538,-50.124319,-48.883436,-51.842183,-49.411057,-47.708701,0,Fileset 1: TS pulse compressed wideband pings T2
189.000,-46.466924,-42.130089,-44.716980,-36.175325,-38.955935,-45.509634,-36.677556,-38.391477,-35.069785,-36.860642,-41.849638,-47.012098,-51.049681,-41.979015,-45.193802,-47.050927,-45.447853,-47.755494,-43.620724,-40.483139,-46.449238,-47.085373,-38.766195,-34.085474,-33.575438,-46.454831,-34.799211,-40.896692,-53.731623,-50.087445,-56.535256,-44.518000,-50.455846,-49.642312,-45.767594,-56.597190,-45.846768,-44.312658,-48.522714,-42.590744,-49.875045,-48.276750,-47.796233,-45.607505,-51.929246,-48.283175,-53.658988,-50.618187,-51.503961,-49.081716,-49.103249,-45.288599,-43.822718,-53.349008,-56.983056,-52.195645,-46.175154,-49.836477,-61.434204,-62.826246,-57.536677,-63.007531,-56.762812,-34.129243,-35.329594,-37.868829,-38.816418,-38.909956,-34.938828,-34.784234,-51.243557,-46.625761,-46.848288,-44.189991,-37.860739,-34.326058,-34.593375,-36.190326,-38.804997,-39.647137,-42.287989,-42.819523,-37.891103,-39.697716,-32.050010,-30.947397,-41.928709,-41.162774,-34.865590,-39.281632,-31.544094,-42.639355,-34.203663,-31.900643,-43.621730,-35.621224,-38.164236,-38.247201,-42.876195,-49.929493,-39.039685,-42.115352,-41.589242,-42.345438,-45.798053,-48.996628,-47.933806,-50.363825,-53.319830,-53.780221,-49.120215,-47.072588,-52.970978,-49.995028,-46.457907,0,Fileset 1: TS pulse compressed wideband pings T2
189.500,-46.474781,-43.123872,-43.344800,-36.573619,-39.197290,-44.819511,-36.543173,-37.928176,-36.560436,-36.958334,-41.748798,-45.886065,-51.773181,-41.997921,-45.547597,-46.768165,-45.157404,-47.056767,-45.425181,-40.773810,-45.544663,-44.721614,-39.035761,-34.445755,-34.184398,-43.748525,-35.302650,-40.954916,-54.923674,-49.592768,-55.936094,-44.005755,-52.760775,-49.186982,-45.324458,-56.317488,-46.233046,-44.740968,-47.884626,-41.704562,-50.349807,-48.988201,-48.700561,-45.075565,-49.718278,-49.791049,-47.662662,-48.414220,-51.957238,-47.704737,-49.282058,-43.229700,-43.626664,-57.375005,-56.018495,-52.304971,-45.917702,-50.716774,-64.256194,-65.149446,-56.530053,-64.258462,-59.891163,-35.372054,-38.622061,-38.031289,-39.138022,-39.623967,-35.149686,-35.061100,-47.843516,-45.882261,-44.795883,-42.885280,-36.257996,-33.611237,-34.032979,-35.285668,-39.577436,-37.936539,-39.816196,-45.567714,-37.824030,-37.642030,-32.543818,-30.494591,-41.218700,-43.047930,-35.025574,-39.931015,-31.864279,-42.245933,-34.097767,-31.503052,-42.127162,-37.701097,-39.749612,-36.793937,-43.704269,-49.548724,-39.493584,-41.717777,-42.789528,-41.200381,-47.728744,-48.026099,-46.670892,-51.463761,-55.165474,-53.321619,-48.662495,-45.771740,-54.990696,-50.137719,-45.647381,0,Fileset 1: TS pulse compressed wideband pings T2
190.000,-46.439971,-43.906163,-41.984110,-37.049886,-39.487765,-44.333708,-36.656154,-37.921141,-38.344400,-37.175124,-41.633587,-44.976537,-52.832569,-42.091311,-45.621976,-47.074278,-44.899481,-46.414193,-47.823464,-41.018820,-44.486477,-43.101533,-39.548131,-34.722818,-34.277518,-41.668990,-36.009250,-40.531478,-55.968342,-48.917358,-55.565417,-43.630168,-55.352200,-48.897927,-44.891649,-56.040120,-46.567535,-45.307674,-47.642826,-40.978134,-51.083173,-50.315787,-49.784068,-44.641665,-48.001297,-50.790901,-44.587272,-46.804157,-52.660113,-46.051108,-47.326257,-41.694628,-43.785010,-62.875746,-54.380747,-52.850368,-45.943148,-51.855068,-67.190718,-66.915545,-55.057557,-62.572919,-60.225383,-37.729082,-42.316924,-36.925353,-38.809793,-39.448804,-35.974239,-35.520396,-45.229288,-45.077259,-42.941884,-40.361504,-34.536607,-32.594390,-32.947399,-34.047075,-40.781813,-36.735599,-38.066035,-50.732169,-38.625478,-36.368371,-33.361903,-30.306064,-40.812276,-45.579926,-35.140337,-40.140560,-32.159749,-41.961150,-34.529791,-31.048249,-39.306586,-40.340671,-41.174548,-35.724433,-43.556058,-46.593452,-39.429804,-41.816779,-44.669616,-40.662879,-49.628076,-47.222273,-45.747263,-52.601746,-58.116350,-53.052763,-48.452238,-44.841485,-57.266787,-49.879645,-45.054184,0,Fileset 1: TS pulse compressed wideband pings T2
190.500,-46.417037,-44.418850,-40.697316,-37.678127,-39.939348,-44.144614,-37.166049,-38.383262,-39.713810,-37.508587,-41.686111,-44.482211,-54.223331,-42.417316,-45.462879,-48.046533,-44.754351,-45.871625,-51.002498,-41.298885,-43.463040,-42.009026,-40.419328,-35.107219,-34.165569,-40.146851,-36.907437,-39.802021,-56.834683,-48.370294,-55.599187,-43.509070,-57.405637,-48.753397,-44.706427,-55.868902,-46.893717,-46.075152,-47.905506,-40.513191,-52.009282,-52.374385,-51.002362,-44.478167,-47.338475,-51.408731,-42.993756,-45.768478,-53.891491,-44.826855,-45.148253,-40.749396,-44.237629,-65.745393,-52.816412,-53.883344,-46.369074,-53.203354,-67.920505,-67.036155,-53.829962,-59.263549,-57.833858,-41.939642,-42.775324,-36.054886,-38.803881,-39.339843,-37.572346,-36.674398,-43.293962,-43.802579,-41.260340,-37.737670,-33.095574,-31.601563,-31.786205,-33.040935,-42.594371,-36.305853,-37.092017,-49.814027,-40.625584,-35.677672,-34.572262,-30.451355,-40.962775,-48.860958,-35.120222,-39.960994,-32.531097,-42.140887,-35.263094,-30.756755,-36.985584,-44.594039,-42.378512,-35.277500,-43.006967,-43.852873,-39.030720,-42.583271,-46.337438,-40.808402,-51.563182,-46.690842,-45.178817,-53.374467,-62.998364,-53.224813,-48.587955,-44.353572,-56.454418,-49.771126,-44.785151,0,Fileset 1: TS pulse compressed wideband pings T2
