Depth,14.0833022231,14.1007410530,14.1010785345,14.1569902357,14.0833996376,14.1656895662,14.1881026160,14.1033090381,14.0765902149,14.0489125801,14.0216062469,13.9901565015,13.9779869765,13.9750131164,13.9574017171,13.9453699645,13.9187811576,13.9004235035,14.0927683963,14.1039500991,14.1769201932,14.1127808234,14.0951751014,14.0007036421,14.0447173826,14.0865589511,14.0706394361,14.0964951701,13.9808305809,14.0586430589,14.0151575273,13.9728790652,13.9709551474,13.9147991361,13.9849866806,13.8265179843,13.8328406056,13.8245243300,13.8384849271,13.8682840466,13.9129919121,13.8282646947,13.8159875311,13.7968454473,13.8927323967,13.7608390702,13.7465501996,13.7388874916,13.6543264529,13.6519319452,13.6614879398,13.6520644380,13.6519447621,13.6499611996,13.6301054768,13.5227093203,13.5179172708,13.5094552683,13.5063939504,13.4920547456,13.4561832715,13.4499117211,13.4541392298,13.6420805752,13.6640738510,13.6342485594,13.5980134187,13.6198777324,13.7537195310,13.7908308590,13.9596351357,13.9850463849,13.9923754157,14.0069594467,13.9792614272,14.0342644127,14.0612934530,14.0854750210,14.1920968685,14.2700619511,14.2864009729,14.3087404929,14.3126935354,14.3435656503,14.3430862734,14.3502481366,14.4362965124,14.4513649102,14.4518555775,14.4442098606,14.4534787098,14.4999248544,14.5562947299,14.5123810368,14.5047062207,14.4819865394,14.4781096233,14.4480592040,14.4702662006,14.4843476340,14.4916847590,14.4369639223,14.5104780551,14.3894973006,14.4361352362,14.3079907130,14.3769846540,14.2977396352,14.3668817431,14.2810925283,14.2718831552,14.3355078958,14.3340752134,14.2967973556,14.2557153627,
Region_name,"Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 4","Region 4","Region 4","Region 4","Region 4","Region 5","Region 5","Region 5","Region 5","Region 5","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11",
213.000,-46.356169,-46.603189,-42.856120,-42.890057,-50.068636,-40.695548,-46.913434,-34.211364,-41.862834,-45.408985,-47.237834,-50.778097,-54.923007,-52.138127,-51.689371,-53.650443,-55.900812,-50.248789,-41.460681,-38.808208,-46.913420,-59.312300,-43.785803,-63.652175,-35.745390,-38.925472,-34.520596,-36.446951,-54.938580,-50.417429,-52.293947,-49.863980,-49.060560,-54.198801,-58.256387,-55.665115,-59.606566,-51.121080,-50.731749,-55.643437,-57.870032,-48.363750,-52.718363,-64.616371,-55.485501,-41.933951,-45.102134,-56.353417,-57.072758,-59.352531,-58.745940,-50.388437,-44.378405,-52.825608,-68.354167,-58.815552,-59.476641,-59.981145,-63.314787,-67.993289,-53.996020,-57.621550,-60.462352,-49.339560,-39.790000,-35.726394,-39.921844,-43.831864,-43.750319,-45.573635,-47.381088,-48.918744,-46.732946,-45.165118,-43.424116,-58.027302,-43.279130,-46.918264,-44.336073,-43.321233,-48.004148,-38.265444,-35.503712,-32.232079,-36.162414,-45.621337,-41.647637,-38.751906,-31.036292,-56.787877,-39.892638,-44.603069,-33.374043,-40.035992,-36.542313,-35.614080,-43.353289,-45.459178,-41.063014,-53.313679,-52.194504,-49.033465,-51.136892,-48.264693,-51.676097,-55.449155,-49.682487,-49.959807,-50.072149,-50.399234,-49.609234,-54.062090,-63.046194,-74.997590,-49.633269,0,Fileset 1: TS pulse compressed wideband pings T2
213.500,-47.183536,-47.475167,-43.439526,-43.196109,-50.882456,-40.794287,-46.708782,-34.601792,-41.570628,-46.328402,-48.314405,-51.425085,-54.127339,-51.675353,-51.522611,-56.821976,-56.120150,-50.656961,-42.101796,-39.153343,-47.704486,-59.272725,-43.216118,-56.226234,-35.857880,-39.833668,-34.220298,-36.026278,-55.737819,-51.688295,-53.471294,-50.403491,-49.075540,-54.878050,-58.585283,-57.065777,-59.535473,-51.971544,-51.227107,-56.141899,-56.660491,-48.749017,-53.216482,-71.855486,-54.013145,-42.131635,-45.498635,-56.216225,-57.822650,-62.317205,-58.875470,-50.010704,-44.417766,-53.034081,-69.468702,-60.332991,-59.878326,-59.805342,-63.037925,-68.156132,-54.069227,-58.358329,-62.486477,-48.437556,-39.235459,-35.811880,-40.622089,-44.595256,-43.891591,-45.821829,-47.004776,-46.415231,-46.250370,-49.347688,-49.194483,-46.413505,-42.674001,-48.948791,-45.417056,-41.836487,-45.224662,-41.985111,-36.427753,-33.257779,-34.728013,-42.667351,-42.344442,-38.617645,-31.533745,-53.218036,-40.320490,-46.288073,-33.853546,-40.410160,-36.391528,-36.893679,-45.306075,-48.609250,-41.170090,-52.528130,-62.667313,-49.999827,-51.990372,-49.169825,-50.852997,-58.623504,-49.619977,-49.142751,-50.156367,-51.003177,-48.997541,-52.235541,-66.146398,-82.144739,-51.456931,0,Fileset 1: TS pulse compressed wideband pings T2
214.000,-48.009343,-48.337474,-43.995912,-43.428758,-51.901091,-40.908952,-46.899755,-35.291559,-41.435034,-47.650007,-49.351534,-52.079571,-53.286107,-51.551425,-51.255267,-57.271549,-56.406991,-51.072354,-42.848512,-39.437171,-48.043771,-56.416257,-42.844408,-51.594842,-36.053448,-40.538136,-33.822701,-35.661962,-56.271453,-52.643695,-54.843505,-51.082364,-49.088435,-55.136701,-59.255384,-58.417386,-59.370133,-52.915196,-51.723842,-56.565620,-55.829043,-48.971723,-53.510014,-80.773816,-52.815144,-42.630583,-45.813324,-55.973895,-58.123039,-67.794399,-58.043874,-49.514701,-44.721663,-53.345914,-70.714883,-61.633862,-60.180537,-59.861133,-62.975507,-68.179423,-54.368768,-59.158714,-65.176846,-47.472515,-38.732127,-36.187260,-41.477297,-45.378856,-44.143274,-46.189686,-47.060891,-43.513494,-44.978648,-47.772757,-47.430972,-42.322018,-43.480209,-52.334119,-46.008394,-40.670261,-44.437671,-45.918485,-37.537542,-34.363226,-33.459188,-40.066684,-42.726725,-38.326299,-32.023948,-49.842783,-40.667223,-47.569504,-34.185529,-40.720115,-36.159604,-38.301884,-45.502458,-47.353788,-41.643219,-51.818133,-57.320911,-51.170179,-52.983784,-50.260911,-50.077283,-62.262667,-49.983014,-48.384170,-50.039489,-51.834460,-48.722927,-50.427502,-66.963907,-82.053557,-53.477443,0,Fileset 1: TS pulse compressed wideband pings T2
214.500,-48.373155,-48.616386,-43.948753,-43.167153,-52.435743,-40.540557,-47.225684,-35.723353,-40.937546,-48.818451,-49.564377,-52.068753,-52.066320,-51.346109,-50.643973,-53.987606,-55.868614,-50.901373,-43.455747,-39.257887,-47.709452,-53.951245,-42.121556,-48.299793,-35.929323,-40.490760,-33.042584,-34.957547,-55.997553,-52.730683,-55.734726,-51.368178,-48.470584,-54.659883,-60.178264,-58.760560,-58.648963,-53.160676,-51.568944,-56.581607,-55.127407,-48.614774,-53.230677,-71.000585,-51.384320,-42.809995,-45.500103,-54.648654,-57.537140,-89.988227,-56.216749,-48.426545,-44.765885,-53.113372,-71.084511,-61.663242,-59.152411,-59.514206,-62.595110,-67.107267,-54.275162,-59.380704,-66.220596,-46.019528,-37.895402,-36.453495,-42.195619,-45.963600,-44.167818,-46.153140,-46.799969,-41.459097,-43.035625,-42.348978,-41.864337,-40.221473,-45.352858,-56.442435,-45.532226,-39.368840,-44.538090,-46.047191,-38.432784,-34.975450,-31.950542,-37.585657,-42.345221,-37.494178,-31.941623,-47.265947,-40.571138,-47.831309,-33.976195,-40.286569,-35.443685,-39.491659,-42.922172,-43.040347,-42.093177,-51.123849,-50.259561,-52.112375,-53.296363,-50.798166,-49.197058,-62.896670,-50.228039,-47.286508,-49.298768,-52.348129,-48.286773,-48.452658,-65.891581,-69.718042,-55.088185,0,Fileset 1: TS pulse compressed wideband pings T2
215.000,-48.853896,-48.747254,-43.746860,-43.044678,-52.504266,-40.150400,-48.466714,-36.236518,-40.505901,-50.032545,-49.209425,-51.841142,-51.199449,-51.436770,-50.218793,-51.031616,-54.742899,-50.732056,-44.618559,-39.135547,-47.528942,-52.335619,-41.461987,-46.387956,-35.968931,-40.322873,-32.503139,-34.460491,-55.553634,-52.515327,-56.443982,-51.629841,-47.618488,-54.353638,-62.349980,-58.276286,-57.852281,-52.974176,-51.105782,-56.497371,-55.173732,-48.338155,-53.129472,-66.844935,-50.316706,-42.941670,-45.025794,-52.720874,-56.877927,-67.950134,-54.453907,-47.256877,-45.005035,-52.699589,-70.253457,-60.426760,-57.679652,-59.044229,-62.335471,-65.353821,-53.996272,-59.593735,-64.303289,-44.746069,-37.340237,-37.138376,-43.254958,-46.344486,-44.340736,-46.176449,-46.482409,-40.431222,-41.161261,-38.689544,-38.741966,-39.804200,-49.649879,-55.189763,-44.691638,-38.380630,-46.065020,-43.206472,-39.795260,-35.578791,-30.762909,-35.594597,-41.847170,-36.715682,-31.756651,-46.047296,-40.560399,-47.817087,-33.847441,-39.389631,-34.775552,-41.238219,-40.023807,-39.753097,-42.969453,-51.085393,-46.707204,-53.457004,-53.120388,-50.838063,-48.915109,-60.413820,-50.666860,-46.436928,-48.541568,-52.942704,-48.122049,-46.904283,-64.603187,-63.520459,-56.808251,0,Fileset 1: TS pulse compressed wideband pings T2
215.500,-49.391620,-48.603125,-43.245181,-43.017255,-51.658065,-39.516556,-50.876581,-36.450832,-39.830057,-50.606206,-48.202440,-51.413103,-50.708666,-51.580069,-50.009417,-48.769987,-53.002222,-50.578836,-46.343212,-38.787001,-47.472210,-50.696596,-40.636681,-45.411169,-35.891579,-40.230793,-32.026571,-33.991244,-55.039819,-51.951896,-56.999901,-51.566632,-46.420737,-54.300900,-66.652901,-56.830746,-56.859952,-52.347680,-50.085377,-55.786917,-55.826128,-48.129188,-53.286744,-64.208948,-49.482983,-42.600461,-44.211890,-50.306668,-56.470698,-60.876259,-52.827127,-45.959101,-45.115622,-51.965794,-68.442005,-58.144127,-56.456129,-58.186806,-61.846604,-63.395530,-53.149227,-59.976920,-61.501546,-43.675628,-36.999238,-38.041502,-43.886154,-45.362492,-44.146375,-46.070598,-45.910866,-39.851418,-39.359738,-36.349153,-37.058425,-40.905853,-54.856149,-50.009371,-43.697425,-37.467924,-49.337885,-40.577658,-41.678021,-36.076371,-29.727328,-33.750309,-41.237026,-35.829841,-31.343873,-45.519513,-40.395280,-47.537156,-33.708369,-37.831306,-33.980177,-43.893764,-37.414842,-37.274897,-43.758543,-51.585809,-44.469601,-55.014092,-52.421981,-49.895229,-49.170384,-57.380132,-50.747119,-45.756075,-47.688971,-53.304130,-47.964931,-45.605007,-62.108689,-59.549959,-58.604654,0,Fileset 1: TS pulse compressed wideband pings T2
216.000,-50.379790,-48.678927,-42.836430,-43.428646,-50.619476,-38.919016,-55.751101,-36.491882,-39.016478,-50.580669,-47.210636,-51.377711,-50.975417,-52.320985,-50.864102,-47.366653,-51.361874,-50.755723,-49.216627,-38.310173,-47.738262,-48.689201,-39.963242,-45.268734,-35.957657,-40.956772,-31.774038,-33.786898,-55.010490,-51.409611,-58.249689,-51.519765,-45.368177,-54.802892,-79.371970,-55.160953,-56.190737,-51.960773,-48.913964,-54.686806,-57.328589,-48.374307,-54.163096,-62.488801,-49.061959,-41.969605,-43.426032,-48.025800,-56.983952,-56.871009,-51.550649,-45.001364,-45.091882,-51.440719,-66.659441,-55.983119,-56.120923,-57.395147,-61.340823,-62.257997,-52.221006,-61.151564,-59.254374,-43.273563,-37.248351,-39.398855,-43.855134,-43.959949,-43.796055,-46.180090,-45.485788,-39.577096,-38.047292,-35.274225,-36.623644,-44.423058,-48.284311,-46.605343,-43.185836,-36.903588,-52.093641,-38.976554,-44.330417,-36.697425,-29.089467,-32.235538,-40.917859,-35.024715,-31.104080,-45.113438,-40.347537,-46.959520,-33.824135,-36.195902,-33.350417,-48.830936,-35.400294,-35.548535,-44.222755,-52.986099,-43.214533,-56.305192,-51.733156,-48.530363,-50.301054,-54.441478,-50.334797,-45.630182,-47.080442,-53.594894,-48.090900,-44.805051,-59.184290,-56.984910,-60.569572,0,Fileset 1: TS pulse compressed wideband pings T2
216.500,-52.160836,-49.592321,-42.966874,-44.502260,-50.305148,-38.754779,-67.725903,-36.624660,-38.321781,-50.622249,-46.925325,-52.281689,-52.248254,-54.531277,-54.027531,-47.256833,-50.513028,-51.357602,-54.271433,-37.984736,-48.416475,-46.783298,-39.863099,-45.655709,-36.709192,-43.139874,-31.922254,-34.081150,-55.962442,-51.238461,-60.881026,-52.044669,-44.993169,-55.973814,-72.475545,-54.129513,-56.469075,-52.385447,-48.296878,-53.793676,-59.919875,-49.419015,-56.164583,-61.967579,-49.123963,-41.527953,-43.190355,-46.566385,-58.911122,-54.888706,-50.772862,-44.835908,-44.967713,-51.743577,-65.120791,-54.766265,-56.944327,-57.288666,-61.499335,-62.664758,-51.924636,-63.233670,-58.037429,-43.995451,-38.475735,-41.475486,-44.034437,-43.571469,-44.037898,-46.989480,-45.569809,-39.621408,-37.557812,-35.539087,-37.490647,-53.125847,-44.397770,-45.272629,-43.639448,-37.058981,-46.825379,-38.705968,-46.342550,-37.238424,-29.130241,-31.383998,-41.252106,-34.515625,-31.480521,-44.660795,-40.891279,-46.034397,-34.339750,-35.169543,-33.229607,-53.765077,-34.291942,-34.736077,-44.603490,-55.830932,-43.017579,-56.627625,-50.931126,-47.587355,-52.587134,-51.920790,-49.669002,-46.461811,-47.062957,-54.085016,-48.941388,-44.795295,-57.143634,-55.457117,-61.491043,0,Fileset 1: TS pulse compressed wideband pings T2
217.000,-53.954231,-51.063149,-43.199716,-45.379694,-50.503302,-38.654917,-62.164381,-36.452811,-37.469071,-50.730430,-47.028888,-53.635602,-53.680965,-58.380016,-60.768160,-48.237909,-50.101270,-51.625939,-60.696893,-37.539059,-48.841676,-45.129471,-39.925445,-45.405430,-37.984195,-45.823705,-31.953507,-34.251881,-57.476883,-50.957607,-63.829717,-52.851555,-44.911920,-56.897316,-65.937324,-53.484467,-57.369188,-53.129937,-48.166888,-52.932478,-63.103790,-50.708539,-58.799962,-61.980631,-48.996267,-41.076760,-43.217374,-45.706930,-61.786740,-54.084638,-50.015538,-45.006025,-44.290041,-52.551677,-63.411788,-54.061751,-58.204999,-57.621657,-62.409192,-64.244885,-51.956012,-64.511102,-57.570891,-45.401918,-40.210838,-43.670780,-44.450467,-43.827690,-44.806919,-48.233658,-45.623314,-39.482244,-37.291370,-36.325051,-38.945926,-56.485211,-43.067515,-45.320109,-44.467531,-37.495801,-42.354150,-39.259686,-44.992463,-36.714364,-29.346381,-30.766127,-41.761599,-33.883160,-32.031329,-43.737439,-41.728771,-44.700997,-34.497268,-34.425490,-33.122039,-47.670426,-33.659244,-34.345632,-44.839624,-60.274435,-43.301992,-56.002785,-48.992248,-46.867218,-55.240975,-49.613165,-48.607811,-47.760116,-47.164262,-54.287730,-50.168494,-45.054688,-55.548276,-54.150214,-59.745731,0,Fileset 1: TS pulse compressed wideband pings T2
217.500,-55.232466,-53.415603,-43.828914,-45.913193,-51.605429,-39.071040,-57.246823,-36.549914,-37.139691,-51.506477,-47.812912,-55.486867,-54.997267,-65.016196,-61.954722,-51.008525,-50.376127,-51.823130,-57.398996,-37.585058,-49.395643,-44.451236,-40.507131,-44.635167,-40.334661,-46.906515,-32.309662,-34.541453,-59.937456,-50.928778,-65.389835,-54.337465,-45.442958,-57.499031,-63.453180,-53.411969,-59.160820,-54.344131,-49.102612,-52.669576,-67.596387,-52.457249,-62.320049,-62.305506,-49.138993,-41.177892,-43.918803,-45.856965,-66.007403,-54.495043,-49.833045,-45.797698,-43.797376,-54.146994,-62.390853,-54.014999,-59.937167,-58.852796,-64.914791,-67.346961,-52.589070,-64.751671,-58.379863,-47.795517,-42.777892,-46.159980,-45.313362,-44.712700,-46.569316,-50.512075,-45.991842,-39.662667,-37.476911,-37.525458,-41.096502,-50.511174,-43.911161,-46.947958,-45.760460,-38.567021,-39.907616,-40.978164,-43.086280,-35.963224,-30.094332,-30.740482,-42.817517,-33.698107,-33.061284,-42.735415,-43.251705,-43.965367,-34.545808,-34.256374,-33.330075,-43.821886,-33.895310,-34.767434,-45.539633,-67.203102,-44.409694,-55.153164,-46.922730,-46.802197,-57.823345,-48.118103,-47.886024,-49.744726,-47.758518,-54.575159,-52.151329,-45.885751,-54.463004,-53.440858,-57.568274,0,Fileset 1: TS pulse compressed wideband pings T2
218.000,-54.847968,-55.852268,-44.267074,-45.541881,-53.148512,-39.600637,-55.652947,-36.633003,-37.059677,-52.470388,-48.550740,-56.836402,-55.242296,-70.303111,-55.709543,-55.517834,-50.613228,-51.488865,-53.503019,-37.772690,-49.737468,-44.340842,-41.096976,-43.184492,-43.259922,-45.579621,-32.617162,-34.493304,-62.872497,-50.707237,-64.773558,-55.968131,-45.979141,-57.304279,-62.064743,-52.990600,-61.043391,-55.270609,-50.664382,-52.598615,-74.589471,-54.068446,-65.711978,-62.009791,-49.338409,-41.424413,-44.722053,-46.429022,-70.120972,-55.217998,-49.919548,-46.594955,-43.369509,-55.679864,-61.700955,-53.884099,-61.099950,-60.453261,-69.105132,-71.988763,-53.159197,-64.456985,-60.033350,-50.573905,-45.655433,-48.387937,-45.956336,-45.519596,-48.723611,-53.677884,-46.298988,-39.800565,-37.639204,-38.307806,-43.207087,-50.197117,-46.360401,-49.211055,-46.885944,-39.774060,-38.319057,-43.478190,-41.608208,-35.184170,-30.918062,-30.781008,-43.953496,-33.661973,-34.034503,-41.512419,-44.839233,-43.601873,-34.168032,-34.028886,-33.344224,-41.318533,-34.523678,-35.558291,-46.144040,-63.770877,-45.919248,-53.440335,-45.019245,-46.955035,-58.870055,-47.035509,-47.185355,-51.694504,-48.409264,-54.534343,-54.290610,-46.768219,-53.299810,-52.933122,-55.592878,0,Fileset 1: TS pulse compressed wideband pings T2
218.500,-53.491936,-57.944404,-44.409973,-44.623424,-55.282056,-40.307945,-55.438149,-36.733999,-37.245895,-53.422855,-48.859834,-57.290738,-54.527889,-66.090191,-52.664985,-59.635681,-50.512153,-50.725812,-51.580853,-38.098301,-49.945943,-44.746133,-41.645786,-41.499420,-46.266462,-44.233419,-32.924374,-34.212919,-65.261273,-50.333369,-63.353516,-57.615958,-46.330575,-56.671390,-61.113149,-51.865359,-62.503244,-55.650110,-52.715964,-52.632286,-84.526082,-55.530920,-66.953076,-61.130530,-49.759462,-41.772505,-45.410061,-47.181569,-68.046483,-55.801937,-50.300386,-47.172634,-43.103322,-56.412071,-60.798162,-53.512421,-60.888893,-62.116928,-75.086003,-83.456058,-53.488397,-63.746043,-62.409683,-53.409638,-48.610338,-50.456811,-46.356339,-46.193087,-50.816051,-57.821070,-46.693120,-39.950506,-37.891934,-38.660489,-45.013654,-53.760290,-50.591358,-50.028534,-47.681696,-41.097852,-37.195326,-47.262812,-40.616979,-34.585277,-31.852112,-30.818228,-45.090516,-33.819872,-34.955787,-40.560354,-46.224085,-43.573472,-33.558867,-33.586915,-33.182727,-39.159168,-35.523695,-36.752448,-46.410214,-58.439972,-47.895450,-51.343139,-43.511123,-47.379188,-58.236656,-46.325691,-46.470145,-53.297756,-49.147432,-54.289009,-56.285534,-47.679797,-52.086048,-52.578109,-53.935657,0,Fileset 1: TS pulse compressed wideband pings T2
219.000,-52.147640,-59.973080,-44.331772,-43.604366,-58.627883,-41.409847,-56.289711,-36.862605,-37.685521,-54.182080,-48.571127,-57.052290,-53.540563,-62.269480,-51.190466,-56.434744,-49.974722,-49.939466,-51.014767,-38.614579,-50.166110,-45.711542,-42.239301,-40.002921,-48.322743,-43.596150,-33.377919,-33.931618,-64.024942,-49.987079,-61.464935,-59.167056,-46.456756,-56.088483,-60.552092,-50.325632,-63.241224,-55.496890,-54.957557,-52.677468,-72.393284,-57.171315,-65.366441,-59.869101,-50.490901,-42.236472,-45.834322,-47.874843,-63.816643,-56.212860,-50.991464,-47.366112,-42.982239,-55.897113,-59.130269,-53.048081,-59.648389,-63.490719,-73.935735,-75.064789,-53.591162,-62.364600,-65.033526,-55.511078,-50.831998,-52.367512,-46.276265,-46.489374,-51.561520,-58.455498,-47.506299,-40.328304,-38.535313,-38.953774,-46.560580,-64.512797,-52.229757,-47.878867,-47.499077,-42.681852,-36.492742,-54.873995,-40.204007,-34.251489,-33.119369,-30.944625,-46.155085,-34.224010,-36.064669,-40.253785,-47.318870,-43.845238,-32.966507,-32.979743,-33.057912,-37.024946,-37.023965,-38.535811,-46.304823,-55.429544,-50.208450,-49.548805,-42.568794,-48.275355,-56.627821,-46.055130,-45.774423,-54.456559,-50.098385,-54.172554,-57.821888,-48.779356,-50.962446,-52.358234,-52.776773,0,Fileset 1: TS pulse compressed wideband pings T2
219.500,-50.628734,-62.559754,-43.626777,-42.212777,-64.079411,-42.569838,-58.136423,-36.447135,-37.661919,-54.084534,-47.374684,-56.152401,-52.488047,-58.983595,-50.372449,-52.397502,-48.587342,-49.084135,-51.016340,-38.754772,-49.992232,-46.629914,-42.441364,-38.447800,-48.554472,-43.094998,-33.570620,-33.314199,-60.525965,-49.333002,-58.711105,-59.853872,-45.941368,-55.410386,-59.992117,-48.487030,-62.856644,-54.575951,-56.227032,-52.047747,-67.130472,-59.099157,-62.881940,-57.920498,-50.653263,-42.260767,-45.338557,-47.665517,-60.650006,-56.249447,-51.278140,-46.530381,-42.310930,-54.173151,-56.579427,-52.220387,-58.176763,-64.326820,-69.205367,-66.556559,-53.025824,-60.502695,-65.692916,-55.480026,-50.985925,-52.247956,-44.604307,-45.328444,-49.139490,-53.368841,-48.677574,-40.730254,-39.358178,-39.077370,-48.010714,-51.402979,-47.087647,-44.811714,-45.282704,-44.212331,-35.833929,-57.093863,-40.062447,-33.669656,-34.526318,-30.780444,-46.492040,-34.226582,-37.114856,-40.118577,-47.720998,-43.737929,-32.069196,-31.853416,-32.707768,-34.446818,-38.640375,-40.487265,-45.554124,-53.507037,-50.783909,-47.814281,-41.879989,-49.281891,-54.214905,-45.786468,-44.653222,-54.804854,-50.745037,-54.089593,-58.086347,-49.763178,-49.523362,-51.673402,-51.943562,0,Fileset 1: TS pulse compressed wideband pings T2
220.000,-49.207802,-67.350366,-42.885472,-41.024999,-70.520433,-43.970279,-63.831230,-35.986879,-37.371220,-53.658042,-46.253092,-55.678011,-52.342241,-57.246230,-50.954790,-49.419763,-47.154694,-48.967770,-51.266204,-38.773788,-49.951067,-47.443881,-42.748701,-37.418407,-47.339705,-42.927814,-33.945751,-32.923293,-58.093522,-48.971426,-56.029549,-60.131741,-45.542763,-55.281393,-59.968219,-47.372665,-62.234244,-53.849570,-56.579263,-51.213278,-64.378487,-62.945412,-61.051544,-56.342107,-49.888541,-42.287324,-44.413796,-46.891697,-59.066656,-56.469399,-51.127643,-45.258474,-41.506773,-52.689950,-54.595362,-51.707690,-57.935049,-66.495072,-65.993614,-62.361324,-52.411592,-59.808626,-63.514053,-54.700932,-50.651370,-49.353622,-42.156056,-43.455357,-45.673149,-49.103768,-51.382771,-42.023271,-40.988962,-39.881168,-51.680838,-45.207495,-43.440275,-42.708171,-42.721029,-46.486604,-35.950798,-46.994032,-40.920926,-33.254382,-36.910455,-30.925081,-46.495745,-33.957504,-38.527073,-40.236746,-48.010388,-43.480715,-31.465433,-30.918771,-32.813792,-32.162107,-40.854207,-42.501109,-45.099786,-52.887634,-48.912955,-46.514364,-42.135457,-50.758457,-51.959537,-46.043941,-43.705606,-55.112868,-51.279657,-54.988954,-57.330140,-51.309481,-48.347162,-50.865288,-52.366228,0,Fileset 1: TS pulse compressed wideband pings T2
220.500,-47.829540,-66.844020,-42.478494,-40.303087,-65.397197,-44.356864,-71.195387,-35.838287,-37.081646,-53.327307,-45.866031,-56.282269,-53.282698,-57.761335,-53.820809,-47.455938,-46.287229,-49.803939,-50.307794,-38.739774,-50.252211,-47.682002,-43.313544,-36.953182,-44.390228,-42.911099,-34.492990,-32.945346,-57.318423,-49.123652,-54.158792,-60.663047,-45.789812,-55.666846,-60.479124,-47.469040,-61.925735,-53.932364,-56.195821,-50.752904,-63.034331,-72.617006,-59.956228,-56.007475,-48.515855,-42.615092,-43.625785,-46.120636,-59.079931,-56.521902,-50.396251,-44.205637,-41.114130,-52.240339,-53.984718,-51.767970,-59.710950,-71.956630,-63.649998,-60.598841,-52.205526,-61.448098,-60.550390,-54.633376,-50.511956,-45.874078,-40.243981,-42.059558,-43.059179,-46.288550,-57.396950,-44.833757,-43.350067,-41.982118,-61.699594,-42.442580,-41.824890,-41.936261,-41.217334,-50.097023,-37.334059,-42.860065,-43.076243,-33.163387,-40.257191,-31.653787,-46.338494,-33.519569,-39.669335,-40.337294,-48.183970,-43.316280,-31.389102,-30.585987,-33.598373,-30.658184,-43.583910,-42.818180,-45.592231,-53.267986,-46.895522,-45.615176,-43.570011,-52.278958,-50.267787,-47.007248,-43.276817,-55.778037,-51.547344,-57.563407,-55.961640,-53.764980,-47.719817,-50.151766,-54.701744,0,Fileset 1: TS pulse compressed wideband pings T2
221.000,-46.545551,-61.241146,-42.374061,-39.865119,-63.853984,-42.908760,-57.661515,-35.849183,-36.918684,-52.959992,-46.153423,-57.750655,-54.153740,-60.178060,-58.167911,-46.521584,-45.971433,-50.879241,-48.136347,-38.684226,-50.670674,-47.459146,-43.830942,-36.360640,-41.428108,-42.570469,-34.808297,-33.063504,-57.581353,-49.457682,-53.122459,-61.398925,-46.580976,-55.735134,-60.809347,-48.446648,-61.772579,-54.662605,-55.379402,-50.851261,-61.740857,-72.631546,-58.879606,-56.964503,-47.284611,-43.138814,-43.229638,-45.679508,-59.991171,-55.929762,-49.282660,-43.603211,-41.283682,-52.668813,-54.653116,-51.982021,-63.523911,-72.660675,-62.000150,-60.143736,-52.429510,-66.338293,-58.423145,-55.129627,-49.265125,-43.031343,-39.229526,-41.433725,-41.524584,-44.483929,-67.205513,-49.378102,-45.591814,-45.809458,-51.668884,-41.512802,-41.469311,-42.129134,-40.741067,-52.177549,-39.993460,-40.947948,-45.727263,-33.238619,-41.050939,-32.771187,-45.794089,-33.096153,-39.825472,-40.313654,-47.956213,-43.382433,-31.579399,-30.669549,-34.502595,-29.823653,-45.981659,-40.911194,-47.030508,-53.280012,-45.562337,-44.950662,-45.363358,-52.897284,-48.886618,-48.318863,-43.210088,-56.646004,-51.443609,-62.003616,-54.621704,-56.958241,-47.403079,-49.580018,-58.909865,0,Fileset 1: TS pulse compressed wideband pings T2
