Depth,14.0833022231,14.1007410530,14.1010785345,14.1569902357,14.0833996376,14.1656895662,14.1881026160,14.1033090381,14.0765902149,14.0489125801,14.0216062469,13.9901565015,13.9779869765,13.9750131164,13.9574017171,13.9453699645,13.9187811576,13.9004235035,14.0927683963,14.1039500991,14.1769201932,14.1127808234,14.0951751014,14.0007036421,14.0447173826,14.0865589511,14.0706394361,14.0964951701,13.9808305809,14.0586430589,14.0151575273,13.9728790652,13.9709551474,13.9147991361,13.9849866806,13.8265179843,13.8328406056,13.8245243300,13.8384849271,13.8682840466,13.9129919121,13.8282646947,13.8159875311,13.7968454473,13.8927323967,13.7608390702,13.7465501996,13.7388874916,13.6543264529,13.6519319452,13.6614879398,13.6520644380,13.6519447621,13.6499611996,13.6301054768,13.5227093203,13.5179172708,13.5094552683,13.5063939504,13.4920547456,13.4561832715,13.4499117211,13.4541392298,13.6420805752,13.6640738510,13.6342485594,13.5980134187,13.6198777324,13.7537195310,13.7908308590,13.9596351357,13.9850463849,13.9923754157,14.0069594467,13.9792614272,14.0342644127,14.0612934530,14.0854750210,14.1920968685,14.2700619511,14.2864009729,14.3087404929,14.3126935354,14.3435656503,14.3430862734,14.3502481366,14.4362965124,14.4513649102,14.4518555775,14.4442098606,14.4534787098,14.4999248544,14.5562947299,14.5123810368,14.5047062207,14.4819865394,14.4781096233,14.4480592040,14.4702662006,14.4843476340,14.4916847590,14.4369639223,14.5104780551,14.3894973006,14.4361352362,14.3079907130,14.3769846540,14.2977396352,14.3668817431,14.2810925283,14.2718831552,14.3355078958,14.3340752134,14.2967973556,14.2557153627,
Region_name,"Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 4","Region 4","Region 4","Region 4","Region 4","Region 5","Region 5","Region 5","Region 5","Region 5","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11",
175.000,-33.639021,-32.019765,-32.151889,-29.261454,-32.847381,-36.645631,-33.701391,-34.051984,-31.301249,-43.220781,-36.550577,-42.179179,-38.102422,-38.459606,-36.828581,-37.539952,-37.575824,-37.128231,-31.974529,-26.328689,-42.190227,-28.501320,-39.537938,-34.340243,-26.879111,-26.863596,-31.821995,-32.253990,-34.164906,-34.799375,-34.464691,-48.075205,-50.255166,-43.380985,-33.814769,-34.623348,-41.766068,-34.786073,-37.945052,-39.554956,-35.960924,-38.948633,-40.884674,-34.753203,-38.232875,-40.123895,-52.813344,-41.107556,-38.547984,-40.685493,-43.263210,-45.468184,-44.844413,-50.857138,-36.371646,-39.050059,-51.915090,-44.731833,-44.753325,-44.137406,-41.128557,-38.493738,-33.857048,-38.693693,-37.072796,-33.969813,-34.616066,-34.508643,-34.839277,-34.537461,-30.069011,-31.279012,-31.476082,-31.566833,-29.958996,-28.338486,-28.404279,-27.574850,-39.125568,-34.795208,-29.859178,-31.653664,-40.421339,-25.378440,-26.020865,-20.960812,-32.189342,-30.907511,-32.119011,-30.415632,-30.027594,-25.218370,-31.451917,-37.097152,-32.346123,-41.585689,-36.296045,-36.384256,-32.834744,-31.782859,-37.095835,-30.335688,-46.048336,-35.697620,-32.657230,-39.126998,-42.039668,-37.440033,-37.992637,-42.644479,-48.107477,-42.289916,-47.560288,-44.789161,-40.241135,0,Fileset 1: TS pulse compressed wideband pings T2
175.500,-34.845241,-33.624368,-33.772986,-29.654512,-33.336431,-38.206999,-34.749674,-34.266128,-31.734476,-42.692401,-37.117615,-42.648310,-37.917539,-39.029142,-37.679465,-38.269787,-38.836427,-37.458404,-32.867562,-27.277382,-41.239205,-29.720273,-44.315319,-36.511016,-28.243031,-27.317304,-33.614759,-34.321583,-34.588779,-35.682460,-35.586407,-48.919840,-53.511250,-46.595258,-33.743452,-35.000682,-43.393838,-36.423279,-37.674460,-38.797185,-37.136333,-40.588584,-42.302109,-36.146477,-38.493869,-42.815577,-60.977555,-41.594360,-38.967436,-43.364242,-45.044689,-47.894045,-42.882879,-77.061850,-37.181913,-39.548260,-58.803822,-48.806561,-47.753503,-47.497650,-44.404737,-40.018472,-35.785409,-43.489300,-37.674570,-34.699109,-35.782900,-35.625892,-35.889571,-34.880805,-31.563979,-32.496118,-32.577441,-32.889652,-30.774075,-30.209560,-30.683057,-29.850509,-50.285455,-36.155855,-31.431509,-31.256362,-36.104831,-24.961819,-29.736414,-22.606695,-33.250477,-31.629055,-31.453137,-29.777195,-29.527711,-26.043552,-32.671656,-35.631275,-33.005663,-43.106107,-38.035399,-37.955465,-33.810270,-33.109275,-37.460348,-32.712054,-41.214277,-35.573137,-33.655636,-38.698256,-44.319311,-38.991324,-39.793935,-44.870626,-48.264275,-41.911288,-47.333312,-47.008977,-40.922959,0,Fileset 1: TS pulse compressed wideband pings T2
176.000,-36.112119,-34.979416,-35.502332,-30.020475,-33.520995,-38.919565,-35.327611,-34.734939,-32.698950,-41.828923,-37.586403,-43.396098,-37.862941,-39.573179,-38.395963,-39.106900,-40.286667,-37.739929,-33.714655,-28.251266,-40.892556,-31.056942,-49.430413,-38.232925,-29.584967,-27.786177,-35.198909,-36.347868,-34.989446,-36.468370,-36.611261,-48.539426,-48.442838,-51.356142,-33.617184,-35.511750,-44.175433,-38.240290,-37.493097,-38.662022,-38.374905,-42.365964,-43.893016,-37.179312,-39.142250,-46.352399,-58.828011,-42.156031,-39.539061,-45.989948,-47.942516,-51.538883,-41.676482,-53.176775,-38.242263,-39.958595,-64.270155,-51.395092,-48.551165,-49.187915,-48.001418,-41.034236,-37.937048,-50.288767,-36.835354,-35.759508,-37.467292,-37.214426,-37.879241,-35.767826,-33.357541,-34.059490,-34.329540,-34.790812,-32.168328,-32.878985,-33.552961,-32.517758,-41.649915,-37.592414,-33.185820,-31.033798,-33.887941,-24.871213,-34.682572,-24.613039,-34.175460,-32.447822,-31.258906,-29.179718,-29.247966,-26.719398,-33.493594,-34.406031,-34.012446,-45.300683,-39.285155,-39.268861,-34.793494,-35.158688,-37.472170,-35.725351,-38.886023,-35.270754,-34.749712,-38.575927,-46.168243,-40.706025,-41.648446,-47.721763,-48.861187,-41.850481,-48.283525,-50.344847,-42.064223,0,Fileset 1: TS pulse compressed wideband pings T2
176.500,-36.996386,-35.482732,-36.952228,-29.878879,-33.170393,-38.670279,-34.957400,-35.082487,-33.897800,-40.621763,-37.611291,-44.137628,-37.552267,-39.635108,-38.527557,-39.705728,-41.397542,-37.616146,-34.027949,-28.845040,-40.448795,-32.089574,-50.207391,-38.283399,-30.455533,-27.835282,-35.768390,-37.498550,-35.001539,-36.764953,-37.184535,-47.408342,-45.115549,-60.054393,-33.284684,-35.775499,-44.204029,-39.838149,-37.047172,-38.616324,-39.401374,-44.021500,-45.260332,-37.299842,-40.108021,-50.304885,-52.768481,-42.528004,-40.030665,-46.635354,-51.478172,-53.521063,-40.644633,-47.900610,-39.182152,-40.026572,-60.546542,-49.510291,-47.589674,-48.393405,-51.406331,-41.379177,-39.911315,-62.650279,-36.435646,-36.996063,-39.527309,-39.086899,-40.447117,-36.998400,-35.069344,-35.583712,-36.394773,-36.941091,-34.010449,-35.987786,-36.634927,-35.118337,-37.846551,-38.662314,-34.405310,-30.826598,-32.499946,-24.669444,-38.478500,-26.654618,-34.577730,-32.913979,-31.092814,-28.254048,-28.748589,-26.883554,-33.729130,-33.050553,-35.094415,-47.808808,-39.297084,-39.000124,-35.241461,-37.652048,-37.040543,-39.239911,-37.491167,-34.624865,-35.548114,-38.290604,-46.465073,-42.099891,-43.095645,-50.886511,-49.333432,-41.722095,-49.742551,-54.430503,-43.241201,0,Fileset 1: TS pulse compressed wideband pings T2
177.000,-37.865120,-35.487041,-38.612286,-29.598999,-32.797263,-38.251336,-34.376524,-35.801765,-35.944272,-39.637097,-37.630675,-45.432276,-37.367410,-39.561460,-38.459404,-40.528870,-42.355106,-37.513759,-34.206010,-29.493364,-40.070013,-33.175513,-48.189857,-37.132724,-31.279779,-27.841109,-35.506398,-37.683680,-35.049902,-37.010971,-37.755136,-46.332141,-43.260358,-65.605692,-33.223595,-36.200094,-44.374582,-41.608857,-36.737070,-38.925893,-40.675195,-46.169662,-46.750980,-36.976900,-41.892732,-53.029710,-49.807943,-43.175638,-40.981520,-45.135157,-51.889335,-50.194141,-40.021944,-45.267778,-40.441327,-40.165281,-56.417697,-47.097880,-46.240817,-47.145050,-54.641317,-41.698125,-42.123044,-50.179798,-37.347203,-39.114446,-42.697564,-41.821374,-44.029779,-39.200722,-36.726324,-37.556586,-39.189064,-39.864343,-37.193583,-39.606873,-40.534256,-38.058189,-36.812486,-39.662259,-35.298165,-31.092187,-32.012931,-24.738888,-34.957489,-29.287086,-34.936063,-33.377553,-31.319917,-27.447790,-28.373064,-27.034319,-34.092758,-31.924577,-36.846967,-49.101727,-38.550781,-37.450575,-35.469999,-41.155956,-36.767991,-44.154264,-36.897047,-34.175443,-36.455380,-38.214819,-45.638189,-43.493718,-44.533856,-55.078412,-49.881278,-41.898640,-51.811127,-57.094354,-44.789283,0,Fileset 1: TS pulse compressed wideband pings T2
177.500,-38.652731,-35.097127,-40.645452,-29.177125,-32.406336,-37.825400,-33.790020,-37.053989,-39.374044,-38.840659,-37.636161,-47.450234,-37.208903,-39.290058,-38.204736,-41.610189,-42.834450,-37.425612,-34.312967,-30.226454,-39.667474,-34.192173,-46.820690,-35.523100,-32.052255,-27.693418,-34.477635,-36.863135,-34.854319,-36.999937,-38.153244,-45.016042,-41.985825,-54.911969,-33.213296,-36.581184,-44.745322,-43.361380,-36.389794,-39.290682,-41.736420,-48.842497,-47.787555,-36.197510,-44.166171,-51.737531,-48.499178,-43.947136,-42.290559,-42.855630,-47.418957,-46.375774,-39.582154,-43.434861,-41.724147,-39.958927,-52.595001,-44.952915,-44.646617,-45.982837,-56.518089,-41.796034,-44.204754,-44.472220,-39.720842,-42.549946,-46.092555,-44.553563,-48.596280,-42.821537,-37.117785,-39.875142,-42.125139,-43.281578,-42.097940,-41.597879,-45.571037,-41.404001,-37.396703,-40.161271,-35.874969,-31.515551,-32.160845,-24.996043,-30.789639,-32.728651,-35.295683,-33.801612,-31.875231,-26.750241,-27.950830,-27.188978,-34.676442,-30.996775,-39.618514,-45.566705,-37.206252,-35.561330,-35.420250,-44.807625,-36.645699,-51.300424,-36.583669,-33.907328,-37.360704,-38.315754,-44.371505,-44.768552,-45.988300,-61.478567,-50.303849,-42.335162,-53.990617,-54.680146,-46.446875,0,Fileset 1: TS pulse compressed wideband pings T2
178.000,-39.413652,-34.557167,-43.390399,-28.720856,-32.061390,-37.592396,-33.168778,-39.165848,-45.537776,-38.196809,-37.689787,-50.688656,-37.153777,-38.879482,-37.855526,-42.963710,-42.656578,-37.460864,-34.499245,-31.120566,-39.341429,-35.022133,-46.286037,-34.132924,-33.031382,-27.504587,-33.170388,-35.631322,-34.771604,-37.040775,-38.651193,-43.644036,-41.364956,-50.739357,-33.437707,-37.134010,-45.706167,-45.142939,-36.145215,-39.965157,-42.209825,-52.421949,-47.893865,-35.419190,-46.133852,-50.268301,-48.629958,-44.925311,-44.511501,-40.898673,-43.511213,-43.614382,-39.437038,-42.247703,-43.514440,-39.699079,-49.259704,-43.130282,-43.546480,-45.512157,-56.876392,-42.186719,-46.120332,-41.707074,-44.399817,-45.136191,-43.312853,-42.798582,-49.832187,-49.170402,-35.746619,-40.850024,-42.369042,-43.198259,-41.559166,-40.274992,-47.167237,-45.813928,-39.613611,-39.787423,-36.227017,-31.634663,-32.852647,-25.540480,-27.957089,-38.199087,-35.845578,-34.202350,-32.701123,-26.247663,-27.553785,-27.501263,-35.414258,-30.273018,-43.883469,-41.096568,-35.500400,-34.016493,-35.201286,-44.049825,-36.824461,-56.201475,-36.208258,-33.890868,-38.251001,-38.666200,-43.290300,-45.944956,-47.665762,-76.355035,-50.542882,-43.028311,-55.663685,-51.684419,-47.610718,0,Fileset 1: TS pulse compressed wideband pings T2
178.500,-39.867047,-33.844126,-46.992856,-28.082509,-31.482142,-37.418825,-32.238980,-42.956997,-45.255934,-37.607353,-37.688834,-54.779234,-36.953903,-38.226423,-37.427916,-44.362902,-41.831177,-37.469631,-34.712360,-32.039875,-39.113138,-35.283664,-45.800355,-32.878219,-34.045628,-27.224884,-31.767453,-34.279246,-34.565209,-36.995453,-39.222812,-41.983704,-40.986354,-47.845991,-33.676525,-37.582918,-47.412707,-46.157130,-35.859494,-40.884270,-41.457952,-54.316466,-46.398178,-34.593364,-46.370612,-50.853250,-50.491026,-46.160383,-47.492093,-39.295541,-40.736443,-41.803856,-39.680669,-41.475019,-45.734730,-39.100435,-46.172499,-41.363700,-42.871301,-45.371063,-55.561014,-42.717806,-46.821647,-40.678707,-56.525921,-40.343119,-38.335898,-38.384591,-43.814401,-54.665764,-33.612019,-38.282794,-39.423036,-38.898367,-36.595584,-38.208657,-41.733838,-48.294014,-44.037402,-38.860418,-36.223239,-31.149264,-33.291332,-26.231169,-25.886185,-47.561590,-36.449425,-34.725645,-33.753182,-25.988328,-27.012588,-27.840302,-35.934282,-29.968657,-47.887974,-37.842158,-33.973288,-33.125500,-34.774130,-40.397869,-37.050123,-51.378963,-35.342872,-33.874652,-38.976377,-39.243204,-42.616772,-46.747669,-49.499620,-63.795546,-50.579801,-43.986248,-56.455742,-49.297531,-47.434404,0,Fileset 1: TS pulse compressed wideband pings T2
179.000,-40.286688,-33.305129,-50.623657,-27.611861,-30.987956,-37.713115,-31.193324,-52.212231,-38.393748,-37.300532,-37.918108,-53.229122,-36.916441,-37.576857,-37.109786,-45.513447,-40.874692,-37.772982,-35.175455,-33.136785,-39.233896,-35.097012,-44.793818,-32.104010,-34.601256,-26.923643,-30.561579,-33.015663,-34.515956,-37.038348,-40.101450,-40.318326,-40.856023,-45.714586,-34.094907,-38.100283,-50.802328,-45.266229,-35.598806,-42.443392,-40.257215,-51.669280,-44.215125,-34.042184,-45.524501,-54.267321,-53.881295,-47.979660,-48.470767,-38.135606,-38.843791,-40.854676,-40.254011,-41.376320,-48.974375,-38.608467,-43.575708,-40.070871,-42.918772,-45.797223,-53.427747,-43.770105,-46.232059,-41.849862,-46.861086,-35.504930,-34.744782,-34.883208,-38.669682,-46.552327,-31.867275,-34.923091,-36.208839,-35.170633,-33.646230,-36.637951,-37.563219,-42.913495,-49.514870,-38.321176,-35.923625,-30.562650,-32.395986,-27.476999,-24.569028,-38.526871,-37.364909,-35.211062,-34.637404,-25.928336,-26.481743,-28.332701,-35.986281,-29.967867,-45.546460,-35.542124,-32.772072,-32.856837,-34.293010,-37.596399,-37.523193,-46.363875,-34.349165,-34.077369,-40.173163,-40.219774,-42.619174,-47.332202,-51.701586,-58.484827,-50.655957,-45.286206,-56.403228,-47.223216,-46.387925,0,Fileset 1: TS pulse compressed wideband pings T2
179.500,-40.788704,-33.174386,-49.329978,-27.561358,-30.812616,-38.744115,-30.528729,-51.553599,-34.687763,-37.543853,-38.652167,-48.482140,-37.252707,-37.165826,-37.110067,-45.970285,-40.248124,-38.633007,-36.067483,-34.498330,-39.905774,-34.737590,-42.817941,-32.126434,-33.874979,-26.815854,-29.855074,-32.044213,-35.002990,-37.517324,-41.715812,-39.126636,-40.969387,-44.655234,-35.027655,-38.837483,-57.756370,-43.031461,-35.610044,-45.146062,-39.689127,-49.084232,-42.478837,-34.211090,-45.151471,-55.350995,-52.310814,-51.046827,-44.852602,-37.648531,-37.899708,-41.068505,-41.197674,-42.405422,-52.321703,-38.795183,-41.874844,-39.835630,-43.994714,-47.238464,-51.315552,-46.009402,-45.627726,-47.241421,-39.437512,-32.431330,-32.509593,-32.662143,-35.292219,-40.924747,-30.976941,-32.579687,-33.775577,-32.892898,-32.425409,-35.849475,-35.147168,-38.549160,-42.661927,-38.527580,-35.880740,-30.554382,-30.478621,-29.867670,-24.096726,-32.707021,-38.617691,-35.684343,-35.383572,-26.188052,-26.225341,-29.107915,-35.924408,-30.387429,-43.539314,-34.125630,-32.177321,-33.310290,-34.110160,-36.002137,-38.379922,-41.369403,-33.894310,-34.685094,-42.705013,-41.931501,-43.518703,-47.959849,-53.771835,-56.060632,-50.928283,-47.043249,-55.550732,-45.280198,-45.405913,0,Fileset 1: TS pulse compressed wideband pings T2
180.000,-40.971621,-33.186692,-45.852477,-27.685328,-30.713669,-40.078995,-30.418164,-42.520572,-32.671418,-38.128023,-39.694118,-45.350141,-37.614933,-36.815830,-37.259155,-45.388884,-39.921662,-39.841217,-37.156167,-35.859551,-40.867603,-34.202163,-40.158171,-32.521678,-32.046215,-26.720969,-29.410087,-31.156092,-35.562589,-38.099309,-43.812344,-38.151920,-40.626248,-44.163388,-36.194752,-39.277744,-56.365303,-40.650792,-35.672311,-48.167883,-39.711905,-47.694892,-41.163940,-34.881403,-45.527334,-48.511553,-47.185670,-55.469595,-41.362854,-37.448516,-37.589458,-42.408010,-42.032196,-44.254474,-50.527019,-39.270241,-40.686883,-40.244255,-45.406806,-49.229356,-49.049740,-49.429717,-45.254948,-54.290065,-35.130937,-30.623231,-31.178062,-31.335695,-33.281465,-36.562456,-30.747194,-31.224293,-32.196865,-31.957199,-32.399830,-35.748686,-33.928690,-35.936119,-37.973808,-38.564394,-36.541784,-31.002604,-28.681389,-33.903454,-24.073279,-29.351486,-39.443247,-35.985971,-36.110288,-26.560104,-26.040126,-29.851116,-36.021634,-31.109141,-43.560656,-33.422896,-32.162038,-34.223338,-34.272245,-35.124552,-39.334034,-37.211486,-34.051989,-35.407439,-47.264570,-44.382460,-44.965890,-48.618412,-54.359822,-54.716539,-51.052868,-48.872723,-53.793090,-43.280933,-44.595890,0,Fileset 1: TS pulse compressed wideband pings T2
180.500,-41.170102,-33.556594,-43.384015,-28.249535,-31.080977,-41.637017,-31.283092,-38.955011,-31.866747,-39.003579,-41.211487,-43.983114,-38.297249,-36.826645,-37.716735,-44.542933,-40.228520,-41.656715,-38.696100,-37.623891,-42.172206,-33.994994,-38.079105,-33.190440,-30.509834,-26.890026,-29.422757,-30.602005,-36.504102,-39.054354,-46.472949,-37.790783,-40.366359,-44.172622,-37.853231,-39.787911,-50.638074,-39.010422,-36.075375,-49.345234,-40.654438,-47.830647,-40.708328,-36.476107,-47.136713,-44.036363,-43.845147,-58.060992,-39.449797,-37.647626,-37.887267,-45.119705,-42.625798,-47.192418,-47.900343,-40.413751,-40.401896,-41.389175,-47.270188,-51.813443,-47.544653,-54.936461,-45.510718,-42.530479,-32.549799,-29.971777,-30.664477,-30.846814,-32.521230,-33.759219,-31.481004,-30.841159,-31.569949,-32.331663,-33.386807,-36.497798,-33.887807,-34.940644,-35.838340,-38.146732,-38.580618,-31.787759,-27.931745,-41.747617,-24.706773,-27.682227,-39.813881,-36.131204,-37.028064,-27.065721,-26.214045,-30.827630,-36.609416,-31.930784,-44.729069,-33.184421,-32.616370,-35.221085,-35.014047,-35.085262,-41.036616,-34.536142,-35.169857,-36.533684,-52.708664,-47.724871,-46.784775,-49.802478,-54.261924,-54.039040,-51.159703,-50.390108,-51.671394,-41.629794,-44.181458,0,Fileset 1: TS pulse compressed wideband pings T2
181.000,-41.023676,-33.794950,-41.607432,-28.728149,-31.414424,-42.634005,-32.743110,-37.195487,-31.701846,-39.429198,-42.659525,-43.580535,-38.830616,-36.857632,-38.167950,-43.705337,-40.832330,-43.358303,-40.450490,-39.787696,-43.319018,-33.813292,-36.477281,-33.102237,-29.350158,-27.139555,-29.529892,-30.161277,-37.268257,-39.920679,-49.028576,-37.631672,-40.107660,-44.110793,-39.365670,-40.090276,-47.638080,-37.827809,-36.532845,-47.922733,-41.902428,-48.840634,-40.576857,-38.637164,-50.342746,-41.317682,-41.905543,-53.940167,-38.393117,-37.766708,-38.442922,-49.635637,-42.849679,-50.546752,-46.285195,-41.599311,-40.530139,-42.580035,-48.644909,-52.896940,-46.458931,-57.658885,-45.805435,-38.010575,-31.024958,-30.056124,-30.569040,-30.762122,-32.568823,-32.232551,-32.752387,-31.041393,-31.797524,-33.964390,-35.146558,-37.919424,-34.515692,-34.820160,-35.019730,-37.757790,-42.105902,-32.440242,-27.903025,-42.834308,-25.523644,-26.862234,-39.694229,-36.134780,-37.840320,-27.502799,-26.391129,-31.780067,-37.196175,-32.586403,-45.479861,-33.288987,-33.442155,-35.633926,-35.567480,-35.337752,-43.612181,-32.794704,-36.763784,-37.586284,-48.515970,-51.016067,-48.419284,-50.896290,-54.180384,-53.419408,-51.102249,-50.979819,-49.471798,-40.248217,-43.696629,0,Fileset 1: TS pulse compressed wideband pings T2
181.500,-40.760136,-33.900718,-40.485859,-29.120057,-31.719535,-43.367688,-34.436571,-36.434043,-31.990381,-39.195766,-43.847280,-43.955684,-39.324309,-36.909711,-38.603594,-43.022208,-41.608609,-44.515703,-42.697684,-42.845208,-44.218977,-33.694116,-35.400522,-32.287530,-28.644346,-27.530086,-29.702887,-29.870863,-37.903109,-40.627780,-51.193230,-37.734897,-40.132184,-44.233993,-40.396770,-40.413764,-45.795387,-37.055058,-37.044054,-46.336620,-43.227112,-50.226164,-40.722158,-41.476536,-55.077726,-39.756507,-40.962820,-50.155986,-37.984970,-37.743132,-39.089849,-59.738811,-42.902211,-52.382364,-45.476087,-42.883037,-41.021418,-43.768790,-49.140267,-52.069745,-45.842425,-54.082429,-45.941088,-35.696665,-30.379398,-30.688296,-30.850592,-31.030984,-33.034828,-31.820360,-34.616663,-31.719318,-32.852290,-36.939681,-37.673042,-39.692736,-35.557172,-35.305937,-35.271577,-38.128981,-46.747127,-33.123876,-28.435426,-36.407578,-26.572795,-26.715530,-39.656626,-36.011293,-37.676636,-27.886896,-26.557595,-32.835555,-37.193698,-32.887980,-44.903069,-33.555536,-34.596859,-35.388045,-35.177396,-35.754223,-47.859040,-31.787435,-38.690152,-38.561296,-44.566688,-52.786425,-49.895878,-51.330841,-54.523331,-52.893206,-51.031865,-50.895143,-47.610453,-39.198338,-43.155307,0,Fileset 1: TS pulse compressed wideband pings T2
182.000,-40.521732,-33.910764,-39.918100,-29.468688,-31.977216,-44.345756,-35.677151,-36.340017,-32.583860,-38.513261,-44.531420,-44.939915,-39.866344,-36.937184,-39.027536,-42.399640,-42.307971,-44.931990,-45.834835,-47.375588,-44.843944,-33.635644,-34.759515,-31.197873,-28.344198,-28.063782,-29.894263,-29.709448,-38.458337,-41.093129,-52.917519,-38.125494,-40.481619,-44.668949,-40.801620,-40.872967,-44.425764,-36.619811,-37.571669,-45.225702,-44.346972,-50.763424,-41.079895,-45.145027,-52.666628,-39.071757,-40.774620,-47.732647,-38.021817,-37.578400,-39.668139,-57.953117,-43.014397,-50.527430,-45.164234,-44.296840,-41.711058,-44.869194,-48.939071,-50.750611,-45.524102,-51.689410,-45.757514,-34.509494,-30.475108,-31.709138,-31.574993,-31.718007,-33.486533,-32.253260,-37.225815,-32.913925,-34.738738,-41.619079,-41.102723,-40.656772,-36.680747,-35.958083,-36.607153,-39.424928,-47.503252,-34.113178,-29.321389,-33.213350,-27.960562,-27.092485,-39.902040,-35.731541,-36.283229,-28.265047,-26.677246,-34.061972,-36.418064,-32.879651,-44.264653,-33.846912,-36.182903,-34.971940,-33.846996,-36.129204,-51.153209,-31.323536,-40.863318,-39.476876,-42.089820,-52.218655,-51.185349,-50.820383,-55.177180,-52.636177,-50.997328,-50.742719,-46.281218,-38.456707,-42.668743,0,Fileset 1: TS pulse compressed wideband pings T2
182.500,-40.178467,-33.734441,-39.610425,-29.664933,-31.987813,-45.683900,-35.934657,-36.730658,-33.239031,-37.645986,-44.388358,-46.125535,-40.318259,-36.778889,-39.382550,-41.682622,-42.568181,-44.701382,-50.076954,-51.337233,-45.071201,-33.510444,-34.274989,-30.013155,-28.234256,-28.654246,-29.978894,-29.558929,-38.841905,-41.206834,-54.261789,-38.703225,-40.946006,-45.167651,-40.708519,-41.374571,-43.154758,-36.373818,-38.027211,-44.440445,-44.946318,-49.720629,-41.453172,-49.247834,-47.735537,-39.123754,-41.229720,-46.221332,-38.193400,-37.256190,-40.064386,-49.333481,-43.361501,-47.701910,-45.038665,-45.614983,-42.287179,-45.554349,-48.379121,-49.479971,-45.138547,-50.541946,-45.172478,-33.874088,-31.115739,-32.977275,-32.824128,-32.899889,-33.761378,-33.083597,-40.797530,-34.798209,-37.540699,-49.368871,-45.720364,-39.767309,-37.400662,-35.985367,-39.233737,-41.603863,-44.397285,-35.494572,-30.314533,-31.225562,-29.728730,-27.733577,-40.222816,-35.323650,-34.575650,-28.675415,-26.623282,-35.362792,-35.398176,-32.811064,-44.636340,-34.091826,-38.524545,-34.794148,-32.181829,-36.116502,-46.129716,-31.136711,-43.012038,-40.246621,-40.251910,-50.416142,-52.051130,-49.624614,-55.590524,-52.707456,-50.964741,-50.938784,-45.456484,-37.913014,-42.258510,0,Fileset 1: TS pulse compressed wideband pings T2
183.000,-39.958475,-33.584321,-39.572978,-29.904978,-31.960864,-47.533181,-35.707152,-37.611599,-33.811823,-36.944397,-43.605916,-47.226602,-40.876597,-36.587930,-39.805292,-41.040562,-42.424069,-44.369263,-52.106606,-47.799724,-45.049826,-33.523519,-34.068254,-29.084435,-28.292354,-29.374930,-30.072215,-29.484008,-39.304520,-41.192782,-55.299511,-39.664840,-41.571829,-45.708057,-40.617045,-42.162841,-42.082382,-36.406339,-38.564375,-44.065311,-45.257876,-48.301601,-41.983159,-50.100861,-44.702607,-39.798369,-42.331343,-45.395428,-38.579378,-36.984948,-40.317010,-45.547616,-44.068308,-45.496027,-45.281836,-46.894759,-42.812056,-45.797060,-47.875377,-48.635585,-44.812635,-50.308745,-44.470868,-33.744585,-32.293530,-34.572579,-34.875769,-34.872362,-34.259426,-34.075213,-46.277772,-37.889681,-41.456921,-63.611618,-50.127120,-38.133996,-37.424556,-35.180476,-44.642505,-45.206391,-42.049391,-37.345735,-31.570799,-29.974981,-32.371851,-28.829362,-40.602467,-34.844900,-33.176551,-29.210811,-26.540742,-36.813094,-34.834461,-32.844699,-46.003554,-33.985703,-41.839299,-35.006886,-30.784236,-35.857337,-41.885032,-31.331838,-44.617995,-41.133503,-39.064782,-48.809505,-52.719627,-48.397512,-55.401569,-53.315944,-51.160681,-51.847634,-45.163005,-37.646640,-42.186022,0,Fileset 1: TS pulse compressed wideband pings T2
