Depth,14.0833022231,14.1007410530,14.1010785345,14.1569902357,14.0833996376,14.1656895662,14.1881026160,14.1033090381,14.0765902149,14.0489125801,14.0216062469,13.9901565015,13.9779869765,13.9750131164,13.9574017171,13.9453699645,13.9187811576,13.9004235035,14.0927683963,14.1039500991,14.1769201932,14.1127808234,14.0951751014,14.0007036421,14.0447173826,14.0865589511,14.0706394361,14.0964951701,13.9808305809,14.0586430589,14.0151575273,13.9728790652,13.9709551474,13.9147991361,13.9849866806,13.8265179843,13.8328406056,13.8245243300,13.8384849271,13.8682840466,13.9129919121,13.8282646947,13.8159875311,13.7968454473,13.8927323967,13.7608390702,13.7465501996,13.7388874916,13.6543264529,13.6519319452,13.6614879398,13.6520644380,13.6519447621,13.6499611996,13.6301054768,13.5227093203,13.5179172708,13.5094552683,13.5063939504,13.4920547456,13.4561832715,13.4499117211,13.4541392298,13.6420805752,13.6640738510,13.6342485594,13.5980134187,13.6198777324,13.7537195310,13.7908308590,13.9596351357,13.9850463849,13.9923754157,14.0069594467,13.9792614272,14.0342644127,14.0612934530,14.0854750210,14.1920968685,14.2700619511,14.2864009729,14.3087404929,14.3126935354,14.3435656503,14.3430862734,14.3502481366,14.4362965124,14.4513649102,14.4518555775,14.4442098606,14.4534787098,14.4999248544,14.5562947299,14.5123810368,14.5047062207,14.4819865394,14.4781096233,14.4480592040,14.4702662006,14.4843476340,14.4916847590,14.4369639223,14.5104780551,14.3894973006,14.4361352362,14.3079907130,14.3769846540,14.2977396352,14.3668817431,14.2810925283,14.2718831552,14.3355078958,14.3340752134,14.2967973556,14.2557153627,
Region_name,"Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 4","Region 4","Region 4","Region 4","Region 4","Region 5","Region 5","Region 5","Region 5","Region 5","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 6","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11","Region 11",
207.500,-30.595999,-34.717247,-29.444565,-34.131484,-32.017700,-29.439423,-37.732208,-28.191424,-44.329022,-55.163087,-37.235782,-45.739203,-40.579905,-38.529748,-38.105763,-34.705806,-38.233677,-43.119685,-33.692283,-28.700872,-28.255198,-31.744009,-31.456642,-23.591357,-27.147762,-23.276080,-24.527297,-24.840933,-38.233040,-32.681406,-38.614508,-35.198821,-36.731776,-38.581093,-42.838685,-38.278842,-39.024786,-46.146506,-44.266547,-37.760124,-35.798360,-37.190550,-44.131476,-43.334780,-44.626315,-37.675370,-41.643222,-40.069543,-34.643590,-40.455853,-52.251848,-41.137259,-42.392853,-39.357514,-43.631511,-50.477737,-52.815538,-38.467971,-36.839675,-38.747405,-51.638860,-45.214625,-42.658592,-31.116430,-34.544556,-37.504178,-40.841216,-41.464558,-39.440475,-36.678008,-29.255771,-34.385341,-32.040363,-30.054478,-27.793285,-25.071606,-23.771955,-24.317820,-30.894670,-29.996554,-30.035658,-34.613065,-45.335756,-35.368359,-25.881270,-42.965512,-24.570325,-35.502305,-29.194518,-50.574322,-27.123536,-26.991189,-28.508754,-32.800842,-34.747404,-31.529720,-37.984978,-30.959365,-39.617550,-46.413689,-31.703897,-31.738339,-36.098952,-44.102667,-54.535742,-41.551096,-49.038492,-39.872808,-44.477573,-40.085178,-40.873269,-53.455407,-46.352416,-47.139343,-35.501849,0,Fileset 1: TS pulse compressed wideband pings T2
208.000,-30.514991,-34.252717,-29.729451,-33.856663,-32.055948,-29.238466,-38.235669,-28.036937,-40.795033,-51.679742,-37.261182,-45.641672,-40.638443,-38.300624,-37.768697,-35.454344,-39.724412,-44.514894,-32.332926,-28.169578,-28.758180,-32.081731,-32.663190,-24.459682,-28.934608,-23.575171,-24.488446,-25.406012,-38.128234,-32.708430,-38.198874,-35.136674,-36.507370,-38.746720,-42.122424,-38.707288,-39.177993,-44.833562,-43.374180,-37.916489,-36.619952,-36.716838,-42.617406,-42.843831,-44.442788,-38.701020,-44.624815,-40.666449,-34.463096,-40.858894,-50.924047,-40.336917,-42.699857,-39.063559,-45.650051,-48.259196,-49.705264,-38.928997,-37.671091,-40.203643,-49.350752,-45.995633,-43.068020,-31.195769,-35.345546,-39.264045,-40.423438,-41.998511,-40.363563,-38.634669,-28.113586,-32.112466,-29.795900,-28.521790,-27.363263,-24.754383,-24.131604,-25.759781,-30.657546,-30.416980,-29.064492,-32.373744,-46.488113,-32.368937,-25.979178,-34.556007,-24.567319,-37.869916,-29.036188,-48.456993,-27.083854,-26.377470,-27.540231,-32.943466,-35.265787,-30.870979,-38.136734,-31.751378,-39.019737,-55.010644,-31.774678,-31.648143,-36.800029,-41.452018,-50.738808,-41.110903,-50.715244,-39.022827,-49.608992,-41.993398,-41.619592,-59.784905,-46.018994,-47.445200,-35.882488,0,Fileset 1: TS pulse compressed wideband pings T2
208.500,-30.516343,-33.947834,-30.111073,-33.695732,-32.270783,-29.243852,-39.030901,-28.212164,-38.515174,-48.124530,-37.375291,-45.312986,-41.064346,-38.149425,-37.501296,-36.186433,-41.719313,-45.583876,-31.091027,-27.761282,-29.396311,-32.446633,-34.007493,-25.532366,-30.805915,-24.009879,-24.462457,-25.988309,-38.244785,-32.786100,-37.934826,-35.208638,-36.252017,-39.120901,-41.472113,-39.844323,-39.540079,-43.617467,-43.280306,-38.077357,-37.776589,-36.226320,-41.326433,-42.169383,-44.323996,-40.321306,-49.387176,-41.852568,-34.420317,-41.478434,-49.571489,-39.842466,-43.426745,-39.414040,-47.690048,-45.814231,-47.338053,-39.798369,-38.980954,-42.278459,-46.866354,-47.184156,-43.889111,-31.870201,-35.916800,-41.356124,-38.117382,-40.645690,-40.514103,-40.215983,-27.607577,-30.615474,-28.393586,-27.853727,-27.430858,-24.972989,-24.906472,-27.931696,-30.189485,-31.651753,-28.277429,-29.852552,-42.317857,-28.725897,-26.697070,-30.617463,-24.656267,-41.286398,-28.910779,-47.321658,-26.893820,-26.048277,-26.703601,-33.309651,-35.987438,-30.471647,-38.419906,-33.032716,-38.295354,-51.981323,-31.468644,-31.926660,-37.780149,-39.437959,-48.437344,-40.616446,-51.010558,-38.576085,-55.116402,-44.641599,-42.830054,-66.312245,-46.181638,-47.135961,-36.066259,0,Fileset 1: TS pulse compressed wideband pings T2
209.000,-30.719328,-33.859292,-30.670247,-33.621450,-32.785061,-29.472953,-40.375974,-28.733025,-37.369580,-46.035332,-37.537592,-44.514923,-41.888235,-38.228204,-37.521984,-36.947137,-44.430323,-45.678706,-30.079213,-27.573828,-30.213576,-32.891363,-35.361322,-26.823314,-31.937609,-24.592276,-24.398743,-26.622871,-38.553555,-32.888528,-37.944943,-35.513716,-36.131716,-39.762247,-41.024743,-41.802046,-40.237503,-42.635164,-43.599865,-38.302176,-39.291977,-35.890701,-40.296631,-41.601917,-44.541820,-42.722242,-52.226751,-43.845586,-34.656646,-42.297692,-48.452446,-39.747640,-44.818311,-40.364824,-49.281190,-43.644055,-45.835579,-41.199747,-40.942713,-45.159746,-44.697071,-48.262801,-45.276618,-33.214908,-36.854053,-41.130583,-35.834876,-38.518371,-39.778923,-41.567026,-27.718155,-29.686460,-27.791056,-28.054654,-27.999672,-25.751459,-26.107328,-31.196599,-29.734228,-34.099726,-27.886446,-27.535176,-37.431191,-25.813058,-28.174481,-28.466568,-24.926073,-45.673882,-28.803161,-47.984252,-26.647143,-26.105788,-26.044651,-33.964453,-36.620813,-30.308133,-39.148267,-34.976302,-37.631703,-43.770699,-31.052464,-32.533916,-39.022146,-38.341806,-46.767469,-40.369639,-50.912435,-38.560941,-49.783423,-48.861566,-44.708838,-59.061888,-46.810958,-46.943406,-36.153156,0,Fileset 1: TS pulse compressed wideband pings T2
209.500,-31.150313,-33.977040,-31.352736,-33.534024,-33.643999,-29.830581,-42.412255,-29.454748,-37.110348,-44.525707,-37.665394,-43.344401,-42.933355,-38.611585,-37.916586,-37.713576,-48.251197,-44.894564,-29.385090,-27.610540,-31.190936,-33.466263,-36.541554,-28.304248,-31.127543,-25.279682,-24.275616,-27.308362,-38.907109,-32.991078,-38.264611,-35.996320,-36.202302,-40.489308,-40.925567,-44.275260,-41.338386,-41.945689,-43.787819,-38.606638,-41.092484,-35.658429,-39.473961,-41.372695,-45.283722,-45.435618,-47.180213,-46.908241,-35.227626,-43.221239,-47.686402,-40.091420,-46.613390,-41.681717,-50.138944,-42.076771,-44.974282,-43.177262,-43.568820,-48.792754,-42.915251,-48.329929,-47.074659,-35.299788,-38.409970,-37.857048,-34.281203,-36.760827,-38.737034,-42.726084,-28.410036,-29.199950,-27.947642,-29.150304,-28.995072,-26.994707,-27.704215,-36.364328,-29.448463,-38.586704,-28.010414,-25.673897,-33.296529,-23.640133,-30.805017,-27.455055,-25.389850,-46.000473,-28.605098,-51.514063,-26.471538,-26.550882,-25.531254,-34.855127,-36.760491,-30.286073,-39.874675,-37.439173,-37.012646,-39.939644,-30.749801,-33.385296,-40.346643,-37.951999,-45.237829,-40.484467,-51.645540,-38.956010,-45.049360,-57.793457,-47.471269,-54.888454,-47.614256,-47.532257,-36.263097,0,Fileset 1: TS pulse compressed wideband pings T2
210.000,-31.711704,-34.216008,-31.967122,-33.304711,-34.762088,-30.118558,-44.497561,-30.030986,-37.376525,-42.676394,-37.625466,-42.080760,-43.938052,-39.278990,-38.614106,-38.413460,-54.390941,-43.811370,-29.037247,-27.786661,-32.229525,-34.223692,-37.365675,-29.945682,-29.040259,-25.974496,-24.125282,-27.974856,-39.069211,-33.098251,-38.787061,-36.434162,-36.357378,-40.933064,-41.251251,-45.660051,-42.790432,-41.460669,-43.361838,-38.979797,-42.925796,-35.301035,-38.751595,-41.558920,-46.799004,-45.807886,-43.455237,-51.597812,-36.055078,-44.078476,-47.252515,-40.792114,-47.381672,-42.843016,-50.456735,-41.084422,-44.659343,-45.542028,-46.579631,-52.381092,-41.507121,-47.209489,-48.462562,-38.170017,-39.398085,-34.653779,-33.404847,-35.595428,-37.811141,-43.010700,-29.651695,-29.090396,-28.815587,-31.086486,-30.147117,-28.388551,-29.673109,-46.693736,-29.361399,-48.598555,-28.730563,-24.350293,-29.947708,-22.067247,-35.689555,-27.301017,-25.982038,-41.603143,-28.206134,-58.659216,-26.462075,-27.284861,-25.091559,-35.752335,-36.272259,-30.282793,-39.621314,-39.075488,-36.329624,-38.044827,-30.605429,-34.320672,-41.355481,-37.887884,-43.752371,-40.901819,-53.089436,-39.665606,-42.159145,-56.252660,-50.831222,-52.411432,-48.139555,-49.400985,-36.463068,0,Fileset 1: TS pulse compressed wideband pings T2
210.500,-32.226931,-34.448323,-32.293909,-32.874628,-35.897304,-30.139877,-44.504267,-30.083570,-37.642036,-40.457105,-37.296144,-40.881086,-44.783416,-40.154197,-39.431876,-39.004900,-72.152685,-42.634066,-29.022296,-27.984147,-33.200540,-35.232637,-37.588448,-31.797977,-27.122806,-26.574834,-24.017265,-28.476677,-38.885955,-33.260750,-39.255234,-36.561858,-36.348956,-40.825529,-41.977005,-44.608765,-44.376979,-40.965131,-42.375721,-39.395911,-44.449394,-34.685778,-38.076886,-42.058237,-49.588596,-43.365721,-41.183144,-60.192041,-36.966818,-44.677032,-47.104500,-41.623644,-45.767809,-43.195189,-50.467893,-40.451107,-44.942688,-47.614049,-49.389906,-54.526348,-40.337484,-45.537443,-48.377348,-41.597262,-37.954132,-32.335750,-32.880859,-34.840587,-37.116460,-41.725534,-31.459928,-29.372238,-30.329578,-33.475289,-31.019559,-29.561797,-32.246003,-46.451448,-29.434147,-50.268329,-30.174356,-23.584591,-27.356642,-20.949697,-45.775149,-27.813885,-26.605633,-38.176057,-27.598879,-55.811427,-26.644958,-28.149211,-24.699423,-36.322897,-35.437205,-30.241956,-38.448150,-38.382977,-35.499221,-37.443742,-30.588795,-35.134696,-41.638554,-37.723884,-42.489218,-41.457224,-52.233252,-40.481565,-40.365456,-48.290643,-51.722683,-50.738189,-48.268998,-53.100038,-36.719324,0,Fileset 1: TS pulse compressed wideband pings T2
211.000,-32.576571,-34.592212,-32.265313,-32.325688,-36.733721,-29.852873,-42.562192,-29.536609,-37.414915,-38.467221,-36.753609,-39.787639,-45.332852,-41.163386,-40.251124,-39.531661,-56.626669,-41.378548,-29.307503,-28.136264,-34.052996,-36.591908,-36.928245,-34.055839,-25.854699,-27.051131,-24.007761,-28.654469,-38.479232,-33.563007,-39.441903,-36.312687,-35.972702,-40.282600,-42.960625,-42.708289,-45.750285,-40.310389,-41.251502,-39.842070,-45.522572,-33.969807,-37.514153,-42.698202,-54.744795,-40.770697,-39.708835,-62.078094,-37.865686,-44.937537,-47.252823,-42.333631,-42.928626,-42.535008,-50.321506,-40.004220,-45.712332,-48.445252,-51.193183,-54.749547,-39.189092,-43.826391,-47.184015,-43.714869,-35.606018,-30.778735,-32.361839,-34.302090,-36.702442,-39.725174,-33.873693,-30.165173,-32.407380,-35.281696,-31.411793,-30.626545,-36.387236,-38.934939,-29.653327,-42.128723,-32.637533,-23.395616,-25.505068,-20.181894,-37.322088,-28.872163,-27.206852,-36.006731,-26.885402,-54.663461,-26.987169,-29.027156,-24.414732,-36.392973,-34.623008,-30.230819,-37.290545,-36.890435,-34.552219,-37.864861,-30.759008,-35.681833,-41.188465,-37.258307,-41.635063,-42.007873,-48.503712,-41.068615,-39.308538,-44.516412,-48.884944,-49.664352,-48.384370,-59.331084,-36.951406,0,Fileset 1: TS pulse compressed wideband pings T2
211.500,-32.455185,-34.394860,-31.739395,-31.500987,-36.772605,-29.079595,-40.423310,-28.548603,-36.452611,-36.836583,-36.021962,-38.576723,-44.904615,-41.922969,-40.948580,-39.936052,-50.673126,-39.903770,-29.583050,-28.005682,-34.644460,-38.157130,-35.187573,-36.836034,-25.014107,-27.385970,-23.961576,-28.332799,-38.013665,-34.000474,-39.348582,-35.762834,-35.156521,-39.588801,-43.830490,-41.037647,-46.488773,-39.498745,-40.228626,-40.246984,-46.016873,-33.268727,-37.029943,-43.372885,-58.709161,-38.744565,-38.766819,-53.564757,-38.689597,-44.934716,-47.734876,-42.837449,-40.258279,-41.257510,-50.072225,-39.621779,-46.061096,-47.894063,-50.838964,-53.199070,-37.799427,-42.287354,-45.857087,-42.133806,-33.574338,-29.610976,-31.679323,-33.864360,-36.494755,-37.794698,-36.281282,-31.571950,-34.910063,-35.904095,-31.619293,-32.181304,-45.736479,-35.423043,-29.810477,-39.090807,-36.737245,-23.697899,-24.187884,-19.480934,-31.266505,-30.233138,-27.534498,-34.785502,-26.265735,-60.944776,-27.276321,-29.747148,-24.218569,-36.157547,-34.130555,-30.485790,-36.710650,-35.955579,-33.456667,-38.863140,-31.063069,-35.755702,-40.243480,-36.368933,-40.912443,-42.415610,-44.986348,-40.833985,-38.475506,-42.179040,-45.727010,-48.987284,-48.760611,-63.819073,-36.927291,0,Fileset 1: TS pulse compressed wideband pings T2
212.000,-32.323788,-34.240663,-31.223889,-30.833549,-36.507628,-28.281884,-38.756758,-27.566046,-35.202062,-35.795391,-35.580319,-37.649618,-43.736747,-42.260500,-41.711371,-40.610255,-47.645253,-38.702259,-29.945685,-27.872870,-35.283036,-40.403288,-33.207296,-40.874769,-24.498907,-27.756003,-23.881256,-27.696065,-37.823278,-34.667576,-39.282666,-35.241600,-34.239185,-39.191156,-44.396881,-40.085879,-46.655589,-38.859595,-39.511706,-40.741163,-45.796005,-32.834958,-36.806693,-44.491075,-52.316336,-37.243490,-38.231862,-49.665451,-39.611068,-45.031215,-48.496424,-43.069190,-38.246189,-40.016651,-49.997888,-39.589791,-45.250599,-46.745668,-49.035248,-51.286715,-36.436536,-41.214077,-45.002817,-39.660195,-32.060282,-28.724866,-31.184743,-33.805642,-36.481496,-36.410983,-37.363346,-34.011475,-37.623024,-36.301292,-32.236081,-35.169399,-43.317437,-33.531968,-30.191198,-37.095521,-45.617876,-24.637159,-23.483964,-19.090182,-27.712606,-32.019228,-27.877687,-34.167069,-25.844302,-60.302129,-27.574912,-30.581067,-24.224492,-35.852014,-33.860991,-30.987156,-36.794012,-35.915094,-32.445180,-40.239236,-32.025099,-35.687770,-39.422028,-35.600736,-40.388153,-42.996805,-42.466729,-39.960389,-37.945576,-40.793766,-43.227354,-48.511883,-49.793981,-61.983991,-37.053360,0,Fileset 1: TS pulse compressed wideband pings T2
212.500,-31.964397,-33.924619,-30.574247,-30.037231,-35.889170,-27.255291,-37.184467,-26.597909,-33.760440,-35.008431,-35.236288,-36.785681,-41.994736,-41.501876,-41.976129,-41.590863,-45.716278,-37.584196,-29.955032,-27.455039,-35.711506,-43.311136,-31.080687,-47.019406,-23.850015,-28.006146,-23.392400,-26.657687,-37.718314,-35.314082,-39.243213,-34.672733,-33.200271,-39.001245,-44.314507,-39.660889,-46.204068,-38.347789,-38.908485,-41.010695,-44.433560,-32.413995,-36.568814,-46.287613,-48.038763,-36.093878,-37.859906,-47.388363,-40.273819,-45.357741,-49.169574,-42.769519,-36.787849,-38.901087,-49.907785,-39.764386,-43.809797,-45.335884,-47.078363,-49.702785,-35.050673,-40.440030,-44.633735,-37.364020,-30.575971,-27.751533,-30.788272,-33.875219,-36.230618,-35.254098,-36.009101,-37.536927,-39.729503,-37.308157,-33.594612,-41.351905,-35.608378,-32.560075,-30.498836,-34.765726,-47.545019,-26.036981,-23.034582,-18.743095,-24.843788,-32.725744,-27.943522,-33.668772,-25.525424,-52.497580,-27.562233,-31.363445,-24.142106,-35.516239,-33.531764,-31.597452,-37.456265,-36.745450,-31.344392,-40.788116,-33.782130,-35.411821,-38.721611,-34.867878,-39.375787,-43.785270,-40.522902,-38.401876,-37.253836,-39.781597,-41.010120,-47.356137,-51.413451,-62.272024,-37.228947,0,Fileset 1: TS pulse compressed wideband pings T2
213.000,-31.670766,-33.727006,-30.075479,-29.314218,-35.387845,-26.286295,-35.849857,-25.956669,-32.507836,-34.653918,-35.200647,-36.229748,-40.224545,-40.138236,-41.559177,-43.407415,-44.596231,-36.789603,-29.778859,-26.962172,-36.011590,-46.555640,-29.209788,-48.509890,-23.189078,-28.310046,-22.618366,-25.538523,-37.782849,-36.016121,-39.492070,-34.297698,-32.322139,-39.071246,-43.925502,-39.879000,-45.529738,-38.207060,-38.571948,-41.056386,-42.488155,-32.089900,-36.395762,-49.608815,-45.344881,-35.432319,-37.706247,-46.144853,-40.658083,-46.438275,-49.551957,-42.111833,-35.923243,-38.144924,-50.002322,-40.301208,-42.877090,-44.133344,-45.617886,-48.709745,-33.945315,-40.097059,-45.056584,-35.402614,-29.183223,-26.905216,-30.638776,-34.032535,-35.803452,-34.429466,-34.207901,-40.155973,-40.361894,-39.710966,-36.577077,-49.871729,-32.353233,-32.644057,-30.853530,-32.296272,-38.435783,-28.196380,-22.933143,-18.659510,-22.350356,-30.344631,-27.907685,-33.198130,-25.447007,-48.706915,-27.389137,-32.295015,-24.055517,-35.364341,-33.148663,-32.410960,-38.841380,-38.836695,-30.432482,-39.937639,-37.521550,-35.307212,-38.427380,-34.491612,-37.878347,-45.283275,-39.190510,-36.668923,-36.511172,-39.199284,-39.202091,-45.325202,-53.856077,-65.091001,-37.782961,0,Fileset 1: TS pulse compressed wideband pings T2
213.500,-32.480097,-34.582068,-30.641450,-29.601748,-36.182908,-26.369725,-35.631109,-26.335890,-32.203348,-35.558665,-36.261852,-36.862956,-39.415304,-39.661191,-41.379060,-46.565201,-44.800644,-37.181514,-30.404525,-27.291168,-36.787938,-46.499380,-28.623889,-41.079993,-23.299105,-29.218014,-22.317327,-25.114506,-38.601579,-37.303700,-40.682588,-34.853859,-32.357037,-39.765143,-44.264305,-41.285756,-45.465869,-39.063622,-39.073039,-41.566521,-41.291645,-32.488344,-36.906273,-56.859655,-43.881017,-35.632556,-38.105183,-46.011949,-41.423878,-49.414589,-49.689091,-41.740684,-35.970136,-38.371575,-51.141244,-41.840698,-43.301069,-43.980764,-45.368340,-48.903228,-34.051182,-40.862704,-47.106077,-34.486328,-28.616931,-26.978810,-31.328799,-34.785793,-35.934188,-34.663873,-33.817084,-37.642022,-39.871743,-43.887554,-42.339473,-38.252075,-31.744275,-34.671191,-31.922763,-30.799850,-35.646204,-31.909658,-23.852501,-19.674351,-20.908517,-27.386708,-28.591817,-33.059647,-25.942487,-45.134355,-27.814398,-33.972882,-24.528031,-35.734266,-32.995052,-33.688222,-40.791277,-41.981842,-30.531844,-39.142158,-47.985792,-36.267600,-39.275063,-35.383619,-37.039768,-48.448201,-39.118007,-35.839069,-36.580429,-39.788912,-38.576324,-43.486952,-56.943738,-72.224626,-39.590550,0,Fileset 1: TS pulse compressed wideband pings T2
214.000,-33.287887,-35.427478,-31.180419,-29.815895,-37.182804,-26.469096,-35.808001,-27.014462,-32.055484,-36.865616,-37.283630,-37.503673,-38.560509,-39.523006,-41.098373,-47.001043,-45.072575,-37.580662,-31.135806,-27.558875,-37.112521,-43.626244,-28.235981,-36.444644,-23.492209,-29.922255,-21.918989,-24.746850,-39.154686,-38.275801,-42.067961,-35.549368,-32.389832,-40.038429,-44.944304,-42.643447,-45.307744,-40.013366,-39.575502,-42.001904,-40.473215,-32.724213,-37.212182,-65.789699,-42.691502,-36.134055,-38.422307,-45.773904,-41.740155,-54.903414,-48.865095,-41.251262,-36.281559,-38.701572,-52.411794,-43.163600,-43.625558,-44.059763,-45.333221,-48.957140,-34.383366,-41.691938,-49.821801,-33.507018,-28.101860,-27.342310,-32.173797,-35.559269,-36.175346,-35.017958,-33.858707,-34.729857,-38.592455,-42.306646,-40.568000,-34.154737,-32.546659,-38.053125,-32.502361,-29.621960,-34.849130,-35.836649,-24.957609,-20.768947,-19.632257,-24.782103,-28.961438,-32.764085,-26.430720,-41.756385,-28.158541,-35.247182,-24.853032,-36.039982,-32.760307,-35.094093,-40.984774,-40.721460,-30.997264,-38.422237,-42.630828,-37.431980,-40.262681,-36.461590,-36.248590,-52.077950,-39.471059,-35.067702,-36.448604,-40.605896,-38.287651,-41.667225,-57.748718,-72.119935,-41.595006,0,Fileset 1: TS pulse compressed wideband pings T2
214.500,-34.494746,-36.460966,-31.889975,-30.358100,-38.569660,-26.899586,-36.778532,-27.934573,-32.107434,-38.670850,-38.197333,-38.280113,-38.131589,-40.005119,-41.082309,-44.321321,-45.198191,-38.181040,-32.429333,-28.080745,-37.422076,-41.908009,-28.329266,-33.873507,-23.983126,-30.397105,-21.718054,-24.593475,-39.644603,-39.019582,-43.547681,-36.534819,-32.523451,-40.241153,-46.514183,-43.690550,-45.226524,-40.855677,-39.987794,-42.674472,-40.458115,-33.085148,-37.651594,-56.688528,-41.738012,-36.636715,-38.475241,-44.936871,-41.881768,-77.689350,-47.474465,-40.559555,-36.728889,-39.140390,-53.609023,-44.012215,-43.354865,-44.448178,-45.778455,-48.789214,-35.236791,-42.745113,-51.596419,-32.822470,-27.866488,-28.129583,-33.419983,-36.694720,-36.667875,-35.626423,-34.337427,-33.181059,-37.018579,-37.196162,-35.396511,-32.497010,-34.973982,-42.849499,-32.750040,-28.939716,-35.489398,-36.499182,-26.481996,-22.100115,-18.822413,-23.029746,-29.323399,-32.239540,-26.645784,-39.600155,-28.676070,-36.144687,-25.147976,-35.870189,-32.235649,-36.462917,-38.652889,-36.771989,-32.015579,-38.430478,-36.310796,-39.058491,-41.217668,-37.748319,-36.144581,-53.273236,-40.296697,-34.696536,-36.468561,-41.772477,-38.466457,-40.207759,-57.220611,-60.371091,-43.906354,0,Fileset 1: TS pulse compressed wideband pings T2
215.000,-35.748204,-37.282125,-32.379681,-30.970266,-39.418482,-27.244092,-38.609551,-28.894068,-32.178305,-40.466937,-38.483908,-38.778180,-37.994135,-40.725953,-41.201508,-41.917741,-44.679769,-38.718829,-34.219823,-28.599243,-37.830164,-40.975606,-28.419520,-32.637393,-24.595119,-30.714799,-21.717877,-24.607555,-39.917530,-39.418786,-44.807235,-37.452432,-32.375802,-40.572213,-49.292702,-43.867958,-45.029773,-41.227620,-40.054752,-43.206100,-41.148998,-33.483562,-38.226468,-53.163686,-41.115684,-37.068324,-38.340889,-43.464096,-41.905983,-56.205268,-46.118411,-39.758997,-37.343473,-39.354480,-53.553108,-43.545076,-42.590491,-44.664362,-46.288595,-47.878241,-35.839428,-43.731431,-50.359052,-32.256035,-27.863093,-29.290766,-34.963508,-37.581295,-37.268708,-36.240452,-34.699198,-32.616333,-35.482225,-33.823798,-32.636084,-32.487585,-39.785269,-42.238425,-32.577149,-28.520135,-37.511865,-34.151317,-28.428753,-23.367505,-18.283181,-21.719029,-29.510630,-31.743760,-26.735113,-38.770377,-29.236276,-36.718999,-25.483871,-35.215268,-31.743025,-38.373885,-35.982937,-33.819551,-33.416206,-39.041435,-33.446465,-41.039005,-41.637729,-38.478662,-36.575439,-51.306636,-41.269448,-34.515925,-36.410085,-42.964618,-38.863875,-39.130567,-56.429599,-54.709687,-46.266823,0,Fileset 1: TS pulse compressed wideband pings T2
215.500,-36.703482,-37.505945,-32.243670,-31.331258,-38.990554,-27.018445,-41.336002,-29.344628,-31.770418,-41.348325,-37.820980,-38.761478,-37.918530,-41.212153,-41.282129,-39.949247,-43.262485,-38.949050,-36.278591,-28.589625,-38.085359,-39.701106,-28.007290,-32.095727,-24.890031,-30.948142,-21.600559,-24.463678,-39.993131,-39.359606,-45.804956,-37.921904,-31.760845,-41.029030,-54.059397,-42.904050,-44.482183,-41.011160,-39.422943,-42.974954,-42.307703,-33.802968,-38.908797,-51.017667,-40.627347,-36.942020,-37.768266,-41.379306,-42.046884,-49.567792,-44.806112,-38.744686,-37.746878,-39.141509,-52.395629,-41.901313,-41.964050,-44.392989,-46.463516,-46.650014,-35.758986,-44.787986,-48.149321,-31.581041,-27.826580,-30.446399,-35.862281,-36.881962,-37.302055,-36.453520,-34.502742,-32.288608,-33.864810,-31.642281,-31.150510,-33.830224,-45.316296,-37.472713,-31.966612,-27.923827,-41.060746,-31.818081,-30.679296,-24.251570,-17.643524,-20.313186,-29.290712,-31.023772,-26.495070,-38.488442,-29.441709,-36.795614,-25.617789,-33.795334,-31.049345,-41.126401,-33.510783,-31.538313,-34.514667,-39.923782,-31.625516,-42.991925,-41.308762,-37.926874,-37.222845,-48.566914,-41.652364,-34.213343,-35.943107,-43.646475,-39.004554,-38.081451,-54.198055,-51.022638,-48.402251,0,Fileset 1: TS pulse compressed wideband pings T2
