Region_ID,Region_name,Region_class,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
1,"Region 1","070kHz_FishTracks",147,0.020224,578,583,0.000000,20220726, 14:16:41.1170,999.00000000,999.00000000,0.00031053836319,6,-32.751554,14.512993,0.5624,0.011706,0.528000,0.2969,0.020224,16.500000,14.472516,14.487245,14.460197,0.013716,1.954965,1.978376,1.968622,1.975189,1.998600,1.988845
2,"Region 2","070kHz_FishTracks",147,0.020224,591,597,0.000000,20220726, 14:16:42.8580,999.00000000,999.00000000,0.00004586750118,7,-39.241513,14.591867,0.5490,0.035117,0.618000,0.3393,0.020224,16.500000,14.551760,14.562583,14.533619,0.028964,1.873026,1.908143,1.889748,1.893250,1.928367,1.909972
3,"Region 3","070kHz_FishTracks",147,0.020224,604,752,0.000000,20220726, 14:16:51.9240,999.00000000,999.00000000,0.00044584157137,133,-37.389301,14.398592,0.6807,-0.515046,15.561000,10.5919,0.020224,16.500000,14.369754,14.756190,14.007334,-0.516649,1.685736,2.446600,2.080859,1.705960,2.466824,2.101083
4,"Region 4","070kHz_FishTracks",147,0.020224,759,833,0.000000,20220726, 14:17:04.4720,999.00000000,999.00000000,0.00033969437887,60,-37.822533,14.222109,0.6004,-0.046822,7.930000,4.7611,0.020224,16.500000,14.193710,14.361672,14.003360,-0.042689,2.095432,2.434895,2.265632,2.115656,2.455119,2.285856
5,"Region 5","070kHz_FishTracks",147,0.020224,1189,1265,0.000000,20220726, 14:17:49.6940,999.00000000,999.00000000,0.00068617683402,67,-30.567294,13.676509,0.4259,0.374579,7.873000,3.3533,0.020224,16.500000,13.654114,13.897539,13.518818,0.370930,2.540245,2.926530,2.799517,2.560469,2.946754,2.819740
6,"Region 6","070kHz_FishTracks",147,0.020224,1651,1719,0.000000,20220726, 14:18:38.8180,999.00000000,999.00000000,0.00071584301536,63,-30.016010,14.019221,0.5891,0.163878,7.349000,4.3293,0.020224,16.500000,14.001167,14.122561,13.941051,0.168185,2.317839,2.505128,2.465346,2.338063,2.525352,2.485570
7,"Region 7","070kHz_FishTracks",147,0.020224,2318,2322,0.000000,20220726, 14:19:46.7790,999.00000000,999.00000000,0.00000629396442,5,-50.434484,13.220305,0.5831,-0.011706,0.421000,0.2455,0.020224,16.500000,13.179671,13.189250,13.172391,-0.010489,3.254287,3.265992,3.261310,3.274511,3.286216,3.281534
8,"Region 8","070kHz_FishTracks",147,0.020224,2426,2433,0.000000,20220726, 14:19:58.4440,999.00000000,999.00000000,0.00000376316764,8,-51.196041,12.930298,0.5715,-0.081939,0.751000,0.4292,0.020224,16.500000,12.898509,12.935068,12.857107,-0.077960,3.511810,3.593749,3.551316,3.532034,3.613973,3.571540
9,"Region 9","070kHz_FishTracks",147,0.020224,2442,2530,0.000000,20220726, 14:20:04.5180,999.00000000,999.00000000,0.00072441848194,76,-34.803762,12.896491,0.6931,0.667219,9.379000,6.5002,0.020224,16.500000,12.873353,13.515433,12.737555,0.663724,2.926530,3.734216,3.548505,2.946754,3.754440,3.568729
10,"Region 10","070kHz_FishTracks",147,0.020224,2610,2626,0.000000,20220726, 14:20:18.7320,999.00000000,999.00000000,0.00012605992501,11,-33.876007,14.743735,0.5284,0.117056,1.693000,0.8946,0.020224,16.500000,14.701681,14.758418,14.637344,0.109693,1.674031,1.802792,1.721542,1.694255,1.823016,1.741765
