Region_ID,Region_name,Region_class,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
1,"Region 1","070kHz_FishTracks",151,0.020224,801,830,0.000000,20220726, 21:03:59.3000,999.00000000,999.00000000,0.00001931374089,21,-44.475063,11.312626,0.4001,0.760864,5.801000,2.3211,0.020224,13.500000,11.287243,11.708304,10.943933,0.764371,1.740898,2.501762,2.111185,1.761122,2.521986,2.131409
2,"Region 2","070kHz_FishTracks",151,0.020224,837,1065,0.000000,20220726, 21:04:26.6010,999.00000000,999.00000000,0.00003322128583,183,-44.459399,10.992198,0.5315,-1.158854,45.701000,24.2907,0.020224,13.500000,10.973856,12.047198,9.720864,-1.150908,1.424847,3.754261,2.465751,1.445071,3.774485,2.485974
3,"Region 3","070kHz_FishTracks",151,0.020224,1103,1191,0.000000,20220726, 21:05:05.7990,999.00000000,999.00000000,0.00002144892153,78,-45.439679,10.157309,0.5345,1.486611,17.598000,9.4063,0.020224,13.500000,10.144189,11.027043,9.498904,1.484245,2.431528,3.953256,3.330295,2.451752,3.973480,3.350519
4,"Region 4","070kHz_FishTracks",151,0.020224,1199,1213,0.000000,20220726, 21:05:17.5990,999.00000000,999.00000000,0.00001096283125,8,-46.190902,11.266640,0.2204,0.351168,2.800000,0.6172,0.020224,13.500000,11.234941,11.435672,11.089597,0.346076,2.010127,2.361295,2.213804,2.030351,2.381519,2.234028
5,"Region 5","070kHz_FishTracks",151,0.020224,1250,1260,0.000000,20220726, 21:05:27.3990,999.00000000,999.00000000,0.00004397293981,5,-43.159962,12.143389,0.3275,0.198995,2.000000,0.6550,0.020224,13.500000,12.110231,12.233934,12.025606,0.196109,1.214146,1.424847,1.335459,1.234370,1.445071,1.355682
6,"Region 6","070kHz_FishTracks",151,0.020224,1517,1541,0.000000,20220726, 21:06:22.4000,999.00000000,999.00000000,0.00025221789033,21,-37.917648,12.246845,0.8780,0.198995,4.801000,4.2152,0.020224,13.500000,12.229188,12.340599,12.067588,0.186247,1.120501,1.389730,1.241537,1.140725,1.409954,1.261761
7,"Region 7","070kHz_FishTracks",151,0.020224,1626,1706,0.000000,20220726, 21:06:49.7990,999.00000000,999.00000000,0.00001306798967,50,-47.093153,11.929177,0.3361,0.596986,16.000000,5.3776,0.020224,13.500000,11.897952,12.190373,11.588646,0.601727,1.260968,1.857954,1.543420,1.281192,1.878178,1.563644
8,"Region 8","070kHz_FishTracks",151,0.020224,1794,1872,0.000000,20220726, 21:07:23.5010,999.00000000,999.00000000,0.00001164873749,41,-47.891589,12.323998,0.5013,0.058528,15.901000,7.9710,0.020224,13.500000,12.293004,12.345676,12.203841,0.061409,1.108796,1.249263,1.164138,1.129019,1.269487,1.184362
9,"Region 9","070kHz_FishTracks",151,0.020224,1933,1957,0.000000,20220726, 21:07:45.9000,999.00000000,999.00000000,0.00000781562374,8,-48.689509,12.263079,0.4707,0.011706,4.800000,2.2591,0.020224,13.500000,12.227663,12.267243,12.180974,0.011352,1.179029,1.260968,1.224681,1.199253,1.281192,1.244905
11,"Region 11","070kHz_FishTracks",151,0.020224,2164,2179,0.000000,20220726, 21:08:31.1010,999.00000000,999.00000000,0.00000605162532,8,-49.156905,12.150413,0.3222,-0.011706,3.002000,0.9672,0.020224,13.500000,12.115196,12.145526,12.079820,-0.018050,1.307791,1.366319,1.335226,1.328015,1.386543,1.355450
