Region_ID,Region_name,Region_class,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
3,"Region 3","070kHz_FishTracks",143,0.020224,553,915,0.000000,20220724, 23:26:51.1540,999.00000000,999.00000000,0.00003671769272,341,-44.431120,13.807837,0.5759,2.914694,36.993000,21.3051,0.020224,16.250000,13.789522,14.875926,11.985466,2.889567,1.306975,4.221669,2.464072,1.327199,4.241893,2.484295
4,"Region 4","070kHz_FishTracks",143,0.020224,1196,1268,0.000000,20220724, 23:27:39.2470,999.00000000,999.00000000,0.00007746858235,69,-38.225398,14.738708,0.3178,-0.187290,6.934000,2.2034,0.020224,16.250000,14.694601,14.819876,14.617939,-0.188135,1.365503,1.564498,1.494184,1.385727,1.584722,1.514408
5,"Region 5","070kHz_FishTracks",143,0.020224,1295,1334,0.000000,20220724, 23:27:47.1740,999.00000000,999.00000000,0.00002565295313,39,-39.359265,14.770066,0.2564,0.093645,4.034000,1.0343,0.020224,16.250000,14.724956,14.781492,14.680105,0.091690,1.400620,1.505970,1.460318,1.420843,1.526194,1.480542
6,"Region 6","070kHz_FishTracks",143,0.020224,1361,1405,0.000000,20220724, 23:27:54.1460,999.00000000,999.00000000,0.00007679119221,42,-38.006785,14.747662,0.5707,-0.081939,4.251000,2.4260,0.020224,16.250000,14.712726,14.761920,14.680372,-0.081547,1.424031,1.517676,1.482299,1.444255,1.537899,1.502522
7,"Region 7","070kHz_FishTracks",143,0.020224,1412,1425,0.000000,20220724, 23:27:57.5300,999.00000000,999.00000000,0.00001941933382,14,-37.140305,14.703906,0.3671,-0.035117,1.257000,0.4614,0.020224,16.250000,14.662436,14.682528,14.644006,-0.035243,1.505970,1.541087,1.527709,1.526194,1.561311,1.547933
8,"Region 8","070kHz_FishTracks",143,0.020224,1433,1444,0.000000,20220724, 23:27:59.4700,999.00000000,999.00000000,0.00004235109623,12,-36.499307,14.658338,0.4892,-0.035117,1.088000,0.5322,0.020224,16.250000,14.620050,14.639135,14.598569,-0.033750,1.552792,1.587909,1.573277,1.573016,1.608133,1.593501
9,"Region 9","070kHz_FishTracks",143,0.020224,1518,1525,0.000000,20220724, 23:28:07.5530,999.00000000,999.00000000,0.00000328279289,6,-51.250803,14.688577,0.4636,0.023411,0.712000,0.3301,0.020224,16.250000,14.646251,14.663873,14.619599,0.026359,1.529381,1.564498,1.545476,1.549605,1.584722,1.565700
10,"Region 10","070kHz_FishTracks",143,0.020224,1538,1556,0.000000,20220724, 23:28:10.0780,999.00000000,999.00000000,0.00000141850458,19,-51.080264,14.681287,0.3978,0.011706,1.750000,0.6962,0.020224,16.250000,14.642149,14.655451,14.622876,0.013232,1.541087,1.564498,1.550328,1.561311,1.584722,1.570552
11,"Region 11","070kHz_FishTracks",143,0.020224,1864,1890,0.000000,20220724, 23:28:42.3540,999.00000000,999.00000000,0.00002728135365,20,-37.365180,14.457001,0.2354,0.000000,2.614000,0.6152,0.020224,16.250000,14.413622,14.423923,14.401805,0.001936,1.763493,1.786904,1.773248,1.783717,1.807128,1.793472
12,"Region 12","070kHz_FishTracks",143,0.020224,4019,4131,0.000000,20220724, 23:32:11.0500,999.00000000,999.00000000,0.00003789661216,112,-37.615328,14.772467,0.3499,0.573574,10.687000,3.7396,0.020224,16.250000,14.733928,15.052372,14.479373,0.572999,1.131391,1.704965,1.459510,1.151615,1.725189,1.479734
13,"Region 13","070kHz_FishTracks",143,0.020224,4275,4340,0.000000,20220724, 23:32:33.0250,999.00000000,999.00000000,0.00000083169570,54,-54.316515,15.307456,0.2606,-0.140467,6.130000,1.5973,0.020224,16.250000,15.266402,15.312955,15.179867,-0.117667,0.873868,1.026040,0.933460,0.894091,1.046264,0.953683
14,"Region 14","070kHz_FishTracks",143,0.020224,4347,4392,0.000000,20220724, 23:32:38.8830,999.00000000,999.00000000,0.00000336524894,32,-52.192542,15.033648,0.4467,-0.257523,4.243000,1.8953,0.020224,16.250000,14.993863,15.147201,14.883100,-0.264101,1.049452,1.306975,1.193100,1.069675,1.327199,1.213323
15,"Region 15","070kHz_FishTracks",143,0.020224,4615,4621,0.000000,20220724, 23:33:02.6980,999.00000000,999.00000000,0.00000184059838,7,-48.202193,13.924647,0.3138,-0.023411,0.571000,0.1792,0.020224,16.250000,13.883506,13.898237,13.874985,-0.023252,2.290245,2.313656,2.306968,2.310469,2.333880,2.327191
16,"Region 16","070kHz_FishTracks",143,0.020224,4628,4720,0.000000,20220724, 23:33:08.0280,999.00000000,999.00000000,0.00000885900699,74,-46.747699,13.954657,0.3750,0.128762,8.731000,3.2737,0.020224,16.250000,13.916797,14.009430,13.806813,0.126372,2.184895,2.383890,2.284267,2.205119,2.404114,2.304490
17,"Region 17","070kHz_FishTracks",143,0.020224,4764,4849,0.000000,20220724, 23:33:20.6880,999.00000000,999.00000000,0.00000556678937,66,-45.156692,13.873264,0.5822,-0.163878,8.157000,4.7492,0.020224,16.250000,13.847890,13.957577,13.790245,-0.167332,2.231717,2.407301,2.360003,2.251941,2.427525,2.380226
19,"Region 19","070kHz_FishTracks",143,0.020224,5224,5486,0.000000,20220724, 23:34:13.0450,999.00000000,999.00000000,0.00015336904797,241,-37.054540,14.420473,0.3504,1.229088,25.093000,8.7917,0.020224,16.250000,14.397798,15.128371,13.871242,1.242163,1.072863,2.313656,1.817326,1.093087,2.333880,1.837549
