Region_ID,Region_name,Region_class,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
1,"Region 1","070kHz_FishTracks",149,0.020224,328,390,0.000000,20220726, 19:49:31.9990,999.00000000,999.00000000,0.00001245534261,46,-47.773384,13.280003,0.5267,-0.046822,12.401000,6.5321,0.020224,14.500000,13.249434,13.406413,13.086481,-0.038266,1.043586,1.371343,1.202448,1.063810,1.391567,1.222671
2,"Region 2","070kHz_FishTracks",149,0.020224,397,401,0.000000,20220726, 19:49:40.0010,999.00000000,999.00000000,0.00002997524177,5,-42.901234,13.196893,0.5232,-0.093645,0.801000,0.4191,0.020224,14.500000,13.164903,13.224913,13.128111,-0.096802,1.219170,1.312815,1.284721,1.239394,1.333039,1.304945
3,"Region 3","070kHz_FishTracks",149,0.020224,2803,2807,0.000000,20220726, 19:57:42.2000,999.00000000,999.00000000,0.00000553365077,5,-48.894171,12.939370,0.6435,0.035117,0.801000,0.5155,0.020224,14.500000,12.910579,12.992248,12.843395,0.031755,1.464988,1.605455,1.542245,1.485211,1.625679,1.562468
4,"Region 4","070kHz_FishTracks",149,0.020224,2814,2842,0.000000,20220726, 19:57:46.8000,999.00000000,999.00000000,0.00000809877079,18,-47.112701,12.996468,0.3136,-0.035117,5.601000,1.7566,0.020224,14.500000,12.958652,13.035915,12.916062,-0.037397,1.406460,1.535221,1.486381,1.426683,1.555445,1.506604
5,"Region 5","070kHz_FishTracks",149,0.020224,2956,2960,0.000000,20220726, 19:58:12.7990,999.00000000,999.00000000,0.00000506303876,5,-46.486666,12.904253,0.6509,0.011706,0.799000,0.5200,0.020224,14.500000,12.870223,12.881179,12.850681,0.008425,1.570338,1.593749,1.577361,1.590562,1.613973,1.597585
6,"Region 6","070kHz_FishTracks",149,0.020224,3155,3166,0.000000,20220726, 19:58:53.2000,999.00000000,999.00000000,0.00000659968187,8,-51.179096,12.568888,0.4460,-0.081939,2.201000,0.9817,0.020224,14.500000,12.535325,12.581376,12.495032,-0.086344,1.862978,1.944917,1.907362,1.883202,1.965141,1.927585
7,"Region 7","070kHz_FishTracks",149,0.020224,3550,3557,0.000000,20220726, 20:00:12.1000,999.00000000,999.00000000,0.00001072846977,6,-48.818961,12.911277,0.6599,0.187290,1.400000,0.9238,0.020224,14.500000,12.880203,12.981536,12.689051,0.194437,1.464988,1.757628,1.583507,1.485211,1.777851,1.603731
8,"Region 8","070kHz_FishTracks",149,0.020224,3597,3735,0.000000,20220726, 20:00:34.7000,999.00000000,999.00000000,0.00001182238087,122,-46.546467,13.185879,0.3851,0.222406,27.599000,10.6281,0.020224,14.500000,13.155257,13.272043,12.880680,0.225584,1.184053,1.558632,1.300393,1.204277,1.578856,1.320617
9,"Region 9","070kHz_FishTracks",149,0.020224,3742,3756,0.000000,20220726, 20:00:51.2990,999.00000000,999.00000000,0.00000821336675,13,-45.782039,13.184107,0.3602,-0.023411,2.801000,1.0090,0.020224,14.500000,13.149140,13.206676,13.066971,-0.023408,1.242581,1.371343,1.297207,1.262805,1.391567,1.317431
10,"Region 10","070kHz_FishTracks",149,0.020224,3763,3803,0.000000,20220726, 20:00:58.0980,999.00000000,999.00000000,0.00001342977004,32,-46.129878,13.185261,0.4501,-0.058528,8.001000,3.6010,0.020224,14.500000,13.157533,13.241593,13.066950,-0.058384,1.230876,1.371343,1.299825,1.251099,1.391567,1.320048
11,"Region 11","070kHz_FishTracks",149,0.020224,5454,5479,0.000000,20220726, 20:06:35.4990,999.00000000,999.00000000,0.00000465272765,13,-50.985183,12.543001,0.3481,0.081939,5.002000,1.7410,0.020224,14.500000,12.508424,12.699145,12.387727,0.086257,1.745922,2.061973,1.962025,1.766146,2.082197,1.982249
12,"Region 12","070kHz_FishTracks",149,0.020224,5491,5498,0.000000,20220726, 20:06:41.1000,999.00000000,999.00000000,0.00000510934807,6,-52.430378,12.593275,0.3557,-0.093645,1.398000,0.4973,0.020224,14.500000,12.555643,12.627239,12.509505,-0.092960,1.816156,1.933212,1.884926,1.836379,1.953435,1.905150
13,"Region 13","070kHz_FishTracks",149,0.020224,6048,6067,0.000000,20220726, 20:08:33.7000,999.00000000,999.00000000,0.00001405777295,8,-48.116054,13.142462,0.3002,0.117056,3.810000,1.1439,0.020224,14.500000,13.105260,13.169323,13.046331,0.115677,1.277698,1.394754,1.330959,1.297922,1.414978,1.351182
14,"Region 14","070kHz_FishTracks",149,0.020224,6077,6349,0.000000,20220726, 20:09:05.1000,999.00000000,999.00000000,0.00001588194008,203,-46.959585,13.283088,0.4518,0.081939,54.601000,24.6702,0.020224,14.500000,13.249085,13.374054,13.103578,0.085236,1.066997,1.336226,1.199361,1.087221,1.356450,1.219584
15,"Region 15","070kHz_FishTracks",149,0.020224,6356,6404,0.000000,20220726, 20:09:38.5000,999.00000000,999.00000000,0.00001279326127,30,-47.359680,13.278833,0.2954,0.058528,9.601000,2.8357,0.020224,14.500000,13.242697,13.363901,13.187394,0.059031,1.078703,1.254287,1.204001,1.098927,1.274511,1.224224
16,"Region 16","070kHz_FishTracks",149,0.020224,6845,6856,0.000000,20220726, 20:11:12.5010,999.00000000,999.00000000,0.00000826494655,7,-48.089196,12.854421,0.2164,0.152173,2.200000,0.4760,0.020224,14.500000,12.816361,12.910805,12.733756,0.158165,1.535221,1.710805,1.636670,1.555445,1.731029,1.656893
17,"Region 17","070kHz_FishTracks",149,0.020224,6866,6907,0.000000,20220726, 20:11:19.7000,999.00000000,999.00000000,0.00001840456887,17,-46.356648,13.005610,0.1476,0.117056,8.201000,1.2101,0.020224,14.500000,12.964365,13.033114,12.858986,0.116094,1.406460,1.582044,1.480735,1.426683,1.602267,1.500958
18,"Region 18","070kHz_FishTracks",149,0.020224,7016,7029,0.000000,20220726, 20:11:47.0010,999.00000000,999.00000000,0.00000631928600,5,-49.966630,13.138365,0.1168,0.011706,2.599000,0.3036,0.020224,14.500000,13.098244,13.129579,13.046453,0.010921,1.312815,1.394754,1.345005,1.333039,1.414978,1.365229
19,"Region 19","070kHz_FishTracks",149,0.020224,7039,7053,0.000000,20220726, 20:11:51.8000,999.00000000,999.00000000,0.00001068001560,9,-47.847531,13.144088,0.2372,0.000000,2.800000,0.6642,0.020224,14.500000,13.103265,13.117647,13.075081,0.001965,1.324520,1.371343,1.344030,1.344744,1.391567,1.364253
