Region_ID,Region_name,Region_class,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
3,"Region 3","070kHz_FishTracks",353,0.020224,665,695,0.000000,20220722, 21:33:52.4090,999.00000000,999.00000000,0.00071171774452,29,-32.290181,15.766636,1.6119,-0.140467,3.864000,6.2285,0.020224,16.500000,15.759563,15.879195,15.536143,-0.135225,0.585410,0.936578,0.710396,0.605634,0.956802,0.730619
4,"Region 4","070kHz_FishTracks",353,0.020224,702,708,0.000000,20220722, 21:33:55.8320,999.00000000,999.00000000,0.00012573610388,7,-39.365592,15.523298,2.2225,0.175584,0.761000,1.6913,0.020224,16.500000,15.518049,15.661980,15.413127,0.175875,0.807816,1.065340,0.958317,0.828040,1.085563,0.978541
5,"Region 5","070kHz_FishTracks",353,0.020224,715,724,0.000000,20220722, 21:33:57.6220,999.00000000,999.00000000,0.00003537152643,8,-45.483724,15.719158,2.2196,0.292640,1.143000,2.5370,0.020224,16.500000,15.708099,15.820355,15.490245,0.290073,0.643938,0.983400,0.779723,0.664162,1.003624,0.799947
6,"Region 6","070kHz_FishTracks",353,0.020224,734,743,0.000000,20220722, 21:34:00.0520,999.00000000,999.00000000,0.00012617229836,10,-40.568424,15.719450,1.1525,0.058528,1.160000,1.3369,0.020224,16.500000,15.713890,15.869186,15.629296,0.056608,0.608821,0.842933,0.762165,0.629045,0.863157,0.782388
7,"Region 7","070kHz_FishTracks",353,0.020224,1032,1038,0.000000,20220722, 21:34:38.7380,999.00000000,999.00000000,0.00014440659304,7,-35.166574,15.805904,1.2807,-0.035117,0.808000,1.0348,0.020224,16.500000,15.798675,15.821744,15.742456,-0.036316,0.655644,0.725877,0.675710,0.675867,0.746101,0.695934
8,"Region 8","070kHz_FishTracks",353,0.020224,1047,1052,0.000000,20220722, 21:34:40.5800,999.00000000,999.00000000,0.00040200937463,6,-34.852446,15.876695,2.0400,-0.093645,0.660000,1.3464,0.020224,16.500000,15.873023,15.919372,15.788680,-0.105224,0.561999,0.679055,0.604919,0.582223,0.699279,0.625143
9,"Region 9","070kHz_FishTracks",353,0.020224,1061,1104,0.000000,20220722, 21:34:44.9180,999.00000000,999.00000000,0.00038170252372,29,-34.698914,15.780763,0.9703,0.070234,5.674000,5.5056,0.020224,16.500000,15.772301,15.861062,15.652977,0.072848,0.620527,0.819522,0.700338,0.640751,0.839746,0.720561
10,"Region 10","070kHz_FishTracks",353,0.020224,1703,1708,0.000000,20220722, 21:36:08.1500,999.00000000,999.00000000,0.00008170983807,6,-40.368400,15.349943,1.6080,0.046822,0.653000,1.0500,0.020224,16.500000,15.339772,15.373787,15.286472,0.040521,1.100456,1.182396,1.131671,1.120680,1.202619,1.151895
11,"Region 11","070kHz_FishTracks",353,0.020224,1719,1724,0.000000,20220722, 21:36:10.2480,999.00000000,999.00000000,0.00031179963243,6,-35.924862,15.451392,1.2002,-0.011706,0.654000,0.7849,0.020224,16.500000,15.442407,15.468555,15.405882,-0.016852,1.006812,1.065340,1.030223,1.027035,1.085563,1.050447
12,"Region 12","070kHz_FishTracks",353,0.020224,1919,1923,0.000000,20220722, 21:36:37.0060,999.00000000,999.00000000,0.00065131069704,5,-28.414004,15.809583,1.2765,-0.058528,0.529000,0.6753,0.020224,16.500000,15.796501,15.824445,15.759659,-0.064786,0.643938,0.702466,0.672032,0.664162,0.722690,0.692255
13,"Region 13","070kHz_FishTracks",353,0.020224,1932,1936,0.000000,20220722, 21:36:38.7400,999.00000000,999.00000000,0.00096047057657,5,-29.118696,15.821289,0.6578,-0.070234,0.546000,0.3592,0.020224,16.500000,15.805777,15.849056,15.772060,-0.076997,0.620527,0.690760,0.660326,0.640751,0.710984,0.680550
14,"Region 14","070kHz_FishTracks",353,0.020224,1947,1951,0.000000,20220722, 21:36:40.7110,999.00000000,999.00000000,0.00022457206600,5,-33.776524,15.847041,1.1819,0.046822,0.524000,0.6193,0.020224,16.500000,15.830575,15.856074,15.795059,0.049621,0.608821,0.667349,0.634574,0.629045,0.687573,0.654797
15,"Region 15","070kHz_FishTracks",353,0.020224,2036,2042,0.000000,20220722, 21:36:52.8860,999.00000000,999.00000000,0.00010644191923,7,-38.042331,15.795871,1.6998,0.058528,0.794000,1.3496,0.020224,16.500000,15.783914,15.818519,15.715309,0.055677,0.655644,0.749288,0.685744,0.675867,0.769512,0.705967
