Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,Variable_index,Variable_name
54.000,-61.306418,-63.205736,-59.718757,-58.223432,-52.363738,-63.954777,-63.585260,-62.007896,-62.055993,-56.984749,-55.042352,-55.907926,-56.241090,-57.200304,-58.467199,-50.508724,-51.436208,-46.803640,-49.665852,-58.107053,-66.655998,-52.270478,-55.517844,-53.205464,-54.990930,-55.840236,-58.204222,-55.282155,-54.188682,-66.156636,-60.616047,-50.719878,-52.052178,-53.414623,-62.400588,-57.304537,-53.230567,-53.690527,-49.387323,-45.940610,-47.253852,-52.088155,-59.260374,-54.051032,-52.979699,-58.421750,-58.884411,-61.085325,-55.736958,-67.235027,-47.087094,-52.786684,-52.074691,-47.900130,-67.161550,-53.535486,-63.898887,-61.441558,-66.514980,-55.036388,-53.828937,-53.264966,-57.056047,-66.911601,-61.858260,-61.381534,-60.144478,-56.105568,-53.082039,-52.019202,-55.793373,-67.637673,-49.197088,-55.860762,-52.187472,-67.213628,-65.967729,-52.712240,-59.250401,-50.535341,-51.767674,-60.724739,-54.098752,-45.109125,-42.414296,-41.203173,-41.279869,-42.179648,-44.675704,-46.273990,-43.779473,-42.699743,-45.082048,-57.057705,-47.934144,-43.955500,-44.273649,-44.640179,-45.293952,-49.778107,-65.290322,-50.265311,-47.484297,-48.861529,-62.372021,-46.834079,-42.893180,-44.278018,-47.555725,-49.589753,-49.351591,-45.674814,-44.477002,-45.325556,-45.356972,-43.852348,-45.578204,-57.783554,-55.151226,-58.414818,-49.128014,-47.986653,-47.423108,-44.127825,-42.974904,-43.068207,-50.637461,-55.105581,-56.636490,-51.456842,-49.144196,-48.527499,-49.582071,-58.401613,-54.528317,-45.760710,-44.479264,-48.061705,-62.772590,-57.884006,-53.256466,-48.011246,-47.007253,-48.717293,-50.452250,-50.976759,-50.746923,-52.914569,-56.485752,-62.367012,-57.947452,-59.435802,-53.961039,-51.487584,-60.071923,-58.696785,-49.282053,-55.899943,-74.423098,-65.860979,-68.145345,-51.721125,-64.819996,-47.691479,-51.593652,-73.273141,-53.248734,-69.301711,-69.112138,-62.535145,-58.937300,-57.014697,-49.648197,0,Fileset 1: TS pulse compressed wideband pings T1
54.500,-62.625690,-62.578345,-59.182236,-55.487465,-56.223068,-62.854484,-63.326192,-60.135783,-60.564121,-58.508137,-54.995531,-56.758071,-57.042466,-57.791222,-63.014284,-49.183028,-57.537081,-48.545200,-51.981722,-63.704264,-64.029607,-53.372112,-53.361401,-52.839104,-54.367174,-55.055427,-58.397165,-55.652457,-54.656604,-61.524183,-67.773631,-52.345848,-55.433709,-54.189610,-60.698365,-58.384789,-53.866239,-52.429904,-48.219382,-46.596661,-49.129676,-54.853023,-55.056203,-52.729421,-53.408733,-61.495454,-58.828791,-60.611973,-56.665864,-62.148508,-47.380118,-52.232470,-52.634150,-48.005537,-68.640655,-53.274568,-63.292444,-59.510842,-70.602077,-53.856085,-54.259900,-52.762824,-58.387693,-72.457565,-63.215443,-62.514106,-61.474960,-57.406624,-54.254354,-52.366629,-54.930602,-67.380913,-47.793025,-56.438062,-50.250299,-64.426635,-63.907924,-52.907496,-62.963935,-51.529397,-54.646842,-63.163267,-54.453295,-43.536221,-41.474671,-40.492909,-40.675748,-41.526016,-43.841624,-44.722525,-42.853195,-42.679934,-47.307366,-58.015987,-44.944690,-43.437207,-44.895163,-45.303088,-44.905287,-47.226921,-57.289733,-55.561076,-50.537268,-54.048665,-53.678177,-44.578956,-43.111932,-46.036432,-48.559935,-49.677067,-51.853666,-47.695378,-44.550567,-44.322214,-44.182267,-43.873934,-47.788424,-65.312443,-54.181400,-69.085687,-54.597459,-50.448083,-49.878999,-45.025180,-43.293766,-44.713402,-56.547241,-51.247167,-55.670993,-51.277647,-49.347881,-48.483369,-48.910261,-56.201718,-52.694872,-47.469682,-46.111916,-52.366004,-53.054948,-55.625189,-51.190492,-47.498247,-47.086637,-48.806972,-49.895762,-50.050578,-49.510750,-51.371510,-54.285056,-59.386646,-56.141118,-54.866526,-55.334785,-54.625882,-62.863540,-58.090947,-47.919894,-60.510831,-66.725552,-63.365315,-65.659672,-52.615722,-59.643050,-47.147705,-56.340992,-59.877273,-55.950781,-67.431235,-67.043366,-61.723673,-60.519383,-54.488427,-47.884471,0,Fileset 1: TS pulse compressed wideband pings T1
55.000,-63.461796,-61.947110,-57.452864,-53.496777,-59.479071,-62.405792,-63.712786,-59.084959,-58.778093,-60.408000,-56.002435,-57.808298,-58.339963,-59.040036,-73.996495,-48.756907,-68.188324,-51.404045,-55.335630,-67.675378,-62.182954,-54.154738,-52.051049,-53.403430,-54.152465,-54.800490,-59.201687,-55.437955,-55.801198,-59.387677,-60.553470,-55.367223,-56.197704,-55.085792,-59.646300,-59.720667,-54.196975,-51.187659,-47.040234,-46.694525,-50.706883,-53.915330,-52.249136,-51.864212,-54.642059,-65.569758,-60.260032,-60.183073,-56.615842,-59.441469,-48.545278,-50.661380,-51.458025,-48.592292,-61.562883,-53.696937,-61.093896,-57.939306,-77.016091,-53.571990,-54.629723,-52.536478,-60.360746,-76.081982,-63.640546,-62.288481,-62.322685,-58.284842,-55.622241,-53.274853,-54.586067,-66.390036,-46.993657,-52.974732,-48.940352,-62.140944,-62.792906,-53.413511,-69.364111,-53.700999,-60.305148,-61.810356,-54.695850,-42.463718,-40.958403,-40.315492,-40.593629,-41.450179,-43.577437,-43.780923,-42.444520,-43.396666,-51.767874,-49.857471,-43.268023,-43.806675,-46.591261,-47.061133,-45.375627,-45.839984,-50.831997,-75.086950,-57.481503,-73.194041,-47.980584,-43.339297,-44.027414,-47.503312,-47.271129,-47.599244,-50.366395,-50.614764,-45.396143,-44.068442,-43.780424,-44.720878,-51.365089,-54.226887,-52.550042,-56.988504,-63.777968,-53.959599,-54.065976,-47.212813,-44.603311,-47.955058,-55.479778,-49.574198,-56.135560,-51.975925,-50.019729,-48.887021,-48.941504,-55.660877,-49.677860,-49.562313,-48.815475,-56.256960,-49.331758,-54.616189,-50.339613,-47.729234,-47.898673,-49.838369,-50.357278,-50.163006,-49.276674,-50.917592,-53.495562,-58.304927,-55.748216,-52.435154,-53.051405,-54.709699,-54.273021,-55.783963,-47.630070,-66.216498,-63.545485,-62.572187,-63.845166,-53.403652,-57.416120,-47.518835,-65.995465,-55.598609,-59.112213,-62.614861,-66.811704,-61.453718,-59.956867,-53.268940,-47.013120,0,Fileset 1: TS pulse compressed wideband pings T1
55.500,-63.189940,-61.691701,-55.901352,-52.568936,-55.487073,-62.129558,-63.529086,-58.997567,-57.336702,-61.156865,-58.166046,-58.654206,-59.837631,-60.748721,-73.016729,-49.190011,-54.887983,-54.505632,-57.448026,-61.431811,-61.193110,-53.713880,-51.661269,-54.972650,-54.363931,-55.089923,-60.569223,-54.804514,-57.558176,-58.854738,-55.381138,-61.256918,-53.006480,-55.745397,-59.163842,-60.392592,-53.518201,-50.283413,-46.166178,-45.974298,-50.196163,-50.776426,-50.677800,-51.656934,-56.919247,-64.528263,-62.722394,-59.906846,-55.484381,-58.408413,-50.761331,-49.230641,-49.770344,-49.592681,-58.170385,-54.850560,-58.926603,-57.070583,-76.318672,-54.237602,-54.903103,-52.696512,-62.006387,-72.345035,-62.506681,-60.964360,-61.971823,-57.942598,-56.259741,-54.668582,-54.951646,-64.891351,-46.909109,-49.950388,-48.408133,-60.679513,-62.439543,-54.218599,-65.087209,-56.813331,-64.433512,-59.210941,-54.625711,-41.929195,-40.944909,-40.763025,-41.155057,-42.056450,-43.939612,-43.444234,-42.617096,-45.114767,-62.849541,-45.665777,-42.557397,-45.194062,-49.928849,-50.516514,-46.838144,-45.349347,-47.450197,-54.745515,-64.769045,-53.373087,-44.862016,-42.934413,-45.580556,-47.195254,-45.331258,-45.668204,-47.512904,-52.899985,-47.135015,-44.540450,-44.124089,-46.499304,-54.562077,-49.935559,-51.700571,-52.707569,-56.764747,-55.905791,-57.891058,-51.664951,-47.200570,-52.821115,-50.155928,-49.350284,-58.304849,-53.602188,-50.836687,-49.543759,-49.638313,-56.853697,-47.770498,-50.447623,-51.814521,-51.700897,-47.694631,-55.060062,-50.543863,-48.649572,-49.221747,-51.702567,-51.881944,-51.302013,-49.976152,-51.432830,-53.862505,-58.696331,-56.655677,-51.419978,-50.544823,-51.783764,-50.589816,-54.496687,-48.357115,-60.717088,-62.386519,-62.769453,-62.573649,-53.462143,-56.774948,-48.847408,-58.621286,-53.926877,-58.523309,-60.054859,-67.481708,-61.829990,-58.006372,-53.092650,-46.914042,0,Fileset 1: TS pulse compressed wideband pings T1
56.000,-62.460734,-61.647208,-55.058372,-52.611728,-51.632328,-61.289638,-61.612317,-59.937818,-56.459634,-59.551291,-61.454310,-58.861262,-60.743177,-62.106699,-66.943700,-50.440640,-50.180891,-53.570824,-55.083791,-57.714611,-60.909330,-52.356727,-52.171561,-57.503584,-54.859082,-55.778249,-62.197297,-54.191178,-59.198057,-59.705503,-52.719618,-73.245415,-50.522511,-55.715974,-59.267276,-59.719905,-51.986495,-49.843936,-45.698654,-44.856252,-48.198132,-48.442865,-50.049325,-52.171251,-60.235777,-60.689817,-62.794321,-59.680232,-54.147969,-58.783866,-54.083219,-48.363907,-48.469976,-50.783398,-56.610116,-56.586500,-57.415930,-56.871593,-70.497150,-55.969288,-55.121917,-53.152121,-61.774038,-70.690849,-60.864020,-59.703616,-60.929617,-56.840287,-55.489811,-55.989379,-56.166120,-63.364186,-47.561681,-48.067912,-48.629235,-60.037303,-62.502336,-55.201429,-59.834106,-57.198902,-56.905670,-57.462846,-54.223531,-41.944531,-41.535501,-41.974217,-42.573068,-43.538547,-45.046742,-43.716462,-43.485317,-48.475896,-53.073000,-43.206587,-42.684811,-47.984475,-56.857709,-57.854069,-49.656916,-45.653942,-45.486696,-48.871590,-51.642023,-47.330645,-43.038648,-43.279553,-47.337024,-45.616429,-43.987116,-44.573428,-45.627535,-51.585748,-49.950007,-45.759405,-45.234040,-49.317840,-52.098565,-47.970985,-52.078277,-50.919957,-52.626483,-53.740989,-53.966662,-62.707667,-51.588379,-53.260165,-47.281533,-50.447575,-63.558856,-55.827228,-51.060864,-49.919097,-50.918811,-60.373697,-46.992812,-49.118547,-51.336539,-47.839672,-47.420281,-57.204028,-51.792820,-50.027381,-50.349865,-53.623149,-54.511152,-53.542608,-51.620649,-52.928887,-55.398102,-60.655149,-59.072419,-51.491737,-49.079137,-49.495192,-48.958871,-54.584180,-50.164816,-56.530098,-62.535692,-63.040028,-61.737038,-52.693640,-57.409110,-51.258929,-53.210146,-53.796761,-55.490416,-59.113201,-67.711934,-62.870986,-56.361492,-53.768287,-47.459666,0,Fileset 1: TS pulse compressed wideband pings T1
56.500,-62.209060,-61.174207,-55.003163,-53.579593,-49.331841,-59.706937,-58.960477,-61.672304,-56.216839,-57.259376,-63.784254,-58.478830,-60.347411,-61.915737,-65.539407,-52.343582,-47.858310,-50.344848,-52.255471,-55.857134,-60.972999,-51.015087,-53.622687,-59.691288,-55.311351,-56.478713,-63.133640,-53.874032,-59.119891,-62.140620,-51.473909,-60.545961,-49.334876,-54.941642,-60.029846,-58.438142,-50.325117,-49.922081,-45.605618,-43.830264,-46.349322,-47.096447,-50.213770,-53.459442,-61.676628,-58.324382,-60.748113,-59.270974,-53.189809,-60.734203,-56.393558,-48.088144,-47.711450,-51.725988,-56.218675,-58.102617,-56.555534,-57.092482,-66.857907,-58.937444,-55.386138,-53.577497,-60.446843,-71.264867,-59.598946,-59.026548,-60.039161,-55.878347,-54.079195,-56.074149,-58.440082,-62.094886,-48.983289,-47.146738,-49.587256,-60.163334,-62.438843,-56.040464,-57.049019,-53.692619,-52.767498,-56.628444,-53.691659,-42.532038,-42.916345,-44.281210,-45.368473,-46.394172,-47.194790,-44.647661,-45.310181,-56.336390,-46.504075,-41.746588,-43.657149,-53.503119,-61.412461,-61.664859,-55.009707,-46.771971,-44.404295,-45.644520,-46.656599,-43.988741,-42.030415,-44.338697,-48.105601,-44.186461,-43.429138,-44.279565,-44.764208,-49.099729,-53.744441,-47.823088,-47.206470,-52.542448,-48.816032,-47.357499,-54.087809,-50.518926,-50.915839,-51.520070,-50.252489,-55.298956,-54.885168,-49.383819,-45.976016,-53.110642,-81.718844,-56.681173,-50.178372,-49.385858,-52.480594,-67.475417,-47.215726,-47.298391,-48.413278,-45.751248,-48.351747,-61.803594,-54.202684,-51.111569,-50.218448,-53.603378,-57.259683,-56.678975,-54.168033,-55.512988,-58.420417,-65.101836,-63.316791,-52.508932,-48.590645,-48.302990,-48.626709,-56.156141,-53.068468,-54.532415,-63.334354,-62.297252,-61.175011,-51.622813,-59.426449,-54.742329,-50.668510,-54.987991,-53.340753,-59.420274,-66.669100,-64.627206,-55.447555,-55.058024,-48.450703,0,Fileset 1: TS pulse compressed wideband pings T1
57.000,-63.129217,-59.857830,-55.861818,-55.730366,-48.194014,-58.001382,-56.727238,-62.288045,-56.784202,-55.500616,-61.850421,-58.034057,-59.177983,-60.523720,-65.322228,-54.103671,-46.880182,-48.009428,-50.544622,-55.285285,-60.850426,-50.208011,-56.290740,-58.511953,-55.398132,-56.675955,-62.376478,-54.032365,-57.465918,-67.378877,-51.384977,-55.608506,-49.333492,-53.911549,-61.698876,-57.501964,-49.036371,-50.697281,-45.893521,-43.207875,-45.188634,-46.642071,-51.236352,-55.711191,-58.388474,-57.399839,-60.086474,-58.626129,-52.873257,-65.636436,-53.897794,-48.457494,-47.536916,-52.070756,-56.864991,-57.927435,-56.261043,-57.335547,-64.384897,-62.130489,-55.914415,-53.557718,-59.640197,-73.814772,-59.049030,-59.158004,-59.770606,-55.537202,-52.972179,-54.789992,-62.174008,-61.254640,-51.346559,-47.184146,-51.455830,-61.161621,-61.875373,-56.284005,-55.760090,-50.689751,-50.618316,-56.636452,-53.383477,-43.922802,-45.698337,-48.970180,-51.727653,-52.693113,-51.416990,-46.563431,-49.002199,-58.585932,-42.865152,-41.092738,-45.810835,-64.544570,-51.874129,-52.172481,-63.997983,-49.057596,-44.089170,-43.682302,-43.754159,-41.946747,-41.725671,-46.218928,-47.269342,-43.478835,-43.719493,-44.758428,-44.847659,-47.429167,-55.202718,-51.052552,-50.380241,-52.592794,-46.926801,-47.905393,-59.314094,-51.280581,-50.424849,-50.560476,-48.330445,-48.888463,-50.470305,-46.926128,-45.925275,-57.862956,-62.385885,-54.642468,-48.743962,-48.098827,-53.394362,-62.563073,-48.496472,-46.140032,-46.258332,-44.954299,-50.780415,-65.755060,-57.706957,-50.806756,-48.943510,-51.707564,-56.387762,-58.004677,-56.651895,-59.008934,-63.971014,-80.459508,-64.427783,-54.347816,-49.073620,-48.156913,-49.512720,-59.878239,-55.462314,-54.046307,-63.460989,-60.705523,-60.674687,-50.771036,-63.726243,-56.903327,-49.720991,-57.994051,-52.382184,-60.812730,-65.418431,-67.436023,-55.356666,-56.476625,-49.575626,0,Fileset 1: TS pulse compressed wideband pings T1
57.500,-66.131555,-58.087578,-57.750459,-59.759376,-48.056091,-56.705992,-55.221747,-59.429000,-58.460411,-54.515024,-59.452422,-57.944753,-58.114199,-59.147574,-65.397795,-53.738284,-46.982341,-46.768175,-49.907599,-55.886089,-59.949878,-50.110327,-60.086264,-55.893304,-54.995542,-56.113559,-60.619861,-54.691442,-55.824060,-72.756588,-52.566272,-53.290857,-50.499252,-53.102580,-64.386474,-57.346512,-48.318168,-52.459661,-46.485599,-43.115601,-44.794994,-47.060814,-53.192066,-58.532188,-55.109466,-57.842912,-61.462076,-57.892718,-53.313509,-86.789552,-50.771533,-49.535318,-47.965262,-51.895999,-58.493987,-56.338681,-56.265467,-57.004585,-62.613671,-60.271545,-56.867888,-52.877342,-60.051619,-73.360894,-59.362782,-60.282378,-60.363702,-55.970471,-52.541647,-53.278371,-65.084396,-60.872341,-54.351338,-48.303831,-54.470843,-63.109941,-60.939330,-55.607279,-55.704428,-48.876355,-49.757893,-57.412315,-53.584708,-46.668733,-52.026385,-66.954581,-61.007541,-59.337440,-59.911912,-50.320621,-58.831532,-47.682716,-40.608540,-41.233847,-50.136229,-52.690734,-47.746737,-48.202116,-54.519047,-53.577540,-44.595859,-42.604709,-42.003206,-40.816815,-42.166862,-48.846396,-45.954820,-43.668865,-44.879592,-45.846349,-45.810230,-46.715215,-52.066751,-54.877445,-54.480624,-49.815927,-46.286013,-49.614936,-70.889842,-53.264414,-50.828440,-50.968515,-47.808901,-45.924396,-46.849892,-45.736147,-47.197090,-57.533512,-56.745406,-52.116835,-47.501944,-46.724296,-52.276888,-56.436268,-50.623527,-45.924212,-45.277845,-45.326876,-54.911941,-59.113232,-58.176570,-49.231206,-47.527703,-49.857589,-53.372066,-55.309855,-55.905163,-59.836927,-66.643050,-67.850936,-59.326934,-55.742946,-50.583701,-49.097632,-51.835333,-65.671421,-53.346308,-55.029882,-61.796661,-59.179251,-59.805180,-50.371891,-71.940936,-54.286152,-50.114648,-65.360069,-52.596897,-62.174639,-64.929953,-71.975555,-56.131040,-56.815055,-50.157464,0,Fileset 1: TS pulse compressed wideband pings T1
58.000,-73.167353,-56.549706,-60.168857,-65.513127,-48.955108,-56.060917,-54.467450,-55.923614,-61.984870,-54.360381,-58.535887,-58.422920,-57.642413,-58.435144,-66.497756,-51.698043,-48.162548,-46.499767,-50.238572,-57.702535,-58.337544,-50.787025,-60.468439,-54.183626,-54.366132,-55.229355,-59.080694,-55.617530,-54.919364,-64.262827,-55.700634,-52.479993,-52.601145,-52.847703,-65.761344,-58.251860,-48.296583,-55.771974,-47.124526,-43.600167,-45.201587,-48.408202,-55.516253,-58.280729,-53.046247,-60.009542,-62.992090,-57.333074,-54.550541,-64.118713,-48.868476,-51.374428,-49.035503,-51.650610,-60.207147,-54.978831,-56.033059,-55.943081,-61.572075,-56.637277,-58.164068,-51.898506,-62.331565,-67.800239,-60.676048,-62.534978,-62.013033,-57.085933,-52.920181,-52.285841,-61.432715,-60.827221,-54.895030,-50.730078,-57.986849,-65.067737,-60.104725,-54.324640,-57.086648,-48.130919,-50.002744,-58.600264,-54.538284,-52.749686,-61.427737,-49.162735,-46.244736,-46.993613,-51.933739,-58.741344,-53.792822,-42.839040,-39.292891,-42.324728,-61.242081,-47.624166,-45.758372,-46.346276,-49.596320,-66.246864,-46.177647,-42.336192,-41.136670,-40.503709,-43.577432,-50.704865,-45.175710,-44.910357,-46.556073,-46.712664,-47.238464,-46.813370,-49.266248,-53.622447,-53.823778,-47.702476,-46.766061,-51.745055,-56.430098,-56.394993,-52.345756,-53.195787,-48.595788,-44.656369,-45.027920,-45.437013,-50.149613,-51.833830,-53.893991,-50.467573,-46.875299,-45.770088,-49.826636,-53.009521,-51.264179,-46.831037,-45.470391,-47.012790,-54.522928,-54.602566,-54.196213,-47.562180,-46.567028,-48.794482,-51.249166,-52.680602,-53.338583,-56.891652,-60.492950,-61.223643,-55.737437,-54.254497,-52.743235,-51.188791,-55.241859,-60.312318,-50.212171,-58.011876,-59.545644,-58.152781,-58.247143,-50.512058,-65.105664,-51.500049,-52.059588,-68.676122,-54.173480,-60.641450,-65.250145,-75.853619,-57.692156,-55.559745,-49.760177,0,Fileset 1: TS pulse compressed wideband pings T1
58.500,-68.533301,-55.778381,-60.163072,-61.474727,-51.125128,-56.191710,-54.476597,-53.478440,-68.303955,-55.245524,-59.613600,-59.620326,-58.130388,-58.817852,-67.501566,-50.127110,-50.398645,-47.201066,-51.409850,-59.995678,-56.744691,-52.171390,-56.903852,-53.863488,-53.997785,-54.736331,-58.376431,-56.221966,-55.056226,-59.796228,-63.890364,-53.067434,-53.551838,-53.562226,-62.398773,-60.599574,-49.250077,-60.285382,-47.382250,-44.701767,-46.540078,-50.641600,-55.480164,-54.896126,-52.203548,-65.182057,-60.878890,-57.252876,-56.318658,-58.261386,-48.280836,-53.814149,-50.885590,-51.770518,-59.157839,-54.771159,-55.209912,-54.829908,-61.708605,-54.513493,-58.970245,-51.312308,-67.542575,-64.296898,-62.808860,-64.721214,-64.456084,-58.082054,-54.184914,-52.172074,-57.992844,-60.877710,-52.199246,-54.319600,-57.680287,-63.896903,-59.778923,-53.150471,-60.992279,-48.542434,-51.507225,-58.989938,-56.509140,-63.710757,-46.806254,-42.486690,-40.955870,-41.828145,-45.725057,-53.825960,-45.622080,-40.009374,-38.904967,-44.945620,-53.747388,-45.342196,-45.313754,-46.027358,-47.378959,-56.891898,-49.656976,-43.093748,-41.236909,-41.199890,-46.632849,-49.434440,-45.427249,-47.179468,-46.918152,-45.907003,-47.509760,-47.435625,-47.778087,-49.793872,-49.887217,-46.834808,-48.208416,-50.843620,-51.228634,-58.012988,-55.889727,-59.394759,-50.922556,-44.786216,-44.715262,-46.018773,-53.501576,-48.414379,-52.750698,-50.110271,-47.249703,-45.650647,-47.639284,-51.179857,-48.440092,-49.140337,-47.053277,-50.101140,-49.514878,-52.241318,-51.211008,-46.598326,-46.389167,-48.789943,-50.521192,-51.480928,-51.750742,-54.817606,-57.356304,-58.447965,-53.881259,-51.555835,-52.919571,-53.281805,-54.043673,-55.190103,-48.454927,-63.617006,-58.044827,-57.620379,-56.355500,-51.242223,-59.785389,-50.267527,-56.203638,-58.589963,-57.431532,-57.624574,-64.994733,-71.043823,-59.185258,-54.032120,-49.097143,0,Fileset 1: TS pulse compressed wideband pings T1
59.000,-62.222604,-55.903813,-57.480651,-57.217687,-53.903216,-56.714961,-54.841548,-52.164938,-63.482002,-57.299925,-63.873549,-61.269173,-59.796610,-60.659763,-63.889203,-49.686567,-51.660909,-48.381608,-52.268574,-58.830860,-55.563739,-53.174122,-54.621802,-55.027172,-54.096137,-54.954284,-58.646004,-55.920264,-56.210431,-57.777677,-62.538806,-55.132292,-51.145473,-55.669381,-58.780823,-63.272860,-51.341320,-56.703885,-46.793535,-45.941654,-48.502349,-52.092492,-52.939367,-52.260319,-52.502637,-67.776385,-59.047013,-57.547285,-56.941224,-55.473065,-48.935387,-55.301661,-53.329890,-52.153302,-56.233834,-56.125807,-54.023692,-54.185134,-63.547007,-53.903606,-57.760311,-51.527188,-65.353627,-63.332339,-63.308487,-63.165055,-64.806287,-57.269002,-55.590774,-52.958010,-56.425016,-60.564056,-49.999919,-55.755181,-55.000504,-61.080955,-59.710456,-52.456532,-72.850476,-50.178295,-54.179609,-57.618725,-58.631448,-48.706603,-41.647382,-38.973616,-37.995663,-38.905092,-42.309921,-46.925694,-41.625722,-38.403914,-39.467375,-50.627725,-47.396819,-44.705263,-46.287038,-47.124965,-46.804257,-50.634444,-57.929257,-45.160628,-42.419950,-43.182861,-52.736820,-47.312712,-46.691351,-47.988902,-44.746809,-43.875644,-45.582702,-47.556113,-47.262002,-47.319609,-47.339442,-46.933094,-49.041811,-47.676854,-48.898908,-55.729231,-60.596690,-69.336715,-53.980577,-46.168972,-45.723820,-47.383715,-50.032414,-46.814817,-53.224149,-51.346563,-48.857130,-46.583486,-46.276100,-50.557309,-45.432719,-51.342556,-49.807801,-50.903383,-46.375919,-51.544899,-49.832105,-46.581672,-47.037528,-49.870344,-51.240368,-51.759044,-51.597928,-54.448918,-56.631220,-57.824306,-53.374038,-49.587582,-50.128874,-51.493699,-49.834043,-52.713764,-48.186319,-60.400934,-57.594194,-56.987983,-54.619036,-52.074996,-57.506479,-50.600865,-58.056860,-55.027140,-58.970824,-55.541348,-62.314851,-67.243452,-58.421377,-53.091630,-49.004704,0,Fileset 1: TS pulse compressed wideband pings T1
59.500,-59.192897,-56.773427,-55.412330,-55.557233,-53.630033,-56.775174,-54.793955,-51.872180,-57.846673,-60.447408,-74.884363,-62.691985,-63.084849,-65.017935,-60.805668,-50.484253,-49.534769,-48.623547,-51.119076,-55.566735,-54.807148,-52.482373,-54.074611,-57.597823,-54.752885,-56.049764,-60.055219,-55.321606,-57.919105,-57.453033,-54.722245,-58.349779,-48.471354,-60.213228,-56.478087,-61.329829,-54.091009,-51.784362,-45.678481,-46.348156,-49.662061,-50.729855,-50.904865,-50.945204,-54.004816,-61.119092,-59.526436,-57.623678,-55.608015,-54.463267,-50.842508,-54.598303,-55.546358,-52.216127,-54.120451,-59.716269,-53.134871,-54.097278,-68.339940,-54.758039,-55.416915,-52.900282,-59.399676,-65.019043,-61.112116,-60.638959,-62.650422,-55.466964,-55.369065,-54.348261,-56.545386,-59.946840,-49.105151,-54.366457,-53.542379,-59.316679,-59.091747,-52.426295,-65.632488,-52.897401,-55.962761,-55.994260,-57.635601,-43.755704,-38.887695,-37.044708,-36.408896,-37.344332,-40.422705,-43.470821,-39.437632,-37.809893,-41.231678,-63.589452,-44.725455,-45.458753,-48.749045,-49.666687,-47.589327,-48.064475,-60.371834,-49.351327,-45.110818,-47.332164,-55.685053,-46.147351,-47.853652,-45.321020,-42.457407,-42.233354,-43.511537,-46.519842,-47.252942,-46.084052,-46.113228,-47.354079,-47.416614,-45.516044,-48.544684,-54.082381,-56.870575,-56.072043,-52.834034,-48.166320,-47.588840,-48.424375,-46.021350,-46.731359,-55.930594,-55.089187,-51.603542,-48.729134,-45.941722,-51.001135,-43.589363,-49.031943,-50.443825,-47.343875,-45.008752,-52.634489,-49.988329,-47.686563,-48.417038,-51.805556,-53.616064,-53.668444,-53.068922,-56.043922,-58.232442,-59.352260,-54.121187,-48.703546,-47.685989,-48.380943,-47.264393,-52.226203,-49.586664,-55.273020,-57.975512,-55.788775,-53.416112,-52.078904,-57.257620,-52.582133,-52.915956,-54.081524,-55.086177,-54.909407,-59.111010,-65.464016,-56.303395,-52.944087,-50.026496,0,Fileset 1: TS pulse compressed wideband pings T1
