Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,Variable_index,Variable_name
67.000,-66.821327,-53.182678,-58.307006,-48.258868,-48.337866,-61.142912,-58.642891,-51.565132,-51.924290,-55.269888,-52.853926,-53.325681,-60.368634,-64.448643,-52.274830,-43.448870,-43.189520,-41.068215,-43.303824,-52.091757,-47.407980,-57.245252,-45.961310,-48.003383,-56.980759,-62.209835,-63.745983,-53.574096,-54.777123,-47.612205,-53.599225,-45.673321,-45.554883,-51.079438,-53.334459,-55.916988,-48.183143,-48.505298,-44.218331,-45.371696,-47.350780,-52.289026,-74.102313,-49.522814,-50.019709,-79.325341,-52.182051,-52.644912,-61.583591,-51.410672,-46.478771,-56.549776,-60.295529,-47.413943,-56.751125,-49.407270,-56.412997,-47.520657,-60.449687,-47.315383,-51.000421,-48.371071,-58.887296,-53.240672,-57.958951,-53.509957,-54.060754,-60.129976,-54.979861,-48.057024,-47.306478,-70.715806,-49.612141,-52.612680,-51.385615,-53.618064,-55.748032,-49.755289,-58.074393,-47.056432,-48.240662,-53.535510,-50.467637,-41.775604,-38.609922,-38.085510,-39.321662,-42.189641,-46.040686,-44.896952,-42.529535,-43.085617,-48.504150,-47.031035,-40.986802,-42.044492,-44.284211,-45.234630,-43.762240,-44.545765,-50.143731,-57.565766,-54.339947,-57.066765,-45.523872,-38.654159,-39.288236,-42.135196,-43.335906,-44.555355,-46.230935,-48.139976,-43.868870,-41.914904,-41.618114,-42.882581,-48.901555,-52.821546,-48.993844,-47.206155,-48.360590,-57.419313,-47.156616,-41.897704,-41.341240,-42.215155,-49.709145,-54.586035,-43.763334,-43.645893,-44.224184,-42.472754,-44.582507,-53.088726,-44.014691,-45.734534,-45.483644,-47.692792,-51.119418,-48.350487,-44.827768,-42.998995,-42.942461,-44.485343,-46.530648,-47.354658,-47.786151,-48.254629,-48.232761,-49.863329,-57.005284,-50.627964,-49.240658,-49.754735,-52.658604,-51.328684,-44.295553,-74.279119,-50.951166,-59.612156,-59.541363,-49.392607,-52.500335,-46.938227,-50.963564,-50.251122,-54.797910,-48.919575,-57.228446,-60.032383,-62.696439,-57.404455,-47.336757,0,Fileset 1: TS pulse compressed wideband pings T1
67.500,-66.269718,-55.249921,-55.172975,-47.163595,-50.533250,-61.635412,-59.707508,-52.279715,-51.174620,-57.788323,-55.208213,-53.459893,-60.516526,-63.526447,-49.892893,-43.894138,-46.237571,-41.671807,-44.269714,-54.585941,-47.888082,-52.259489,-45.797177,-49.912631,-58.800764,-64.675325,-64.414917,-52.080870,-58.588794,-46.939093,-60.966776,-46.233973,-47.371878,-52.223857,-54.973341,-58.731248,-48.029607,-49.319733,-44.376086,-46.474970,-50.549896,-58.788232,-56.976968,-48.179778,-50.371018,-61.341946,-53.322251,-55.297186,-56.896774,-48.793681,-46.669370,-52.028681,-54.368321,-46.799517,-53.324649,-51.362828,-53.981944,-48.615964,-90.154763,-47.469317,-52.438154,-47.982812,-56.305267,-53.037173,-53.315931,-50.976583,-51.717129,-53.548753,-60.894863,-49.871908,-47.229482,-62.449081,-48.708968,-49.823179,-50.267623,-53.225498,-57.651427,-49.555257,-61.379262,-48.171325,-50.666490,-50.945952,-53.142612,-41.314254,-38.608418,-38.506876,-40.083608,-43.368733,-47.607947,-45.449014,-43.120427,-44.376884,-51.665317,-43.352202,-40.319719,-43.351816,-47.145739,-48.235344,-45.174584,-44.054748,-47.009822,-53.858783,-55.119755,-51.641997,-42.029544,-38.143467,-40.310562,-42.996964,-44.639833,-46.414309,-47.976413,-50.461465,-46.080191,-42.741747,-42.459179,-45.051866,-52.943995,-50.859964,-47.561142,-45.235853,-45.700264,-51.931309,-52.556888,-44.106239,-43.066580,-44.665330,-55.722372,-49.452854,-42.970421,-44.713583,-45.657341,-43.413739,-43.150078,-48.990360,-44.851215,-46.814784,-47.216212,-50.350948,-52.655514,-45.328902,-43.461274,-42.448699,-42.849878,-44.723932,-47.292141,-48.083110,-48.436361,-49.229863,-48.724171,-48.875347,-54.476229,-52.539886,-50.070230,-51.190870,-56.094617,-48.056951,-44.470453,-61.952164,-52.131098,-59.879264,-58.667243,-50.861408,-50.728758,-47.625609,-54.340559,-48.359962,-62.559768,-47.879646,-60.511656,-58.785774,-61.897468,-53.767752,-46.755394,0,Fileset 1: TS pulse compressed wideband pings T1
68.000,-65.968377,-56.857538,-53.353033,-46.654080,-54.272680,-60.100534,-59.542007,-52.990073,-50.354345,-61.034099,-56.657893,-53.833270,-60.802244,-63.170639,-48.440723,-45.191927,-51.905166,-42.874669,-45.919266,-53.947831,-48.363748,-48.914513,-46.344417,-53.397209,-60.351635,-65.406828,-64.415296,-51.472091,-58.414528,-46.821044,-66.232805,-47.310333,-49.980397,-53.307177,-56.881678,-62.714396,-48.005094,-50.521814,-44.799263,-47.878043,-56.897206,-63.305356,-51.577516,-47.351627,-51.210943,-55.582281,-55.322919,-58.232047,-53.289431,-47.116744,-47.377242,-49.161976,-50.879487,-46.741949,-50.009444,-54.485642,-52.747248,-50.420334,-59.400044,-48.347386,-54.478022,-48.245486,-52.350250,-52.460361,-50.736083,-49.633049,-50.453628,-50.204439,-58.194947,-52.984588,-47.819893,-58.861826,-48.365945,-48.145751,-49.628283,-53.543504,-58.279021,-49.937624,-61.639493,-49.972092,-55.081965,-48.949967,-57.277669,-41.144469,-39.030112,-39.327591,-41.189573,-44.552650,-48.953225,-46.048505,-43.980293,-46.333357,-50.094354,-41.001287,-40.373841,-45.741489,-52.229790,-53.698501,-47.708534,-44.287868,-45.048251,-49.514937,-51.516989,-46.604832,-39.916897,-38.318731,-41.745617,-43.821437,-46.457341,-48.902268,-50.009331,-51.263261,-49.736736,-44.465158,-44.212763,-48.603672,-54.129096,-49.265497,-46.490695,-44.122685,-44.062307,-47.867001,-61.825195,-47.579330,-45.863517,-48.979749,-60.679671,-46.421526,-42.876882,-46.412248,-46.693672,-44.651506,-42.651346,-44.942072,-46.367284,-47.738519,-49.236294,-53.103705,-51.398375,-43.302086,-42.842349,-42.599510,-43.426268,-45.629800,-48.800794,-49.644355,-49.929766,-51.272887,-50.011372,-48.475354,-51.670009,-55.193692,-51.571892,-53.072251,-57.812370,-46.031750,-45.405921,-55.512962,-53.634981,-57.833100,-57.893918,-51.869757,-49.709881,-48.948019,-60.324744,-47.343581,-61.321265,-47.685093,-64.569267,-58.486075,-59.275491,-51.054001,-46.877286,0,Fileset 1: TS pulse compressed wideband pings T1
68.500,-64.911560,-55.996960,-52.347035,-46.590980,-62.654336,-58.623115,-59.172699,-53.117033,-49.705820,-62.395841,-55.206358,-54.536809,-60.619120,-62.949325,-47.602307,-47.679590,-56.810798,-44.865163,-48.350233,-50.987594,-48.333763,-46.814793,-47.683198,-60.991419,-59.985402,-62.611681,-63.322132,-51.564056,-54.425928,-47.199909,-54.570649,-48.880012,-52.162294,-53.291768,-58.615611,-63.418360,-48.049429,-51.916313,-45.489603,-49.661738,-66.083308,-53.749961,-48.515298,-46.898971,-52.555651,-52.535659,-58.421803,-57.323729,-50.992816,-46.008660,-48.750471,-46.983160,-48.256210,-47.184689,-47.692036,-57.866520,-52.440500,-52.395673,-53.440638,-50.102096,-56.348598,-49.091526,-49.454060,-51.574144,-49.234713,-49.119120,-49.958617,-48.164866,-52.781941,-58.572943,-49.191549,-56.859619,-48.387625,-47.014149,-49.268768,-54.460498,-56.783546,-50.953208,-57.429405,-52.995168,-67.219851,-47.603022,-58.952665,-41.277094,-40.003951,-40.810371,-42.922477,-45.931931,-50.045442,-46.707192,-45.357081,-49.637408,-45.390631,-39.444205,-41.160129,-50.034361,-61.713890,-65.655737,-52.361608,-45.295366,-43.853723,-46.263056,-47.417952,-43.185774,-38.600755,-39.121071,-43.344387,-44.651041,-48.486537,-50.602117,-51.363673,-50.538052,-56.059248,-47.585099,-47.350077,-54.829737,-51.824599,-48.408951,-45.247506,-43.563100,-43.170263,-45.206267,-52.996290,-53.667353,-50.682499,-60.113294,-52.963797,-44.384938,-43.438129,-48.146958,-46.140716,-45.368015,-42.809612,-42.202773,-48.831816,-48.556719,-51.382606,-54.816634,-48.263590,-41.911497,-42.825926,-43.450138,-44.713338,-47.310276,-51.298848,-52.452755,-52.597689,-55.179802,-52.375060,-48.563019,-49.485469,-56.666909,-54.145138,-55.599706,-54.554742,-44.681489,-47.237054,-52.275391,-54.525188,-55.967872,-57.751244,-51.540817,-49.234689,-51.011253,-70.148698,-46.961635,-54.099346,-48.262638,-61.865606,-59.104684,-57.166970,-49.287203,-47.562190,0,Fileset 1: TS pulse compressed wideband pings T1
69.000,-63.145403,-53.729468,-52.122020,-47.151043,-61.492499,-58.069527,-59.665238,-52.577101,-49.459909,-59.271478,-52.598927,-55.602560,-59.451367,-62.619097,-47.432983,-52.567765,-47.580850,-47.946582,-50.698085,-48.436085,-47.632350,-45.691532,-50.438810,-63.219659,-57.481780,-59.137966,-61.459001,-52.584944,-51.339058,-48.341455,-49.509988,-50.639154,-50.629897,-51.873624,-59.353680,-58.847318,-48.328505,-53.025123,-46.511788,-51.480401,-52.425164,-48.882853,-46.650786,-46.931159,-54.678775,-50.841399,-61.324817,-53.771881,-49.714084,-45.516967,-51.512231,-45.338559,-46.250327,-48.327320,-46.298066,-55.717890,-53.188703,-52.463038,-50.195475,-53.430716,-55.705369,-50.546398,-47.518152,-50.775007,-48.730569,-49.606120,-50.407241,-47.065941,-49.482904,-61.429990,-52.009522,-55.919346,-48.930268,-46.358909,-49.334949,-55.903130,-54.818465,-53.046476,-53.177557,-59.801816,-57.322774,-47.010213,-54.063979,-42.023432,-42.070770,-43.736726,-45.831069,-47.783463,-51.169843,-47.811980,-47.947833,-52.875105,-41.670073,-38.653103,-43.134380,-60.443121,-53.467932,-54.057029,-65.259334,-47.626477,-43.490893,-44.030523,-44.338783,-40.887390,-38.085488,-40.832550,-44.695431,-45.536769,-48.307869,-47.956705,-49.273925,-49.542518,-56.865088,-54.455418,-54.134123,-57.680779,-49.899368,-47.840416,-43.758479,-43.651781,-42.990696,-43.390336,-47.348476,-58.284311,-61.615930,-55.283112,-48.067477,-43.176794,-44.975413,-48.141061,-44.433861,-44.700951,-43.530067,-40.519758,-51.817939,-49.747415,-53.455056,-53.057239,-45.264618,-41.200365,-43.628036,-45.378187,-47.000471,-50.094603,-55.459907,-58.380335,-57.823284,-64.749781,-56.866587,-49.337927,-48.097371,-54.038570,-57.872945,-57.370384,-50.591461,-43.983779,-50.644861,-50.470422,-53.798489,-55.125595,-58.638735,-50.224744,-49.434413,-54.450497,-57.844051,-47.374896,-50.343384,-49.893993,-56.868169,-60.964690,-55.969229,-48.463867,-48.969631,0,Fileset 1: TS pulse compressed wideband pings T1
69.500,-61.404304,-51.989297,-52.715786,-48.545786,-52.652343,-58.652868,-61.485511,-51.916611,-49.601592,-55.937994,-50.519625,-55.968915,-57.519563,-61.885570,-48.026917,-56.572237,-42.600279,-49.503382,-49.187681,-46.826628,-46.605814,-45.504052,-56.459099,-53.541388,-54.652080,-56.455545,-59.484244,-54.915753,-49.520644,-50.626946,-46.514415,-50.616180,-47.565472,-49.973134,-58.560894,-55.290657,-48.962383,-52.765866,-47.404066,-50.878197,-47.123916,-46.048313,-45.684371,-47.526901,-57.501662,-50.219258,-58.312405,-51.161355,-49.388358,-45.760183,-57.854164,-44.269406,-44.877290,-50.272198,-45.801894,-51.623799,-55.220715,-50.060105,-48.445516,-59.585715,-52.941989,-51.800373,-46.422767,-50.403229,-49.411548,-51.533707,-52.222826,-46.868491,-47.616383,-54.123091,-58.128736,-55.900343,-50.272768,-46.239796,-50.055537,-56.916813,-53.554957,-57.060472,-49.927337,-65.450791,-50.027782,-47.299186,-50.205845,-43.796090,-46.254440,-48.762925,-48.000511,-48.694111,-51.934165,-49.894670,-52.463888,-47.588084,-39.127169,-38.715870,-47.338328,-54.634822,-48.079294,-48.689054,-55.357105,-52.638997,-44.116433,-42.742229,-42.306409,-39.556246,-38.511114,-43.831450,-45.043531,-45.646799,-44.958398,-44.015434,-45.415734,-48.509066,-50.621524,-63.970884,-63.908259,-50.675054,-48.780410,-46.758194,-42.301461,-44.587674,-43.365380,-42.235496,-44.161639,-50.106359,-53.237840,-47.707556,-44.987959,-42.855043,-47.885733,-45.971645,-42.884556,-43.135748,-44.237466,-39.799088,-50.271910,-51.570448,-53.892323,-49.263078,-43.027073,-41.297963,-45.549236,-48.705511,-49.687988,-52.697728,-58.537153,-73.218003,-65.069354,-59.775175,-62.238330,-51.001952,-47.570659,-50.726630,-56.760849,-54.478102,-47.704050,-44.038040,-56.314235,-49.691615,-52.175173,-55.505906,-60.935148,-48.960544,-50.493605,-60.605544,-52.402135,-48.881157,-48.323874,-52.672623,-53.645788,-64.156122,-55.698657,-48.656799,-51.203454,0,Fileset 1: TS pulse compressed wideband pings T1
70.000,-60.226572,-51.396133,-54.138633,-50.935262,-48.652634,-60.590208,-64.423476,-51.859104,-49.859744,-53.856434,-49.348815,-54.412359,-55.644162,-60.781567,-49.592452,-49.861681,-39.913041,-46.189348,-45.960827,-46.222411,-45.910854,-46.390678,-68.144235,-49.582519,-52.560633,-54.769455,-57.889115,-59.016958,-48.890332,-54.523114,-44.880342,-48.331735,-45.552549,-48.503584,-57.074937,-53.281021,-50.045143,-51.264528,-47.171689,-47.819171,-44.238851,-44.590917,-45.615301,-48.740301,-58.910571,-50.742296,-54.463865,-49.956495,-50.137405,-46.981863,-68.753617,-43.959426,-44.300009,-52.357393,-46.347842,-49.147009,-59.082831,-47.868706,-48.002228,-59.628426,-50.657443,-51.341591,-46.253359,-50.808880,-51.836832,-56.148298,-56.539778,-47.753961,-46.955242,-50.097800,-65.071513,-56.857221,-53.033191,-46.853367,-51.856786,-56.173512,-53.384844,-63.961919,-47.766409,-53.114314,-46.299435,-48.674788,-48.039757,-47.366132,-51.715234,-46.523817,-44.111380,-46.054735,-50.815954,-53.530802,-51.961312,-42.653233,-37.688634,-39.901798,-59.424420,-47.901616,-45.526853,-46.231545,-49.211369,-67.093827,-46.064417,-42.485334,-41.345277,-39.268370,-40.198034,-48.063484,-44.389932,-44.033300,-41.819878,-41.263696,-42.404412,-47.025011,-47.516197,-50.583700,-50.376650,-47.117905,-47.758120,-45.095437,-41.358770,-46.787561,-44.235379,-41.808193,-42.374634,-45.917420,-47.226411,-44.611884,-43.129571,-43.640369,-51.248290,-43.877578,-42.211435,-41.933645,-43.960577,-40.098485,-46.236111,-52.599334,-51.383520,-46.063700,-41.756089,-42.466622,-48.673750,-50.876440,-49.224921,-50.792319,-54.135222,-56.433215,-56.636665,-52.831978,-56.073840,-53.494235,-48.044547,-48.633380,-52.288516,-50.762068,-46.015401,-45.105337,-54.806675,-49.919869,-51.039370,-57.400752,-65.350553,-48.418595,-52.682245,-62.283666,-49.466373,-52.152710,-47.599768,-54.247189,-52.048555,-65.959209,-56.446638,-50.062536,-53.980695,0,Fileset 1: TS pulse compressed wideband pings T1
70.500,-59.718340,-51.982649,-55.697249,-53.356993,-46.627546,-64.291894,-66.661288,-52.800868,-49.692679,-52.941663,-49.092919,-52.320823,-54.288646,-59.608622,-52.396952,-45.981650,-38.707934,-43.108745,-43.802564,-46.602609,-45.905089,-48.455307,-54.272065,-47.831511,-51.405383,-53.957742,-56.834507,-61.816922,-49.349799,-57.303280,-44.367123,-46.195769,-44.733672,-47.795331,-55.709809,-52.461848,-51.364947,-49.707755,-45.792468,-45.068491,-42.736870,-44.270228,-46.476963,-50.308393,-57.043378,-52.541913,-52.392570,-50.079306,-52.028575,-49.413466,-53.935781,-44.518778,-44.620924,-51.871820,-48.088973,-48.130122,-66.612081,-46.828032,-48.825412,-53.701309,-49.469918,-49.818087,-47.100626,-52.284234,-57.382467,-69.496965,-67.432871,-49.964816,-47.394389,-48.144571,-54.874278,-58.910225,-58.776952,-48.296155,-55.455776,-54.625550,-54.376154,-60.395053,-46.620282,-48.330615,-44.304051,-51.075232,-47.160538,-53.549796,-45.635988,-41.017493,-40.023753,-42.592895,-48.138999,-55.426974,-46.379102,-39.744696,-37.267995,-42.605900,-53.451379,-44.947558,-44.447796,-45.259574,-46.617990,-54.764438,-49.974710,-43.336707,-41.436385,-40.076852,-43.620803,-48.738842,-43.345576,-41.739365,-39.851568,-39.758401,-40.585822,-45.146640,-46.152144,-46.655884,-46.304867,-45.410491,-46.259878,-43.589326,-41.226760,-50.918741,-45.979662,-42.192039,-41.618591,-43.759153,-44.292141,-42.953297,-42.261773,-45.732410,-49.488120,-42.770943,-42.559768,-41.632988,-42.839364,-41.289657,-43.610110,-50.380913,-48.272968,-43.954805,-41.472677,-44.884535,-49.945577,-47.743201,-46.495538,-47.748259,-50.568083,-51.749077,-52.323566,-49.791486,-51.760665,-54.906804,-49.524704,-47.771904,-49.539164,-48.405699,-45.432426,-47.438494,-49.722165,-51.227034,-50.883380,-61.386315,-71.158022,-48.748577,-55.643485,-55.761843,-47.986828,-58.682236,-47.997208,-51.646371,-51.871353,-63.663824,-58.217378,-52.736701,-55.477096,0,Fileset 1: TS pulse compressed wideband pings T1
71.000,-59.827732,-53.506783,-55.713541,-53.070083,-45.791099,-71.696364,-67.260490,-55.013513,-48.981754,-52.950482,-49.681746,-50.877779,-53.516905,-58.613015,-56.803736,-44.171526,-38.604917,-41.398672,-42.778433,-47.950048,-46.589194,-51.627266,-49.816687,-47.439571,-51.048133,-53.801297,-56.306822,-58.436705,-50.735562,-53.974750,-44.811009,-45.018415,-44.883814,-47.860370,-54.699475,-52.501018,-52.276202,-48.623572,-44.321017,-43.244656,-42.184791,-44.926859,-48.319777,-51.534127,-54.881506,-55.853696,-51.796995,-51.455968,-54.869612,-53.279334,-49.291452,-46.014599,-45.916417,-49.412595,-51.147714,-48.245723,-79.402884,-46.904675,-50.889028,-50.638282,-49.256363,-48.603289,-49.043762,-55.140717,-66.491028,-59.054409,-60.429794,-53.986706,-48.854745,-47.526777,-50.745871,-62.426203,-74.701844,-50.634125,-63.634961,-53.585981,-56.514656,-55.470101,-46.325905,-45.741500,-43.477542,-53.259794,-47.279935,-51.681236,-41.011283,-37.795686,-37.424287,-40.063811,-45.635706,-51.089522,-42.885502,-38.154717,-37.756192,-47.825554,-46.409748,-43.608204,-44.195807,-45.090243,-45.584408,-49.572057,-58.728234,-45.426325,-42.542230,-42.037319,-50.031264,-45.644878,-42.185182,-39.884362,-38.907737,-39.233403,-39.780679,-43.449375,-45.605098,-45.079346,-44.604387,-44.581006,-44.630206,-42.728341,-42.007757,-57.470531,-49.570092,-43.491012,-41.663526,-42.677325,-42.702814,-41.832240,-42.207468,-49.366935,-46.184524,-42.642737,-43.782223,-42.257111,-41.930519,-42.763292,-42.348280,-47.423023,-45.906182,-42.809051,-42.113641,-48.178677,-47.053673,-44.806131,-44.592241,-45.952663,-48.684553,-49.686238,-50.450599,-48.518194,-49.659465,-53.373079,-51.664031,-47.923377,-48.269335,-47.252115,-45.810474,-51.115015,-47.039741,-53.793790,-51.724979,-69.084947,-67.995645,-49.815682,-56.304975,-52.164070,-47.568917,-60.929209,-49.443995,-49.034810,-52.935847,-61.649238,-60.504410,-55.750248,-54.446829,0,Fileset 1: TS pulse compressed wideband pings T1
71.500,-60.494944,-55.164047,-54.140708,-50.964761,-45.786549,-76.263318,-68.564607,-59.077102,-48.162724,-53.610494,-51.049175,-50.163409,-53.236508,-57.881237,-60.091042,-43.561585,-39.403555,-40.716071,-42.643766,-50.302699,-47.655113,-54.389005,-47.785153,-48.039977,-51.268161,-54.108123,-56.234456,-55.468076,-52.656703,-50.806616,-46.126737,-44.705079,-45.837707,-48.603945,-53.977412,-53.109113,-52.140986,-48.000876,-43.259847,-42.173216,-42.324207,-46.489591,-51.311313,-51.739092,-53.486847,-60.618399,-52.332832,-54.042052,-57.058688,-57.434626,-46.933937,-48.663597,-48.406878,-47.436513,-54.767372,-49.326622,-65.735863,-47.965884,-53.986088,-49.180616,-49.809719,-47.993823,-52.309594,-59.148305,-56.553329,-53.265169,-54.534674,-60.752212,-51.314152,-47.893330,-48.781652,-68.928801,-57.986046,-54.214222,-67.275425,-53.320964,-59.684688,-53.023814,-46.721447,-44.308232,-43.533668,-52.566875,-48.226088,-46.186880,-38.452645,-35.912557,-35.842184,-38.404133,-43.793821,-47.308609,-40.825361,-37.436896,-39.092538,-57.493445,-43.444780,-43.111494,-44.317044,-45.236254,-45.356938,-47.295555,-61.577272,-49.259234,-44.745991,-45.450513,-54.936046,-43.464714,-40.945450,-38.662325,-38.749526,-39.462358,-39.784616,-42.251272,-45.227582,-44.572509,-43.993655,-44.040565,-43.367087,-42.619368,-43.764816,-54.426071,-56.248346,-46.000332,-42.369056,-42.226985,-41.835498,-41.091150,-42.835686,-53.904951,-44.239973,-43.299805,-45.343584,-43.605909,-41.715777,-43.328619,-42.081057,-45.296523,-44.335057,-42.443942,-43.644392,-49.330971,-44.366633,-43.238245,-43.723918,-45.223402,-47.871817,-48.915151,-49.891567,-48.343358,-48.809172,-51.345357,-53.234874,-48.878168,-48.022287,-46.998979,-47.046404,-53.922247,-45.815118,-57.944976,-53.439093,-68.684996,-64.547534,-51.235760,-53.847622,-50.101408,-48.012749,-54.087590,-52.000908,-47.678770,-54.922265,-60.941991,-61.118008,-55.696863,-52.685646,0,Fileset 1: TS pulse compressed wideband pings T1
72.000,-61.691350,-55.295736,-52.434817,-49.153823,-46.456280,-65.331514,-71.604434,-65.799975,-47.613524,-54.540150,-53.220613,-50.050716,-53.358965,-57.449293,-56.111904,-43.785072,-41.108505,-40.819404,-43.265823,-53.629408,-48.368081,-53.078985,-46.929061,-49.493108,-51.898385,-54.777153,-56.568244,-53.841599,-53.950304,-48.918019,-48.400106,-45.107813,-47.467611,-49.957035,-53.411313,-53.993677,-51.152695,-47.699215,-42.639099,-41.639226,-43.004814,-49.081363,-55.989348,-51.075807,-52.707134,-60.509483,-53.814344,-57.065112,-55.778880,-55.851756,-45.708109,-53.300651,-52.885451,-46.316464,-54.367284,-51.441232,-61.647708,-49.937208,-55.823872,-48.689995,-50.947593,-47.937241,-57.632560,-58.962779,-51.925262,-50.631362,-51.841638,-59.948848,-54.629447,-49.082088,-47.925897,-83.548338,-52.534012,-59.473527,-56.588427,-53.790509,-62.341464,-51.849101,-47.722116,-43.617555,-44.350346,-50.152803,-49.970251,-42.969874,-36.961729,-34.814084,-34.912676,-37.363838,-42.541250,-44.830096,-39.611817,-37.353046,-41.389097,-49.382976,-41.928582,-43.030547,-44.530791,-45.411167,-45.489993,-46.238065,-51.745435,-57.316025,-48.571681,-51.600575,-47.479227,-42.196641,-39.705692,-37.985877,-39.204303,-40.314992,-40.478301,-41.598392,-44.669802,-44.495910,-43.837428,-43.498976,-42.642375,-43.286796,-46.634263,-48.964660,-52.664844,-50.808816,-43.746175,-42.221310,-41.419200,-40.769980,-44.113864,-52.778710,-43.402392,-44.465071,-45.868627,-45.071822,-42.269891,-42.522061,-42.564994,-43.993262,-43.407364,-42.754964,-46.145709,-46.890302,-42.739920,-42.675419,-43.632094,-45.253123,-47.779231,-48.963937,-50.193474,-48.971401,-48.768234,-50.041710,-52.867942,-50.412969,-48.528489,-47.450029,-49.129941,-51.546253,-45.507763,-61.454919,-55.571174,-62.496990,-62.951848,-52.155074,-51.579436,-48.876746,-49.264696,-50.583543,-55.675455,-47.386198,-56.343149,-61.318781,-58.953963,-53.350990,-51.115178,0,Fileset 1: TS pulse compressed wideband pings T1
72.500,-63.444204,-53.709904,-51.218901,-47.981482,-47.828341,-59.891642,-66.435289,-62.949307,-47.543486,-55.047724,-56.466564,-50.524006,-53.888419,-57.409484,-52.283851,-44.772890,-44.119252,-41.677901,-44.681938,-56.191374,-47.889483,-50.118630,-46.841901,-51.931982,-52.911846,-55.846143,-57.364906,-53.195541,-53.191624,-47.916086,-52.081152,-46.248665,-49.462537,-51.975645,-52.960409,-54.800617,-49.944069,-47.627107,-42.421354,-41.525924,-44.194339,-53.295228,-62.306201,-50.151021,-52.379611,-55.851288,-56.217960,-56.672969,-53.078570,-52.301893,-45.261077,-62.251646,-61.691474,-45.935293,-51.103753,-55.153224,-58.909777,-52.481010,-53.330748,-48.914761,-52.445224,-48.415795,-62.387250,-54.893635,-49.624928,-49.441400,-50.577831,-54.203166,-56.737163,-51.090268,-47.831634,-67.024222,-49.579506,-58.258319,-52.278184,-55.037338,-60.909034,-51.451185,-49.377476,-43.526238,-46.035520,-48.059111,-52.750189,-41.017538,-36.125773,-34.268320,-34.471201,-36.811941,-41.788634,-43.243734,-38.980616,-37.849810,-45.178906,-44.051255,-41.171795,-43.161530,-44.814123,-45.612273,-45.740307,-45.865536,-47.847133,-60.321473,-56.328874,-57.481967,-43.530578,-41.362140,-38.618046,-37.801899,-40.193616,-41.756624,-41.887515,-41.514640,-43.977068,-44.441301,-43.751709,-42.974601,-42.518855,-44.881629,-50.148439,-45.577249,-46.654813,-63.956263,-46.112482,-42.694179,-41.405174,-40.921266,-46.170080,-48.863485,-43.426715,-45.517347,-44.424784,-45.214585,-43.591278,-41.272410,-43.695601,-43.383637,-43.047799,-43.783460,-49.644739,-44.405685,-41.967767,-42.920377,-44.154852,-45.866329,-48.264810,-49.676161,-51.198634,-50.276407,-49.350356,-49.501606,-51.521704,-52.094372,-49.636751,-48.522906,-51.973785,-48.455758,-45.906805,-57.551627,-56.463899,-59.277883,-61.733102,-51.649018,-50.226132,-48.247383,-51.479844,-48.757874,-57.632861,-48.070987,-54.657735,-62.641739,-56.340174,-51.547575,-49.811549,0,Fileset 1: TS pulse compressed wideband pings T1
