Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,Variable_index,Variable_name
170.500,-45.973550,-41.594768,-37.661062,-52.081322,-35.975589,-40.470492,-41.274616,-41.036839,-41.263361,-45.370773,-47.065713,-41.839360,-52.362599,-54.976888,-38.245120,-41.369330,-42.443914,-43.998335,-41.713735,-42.020292,-44.297179,-39.391838,-43.469786,-46.845779,-47.981083,-52.601038,-54.964632,-51.877352,-45.696840,-47.726466,-40.497909,-37.068597,-41.859322,-47.430487,-43.540861,-42.417589,-50.967497,-45.157835,-39.795174,-37.970761,-36.241491,-45.528922,-37.809978,-45.894589,-37.833226,-38.129993,-47.253210,-42.466999,-38.573411,-60.317133,-42.663848,-38.497699,-36.285601,-40.428614,-51.691112,-54.138958,-49.008242,-51.619477,-40.020727,-41.693448,-40.333755,-46.646938,-41.286719,-45.084454,-44.277480,-41.839804,-43.040591,-38.853179,-39.916865,-53.463510,-40.673419,-45.422050,-40.967877,-38.368634,-41.094910,-40.233033,-54.470372,-39.491777,-34.112769,-41.104808,-39.905142,-49.941805,-48.262223,-37.236279,-41.289291,-41.677459,-44.516511,-48.669201,-49.096189,-38.849128,-40.542383,-52.337448,-35.754413,-47.795120,-39.945666,-37.804699,-41.067394,-40.231496,-38.096188,-39.480653,-35.890631,-43.557004,-36.596823,-39.062560,-52.030324,-39.407567,-37.959473,-60.333899,-40.337083,-40.418445,-38.338118,-48.005619,-39.136787,-42.434420,-42.113900,-37.581061,-41.756661,-34.397519,-44.392645,-46.637117,-58.603406,-50.129356,-39.100077,-46.639831,-38.831119,-40.180529,-36.069298,-58.359880,-39.607203,-48.373958,-43.413134,-43.576831,-42.068715,-47.368816,-37.165208,-39.908119,-37.003730,-38.033415,-39.237014,-45.689175,-40.667713,-49.556352,-49.119249,-47.149388,-48.934233,-51.416008,-51.802722,-45.486713,-40.916380,-38.925646,-45.476998,-43.595438,-35.406456,-34.973220,-35.132640,-41.199684,-53.656911,-38.718348,-52.312571,-40.900736,-42.976006,-39.544909,-39.106236,-37.664818,-40.408392,-39.417404,-37.303943,-38.964424,-41.314948,-43.811223,-41.433665,-39.857890,-44.951835,0,Fileset 1: TS pulse compressed wideband pings T2
171.000,-46.296713,-40.833613,-39.998275,-49.609294,-36.809975,-40.117251,-40.529857,-41.607450,-43.864794,-43.288629,-48.866735,-44.294996,-49.553086,-51.863604,-39.316026,-42.825601,-42.020409,-43.055079,-40.351518,-43.715548,-41.870122,-39.735060,-42.063623,-52.811545,-50.085805,-56.588968,-62.292902,-44.891179,-42.399486,-45.629010,-37.231157,-36.517870,-41.173045,-45.640813,-43.318313,-43.049538,-49.369258,-45.648054,-41.157876,-40.748137,-38.919128,-43.178627,-37.141698,-52.744604,-38.369646,-38.281797,-57.529037,-41.063725,-39.207489,-50.303546,-41.295859,-37.034026,-36.060711,-41.733496,-48.087627,-60.403480,-51.425412,-47.936758,-42.768020,-42.358376,-42.211080,-45.980251,-39.802574,-48.008921,-41.157083,-39.304048,-39.908752,-39.577575,-39.578618,-49.993764,-41.323098,-49.087679,-40.790098,-38.536174,-41.185220,-39.484505,-47.793986,-41.237354,-33.351695,-39.114590,-40.549691,-52.008755,-45.858375,-37.760831,-43.333542,-43.297089,-48.276594,-55.757394,-51.766641,-39.502537,-42.016030,-52.061669,-35.375009,-42.397162,-39.772866,-38.389451,-44.131438,-42.991433,-38.312961,-39.321816,-34.745824,-64.701959,-39.793607,-44.303903,-44.465477,-38.758790,-39.263054,-49.144906,-39.325350,-40.496882,-37.665147,-43.282198,-39.820848,-40.976887,-40.491543,-37.575047,-42.652990,-34.112649,-44.165698,-46.343606,-55.711949,-53.601822,-39.096103,-48.708662,-40.071156,-43.027161,-34.690990,-55.761516,-40.850296,-44.615685,-43.269737,-42.616791,-45.217501,-44.773720,-36.830710,-41.169003,-39.915150,-36.151547,-41.901229,-44.271696,-42.115991,-56.348841,-42.971996,-43.392984,-45.511082,-46.702237,-55.165701,-51.145957,-43.267873,-39.891659,-44.009469,-51.068708,-34.812753,-33.840422,-35.444741,-41.022259,-57.076724,-40.557780,-46.246420,-41.931814,-45.658779,-40.836427,-39.197883,-37.560769,-37.112587,-38.299725,-38.535861,-41.020813,-43.788172,-43.499614,-42.263235,-39.345438,-44.616149,0,Fileset 1: TS pulse compressed wideband pings T2
171.500,-46.373073,-40.775637,-44.222752,-46.801524,-38.554991,-40.501890,-39.882004,-42.584664,-45.847367,-41.431453,-52.135714,-49.162644,-47.077220,-49.702386,-41.615188,-45.521763,-41.458212,-41.732588,-39.278174,-45.890026,-39.658129,-40.748054,-41.262926,-71.025325,-53.880696,-66.017806,-60.926073,-41.632742,-40.403613,-44.524732,-34.956400,-36.222894,-41.950870,-44.678339,-43.694658,-44.423461,-46.918273,-46.550948,-43.892672,-45.972583,-42.771356,-39.481686,-37.074784,-57.527322,-39.782426,-39.193536,-55.869322,-40.470704,-40.707804,-46.193249,-39.780830,-36.043013,-36.196297,-43.802250,-44.891242,-49.982650,-50.007306,-43.904180,-47.821045,-43.618902,-45.357599,-45.666667,-38.972448,-46.913286,-39.354778,-37.977189,-38.320707,-40.906014,-39.962312,-45.570059,-42.551927,-53.576389,-40.264058,-38.926251,-40.471470,-39.495859,-44.377747,-44.622997,-33.133746,-38.041090,-41.820389,-53.115908,-43.977810,-38.999290,-46.384499,-44.737588,-53.323019,-50.822450,-45.812363,-40.898195,-43.688576,-47.165537,-35.477398,-39.189586,-39.119804,-39.404011,-49.132633,-48.046786,-38.981478,-38.872105,-34.268911,-43.020271,-45.622888,-60.860313,-40.067380,-38.415749,-41.922113,-43.094219,-39.153728,-41.293035,-37.747184,-39.398664,-41.394944,-39.863070,-39.289064,-38.348965,-39.970682,-34.523664,-41.491636,-45.112817,-54.230239,-49.511296,-39.572403,-45.766198,-42.094956,-48.182251,-33.883795,-48.403437,-43.067112,-42.542454,-43.542436,-42.380679,-51.750509,-43.366010,-37.292098,-39.458601,-42.580818,-34.702483,-46.778662,-43.836096,-44.532760,-46.759714,-40.192155,-40.923858,-43.021055,-43.500443,-49.185321,-52.584657,-46.839168,-41.306361,-43.151962,-53.777790,-34.915374,-33.290475,-36.609886,-40.651223,-48.160549,-43.839839,-42.790256,-44.063947,-49.879273,-42.565689,-39.929444,-37.864081,-34.980874,-37.864735,-40.884373,-44.843947,-47.089012,-43.681982,-42.701623,-39.509257,-42.084684,0,Fileset 1: TS pulse compressed wideband pings T2
172.000,-46.042405,-41.443370,-50.308222,-44.663885,-41.663566,-41.686320,-39.533578,-43.716421,-44.134156,-40.038261,-56.536875,-65.509720,-45.649516,-48.379315,-45.258196,-50.028316,-40.520329,-40.605132,-38.498967,-47.723926,-38.183904,-42.548892,-41.111621,-51.988179,-61.056486,-64.288836,-54.113007,-39.891521,-39.353814,-44.212858,-33.636794,-36.383824,-44.823448,-44.499759,-44.614702,-46.579444,-45.271492,-47.744272,-49.146957,-64.764132,-44.973112,-37.046415,-37.651348,-47.419677,-42.269886,-41.055683,-47.992881,-40.543460,-43.400213,-43.929713,-38.474173,-35.518568,-36.748214,-46.585959,-42.915861,-45.514675,-47.002665,-41.353169,-57.677422,-45.406245,-51.011285,-45.761770,-38.785514,-43.585216,-38.458037,-37.555725,-37.731175,-42.890029,-41.092936,-42.890508,-44.515558,-50.490123,-39.761181,-39.347675,-39.389296,-40.221875,-42.383213,-51.944690,-33.468802,-37.743190,-43.953992,-51.442169,-42.878303,-41.244214,-48.305421,-44.271764,-52.273806,-45.844719,-41.963443,-43.190357,-44.848923,-43.791660,-36.107507,-37.266256,-38.380297,-40.709000,-51.787439,-55.254300,-40.116761,-38.325723,-34.340622,-37.678827,-49.565190,-46.290296,-37.484388,-38.345251,-47.278414,-39.986900,-39.761949,-42.996950,-38.567031,-37.060654,-44.091592,-39.191312,-38.566378,-40.059217,-37.123392,-35.677829,-39.295046,-43.835436,-52.472144,-45.917998,-40.272230,-42.528890,-45.100465,-52.898632,-33.709971,-45.195460,-46.463987,-41.581142,-43.955621,-42.739269,-63.668305,-42.847652,-38.601716,-36.928951,-40.968375,-33.908686,-55.744118,-44.356236,-48.376052,-42.365704,-38.966128,-39.712087,-41.653550,-41.731479,-45.152978,-46.610232,-50.630707,-42.938055,-42.765966,-45.165188,-35.757145,-33.382631,-38.812982,-40.319684,-44.481507,-50.193609,-40.676381,-47.752989,-57.823082,-44.536842,-41.366967,-38.617389,-33.773920,-38.200878,-45.120306,-53.393534,-47.395942,-44.385930,-42.283900,-40.362941,-39.722498,0,Fileset 1: TS pulse compressed wideband pings T2
172.500,-45.373592,-42.947777,-45.679237,-43.358051,-47.795535,-43.754102,-39.557668,-44.419494,-41.063813,-39.086683,-54.506478,-51.895030,-45.201375,-47.884249,-49.712678,-55.521543,-39.279073,-39.755651,-37.974670,-47.574835,-37.422394,-45.611569,-41.699986,-46.839206,-59.279323,-55.423328,-50.493108,-39.071431,-39.127815,-44.564353,-33.098962,-37.115965,-51.959196,-45.178708,-46.046902,-49.132836,-44.468215,-48.974879,-55.160920,-48.352419,-41.966303,-35.640940,-38.967141,-42.930796,-46.418226,-44.506046,-44.860439,-41.231992,-48.109724,-42.655688,-37.511798,-35.422528,-37.774154,-48.719918,-41.846553,-43.147840,-44.717387,-39.804913,-49.130438,-47.707153,-59.917104,-46.244949,-39.300101,-41.224539,-38.313262,-37.965403,-37.933085,-45.419228,-43.215929,-41.386352,-47.543871,-45.928758,-39.447323,-40.108550,-38.315780,-41.772206,-41.275402,-57.683897,-34.392195,-38.218527,-46.973728,-48.667585,-42.456808,-45.359743,-45.277525,-42.217653,-47.364985,-43.198096,-39.762949,-46.493084,-44.589004,-41.506752,-37.373181,-36.150523,-37.798023,-41.993262,-46.213685,-47.470414,-41.690664,-37.798263,-34.904431,-34.924470,-42.246858,-40.239071,-35.921360,-38.513748,-71.781916,-38.302541,-41.268483,-46.191945,-40.247829,-35.755008,-48.119893,-38.969111,-38.308941,-43.205363,-35.169329,-37.627616,-38.011427,-42.908670,-50.183220,-43.817711,-40.875442,-40.295002,-48.588621,-46.982144,-34.210704,-43.703662,-50.301119,-41.425933,-44.262926,-43.510489,-48.668742,-43.054667,-40.958801,-35.033794,-37.788305,-33.803934,-49.288316,-45.908567,-54.484186,-40.137840,-38.788947,-39.566016,-41.205248,-40.975747,-42.898819,-43.016066,-49.181246,-44.297247,-42.742356,-41.517255,-37.399327,-34.150175,-42.555608,-40.221603,-42.785291,-59.846679,-39.446883,-53.207313,-65.541588,-46.261974,-43.726986,-39.948953,-33.321502,-39.378731,-54.365036,-53.133831,-43.897697,-45.587559,-41.062529,-42.048324,-38.180511,0,Fileset 1: TS pulse compressed wideband pings T2
173.000,-44.554061,-45.361950,-40.464117,-42.786655,-55.696616,-46.376489,-39.974354,-44.046120,-38.651497,-38.531793,-49.660743,-45.335856,-45.728587,-48.318506,-49.273832,-51.525830,-38.017500,-39.099338,-37.667099,-45.678614,-37.310810,-51.693191,-43.142507,-44.218412,-52.570136,-51.286196,-48.450765,-38.958279,-39.723033,-45.434369,-33.235115,-38.490732,-60.227056,-46.865403,-47.691274,-49.762045,-44.371746,-49.871927,-47.232799,-42.098317,-38.728422,-34.978465,-41.196897,-40.345610,-51.901192,-51.906250,-43.126826,-42.560789,-51.966387,-42.026298,-36.938754,-35.713655,-39.267381,-47.132565,-41.488327,-41.932259,-43.227843,-38.958042,-43.386817,-49.749230,-49.767376,-46.976178,-40.627178,-39.893058,-38.907656,-39.300092,-38.938612,-46.679919,-47.072885,-40.716527,-50.992057,-42.979156,-39.310125,-41.727692,-37.409973,-44.448606,-40.854908,-46.447194,-35.829506,-39.573575,-48.140849,-46.260833,-42.521428,-55.906498,-41.551192,-40.054949,-43.821459,-41.752898,-38.554230,-49.088447,-43.076232,-39.851413,-39.436998,-35.613698,-37.446755,-42.684192,-42.100714,-42.261753,-43.400116,-37.329812,-35.936699,-33.375523,-37.961978,-37.111957,-35.041542,-38.912647,-47.555271,-37.589801,-44.132532,-51.800001,-43.070319,-35.193614,-49.638959,-39.188944,-38.497722,-49.594932,-33.979142,-40.094443,-37.536734,-42.389124,-48.482905,-42.618676,-41.138213,-38.795052,-48.053110,-42.589224,-35.457219,-43.256294,-49.468004,-41.866246,-44.374257,-44.415440,-43.676590,-43.865817,-44.693388,-33.857626,-35.412531,-34.387726,-43.964390,-48.750578,-52.514642,-39.145829,-39.517992,-40.383522,-41.528447,-40.961552,-41.735501,-40.963861,-45.630854,-44.783529,-43.055409,-39.777177,-39.747403,-35.616488,-48.142685,-40.360152,-42.218564,-47.781487,-38.901640,-51.464521,-52.750881,-46.951758,-47.252184,-42.152923,-33.539427,-41.579506,-50.756944,-44.313150,-40.876045,-47.033112,-39.572677,-44.914182,-37.452003,0,Fileset 1: TS pulse compressed wideband pings T2
173.500,-43.724970,-47.580134,-37.399791,-42.786069,-44.306206,-46.949616,-40.786715,-42.744012,-37.015843,-38.357635,-46.279892,-42.120084,-47.453217,-50.017657,-45.020909,-47.155015,-36.995087,-38.531911,-37.561919,-43.601228,-37.826588,-59.826456,-45.404299,-42.810335,-48.817047,-48.888557,-47.516378,-39.532055,-41.266898,-46.538555,-34.030460,-40.386000,-47.397668,-49.589064,-48.445578,-47.186183,-44.926038,-50.165871,-42.465927,-39.001573,-36.559895,-34.911920,-44.709633,-38.838890,-47.859778,-53.881812,-42.078157,-44.460430,-45.815105,-41.886988,-36.791328,-36.340298,-40.838377,-43.909532,-41.748803,-41.549901,-42.350929,-38.679457,-40.197119,-49.081800,-44.412529,-47.699928,-42.938871,-39.352561,-40.389360,-41.932482,-41.018687,-44.439227,-55.506808,-40.723715,-49.625381,-41.103436,-39.227349,-43.939117,-36.724001,-48.567621,-41.063350,-42.015106,-37.297891,-42.140038,-44.545408,-44.431843,-42.896704,-51.550037,-38.811175,-38.236327,-41.235375,-40.996621,-38.042872,-46.796556,-41.267415,-38.640505,-42.448148,-35.550301,-37.309332,-42.331720,-39.434556,-39.204067,-44.192405,-36.925308,-37.425992,-32.609424,-35.423533,-35.209945,-34.711532,-39.582503,-41.508912,-37.693620,-49.991916,-51.385126,-46.522243,-35.265182,-45.268890,-39.860691,-39.142621,-56.927708,-33.412666,-41.248901,-37.826717,-42.274905,-47.882867,-41.954797,-41.095706,-37.786326,-44.182676,-39.788058,-37.615165,-43.552606,-45.832960,-42.698288,-44.374399,-45.040175,-40.997201,-45.196933,-47.877943,-33.306794,-33.852654,-35.704244,-41.322890,-53.826900,-46.745398,-39.078004,-41.248407,-42.193160,-42.574270,-41.553568,-41.349782,-39.902795,-43.332934,-44.310893,-43.793002,-39.199861,-41.699629,-37.684841,-46.561658,-40.651548,-42.466061,-42.825961,-38.953586,-46.308623,-47.847991,-46.178167,-49.694637,-45.942438,-34.432947,-45.309266,-43.551029,-40.104132,-38.885889,-47.813176,-38.244026,-48.897318,-37.541226,0,Fileset 1: TS pulse compressed wideband pings T2
174.000,-42.950936,-45.923574,-35.608989,-43.248549,-39.313977,-44.169822,-41.961257,-41.217125,-36.047636,-38.581011,-44.002726,-40.396185,-51.183329,-54.101607,-41.764882,-44.814243,-36.381828,-37.988150,-37.683313,-41.944073,-38.977212,-47.973915,-47.312876,-42.249897,-46.535932,-47.620025,-47.630783,-40.965451,-44.140814,-47.189696,-35.599710,-41.685861,-42.882322,-51.619988,-47.387554,-44.239376,-46.138481,-49.961185,-39.775932,-37.297298,-35.322670,-35.428268,-49.922015,-38.185077,-42.818069,-44.890038,-41.672819,-45.961488,-41.315934,-42.207768,-37.137468,-37.201635,-41.156612,-41.243150,-42.580316,-41.938571,-41.991013,-38.946572,-38.254318,-46.568325,-41.328695,-48.171491,-46.276287,-39.513483,-43.262948,-47.141790,-45.010019,-41.466338,-54.402528,-41.367497,-45.776109,-39.991980,-39.030755,-43.529115,-36.285261,-50.515655,-41.949305,-39.608070,-37.714391,-46.970458,-40.768256,-43.134049,-43.457990,-43.182964,-36.897243,-36.812456,-39.252951,-40.607571,-38.100343,-43.299888,-39.721874,-37.862337,-45.401195,-35.946715,-37.331287,-41.205988,-37.678490,-37.289283,-43.092339,-36.589048,-39.330389,-32.470799,-33.872321,-34.038999,-34.927051,-40.630897,-38.284634,-38.634453,-72.085621,-45.595509,-45.459516,-35.988650,-41.615575,-41.002038,-40.280566,-45.719575,-33.446119,-39.536303,-38.966021,-42.605010,-48.368474,-41.598525,-41.030273,-37.143156,-41.039432,-37.919505,-41.011181,-44.398920,-43.169868,-43.593189,-44.373049,-45.031689,-39.565324,-47.034573,-44.608018,-33.364483,-32.981392,-37.930767,-40.102642,-65.697051,-43.528974,-39.836277,-44.346372,-45.338913,-44.414963,-42.780601,-41.620878,-39.644770,-42.263335,-43.424025,-45.186023,-39.617217,-41.057814,-39.562260,-41.671293,-41.087492,-43.463155,-40.071449,-39.587837,-43.129863,-44.927193,-44.395447,-46.493484,-52.649563,-36.137036,-51.412594,-39.951511,-37.603332,-37.737815,-46.919115,-37.288903,-47.944565,-38.623080,0,Fileset 1: TS pulse compressed wideband pings T2
174.500,-42.252716,-42.244229,-34.733669,-44.195122,-36.538150,-41.286151,-43.320182,-39.922770,-35.682243,-39.227559,-42.597851,-39.701215,-60.537551,-68.768353,-39.714013,-43.865159,-36.299798,-37.474851,-38.098157,-40.782577,-40.689537,-42.867407,-46.192881,-42.485773,-45.266304,-47.351159,-48.997795,-43.785264,-49.019556,-46.448534,-38.250556,-40.426238,-40.291861,-49.397633,-45.488837,-41.993814,-47.849667,-49.616196,-38.297930,-36.510448,-34.927966,-36.646450,-50.641837,-38.376039,-39.769252,-40.730816,-42.102842,-44.889822,-38.622213,-43.070231,-38.107071,-38.062986,-39.463548,-39.322467,-43.901578,-43.251844,-42.146537,-39.821080,-37.158036,-44.532188,-39.407321,-48.306917,-48.339585,-40.477317,-49.492545,-58.477318,-54.295043,-39.294361,-46.322777,-42.693942,-43.055727,-39.525004,-38.612323,-40.405617,-36.123509,-46.310774,-43.667005,-38.336510,-36.695948,-54.897703,-38.041927,-42.322918,-44.044760,-39.071369,-35.620328,-35.823850,-37.741666,-40.306253,-38.665512,-40.697763,-38.609319,-37.587048,-43.925865,-36.885331,-37.449195,-39.886091,-36.622726,-36.179377,-41.033546,-36.346354,-41.409375,-32.916037,-33.001115,-33.414104,-35.788954,-42.239642,-36.394862,-40.675293,-48.740158,-42.211008,-41.567374,-37.471069,-39.333693,-42.531035,-41.879894,-40.977120,-34.154332,-37.251336,-41.242328,-43.476307,-49.372154,-41.397413,-41.243440,-36.829941,-38.894809,-36.805210,-45.374229,-45.593655,-41.608329,-43.980213,-44.314240,-44.462591,-39.063033,-49.427652,-40.904619,-34.102036,-32.789090,-41.485392,-39.961391,-56.225779,-41.895448,-41.410151,-48.925947,-51.143000,-47.220676,-44.861854,-42.566290,-40.176232,-42.262066,-42.701876,-47.634242,-41.148823,-38.964087,-39.372492,-38.910270,-41.769655,-45.383071,-38.499923,-40.796285,-41.292771,-43.052762,-42.293110,-42.933586,-49.670533,-39.005870,-50.881202,-37.887124,-36.164810,-37.305519,-45.069618,-36.829177,-43.102919,-41.251905,0,Fileset 1: TS pulse compressed wideband pings T2
175.000,-41.633554,-39.225188,-34.637736,-45.545783,-34.976226,-39.295894,-44.355062,-39.019602,-35.887801,-40.236949,-42.031643,-39.916606,-55.504178,-55.278721,-38.746319,-44.046901,-36.877966,-37.068215,-38.896621,-40.082548,-42.322912,-39.915390,-43.416603,-43.676444,-44.913194,-48.163849,-52.319065,-49.761774,-49.846048,-44.468341,-42.316730,-37.758875,-38.720927,-46.024961,-43.664880,-40.447905,-49.002910,-49.431785,-37.769246,-36.482875,-35.372253,-38.828592,-45.503497,-39.553444,-37.946061,-38.362986,-43.591561,-42.125762,-37.038172,-44.679526,-39.935484,-38.495787,-37.135330,-38.032535,-45.390715,-46.005138,-42.858061,-41.433928,-36.768187,-43.354631,-38.234413,-48.058251,-45.431994,-42.597007,-60.987576,-46.499211,-50.354194,-37.973757,-42.331124,-44.730425,-41.407270,-39.672888,-38.024654,-37.913993,-36.273273,-42.680013,-46.244070,-37.925145,-35.183795,-46.499861,-36.204461,-41.970691,-44.302236,-36.495146,-34.886825,-35.326714,-36.676589,-39.871294,-39.639421,-38.885745,-37.957232,-37.873731,-40.102139,-38.578339,-37.610157,-38.712921,-36.205473,-35.762767,-39.120357,-36.250809,-42.788517,-33.950961,-32.669267,-33.267278,-37.522030,-44.618275,-35.432143,-44.705592,-43.413498,-40.298414,-38.796723,-39.748079,-38.075204,-43.913721,-43.464058,-38.393075,-35.665649,-35.695057,-45.397035,-45.050957,-49.608930,-41.266037,-41.896203,-36.870794,-37.541026,-36.453266,-44.626836,-46.848420,-40.995124,-43.460989,-43.910894,-43.709512,-39.394847,-51.828948,-38.705113,-35.597742,-33.330454,-45.942642,-40.897858,-49.779062,-41.351473,-43.597220,-48.536246,-56.278296,-50.574531,-48.048618,-44.324541,-41.613422,-43.325539,-42.523569,-51.144472,-44.137492,-37.308896,-37.402609,-37.615427,-42.758933,-48.780603,-37.799886,-42.261195,-40.410028,-41.860469,-40.327259,-40.652005,-43.372386,-43.414475,-45.475135,-36.773620,-35.580990,-37.537033,-43.408558,-36.973923,-39.669225,-47.514576,0,Fileset 1: TS pulse compressed wideband pings T2
175.500,-42.074211,-38.026170,-36.121961,-47.020561,-35.217901,-38.940833,-45.058692,-39.162368,-37.384677,-42.154660,-43.287234,-41.764867,-48.626794,-49.068075,-39.586615,-45.890916,-38.740435,-37.358027,-40.764298,-40.773371,-42.855567,-38.708110,-41.858721,-47.256710,-46.276428,-51.160354,-61.665652,-59.625200,-44.791282,-43.211666,-45.100347,-36.314626,-38.728153,-44.273966,-42.978620,-40.427755,-48.920228,-50.333714,-38.879884,-37.873904,-37.478085,-43.277861,-42.989038,-43.125207,-37.889299,-37.922130,-46.994706,-40.477528,-37.158905,-48.477041,-43.978001,-39.111531,-36.074816,-38.105471,-47.111168,-52.821804,-44.860578,-44.592105,-37.948015,-43.778502,-38.616142,-48.167665,-42.861342,-47.574111,-46.352836,-41.780350,-43.943325,-38.375702,-40.833057,-47.722644,-41.533418,-41.453760,-38.406027,-37.375847,-37.776491,-41.247173,-48.627382,-39.317893,-34.832633,-41.829889,-35.929608,-42.915978,-44.741759,-35.646297,-35.278537,-35.853944,-36.591877,-39.954002,-41.726942,-38.729107,-38.644067,-39.452928,-37.764021,-42.249566,-38.544518,-38.606382,-37.263939,-36.914111,-38.660168,-37.450276,-43.435813,-36.687905,-33.855928,-34.505860,-41.471846,-48.249549,-35.920251,-56.158193,-41.191701,-39.837948,-37.722142,-42.694010,-38.577287,-44.923910,-44.633810,-37.907823,-38.869203,-35.788624,-52.585853,-48.295104,-49.420257,-41.932594,-43.608404,-38.041364,-37.564673,-37.480576,-41.305994,-48.846892,-42.137248,-43.109612,-43.470769,-43.527640,-41.060449,-51.723260,-38.522047,-38.611336,-35.622924,-44.761329,-43.906953,-46.938919,-42.289459,-45.532676,-44.740916,-49.249860,-51.952540,-52.037116,-48.146601,-45.268246,-46.649858,-44.178954,-51.454354,-49.127586,-37.393430,-36.406253,-38.249763,-44.709434,-56.202070,-38.980427,-43.941420,-41.500843,-42.415424,-39.638796,-40.415084,-40.855708,-45.567849,-43.678215,-37.321845,-36.639698,-39.342606,-43.379751,-38.898803,-38.574745,-59.074436,0,Fileset 1: TS pulse compressed wideband pings T2
176.000,-42.500157,-37.528050,-38.414528,-46.236247,-36.073459,-39.269114,-44.845099,-39.631961,-39.145355,-42.923493,-45.389767,-44.714242,-45.349566,-46.112579,-41.420503,-48.986423,-41.714257,-37.963220,-42.769686,-41.810483,-41.519418,-38.196705,-41.050850,-53.786505,-48.709212,-55.552332,-60.552324,-48.345923,-41.653443,-42.268473,-41.829531,-35.527718,-39.596681,-43.297623,-42.531943,-40.832644,-47.576954,-51.396286,-41.001785,-39.993218,-40.618871,-49.167057,-41.815331,-49.367252,-38.400832,-38.164800,-50.751831,-39.414622,-37.893785,-54.625575,-49.117558,-39.043019,-35.510354,-38.612028,-47.281266,-60.151448,-47.184894,-47.522387,-39.798285,-44.629698,-39.361356,-47.803263,-41.293431,-55.526118,-42.044687,-39.571772,-41.144796,-39.444244,-40.221816,-48.192257,-42.270255,-43.831667,-38.931714,-37.507853,-39.568836,-40.570514,-46.749950,-41.498163,-34.846910,-39.530118,-36.240472,-44.174330,-44.637530,-35.362054,-36.143106,-36.870821,-36.961431,-39.970368,-43.249614,-38.945208,-39.729052,-41.160280,-36.266253,-48.420233,-39.444172,-38.737111,-38.949230,-38.717237,-38.670430,-38.850715,-42.695633,-39.757340,-35.395305,-36.108295,-48.326817,-49.333990,-37.092487,-52.298493,-40.219592,-40.143978,-37.436042,-42.705796,-39.706745,-44.427978,-44.020007,-38.232555,-41.883468,-36.658536,-49.120142,-53.179743,-49.906332,-42.700783,-44.886497,-39.637534,-38.096475,-39.400255,-39.241851,-50.642641,-44.103835,-42.753271,-42.568683,-43.476729,-43.701237,-48.636292,-39.216699,-40.551088,-38.543838,-41.176429,-49.023209,-45.411080,-43.993385,-44.635812,-42.458915,-46.082300,-49.835432,-50.942281,-51.956996,-51.079925,-52.019951,-46.799235,-47.442080,-48.828725,-38.243412,-36.038815,-39.789771,-46.410660,-64.135434,-40.768137,-43.320482,-43.156501,-43.368077,-39.375730,-40.947408,-39.704807,-41.863687,-43.487728,-38.459610,-38.401600,-41.716856,-43.961397,-41.596135,-38.380529,-44.934950,0,Fileset 1: TS pulse compressed wideband pings T2
