Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,Variable_index,Variable_name
54.500,-56.416936,-56.779814,-54.260953,-50.639883,-50.277201,-58.153670,-59.743497,-56.581841,-55.938295,-52.364393,-49.038442,-52.897025,-52.467377,-51.932384,-58.543729,-46.098276,-55.469145,-46.155217,-48.347872,-57.609472,-60.345147,-49.689810,-48.784169,-46.798054,-49.970170,-49.926712,-52.172079,-49.210160,-48.930257,-55.716373,-62.251492,-46.944870,-51.361709,-49.427837,-55.357730,-52.487931,-48.260929,-47.605162,-44.130411,-42.818363,-44.810288,-49.830763,-48.969741,-46.321122,-47.668159,-55.796294,-54.424286,-55.458147,-51.289453,-55.779302,-41.468568,-46.239979,-47.074845,-43.149938,-62.718979,-47.331916,-59.299212,-55.517624,-65.379838,-48.423391,-48.019623,-47.861211,-52.748811,-67.436848,-56.974897,-56.218545,-54.978177,-51.582511,-48.943769,-47.101153,-49.096281,-61.024865,-42.041500,-51.217096,-43.875091,-58.311492,-58.243606,-46.472954,-56.970197,-46.470278,-49.603920,-57.840906,-49.336422,-38.532440,-38.209468,-38.072491,-38.206005,-37.915435,-37.792924,-38.234543,-37.960547,-38.596826,-43.535576,-54.273986,-41.322256,-39.665464,-41.024968,-41.009050,-39.956586,-41.259714,-51.017027,-49.331387,-44.934834,-49.372434,-49.764129,-41.305034,-40.554444,-43.985317,-46.883446,-48.047320,-49.820635,-44.530903,-40.618248,-40.379589,-40.328396,-40.310263,-44.508174,-62.440391,-51.758105,-66.680796,-53.410229,-47.828085,-47.182115,-42.450107,-40.663065,-42.933107,-53.288437,-47.553694,-52.287255,-48.611752,-47.295897,-46.767323,-47.264919,-53.961137,-49.379805,-43.427694,-42.239904,-49.127567,-50.076885,-52.721939,-48.493574,-45.058727,-43.969908,-44.170184,-44.515758,-44.531010,-44.581019,-46.156230,-48.567827,-52.870599,-49.810377,-48.917075,-49.791193,-49.238301,-58.158718,-54.064672,-44.381151,-55.894816,-61.256790,-58.394653,-59.907269,-47.154047,-53.227699,-40.779332,-50.025020,-54.103490,-50.877989,-62.751777,-61.766551,-55.721710,-54.189843,-48.065538,-41.519095,0,Fileset 1: TS pulse compressed wideband pings T1
55.000,-57.123414,-56.028080,-52.428152,-48.547211,-53.408239,-57.606546,-60.054791,-55.456499,-54.055039,-54.137884,-49.924640,-53.866044,-53.669764,-53.062393,-69.435185,-45.608048,-66.076877,-48.963823,-51.626220,-61.456987,-58.421155,-50.394997,-47.378344,-47.241183,-49.663029,-49.565995,-52.852863,-48.869364,-49.958114,-53.459745,-54.917502,-49.853999,-52.040321,-50.225281,-54.196899,-53.704964,-48.477654,-46.263735,-42.867756,-42.839941,-46.301333,-48.793814,-46.043517,-45.329435,-48.785839,-59.754558,-55.764841,-54.928352,-51.134259,-52.948138,-42.517767,-44.551001,-45.788430,-43.639335,-55.523190,-47.635793,-57.021985,-53.866830,-71.692155,-48.034789,-48.269709,-47.540431,-54.612610,-70.961460,-57.278697,-55.870555,-55.698264,-52.348588,-50.209195,-47.908312,-48.639567,-59.908542,-41.130528,-47.651003,-42.439953,-55.902876,-57.017044,-46.850312,-63.247071,-48.537293,-55.158661,-56.379733,-49.477003,-37.360159,-37.626617,-37.845734,-38.074192,-37.768766,-37.413602,-37.170397,-37.458329,-39.235330,-47.923806,-46.044057,-39.576976,-39.964081,-42.648860,-42.687094,-40.334615,-39.762051,-44.443370,-68.742221,-51.775123,-68.430619,-43.993692,-40.004775,-41.422697,-45.414369,-45.563842,-45.939515,-48.296004,-47.392264,-41.391772,-40.053403,-39.855755,-41.091962,-48.024908,-51.302391,-50.082475,-54.539653,-62.568889,-51.291722,-51.319834,-44.590717,-41.924550,-46.142238,-52.161466,-45.813258,-52.689917,-49.260950,-47.929406,-47.138613,-47.265224,-53.378861,-46.302047,-45.446468,-44.872666,-52.959135,-46.298504,-51.657967,-47.591565,-45.244165,-44.724848,-45.116914,-44.879043,-44.542796,-44.256773,-45.605047,-47.669109,-51.662864,-49.293852,-46.368879,-47.398729,-49.217003,-49.477329,-51.681713,-44.026053,-61.516206,-57.976926,-57.510825,-57.988011,-47.832931,-50.875315,-41.031444,-59.562140,-49.717326,-53.943563,-57.846094,-61.433849,-55.338286,-53.507953,-46.722744,-40.523472,0,Fileset 1: TS pulse compressed wideband pings T1
55.500,-56.697693,-55.629491,-50.754018,-47.498489,-49.268092,-57.213514,-59.781812,-55.280697,-52.498379,-54.736294,-51.944029,-54.615689,-55.054369,-54.629137,-68.346813,-45.964873,-52.724964,-52.005842,-53.648755,-55.065794,-57.339583,-49.862341,-46.875165,-48.665252,-49.764914,-49.729477,-54.071893,-48.083835,-51.575777,-52.783932,-49.609654,-55.610301,-48.747806,-50.767446,-53.584551,-54.234691,-47.662725,-45.241267,-41.893894,-42.028148,-45.686884,-45.535254,-44.328499,-44.970125,-50.924607,-58.574534,-58.119113,-54.530135,-49.875688,-51.765311,-44.594013,-42.978287,-43.968128,-44.522857,-51.989070,-48.647249,-54.759441,-52.902431,-70.871565,-48.573315,-48.397789,-47.585451,-56.125865,-67.104424,-55.998292,-54.398633,-55.193811,-51.870230,-50.722188,-49.178938,-48.868917,-58.259050,-40.910873,-44.502669,-41.757023,-54.294316,-56.529277,-47.501282,-58.823359,-51.525158,-59.163571,-53.650988,-49.284291,-36.705693,-37.533403,-38.234092,-38.575701,-38.289010,-37.635508,-36.684210,-37.516570,-40.857533,-58.916738,-41.764471,-38.781454,-41.263382,-45.896258,-46.042737,-41.682700,-39.134630,-40.918278,-48.258462,-58.933909,-48.501335,-40.783971,-39.523311,-42.915772,-45.058045,-43.584495,-43.970090,-45.394676,-49.603244,-43.038732,-40.433437,-40.109465,-42.786834,-51.144742,-46.943462,-49.175976,-50.202130,-55.527681,-53.176268,-55.081448,-48.982246,-44.459903,-50.966393,-46.760915,-45.502488,-54.779754,-50.824615,-48.697993,-47.754736,-47.923110,-54.518984,-44.316928,-46.236927,-47.780907,-48.327124,-44.591592,-52.033509,-47.732236,-46.107120,-45.974750,-46.872000,-46.277115,-45.552537,-44.841970,-45.999920,-47.903001,-51.901910,-50.052225,-45.212916,-44.760634,-46.163915,-45.683482,-50.300433,-44.670433,-55.908600,-56.689515,-57.591661,-56.583914,-47.760515,-50.082947,-42.213990,-52.043454,-47.912919,-53.236892,-55.176720,-61.980658,-55.575868,-51.411621,-46.396949,-40.274529,0,Fileset 1: TS pulse compressed wideband pings T1
56.000,-55.808959,-55.436571,-49.783873,-47.415917,-45.259709,-56.252482,-57.772456,-56.129268,-51.501772,-52.974809,-55.082912,-54.722912,-55.842704,-55.840091,-62.161274,-47.136420,-47.964388,-51.009259,-51.191359,-51.195685,-56.960681,-48.409985,-47.267885,-51.045893,-50.146422,-50.287266,-55.546248,-47.313145,-53.071330,-53.486610,-46.807689,-67.460514,-46.158800,-50.616284,-53.553421,-53.414743,-45.989973,-44.679274,-41.322954,-40.815252,-43.581448,-43.077839,-43.551365,-45.327114,-54.097790,-54.592581,-58.079016,-54.177287,-48.407751,-51.985834,-47.771240,-41.964637,-42.530479,-45.592554,-50.282192,-50.236013,-53.150168,-52.604382,-64.922607,-50.173560,-48.466361,-47.922085,-55.756575,-65.325915,-54.204052,-52.985007,-53.992687,-50.627150,-49.823473,-50.372418,-49.942508,-56.575823,-41.423685,-42.491872,-41.822188,-53.499754,-56.452978,-48.324557,-53.418118,-51.781720,-51.507797,-51.768914,-48.755209,-36.596846,-38.041390,-39.383962,-39.931639,-39.682056,-38.597620,-36.801926,-38.266539,-44.119452,-49.048387,-39.214349,-38.821042,-43.962682,-52.731832,-53.277148,-44.383166,-39.297875,-38.806724,-42.237483,-45.673813,-42.346883,-38.866323,-39.789221,-44.610080,-43.429265,-42.199494,-42.835585,-43.459794,-48.212178,-45.758628,-41.557244,-41.126353,-45.518905,-48.601372,-44.908917,-49.494653,-48.355948,-51.360447,-50.947659,-51.091357,-59.962227,-48.783635,-51.362069,-43.807130,-46.509881,-59.951532,-52.984876,-48.872107,-48.088034,-49.163318,-57.984447,-43.458775,-44.809688,-47.208956,-44.387306,-44.245035,-54.106769,-48.915399,-47.425548,-47.027141,-48.679643,-48.775292,-47.659368,-46.368279,-47.371551,-49.301021,-53.703160,-52.314733,-45.138994,-43.158849,-43.743783,-43.938074,-50.290694,-46.392613,-51.609645,-56.705751,-57.741755,-55.610229,-46.856480,-50.560689,-44.474614,-46.483000,-47.645681,-50.082230,-54.121941,-62.083475,-56.473500,-49.616011,-46.918001,-40.665116,0,Fileset 1: TS pulse compressed wideband pings T1
56.500,-55.443505,-54.857406,-49.638261,-48.294714,-42.850012,-54.583476,-55.054786,-57.798451,-51.173995,-50.570781,-57.304421,-54.269538,-55.363010,-55.542426,-60.675012,-48.982604,-45.603809,-47.739358,-48.296261,-49.227317,-56.956653,-47.000686,-48.635012,-53.123828,-50.517909,-50.893852,-56.369704,-46.879432,-52.888731,-55.815521,-45.461010,-54.662116,-44.896365,-49.754656,-54.218458,-52.025692,-44.226355,-44.669061,-41.154826,-39.719647,-41.653199,-41.639474,-43.605338,-46.499299,-55.434117,-52.123218,-55.952032,-53.673630,-47.351327,-53.820836,-49.974126,-41.580043,-41.670664,-46.446266,-49.783132,-51.644142,-52.215843,-52.751521,-61.187662,-53.042028,-48.617165,-48.256923,-54.326401,-65.808082,-52.825808,-52.193834,-52.984726,-49.558910,-48.315359,-50.360259,-52.109954,-55.191418,-42.740426,-41.475228,-42.664791,-53.514687,-56.286329,-49.046980,-50.523612,-48.182786,-47.277346,-50.837317,-48.129817,-37.092826,-39.361995,-41.646052,-42.680984,-42.470408,-40.635166,-37.614978,-40.000653,-51.903322,-42.408317,-37.683489,-39.724122,-49.408712,-57.211482,-57.005221,-49.642218,-40.304703,-37.607670,-38.894324,-40.583092,-38.915796,-37.781891,-40.783021,-45.326732,-41.957294,-41.606853,-42.508093,-42.554546,-45.661205,-49.473123,-43.541633,-43.021168,-48.670273,-45.250507,-44.235418,-51.453617,-47.904817,-49.625261,-48.672133,-47.320879,-52.499713,-52.025537,-47.448560,-42.433528,-49.096025,-78.041572,-53.784396,-47.948477,-47.520633,-50.692193,-65.040614,-43.613595,-42.905925,-44.205862,-42.232496,-45.116885,-58.650029,-51.272834,-48.461086,-46.831493,-48.563044,-51.411482,-50.681771,-48.817556,-49.857424,-52.218551,-58.031951,-56.444437,-46.048090,-42.569285,-42.453071,-43.518871,-51.785968,-49.225416,-49.516661,-57.390712,-56.896447,-54.934703,-45.686084,-52.461920,-47.841098,-43.824718,-48.729273,-47.837999,-54.341825,-60.943413,-58.119637,-48.586444,-48.091273,-41.540893,0,Fileset 1: TS pulse compressed wideband pings T1
57.000,-56.246944,-53.432129,-50.404168,-50.354108,-41.600144,-52.789384,-52.754011,-58.347197,-51.654173,-48.697036,-55.259391,-53.751981,-54.107487,-54.040983,-60.373753,-50.684462,-44.586697,-45.358874,-46.516905,-48.541751,-56.764628,-46.124195,-51.216895,-51.831937,-50.521813,-50.994799,-55.496802,-46.918266,-51.127655,-60.944842,-45.268512,-49.623166,-44.818243,-48.635014,-55.787458,-50.979496,-42.832756,-45.353630,-41.365696,-39.025837,-40.411022,-41.090797,-44.514655,-48.632118,-52.038777,-51.092091,-55.207532,-52.931970,-46.934004,-58.604831,-47.368187,-41.837806,-41.392264,-46.699879,-50.319100,-51.358233,-51.845503,-52.918925,-58.616501,-56.132836,-49.029162,-48.144267,-53.414157,-68.263783,-52.159870,-52.208310,-52.595710,-49.108764,-47.108349,-48.976683,-55.734656,-54.233166,-44.996166,-41.414729,-44.415039,-54.399056,-55.617083,-49.170961,-49.122459,-45.084880,-45.033511,-50.745642,-47.725722,-38.389719,-42.082182,-46.288944,-48.992894,-48.700313,-44.744057,-39.409618,-43.599567,-54.074219,-38.696363,-36.956890,-41.806684,-60.375578,-47.595990,-47.427881,-58.534263,-42.476237,-37.172868,-36.813001,-37.572584,-36.782230,-37.398852,-42.596058,-44.437051,-41.206444,-41.861527,-42.952343,-42.594848,-43.923796,-50.849156,-46.689541,-46.115107,-48.645243,-43.290921,-44.721517,-56.627834,-48.614888,-49.109007,-47.656314,-45.340860,-46.033819,-47.554158,-44.952604,-42.312682,-53.769140,-58.636611,-51.689688,-46.471758,-46.198476,-51.572119,-60.081400,-44.824260,-41.661501,-41.968746,-41.367230,-47.484244,-62.543647,-54.723237,-48.106246,-45.490444,-46.567528,-50.423887,-51.890169,-51.200548,-53.252549,-57.661689,-73.268767,-57.437873,-47.776138,-42.948618,-42.205972,-44.315588,-55.429321,-51.546403,-48.932458,-57.400287,-55.199183,-54.317718,-44.732199,-56.642686,-49.882197,-42.757553,-51.624892,-46.782395,-55.644816,-59.593014,-60.815563,-48.376993,-49.390481,-42.547655,0,Fileset 1: TS pulse compressed wideband pings T1
57.500,-59.137788,-51.557831,-52.204228,-54.295848,-41.355215,-51.409419,-51.184015,-55.424157,-53.247114,-47.601551,-52.755049,-53.593167,-52.961433,-52.560190,-60.368869,-50.263415,-44.651625,-44.074581,-45.814410,-49.033813,-55.797743,-45.960216,-54.930090,-49.105602,-50.040070,-50.340363,-53.629411,-47.462905,-49.383388,-66.218455,-46.350824,-47.208543,-45.910704,-47.740467,-58.379392,-50.718802,-42.014281,-47.029362,-41.884081,-38.865175,-39.939312,-41.419183,-46.361865,-51.339262,-48.657225,-51.433245,-56.503912,-52.105740,-47.277658,-79.644673,-44.136379,-42.808758,-41.721151,-46.437850,-51.842479,-49.663504,-51.777168,-52.515429,-56.751145,-54.175765,-49.871106,-47.374706,-53.724306,-67.719678,-52.362440,-53.220590,-53.073467,-49.437467,-46.581854,-47.369604,-58.540254,-53.737893,-47.897843,-42.440589,-47.316744,-56.238401,-54.579713,-48.379853,-48.959541,-43.180653,-44.082597,-51.426168,-47.835109,-41.045757,-48.351077,-64.229220,-58.227462,-55.278365,-53.130204,-43.050507,-53.339429,-43.095363,-36.369481,-37.027963,-46.063527,-48.449784,-43.394086,-43.375510,-48.962575,-46.886326,-37.564320,-35.620698,-35.717506,-35.563985,-37.764407,-45.158476,-43.070738,-41.354541,-42.986981,-44.006661,-43.515531,-43.144965,-47.633421,-50.435404,-50.138123,-45.795209,-42.581768,-46.370998,-68.152982,-50.548597,-49.488070,-48.009717,-44.762970,-43.015906,-43.878822,-43.725434,-43.516357,-53.362737,-52.926207,-49.109734,-45.188784,-44.789975,-50.421902,-53.909157,-46.883293,-41.362093,-40.908473,-41.673508,-51.556407,-55.845999,-55.140861,-46.482287,-44.010452,-44.620651,-47.295765,-49.081422,-50.356127,-53.983409,-60.230557,-60.544371,-52.224413,-49.065098,-44.359401,-43.049836,-46.552457,-61.146616,-49.359832,-49.820769,-55.622219,-53.570426,-53.335277,-44.235309,-64.743374,-47.149760,-43.036102,-58.884586,-46.903764,-56.920710,-59.008759,-65.246645,-49.037492,-49.614420,-43.016303,0,Fileset 1: TS pulse compressed wideband pings T1
58.000,-66.059368,-49.913376,-54.531873,-59.960188,-42.144600,-50.677697,-50.363632,-51.853205,-56.686262,-47.334350,-51.729605,-54.000116,-52.405364,-51.740585,-61.386416,-48.166147,-45.793688,-43.762075,-46.078304,-50.738896,-54.117444,-46.568993,-55.227921,-47.285648,-49.329565,-49.361876,-51.976818,-48.271827,-48.373805,-57.618062,-49.383794,-46.298335,-47.937499,-47.397920,-59.656278,-51.516370,-41.889997,-50.252914,-42.447512,-39.279671,-40.265924,-42.674019,-48.574947,-50.971232,-46.488988,-53.495489,-57.952769,-51.451023,-48.415752,-56.857855,-42.125241,-44.538431,-42.689532,-46.103068,-53.447484,-48.195132,-51.470204,-51.379604,-55.613129,-50.440982,-51.053082,-46.304494,-55.900531,-62.066604,-53.561865,-55.358417,-54.604708,-50.445839,-46.862090,-46.279281,-54.781252,-53.577100,-48.335946,-44.770736,-50.716738,-58.084600,-53.641340,-46.980091,-50.231901,-42.342170,-44.234753,-52.516467,-48.694613,-47.034634,-57.691817,-46.392155,-43.418204,-42.866614,-45.040628,-51.352134,-48.209037,-38.174147,-34.981785,-38.047028,-57.099062,-43.309390,-41.329255,-41.435535,-43.944739,-59.443069,-39.028020,-35.234626,-34.744229,-35.160304,-39.097351,-46.950127,-42.238403,-42.552927,-44.627838,-44.838427,-44.900697,-43.176425,-44.750939,-49.099213,-49.401790,-43.606537,-42.991505,-48.439340,-53.641193,-53.627625,-50.980164,-50.180796,-45.491903,-41.692495,-42.000361,-43.388049,-46.398795,-47.583906,-50.002893,-47.404639,-44.520066,-43.800877,-47.938014,-50.435710,-47.454016,-42.182968,-41.018986,-43.291269,-51.106412,-51.278048,-51.107148,-44.763540,-42.983786,-43.457876,-45.057231,-46.335031,-47.689219,-50.938554,-53.974786,-53.798493,-48.519616,-47.467932,-46.417241,-45.041793,-49.871128,-55.709683,-46.153209,-52.704813,-53.254231,-52.438585,-51.661288,-44.275370,-57.791377,-44.245595,-44.863113,-62.091676,-48.384681,-55.299368,-59.230830,-69.013626,-50.481985,-48.241885,-42.503124,0,Fileset 1: TS pulse compressed wideband pings T1
58.500,-61.279534,-49.006652,-54.409617,-55.806923,-44.173898,-50.697720,-50.287981,-49.324146,-62.895858,-48.077783,-52.672340,-55.106060,-52.786441,-51.990417,-62.288633,-46.523145,-47.980777,-44.406794,-47.164642,-52.893811,-52.437516,-47.866144,-51.555966,-46.830237,-48.857125,-48.750144,-51.134696,-48.735933,-48.379966,-53.016611,-57.445808,-46.759642,-48.792079,-48.001522,-56.171935,-53.731316,-42.715890,-54.655073,-42.611647,-40.295912,-41.508222,-44.796839,-48.406448,-47.445919,-45.517093,-58.538113,-55.737811,-51.258602,-50.066930,-50.862743,-41.408678,-46.847030,-44.416727,-46.114242,-52.266602,-47.855347,-50.559348,-50.177985,-55.636644,-48.201300,-51.726668,-45.613465,-60.990282,-58.451967,-55.560067,-57.408873,-56.905887,-51.317646,-48.013126,-46.053438,-51.217053,-53.488023,-45.516285,-48.245868,-50.271021,-56.776521,-53.191415,-45.662445,-53.999257,-42.636263,-45.623098,-52.784959,-50.551717,-57.884380,-42.995696,-39.660773,-38.073697,-37.622188,-38.704567,-46.301416,-39.934551,-35.257577,-34.513520,-40.588563,-49.528145,-40.948764,-40.804502,-41.027927,-41.625217,-49.965910,-42.379548,-35.865343,-34.729648,-35.759924,-42.071930,-45.612318,-42.437337,-44.779873,-44.955568,-43.999328,-45.130338,-43.734042,-43.182623,-45.190152,-45.386523,-42.666199,-44.367018,-47.479396,-48.390343,-55.196584,-54.499760,-56.326362,-47.763721,-41.769882,-41.634092,-43.933524,-49.684370,-44.089213,-48.790608,-46.992662,-44.851746,-43.645345,-45.716157,-48.559876,-44.562264,-44.409968,-42.523002,-46.313473,-46.036956,-48.855635,-48.065024,-43.748965,-42.742303,-43.358887,-44.219677,-45.023275,-46.001363,-48.756939,-50.717177,-50.883137,-46.526157,-44.639369,-46.472194,-47.017981,-48.572005,-50.503158,-44.323400,-58.216066,-51.642160,-51.805172,-49.653669,-44.883885,-52.331765,-42.881773,-48.877755,-51.886802,-51.536586,-52.183424,-58.863407,-64.078397,-51.843243,-46.577735,-41.702100,0,Fileset 1: TS pulse compressed wideband pings T1
59.000,-54.818526,-48.992503,-51.607079,-51.431417,-46.806858,-51.106747,-50.565476,-47.924141,-57.960986,-49.986151,-56.793269,-56.660580,-54.342461,-53.695467,-58.571623,-46.008305,-49.192497,-45.528984,-47.935797,-51.586622,-51.166765,-48.778928,-49.163216,-47.854649,-48.848123,-48.845753,-51.262385,-48.289879,-49.399526,-50.859064,-55.962627,-48.694468,-46.286600,-49.994336,-52.428542,-56.267886,-44.675691,-50.958935,-41.926510,-41.447888,-43.371471,-46.133942,-45.729450,-44.665332,-45.683144,-60.998635,-53.801065,-51.437570,-50.569209,-47.932719,-41.930605,-48.199643,-46.734551,-46.385074,-49.207166,-49.074007,-49.282876,-49.442177,-57.358814,-47.472269,-50.380452,-45.720568,-58.676651,-57.372856,-55.921270,-55.713089,-57.110141,-50.376798,-49.302093,-46.724169,-49.521420,-53.030767,-43.189574,-49.563756,-47.448085,-53.819259,-52.995242,-44.820807,-65.714959,-44.151097,-48.175808,-51.288918,-52.556933,-42.765630,-37.759928,-36.090687,-35.056190,-34.617900,-35.158541,-39.262131,-35.831563,-33.562781,-34.993337,-46.189098,-43.099245,-40.231023,-41.695476,-42.034448,-40.945599,-43.583007,-50.520647,-37.802032,-35.794803,-37.643727,-48.092876,-43.421385,-43.647412,-45.546000,-42.748950,-41.933629,-43.160502,-43.788159,-42.584240,-42.633251,-42.757937,-42.689869,-45.131782,-44.252553,-46.009908,-52.862478,-59.181688,-66.213482,-50.765319,-43.098772,-42.587603,-45.261208,-46.147041,-42.412395,-49.193220,-48.172807,-46.415277,-44.541090,-44.317513,-47.889905,-41.485412,-46.527685,-45.196548,-47.047797,-42.834928,-48.096353,-46.627618,-43.680202,-43.325334,-44.342309,-44.826340,-45.186323,-45.745883,-48.277785,-49.867778,-50.115872,-45.877741,-42.537482,-43.556612,-45.109716,-44.258591,-47.940194,-43.980275,-54.903611,-51.077301,-51.069073,-47.798185,-45.591431,-49.909539,-43.080287,-50.598123,-48.202087,-52.966826,-49.998378,-56.068396,-60.149170,-50.943935,-45.496919,-41.467738,0,Fileset 1: TS pulse compressed wideband pings T1
59.500,-51.657487,-49.740574,-49.433393,-49.666972,-46.406354,-51.067045,-50.441179,-47.555672,-52.226605,-53.007309,-67.685235,-58.000608,-57.534853,-57.936609,-55.398999,-46.741543,-47.021986,-45.719746,-46.710227,-48.200648,-50.331502,-48.008249,-48.519489,-50.307176,-49.410691,-49.835399,-52.552129,-47.571092,-50.992620,-50.413785,-48.032166,-51.798773,-43.525711,-54.438915,-50.018343,-54.208521,-47.312800,-45.940577,-40.729014,-41.780235,-44.448505,-44.676805,-43.582063,-43.228971,-47.072236,-54.226604,-54.190052,-51.419044,-49.136986,-46.805776,-43.727724,-47.383989,-48.845146,-46.353577,-46.979662,-52.549815,-48.320056,-49.278963,-62.056738,-48.230678,-47.926559,-47.007184,-52.621007,-58.963811,-53.610911,-53.071971,-54.832515,-48.471157,-48.985920,-48.022065,-49.538363,-52.293332,-42.190599,-48.077585,-45.870686,-51.934890,-52.270369,-44.665430,-58.373732,-46.765328,-49.855813,-49.557634,-51.462893,-37.718642,-34.934831,-34.113521,-33.421739,-32.991211,-33.166610,-35.696652,-33.558961,-32.898578,-36.693058,-59.087587,-40.368269,-40.924075,-44.096969,-44.508792,-41.651550,-40.917450,-52.863552,-41.894110,-38.396643,-41.718815,-50.980479,-42.207253,-44.772525,-42.848679,-40.435996,-40.268302,-41.060664,-42.707290,-42.519272,-41.340612,-41.475980,-43.060914,-43.461592,-42.052551,-45.622518,-51.182594,-55.438809,-52.912870,-49.581913,-45.060974,-44.416615,-46.277510,-42.091496,-42.278290,-51.852659,-51.877218,-49.130511,-46.659845,-43.957659,-48.301078,-39.595462,-44.161152,-45.778705,-43.442567,-41.423388,-49.138823,-46.740032,-44.747889,-44.661234,-46.214205,-47.128578,-47.019647,-47.145490,-49.789015,-51.369447,-51.525951,-46.507955,-41.542453,-41.010090,-41.898352,-41.605563,-47.386756,-45.328551,-49.711839,-51.383685,-49.801139,-46.512182,-45.489911,-49.541735,-44.956391,-45.354901,-47.163247,-48.997302,-49.286244,-52.772585,-58.267800,-48.718708,-45.235296,-42.371989,0,Fileset 1: TS pulse compressed wideband pings T1
60.000,-50.350599,-50.330947,-48.545872,-49.634493,-43.550622,-50.111298,-49.501126,-47.931744,-49.254067,-54.776728,-55.377329,-58.581882,-62.417525,-68.777103,-54.547740,-48.320332,-44.554522,-44.241622,-44.511852,-45.891575,-49.587636,-46.576687,-49.336354,-51.222293,-50.469647,-51.672556,-55.205864,-47.335876,-51.557402,-51.160360,-44.814976,-51.500998,-41.841966,-61.784366,-48.772485,-50.620276,-47.129081,-42.983081,-39.584348,-41.005957,-43.428903,-42.668362,-42.662594,-42.906171,-49.508809,-50.893795,-56.663256,-50.436349,-47.644980,-47.021462,-46.171915,-46.077043,-49.203084,-45.408183,-46.068809,-56.955550,-48.073337,-49.190345,-80.262170,-50.279797,-45.852603,-49.747262,-49.556090,-63.459066,-51.627906,-51.881928,-53.302438,-47.238483,-47.274981,-48.638999,-51.118933,-51.765672,-42.309059,-47.294307,-45.565379,-51.313360,-50.628113,-45.147050,-51.959123,-48.128035,-47.817558,-48.731945,-48.432061,-35.144110,-33.508892,-33.260988,-32.865522,-32.435939,-32.295079,-33.817841,-32.520075,-33.171648,-40.170341,-45.427258,-39.453058,-42.807056,-46.957838,-47.017603,-43.391745,-40.044327,-43.526305,-50.691216,-43.663473,-52.071124,-44.153227,-41.853129,-43.440655,-40.216338,-39.140950,-39.538042,-39.939278,-41.349136,-42.335866,-40.834880,-41.017183,-42.649611,-41.242187,-41.315564,-47.281311,-51.536382,-52.501580,-49.318640,-46.323188,-45.034867,-44.765090,-44.705851,-39.974664,-43.670184,-59.475783,-60.939336,-50.078401,-49.013428,-44.757408,-49.545419,-38.880822,-40.808976,-42.625230,-40.687941,-41.481896,-52.643598,-48.525569,-46.987117,-46.042596,-47.367192,-50.284053,-50.174367,-50.323431,-54.295379,-56.626678,-56.152181,-48.289714,-41.594000,-39.679017,-39.895925,-40.559993,-48.834279,-48.880713,-47.259863,-51.430831,-48.311093,-45.926593,-44.352520,-51.194062,-47.822736,-41.938057,-48.123585,-45.820374,-50.125401,-50.446342,-57.917849,-47.122530,-45.653063,-44.629130,0,Fileset 1: TS pulse compressed wideband pings T1
