Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,Variable_index,Variable_name
186.000,-54.355270,-48.229730,-51.458911,-52.940556,-55.235620,-52.053591,-54.692382,-49.378075,-53.686780,-51.111081,-56.003279,-49.232506,-58.575357,-54.630063,-52.662833,-48.519196,-54.907594,-40.606275,-47.372047,-52.273786,-46.740990,-41.610157,-47.127371,-59.109047,-47.975147,-54.372787,-64.078947,-53.654712,-48.902226,-52.931540,-53.775977,-43.952420,-50.216828,-48.897530,-49.088308,-49.215233,-52.685515,-61.256739,-49.617620,-51.648080,-63.160041,-54.690722,-64.268888,-52.994513,-52.424192,-48.260107,-55.125024,-49.235920,-49.850947,-55.873593,-59.328347,-45.999771,-45.745988,-49.723125,-59.442861,-62.783788,-47.942886,-47.014502,-49.214191,-56.760078,-56.282057,-58.303106,-51.289237,-55.133245,-50.782971,-50.819960,-52.955903,-49.902302,-48.810508,-58.104105,-52.868569,-51.007081,-46.753712,-49.372840,-47.579930,-50.265286,-48.706939,-57.510661,-49.521303,-52.572278,-44.144647,-63.454315,-62.483748,-47.642057,-44.882556,-47.916722,-44.288388,-43.461789,-51.754348,-58.484813,-52.455326,-44.099766,-62.939183,-44.021835,-46.373752,-49.909823,-46.773314,-48.065518,-49.738240,-52.684965,-49.265883,-46.798332,-53.046281,-46.953132,-47.436927,-51.600967,-49.848382,-48.667697,-45.602562,-46.261378,-46.574225,-52.638971,-49.865268,-50.986204,-53.767442,-46.288855,-51.362296,-48.713472,-50.246021,-49.223335,-52.780026,-44.826171,-54.780473,-42.914767,-45.263453,-55.245616,-49.061329,-52.675670,-52.782808,-51.361662,-43.594333,-51.453164,-41.168081,-45.982384,-47.968904,-58.694612,-56.612467,-51.457373,-49.913251,-49.216215,-46.763637,-47.130457,-52.298906,-60.321757,-69.754042,-60.462827,-59.907519,-57.936875,-54.476002,-54.816787,-52.118930,-53.500967,-47.439553,-48.111742,-58.649064,-58.466357,-57.930471,-51.377822,-52.196603,-55.115070,-55.204423,-46.015276,-51.314362,-53.987368,-57.070740,-57.700783,-49.346244,-48.440883,-49.800730,-65.825600,-56.914163,-52.633824,-60.782121,0,Fileset 1: TS pulse compressed wideband pings T2
186.500,-53.574346,-48.905214,-52.982811,-50.835134,-57.107723,-52.343640,-55.237101,-48.247137,-51.212404,-48.745379,-61.997145,-52.057689,-54.469172,-53.865476,-54.461237,-49.523757,-47.627783,-42.421585,-49.539546,-51.991928,-46.441398,-43.018079,-47.556484,-61.406989,-50.808044,-60.011735,-67.872750,-51.934952,-47.962122,-51.656783,-52.876671,-43.403782,-48.003856,-48.873679,-47.815578,-49.267392,-52.202043,-59.521201,-52.558439,-52.402097,-53.814551,-54.820366,-61.067472,-50.991460,-50.846968,-49.133805,-54.334622,-48.999532,-52.063460,-59.175569,-78.696925,-46.313400,-45.277093,-48.578544,-62.959654,-59.533997,-48.513543,-47.307505,-51.550600,-56.639011,-53.953057,-56.131726,-51.246534,-55.468479,-49.528236,-49.762276,-51.118624,-52.747071,-48.417587,-55.271913,-53.164861,-51.560335,-46.827823,-48.714404,-48.076279,-49.985648,-49.033374,-57.064993,-50.175753,-51.945051,-44.904327,-59.246796,-61.660283,-47.992001,-47.096348,-47.271988,-42.408910,-41.864355,-48.810033,-56.533851,-51.105115,-44.226204,-55.357632,-45.495339,-47.262465,-47.412946,-48.478017,-50.085238,-48.461164,-55.372383,-51.518651,-45.413260,-48.458182,-45.003409,-47.048716,-53.557872,-51.716648,-46.447458,-45.709795,-47.818951,-47.986533,-50.744215,-51.541921,-48.835399,-50.442380,-46.902218,-49.188112,-52.214802,-50.166015,-49.946735,-55.226966,-45.264385,-48.505876,-44.133541,-45.484238,-65.800408,-49.726977,-56.572948,-53.515270,-52.775167,-42.771914,-49.381800,-41.701177,-45.392617,-49.746422,-54.429856,-53.168246,-50.971223,-49.073855,-47.470970,-46.739419,-47.827072,-53.092991,-59.747982,-72.331936,-60.414271,-61.236569,-63.394238,-58.548289,-56.719698,-50.484671,-53.920287,-49.087231,-48.894427,-57.675007,-64.896474,-59.797767,-53.777117,-51.846989,-56.081782,-56.057347,-47.167823,-53.272239,-52.248519,-56.002978,-55.510180,-50.716927,-48.977504,-49.935388,-65.451294,-59.749992,-54.994209,-55.992184,0,Fileset 1: TS pulse compressed wideband pings T2
187.000,-52.711542,-50.178857,-52.374551,-49.012863,-57.602392,-52.828679,-55.613387,-47.655409,-49.434175,-47.217710,-81.957011,-54.064194,-51.721141,-53.765965,-57.811796,-51.096718,-42.644227,-45.560522,-49.756931,-52.503853,-46.167188,-45.874375,-48.805975,-62.506346,-56.418403,-67.925755,-61.287402,-50.429117,-47.822784,-51.407347,-53.008371,-43.692227,-47.026999,-49.740741,-47.655648,-49.853774,-52.328597,-57.952238,-51.866532,-51.689245,-49.996756,-55.904984,-58.067950,-49.692166,-49.852631,-50.692704,-51.291346,-49.170587,-55.210321,-66.245199,-60.162491,-46.706998,-45.130936,-47.743766,-65.287416,-56.359471,-49.251403,-47.008099,-53.286273,-57.669480,-52.588700,-54.926055,-52.171972,-51.820866,-48.855774,-49.344385,-50.057186,-57.630255,-48.780555,-52.905869,-53.775612,-52.047536,-47.711803,-47.852810,-49.217759,-50.127280,-49.596194,-55.917026,-51.492510,-52.762310,-46.695813,-55.795317,-59.637637,-48.335646,-49.389876,-45.515735,-41.184436,-40.965536,-46.865515,-54.294876,-49.967996,-44.602411,-51.872107,-46.634700,-48.986159,-45.994211,-51.416967,-53.623354,-47.986126,-60.758335,-53.673987,-44.808768,-45.866970,-43.957799,-46.373778,-52.230481,-53.922417,-44.848305,-45.933388,-50.052036,-50.565521,-49.925683,-54.399331,-47.687064,-48.587287,-48.313279,-47.769282,-58.746112,-51.294752,-50.917296,-51.962238,-46.676688,-45.464868,-46.464349,-46.375261,-56.186656,-51.455905,-63.944530,-53.403386,-50.833082,-42.868023,-48.347930,-42.807729,-45.564532,-51.907247,-51.960211,-50.465042,-51.687850,-49.486338,-46.849557,-46.369672,-48.802994,-54.158584,-58.877241,-71.715564,-60.355447,-60.271858,-62.661556,-69.557091,-59.099571,-49.972598,-54.273150,-52.075020,-50.709364,-55.692404,-67.821520,-63.295888,-58.508726,-51.542387,-57.325406,-56.729658,-49.507922,-56.328195,-51.371561,-56.154829,-54.738680,-53.513862,-49.385545,-49.720704,-65.242384,-58.065341,-55.989637,-53.596028,0,Fileset 1: TS pulse compressed wideband pings T2
187.500,-51.849557,-51.591668,-50.079699,-47.592478,-55.675651,-52.683723,-55.576250,-47.550807,-48.418839,-46.399699,-60.038199,-51.703488,-49.816131,-54.117059,-62.948114,-52.511738,-39.845589,-49.155881,-47.555659,-53.779559,-45.840372,-50.225410,-50.747202,-61.039854,-62.489687,-57.472195,-56.865058,-49.235839,-48.314472,-51.952901,-53.924023,-44.746961,-46.774918,-51.585874,-48.412443,-50.741978,-52.907802,-56.456577,-48.417757,-50.391808,-47.926878,-57.673861,-56.042874,-49.012240,-49.326319,-52.725997,-48.519345,-49.565147,-56.979783,-72.026077,-54.541521,-46.832055,-45.071468,-47.070978,-61.620016,-54.041553,-49.679486,-46.266635,-51.805121,-59.883511,-51.712509,-54.406148,-54.105378,-48.522049,-48.580770,-49.377101,-49.510204,-59.150450,-49.822358,-51.162764,-54.332059,-52.070233,-49.510482,-46.954455,-50.869136,-50.570175,-50.173101,-54.473234,-53.374318,-55.221452,-50.051265,-53.269682,-57.465363,-48.637189,-48.862862,-43.010716,-40.134889,-40.434620,-45.462947,-52.601224,-48.774816,-45.146923,-50.174390,-46.360175,-51.314795,-45.205204,-56.278860,-60.142755,-48.075384,-65.629802,-53.624259,-44.703522,-44.137998,-43.395056,-45.459998,-49.335876,-54.695739,-43.592218,-46.120608,-52.808292,-55.247620,-49.855401,-58.934309,-47.117673,-47.442171,-50.663258,-47.061338,-78.314977,-53.646055,-51.640920,-47.604478,-49.400690,-43.680381,-50.754695,-47.850709,-51.006455,-54.567378,-60.094114,-52.239320,-48.028491,-43.860361,-48.112614,-44.373219,-46.506367,-53.784912,-50.655525,-48.670496,-53.562911,-51.200506,-46.999462,-45.644531,-49.177436,-54.577153,-57.238242,-67.399237,-60.323605,-58.392691,-56.795888,-61.434017,-59.220577,-50.363032,-53.466249,-57.425528,-53.787146,-54.274201,-57.885522,-70.291737,-71.967263,-51.336248,-57.422123,-56.761185,-53.180513,-57.816438,-50.974179,-57.080947,-55.133363,-59.260718,-49.314626,-48.827779,-63.673092,-54.508089,-53.670222,-52.085055,0,Fileset 1: TS pulse compressed wideband pings T2
188.000,-51.462570,-52.383748,-47.949232,-46.923057,-53.677669,-51.591429,-54.973651,-48.399565,-48.393749,-46.582589,-54.471085,-48.302273,-48.830962,-55.245617,-60.994988,-52.228211,-38.507540,-46.806901,-45.278110,-56.456189,-45.754130,-49.028111,-53.212897,-58.550828,-53.466599,-52.610412,-54.463917,-48.721033,-49.844748,-53.841860,-55.785318,-47.283177,-47.283401,-55.480969,-50.683903,-51.935478,-54.165099,-55.392827,-45.559614,-49.476052,-47.156537,-58.920889,-55.185819,-49.304001,-49.582586,-54.491136,-46.752865,-50.379809,-54.214319,-60.474172,-51.736764,-46.787188,-45.271427,-46.828421,-57.269821,-52.688267,-49.648968,-45.763660,-48.983586,-64.495689,-51.484022,-54.839642,-57.903527,-46.354448,-49.048332,-50.223771,-49.750580,-53.208608,-52.199794,-50.198802,-54.842504,-51.854905,-53.452169,-46.478838,-52.998049,-51.574884,-50.821586,-53.425948,-55.612932,-60.752194,-58.486373,-51.692514,-56.006018,-49.300589,-45.637992,-40.681519,-39.394859,-40.471551,-44.694682,-51.782628,-47.714656,-46.305212,-49.669050,-45.072233,-52.524070,-45.258931,-59.831231,-61.034804,-49.102629,-56.749961,-51.577335,-45.401110,-43.232092,-43.562422,-44.850374,-46.972001,-52.987814,-42.839414,-46.732370,-56.045492,-69.347667,-50.812509,-61.399272,-47.326428,-47.122491,-55.222673,-47.401285,-57.870584,-56.462787,-51.981302,-44.763758,-55.727192,-42.990881,-62.429271,-50.302426,-48.459049,-59.747097,-53.995069,-50.990647,-46.155347,-46.655120,-49.115687,-46.410492,-48.704386,-54.533711,-50.422552,-47.892334,-57.525749,-55.450431,-48.292097,-45.116925,-48.379301,-53.637123,-55.350076,-63.965125,-60.180991,-56.846013,-53.333208,-54.286759,-56.482321,-52.275633,-51.620843,-64.792114,-58.637095,-54.125621,-53.159596,-64.685485,-58.522570,-51.678412,-55.760867,-56.556081,-55.242014,-54.524229,-51.297574,-58.789836,-57.342524,-61.665315,-48.946472,-47.759371,-61.209054,-51.950008,-50.917627,-51.286311,0,Fileset 1: TS pulse compressed wideband pings T2
188.500,-51.637929,-51.317955,-46.442715,-47.074254,-52.702974,-49.860726,-53.263759,-50.539140,-49.209044,-47.872818,-51.553147,-45.853903,-48.641497,-57.135567,-55.363245,-50.074119,-38.262698,-42.454840,-43.732867,-61.188837,-45.723670,-43.829809,-53.559733,-56.189258,-48.902164,-50.178838,-53.388658,-48.945008,-52.598585,-57.771070,-57.191438,-52.812592,-48.259739,-64.057862,-55.528474,-52.507140,-55.362191,-54.690459,-43.583304,-48.942227,-47.538713,-56.851870,-55.382746,-50.709311,-50.597704,-53.237793,-45.868421,-51.231494,-50.859461,-55.695863,-50.311240,-46.468397,-45.522651,-46.952206,-54.093375,-52.035404,-48.928423,-45.723629,-46.721392,-70.562743,-51.859485,-56.232975,-63.433204,-45.136573,-50.420676,-52.036053,-50.860808,-49.196949,-56.295738,-49.915288,-54.952155,-51.520316,-63.930119,-46.407381,-53.655934,-52.684423,-51.040403,-52.915309,-55.971744,-59.635346,-59.993403,-50.885151,-55.381722,-50.117738,-42.539664,-38.831331,-38.900854,-41.025533,-44.442274,-51.749733,-46.732552,-48.248749,-49.750691,-43.726332,-49.554381,-46.173166,-53.828227,-53.879544,-51.277434,-51.707468,-49.517020,-47.021475,-43.038604,-44.529010,-44.693864,-45.327873,-50.698711,-42.470546,-48.015286,-57.395233,-59.542307,-52.797500,-56.231229,-48.235663,-47.571991,-65.542931,-48.926761,-53.269463,-55.326382,-51.835889,-43.222002,-61.506463,-43.295520,-53.706994,-52.833202,-47.260656,-60.038903,-50.742054,-50.168876,-45.364740,-53.495301,-51.858970,-47.457301,-51.352592,-53.644131,-51.103031,-48.131391,-66.801993,-62.773277,-51.367251,-44.920062,-46.685952,-51.702066,-53.620412,-61.551985,-59.621640,-55.769951,-51.607724,-50.764649,-53.857573,-56.823706,-49.557914,-57.118371,-58.282728,-55.670409,-50.532092,-58.005802,-52.244411,-52.678936,-53.605670,-56.429632,-51.111899,-51.188888,-52.410528,-60.548545,-62.645121,-53.085467,-48.298741,-46.842976,-59.019506,-50.422674,-49.032564,-51.009254,0,Fileset 1: TS pulse compressed wideband pings T2
189.000,-52.543297,-49.436621,-45.796255,-48.331819,-53.190130,-48.410773,-50.979982,-55.089359,-50.782993,-50.802225,-50.281269,-44.541200,-49.324817,-59.492734,-51.917418,-48.176624,-39.191076,-39.840059,-43.185300,-62.337012,-45.553060,-40.691698,-51.182358,-54.556816,-46.815707,-49.292370,-53.503182,-50.182582,-56.246937,-61.857051,-56.105157,-70.238025,-49.880273,-60.985093,-61.826928,-51.709557,-54.858088,-54.442366,-42.575213,-48.545759,-49.420489,-53.883649,-56.645895,-53.856462,-52.423618,-50.473842,-45.908018,-51.519509,-48.790727,-53.192764,-50.046242,-46.147747,-45.735681,-47.531421,-52.175776,-52.025353,-47.956017,-46.437616,-45.495601,-62.586919,-53.043628,-58.808420,-60.145216,-45.002548,-53.180947,-54.963220,-53.226247,-46.974085,-57.138167,-50.496515,-54.675678,-51.418304,-57.432664,-46.735896,-51.623230,-52.815778,-50.652365,-53.232051,-54.403143,-53.048972,-50.316733,-50.887492,-55.831308,-50.346372,-40.422367,-37.715975,-38.855821,-42.272382,-44.846513,-52.437066,-46.034498,-51.445062,-49.607695,-43.083338,-46.152638,-48.313992,-49.952645,-50.388983,-55.384115,-48.919824,-48.341734,-50.101217,-43.757103,-46.616497,-45.235272,-44.455235,-49.228805,-42.621358,-50.356455,-54.506439,-53.124115,-55.855180,-52.819888,-49.952635,-48.940462,-59.580273,-52.309983,-51.633521,-52.373637,-51.782430,-42.958143,-50.723149,-44.902327,-47.249232,-52.086161,-47.224210,-56.275229,-49.187466,-50.054549,-45.823652,-58.470590,-58.449817,-46.461276,-49.948343,-52.142140,-53.030844,-49.750976,-68.133893,-54.639571,-59.726722,-45.152621,-45.143698,-49.984363,-52.506095,-59.863073,-59.114304,-55.536086,-51.318296,-49.092637,-52.406674,-70.522045,-48.099268,-53.185456,-54.151254,-59.961370,-49.448313,-54.640571,-49.205442,-54.445220,-52.213231,-56.787092,-47.710680,-49.343663,-54.756186,-61.428219,-64.738819,-48.865604,-47.706465,-46.477485,-57.742044,-49.992349,-48.273257,-51.400877,0,Fileset 1: TS pulse compressed wideband pings T2
189.500,-54.169826,-48.217272,-46.228731,-51.026689,-55.819163,-47.856960,-49.122722,-67.423431,-52.828688,-55.879830,-50.565166,-44.424214,-50.900333,-60.625325,-50.169026,-47.360475,-41.728291,-38.830912,-43.798028,-56.603851,-45.183794,-39.371584,-49.227796,-54.015446,-46.491160,-49.786431,-54.865305,-52.738553,-56.229134,-56.908710,-54.542424,-52.212515,-52.931898,-54.811190,-54.323305,-50.460259,-53.165929,-54.959383,-42.735183,-47.986672,-53.475362,-52.126748,-58.605506,-60.142209,-54.650484,-48.689152,-47.064631,-51.091931,-48.155556,-52.316828,-50.992591,-46.248830,-45.938971,-48.639609,-51.572378,-52.825671,-47.363779,-48.150258,-45.496045,-58.015142,-55.247151,-62.502523,-55.744880,-46.249547,-57.460196,-56.852432,-56.846319,-46.221389,-52.706153,-52.215199,-54.391043,-51.885011,-50.866595,-47.423029,-49.489051,-51.684845,-50.162776,-54.806583,-53.356476,-49.771765,-46.897890,-51.841249,-57.839298,-49.365985,-39.420572,-37.534397,-39.559570,-44.497511,-46.152071,-53.358228,-45.917351,-56.769918,-48.610680,-43.565920,-44.182583,-52.578711,-48.237153,-48.969552,-64.671522,-47.760161,-48.276745,-55.845589,-45.716034,-50.193910,-46.808254,-44.392576,-48.815490,-43.558076,-52.933985,-50.875915,-50.195165,-58.802919,-51.426104,-52.638689,-51.445896,-54.224563,-60.086944,-51.962027,-50.653775,-52.509891,-44.186844,-46.726209,-48.556960,-44.537583,-49.453795,-48.515895,-54.938073,-49.203524,-50.722507,-47.741683,-48.448997,-67.814158,-45.140838,-46.414855,-50.767727,-57.236261,-53.468501,-59.947280,-49.604033,-60.466951,-45.742567,-44.416926,-49.108342,-52.329264,-59.118414,-59.006678,-56.573633,-52.486472,-48.961839,-52.309010,-59.320743,-47.733648,-51.958840,-52.480038,-61.429915,-49.927047,-53.297736,-48.025430,-56.358027,-52.049100,-57.912084,-46.167872,-48.981430,-59.217106,-61.949540,-57.672183,-46.974265,-47.580419,-46.981318,-57.635300,-50.884620,-48.841273,-52.652633,0,Fileset 1: TS pulse compressed wideband pings T2
190.000,-55.413014,-47.744537,-47.430418,-54.538892,-62.507622,-48.050320,-47.846937,-60.827009,-54.112757,-56.180946,-52.089448,-45.154940,-52.394514,-59.328053,-49.506598,-47.280663,-46.446359,-38.858694,-45.165551,-53.057833,-44.486466,-39.216173,-48.243830,-54.238141,-47.305446,-51.170462,-56.963719,-55.859666,-53.067503,-53.027268,-53.874429,-47.408303,-56.213022,-52.239561,-50.132861,-49.514708,-51.747587,-56.159302,-43.804653,-46.973563,-57.936690,-51.469840,-59.008799,-61.531001,-55.350269,-47.868772,-49.177539,-50.305927,-48.516635,-52.511802,-52.705851,-46.660994,-45.897676,-49.739714,-51.841077,-54.336570,-47.107680,-50.307852,-46.390475,-55.880109,-57.769588,-64.267067,-53.527564,-48.774923,-58.299844,-54.509210,-57.734937,-46.440934,-49.758186,-54.685820,-54.066965,-52.660265,-48.008118,-47.961670,-48.173791,-50.251827,-49.810397,-57.691674,-53.156500,-48.287225,-45.477659,-53.515878,-62.059500,-47.601530,-39.129083,-37.998123,-40.847702,-47.647741,-48.152988,-53.240044,-46.177446,-60.278812,-47.025916,-45.037245,-43.235483,-61.425138,-47.685816,-48.647841,-67.164347,-47.622376,-48.901718,-62.298830,-48.843446,-54.346005,-49.480115,-44.651863,-48.939529,-45.057745,-51.036386,-47.972774,-48.239150,-57.886275,-51.119499,-55.702589,-54.881649,-52.153721,-66.996691,-53.672289,-50.153466,-54.007823,-46.949482,-45.028681,-55.975691,-43.413752,-47.440969,-50.734210,-55.487495,-50.507060,-51.583862,-50.606370,-44.679295,-55.188228,-44.417065,-43.975189,-49.388303,-66.605244,-60.228903,-57.932150,-47.250156,-51.527578,-46.012119,-44.370471,-48.871657,-52.801914,-59.342543,-59.093924,-58.626693,-54.975010,-49.983723,-53.163820,-53.648096,-48.319779,-51.961405,-52.782762,-55.448140,-51.649455,-53.137335,-47.980732,-56.490594,-52.860365,-59.235073,-45.893513,-49.719127,-66.584150,-63.447051,-54.212513,-46.345327,-47.808833,-48.056348,-58.399512,-52.909134,-50.579860,-54.160162,0,Fileset 1: TS pulse compressed wideband pings T2
190.500,-55.220587,-48.079193,-49.396644,-55.619269,-67.320762,-49.103361,-47.376537,-54.646097,-54.279945,-51.841603,-55.190018,-46.830952,-52.594010,-57.776324,-49.904448,-47.952583,-54.064156,-39.929330,-47.018641,-51.288771,-43.894515,-40.167911,-48.231895,-55.160271,-49.135728,-53.076619,-58.859748,-56.639615,-50.988190,-51.150623,-54.301905,-45.407613,-53.518499,-51.453301,-48.376017,-49.295279,-51.135694,-57.976666,-45.910818,-46.011653,-54.792993,-52.016384,-57.034606,-55.473640,-54.360421,-47.913236,-52.429913,-49.844058,-49.834362,-53.722386,-54.935695,-47.520518,-45.878659,-50.569095,-52.942691,-56.827707,-47.290924,-51.866658,-48.177063,-55.177055,-59.151662,-62.741728,-52.742869,-52.840389,-54.918124,-51.872531,-54.875147,-47.621791,-48.310297,-57.038738,-53.919516,-53.673280,-46.858742,-48.274372,-47.819710,-49.394310,-49.955791,-62.144378,-53.891828,-48.157906,-45.327340,-56.168418,-72.554637,-46.038544,-39.548987,-39.254730,-42.967880,-52.497045,-51.067511,-52.218289,-46.937819,-54.867774,-45.781822,-47.837637,-43.149209,-61.312212,-48.030325,-49.233286,-57.983449,-48.447327,-50.073463,-56.385141,-53.435268,-54.830282,-53.964917,-45.098256,-49.458169,-47.102014,-47.328598,-46.084289,-46.857013,-55.258255,-51.612959,-57.909877,-59.136556,-51.640886,-55.864153,-56.889077,-50.814060,-55.956453,-52.628973,-44.746181,-59.635491,-43.419074,-46.355263,-52.629294,-58.216969,-53.249664,-52.162434,-52.452555,-43.077263,-50.980178,-44.647677,-42.798401,-48.258625,-63.675662,-61.070461,-59.115129,-46.547624,-48.299687,-45.830512,-45.077305,-49.372571,-53.922023,-60.857022,-59.876180,-61.486176,-59.455087,-52.390393,-54.779970,-51.177654,-50.089437,-52.464943,-55.127241,-51.956271,-54.492846,-54.105796,-49.089282,-55.258646,-54.738941,-59.924841,-46.847920,-51.772935,-65.283641,-67.511134,-52.912103,-46.799069,-48.614641,-49.472396,-59.966829,-56.232168,-53.978704,-55.155685,0,Fileset 1: TS pulse compressed wideband pings T2
191.000,-53.866451,-48.957835,-51.717784,-52.820127,-56.464410,-50.768547,-47.561131,-52.085852,-54.054335,-49.200646,-60.796886,-49.382086,-51.359921,-56.758659,-51.159643,-49.128634,-48.843639,-41.879727,-48.233942,-50.481020,-43.462002,-41.978966,-48.842045,-56.516546,-51.359437,-54.157887,-58.687187,-54.180186,-49.950931,-50.360875,-55.389865,-44.647376,-49.717446,-51.661094,-47.891421,-49.634171,-51.038929,-58.903776,-49.056423,-45.257771,-51.145003,-53.823747,-54.708309,-52.204701,-53.164582,-48.472918,-55.646329,-49.697115,-51.842906,-55.552583,-56.831157,-48.556359,-45.837896,-50.767907,-54.741337,-59.829174,-47.627120,-51.489928,-50.442889,-55.278549,-58.294574,-61.424874,-52.786302,-56.616319,-52.249762,-50.117592,-52.338429,-49.546282,-47.679318,-57.121779,-53.794613,-54.402993,-46.642233,-48.176180,-48.133638,-49.051177,-50.487568,-63.927573,-55.456478,-49.082288,-45.975497,-59.930981,-66.443969,-44.812419,-40.470307,-41.311849,-46.090285,-61.465018,-55.054430,-50.983703,-48.050864,-50.862353,-45.010789,-52.063259,-43.616416,-54.050759,-48.868003,-50.400473,-54.599402,-50.071238,-51.199368,-52.605795,-56.989644,-52.217379,-57.518124,-45.388658,-50.001737,-48.955730,-44.606292,-44.968645,-45.853621,-53.057922,-52.428370,-58.043144,-61.529643,-51.947794,-52.185579,-61.701235,-51.606301,-56.041840,-72.894827,-45.350570,-51.121672,-44.159699,-45.787563,-51.673142,-64.122782,-56.974328,-51.792144,-50.603035,-42.627889,-48.970225,-45.630309,-42.398033,-47.386580,-57.012446,-55.208583,-64.319650,-46.804385,-46.887616,-45.227581,-46.212776,-50.389193,-55.304203,-63.625252,-61.621720,-64.189683,-64.665379,-56.540670,-56.080833,-50.075838,-53.244933,-52.543822,-60.383628,-50.006486,-56.340881,-56.221207,-51.324216,-53.923149,-57.285681,-59.292600,-48.858614,-55.270282,-60.305077,-71.612455,-52.877938,-48.104574,-49.933072,-50.224502,-61.447721,-59.955516,-60.081682,-54.925331,0,Fileset 1: TS pulse compressed wideband pings T2
191.500,-52.452332,-50.313827,-53.575571,-50.086790,-51.923494,-52.544352,-48.392402,-50.970698,-53.963276,-47.838283,-73.474383,-52.997239,-49.865468,-56.245968,-53.317067,-50.482213,-43.964499,-44.495546,-47.723585,-50.274835,-43.239439,-44.380114,-49.871123,-58.353762,-52.620364,-53.565954,-57.144391,-51.682675,-49.624088,-50.292662,-56.527529,-44.627490,-47.437503,-52.522867,-48.259733,-50.454860,-51.302341,-57.482675,-53.945436,-44.825830,-49.079960,-57.735491,-52.993009,-50.406240,-52.441047,-49.379459,-55.180287,-49.837381,-54.371515,-57.223258,-57.676418,-49.416734,-45.775031,-50.458229,-57.598602,-61.504313,-47.938638,-50.029483,-52.279522,-56.076231,-56.705732,-61.239497,-53.479307,-54.809044,-50.504327,-49.057410,-50.640911,-52.148510,-47.575244,-55.385830,-53.630387,-54.493196,-47.110456,-47.795187,-49.010183,-49.132238,-51.353408,-59.830268,-58.024175,-51.228189,-47.255311,-65.085634,-59.839263,-43.938620,-41.892913,-44.573909,-51.229504,-59.409505,-61.109484,-49.989021,-49.555022,-48.272219,-44.727169,-54.230814,-44.609452,-50.841028,-49.949576,-51.935012,-52.985335,-52.730324,-51.615899,-50.648615,-54.304758,-50.242069,-52.871074,-45.435465,-50.339752,-49.366401,-42.836541,-44.483926,-45.263779,-51.304934,-53.124058,-57.382677,-60.054181,-52.800258,-50.503127,-65.846837,-50.966935,-53.554900,-53.706928,-46.736046,-47.259912,-45.512702,-45.486474,-49.415440,-62.819014,-58.595505,-50.684046,-47.984208,-43.072450,-48.158252,-47.079998,-42.479062,-46.860770,-53.866658,-52.198296,-67.839595,-47.605557,-46.383004,-44.525945,-47.427406,-51.685653,-56.434962,-67.612189,-64.598520,-65.607502,-61.412344,-63.756883,-55.597802,-49.867799,-59.295312,-51.997439,-69.783186,-48.871484,-54.268173,-60.162919,-55.089152,-52.943729,-58.762350,-58.121112,-51.894519,-59.034925,-57.654013,-64.874063,-53.822210,-50.250822,-51.756376,-49.616812,-61.488085,-60.037909,-64.801532,-54.031353,0,Fileset 1: TS pulse compressed wideband pings T2
