Region_ID,Region_name,Region_class,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
1,"Region 1","070kHz_FishTracks",139,0.020224,746,750,0.000000,20220727, 15:54:16.5080,999.00000000,999.00000000,0.00000439846807,5,-51.365838,14.950392,1.2729,-0.035117,0.510000,0.6492,0.020224,16.500000,14.925774,14.958643,14.891771,-0.039662,1.498447,1.568680,1.531223,1.518671,1.588904,1.551446
2,"Region 2","070kHz_FishTracks",139,0.020224,1021,1029,0.000000,20220727, 15:54:59.3090,999.00000000,999.00000000,0.00001712195456,8,-44.246960,14.558840,0.6443,0.175584,1.300000,0.8376,0.020224,16.500000,14.523408,14.633603,14.463023,0.170580,1.802792,1.978376,1.917247,1.823016,1.998600,1.937471
3,"Region 3","070kHz_FishTracks",139,0.020224,1044,1049,0.000000,20220727, 15:55:03.2070,999.00000000,999.00000000,0.00015875103172,6,-36.676876,15.072911,0.8523,0.046822,0.703000,0.5991,0.020224,16.500000,15.035310,15.079531,14.991221,0.063670,1.369685,1.439919,1.408704,1.389909,1.460143,1.428928
4,"Region 4","070kHz_FishTracks",139,0.020224,1156,1163,0.000000,20220727, 15:55:22.2080,999.00000000,999.00000000,0.00000022171303,7,-55.012831,15.820955,0.7833,0.000000,1.202000,0.9415,0.020224,16.500000,15.790729,15.802111,15.782286,-0.008004,0.655644,0.667349,0.660765,0.675867,0.687573,0.680989
5,"Region 5","070kHz_FishTracks",139,0.020224,1170,1306,0.000000,20220727, 15:55:34.9070,999.00000000,999.00000000,0.00000129633663,134,-53.475794,15.752069,0.5095,-0.128762,22.199000,11.3102,0.020224,16.500000,15.716135,15.818701,15.578135,-0.140033,0.632232,0.866344,0.728355,0.652456,0.886568,0.748579
6,"Region 6","070kHz_FishTracks",139,0.020224,1331,1338,0.000000,20220727, 15:55:51.0060,999.00000000,999.00000000,0.00000160423171,5,-50.407247,15.542696,0.4297,-0.070234,1.102000,0.4736,0.020224,16.500000,15.500490,15.556008,15.480004,-0.067656,0.878050,0.959989,0.931457,0.898274,0.980213,0.951681
7,"Region 7","070kHz_FishTracks",139,0.020224,1629,1638,0.000000,20220727, 15:56:39.5060,999.00000000,999.00000000,0.00001126190275,10,-46.027749,15.664434,0.9696,0.339462,1.600000,1.5514,0.020224,16.500000,15.624745,15.825501,15.484187,0.341315,0.608821,0.948284,0.817181,0.629045,0.968507,0.837405
8,"Region 8","070kHz_FishTracks",139,0.020224,1894,1943,0.000000,20220727, 15:57:26.0070,999.00000000,999.00000000,0.00000450948822,50,-49.960642,15.644300,0.3905,0.433107,8.500000,3.3196,0.020224,16.500000,15.618463,15.789748,15.321708,0.468040,0.679055,1.112162,0.837315,0.699279,1.132386,0.857538
9,"Region 9","070kHz_FishTracks",139,0.020224,1967,1974,0.000000,20220727, 15:57:34.0090,999.00000000,999.00000000,0.00000021950163,5,-56.296368,15.797878,0.3367,-0.046822,1.404000,0.4728,0.020224,16.500000,15.781945,15.813847,15.718730,-0.058299,0.655644,0.749288,0.690760,0.675867,0.769512,0.710984
10,"Region 10","070kHz_FishTracks",139,0.020224,1994,2009,0.000000,20220727, 15:57:39.3080,999.00000000,999.00000000,0.00000013387861,8,-56.655659,15.843530,0.2641,0.000000,2.500000,0.6603,0.020224,16.500000,15.810296,15.822561,15.799587,-0.010293,0.632232,0.643938,0.638817,0.652456,0.664162,0.659041
