Region_ID,Region_name,Region_class,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
1,"Region 1","070kHz_FishTracks",150,0.020224,0,6,0.000000,20220726, 20:26:11.7990,999.00000000,999.00000000,0.00001788999505,5,-47.232228,13.295220,0.1023,0.023411,6.300000,0.6444,0.020224,14.500000,13.267567,13.309110,13.212338,0.030154,1.148936,1.242581,1.187398,1.169160,1.262805,1.207621
2,"Region 2","070kHz_FishTracks",150,0.020224,15,852,0.000000,20220726, 20:27:38.6000,999.00000000,999.00000000,0.00000649867997,629,-50.754251,13.493393,0.4942,0.163878,168.600000,83.3272,0.020224,14.500000,13.476199,13.720053,13.149373,0.187290,0.750946,1.289404,0.992832,0.771170,1.309627,1.013055
3,"Region 3","070kHz_FishTracks",150,0.020224,859,1214,0.000000,20220726, 20:29:39.7000,999.00000000,999.00000000,0.00000531785580,252,-50.958908,13.441838,0.5249,0.152173,71.112000,37.3250,0.020224,14.500000,13.430596,13.654802,13.251639,0.161118,0.821180,1.207464,1.040462,0.841403,1.227688,1.060686
4,"Region 4","070kHz_FishTracks",150,0.020224,1234,1395,0.000000,20220726, 20:30:35.3010,999.00000000,999.00000000,0.00000446690924,127,-50.523872,13.362634,0.3380,-0.257523,32.200000,10.8823,0.020224,14.500000,13.341175,13.540703,13.199691,-0.292750,0.938236,1.242581,1.112483,0.958459,1.262805,1.132707
5,"Region 5","070kHz_FishTracks",150,0.020224,1402,1415,0.000000,20220726, 20:30:54.1100,999.00000000,999.00000000,0.00000313907932,14,-51.374355,13.297562,0.5207,0.070234,2.598000,1.3529,0.020224,14.500000,13.265695,13.300774,13.198093,0.068361,1.148936,1.242581,1.184053,1.169160,1.262805,1.204277
6,"Region 6","070kHz_FishTracks",150,0.020224,1424,1442,0.000000,20220726, 20:30:59.1010,999.00000000,999.00000000,0.00000374512600,18,-50.256951,13.284555,0.4665,-0.023411,3.600000,1.6795,0.020224,14.500000,13.257345,13.294716,13.168757,-0.021556,1.172348,1.277698,1.199455,1.192571,1.297922,1.219679
7,"Region 7","070kHz_FishTracks",150,0.020224,3409,3414,0.000000,20220726, 20:37:35.5000,999.00000000,999.00000000,0.00000992089680,6,-48.796100,13.024431,0.5535,0.058528,1.000000,0.5535,0.020224,14.500000,12.986636,13.021086,12.941278,0.054826,1.429871,1.500104,1.457184,1.450095,1.520328,1.477408
8,"Region 8","070kHz_FishTracks",150,0.020224,3428,3435,0.000000,20220726, 20:37:39.6000,999.00000000,999.00000000,0.00001285804189,7,-48.647287,13.100239,0.4548,0.011706,1.402000,0.6377,0.020224,14.500000,13.071118,13.097956,13.029543,0.016008,1.359637,1.429871,1.383048,1.379861,1.450095,1.403272
9,"Region 9","070kHz_FishTracks",150,0.020224,3490,3506,0.000000,20220726, 20:37:53.1000,999.00000000,999.00000000,0.00001134256140,12,-48.928445,13.173677,0.4630,0.011706,3.200000,1.4817,0.020224,14.500000,13.137394,13.165319,13.084094,0.009288,1.277698,1.359637,1.304896,1.297922,1.379861,1.325120
10,"Region 10","070kHz_FishTracks",150,0.020224,3542,3654,0.000000,20220726, 20:38:13.3010,999.00000000,999.00000000,0.00000480292869,76,-50.465179,13.248121,0.3066,0.070234,22.601000,6.9289,0.020224,14.500000,13.211294,13.287466,13.139626,0.072628,1.172348,1.301109,1.236521,1.192571,1.321333,1.256745
