Region_ID,Region_name,Region_class,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
1,"Region 1","070kHz_FishTracks",332,0.020224,172,196,0.000000,20220727, 14:53:13.8070,999.00000000,999.00000000,0.00015481882273,24,-40.512787,15.123147,0.4437,0.070234,4.801000,2.1304,0.020224,16.500000,15.112428,15.193952,15.023930,0.070274,1.276040,1.439919,1.356341,1.296264,1.460143,1.376565
2,"Region 2","070kHz_FishTracks",332,0.020224,333,375,0.000000,20220727, 14:53:47.8070,999.00000000,999.00000000,0.00008938059908,31,-42.749529,15.361523,0.3085,-0.456518,8.400000,2.5912,0.020224,16.500000,15.349370,15.608428,14.955360,-0.454995,0.866344,1.510152,1.179537,0.886568,1.530376,1.199761
3,"Region 3","070kHz_FishTracks",332,0.020224,621,802,0.000000,20220727, 14:54:59.2060,999.00000000,999.00000000,0.00010635658325,163,-42.715650,14.972396,0.3711,-0.374579,36.199000,13.4321,0.020224,16.500000,14.965590,15.428540,14.403747,-0.374097,1.041928,2.060316,1.518289,1.062152,2.080539,1.538512
4,"Region 4","070kHz_FishTracks",332,0.020224,1144,1245,0.000000,20220727, 14:56:36.0070,999.00000000,999.00000000,0.00011792422327,97,-39.863838,13.436460,0.3847,1.322733,20.199000,7.7710,0.020224,16.500000,13.428645,14.240687,12.873441,1.321819,2.224194,3.593749,3.065620,2.244418,3.613973,3.085844
5,"Region 5","070kHz_FishTracks",332,0.020224,1407,1435,0.000000,20220727, 14:57:21.5070,999.00000000,999.00000000,0.00000688288452,25,-49.867092,14.222772,0.2707,-0.304346,5.600000,1.5158,0.020224,16.500000,14.213947,14.371479,14.060568,-0.297506,2.095432,2.411484,2.256082,2.115656,2.431707,2.276305
6,"Region 6","070kHz_FishTracks",332,0.020224,1742,1775,0.000000,20220727, 14:58:28.9060,999.00000000,999.00000000,0.00011546792798,32,-42.075327,15.279466,0.7525,0.046822,6.601000,4.9672,0.020224,16.500000,15.273000,15.391762,15.085044,0.044870,1.088751,1.381391,1.201159,1.108975,1.401615,1.221383
7,"Region 7","070kHz_FishTracks",332,0.020224,1805,1825,0.000000,20220727, 14:58:40.3080,999.00000000,999.00000000,0.00001271617827,14,-48.492746,15.330155,0.2341,0.269229,4.000000,0.9365,0.020224,16.500000,15.312352,15.444621,15.175323,0.269215,1.018517,1.287746,1.131114,1.038741,1.307970,1.151338
8,"Region 8","070kHz_FishTracks",332,0.020224,2200,2247,0.000000,20220727, 15:00:02.2070,999.00000000,999.00000000,0.00013737048790,38,-39.089307,15.379926,0.3438,-0.081939,9.400000,3.2319,0.020224,16.500000,15.368912,15.454026,15.123733,-0.075531,1.018517,1.346274,1.116674,1.038741,1.366498,1.136897
9,"Region 9","070kHz_FishTracks",332,0.020224,2325,2335,0.000000,20220727, 15:00:23.6070,999.00000000,999.00000000,0.00018044148452,7,-37.031582,15.249052,0.1155,0.081939,2.000000,0.2311,0.020224,16.500000,15.231537,15.271209,15.187418,0.083791,1.194101,1.276040,1.233475,1.214325,1.296264,1.253698
10,"Region 10","070kHz_FishTracks",332,0.020224,2534,2609,0.000000,20220727, 15:01:11.8070,999.00000000,999.00000000,0.00013002164755,73,-38.934006,15.195793,0.1944,0.503341,15.001000,2.9168,0.020224,16.500000,15.188680,15.400472,14.754845,0.504464,1.077045,1.709148,1.294754,1.097269,1.729371,1.314978
11,"Region 11","070kHz_FishTracks",332,0.020224,5383,5415,0.000000,20220727, 15:10:38.3070,999.00000000,999.00000000,0.00009781811557,28,-41.073939,13.231927,0.1302,0.081939,6.400000,0.8334,0.020224,16.500000,13.217472,13.316431,13.179024,0.080261,3.148936,3.289404,3.247547,3.169160,3.309627,3.267771
12,"Region 12","070kHz_FishTracks",332,0.020224,5775,5874,0.000000,20220727, 15:12:03.4070,999.00000000,999.00000000,0.00008512604134,87,-42.189653,15.277557,0.2093,-0.046822,19.799000,4.1437,0.020224,16.500000,15.269961,15.450786,15.011629,-0.048295,1.030223,1.451624,1.204870,1.050447,1.471848,1.225094
