Region_ID,Region_name,Region_class,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
1,"Region 1","070kHz_FishTracks",148,0.020224,11,113,0.000000,20220726, 18:21:40.2160,999.00000000,999.00000000,0.00001183658712,83,-47.859638,12.847390,0.2970,-0.690630,20.601000,6.1186,0.020224,14.500000,12.824849,13.081823,12.337631,-0.685506,1.371343,2.108796,1.640629,1.391567,2.129019,1.660852
2,"Region 2","070kHz_FishTracks",148,0.020224,147,219,0.000000,20220726, 18:22:04.8170,999.00000000,999.00000000,0.00004331037995,66,-44.656590,11.097618,0.4263,-0.152173,14.601000,6.2251,0.020224,14.500000,11.076295,11.549634,10.567403,-0.148717,2.916482,3.888047,3.378773,2.936706,3.908271,3.398997
3,"Region 3","070kHz_FishTracks",148,0.020224,261,476,0.000000,20220726, 18:22:41.8170,999.00000000,999.00000000,0.00000299772015,171,-51.877491,12.701329,0.2058,1.018387,43.000000,8.8486,0.020224,14.500000,12.675397,13.051909,11.948383,1.043426,1.418165,2.495080,1.786973,1.438389,2.515304,1.807197
4,"Region 4","070kHz_FishTracks",148,0.020224,486,818,0.000000,20220726, 18:23:38.7160,999.00000000,999.00000000,0.00000204887059,246,-53.063441,13.084815,0.2808,0.023411,66.498000,18.6710,0.020224,14.500000,13.060716,13.164087,12.835563,0.015921,1.301109,1.617160,1.396529,1.321333,1.637384,1.416753
5,"Region 5","070kHz_FishTracks",148,0.020224,836,1153,0.000000,20220726, 18:24:47.1170,999.00000000,999.00000000,0.00000279300892,255,-52.476513,13.089294,0.4731,-0.386285,63.399000,29.9934,0.020224,14.500000,13.067828,13.206452,12.617408,-0.390879,1.265992,1.827861,1.400128,1.286216,1.848085,1.420352
6,"Region 6","070kHz_FishTracks",148,0.020224,1358,2292,0.000000,20220726, 18:27:33.5150,999.00000000,999.00000000,0.00000343793672,787,-50.707870,13.316764,0.3667,0.362874,187.101000,68.6079,0.020224,14.500000,13.303373,13.626852,12.787693,0.364075,0.844591,1.652277,1.184448,0.864815,1.672501,1.204671
7,"Region 7","070kHz_FishTracks",148,0.020224,2712,2750,0.000000,20220726, 18:30:35.1170,999.00000000,999.00000000,0.00000832565191,13,-50.381549,12.674464,0.2855,0.000000,7.601000,2.1702,0.020224,14.500000,12.642466,12.733443,12.600753,0.010219,1.710805,1.839567,1.809252,1.731029,1.859791,1.829476
8,"Region 8","070kHz_FishTracks",148,0.020224,2768,2824,0.000000,20220726, 18:30:48.1160,999.00000000,999.00000000,0.00000604107167,25,-49.886883,12.771278,0.2338,0.187290,11.200000,2.6183,0.020224,14.500000,12.737687,12.848458,12.652387,0.183572,1.605455,1.792744,1.714502,1.625679,1.812968,1.734725
9,"Region 9","070kHz_FishTracks",148,0.020224,2853,2867,0.000000,20220726, 18:31:00.9160,999.00000000,999.00000000,0.00000172159766,9,-51.962470,12.782515,0.1968,0.000000,2.800000,0.5509,0.020224,14.500000,12.745077,12.759892,12.705592,-0.007643,1.687394,1.734216,1.703782,1.707618,1.754440,1.724006
10,"Region 10","070kHz_FishTracks",148,0.020224,2877,2888,0.000000,20220726, 18:31:05.3150,999.00000000,999.00000000,0.00000298248918,5,-51.393263,12.819973,0.1994,0.000000,2.201000,0.4389,0.020224,14.500000,12.781771,12.867787,12.743463,-0.000907,1.570338,1.699100,1.678127,1.590562,1.719323,1.698351
11,"Region 11","070kHz_FishTracks",148,0.020224,3575,3704,0.000000,20220726, 18:33:37.0260,999.00000000,999.00000000,0.00000788060645,82,-48.514437,12.021223,0.2854,0.479930,25.800000,7.3632,0.020224,14.500000,11.993071,12.213836,11.677139,0.486638,2.237557,2.776015,2.444791,2.257781,2.796239,2.465015
12,"Region 12","070kHz_FishTracks",148,0.020224,3785,3798,0.000000,20220726, 18:34:07.4240,999.00000000,999.00000000,0.00000489893240,6,-51.883075,12.084081,0.2213,-0.023411,2.599000,0.5751,0.020224,14.500000,12.049782,12.064693,12.040097,-0.022685,2.378024,2.401436,2.398091,2.398248,2.421659,2.418315
13,"Region 13","070kHz_FishTracks",148,0.020224,3848,3899,0.000000,20220726, 18:34:23.8150,999.00000000,999.00000000,0.00000637799195,34,-49.650555,11.972075,0.5454,-0.023411,10.200000,5.5634,0.020224,14.500000,11.950179,12.075343,11.878361,-0.022625,2.401436,2.565314,2.505661,2.421659,2.585538,2.525884
14,"Region 14","070kHz_FishTracks",148,0.020224,4153,4182,0.000000,20220726, 18:35:22.6160,999.00000000,999.00000000,0.00000754665417,20,-49.122646,11.961367,0.8519,0.070234,5.985000,5.0985,0.020224,14.500000,11.941462,12.063812,11.853295,0.056795,2.413141,2.588725,2.525320,2.433365,2.608949,2.545544
15,"Region 15","070kHz_FishTracks",148,0.020224,4211,4230,0.000000,20220726, 18:35:33.6160,999.00000000,999.00000000,0.00000552070979,10,-50.027618,11.848408,0.2693,0.011706,3.801000,1.0236,0.020224,14.500000,11.817113,11.832413,11.799199,0.014867,2.623842,2.647253,2.634670,2.644066,2.667477,2.654893
