Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,Variable_index,Variable_name
108.000,-49.012368,-47.123836,-42.837136,-46.569129,-53.747721,-53.584413,-48.570206,-42.924933,-39.817674,-47.495645,-53.367417,-52.291908,-43.464167,-44.220816,-45.887860,-46.861252,-49.173130,-41.580167,-45.649409,-56.708236,-51.486455,-48.576549,-55.837922,-51.965355,-61.846098,-73.366136,-55.982770,-64.275218,-50.295624,-56.350282,-53.070031,-55.691390,-51.517051,-48.815871,-53.240979,-49.882442,-50.129952,-48.099387,-48.572845,-53.621205,-47.184764,-40.341959,-51.908891,-49.005063,-41.071597,-57.756141,-49.531694,-54.784547,-50.636657,-60.777221,-46.286190,-47.165495,-41.678113,-54.541451,-43.513765,-58.201285,-43.200951,-46.028724,-61.046217,-37.117445,-52.714364,-42.407445,-36.859126,-37.193065,-42.196789,-43.419954,-48.407203,-45.233464,-47.806688,-50.371772,-44.769197,-51.066771,-47.068933,-50.542769,-61.822126,-47.300435,-47.363917,-42.763604,-45.408545,-45.891742,-48.706525,-46.920014,-48.244710,-46.541919,-45.839631,-43.947514,-52.593567,-37.118633,-44.452334,-40.640521,-47.167411,-46.276694,-43.802197,-37.093164,-47.205622,0,Fileset 1: TS pulse compressed wideband pings T3
108.500,-49.901488,-46.824126,-42.655427,-46.337215,-52.000315,-53.240898,-48.995660,-42.427402,-39.254889,-46.760983,-50.097880,-52.483209,-44.220409,-43.091699,-45.994041,-45.557094,-47.382863,-42.043986,-44.740231,-55.808575,-55.289356,-46.170974,-55.008379,-48.490881,-62.864449,-77.460839,-55.844169,-65.199984,-49.932748,-56.893363,-53.022470,-56.349254,-52.812547,-48.192474,-57.082171,-54.789150,-49.642510,-47.830234,-47.041819,-51.003322,-48.355707,-40.413544,-52.054509,-48.125269,-40.850107,-52.756235,-49.701947,-53.746146,-53.150865,-55.069500,-45.784764,-48.511882,-41.478779,-62.354260,-42.594383,-57.837556,-43.655548,-48.587390,-63.991118,-37.534540,-55.205872,-44.291994,-36.091854,-38.438789,-42.893706,-44.056816,-48.613264,-46.313082,-49.775538,-50.942511,-42.805716,-47.231262,-47.567878,-49.704139,-61.320942,-47.117334,-47.727564,-42.651529,-46.493520,-45.050201,-49.182411,-47.401569,-48.308605,-46.734989,-45.289126,-45.111683,-54.540023,-37.397857,-43.858537,-40.047562,-46.795492,-45.856239,-43.378732,-37.491142,-47.428810,0,Fileset 1: TS pulse compressed wideband pings T3
109.000,-51.267490,-46.564583,-42.691845,-46.142327,-50.975631,-52.874874,-49.004499,-41.971973,-39.161214,-46.151700,-47.259714,-52.348892,-44.335622,-42.607182,-46.569842,-44.813856,-45.271480,-42.243316,-44.246800,-56.139490,-56.663171,-45.057115,-54.080751,-46.723743,-62.532331,-73.660541,-56.821036,-60.642374,-49.489611,-58.920041,-53.150085,-57.220671,-54.786952,-48.133071,-67.541778,-59.870119,-49.266393,-45.690561,-46.366800,-50.172088,-49.749703,-40.522850,-52.797959,-46.858612,-40.689278,-48.265753,-50.499895,-52.798814,-55.151885,-52.037034,-45.208643,-48.567613,-41.715575,-69.839299,-41.705475,-58.002160,-44.378599,-52.471151,-60.944794,-37.976375,-57.354776,-45.397385,-35.507630,-40.184747,-43.704837,-45.298784,-48.949351,-46.372448,-51.733912,-52.105343,-41.348957,-44.761009,-48.271299,-48.803306,-61.265301,-47.035146,-48.061344,-42.658785,-47.479153,-44.303079,-49.798750,-48.479112,-47.723941,-47.000001,-44.519034,-46.916547,-58.280710,-37.779444,-43.580273,-39.570626,-46.808681,-45.125541,-42.910160,-38.050963,-47.836406,0,Fileset 1: TS pulse compressed wideband pings T3
109.500,-52.913885,-46.039283,-42.621261,-45.677692,-50.451438,-52.666540,-48.365522,-41.665988,-39.336021,-45.346763,-45.020026,-52.059924,-43.842723,-42.317628,-47.442283,-44.132639,-44.022963,-41.146555,-44.017024,-57.193368,-53.512357,-44.574795,-53.220118,-46.021950,-60.512838,-65.947672,-58.361313,-56.104980,-48.948681,-62.390359,-53.604984,-57.697002,-57.876810,-48.471340,-62.019864,-53.132005,-48.743431,-42.831384,-45.971331,-49.886913,-51.241464,-40.347355,-53.793336,-45.356967,-40.489769,-45.575012,-51.378346,-51.851001,-52.364831,-49.943525,-44.981587,-47.345616,-42.111677,-57.730169,-40.736671,-58.438552,-44.840056,-56.980534,-57.864327,-38.212413,-57.711863,-44.511415,-35.015422,-41.975208,-44.396508,-46.808989,-49.430436,-46.036079,-52.778304,-53.384904,-40.188914,-42.978949,-48.854273,-47.802467,-61.198129,-46.674593,-47.654401,-42.638102,-47.833750,-43.577254,-49.694561,-49.715188,-46.285224,-47.128330,-43.552866,-49.030478,-66.023131,-37.942521,-43.339887,-38.934381,-46.995078,-43.912910,-42.185183,-38.345501,-47.857810,0,Fileset 1: TS pulse compressed wideband pings T3
110.000,-54.658297,-45.489934,-42.609042,-45.207978,-50.543407,-53.025007,-47.435157,-41.913631,-40.029846,-44.525593,-43.585805,-51.776207,-43.529224,-42.209749,-48.898041,-43.595474,-43.856882,-39.588068,-44.307514,-59.091754,-50.504652,-44.487264,-53.086927,-46.288200,-57.761084,-61.069937,-59.639311,-52.663444,-48.841088,-62.137895,-54.691864,-57.459848,-62.583716,-49.462646,-55.118223,-48.801351,-48.301648,-40.721891,-45.732384,-49.422848,-53.083357,-40.078360,-54.982254,-44.130049,-40.636187,-44.152725,-52.088520,-51.167868,-49.244106,-48.514224,-45.005925,-45.923729,-42.782730,-53.383909,-39.998758,-59.659810,-45.085267,-58.329310,-55.281619,-38.550391,-55.858591,-42.557114,-35.020094,-44.107436,-45.240692,-48.644461,-50.570144,-46.261975,-52.677868,-54.901231,-39.512961,-41.860252,-49.595468,-47.038063,-61.021530,-46.217894,-46.709588,-42.932916,-47.573800,-43.133606,-48.819728,-50.607986,-44.746239,-47.407055,-42.893100,-51.198689,-68.084875,-38.105340,-43.220493,-38.378464,-47.581328,-42.616670,-41.557793,-38.490851,-47.593094,0,Fileset 1: TS pulse compressed wideband pings T3
110.500,-55.536136,-45.014981,-42.675541,-44.859203,-51.206813,-54.108041,-46.367210,-42.810321,-41.306880,-43.736871,-42.874045,-51.314143,-43.715902,-42.128710,-51.065994,-43.204420,-44.518957,-38.478818,-45.163607,-62.220550,-48.518486,-44.559250,-54.064213,-47.353377,-55.352620,-57.777482,-59.738104,-50.303503,-49.380210,-58.321605,-56.148555,-56.632498,-65.704062,-51.132803,-52.763966,-46.473695,-47.983392,-39.582552,-45.452368,-48.353483,-54.869456,-39.779873,-55.928631,-43.357056,-41.203219,-43.612661,-52.426346,-50.769047,-47.628244,-47.611370,-44.718536,-44.751219,-43.586148,-50.726025,-39.564737,-62.151099,-45.218765,-56.284438,-53.197566,-39.113624,-53.520774,-40.640516,-35.627043,-47.128763,-46.230680,-50.176631,-52.706122,-47.372576,-51.607758,-56.764235,-39.300320,-41.367410,-50.697333,-46.546899,-60.621083,-45.763854,-45.697635,-43.688492,-46.890533,-42.952925,-47.611601,-50.231926,-43.522748,-47.943299,-42.717532,-52.457376,-59.277094,-38.350822,-43.134922,-37.998670,-48.635042,-41.434483,-41.173661,-38.533713,-47.127305,0,Fileset 1: TS pulse compressed wideband pings T3
111.000,-55.122406,-44.582923,-42.749160,-44.615134,-52.350793,-56.128571,-45.163635,-44.273837,-43.110076,-42.961224,-42.652604,-50.556463,-44.342850,-41.915817,-54.000832,-42.880080,-45.338267,-38.069222,-46.522219,-67.112177,-47.262232,-44.782182,-56.459047,-48.974271,-53.604532,-55.323610,-59.180532,-48.794705,-50.545675,-55.733744,-57.167032,-55.720035,-62.858861,-53.294416,-52.693022,-45.207960,-47.699752,-39.246110,-45.041505,-47.000220,-54.996708,-39.431225,-55.964014,-43.020944,-41.941920,-43.567765,-52.422048,-50.522265,-47.353021,-47.085677,-43.897395,-43.867233,-44.224523,-48.434162,-39.324663,-63.258527,-45.336427,-54.687030,-51.799172,-39.853563,-51.765183,-39.163499,-36.736116,-52.170929,-47.003259,-49.725365,-56.137879,-49.485469,-49.940850,-58.690475,-39.395574,-41.367697,-52.306637,-46.170158,-59.901113,-45.320878,-44.897132,-44.922544,-46.037821,-42.846671,-46.432217,-48.774848,-42.645802,-48.714741,-42.952983,-52.432866,-55.473452,-38.638549,-42.952543,-37.779828,-50.142201,-40.372043,-40.980444,-38.457512,-46.428307,0,Fileset 1: TS pulse compressed wideband pings T3
111.500,-54.406478,-44.365147,-42.992831,-44.644992,-54.211598,-60.238220,-44.048441,-46.431509,-45.570385,-42.429142,-42.910385,-49.831753,-45.400408,-41.761699,-57.971366,-42.750210,-45.478128,-38.573883,-48.591189,-64.586433,-46.676897,-45.556444,-59.781448,-51.087492,-52.745869,-53.565256,-58.672126,-48.149949,-52.462222,-54.389854,-57.469394,-55.255165,-59.826499,-55.722917,-54.350385,-44.764522,-47.599470,-39.741875,-44.794036,-46.025580,-53.010752,-39.247442,-54.991155,-43.305403,-42.593198,-43.860152,-52.333296,-50.456355,-48.530255,-47.004201,-43.095321,-43.454624,-44.713292,-46.307610,-39.348719,-58.751470,-45.710001,-53.981627,-51.317627,-40.892548,-50.843292,-38.397425,-38.474397,-62.267908,-47.269548,-47.390263,-60.498404,-53.147822,-48.225992,-59.114606,-39.851458,-41.873797,-54.920251,-45.949191,-59.040612,-45.100502,-44.590584,-46.901061,-45.360651,-42.854096,-45.595861,-47.345826,-42.239273,-49.926753,-43.667641,-52.291838,-53.613338,-39.120641,-42.852590,-37.921020,-52.357650,-39.602518,-41.091243,-38.457050,-45.663141,0,Fileset 1: TS pulse compressed wideband pings T3
112.000,-53.825390,-44.251056,-43.293486,-44.824027,-56.919233,-71.937230,-42.971957,-49.021577,-48.314668,-42.089329,-43.381231,-49.231407,-46.424818,-41.642606,-62.185591,-42.647706,-44.474338,-39.866354,-51.359918,-57.831357,-46.488071,-46.994506,-57.372941,-53.131192,-52.673070,-52.308717,-57.735984,-48.160387,-54.810347,-53.687107,-57.573875,-55.217330,-57.459217,-57.471900,-55.403973,-44.799427,-47.585079,-40.783352,-44.740559,-45.519841,-50.425653,-39.170522,-53.351389,-44.119482,-42.614993,-44.053741,-51.947520,-50.250998,-51.279794,-47.098885,-42.559516,-43.400178,-44.986830,-44.314007,-39.428472,-54.346351,-46.266015,-53.592701,-51.547769,-42.050506,-50.205994,-38.222757,-40.798634,-54.254492,-46.769982,-44.731106,-58.940641,-58.718163,-46.581068,-56.762659,-40.422781,-42.505197,-59.193169,-45.677772,-57.984405,-45.019123,-44.671880,-49.571222,-44.771163,-42.789741,-44.986927,-46.267421,-42.113157,-51.544393,-44.601682,-52.810649,-52.733600,-39.641325,-42.801664,-38.334519,-55.314333,-39.005046,-41.307226,-38.424780,-44.753208,0,Fileset 1: TS pulse compressed wideband pings T3
112.500,-53.316284,-44.150292,-43.547748,-45.048449,-61.006904,-62.571441,-41.895535,-51.085424,-50.285366,-41.889415,-43.856680,-48.803095,-46.900463,-41.546316,-63.153266,-42.434079,-43.053351,-41.669548,-54.786598,-53.062688,-46.476401,-49.174690,-52.512554,-54.193964,-53.309368,-51.490034,-56.059666,-48.684410,-56.852350,-53.257652,-58.278896,-55.467387,-55.636461,-57.837648,-52.737851,-45.042921,-47.584720,-41.883743,-44.868732,-45.395207,-48.083721,-39.159297,-51.589665,-45.378850,-41.954406,-43.846294,-51.017795,-49.633897,-55.767534,-47.045533,-42.328198,-43.584410,-45.131463,-42.529790,-39.407823,-51.219795,-46.892869,-52.939002,-52.199329,-43.160805,-48.963749,-38.529810,-43.866319,-48.405518,-45.731203,-42.400146,-54.423610,-59.339191,-45.031493,-53.747706,-40.854764,-42.791640,-66.712343,-45.232378,-56.750256,-45.006381,-45.023528,-51.918814,-44.140469,-42.551893,-44.463891,-45.522356,-42.092668,-53.600813,-45.459021,-54.517884,-52.328802,-40.027323,-42.817868,-38.935538,-59.086063,-38.481794,-41.398213,-38.258375,-43.675734,0,Fileset 1: TS pulse compressed wideband pings T3
113.000,-52.841787,-44.182782,-43.850481,-45.440300,-68.329318,-54.925390,-40.984122,-51.063077,-50.516072,-41.970490,-44.395524,-48.742332,-46.888954,-41.631334,-61.307793,-42.226276,-42.048573,-43.131190,-58.483086,-49.625652,-46.651683,-52.315161,-49.122979,-53.807513,-54.766005,-51.285172,-54.268817,-49.795190,-57.764539,-53.131795,-60.388197,-56.019580,-54.684701,-57.388221,-49.570017,-45.432723,-47.699496,-42.349445,-45.298872,-45.641560,-46.272225,-39.377098,-50.156144,-47.130189,-41.175963,-43.394126,-49.733932,-48.738508,-56.644165,-46.709979,-42.505116,-44.039598,-45.436667,-41.176900,-39.391572,-49.231629,-47.590986,-51.892756,-53.105230,-44.263049,-46.857101,-39.465444,-47.849276,-45.202329,-44.636204,-40.640640,-51.171657,-54.626082,-43.767827,-51.345302,-41.115649,-42.532752,-63.047051,-44.768213,-55.604535,-45.202250,-45.734947,-50.797069,-43.562090,-42.296744,-44.090460,-45.217446,-42.217916,-56.288473,-46.114483,-58.590378,-52.138018,-40.275869,-43.143222,-39.818962,-63.729748,-38.153586,-41.293688,-38.066840,-42.618746,0,Fileset 1: TS pulse compressed wideband pings T3
113.500,-52.098396,-44.212862,-44.037336,-45.891213,-68.917822,-50.623502,-40.148150,-49.468072,-49.542450,-42.202644,-44.876874,-48.924459,-46.733950,-41.750570,-59.284190,-41.947642,-41.603409,-42.491949,-60.919581,-46.977260,-46.788741,-56.148153,-46.797046,-52.240813,-56.659236,-51.595843,-52.749109,-51.191312,-57.195842,-53.204501,-63.888468,-56.588636,-54.774735,-56.494769,-47.394637,-45.626481,-47.700715,-41.484673,-45.808539,-45.809709,-44.844933,-39.723624,-48.942474,-48.931069,-40.526367,-42.775353,-48.286534,-47.625454,-52.000709,-45.829354,-42.854971,-44.447193,-45.848374,-40.161316,-39.268536,-48.163154,-47.918325,-50.507544,-53.926500,-45.089422,-44.283052,-41.046075,-48.816330,-43.096889,-43.520678,-39.312416,-48.771542,-51.811962,-42.718649,-49.522889,-41.036764,-41.625378,-56.546283,-44.225420,-54.559718,-45.488692,-46.619606,-47.300173,-42.913627,-41.945697,-43.685177,-45.223916,-42.284340,-58.727966,-46.278216,-63.383232,-51.534786,-40.133151,-43.772967,-40.769905,-67.391410,-37.887645,-40.715640,-37.716753,-41.487395,0,Fileset 1: TS pulse compressed wideband pings T3
114.000,-51.131086,-44.387338,-44.233659,-46.597201,-61.902526,-47.793791,-39.575180,-48.159682,-48.369499,-42.695586,-45.543794,-49.367467,-47.215427,-41.976792,-57.256701,-41.840442,-41.980217,-40.638346,-62.434512,-45.075157,-46.974568,-59.960491,-45.333092,-50.364724,-57.988233,-52.510614,-51.835649,-52.488457,-55.497568,-53.645417,-63.047945,-56.973423,-56.565263,-55.383693,-46.258823,-45.569377,-47.580046,-40.005901,-46.366461,-45.552553,-43.893873,-40.365672,-47.910422,-50.196120,-40.319216,-42.336621,-47.151360,-46.633573,-48.951257,-44.631389,-43.361173,-44.700421,-46.470560,-39.638178,-39.212575,-48.313193,-47.596340,-49.297350,-55.033887,-45.487952,-41.947828,-43.911771,-45.161141,-41.740487,-42.554210,-38.535296,-47.045322,-50.665796,-42.093580,-48.346842,-40.899318,-40.578974,-52.813203,-43.823535,-53.874934,-46.013962,-47.645134,-44.288506,-42.374873,-41.698576,-43.370999,-45.758868,-42.392735,-58.217238,-46.195976,-55.667561,-50.241023,-39.736130,-44.995832,-41.773711,-65.464112,-37.816888,-39.842401,-37.369160,-40.437325,0,Fileset 1: TS pulse compressed wideband pings T3
114.500,-50.475882,-45.231859,-44.951686,-48.137417,-58.748220,-46.332785,-39.806719,-48.188124,-47.479305,-43.837037,-47.097622,-50.183172,-49.550650,-42.697004,-55.541618,-42.512333,-43.809303,-39.679116,-61.655288,-44.304766,-47.705448,-60.313730,-45.002883,-49.180996,-57.700979,-54.168676,-52.038353,-53.448860,-53.505602,-54.781685,-58.728711,-56.972456,-62.002441,-54.700045,-46.281860,-45.688907,-47.760976,-39.190500,-47.302783,-45.111421,-43.833931,-41.828199,-47.318953,-50.562066,-41.058407,-42.695436,-47.022738,-46.364969,-47.992640,-43.832168,-44.366419,-45.169654,-47.649033,-40.126111,-39.749175,-50.725332,-47.059505,-49.029200,-57.631057,-45.581929,-40.567509,-50.469083,-42.759326,-41.340770,-42.219648,-38.788597,-46.331095,-51.218429,-42.465624,-48.240589,-41.435154,-40.289556,-50.985367,-44.130064,-54.126970,-47.274791,-48.764490,-42.615481,-42.472243,-42.120956,-43.689013,-47.524429,-43.072837,-55.490111,-46.670708,-50.732900,-48.804685,-39.762642,-47.520431,-43.140291,-60.857919,-38.416035,-39.361798,-37.563377,-39.988857,0,Fileset 1: TS pulse compressed wideband pings T3
115.000,-49.736339,-46.215525,-45.635885,-50.014403,-57.158606,-45.404045,-40.299764,-49.099948,-46.210121,-44.848003,-49.292934,-50.259454,-54.436035,-43.236965,-53.870058,-43.476961,-46.636418,-39.625093,-56.390584,-43.988765,-48.457830,-55.608193,-45.061757,-48.432571,-56.031511,-54.995576,-52.756479,-53.691609,-51.426949,-55.498361,-56.003669,-55.818450,-74.431852,-54.218004,-46.369372,-45.561957,-47.799103,-38.841662,-48.075959,-44.252079,-43.961058,-43.580676,-46.556252,-49.446304,-42.011969,-43.327559,-47.381690,-46.283450,-48.278197,-43.101514,-45.252976,-45.447309,-48.639283,-41.111312,-40.343576,-56.751867,-46.196998,-49.255617,-60.606406,-44.876721,-39.634620,-62.146840,-41.749171,-41.052008,-41.961402,-39.489330,-45.984878,-52.391434,-43.323674,-48.556345,-42.274384,-40.457014,-50.047691,-44.640923,-54.772765,-48.699135,-48.558725,-41.625450,-42.610397,-42.739331,-44.197902,-50.386273,-43.894743,-52.460757,-47.397213,-47.832569,-47.058297,-39.930142,-51.187867,-44.251722,-56.756815,-39.078195,-38.910575,-37.786486,-39.635773,0,Fileset 1: TS pulse compressed wideband pings T3
115.500,-47.824056,-45.999634,-44.911092,-50.856276,-55.247707,-43.601547,-39.738450,-49.703246,-43.552593,-44.259579,-51.284108,-48.287526,-56.345852,-42.274940,-51.335415,-43.454460,-48.177275,-39.410136,-50.677924,-42.693234,-48.013408,-50.270812,-44.057134,-47.002700,-52.979765,-53.048426,-52.682684,-52.976417,-48.541932,-54.057393,-53.532075,-53.170632,-61.471714,-52.918535,-44.901817,-44.190542,-46.639282,-37.806903,-47.700008,-42.194057,-42.802020,-44.369519,-44.580198,-46.413948,-41.566964,-42.927082,-46.838548,-45.108749,-48.639582,-41.364009,-44.828246,-44.581809,-48.149175,-41.395446,-39.758264,-66.245141,-44.213168,-48.673531,-56.317289,-42.674275,-37.881442,-46.309938,-40.661269,-39.355719,-40.543350,-39.327461,-44.663738,-51.957926,-43.320839,-47.850088,-42.165391,-39.932755,-48.557627,-44.110277,-54.445182,-48.992956,-45.831592,-39.941673,-41.401267,-42.389395,-43.800460,-53.978568,-43.788546,-48.420025,-47.091091,-44.772295,-44.053910,-39.210656,-55.847810,-44.048521,-52.373129,-38.460582,-37.350454,-36.789449,-38.178657,0,Fileset 1: TS pulse compressed wideband pings T3
116.000,-45.948196,-45.408646,-43.684400,-51.226013,-53.803342,-41.990614,-39.129688,-50.794379,-40.960629,-43.260039,-54.141272,-45.968522,-47.744796,-40.986338,-49.270487,-43.444484,-45.896989,-40.378164,-46.307640,-41.355292,-47.577122,-46.358265,-42.965296,-46.045699,-50.046992,-50.485467,-52.918697,-53.313226,-46.089459,-51.966185,-52.062325,-50.950571,-56.027114,-51.934930,-43.264910,-42.951107,-45.530690,-37.194254,-47.656083,-40.292709,-41.313591,-45.310108,-42.800569,-43.288171,-40.616187,-42.540085,-46.263384,-43.972954,-50.698099,-39.893461,-44.312285,-43.950696,-47.500244,-42.147469,-39.154443,-51.201505,-42.470705,-48.225229,-50.344764,-40.524214,-36.384467,-40.181017,-40.465860,-37.344130,-39.093739,-39.381622,-43.399317,-50.340229,-43.208486,-46.960217,-41.954153,-39.853417,-47.540453,-43.622146,-54.009539,-49.260174,-42.690476,-38.568652,-39.854053,-42.317890,-43.816981,-59.810120,-44.087876,-44.602165,-46.418384,-42.268832,-41.071436,-38.878311,-67.109686,-43.969802,-48.620117,-37.618010,-35.869207,-35.664694,-36.787759,0,Fileset 1: TS pulse compressed wideband pings T3
116.500,-46.214132,-46.164281,-44.004469,-52.310620,-54.562209,-42.649308,-40.475078,-51.956187,-40.716160,-44.253103,-54.921532,-45.908076,-44.000124,-41.616269,-49.880698,-45.358558,-43.748502,-45.063694,-45.055783,-41.995591,-49.427135,-45.674746,-43.890427,-47.644200,-49.479285,-50.368103,-55.564519,-57.876481,-46.062605,-52.012441,-53.295940,-51.471313,-55.492011,-53.177098,-44.032435,-44.094379,-46.550952,-38.978110,-50.085765,-40.632204,-41.625252,-48.536295,-43.460604,-42.488851,-41.469956,-44.245617,-47.542477,-45.073978,-57.210193,-40.919200,-45.735261,-45.721581,-49.010355,-45.229742,-40.675501,-47.408343,-43.155133,-49.775189,-48.029680,-40.578167,-37.155115,-38.422467,-43.194717,-37.326343,-39.611969,-41.773629,-44.227374,-50.101369,-44.449946,-47.805221,-43.295824,-42.204892,-49.025103,-45.174985,-55.213970,-51.630432,-41.841346,-39.472641,-40.111404,-44.801674,-46.612787,-56.058139,-47.129988,-43.237283,-46.830679,-42.241981,-40.306517,-41.140432,-58.172114,-46.167814,-47.366105,-38.662361,-36.584701,-36.468045,-37.580404,0,Fileset 1: TS pulse compressed wideband pings T3
117.000,-46.583208,-46.234871,-44.059667,-52.088544,-55.055529,-43.477385,-41.728677,-50.107743,-40.823397,-45.445732,-51.419503,-46.288296,-42.123697,-42.270842,-51.147752,-46.992458,-42.447038,-51.969685,-44.658877,-42.657587,-51.796018,-45.778218,-44.952165,-49.722859,-49.329104,-50.622856,-58.463432,-67.931736,-46.231577,-52.574492,-54.233141,-52.552106,-56.360656,-54.273079,-45.306480,-45.548224,-47.504513,-40.869431,-51.886268,-41.014746,-41.890890,-52.190767,-44.405108,-42.117823,-42.473920,-46.081143,-48.625113,-46.544769,-59.479795,-42.489892,-46.692890,-47.627876,-50.667347,-47.413454,-42.278365,-45.913751,-44.203089,-51.166541,-46.928179,-40.617328,-38.040867,-37.785757,-46.787634,-37.476322,-39.822423,-44.525092,-45.096680,-49.678029,-44.728986,-48.472657,-44.093903,-44.428351,-50.884706,-46.558981,-55.758584,-54.064814,-41.390396,-40.449744,-40.316767,-48.003196,-50.605675,-52.164889,-51.258129,-42.391515,-46.372419,-42.572313,-39.794509,-44.050606,-53.116409,-47.870435,-46.437650,-39.635418,-37.404388,-37.140351,-38.475537,0,Fileset 1: TS pulse compressed wideband pings T3
117.500,-46.412316,-45.305365,-43.405877,-50.785044,-54.343817,-43.662287,-42.271009,-47.561725,-40.529306,-46.140625,-48.110849,-46.469789,-40.633957,-42.333448,-52.291410,-47.569848,-41.435299,-53.476496,-44.266905,-42.808170,-54.348975,-45.581541,-45.651735,-51.492751,-48.883977,-49.870556,-60.057860,-62.499809,-45.719886,-53.096454,-53.070355,-53.153406,-56.894707,-54.183107,-46.126176,-46.367406,-47.526102,-41.884801,-50.884680,-40.583140,-41.587934,-56.106646,-44.547704,-41.512339,-43.138122,-47.478503,-48.957781,-47.886308,-56.121225,-43.927726,-46.130494,-48.446125,-51.627860,-47.031427,-43.189311,-44.658864,-44.754605,-51.741842,-45.860041,-39.759379,-38.260780,-37.039534,-49.949888,-37.178494,-38.879847,-46.701644,-45.340248,-48.356058,-43.796710,-48.533591,-44.087886,-44.866062,-52.278135,-46.892828,-55.001828,-55.543132,-40.607794,-40.641267,-39.973748,-51.158082,-56.249762,-49.752952,-56.813134,-41.403167,-45.057626,-42.509413,-38.882595,-46.932222,-49.846887,-47.169014,-45.094524,-39.919805,-37.518267,-37.012267,-38.664848,0,Fileset 1: TS pulse compressed wideband pings T3
118.000,-46.614339,-44.516916,-43.004363,-49.779934,-53.373581,-43.928932,-43.018071,-45.928400,-40.540254,-46.837877,-45.962528,-47.273610,-39.970461,-42.650706,-53.917842,-47.787915,-41.263337,-49.107698,-44.574632,-43.411061,-58.442461,-45.689514,-46.976514,-53.559857,-48.846548,-48.575650,-59.433826,-55.874942,-45.278262,-54.098056,-51.181160,-53.713674,-56.613715,-53.678493,-46.882101,-47.092590,-47.465333,-42.707328,-48.990518,-40.135500,-41.587542,-62.730987,-44.352176,-41.397488,-44.284166,-49.379396,-49.472082,-50.156623,-55.340210,-45.981371,-45.043519,-48.488958,-52.583810,-46.227682,-44.130545,-43.787107,-45.334100,-52.253316,-45.299979,-38.810832,-38.618749,-36.704488,-50.139310,-37.237526,-37.771851,-47.757209,-45.830759,-46.909141,-43.010526,-48.976453,-44.434512,-44.252764,-53.822756,-46.925943,-54.065608,-55.925933,-40.256884,-40.800275,-40.052002,-53.257552,-63.861795,-48.551831,-66.697604,-41.071175,-44.159194,-42.840768,-38.412234,-49.986881,-47.671466,-45.312842,-44.169819,-40.381323,-37.657234,-36.977954,-38.849368,0,Fileset 1: TS pulse compressed wideband pings T3
118.500,-46.906646,-43.663479,-42.579012,-48.853423,-52.067619,-43.909313,-43.656962,-44.714444,-40.374388,-46.683631,-44.311077,-48.334533,-39.546988,-42.867491,-55.244764,-47.050204,-41.325360,-46.252721,-45.109705,-44.186034,-62.824035,-45.742264,-48.730319,-55.240056,-48.697409,-46.859013,-56.897752,-52.222488,-44.605072,-54.116689,-49.199146,-53.657945,-55.083286,-52.704060,-47.103775,-47.372725,-47.210550,-43.038727,-47.153672,-39.423223,-41.468868,-72.156538,-43.548645,-41.191411,-45.419661,-51.499287,-49.790161,-53.287658,-55.881640,-47.991171,-43.557251,-47.339681,-53.199452,-45.772666,-44.673238,-42.590695,-45.298034,-51.989592,-44.710540,-37.558401,-38.776719,-36.307358,-46.780480,-37.240166,-36.433219,-46.184682,-46.256722,-45.150407,-42.301483,-49.479623,-44.732527,-43.110274,-54.935878,-46.391782,-52.849961,-54.339839,-39.947399,-40.611128,-40.276270,-51.550450,-55.828714,-47.773737,-58.675626,-40.988947,-43.426274,-43.199699,-38.034960,-50.367511,-45.858581,-43.155296,-43.335659,-40.678626,-37.458950,-36.771552,-38.624025,0,Fileset 1: TS pulse compressed wideband pings T3
119.000,-47.552556,-43.047022,-42.432884,-48.222161,-50.869419,-43.905220,-44.381028,-44.039183,-40.186019,-45.803551,-43.210136,-49.874880,-39.427359,-43.215560,-55.906766,-45.606365,-41.666593,-44.601104,-45.985621,-45.371164,-59.498004,-45.988842,-51.416180,-56.559730,-48.534467,-45.451309,-54.430301,-49.827097,-44.041907,-52.605832,-47.628088,-53.241120,-53.650197,-51.815179,-47.372159,-47.737333,-47.284746,-43.241089,-45.899973,-38.809681,-41.350738,-60.918536,-42.728113,-40.860823,-46.593093,-54.041440,-50.078239,-56.747436,-55.955288,-49.370175,-42.238261,-45.617330,-53.869131,-46.207266,-44.997488,-41.282350,-44.835654,-50.977042,-44.286285,-36.408617,-38.982598,-36.098333,-43.524084,-37.352895,-35.277183,-43.793469,-46.867273,-43.558411,-42.048970,-50.234836,-44.825694,-42.177889,-55.688096,-45.696946,-51.703606,-51.983824,-39.901006,-40.376786,-40.903626,-48.953718,-50.880626,-47.502138,-53.212678,-41.336225,-43.051726,-43.813348,-37.984928,-48.143025,-44.539977,-41.406899,-42.850486,-41.048382,-37.221199,-36.714276,-38.264502,0,Fileset 1: TS pulse compressed wideband pings T3
