Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,Variable_index,Variable_name
190.000,-48.745872,-37.152027,-35.689412,-33.014275,-45.214105,-46.478181,-57.048066,-67.450543,-48.548620,-49.001492,-54.714925,-41.766520,-42.172174,-46.234655,-44.645632,-44.329963,-50.880766,-52.226138,-54.289606,-46.690440,-39.252562,-45.419312,-43.135964,-39.802202,-36.179621,-50.034294,-41.908416,-40.828851,-48.044762,-55.185151,-46.483073,-40.843444,-50.678671,-45.541880,-54.755575,-53.122075,-56.297230,-47.811203,-60.389238,-44.978787,-40.751763,-46.164437,-45.619753,-49.317777,-45.349168,-49.104574,-41.239966,-49.548604,-44.428264,-49.836910,-49.041926,-54.018561,-55.510143,-47.696833,-56.750023,-56.218414,-39.476172,-39.595024,-45.575711,-43.198808,-39.061757,-42.862399,-45.158212,-53.086575,-45.132476,-51.326755,-50.957827,-46.097681,-50.044108,-51.262631,-43.123006,-53.806126,-49.814376,-50.974514,-57.576004,-52.795217,-51.466578,-53.301886,-49.806714,-52.030258,-43.044046,-44.208390,-51.662085,-40.368085,-45.744725,-46.821722,-43.714935,-34.458320,-45.700076,-42.542610,-56.845117,-42.390789,-35.343453,-39.613035,-38.183056,0,Fileset 1: TS pulse compressed wideband pings T2
190.500,-49.581474,-37.662498,-35.533732,-33.129027,-47.758649,-45.248034,-52.444812,-60.948105,-49.830595,-48.902114,-56.008798,-41.331125,-41.964556,-46.247224,-43.144169,-44.695608,-49.089276,-58.211452,-56.517730,-47.101340,-40.011658,-45.303601,-42.227124,-39.635690,-35.835536,-48.805502,-42.289417,-41.950213,-47.096238,-54.825863,-48.179755,-40.961714,-48.531423,-43.075207,-52.509540,-52.974667,-51.027252,-49.650911,-64.909687,-43.591096,-39.867798,-44.860210,-46.959542,-50.109160,-46.517244,-54.389871,-40.636360,-47.514617,-42.956644,-47.913807,-50.450180,-53.566389,-49.415060,-47.560638,-52.915591,-52.915877,-41.261965,-38.726359,-47.329999,-43.753511,-39.429793,-42.388283,-45.210129,-49.296221,-44.308911,-51.431320,-52.829891,-47.711703,-50.374298,-50.434380,-43.535159,-55.691921,-49.834089,-50.353115,-59.464307,-52.386239,-51.453937,-51.905714,-49.824294,-50.548099,-42.701007,-43.730132,-52.834664,-39.988089,-45.766611,-46.030362,-42.690582,-34.152390,-44.215391,-42.094613,-62.679775,-45.359360,-35.301900,-40.418438,-37.814259,0,Fileset 1: TS pulse compressed wideband pings T2
191.000,-50.947815,-38.443370,-35.371924,-33.385602,-50.896202,-44.226643,-48.477749,-54.625485,-53.325329,-49.160690,-57.633073,-40.942169,-42.075767,-46.717581,-42.419664,-46.484612,-47.634898,-66.939877,-59.990735,-47.997224,-41.182155,-45.503968,-41.594858,-39.479752,-35.986739,-47.796540,-43.209264,-43.225885,-46.420376,-54.624595,-48.011066,-42.201322,-47.279071,-41.230955,-50.311236,-53.612152,-46.085583,-51.540456,-73.387324,-42.448990,-39.095899,-44.146012,-45.009214,-50.650736,-47.104402,-58.819391,-41.158179,-46.421490,-41.727154,-45.569179,-53.262116,-53.710695,-46.633720,-45.714614,-49.812390,-49.806574,-44.275037,-38.314434,-49.666176,-44.737995,-39.906315,-42.528514,-45.516854,-46.437909,-43.896052,-54.426691,-55.905028,-48.994374,-50.768217,-49.452803,-44.478217,-56.122975,-50.623204,-49.534485,-61.222834,-51.930341,-50.918055,-51.522548,-50.946001,-50.083797,-42.849154,-43.515530,-53.831318,-40.213953,-46.048644,-44.782497,-42.601025,-33.469214,-42.898575,-42.076888,-66.163824,-49.896712,-35.700738,-41.637390,-37.341751,0,Fileset 1: TS pulse compressed wideband pings T2
191.500,-52.716300,-39.231828,-35.227492,-33.763552,-54.338212,-43.574808,-46.260620,-51.951166,-56.869322,-49.778301,-59.345202,-40.803486,-42.150789,-47.428367,-42.351871,-49.627068,-46.372243,-54.372574,-56.291272,-49.216075,-42.747431,-46.276689,-41.310270,-39.436174,-36.627140,-46.949980,-44.699258,-44.242696,-46.200055,-53.450373,-45.584936,-44.808789,-46.861713,-40.037931,-48.774457,-54.406304,-43.403290,-52.814189,-63.611167,-41.524883,-38.594499,-43.890062,-41.519279,-49.088028,-46.975417,-52.682275,-42.672043,-46.191609,-40.649096,-43.353354,-58.042887,-54.146638,-45.376296,-42.785711,-47.233901,-47.413771,-47.834903,-38.469690,-50.909163,-46.265917,-40.622764,-43.215230,-46.218727,-44.656814,-44.140542,-64.261640,-60.587567,-49.367787,-51.003465,-48.972574,-45.895275,-54.763461,-52.311806,-48.485642,-61.957663,-51.787594,-49.982107,-51.747313,-53.182589,-49.766538,-43.587037,-43.635189,-54.391665,-40.783666,-46.266630,-43.226294,-43.274507,-32.661246,-41.642374,-42.438090,-54.650672,-57.890199,-36.433426,-42.875988,-36.750641,0,Fileset 1: TS pulse compressed wideband pings T2
192.000,-52.318453,-39.716815,-35.156479,-34.186192,-56.201571,-43.259623,-45.162911,-50.833942,-54.278012,-50.612876,-60.088501,-40.988163,-42.046018,-48.098580,-42.812404,-53.773286,-45.142525,-49.828294,-52.250979,-50.302077,-44.712074,-47.581370,-41.239183,-39.503228,-37.581760,-46.369069,-46.705452,-44.813194,-46.257318,-51.724488,-43.701862,-48.929130,-46.847240,-39.376084,-48.392663,-54.270591,-42.161391,-53.172680,-58.221180,-40.809326,-38.427278,-43.997800,-38.816562,-46.307225,-46.505606,-49.952378,-44.840687,-46.586494,-39.559361,-41.608537,-63.314911,-54.395220,-44.680419,-40.338706,-45.298278,-45.441669,-47.561963,-39.133196,-50.636597,-48.214387,-41.585671,-44.211838,-47.672186,-43.908278,-45.036509,-63.083836,-65.341840,-49.111910,-50.933243,-49.187697,-47.553560,-53.534528,-54.927200,-47.384810,-61.251677,-51.897601,-49.005776,-52.151867,-56.117539,-48.889706,-44.946169,-44.141157,-54.741903,-41.320696,-46.009517,-41.821677,-44.152370,-31.924836,-40.499252,-43.119590,-50.541000,-55.054335,-37.376268,-43.666515,-36.193197,0,Fileset 1: TS pulse compressed wideband pings T2
192.500,-49.068611,-39.715177,-35.194975,-34.512123,-55.048610,-43.205105,-44.867195,-50.537631,-51.060832,-51.476871,-59.589907,-41.381217,-41.907442,-48.530379,-43.622216,-57.241918,-44.005558,-47.425642,-50.121701,-50.652540,-47.030832,-49.179117,-41.228687,-39.746935,-38.695646,-46.201056,-49.134269,-45.246274,-46.397229,-50.111935,-42.934376,-55.099302,-46.837045,-39.154787,-49.167119,-53.106277,-41.853173,-53.259661,-55.523441,-40.221861,-38.535500,-44.338322,-37.089796,-43.916277,-46.211287,-49.511971,-47.218061,-47.244299,-38.402715,-40.295281,-62.310319,-54.221656,-43.860336,-38.632072,-44.081217,-43.835349,-44.443685,-40.185674,-50.396229,-50.050364,-42.782196,-45.312063,-50.568196,-44.099168,-46.384903,-55.606874,-62.893901,-48.926481,-50.682277,-50.114064,-49.144472,-53.238384,-58.679500,-46.482664,-59.760896,-52.157051,-48.198694,-52.473667,-58.031346,-47.633443,-46.871419,-44.997128,-55.045539,-41.487920,-45.288013,-40.854162,-44.619207,-31.383808,-39.609097,-44.097454,-48.647163,-48.727244,-38.366780,-43.756042,-35.725662,0,Fileset 1: TS pulse compressed wideband pings T2
193.000,-45.935278,-39.243959,-35.278596,-34.629964,-53.335937,-43.291310,-44.950142,-50.562854,-48.857331,-52.055180,-58.656580,-41.799678,-41.808512,-48.491327,-44.233867,-58.133658,-43.092890,-45.893863,-49.234103,-50.081953,-49.584051,-50.668354,-41.146694,-40.224102,-39.739138,-46.304659,-51.503327,-45.695503,-46.369869,-48.703078,-43.056517,-61.711406,-46.667879,-39.324367,-50.860488,-51.563251,-42.044696,-53.490515,-54.274980,-39.747571,-38.900982,-44.881218,-36.172340,-42.121845,-46.187732,-50.815374,-49.411608,-47.873895,-37.269034,-39.232948,-60.211560,-53.986376,-42.685844,-37.450783,-43.291754,-42.499777,-41.836072,-41.453143,-51.036750,-51.083501,-44.145085,-46.265086,-55.977968,-44.922674,-47.477975,-53.648585,-59.207358,-49.080178,-50.309301,-51.747594,-50.298317,-53.702214,-64.318796,-45.938416,-58.112756,-52.310416,-47.423068,-52.490281,-57.219936,-46.393163,-49.419064,-46.221433,-55.128190,-41.203131,-44.267225,-40.250759,-44.446723,-31.016081,-38.907105,-45.175639,-47.653041,-45.146847,-39.277511,-43.252758,-35.366970,0,Fileset 1: TS pulse compressed wideband pings T2
193.500,-43.735048,-38.761765,-35.625910,-34.649386,-52.481407,-43.705513,-45.361276,-51.092617,-47.471052,-52.494723,-58.055261,-42.247455,-42.119002,-48.355930,-44.290531,-58.794448,-42.701807,-44.849655,-49.458117,-49.195073,-52.122179,-51.789632,-41.052746,-41.123389,-40.718307,-46.563975,-53.223552,-46.109918,-46.366128,-47.788975,-44.090177,-57.686904,-46.540428,-40.009741,-52.611234,-50.122711,-42.601033,-54.067400,-54.279408,-39.597866,-39.731340,-45.751219,-36.076876,-40.925810,-46.422494,-54.501240,-51.914380,-48.479713,-36.483216,-38.484140,-57.873884,-54.532222,-41.640624,-36.817025,-42.919379,-41.557202,-40.042913,-42.815616,-53.070117,-51.212543,-45.770040,-47.171635,-69.671546,-46.271632,-47.629359,-54.425882,-56.872781,-49.954736,-50.072617,-54.369210,-51.043582,-54.606153,-74.606567,-46.016836,-56.696162,-52.256271,-46.895153,-52.649871,-55.775951,-45.647703,-53.051388,-48.159887,-55.014796,-40.916288,-43.295150,-40.158336,-44.217656,-30.983011,-38.678916,-46.615354,-46.809214,-42.937381,-40.312287,-42.617192,-35.289032,0,Fileset 1: TS pulse compressed wideband pings T2
194.000,-42.004918,-38.235114,-36.061467,-34.340651,-52.368388,-44.293897,-45.662061,-51.936190,-46.487236,-52.824151,-57.790869,-42.405650,-42.690876,-48.104124,-43.267154,-60.853323,-42.651207,-43.818644,-50.469403,-48.170097,-53.023302,-51.833814,-40.772764,-42.217989,-41.327958,-46.426623,-53.681778,-46.063815,-46.321752,-47.289679,-45.790989,-53.662901,-46.404740,-41.070429,-52.304402,-48.588720,-43.028237,-54.433684,-55.278079,-39.614911,-40.878318,-46.611233,-36.499739,-40.050181,-46.502059,-57.640671,-56.041637,-48.854113,-35.959128,-37.756553,-54.413430,-56.444954,-40.828838,-36.483844,-42.584554,-40.836969,-38.664750,-43.597576,-56.218141,-50.599447,-47.412578,-47.812148,-65.795120,-47.354629,-46.752096,-57.990763,-55.345421,-51.442716,-49.825174,-57.689220,-51.218186,-54.720688,-69.407170,-46.598713,-55.438474,-51.480379,-46.433887,-53.069063,-54.864228,-45.199980,-58.434413,-50.941965,-54.547654,-40.695023,-42.310487,-40.345863,-44.061076,-31.115824,-38.775088,-48.273451,-45.380823,-41.309564,-41.330583,-41.809628,-35.249773,0,Fileset 1: TS pulse compressed wideband pings T2
194.500,-40.658797,-37.854660,-36.734279,-33.941013,-53.158942,-45.186791,-45.736679,-52.647902,-45.897407,-53.427013,-57.958851,-42.525934,-43.556036,-47.839608,-41.541848,-65.196459,-43.073276,-42.970521,-51.911163,-47.362573,-51.562127,-50.672359,-40.518979,-43.341705,-41.561207,-45.873042,-53.610335,-45.661312,-46.429437,-47.412844,-47.894863,-50.973867,-46.435086,-42.675520,-50.825176,-47.132154,-43.239508,-54.404404,-57.468173,-40.097144,-42.640918,-47.467162,-37.377398,-39.571605,-46.410040,-50.774214,-65.641006,-49.315603,-35.963940,-37.179864,-51.397818,-61.889755,-40.512329,-36.490646,-42.225770,-40.488777,-37.737167,-43.444875,-56.414451,-49.834871,-49.029149,-48.234176,-61.887214,-47.514059,-45.739119,-61.867363,-54.523141,-53.610580,-49.651406,-59.073155,-50.989764,-53.387882,-64.158828,-47.864818,-54.573154,-50.067654,-46.088373,-54.051112,-54.730895,-45.020200,-70.759834,-55.499924,-54.203139,-40.875059,-41.446490,-40.851977,-44.096130,-31.541899,-39.272595,-50.182526,-43.665746,-40.252426,-42.606242,-41.092736,-35.434369,0,Fileset 1: TS pulse compressed wideband pings T2
195.000,-39.581951,-37.704037,-37.707335,-33.462457,-54.831044,-46.340547,-45.757800,-52.301876,-45.951457,-54.649137,-58.260546,-42.711281,-44.748314,-47.756819,-39.812808,-64.514144,-43.865402,-42.239234,-51.029243,-46.873717,-49.147028,-48.672183,-40.226820,-44.017574,-41.396322,-45.172877,-53.813521,-44.982327,-46.782461,-48.512647,-49.067504,-48.753294,-46.296337,-44.557665,-49.927983,-45.805337,-43.197186,-54.274473,-61.097828,-40.995656,-44.968223,-47.807193,-38.245594,-39.375188,-46.160494,-45.822203,-57.505621,-49.708154,-36.452464,-36.732013,-49.390247,-75.763188,-40.677869,-36.763618,-42.000880,-40.563196,-37.085458,-42.378963,-52.065604,-48.822927,-50.181800,-48.479343,-57.671958,-46.943835,-45.027814,-55.006996,-54.378247,-56.656922,-49.586255,-56.261462,-50.317055,-51.471188,-61.808010,-49.611866,-53.965482,-48.451979,-46.021317,-56.051846,-55.328884,-45.134330,-65.202041,-61.583554,-54.279154,-41.564988,-40.647782,-41.698041,-44.269326,-32.227443,-40.388033,-52.381982,-41.992760,-39.540978,-44.229783,-40.499370,-35.729890,0,Fileset 1: TS pulse compressed wideband pings T2
195.500,-38.790395,-37.730836,-38.961512,-33.018398,-57.814870,-47.591844,-45.775763,-50.696751,-46.616321,-56.652218,-57.635006,-43.139086,-45.995624,-47.649336,-38.296875,-58.089672,-44.992734,-41.746887,-47.543006,-46.724356,-46.924909,-46.609361,-39.915324,-44.233959,-40.868751,-44.510300,-54.263247,-44.127935,-47.175084,-51.162880,-48.504419,-46.540900,-45.689132,-46.318924,-50.267316,-44.661744,-42.937174,-54.273873,-65.677203,-42.327596,-47.672847,-47.417804,-38.565244,-39.369215,-45.851918,-42.955890,-51.593321,-49.557542,-37.336742,-36.434478,-48.457085,-58.439172,-41.051793,-37.157212,-41.924077,-41.020170,-36.634831,-41.002968,-48.583628,-47.542605,-50.636899,-48.581292,-51.265450,-46.199908,-44.601907,-50.334935,-54.817143,-61.134634,-49.526852,-53.381465,-49.089201,-49.901537,-60.688174,-51.235420,-53.557645,-46.896525,-46.091634,-59.059043,-55.521569,-45.480013,-58.327960,-58.305595,-54.557933,-42.775026,-39.749897,-42.628668,-44.226781,-33.069239,-42.140511,-54.388718,-40.668432,-39.155945,-46.347353,-40.020724,-36.166165,0,Fileset 1: TS pulse compressed wideband pings T2
196.000,-38.448709,-38.082428,-40.684040,-32.754166,-63.352495,-48.974706,-46.245185,-49.106082,-48.211875,-59.786743,-56.005438,-43.986160,-47.258557,-47.700508,-37.376914,-54.000286,-46.626575,-41.592536,-44.550335,-47.055260,-45.331639,-45.179947,-39.714568,-44.487199,-40.229493,-44.192545,-54.146779,-43.147968,-47.535752,-57.862815,-47.748247,-44.189776,-44.667281,-47.692788,-52.092591,-43.877697,-42.673309,-54.878745,-66.431109,-44.014279,-49.870528,-46.466922,-38.247144,-39.568061,-45.722345,-41.559948,-49.063184,-48.444490,-38.446529,-36.416215,-48.639827,-53.560209,-41.346522,-37.768721,-42.320722,-41.946664,-36.401395,-39.866774,-46.399826,-46.064127,-50.859701,-48.935549,-46.606753,-45.829702,-44.472653,-47.903085,-55.929783,-70.429288,-49.641048,-51.627798,-47.580696,-49.184185,-60.152459,-51.814565,-53.359007,-45.691636,-46.451398,-61.862547,-54.298033,-46.408254,-55.344533,-54.149892,-54.170211,-44.617832,-38.808949,-43.374589,-44.011330,-34.082272,-44.933809,-56.108933,-39.872784,-39.039972,-49.463535,-39.709286,-36.854842,0,Fileset 1: TS pulse compressed wideband pings T2
196.500,-38.521337,-38.689761,-42.898528,-32.708595,-61.976092,-50.406364,-47.317610,-47.853932,-50.585593,-63.230352,-54.207843,-45.307278,-48.226863,-47.817781,-37.047735,-51.353316,-48.850442,-41.809465,-42.851827,-47.839239,-44.474839,-44.604357,-39.694172,-44.876135,-39.469761,-44.312454,-51.984637,-42.075654,-47.508056,-59.907420,-47.587986,-41.766893,-43.439909,-48.748375,-55.401153,-43.477055,-42.437928,-56.090652,-64.137655,-45.801719,-50.417496,-45.298197,-37.578968,-39.776928,-45.739105,-41.216516,-48.162395,-46.893181,-39.428824,-36.644008,-50.014802,-51.516039,-41.140920,-38.516911,-43.108932,-43.094884,-36.295971,-39.140021,-45.162918,-44.568562,-51.380424,-49.716197,-43.479891,-45.726297,-44.387547,-46.898138,-57.494960,-66.075207,-49.913444,-50.789433,-46.064383,-49.352561,-59.409723,-51.328872,-53.353865,-44.752302,-46.870646,-60.212749,-52.155242,-48.031000,-54.190372,-51.995021,-52.607458,-47.015461,-37.748463,-43.200970,-43.750738,-35.033732,-48.154383,-57.927790,-39.584597,-39.034508,-55.188075,-39.446910,-37.923296,0,Fileset 1: TS pulse compressed wideband pings T2
197.000,-38.856125,-39.497062,-45.691644,-32.892448,-54.745994,-51.917689,-49.251643,-46.767491,-53.341973,-63.190607,-52.842540,-47.131415,-48.845596,-48.156239,-37.355481,-49.510003,-51.479211,-42.351199,-42.375634,-49.008006,-44.407343,-44.871506,-40.046218,-45.128533,-38.681946,-45.191266,-48.629731,-41.286311,-47.024803,-50.705819,-47.872587,-39.677888,-42.258209,-49.774148,-59.129896,-43.505330,-42.389937,-57.698336,-63.545861,-47.310906,-49.769953,-44.060939,-37.079411,-39.884678,-45.886305,-41.735702,-47.525250,-45.655310,-40.106121,-37.024988,-52.791860,-51.142962,-40.465019,-39.414169,-44.172395,-44.171042,-36.315901,-38.931867,-44.543796,-43.191990,-52.696130,-51.045213,-41.569675,-45.738839,-44.248858,-47.099542,-59.371704,-60.429335,-50.534910,-50.677064,-44.875688,-50.511350,-57.957203,-50.872703,-53.624128,-44.066583,-47.211042,-56.925914,-50.229769,-50.231803,-54.625526,-50.768862,-50.886298,-49.871638,-36.708989,-42.031261,-43.869565,-35.796386,-48.321834,-62.247155,-39.741820,-38.917195,-57.760920,-39.103454,-39.515253,0,Fileset 1: TS pulse compressed wideband pings T2
197.500,-39.365948,-40.537127,-49.046345,-33.448487,-50.483963,-53.521267,-52.272373,-45.662293,-55.558913,-60.400206,-52.054853,-49.687450,-49.363900,-49.017379,-38.300539,-48.081312,-53.576073,-43.317674,-43.037359,-50.537500,-45.276433,-45.791082,-41.078387,-44.665404,-38.017545,-47.294477,-45.531850,-41.202189,-46.340063,-46.799246,-48.054015,-38.323898,-41.362362,-50.594970,-59.903512,-44.147822,-42.812799,-59.344716,-65.941875,-48.487576,-48.779149,-42.997615,-37.154452,-39.906154,-46.229893,-42.970270,-45.610932,-45.111557,-40.739550,-37.532070,-57.541569,-52.257880,-39.767279,-40.316406,-45.309157,-44.865621,-36.566352,-39.427153,-44.475669,-42.211897,-55.170694,-52.589201,-40.835557,-45.705057,-44.017701,-48.473227,-61.215485,-59.887504,-51.778511,-51.193441,-44.285794,-52.868265,-56.069908,-51.074378,-54.283482,-43.673635,-47.455554,-54.466372,-48.900244,-51.900703,-57.200805,-50.025921,-49.784428,-53.206600,-35.931982,-40.560459,-44.660239,-36.425742,-45.981183,-75.693790,-40.292569,-38.769389,-47.568031,-38.750734,-41.927402,0,Fileset 1: TS pulse compressed wideband pings T2
198.000,-39.873024,-41.714802,-51.515214,-34.292572,-47.850935,-54.719936,-56.389707,-44.564413,-56.399543,-57.784840,-51.799555,-53.237445,-50.035296,-50.713777,-39.646313,-46.687907,-53.257454,-44.592763,-44.432896,-52.180989,-46.942642,-46.691401,-42.993915,-43.342223,-37.502392,-51.004773,-43.123453,-41.843238,-45.718233,-45.042910,-47.775002,-37.748209,-40.745251,-50.346497,-56.824798,-45.405947,-43.646555,-60.696050,-75.999322,-49.395879,-47.429624,-42.141278,-37.760568,-39.877294,-46.897165,-44.552221,-42.845611,-44.992112,-41.482251,-37.966731,-63.028617,-54.714395,-39.392168,-40.663023,-46.295070,-44.957712,-36.944719,-40.652407,-44.767022,-41.597219,-56.450992,-53.147026,-41.263965,-45.516745,-43.490734,-50.661236,-61.667316,-65.421005,-53.757793,-52.032752,-44.257818,-56.508260,-54.265398,-51.516317,-55.067496,-43.485073,-47.668410,-52.922065,-48.168033,-51.427269,-61.940330,-49.563649,-49.182706,-56.866074,-35.513068,-39.296071,-46.144039,-36.969748,-44.472347,-56.159059,-40.921466,-38.611950,-42.008152,-38.407491,-45.016613,0,Fileset 1: TS pulse compressed wideband pings T2
198.500,-40.429984,-42.982958,-50.967269,-35.387149,-46.110016,-54.895668,-61.916750,-43.667329,-56.596096,-55.545259,-52.100319,-59.300372,-51.071339,-53.662847,-41.046275,-45.204469,-50.630264,-46.177520,-46.416295,-53.865307,-49.142908,-47.263956,-46.417185,-42.129833,-37.260094,-56.053225,-41.548893,-43.093931,-45.443960,-44.523974,-47.477685,-37.983980,-40.529051,-49.474870,-53.177681,-47.152205,-44.361621,-61.110775,-67.123671,-50.351862,-45.855349,-41.641159,-38.729879,-40.154218,-48.190547,-46.332427,-40.622203,-44.879643,-42.372914,-38.317561,-61.740142,-57.783794,-39.676229,-40.249982,-47.099603,-44.685184,-37.438236,-42.796698,-45.427493,-41.310634,-52.856889,-52.181176,-42.901728,-45.507295,-42.723018,-52.831696,-60.534230,-67.791718,-56.559220,-52.976035,-44.706889,-60.911213,-52.949720,-51.492340,-55.703924,-43.492394,-48.057906,-52.162212,-48.094469,-49.785857,-59.192276,-49.492521,-48.955935,-60.015533,-35.606225,-38.498498,-48.703559,-37.707530,-44.073497,-49.935442,-41.536552,-38.626656,-38.644410,-38.239640,-47.922836,0,Fileset 1: TS pulse compressed wideband pings T2
199.000,-41.220918,-44.307485,-49.304799,-36.702507,-44.878042,-54.333647,-71.110072,-43.056433,-56.579468,-53.598295,-52.778412,-71.322004,-52.528108,-58.472576,-42.189796,-43.839742,-47.402617,-48.089932,-49.669408,-55.893485,-51.039747,-47.962468,-51.859579,-41.706258,-37.251683,-57.057045,-40.804775,-44.364749,-45.636011,-44.713031,-47.594957,-38.856391,-40.796356,-49.264499,-50.635739,-48.758268,-43.935655,-60.466568,-59.426860,-51.676206,-44.349000,-41.680341,-39.754657,-41.007425,-49.866212,-48.298187,-39.325978,-44.428876,-42.943456,-38.753014,-58.936491,-57.391395,-40.842221,-39.513859,-47.585171,-44.329262,-37.979236,-45.937639,-46.601282,-41.333206,-49.285991,-50.607152,-45.606934,-46.190049,-41.941263,-52.979033,-59.622841,-56.091360,-59.887810,-53.825703,-45.429060,-61.974994,-52.194123,-50.876941,-55.959765,-43.635116,-48.781204,-52.002802,-48.907258,-48.324921,-53.670161,-49.962527,-49.310777,-60.199063,-36.201398,-38.210322,-53.721328,-38.997877,-44.234715,-46.631407,-42.239019,-39.047817,-36.695241,-38.442169,-49.394289,0,Fileset 1: TS pulse compressed wideband pings T2
199.500,-42.101862,-45.406265,-47.974129,-37.922830,-43.697661,-53.589004,-63.267209,-42.519621,-54.018802,-51.894609,-53.322079,-56.199030,-53.993705,-65.976442,-42.838371,-42.709825,-44.193942,-49.797834,-55.924443,-58.599031,-50.409739,-48.961184,-50.449557,-42.037193,-37.172749,-54.767853,-40.649409,-44.666852,-46.045474,-45.061829,-48.096259,-39.999506,-41.421348,-50.098475,-48.970740,-49.163897,-42.099697,-59.868997,-55.173212,-53.330361,-42.778694,-41.992930,-40.517017,-42.309388,-50.731134,-50.465664,-38.677407,-43.372063,-42.281735,-39.209661,-56.768226,-53.791738,-42.706927,-38.804848,-47.346068,-43.913606,-38.332471,-49.105464,-47.968416,-41.287902,-47.005781,-49.137675,-48.690305,-47.857150,-41.211698,-50.924706,-59.630705,-51.128783,-62.436884,-54.306964,-45.959757,-59.405869,-51.720399,-49.823756,-55.676192,-43.637830,-49.656724,-52.003150,-50.831719,-47.249678,-49.871828,-50.612871,-50.160848,-57.960013,-37.040172,-38.171215,-61.063538,-41.116118,-44.042372,-44.726239,-43.037983,-39.696496,-35.472583,-38.798989,-49.875144,0,Fileset 1: TS pulse compressed wideband pings T2
200.000,-43.170870,-46.432189,-47.140419,-39.174128,-42.702127,-52.934369,-56.239846,-41.985628,-50.043786,-50.653806,-53.638191,-50.144922,-54.988664,-76.470470,-43.201855,-41.979830,-41.385929,-50.815339,-61.088969,-62.346408,-47.687642,-50.383995,-45.131049,-43.047439,-37.000664,-53.435209,-41.022797,-43.935918,-46.464993,-45.492096,-48.994570,-41.430446,-42.616727,-51.374712,-48.020333,-48.811951,-39.942015,-59.996575,-52.457252,-55.875142,-41.335015,-42.671241,-41.289573,-43.670952,-50.228064,-52.909372,-38.602915,-42.239994,-40.986043,-39.942222,-54.977416,-50.795445,-45.178199,-38.362542,-46.491294,-43.624620,-38.664909,-50.059394,-49.142884,-41.285761,-45.834931,-48.205590,-51.583785,-51.075177,-40.695112,-48.815233,-60.595151,-48.117257,-62.847183,-54.607571,-46.201982,-57.036609,-51.483522,-48.683899,-55.257664,-43.504325,-50.638024,-51.959870,-54.628844,-46.693723,-47.208193,-51.196364,-51.192812,-55.330092,-38.092156,-38.298103,-52.451804,-44.551859,-43.230169,-43.623288,-44.303017,-40.686380,-34.781395,-39.314343,-50.849782,0,Fileset 1: TS pulse compressed wideband pings T2
200.500,-44.307918,-47.698428,-46.583840,-40.535251,-41.961195,-52.302285,-52.243130,-41.518826,-46.994191,-50.068220,-53.935176,-46.515599,-55.016803,-79.219405,-43.565086,-41.786504,-39.118709,-50.688044,-52.523339,-61.877136,-44.995543,-52.036519,-41.936688,-44.190569,-36.808081,-52.816328,-41.845035,-42.878229,-46.673481,-46.238558,-50.229158,-43.163966,-44.436036,-50.221811,-47.589417,-48.578698,-38.113766,-60.551284,-50.781172,-60.038671,-40.051131,-43.602195,-42.338453,-43.944769,-49.152150,-54.289074,-38.956806,-41.417842,-39.971794,-41.088661,-53.533012,-48.766965,-47.737257,-38.128984,-45.526197,-43.534147,-39.030966,-49.314020,-49.010578,-41.339131,-45.482109,-47.941394,-54.901748,-56.420763,-40.411392,-47.423810,-61.958644,-46.196392,-61.614108,-54.875180,-46.220115,-55.490867,-51.390037,-47.628441,-54.934463,-43.342273,-51.881819,-52.023573,-60.664894,-46.756129,-45.339531,-51.188485,-51.123504,-52.580543,-39.308200,-38.530052,-47.692986,-46.924282,-42.278439,-43.092303,-46.182385,-41.839845,-34.481515,-39.843440,-52.790795,0,Fileset 1: TS pulse compressed wideband pings T2
201.000,-45.109537,-49.367308,-45.866067,-42.026591,-41.372747,-51.640274,-49.747226,-41.003080,-44.897365,-50.155928,-54.141062,-44.061969,-53.902312,-68.990114,-43.845654,-41.927838,-37.326371,-49.794794,-48.779398,-56.780365,-42.882848,-53.459282,-40.088518,-44.486424,-36.681061,-52.431825,-42.817424,-42.129419,-46.523799,-47.459303,-51.917290,-45.379229,-46.862026,-47.026453,-47.547657,-48.691820,-36.648781,-60.284436,-49.788216,-63.631683,-38.835880,-44.612042,-43.702131,-42.934417,-48.313880,-52.697302,-39.573866,-40.984951,-39.516576,-42.616798,-52.280047,-47.380398,-49.256368,-37.831815,-44.636927,-43.549445,-39.410348,-48.967429,-47.436250,-41.397659,-45.667840,-48.177753,-60.553172,-55.458621,-40.282536,-46.808475,-62.188648,-44.902685,-59.609969,-55.115520,-46.066538,-54.767609,-51.274674,-46.711851,-54.793107,-43.159984,-53.413169,-52.224113,-56.730731,-47.242600,-44.010360,-50.343055,-49.315671,-49.767306,-40.601456,-38.656443,-45.216945,-43.150246,-41.417403,-42.819096,-48.619828,-42.887124,-34.393607,-40.103550,-55.818191,0,Fileset 1: TS pulse compressed wideband pings T2
