Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,Variable_index,Variable_name
53.000,-46.783314,-48.874633,-46.345498,-44.703750,-44.373959,-52.749106,-48.304824,-47.342387,-53.232926,-46.477857,-49.735776,-48.243605,-48.902680,-59.515301,-50.462423,-50.073954,-49.910584,-48.547310,-49.555216,-46.217838,-51.389187,-50.962169,-57.845337,-50.394530,-48.834090,-53.590175,-54.239452,-59.837944,-54.920180,-55.163087,-64.971686,-50.873696,-57.725088,-58.577848,-73.961917,-55.878363,-47.618061,-55.559255,-49.469506,-50.745599,-50.456637,-50.960224,-49.242979,-58.202428,-51.237221,-56.946141,-48.667981,-49.141118,-51.557838,-51.220508,-53.818743,-50.985239,-50.551083,-51.400605,-52.391820,-51.690898,-51.350291,-48.068310,-47.680471,-39.112259,-43.094337,-40.504497,-49.354790,-58.354654,-41.946503,-44.085389,-55.070954,-49.887135,-47.178139,-50.343088,-51.796139,-53.024227,-53.406500,-44.307242,-45.569599,-43.601516,-43.442153,-44.533778,-44.379813,-46.179201,-43.714616,-48.678867,-45.027812,-45.028202,-55.532451,-48.482870,-51.570299,-56.548132,-53.732051,-52.532580,-48.109846,-50.792177,-65.115611,-64.711436,-50.344156,0,Fileset 1: TS pulse compressed wideband pings T1
53.500,-46.827504,-48.331731,-46.174909,-44.471376,-44.038098,-51.013017,-49.359456,-48.241619,-53.873794,-46.155115,-48.636964,-48.744568,-50.094895,-59.019656,-49.420635,-49.960228,-50.470440,-48.280635,-48.999083,-46.017568,-51.116056,-50.623952,-59.907693,-49.976804,-49.244526,-52.307784,-53.213790,-56.804212,-54.807727,-53.575421,-58.836972,-51.187073,-55.945872,-57.459432,-67.076573,-56.671696,-47.286339,-56.097229,-50.743882,-50.416626,-49.496588,-51.452371,-49.325793,-59.249998,-51.410003,-56.626014,-47.908146,-49.184616,-52.066323,-51.705822,-53.929691,-51.646554,-50.461857,-51.551206,-52.624281,-52.242547,-50.317377,-48.014717,-48.202142,-38.809855,-43.488297,-39.422516,-48.151360,-51.807668,-43.582391,-43.961545,-53.542483,-49.496245,-46.933291,-49.376152,-51.997619,-50.931896,-53.007789,-43.891536,-45.097781,-43.206535,-43.324308,-44.309080,-43.434804,-45.715399,-42.892791,-47.295148,-44.143114,-44.508351,-54.161483,-48.817941,-51.818713,-58.367819,-53.698014,-51.564356,-48.472641,-51.296349,-82.322036,-59.308431,-50.024975,0,Fileset 1: TS pulse compressed wideband pings T1
54.000,-46.839995,-47.378418,-45.964395,-44.094092,-43.735167,-49.521376,-50.351503,-49.197436,-54.389088,-46.097984,-47.711594,-48.984561,-51.852815,-59.283831,-48.414848,-49.773026,-50.947492,-48.331296,-48.382673,-45.570213,-51.066549,-50.441954,-61.239527,-49.560482,-49.819887,-51.426198,-52.361651,-54.625513,-54.460395,-52.295462,-55.405929,-51.581398,-54.439309,-56.079533,-62.274623,-57.427183,-46.995664,-55.937535,-52.823069,-50.219231,-48.349366,-51.606929,-49.620013,-60.705041,-51.818827,-56.195482,-47.122518,-49.205524,-52.783479,-51.914963,-54.023206,-52.349789,-50.491410,-51.647169,-52.677627,-52.551305,-49.194998,-47.573343,-47.862607,-38.473870,-43.588107,-38.814282,-45.784375,-48.397684,-45.330428,-43.973992,-51.525679,-48.509608,-46.840614,-48.247269,-52.228798,-49.485905,-51.901377,-43.538516,-44.595112,-42.931621,-43.175489,-43.862556,-42.519645,-45.061531,-42.321398,-45.802458,-43.499028,-44.188873,-52.725451,-49.200416,-52.253342,-58.388550,-52.875361,-50.240108,-48.881808,-52.061036,-65.924573,-55.931413,-49.765172,0,Fileset 1: TS pulse compressed wideband pings T1
54.500,-46.885474,-46.264619,-45.726073,-43.668012,-43.519009,-48.381159,-51.125952,-50.310908,-53.892813,-46.353110,-47.099865,-49.179355,-53.482697,-59.614863,-47.616537,-49.620588,-51.293422,-48.844767,-47.801681,-44.896346,-51.178976,-50.526460,-59.441126,-49.191458,-50.507755,-50.942884,-51.745692,-53.115080,-53.889828,-51.420189,-53.294003,-51.939181,-53.360492,-54.739835,-59.170349,-58.196054,-46.764727,-55.354585,-55.694621,-50.040747,-47.263585,-51.473999,-49.955992,-62.729069,-52.424993,-55.684152,-46.475118,-49.307547,-53.602671,-51.891345,-54.257656,-52.891243,-50.733776,-51.647192,-52.134920,-52.785140,-48.222797,-46.859638,-46.826944,-38.140696,-43.487874,-38.688947,-44.101443,-46.740504,-46.889410,-44.149529,-49.587493,-47.255545,-46.889213,-47.094703,-51.944896,-48.764593,-50.434845,-43.308670,-44.146064,-42.798331,-43.013047,-43.309817,-41.808350,-44.343564,-42.046268,-44.515985,-43.117793,-44.063551,-51.367025,-49.658206,-52.865719,-56.763809,-51.580925,-48.823116,-49.363900,-53.206030,-61.021945,-54.016843,-49.504176,0,Fileset 1: TS pulse compressed wideband pings T1
55.000,-46.944892,-45.175193,-45.418159,-43.235170,-43.314020,-47.515481,-51.415245,-51.543684,-52.261631,-46.728415,-46.794850,-49.524595,-53.353372,-58.250922,-47.003915,-49.495359,-51.375759,-49.846091,-47.233349,-44.052649,-51.376634,-50.897985,-56.432783,-48.885804,-51.101728,-50.724300,-51.283243,-52.110166,-53.119389,-50.869001,-51.930067,-52.024113,-52.700776,-53.579414,-57.069240,-58.867171,-46.545812,-54.743853,-57.959795,-49.622892,-46.347446,-51.044325,-50.047441,-65.265796,-52.965085,-55.029632,-45.994331,-49.489741,-54.164866,-51.752726,-54.617772,-53.045975,-51.094581,-51.512096,-50.976538,-53.131170,-47.508519,-45.979030,-45.522749,-37.786325,-43.247901,-38.977616,-43.232515,-46.262181,-47.759706,-44.312027,-47.963627,-46.006686,-46.841614,-45.967982,-50.616628,-48.732381,-48.885423,-43.156362,-43.768836,-42.710499,-42.760033,-42.691388,-41.290816,-43.619055,-41.987996,-43.494906,-42.909665,-44.004843,-50.136218,-50.124304,-53.511427,-54.825987,-50.170024,-47.465012,-49.887154,-54.518914,-58.514836,-53.035226,-49.075951,0,Fileset 1: TS pulse compressed wideband pings T1
55.500,-47.056316,-44.285223,-45.100135,-42.885443,-43.091643,-46.876809,-51.113964,-52.841048,-50.514025,-46.915594,-46.797527,-50.211606,-51.742058,-55.428912,-46.574679,-49.424963,-51.178885,-51.327901,-46.683144,-43.210856,-51.695428,-51.621672,-54.192065,-48.712879,-51.406245,-50.676004,-50.920550,-51.509174,-52.275221,-50.577374,-50.997886,-51.707497,-52.432007,-52.657714,-55.701457,-59.278892,-46.376638,-54.408451,-57.136194,-48.850642,-45.682286,-50.336491,-49.830867,-67.811585,-53.152550,-54.241780,-45.691763,-49.771436,-54.227235,-51.694544,-55.052290,-52.886127,-51.460094,-51.320131,-49.699973,-53.739413,-47.130384,-45.089491,-44.250152,-37.444781,-42.965113,-39.682012,-43.116924,-46.934126,-47.835142,-44.164864,-46.767039,-44.999454,-46.510650,-44.965612,-48.711307,-49.389733,-47.491955,-43.069941,-43.511756,-42.630783,-42.456134,-42.125917,-40.995677,-43.009142,-42.077284,-42.756578,-42.829439,-43.930476,-49.128196,-50.619015,-54.134537,-53.231916,-48.949839,-46.348917,-50.492102,-55.397893,-57.095004,-52.769910,-48.446386,0,Fileset 1: TS pulse compressed wideband pings T1
56.000,-47.224134,-43.651591,-44.817649,-42.672925,-42.847079,-46.389855,-50.260264,-53.921591,-49.237146,-46.564208,-47.009363,-51.327567,-50.189698,-52.766910,-46.264900,-49.342507,-50.757020,-52.988451,-46.148856,-42.485797,-52.129373,-52.696292,-52.927087,-48.697479,-51.249988,-50.689606,-50.568153,-51.187544,-51.424688,-50.436977,-50.254815,-51.011081,-52.462590,-51.937447,-54.878052,-59.248135,-46.281211,-54.402519,-55.089726,-47.818785,-45.281660,-49.388718,-49.478087,-69.458614,-52.786937,-53.349624,-45.506666,-50.144355,-53.887434,-51.797894,-55.420120,-52.647111,-51.671653,-51.112905,-48.664880,-54.524056,-47.086440,-44.302576,-43.081238,-37.142353,-42.696073,-40.796013,-43.690436,-49.043181,-47.423934,-43.496207,-45.995436,-44.323379,-45.868281,-44.158166,-46.950614,-50.565889,-46.370450,-43.024178,-43.391882,-42.520223,-42.142186,-41.667476,-40.897027,-42.569535,-42.207819,-42.266139,-42.805292,-43.757887,-48.392937,-51.146429,-54.724358,-52.130477,-48.025080,-45.557683,-51.240068,-55.397307,-56.283087,-53.044633,-47.695690,0,Fileset 1: TS pulse compressed wideband pings T1
56.500,-47.384042,-43.230464,-44.555583,-42.592365,-42.580447,-45.961961,-49.006382,-54.316589,-48.510291,-45.625341,-47.201285,-52.796093,-49.240299,-50.751023,-45.967463,-49.108238,-50.188023,-53.716893,-45.620272,-41.897236,-52.489833,-54.011602,-52.478539,-48.795109,-50.576162,-50.666976,-50.130712,-50.988313,-50.562480,-50.327494,-49.533907,-50.042809,-52.639390,-51.328857,-54.393780,-58.710816,-46.232515,-54.539724,-53.674874,-46.721705,-45.096402,-48.276240,-49.179101,-69.529937,-51.913338,-52.385530,-45.328480,-50.558427,-53.415036,-51.982318,-55.526038,-52.496081,-51.599784,-50.845546,-47.942899,-55.130698,-47.279443,-43.674713,-41.982718,-36.861669,-42.464001,-42.315732,-44.935578,-53.040458,-46.835076,-42.452599,-45.586215,-43.971950,-45.057732,-43.576657,-45.639040,-51.385748,-45.547027,-42.974055,-43.379264,-42.343597,-41.833155,-41.307801,-40.929696,-42.280849,-42.240379,-41.942986,-42.736856,-43.424367,-47.907591,-51.648210,-55.303059,-51.487445,-47.376078,-45.085190,-52.180721,-55.017362,-55.676309,-53.607187,-46.932487,0,Fileset 1: TS pulse compressed wideband pings T1
57.000,-47.493621,-43.022622,-44.322574,-42.682192,-42.367838,-45.597573,-47.606037,-53.916880,-48.332796,-44.455636,-47.111033,-54.299847,-49.002354,-49.388785,-45.659274,-48.678362,-49.638651,-52.493467,-45.176220,-41.498968,-52.403417,-55.448439,-52.712126,-48.959167,-49.521948,-50.622724,-49.624498,-50.799225,-49.726803,-50.238062,-48.823460,-48.947504,-52.849402,-50.805749,-54.085556,-57.796925,-46.237202,-54.523509,-53.108918,-45.787827,-45.120340,-47.188257,-49.055825,-67.555789,-50.839996,-51.445993,-45.118709,-51.012254,-53.066198,-52.121563,-55.301198,-52.518089,-51.290248,-50.488131,-47.503832,-55.265994,-47.532376,-43.315073,-40.990632,-36.634327,-42.336956,-44.349755,-47.064284,-53.309407,-46.289172,-41.403530,-45.524410,-43.985392,-44.332142,-43.308330,-44.889511,-50.318513,-45.088378,-42.931187,-43.470959,-42.153740,-41.614839,-41.110606,-41.115964,-42.170920,-42.138153,-41.772691,-42.615217,-43.003153,-47.628627,-52.046539,-55.938458,-51.252331,-47.041341,-44.977273,-53.395677,-55.028359,-54.972927,-54.172281,-46.320079,0,Fileset 1: TS pulse compressed wideband pings T1
57.500,-47.455260,-43.006053,-44.064600,-42.961030,-42.247173,-45.327781,-46.258676,-53.094155,-48.584571,-43.418972,-46.516008,-55.037171,-49.442609,-48.545734,-45.302934,-48.061341,-49.279833,-50.319067,-44.880037,-41.314965,-51.401439,-56.842756,-53.470044,-49.085088,-48.263553,-50.599068,-49.092782,-50.527389,-48.928985,-50.176838,-48.154863,-47.809772,-53.007071,-50.367706,-53.764663,-56.615356,-46.258258,-54.057340,-53.241533,-45.144272,-45.286214,-46.307326,-49.080015,-64.517202,-49.867392,-50.614661,-44.868379,-51.462825,-52.968396,-52.015188,-54.753696,-52.613293,-50.838088,-50.006912,-47.171585,-55.075838,-47.420607,-43.339389,-40.140897,-36.465958,-42.332286,-46.998252,-50.669429,-47.112911,-45.890373,-40.602746,-45.728769,-44.333167,-43.880107,-43.430013,-44.713775,-47.797735,-45.045627,-42.878011,-43.627928,-41.991457,-41.538713,-41.112988,-41.453381,-42.218916,-41.914774,-41.724109,-42.439755,-42.594354,-47.388000,-52.119498,-56.495368,-51.320090,-47.029281,-45.225873,-54.879482,-55.798203,-54.055288,-54.384666,-45.981832,0,Fileset 1: TS pulse compressed wideband pings T1
58.000,-47.159769,-43.145032,-43.683240,-43.413421,-42.169424,-45.187065,-45.125319,-52.240911,-48.857806,-42.738395,-45.501219,-54.517105,-50.387768,-48.009761,-44.851760,-47.348375,-49.285253,-48.401502,-44.726701,-41.341455,-49.448825,-58.046181,-54.504477,-49.027310,-46.935950,-50.637216,-48.582323,-50.118069,-48.154555,-50.148134,-47.532987,-46.653556,-53.078486,-50.011140,-53.266193,-55.230546,-46.227015,-53.189593,-53.832455,-44.814243,-45.384132,-45.760773,-49.086812,-61.643071,-49.144461,-49.912130,-44.577131,-51.764276,-53.110282,-51.492689,-53.954218,-52.526374,-50.306891,-49.385197,-46.678440,-55.023251,-46.456937,-43.828802,-39.436651,-36.324511,-42.346035,-49.708866,-55.903048,-42.502910,-45.600445,-40.120158,-45.918666,-44.761932,-43.798543,-43.953540,-45.025727,-45.364873,-45.389929,-42.742291,-43.743002,-41.864430,-41.617287,-41.322391,-41.898967,-42.348848,-41.618109,-41.728593,-42.206437,-42.277153,-46.905083,-51.580944,-56.469970,-51.572152,-47.257534,-45.695851,-56.398692,-57.314001,-53.076114,-54.102086,-45.992925,0,Fileset 1: TS pulse compressed wideband pings T1
58.500,-46.693717,-43.501106,-43.208953,-44.082517,-42.098017,-45.290332,-44.458093,-51.577275,-48.431106,-42.627353,-44.540233,-53.451841,-51.461959,-47.587479,-44.386207,-46.809638,-49.943897,-47.289712,-44.706637,-41.660419,-47.134228,-58.661523,-55.524924,-48.801365,-45.729535,-50.872021,-48.242507,-49.694399,-47.486063,-50.251742,-47.020085,-45.590573,-53.188543,-49.819625,-52.703808,-53.866830,-46.202142,-52.387170,-54.645645,-44.844362,-45.198621,-45.721278,-48.981303,-59.260154,-48.741893,-49.395105,-44.344881,-51.731006,-53.247369,-50.664930,-53.175197,-52.146249,-49.814217,-48.739399,-45.970999,-55.519007,-44.873996,-44.800448,-38.957533,-36.276843,-42.244188,-49.368032,-50.880044,-39.296694,-45.221490,-40.004329,-45.699275,-44.742827,-44.168931,-44.815469,-45.612002,-43.674577,-45.951310,-42.542546,-43.771268,-41.857345,-41.926606,-41.807311,-42.458479,-42.548416,-41.420330,-41.801150,-42.020726,-42.195631,-46.096881,-50.475473,-55.467202,-52.102890,-47.564585,-46.063054,-57.373248,-58.542888,-52.484825,-53.738405,-46.500442,0,Fileset 1: TS pulse compressed wideband pings T1
59.000,-46.120614,-43.938461,-42.609216,-44.750237,-41.819182,-45.541302,-44.346941,-50.942432,-46.944357,-43.056102,-43.959855,-52.438444,-51.836927,-46.962567,-43.901609,-46.588611,-51.326704,-47.113304,-44.534412,-42.164974,-44.955229,-56.998631,-56.086590,-48.438841,-44.670441,-51.280086,-48.085773,-49.304569,-46.882462,-50.444542,-46.533610,-44.624325,-53.317782,-49.715348,-52.228065,-52.680282,-46.162004,-52.013262,-54.869696,-45.017302,-44.544952,-46.108473,-48.687938,-57.217403,-48.431140,-48.966041,-44.130546,-50.992913,-52.495389,-49.669459,-52.597471,-51.494765,-49.310622,-48.090225,-45.168378,-56.461472,-43.278568,-45.594831,-38.603237,-36.249535,-41.775381,-45.838722,-44.503327,-36.941035,-44.180217,-40.117186,-44.839715,-43.797465,-44.733364,-45.476288,-45.722797,-42.759741,-46.031942,-42.222490,-43.581944,-41.902521,-42.353970,-42.427224,-42.950419,-42.659368,-41.326822,-41.813183,-41.844514,-42.295769,-45.066232,-49.071875,-53.734958,-53.120413,-47.547559,-45.677493,-56.831430,-56.698939,-52.704579,-53.696156,-47.443798,0,Fileset 1: TS pulse compressed wideband pings T1
59.500,-45.626288,-44.284150,-41.987361,-45.134940,-41.340727,-45.822056,-44.884937,-50.133947,-45.276151,-43.865141,-43.974372,-51.722730,-51.259682,-46.164787,-43.513853,-46.798388,-53.150526,-48.024136,-44.050675,-42.762027,-43.283470,-53.379873,-56.329530,-48.119119,-43.806864,-51.845392,-48.171035,-49.021325,-46.383702,-50.741003,-46.089126,-43.828969,-53.437308,-49.662341,-52.020974,-51.877671,-46.188415,-52.395013,-53.418991,-45.101327,-43.712572,-46.766962,-48.394186,-55.468433,-48.010506,-48.622853,-43.967355,-49.617037,-50.713296,-48.710865,-52.404967,-50.921426,-48.840415,-47.496674,-44.627688,-57.296585,-42.155784,-45.205456,-38.372547,-36.277315,-41.026836,-42.575352,-40.397039,-35.263983,-42.363576,-40.373691,-43.823823,-42.469764,-45.065953,-45.420594,-44.890012,-42.612617,-45.233731,-41.889783,-43.246551,-41.983599,-42.811038,-43.044244,-43.291358,-42.659978,-41.403262,-41.779879,-41.721462,-42.557228,-44.172128,-47.754658,-51.930278,-55.209023,-47.169996,-44.605671,-55.055638,-53.473901,-54.328833,-54.090540,-48.734718,0,Fileset 1: TS pulse compressed wideband pings T1
60.000,-45.302678,-44.283449,-41.414848,-45.001097,-40.811055,-46.005342,-46.065591,-49.109950,-44.230974,-44.603913,-44.608429,-51.254195,-50.363321,-45.535703,-43.354673,-47.336284,-53.930317,-50.013114,-43.346478,-43.299029,-42.205963,-50.017972,-56.638806,-47.946973,-43.135444,-52.491787,-48.525688,-48.826449,-46.033891,-51.145558,-45.734211,-43.242057,-53.459773,-49.635182,-52.017600,-51.513606,-46.308890,-53.595533,-50.819225,-44.957186,-43.058892,-47.305897,-48.266103,-54.050359,-47.504197,-48.419295,-43.906449,-48.028538,-48.858232,-47.811405,-52.542107,-50.671219,-48.467317,-46.883060,-44.616404,-57.316501,-41.649224,-43.844720,-38.316241,-36.373231,-40.291981,-40.274273,-37.727451,-34.236609,-40.317987,-40.749023,-43.186616,-41.463306,-44.854905,-44.853135,-43.703495,-43.165056,-44.092232,-41.661173,-42.884727,-42.072856,-43.221588,-43.545175,-43.530538,-42.612542,-41.674781,-41.768249,-41.665525,-42.908348,-43.693664,-46.658757,-50.353617,-59.419174,-46.738499,-43.542944,-53.105713,-51.227162,-57.793048,-54.394525,-50.082511,0,Fileset 1: TS pulse compressed wideband pings T1
60.500,-45.049617,-43.737136,-40.821094,-44.353238,-40.303374,-45.996204,-47.568067,-48.023040,-43.987561,-44.696698,-45.613181,-50.676367,-49.596740,-45.328758,-43.452013,-47.730036,-52.542887,-52.110482,-42.622809,-43.603558,-41.526926,-47.487156,-56.535187,-47.824911,-42.553027,-53.073399,-49.073303,-48.605609,-45.790880,-51.573775,-45.438580,-42.792705,-53.310922,-49.603834,-51.923886,-51.417975,-46.407973,-55.070742,-48.165755,-44.680000,-42.698195,-47.184703,-48.236317,-52.957015,-47.113030,-48.354073,-43.949205,-46.520192,-47.484495,-46.805463,-52.661805,-50.618610,-48.167186,-45.992069,-45.162764,-56.618991,-41.655243,-42.484941,-38.486728,-36.473254,-39.715465,-38.749265,-35.963790,-33.746450,-38.451160,-41.217586,-43.085824,-40.967257,-44.205910,-44.337080,-42.855151,-44.169710,-43.187428,-41.524202,-42.479053,-42.069785,-43.495635,-43.859931,-43.736702,-42.517109,-42.084369,-41.787786,-41.581581,-43.171123,-43.669863,-45.615067,-48.929507,-66.034448,-46.394517,-42.861771,-51.340929,-50.132843,-59.959246,-53.831304,-50.946939,0,Fileset 1: TS pulse compressed wideband pings T1
61.000,-44.838324,-42.830018,-40.239489,-43.493441,-39.929768,-45.867003,-48.530507,-47.196422,-44.605510,-44.266867,-46.602027,-49.695229,-48.983005,-45.762857,-43.926620,-47.562979,-50.615466,-51.540493,-42.163963,-43.767548,-41.107840,-45.695012,-55.548769,-47.709962,-42.089055,-53.643214,-49.856421,-48.409991,-45.725789,-52.059280,-45.275431,-42.511504,-53.164508,-49.699518,-51.635555,-51.468985,-46.485508,-55.766636,-45.879373,-44.615420,-42.722843,-46.343145,-48.242527,-52.132973,-47.150044,-48.487860,-44.212924,-45.295428,-46.744008,-45.708530,-52.490577,-50.535927,-47.990869,-44.780335,-46.325202,-55.590169,-42.113285,-41.667226,-39.052763,-36.637289,-39.401774,-37.884088,-34.875878,-33.755573,-36.980625,-41.758768,-43.609606,-41.056292,-43.565158,-44.315163,-42.704444,-45.332022,-42.839465,-41.521626,-42.055595,-42.018764,-43.738939,-44.167412,-44.103343,-42.439736,-42.688169,-41.919968,-41.477917,-43.293885,-44.152095,-44.543927,-47.658041,-60.189319,-46.151822,-42.743254,-49.827151,-50.025924,-56.109991,-52.454197,-50.983691,0,Fileset 1: TS pulse compressed wideband pings T1
61.500,-44.571031,-41.777710,-39.645575,-42.580421,-39.644259,-45.534944,-47.708044,-46.748326,-46.015460,-43.821331,-46.958846,-48.185507,-48.168187,-46.868261,-44.773693,-46.789032,-49.225336,-48.867575,-42.047463,-43.864546,-40.774788,-44.336181,-54.277386,-47.501850,-41.714390,-54.241827,-50.842452,-48.258371,-45.817078,-52.546461,-45.222039,-42.346450,-53.129081,-49.955654,-51.144449,-51.470051,-46.499365,-54.903883,-43.973021,-44.928007,-43.040389,-45.113736,-48.130379,-51.164749,-47.701865,-48.724394,-44.691139,-44.327963,-46.488595,-44.568484,-51.837617,-50.115416,-47.845881,-43.333885,-47.990811,-53.871743,-42.784956,-41.452142,-40.006076,-36.821457,-39.289309,-37.529988,-34.273125,-34.121976,-35.896011,-41.984506,-44.637481,-41.656840,-43.153083,-44.880375,-43.275792,-46.159377,-43.071577,-41.568399,-41.546448,-41.908296,-43.992345,-44.571912,-44.677114,-42.293381,-43.411629,-42.068296,-41.270957,-43.171679,-45.065070,-43.391367,-46.510920,-54.716523,-45.757509,-43.181341,-48.495454,-50.627216,-52.439394,-50.677507,-50.173889,0,Fileset 1: TS pulse compressed wideband pings T1
62.000,-44.222197,-40.758029,-39.058959,-41.711574,-39.402916,-44.912189,-45.703891,-46.684922,-48.132516,-43.742961,-46.546429,-46.376551,-46.957803,-48.629210,-45.915957,-45.804587,-48.568396,-46.569198,-42.289360,-43.944609,-40.480906,-43.164093,-53.317703,-47.171190,-41.410356,-54.912997,-51.990299,-48.179566,-46.024446,-52.957736,-45.238657,-42.255783,-53.248667,-50.378492,-50.574816,-51.333813,-46.457786,-53.017538,-42.414130,-45.720612,-43.512406,-43.906560,-47.838347,-49.731861,-48.716934,-48.955432,-45.316052,-43.547241,-46.473393,-43.503119,-50.791026,-49.302521,-47.627667,-41.846284,-49.788074,-51.514366,-43.306110,-41.802304,-41.255181,-37.006629,-39.314779,-37.594107,-34.052487,-34.714965,-35.141319,-41.498079,-45.797531,-42.639166,-43.010252,-45.973006,-44.546173,-46.410176,-43.814541,-41.584273,-40.940997,-41.742838,-44.260617,-45.086110,-45.419024,-41.991397,-44.158127,-42.120404,-40.920799,-42.786074,-46.295617,-42.213253,-45.474214,-51.308719,-44.980680,-44.129614,-47.289301,-51.583776,-49.806251,-48.844490,-48.864747,0,Fileset 1: TS pulse compressed wideband pings T1
62.500,-43.872480,-39.930643,-38.583133,-40.999413,-39.229083,-44.084873,-43.816854,-47.027512,-50.858619,-44.281119,-45.920000,-44.628192,-45.565077,-51.129600,-47.256552,-45.046947,-48.706856,-45.170277,-42.912224,-44.058330,-40.327138,-42.088351,-52.702861,-46.817019,-41.231415,-55.725962,-53.313474,-48.237087,-46.367342,-53.270914,-45.341571,-42.269317,-53.542051,-51.004029,-50.105852,-51.149465,-46.443540,-51.008839,-41.214550,-47.122389,-44.015433,-42.982674,-47.486034,-48.087179,-50.079873,-49.218023,-45.993333,-42.909936,-46.401522,-42.663530,-49.608925,-48.314540,-47.343188,-40.547558,-51.044251,-49.244732,-43.357594,-42.711844,-42.617192,-37.235334,-39.501716,-38.108914,-34.259756,-35.542834,-34.717548,-40.493910,-46.412161,-43.856232,-43.148434,-47.370274,-46.604366,-46.398073,-44.943194,-41.574103,-40.331556,-41.608298,-44.596438,-45.718956,-46.316883,-41.596722,-44.862513,-42.074399,-40.504419,-42.268437,-47.724501,-41.176633,-44.592635,-48.942114,-43.927784,-45.549488,-46.191040,-52.126509,-47.803057,-47.199524,-47.459634,0,Fileset 1: TS pulse compressed wideband pings T1
63.000,-43.485923,-39.272884,-38.194986,-40.411420,-39.041371,-43.077300,-42.398239,-47.570671,-53.478672,-45.518256,-45.479073,-43.064084,-44.155194,-54.411562,-48.459046,-44.647922,-49.622549,-44.558841,-43.763058,-44.110961,-40.328270,-40.992569,-52.089131,-46.436576,-41.105295,-56.559799,-54.660760,-48.320159,-46.738098,-53.347680,-45.419055,-42.291540,-53.845733,-51.712699,-49.736695,-50.932944,-46.388936,-49.275634,-40.234888,-49.107556,-44.326263,-42.328235,-47.118458,-46.548125,-51.413481,-49.544310,-46.415294,-42.251225,-45.861309,-42.018001,-48.383841,-47.283649,-46.960474,-39.456789,-51.310078,-47.402255,-42.804527,-43.989242,-43.625894,-37.444576,-39.767189,-39.044020,-34.888570,-36.589422,-34.496051,-39.332478,-45.880925,-44.909572,-43.409343,-48.243627,-49.536223,-46.476103,-45.925992,-41.444942,-39.690690,-41.473526,-44.931195,-46.325954,-47.228607,-41.130055,-45.363211,-41.896418,-40.016128,-41.664719,-48.996651,-40.303868,-43.778783,-47.103422,-42.768712,-47.066876,-45.062528,-51.190630,-46.098898,-45.730032,-46.096525,0,Fileset 1: TS pulse compressed wideband pings T1
63.500,-43.094042,-38.825972,-37.952278,-40.012330,-38.870866,-41.962970,-41.511477,-47.928694,-54.582976,-47.789075,-45.485373,-41.804290,-42.870510,-58.632222,-49.216837,-44.737005,-51.551334,-44.777603,-44.687477,-44.120273,-40.597129,-39.938695,-51.377607,-46.131591,-41.067264,-57.319301,-55.885472,-48.403547,-47.135599,-53.195322,-45.479674,-42.350967,-54.106828,-52.478488,-49.525814,-50.781029,-46.282738,-48.007919,-39.428969,-51.497054,-44.440257,-41.968172,-46.860340,-45.372498,-52.460102,-50.197443,-46.421401,-41.555794,-44.829040,-41.580528,-47.224548,-46.369050,-46.617416,-38.632979,-51.311285,-46.092863,-41.995179,-45.354305,-43.956215,-37.693586,-40.146972,-40.568084,-36.121816,-38.032432,-34.465135,-38.312839,-44.677343,-45.484883,-43.727713,-47.718560,-53.705816,-47.025710,-46.047840,-41.232410,-39.089693,-41.418325,-45.313789,-46.862791,-48.125740,-40.717844,-45.665170,-41.687441,-39.551731,-41.087992,-49.889012,-39.678840,-43.060419,-45.587651,-41.727188,-47.988607,-43.930729,-49.233966,-44.576431,-44.440945,-44.911577,0,Fileset 1: TS pulse compressed wideband pings T1
64.000,-42.609229,-38.567238,-37.826967,-39.794083,-38.671664,-40.694653,-41.110473,-47.425365,-54.350301,-51.943948,-46.052658,-40.852872,-41.719501,-62.563269,-49.379219,-45.374326,-54.884199,-45.946318,-45.294466,-44.055341,-41.124645,-38.992582,-50.661416,-45.898439,-41.090290,-57.731583,-56.594301,-48.391071,-47.525981,-52.838752,-45.489726,-42.419110,-54.245104,-53.180457,-49.417320,-50.681731,-46.022772,-47.198872,-38.709436,-53.064221,-44.433030,-41.820208,-46.690328,-44.588754,-53.243232,-51.485425,-46.023191,-40.815947,-43.552526,-41.252738,-46.105860,-45.562746,-46.433017,-38.035581,-51.990068,-45.220016,-41.285067,-46.087377,-43.582272,-37.959665,-40.576086,-42.991332,-38.236741,-40.009235,-34.578073,-37.455465,-43.477335,-45.548365,-44.014175,-46.062227,-58.597439,-48.389680,-45.045299,-40.918885,-38.503686,-41.484368,-45.794510,-47.276620,-48.978231,-40.401606,-45.735182,-41.424149,-39.130687,-40.528219,-50.453382,-39.303808,-42.453985,-44.207023,-40.892658,-47.718348,-42.817562,-47.287120,-43.117104,-43.259886,-43.936308,0,Fileset 1: TS pulse compressed wideband pings T1
