Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,Variable_index,Variable_name
108.000,-46.587612,-45.512887,-40.914591,-43.391842,-50.717513,-51.369736,-47.883258,-42.355235,-39.499247,-45.841941,-51.922644,-49.277489,-42.601050,-44.095712,-45.287564,-46.396892,-46.487627,-37.959421,-42.732484,-54.537006,-48.800061,-46.296032,-52.309043,-48.856426,-59.446194,-71.371945,-54.390804,-60.700163,-48.748419,-54.962270,-50.568480,-52.266344,-47.935543,-45.236977,-49.638485,-47.444427,-47.888598,-47.380376,-46.517497,-50.291245,-43.888578,-36.688261,-48.851254,-45.903585,-38.293997,-54.465140,-46.663761,-51.354679,-47.627694,-58.163394,-43.241658,-44.310253,-39.592353,-52.236394,-42.572935,-55.844431,-39.778210,-42.773248,-57.568280,-33.553837,-49.634299,-40.570221,-35.748979,-36.023264,-39.815309,-39.680444,-46.324353,-44.248340,-46.005277,-47.469016,-42.520009,-48.831358,-44.558611,-47.476667,-58.077265,-45.532198,-46.765768,-42.630544,-45.273222,-44.871404,-45.563071,-43.994451,-46.118685,-44.350513,-43.459949,-42.454730,-51.179184,-34.565025,-43.808309,-40.290082,-43.540221,-42.704666,-41.292358,-34.646151,-43.949306,0,Fileset 1: TS pulse compressed wideband pings T3
108.500,-47.428857,-45.179462,-40.700858,-43.105335,-48.908924,-51.000339,-48.304347,-41.855260,-38.934793,-45.098492,-48.644795,-49.411904,-43.341268,-42.965285,-45.385025,-45.089299,-44.649865,-38.357294,-41.763245,-53.591961,-52.550904,-43.846240,-51.448889,-45.364236,-60.452979,-75.455171,-54.244122,-61.606111,-48.374966,-55.495563,-50.507314,-52.904318,-49.197137,-44.584100,-53.429084,-52.308559,-47.370228,-47.096559,-44.970432,-47.606515,-44.997695,-36.685541,-48.971190,-45.005415,-38.057557,-49.448371,-46.808967,-50.255591,-50.090737,-52.408978,-42.677603,-45.599637,-39.360745,-60.038886,-41.649292,-55.467301,-40.199322,-45.296986,-60.442741,-33.897294,-52.100589,-42.442267,-34.976934,-37.263885,-40.501781,-40.300831,-46.521495,-45.323716,-47.965158,-48.010033,-40.532048,-44.978922,-45.037390,-46.602851,-57.538651,-45.336225,-47.123793,-42.516386,-46.356164,-44.008858,-45.973254,-44.414982,-46.137865,-44.500790,-42.898234,-43.607091,-53.119589,-34.824852,-43.206519,-39.690602,-43.127935,-42.216072,-40.818498,-34.994824,-44.109636,0,Fileset 1: TS pulse compressed wideband pings T3
109.000,-48.745478,-44.885130,-40.704287,-42.854192,-47.821122,-50.607743,-48.308747,-41.397370,-38.839428,-44.480312,-45.798194,-49.218929,-43.439960,-42.479426,-45.951854,-44.342558,-42.489530,-38.488643,-41.207845,-53.876046,-53.871030,-42.686779,-50.489960,-43.579127,-60.109178,-71.643227,-55.212814,-57.029450,-47.921057,-57.512267,-50.621143,-53.755551,-51.136831,-44.494577,-63.836651,-57.345653,-46.962304,-44.941757,-44.279041,-46.706325,-46.327942,-36.718189,-49.688389,-43.720100,-37.881583,-44.940829,-47.581300,-49.245713,-52.039041,-49.328382,-42.036866,-45.596568,-39.564313,-67.513528,-40.756087,-55.618312,-40.888072,-49.144927,-57.323749,-34.263152,-54.223730,-43.534925,-34.387905,-39.004702,-41.302391,-41.526202,-46.848605,-45.378811,-49.914465,-49.142401,-39.050179,-42.491399,-45.720215,-45.665903,-57.444657,-45.240912,-47.451817,-42.521498,-47.339704,-43.240063,-46.521796,-45.429559,-45.507061,-44.721667,-42.116826,-45.399897,-56.854185,-35.186648,-42.920044,-39.206942,-43.099706,-41.415106,-40.297939,-35.503781,-44.452406,0,Fileset 1: TS pulse compressed wideband pings T3
109.500,-50.443676,-44.394562,-40.674050,-42.455999,-47.361830,-50.444718,-47.683729,-41.102892,-39.020688,-43.708810,-43.587752,-48.993840,-42.965451,-42.192461,-46.836873,-43.670819,-41.297506,-37.468037,-41.040762,-54.976722,-50.777419,-42.253072,-49.700253,-42.939968,-58.138136,-63.970665,-56.785272,-52.564045,-47.411502,-61.010765,-51.126529,-54.300808,-54.298722,-44.904727,-58.388382,-50.658811,-46.485593,-42.098043,-43.925222,-46.492368,-47.889425,-36.620991,-50.745402,-42.280928,-37.738098,-42.316416,-48.517665,-48.369804,-49.314887,-47.289943,-41.875228,-44.435626,-40.003863,-55.450944,-39.806295,-56.102290,-41.418495,-53.720146,-54.317769,-34.575799,-54.642881,-42.686161,-33.918118,-40.818792,-42.042152,-43.111882,-47.371752,-45.062338,-50.995256,-50.480753,-37.936012,-40.754575,-46.353944,-44.727315,-57.452780,-44.916210,-47.057159,-42.503625,-47.697152,-42.536198,-46.485344,-46.728655,-44.114212,-44.896765,-41.198705,-47.544183,-64.625170,-35.401311,-42.693032,-38.578179,-43.359318,-40.278166,-39.626709,-35.850754,-44.543006,0,Fileset 1: TS pulse compressed wideband pings T3
110.000,-52.238314,-43.878879,-40.700967,-42.050744,-47.516719,-50.847159,-46.766908,-41.361698,-39.720774,-42.920084,-42.181909,-48.772071,-42.669782,-42.087092,-48.304828,-43.142848,-41.186222,-35.983423,-41.392026,-56.920469,-47.825181,-42.212677,-49.635924,-43.267006,-55.433396,-59.132042,-58.094495,-49.192375,-47.334353,-60.785644,-52.262403,-54.130551,-59.075569,-45.965823,-51.558234,-46.377889,-46.088688,-40.003539,-43.726697,-46.097352,-49.798936,-36.427903,-51.994153,-41.114643,-37.938883,-40.958496,-49.284056,-47.756426,-46.255186,-45.914056,-41.962982,-43.072934,-40.717067,-51.149847,-39.086829,-57.369726,-41.730666,-55.132841,-51.807277,-34.988041,-52.849857,-40.767965,-33.944544,-42.973946,-42.932996,-45.020589,-48.552273,-45.307539,-50.930138,-52.054151,-37.304582,-39.679780,-47.144402,-44.023342,-57.349294,-44.494303,-46.124264,-42.801162,-47.439965,-42.113837,-45.676169,-47.682542,-42.619685,-45.220835,-40.585559,-49.741847,-66.714629,-35.614199,-42.586610,-38.029515,-44.016659,-39.055333,-39.051426,-36.046937,-44.345390,0,Fileset 1: TS pulse compressed wideband pings T3
110.500,-53.197598,-43.458935,-40.829548,-41.804745,-48.282473,-51.997294,-45.718655,-42.274315,-41.006818,-42.178097,-41.511197,-48.409914,-42.885111,-42.009835,-50.491790,-42.765289,-41.935934,-34.992842,-42.347219,-60.123373,-45.928752,-42.360912,-50.715699,-44.420110,-53.092348,-55.896173,-58.238168,-46.933074,-47.917959,-57.009383,-53.789771,-53.400079,-62.300768,-47.739431,-49.315393,-44.129627,-45.840112,-38.888601,-43.506287,-45.140230,-51.694025,-36.253019,-53.029317,-40.429544,-38.584307,-40.511020,-49.705545,-47.469247,-44.736482,-45.096729,-41.778991,-41.996567,-41.586773,-48.556506,-38.679182,-59.927786,-41.964817,-53.184837,-49.840750,-35.672436,-50.601271,-38.904115,-34.582529,-46.028001,-43.989610,-46.657355,-50.746466,-46.445684,-49.910746,-54.003241,-37.159426,-39.251550,-48.319088,-43.624331,-57.059000,-44.091310,-45.130115,-43.561018,-46.761019,-41.967855,-44.575315,-47.406261,-41.468887,-45.830499,-40.476770,-51.043992,-57.946380,-35.933400,-42.520916,-37.661376,-45.178536,-37.991732,-38.751978,-36.172449,-43.988140,0,Fileset 1: TS pulse compressed wideband pings T3
111.000,-52.861267,-43.079115,-40.962261,-41.658510,-49.523692,-54.081868,-44.533914,-43.753077,-42.818637,-41.447174,-41.329028,-47.747234,-43.539298,-41.800551,-53.444733,-42.453847,-42.838631,-34.696147,-43.799961,-65.085378,-44.757797,-42.656319,-53.208538,-46.125153,-51.408789,-53.496443,-57.723547,-45.520609,-49.125964,-54.459795,-54.875886,-52.580334,-59.555805,-49.999989,-49.350722,-42.939441,-45.622906,-38.575337,-43.152411,-43.893619,-51.924927,-36.021799,-53.149596,-40.177546,-39.398034,-40.554747,-49.781226,-47.328711,-44.553752,-44.652406,-41.056066,-41.203938,-42.288289,-46.326430,-38.464355,-61.099109,-42.178683,-51.679969,-48.554017,-36.527459,-48.931007,-37.477546,-35.721314,-51.101497,-44.825970,-46.306222,-54.233956,-48.584945,-48.292379,-56.011725,-37.319115,-39.313618,-49.998017,-43.335585,-56.444320,-43.697145,-44.346613,-44.799145,-45.912421,-41.894559,-43.497806,-46.043943,-40.660970,-46.671718,-40.776143,-51.061020,-54.180583,-36.291623,-42.357488,-37.453614,-46.789023,-37.042049,-38.639222,-36.174773,-43.392325,0,Fileset 1: TS pulse compressed wideband pings T3
111.500,-52.141757,-42.858018,-41.206135,-41.687656,-51.379327,-58.197469,-43.422596,-45.914597,-45.280935,-40.925323,-41.595403,-47.019334,-44.596135,-41.646868,-57.416045,-42.326342,-42.977271,-35.198077,-45.863390,-62.555184,-44.168969,-43.427624,-56.545884,-48.256835,-50.565613,-51.749922,-57.225201,-44.897945,-51.050790,-53.123179,-55.193508,-52.135558,-56.537029,-52.444510,-51.012940,-42.495196,-45.526142,-39.069820,-42.914805,-42.913473,-49.935640,-35.831498,-52.190238,-40.480019,-40.066329,-40.867757,-49.704641,-47.261119,-45.730605,-44.569514,-40.248234,-40.786780,-42.778534,-44.215204,-38.494644,-56.606108,-42.564681,-50.984747,-48.066414,-37.559533,-48.023076,-36.721314,-37.467089,-61.206332,-45.108215,-43.996117,-58.608559,-52.253944,-46.588997,-56.445775,-37.782004,-39.830710,-52.623302,-43.123018,-55.596894,-43.485786,-44.042467,-46.777758,-45.235395,-41.900061,-42.655000,-44.608981,-40.249946,-47.880741,-41.506306,-50.927109,-52.330032,-36.786200,-42.259089,-37.594511,-49.014934,-36.268328,-38.745894,-36.170204,-42.623000,0,Fileset 1: TS pulse compressed wideband pings T3
112.000,-51.557059,-42.740593,-41.506945,-41.865910,-54.081760,-69.902333,-42.349942,-48.508471,-48.027185,-40.595625,-42.074744,-46.415752,-45.619809,-41.528204,-61.631027,-42.226173,-41.972205,-36.487752,-48.626551,-55.795640,-43.976612,-44.862699,-54.152125,-50.318783,-50.508127,-50.505080,-56.299004,-44.930222,-53.407096,-52.427617,-55.313074,-52.117584,-54.183145,-54.209305,-52.071263,-42.529241,-45.515189,-40.110007,-42.871069,-42.402192,-47.347160,-35.748025,-50.563799,-41.311903,-40.104946,-41.081733,-49.330872,-47.054014,-48.479696,-44.662732,-39.706644,-40.727754,-43.053486,-42.236758,-38.580561,-52.214883,-43.132944,-50.605847,-48.290463,-38.710550,-47.399560,-36.556370,-39.798737,-53.200684,-44.624428,-41.361680,-57.064718,-57.830858,-44.955419,-54.103603,-38.360226,-40.472967,-56.907744,-42.859862,-54.553574,-43.413315,-44.126132,-49.448012,-44.646046,-41.833774,-42.039592,-43.524613,-40.119320,-49.495364,-42.455676,-51.452949,-51.459752,-37.319213,-42.209688,-38.007709,-51.981915,-35.666610,-38.957722,-36.133801,-41.708863,0,Fileset 1: TS pulse compressed wideband pings T3
112.500,-50.996308,-42.605120,-41.721307,-42.024432,-58.104655,-60.492386,-41.260200,-50.561423,-49.991751,-40.363917,-42.522336,-45.923854,-46.077194,-41.429411,-62.586365,-42.003471,-40.495151,-38.215203,-51.990614,-50.980205,-43.907952,-46.994461,-49.223226,-51.321852,-51.098437,-49.647993,-54.592116,-45.385749,-55.419086,-51.971187,-55.970043,-52.301896,-52.290584,-54.505740,-49.332647,-42.721891,-45.469445,-41.194968,-42.959227,-42.206485,-44.935826,-35.658620,-48.742645,-42.511663,-39.391044,-40.811226,-48.345247,-46.365491,-52.905088,-44.554705,-39.409988,-40.851080,-43.155283,-40.408430,-38.541893,-49.042992,-43.692901,-49.888080,-48.867660,-39.744316,-46.097521,-36.827827,-42.845191,-47.329330,-43.540092,-38.959206,-52.507860,-58.433044,-43.371277,-51.031575,-38.747619,-40.715981,-64.378086,-42.353750,-53.246288,-43.366210,-44.465930,-51.792841,-44.012554,-41.574000,-41.448861,-42.716571,-40.052982,-51.505187,-43.267434,-53.131031,-51.027908,-37.655664,-42.212861,-38.601301,-55.682246,-35.067951,-38.995086,-35.915077,-40.562438,0,Fileset 1: TS pulse compressed wideband pings T3
113.000,-50.468385,-42.601690,-41.982790,-42.348165,-65.360052,-52.800729,-40.335035,-50.527831,-50.216127,-40.412173,-43.032424,-45.797330,-46.046796,-41.511842,-60.728140,-41.786295,-39.432405,-39.598535,-55.622309,-47.494772,-44.024285,-50.084842,-45.762949,-50.873784,-52.507606,-49.403490,-52.769710,-46.425837,-56.300291,-51.817481,-58.029747,-52.786239,-51.266783,-53.984783,-46.089947,-43.059126,-45.537333,-41.644702,-43.348059,-42.379309,-43.052562,-35.795533,-47.247784,-44.201481,-38.557574,-40.293973,-47.003684,-45.396269,-53.717274,-44.162620,-39.519298,-41.243257,-43.416215,-39.010009,-38.507042,-47.008031,-44.321972,-48.775698,-49.696624,-40.767366,-43.929160,-37.726715,-46.806233,-44.103040,-42.398071,-37.125887,-49.214796,-53.700488,-42.071932,-48.570252,-38.962459,-40.412263,-60.662389,-41.826898,-52.025089,-43.526606,-45.165109,-50.668239,-43.431283,-41.296162,-41.005377,-42.346491,-40.130782,-54.144643,-43.875849,-57.173425,-50.809207,-37.853067,-42.524749,-39.477042,-60.252234,-34.661758,-38.835084,-35.669412,-39.434133,0,Fileset 1: TS pulse compressed wideband pings T3
113.500,-49.678030,-42.601783,-42.128204,-42.732507,-65.890828,-48.443017,-39.478571,-48.914877,-49.232713,-40.593708,-43.470071,-45.919541,-45.874232,-41.627738,-58.690467,-41.494181,-38.931651,-38.886100,-58.003935,-44.805937,-44.108731,-53.873105,-43.340491,-49.213379,-54.326415,-49.653944,-51.200941,-47.712849,-55.686227,-51.849704,-61.453880,-53.252528,-51.261352,-52.992096,-43.831585,-43.201947,-45.485712,-40.766261,-43.799314,-42.483835,-41.559621,-36.072869,-45.949417,-45.909540,-37.823354,-39.574245,-45.477545,-44.212649,-49.010320,-43.228173,-39.811857,-41.596030,-43.781255,-37.922208,-38.354553,-45.868322,-44.558859,-47.306856,-50.451838,-41.526914,-41.269235,-39.253505,-47.738322,-41.960818,-41.207738,-35.680326,-46.749053,-50.855346,-40.967103,-46.671832,-38.825468,-39.440993,-54.090995,-41.207022,-50.882295,-43.761922,-46.033367,-47.168325,-42.779684,-40.925868,-40.541564,-42.298407,-40.157782,-56.541339,-43.965547,-61.923829,-50.161403,-37.637561,-43.138358,-40.420844,-63.822268,-34.325486,-38.208980,-35.272574,-38.239022,0,Fileset 1: TS pulse compressed wideband pings T3
114.000,-48.662305,-42.745408,-42.281590,-43.369614,-58.816072,-45.555086,-38.884096,-47.587619,-48.049476,-41.033489,-44.091112,-46.300705,-46.337561,-41.850468,-56.648345,-41.372848,-39.250971,-36.956894,-59.462386,-42.862222,-44.240291,-57.639302,-41.775567,-47.238933,-55.577222,-50.505503,-50.235944,-48.895420,-53.940376,-52.248174,-60.533414,-53.529465,-52.952115,-51.777165,-42.609555,-43.092142,-45.310083,-39.273409,-44.296045,-42.161137,-40.540795,-36.643671,-44.828723,-47.077185,-37.527346,-39.029483,-44.259990,-43.147816,-45.895144,-41.974561,-40.259079,-41.792768,-44.355008,-37.323170,-38.267638,-45.943582,-44.142377,-46.009387,-51.491197,-41.856667,-38.844117,-42.062739,-44.046379,-40.565755,-40.162643,-34.779880,-44.953846,-49.676571,-40.283572,-45.416404,-38.627364,-38.327641,-50.283957,-40.724759,-50.095195,-44.233600,-47.041734,-44.153524,-42.237672,-40.658932,-40.167169,-42.777228,-40.225625,-55.986475,-43.805515,-54.163688,-48.820787,-37.164283,-44.344395,-41.417270,-61.799412,-34.182174,-37.286229,-34.876819,-37.123189,0,Fileset 1: TS pulse compressed wideband pings T3
114.500,-47.948824,-43.551876,-42.950902,-44.830792,-55.589516,-44.032999,-39.094529,-47.597933,-47.149305,-42.123328,-45.600192,-47.043197,-48.651481,-42.567083,-54.917275,-42.030707,-41.013531,-35.909202,-58.613975,-42.040533,-44.906312,-57.937404,-41.343485,-45.959323,-55.214438,-52.101909,-50.388735,-49.744641,-51.901457,-53.342454,-56.136462,-53.423237,-58.287616,-50.989293,-42.538726,-43.150957,-45.431518,-38.440848,-45.171305,-41.640537,-40.400780,-38.019347,-44.148139,-47.347946,-38.180204,-39.285556,-44.048212,-42.794692,-44.861373,-41.110739,-41.192104,-42.193682,-45.479627,-37.738039,-38.774424,-48.282837,-43.508843,-45.650800,-54.005582,-41.866254,-37.373654,-48.564348,-41.609244,-40.128863,-39.752457,-34.914545,-44.173336,-50.197864,-40.599051,-45.228459,-39.100264,-37.971594,-48.382111,-40.947143,-50.242215,-45.441277,-48.143641,-42.477013,-42.331455,-41.057056,-40.410941,-44.473646,-40.855594,-53.206462,-44.205184,-49.184601,-47.339434,-37.114875,-46.851184,-42.775184,-57.093619,-34.695034,-36.745619,-35.012584,-36.596195,0,Fileset 1: TS pulse compressed wideband pings T3
115.000,-47.148907,-44.496150,-43.584509,-46.625775,-53.925080,-43.040594,-39.565476,-48.490752,-45.869666,-43.080229,-47.748643,-47.043598,-53.514768,-43.103287,-53.229073,-42.980654,-43.771633,-35.763473,-53.277636,-41.671428,-45.591487,-53.174730,-41.295986,-45.110508,-53.465825,-52.864247,-51.054567,-49.870942,-49.773674,-54.015197,-53.330024,-52.159037,-70.610933,-50.398383,-42.528655,-42.961007,-45.407734,-38.074236,-45.880642,-40.698897,-40.444915,-39.681895,-43.292345,-46.132542,-39.043347,-39.810054,-44.320315,-42.625519,-45.068940,-40.313077,-42.003883,-42.400573,-46.413902,-38.646658,-39.337575,-54.233049,-42.545456,-45.782935,-56.895207,-41.073678,-36.346583,-60.183819,-40.562063,-39.801132,-39.414942,-35.490925,-43.757634,-51.338017,-41.397834,-45.459001,-39.873855,-38.069381,-47.367081,-41.370323,-50.778490,-46.810022,-47.919645,-41.483356,-42.465876,-41.650313,-40.842974,-47.263914,-41.625608,-50.122308,-44.853026,-46.237818,-45.545855,-37.202999,-50.500053,-43.877625,-52.888735,-35.267786,-36.232245,-35.175153,-36.161749,0,Fileset 1: TS pulse compressed wideband pings T3
115.500,-45.139619,-44.212384,-42.793349,-47.355206,-51.890549,-41.181121,-38.992834,-49.086711,-43.207505,-42.467574,-49.717537,-44.955844,-55.391829,-42.138294,-50.675919,-42.949644,-45.214971,-35.413756,-47.443862,-40.284518,-45.041372,-47.747558,-40.219453,-43.633129,-50.380985,-50.886366,-50.958097,-49.103808,-46.861892,-52.549688,-50.821278,-49.458275,-57.572916,-49.028701,-40.953843,-41.502000,-44.181928,-37.009860,-45.465728,-38.505731,-39.159932,-40.320732,-41.255343,-43.051588,-38.557376,-39.362527,-43.718314,-41.326339,-45.324773,-38.479812,-41.452852,-41.419740,-45.856188,-38.900366,-38.739752,-63.690311,-40.485272,-45.122818,-52.463821,-38.722811,-34.533147,-44.315253,-39.459841,-38.089625,-37.965822,-35.280162,-42.409692,-50.891790,-41.369651,-44.685572,-39.710171,-37.503665,-45.828492,-40.762134,-50.366077,-47.071907,-45.179454,-39.795207,-41.252450,-41.258005,-40.313248,-50.733320,-41.429442,-45.994746,-44.514535,-43.148925,-42.523277,-36.436091,-55.142533,-43.661091,-48.415675,-34.511665,-34.570210,-34.078445,-34.577003,0,Fileset 1: TS pulse compressed wideband pings T3
116.000,-43.160971,-43.549406,-41.496544,-47.606095,-50.315136,-39.510444,-38.372386,-50.170370,-40.610789,-41.443181,-52.551790,-42.514207,-46.756100,-40.846586,-48.591483,-42.930849,-42.831552,-36.239200,-42.945155,-38.849660,-44.493130,-43.739898,-39.052792,-42.627299,-47.414380,-48.291808,-51.170888,-49.387368,-44.381749,-50.433084,-49.313397,-47.183769,-52.047095,-47.972141,-39.204027,-40.169953,-43.003887,-36.365811,-45.381370,-36.461147,-37.538173,-41.102298,-39.412348,-39.875800,-37.564569,-38.927335,-43.081887,-40.058906,-47.271747,-36.907974,-40.802971,-40.666400,-45.135937,-39.621361,-38.123165,-48.609659,-38.663109,-44.592873,-46.340484,-36.415365,-32.973568,-38.153603,-39.249849,-36.062531,-36.484550,-35.284487,-41.117978,-49.261139,-41.231354,-43.725497,-39.441681,-37.381344,-44.760924,-40.192737,-49.841842,-47.306049,-42.024715,-38.417572,-39.700705,-41.141569,-40.189469,-56.434541,-41.633342,-42.084897,-43.808758,-40.615748,-39.522280,-36.054578,-66.386070,-43.568257,-44.569077,-33.522420,-32.980946,-32.848041,-33.050923,0,Fileset 1: TS pulse compressed wideband pings T3
116.500,-43.378802,-44.270582,-41.786311,-48.638317,-51.012099,-40.148809,-39.716387,-51.332596,-40.366151,-42.435187,-53.330277,-42.397389,-42.995666,-41.475582,-49.193953,-44.843341,-40.637042,-40.860100,-41.632186,-39.443587,-46.291131,-43.012204,-39.959576,-44.222146,-46.846720,-48.171977,-53.816199,-53.948510,-44.350749,-50.475224,-50.544968,-47.699966,-51.489560,-49.197800,-39.927019,-41.272172,-43.997282,-38.134795,-47.802858,-36.733115,-37.788671,-44.253135,-40.057658,-39.071883,-38.416271,-40.631553,-44.345902,-41.101058,-53.734950,-37.888307,-42.162239,-42.379806,-46.616427,-42.704750,-39.644612,-44.813791,-39.324663,-46.116981,-43.954057,-36.394311,-33.730260,-36.390194,-41.979508,-36.045490,-37.004221,-37.678647,-41.947588,-49.022982,-42.472470,-44.549386,-40.765109,-39.724589,-46.234762,-41.718195,-51.020140,-49.670510,-41.171950,-39.319647,-39.956224,-43.603989,-42.918138,-52.620242,-44.629688,-40.677169,-44.221449,-40.582754,-38.758422,-38.307196,-57.442002,-45.759852,-43.284272,-34.498982,-33.645543,-33.601546,-33.780817,0,Fileset 1: TS pulse compressed wideband pings T3
117.000,-43.698410,-44.305738,-41.810340,-48.362360,-51.441761,-40.955954,-40.968545,-49.484570,-40.473207,-43.626694,-49.826393,-42.719634,-41.103029,-42.129191,-50.453042,-46.475607,-39.288241,-47.699622,-41.172440,-40.057901,-48.606525,-43.070249,-41.002388,-46.296982,-46.696533,-48.424151,-56.714551,-64.001512,-44.515427,-51.033017,-51.480013,-48.776014,-52.335082,-50.276743,-41.155238,-42.683792,-44.923195,-40.010822,-49.594897,-37.046219,-37.991407,-47.830123,-40.986969,-38.696065,-39.418051,-42.465658,-45.412986,-42.511298,-55.954263,-39.412299,-43.054358,-44.226994,-48.242946,-44.889558,-41.247856,-43.316366,-40.349046,-47.481702,-42.779193,-36.356343,-34.601608,-35.748451,-45.573224,-36.196209,-37.216103,-40.432240,-42.818442,-48.600342,-42.751115,-45.195067,-41.544400,-41.939544,-48.083202,-43.073995,-51.537824,-52.098899,-40.717253,-40.294782,-40.159701,-46.783542,-46.841992,-48.662912,-48.710768,-39.787340,-43.763543,-40.906742,-38.247473,-41.207551,-52.379611,-47.455873,-42.324103,-35.402327,-34.412892,-34.222594,-34.611418,0,Fileset 1: TS pulse compressed wideband pings T3
117.500,-43.563042,-43.400460,-41.182919,-47.102673,-50.774851,-41.168010,-41.518407,-46.944485,-40.182515,-44.339218,-46.533310,-42.944369,-39.625671,-42.193314,-51.604630,-47.058222,-38.314047,-49.257481,-40.823993,-40.241117,-51.198498,-42.906732,-41.742026,-48.100158,-46.276681,-47.693305,-58.325863,-58.607484,-44.020825,-51.570399,-50.343916,-49.414019,-52.910474,-50.227020,-42.021004,-43.536927,-44.973584,-41.036895,-48.616447,-36.663695,-37.735572,-51.800169,-41.164202,-38.123939,-40.111829,-43.897836,-45.778423,-43.900644,-52.637051,-40.886834,-42.537367,-45.087250,-49.231306,-44.531631,-42.168660,-42.086768,-40.940395,-48.095740,-41.762524,-35.551639,-34.856249,-35.022479,-48.747043,-35.910586,-36.298379,-42.647810,-43.083698,-47.288635,-41.837894,-45.290269,-41.565463,-42.402265,-49.504952,-43.444996,-50.824732,-53.596923,-39.941703,-40.488111,-39.818493,-49.953671,-52.533315,-46.294897,-54.297816,-38.830959,-42.473754,-40.860747,-37.350286,-44.117695,-49.118212,-46.759492,-41.024381,-35.738121,-34.563810,-34.130680,-34.847879,0,Fileset 1: TS pulse compressed wideband pings T3
118.000,-43.799934,-42.635785,-40.807309,-46.140603,-49.848587,-41.461368,-42.272887,-45.317010,-40.196813,-45.053846,-44.400331,-43.790649,-38.974332,-42.512063,-53.238855,-47.281435,-38.178960,-44.938817,-41.174434,-40.876031,-55.330286,-43.047256,-43.106264,-50.200065,-46.264164,-46.419541,-57.718469,-52.019970,-43.596035,-52.587188,-48.481022,-50.010460,-52.670187,-49.762048,-42.822228,-44.295458,-44.941130,-41.869926,-46.745072,-36.264230,-37.781447,-58.477673,-41.002784,-38.041958,-41.287022,-45.833047,-46.324990,-46.217914,-51.896664,-42.976524,-41.494952,-45.171314,-50.214621,-43.751644,-43.119610,-41.239930,-41.559104,-48.645336,-41.252977,-34.655344,-35.248419,-34.707380,-48.947866,-35.981650,-35.214881,-43.741838,-43.595589,-45.851837,-41.070491,-45.766860,-41.938734,-41.813597,-51.077463,-43.514667,-49.931499,-53.999133,-39.597732,-40.648892,-39.898528,-52.068099,-60.191699,-45.136874,-64.213729,-38.530347,-41.599969,-41.208747,-36.894442,-47.200451,-46.950780,-44.908268,-40.142392,-36.250111,-34.739130,-34.131868,-35.078689,0,Fileset 1: TS pulse compressed wideband pings T3
118.500,-44.118545,-41.801430,-40.397746,-45.241737,-48.576654,-41.450483,-42.911258,-44.101597,-40.030395,-44.896865,-42.747045,-44.882083,-38.559331,-42.729198,-54.569574,-46.543791,-38.265454,-42.118534,-41.743238,-41.676675,-59.740184,-43.124055,-44.864901,-51.876250,-46.110022,-44.700393,-55.179428,-48.361530,-42.922354,-52.605638,-46.495176,-49.950664,-51.147167,-48.791138,-43.065677,-44.597330,-44.699282,-42.209512,-44.909350,-35.589031,-37.695838,-67.944716,-40.202641,-37.832507,-42.418132,-47.947001,-46.647068,-49.380297,-52.463802,-45.010533,-40.043841,-44.053553,-50.845289,-43.291115,-43.660094,-40.040420,-41.531049,-48.391900,-40.702788,-33.444348,-35.409227,-34.309632,-45.586206,-35.981373,-33.870364,-42.160146,-44.016212,-44.090598,-40.357940,-46.277914,-42.244054,-40.671889,-52.192503,-42.992161,-48.725369,-52.413178,-39.289376,-40.460713,-40.123708,-50.372784,-52.195788,-44.393267,-56.217120,-38.471483,-40.861858,-41.568606,-36.513538,-47.582053,-45.140792,-42.754172,-39.321025,-36.584221,-34.568784,-33.952847,-34.887502,0,Fileset 1: TS pulse compressed wideband pings T3
119.000,-44.790350,-41.203762,-40.267140,-44.637661,-47.411956,-41.454932,-43.634782,-43.424874,-39.841469,-44.014016,-41.644234,-46.452457,-38.448039,-43.077607,-55.235304,-45.099999,-38.630759,-40.501052,-42.652366,-42.887084,-56.442030,-43.394306,-47.555393,-53.191834,-45.942041,-43.290129,-52.708983,-45.960080,-42.358643,-51.094544,-44.920231,-49.529681,-49.721255,-47.905594,-43.355432,-44.983319,-44.786169,-42.419935,-43.656679,-35.011993,-37.610247,-56.747567,-39.385333,-37.498459,-43.587120,-50.483155,-46.938981,-52.870912,-52.562732,-46.413353,-38.759468,-42.362229,-51.529733,-43.720176,-43.982124,-38.728919,-41.076447,-47.389384,-40.317176,-32.335362,-35.617785,-34.099923,-42.326970,-36.091173,-32.708416,-39.759728,-44.621403,-42.496087,-40.101888,-47.040800,-42.344349,-39.740185,-52.946517,-42.308717,-47.588266,-50.057228,-39.244074,-40.227324,-40.751960,-47.787657,-47.284300,-44.155626,-50.779153,-38.841759,-40.482085,-42.183112,-36.459861,-45.358424,-43.825025,-41.009170,-38.848346,-36.990201,-34.358538,-33.922529,-34.561598,0,Fileset 1: TS pulse compressed wideband pings T3
