Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,Variable_index,Variable_name
53.000,-48.422046,-49.964572,-47.638031,-46.847047,-46.423463,-54.223326,-48.753691,-47.712418,-53.440281,-47.555953,-50.678905,-50.280242,-49.483954,-59.597837,-50.862917,-50.378143,-51.721662,-50.994218,-51.528531,-47.686874,-53.204453,-52.502600,-60.181859,-52.427114,-50.396415,-54.892699,-55.276396,-62.171654,-55.933885,-56.072873,-66.604412,-53.114848,-60.103262,-60.944004,-76.382759,-57.521296,-49.117657,-56.045184,-50.821646,-52.998049,-52.684191,-53.432312,-51.263135,-60.232111,-53.050132,-59.092529,-50.564076,-51.457213,-53.586446,-52.983451,-55.878433,-52.915888,-51.950797,-52.899011,-53.003373,-53.230474,-53.624364,-50.236385,-50.033390,-41.523532,-45.127891,-41.708658,-50.075885,-59.114658,-43.494026,-46.516008,-56.423820,-50.527034,-48.351235,-52.271515,-53.290301,-54.494234,-55.060840,-46.352252,-48.061680,-44.762138,-43.836179,-44.622683,-44.470094,-46.869095,-45.841633,-50.658361,-46.466455,-46.508572,-57.080904,-49.464107,-52.488953,-58.228608,-54.159600,-52.768445,-50.530914,-53.207489,-66.812527,-66.365932,-52.545605,0,Fileset 1: TS pulse compressed wideband pings T1
53.500,-48.477614,-49.429377,-47.476010,-46.628951,-46.101923,-52.496268,-49.810850,-48.613659,-54.082294,-47.239166,-49.585343,-50.795144,-50.680143,-59.102692,-49.823709,-50.266163,-52.293692,-50.744099,-50.986274,-47.496986,-52.943852,-52.175021,-62.257794,-52.020668,-50.815404,-53.617555,-54.256438,-59.150777,-55.827180,-54.490386,-60.478728,-53.440678,-58.338038,-59.839241,-69.512735,-58.325641,-48.795434,-56.586568,-52.103805,-52.684784,-51.739354,-53.941769,-51.357655,-61.290987,-53.232927,-58.784204,-49.815295,-51.516257,-54.108412,-53.480651,-56.003861,-53.590648,-51.870676,-53.057769,-53.239168,-53.790674,-52.604904,-50.195822,-50.571516,-41.238102,-45.533595,-40.633498,-48.876370,-52.571802,-45.138325,-46.405376,-54.902689,-50.139617,-48.112829,-51.316094,-53.500816,-52.410328,-54.671675,-45.948992,-47.604639,-44.373784,-43.720672,-44.398568,-43.525671,-46.410148,-45.034839,-49.288620,-45.591944,-45.998967,-55.718397,-49.804843,-52.742350,-60.057922,-54.128227,-51.801835,-50.908332,-53.728234,-84.030793,-60.974486,-52.241590,0,Fileset 1: TS pulse compressed wideband pings T1
54.000,-48.501601,-48.483852,-47.274150,-46.266089,-45.813465,-51.013743,-50.805447,-49.571500,-54.598743,-47.188040,-48.665269,-51.049221,-52.442077,-59.367371,-48.820528,-50.080722,-52.783043,-50.811486,-50.383890,-47.060123,-52.907004,-52.003772,-63.603326,-51.615720,-51.399389,-52.743275,-53.410052,-56.985040,-55.485645,-53.215651,-57.056790,-53.847561,-56.845591,-58.473116,-64.726251,-59.092252,-48.514349,-56.430322,-54.190842,-52.503263,-50.607502,-54.113819,-51.663684,-62.757429,-53.651849,-58.365571,-49.040817,-51.552870,-54.839185,-53.701800,-56.112008,-54.307469,-51.909425,-53.161955,-53.295874,-54.108055,-51.496101,-49.767597,-50.248608,-40.919271,-45.645251,-40.032142,-46.513330,-49.165982,-46.894842,-46.431144,-52.893286,-49.156482,-48.026647,-50.198830,-53.741115,-50.972835,-53.574892,-45.608533,-47.116880,-44.105555,-43.574213,-43.952633,-42.611105,-45.761186,-44.478636,-47.810058,-44.958154,-45.689844,-54.290897,-50.193035,-53.182004,-60.088364,-53.308264,-50.479219,-51.332256,-54.509665,-67.645297,-57.609149,-51.997111,0,Fileset 1: TS pulse compressed wideband pings T1
54.500,-48.577359,-47.390071,-47.060212,-45.880081,-45.635060,-49.902364,-51.589171,-50.692758,-54.106797,-47.465614,-48.073099,-51.281769,-54.082822,-59.700054,-48.029949,-49.934518,-53.162804,-51.370380,-49.839185,-46.413238,-53.053021,-52.116806,-61.851559,-51.288721,-52.119929,-52.286942,-52.815738,-55.523073,-54.935877,-52.359017,-54.978765,-54.251583,-55.813842,-57.180852,-61.668046,-59.891884,-48.312246,-55.856333,-57.089823,-52.366275,-49.563006,-54.026369,-52.040202,-64.823309,-54.295664,-57.898917,-48.431375,-51.698029,-55.696373,-53.711087,-56.384335,-54.884533,-52.178397,-53.193440,-52.766007,-54.373779,-50.568811,-49.096375,-49.256254,-40.630408,-45.585911,-39.931497,-44.845570,-47.524783,-48.486349,-46.657736,-50.983568,-47.915883,-48.099751,-49.084305,-53.486637,-50.281388,-52.141772,-45.418544,-46.716848,-43.995958,-43.419706,-43.401600,-41.901551,-45.055921,-44.242566,-46.559943,-44.603323,-45.591919,-52.964894,-50.670759,-53.813714,-58.497708,-52.022224,-49.066640,-51.861503,-55.699325,-62.773963,-55.725082,-51.776815,0,Fileset 1: TS pulse compressed wideband pings T1
55.000,-48.667891,-46.321211,-46.777371,-45.488428,-45.468862,-49.066369,-51.888027,-51.933567,-52.480079,-47.864068,-47.788252,-51.665808,-53.964665,-58.337815,-47.425284,-49.815714,-53.279914,-52.418383,-49.308137,-45.597263,-53.285196,-52.517646,-58.891245,-51.026394,-52.747600,-52.096177,-52.375611,-54.568134,-54.186877,-51.827041,-53.649787,-54.384185,-55.202588,-56.069289,-59.614313,-60.594623,-48.122995,-55.254808,-59.383261,-51.991058,-48.689292,-53.643424,-52.173407,-67.403182,-54.874576,-57.290466,-47.989685,-51.924558,-56.297625,-53.606289,-56.783367,-55.075853,-52.566563,-53.090795,-51.620869,-54.752690,-49.900770,-48.259496,-47.996558,-40.321566,-45.388062,-40.245615,-43.992293,-47.062945,-49.390195,-46.872896,-49.389069,-46.680911,-48.077425,-47.996751,-52.188662,-50.279951,-50.626776,-45.307254,-46.390078,-43.932544,-43.174867,-42.784925,-41.385808,-44.344463,-44.224423,-45.576220,-44.422324,-45.561366,-51.767528,-51.157399,-54.479365,-56.595009,-50.619966,-47.713073,-52.433284,-57.058107,-60.299010,-54.774808,-51.390413,0,Fileset 1: TS pulse compressed wideband pings T1
55.500,-48.819157,-45.457735,-46.490949,-45.190773,-45.296271,-48.464187,-51.598193,-53.240452,-50.737789,-48.078824,-47.815005,-52.402286,-52.367560,-55.517883,-47.005965,-49.753049,-53.127108,-53.959519,-48.805880,-44.791176,-53.648108,-53.278803,-56.708702,-50.905183,-53.092165,-52.081092,-52.039480,-54.026667,-53.368437,-51.558493,-52.759277,-54.124498,-54.992753,-55.206641,-58.305490,-61.046369,-47.990677,-54.931235,-58.593741,-51.273500,-48.078196,-52.995610,-52.007340,-70.000526,-55.108305,-56.557450,-47.734483,-52.262448,-56.409323,-53.591007,-57.267928,-54.962911,-52.966360,-52.937334,-50.360023,-55.400173,-49.578953,-47.423469,-46.781092,-40.038594,-45.156172,-40.980548,-43.895257,-47.754438,-49.505421,-46.788198,-48.227292,-45.690144,-47.776520,-47.042188,-50.320430,-50.974370,-49.274866,-45.271214,-46.194524,-43.882195,-42.880900,-42.221653,-41.092906,-43.751333,-44.365400,-44.885996,-44.377064,-45.523011,-50.799231,-51.676891,-55.126114,-55.043248,-49.410439,-46.602752,-53.097742,-57.995670,-58.920424,-54.549709,-50.814288,0,Fileset 1: TS pulse compressed wideband pings T1
56.000,-49.028214,-44.851527,-46.241178,-45.032146,-45.103236,-48.015021,-50.756361,-54.330870,-49.466423,-47.756032,-48.051804,-53.569444,-50.829911,-52.858034,-46.706457,-49.678609,-52.750852,-55.681463,-48.321221,-44.103075,-54.127717,-54.392208,-55.503980,-50.943391,-52.977436,-52.129126,-51.714625,-53.766747,-52.544573,-51.442018,-52.059408,-53.487093,-55.084367,-54.547543,-57.543103,-61.057040,-47.933407,-54.937548,-56.582590,-50.298251,-47.733522,-52.109960,-51.706881,-71.700995,-54.790656,-55.722147,-47.598453,-52.693523,-56.120576,-53.738759,-57.687554,-54.772445,-53.213410,-52.770038,-49.341230,-56.225498,-49.593328,-46.691961,-45.671310,-39.796791,-44.939861,-42.126200,-44.488011,-49.883766,-49.135477,-46.184319,-47.491791,-45.031143,-47.165319,-46.284251,-48.598152,-52.188939,-48.196422,-45.277615,-46.138356,-43.802073,-42.577245,-41.765490,-40.996575,-43.329097,-44.549436,-44.445349,-44.389109,-45.387696,-50.105163,-52.229987,-55.740452,-53.985651,-48.496722,-45.817496,-53.907315,-58.055714,-58.151199,-54.866058,-50.118900,0,Fileset 1: TS pulse compressed wideband pings T1
56.500,-49.223036,-44.453893,-46.005934,-44.996054,-44.880433,-47.616465,-49.511129,-54.732886,-48.743531,-46.837743,-48.261788,-55.080948,-49.892809,-50.843794,-46.417240,-49.450251,-52.219676,-56.461118,-47.835014,-43.546167,-54.526701,-55.740236,-55.100643,-51.079800,-52.333320,-52.131412,-51.296949,-53.611918,-51.701917,-51.350118,-51.369646,-52.561569,-55.307397,-53.984611,-57.107540,-60.553990,-47.915049,-55.085184,-55.193937,-49.249267,-47.595186,-51.050402,-51.447012,-71.811084,-53.951614,-54.798886,-47.457092,-53.155845,-55.690223,-53.960069,-57.837693,-54.662615,-53.170275,-52.531124,-48.630869,-56.861557,-49.830667,-46.106684,-44.623121,-39.567914,-44.747111,-43.669118,-45.746830,-53.895466,-48.575982,-45.186819,-47.108226,-44.691852,-46.377112,-45.740567,-47.316130,-53.037218,-47.405040,-45.267926,-46.174303,-43.647883,-42.275989,-41.407659,-41.031108,-43.055241,-44.627820,-44.164823,-44.351710,-45.085665,-49.649248,-52.750838,-56.336575,-53.375072,-47.856352,-45.350001,-54.895556,-57.726782,-57.580688,-55.464000,-49.402333,0,Fileset 1: TS pulse compressed wideband pings T1
57.000,-49.368555,-44.270240,-45.800513,-45.131619,-44.712944,-47.282218,-48.119660,-54.340378,-48.570103,-45.689155,-48.190071,-56.628929,-49.667520,-49.483246,-46.117503,-49.026446,-51.709212,-55.290380,-47.434593,-43.180491,-54.479935,-57.210748,-55.380638,-51.283648,-51.309588,-52.112730,-50.811017,-53.468387,-50.886307,-51.278735,-50.691159,-51.510126,-55.564867,-53.508364,-56.849368,-59.675350,-47.950918,-55.079709,-54.654877,-48.364899,-47.667406,-50.016897,-51.363889,-69.876713,-52.913730,-53.901245,-47.285125,-53.659305,-55.384628,-54.137261,-57.658380,-54.727033,-52.890286,-52.202892,-48.203723,-57.027040,-50.129119,-45.790776,-43.682847,-39.393910,-44.660427,-45.726952,-47.889568,-54.179210,-48.060204,-44.185054,-47.072743,-44.717747,-45.674445,-45.511082,-46.596955,-51.999157,-46.979283,-45.266586,-46.315858,-43.481055,-42.065657,-41.212362,-41.219293,-42.960581,-44.572775,-44.038420,-44.262029,-44.696861,-49.400478,-53.168747,-56.989847,-53.173268,-47.530486,-45.247228,-56.159380,-57.790275,-56.914641,-56.065523,-48.837921,0,Fileset 1: TS pulse compressed wideband pings T1
57.500,-49.365083,-44.277179,-45.569242,-45.454748,-44.636098,-47.041452,-46.780799,-53.524529,-48.825767,-44.672684,-47.612780,-57.409151,-50.120049,-48.641822,-45.769328,-48.415244,-51.388090,-53.167052,-47.180798,-43.028162,-53.516434,-58.637746,-56.183095,-51.447632,-50.080325,-52.113536,-50.298688,-53.240108,-50.107714,-51.234805,-50.053126,-50.414356,-55.768123,-53.115273,-56.576789,-58.527928,-48.002068,-54.623973,-54.813284,-47.769421,-47.880107,-49.188882,-51.426606,-66.876188,-51.975034,-53.109963,-47.071082,-54.157963,-55.328695,-54.067659,-57.155108,-54.863416,-52.466692,-51.749551,-47.882864,-56.865762,-50.061090,-45.857158,-42.883433,-39.277366,-44.694474,-48.398257,-51.508115,-47.996846,-47.690179,-43.429453,-47.302241,-45.077416,-45.244322,-45.670109,-46.450425,-49.506345,-46.968079,-45.253391,-46.520747,-43.340845,-41.997204,-41.216578,-41.558564,-43.023412,-44.395249,-44.032490,-44.117628,-44.319520,-49.188704,-53.260485,-57.563827,-53.272962,-47.526978,-45.500817,-57.690210,-58.611048,-56.033258,-56.313286,-48.546247,0,Fileset 1: TS pulse compressed wideband pings T1
58.000,-49.105466,-44.440338,-45.215317,-45.952642,-44.603409,-46.930520,-45.656154,-52.678331,-49.102987,-44.012800,-46.616165,-56.933181,-51.077824,-48.107518,-45.326540,-47.708245,-51.432246,-51.301970,-47.071055,-43.087230,-51.603378,-59.874770,-57.263187,-51.428858,-48.782571,-52.176755,-49.808095,-52.875419,-49.352990,-51.223830,-49.462570,-49.301140,-55.886279,-52.804787,-56.127910,-57.178208,-48.001721,-53.766955,-55.430648,-47.488827,-48.026156,-48.696744,-51.472900,-64.041059,-51.286848,-52.448470,-46.817039,-54.508822,-55.513594,-53.582949,-56.401117,-54.818840,-51.964834,-51.156400,-47.401389,-56.842767,-49.142272,-46.389717,-42.230934,-39.189217,-44.747915,-51.132251,-56.755465,-43.401325,-47.429733,-42.993159,-47.517894,-45.518367,-45.185211,-46.231937,-46.792339,-47.102155,-47.344724,-45.158686,-46.684958,-43.236446,-42.083648,-41.427866,-42.006053,-43.168600,-44.145744,-44.080843,-43.916258,-44.034661,-48.735350,-52.741186,-57.555919,-53.557760,-47.764009,-45.975924,-59.257653,-60.179197,-55.091365,-56.067087,-48.605218,0,Fileset 1: TS pulse compressed wideband pings T1
58.500,-48.674114,-44.819357,-44.769009,-46.667627,-44.575259,-47.066967,-44.999682,-52.023742,-48.681313,-43.927802,-45.677862,-55.911162,-52.164484,-47.687146,-44.869890,-47.176730,-52.129654,-50.242173,-47.092576,-43.437119,-49.327268,-60.522807,-58.337353,-51.251597,-47.614080,-52.442835,-49.493400,-52.507929,-48.708583,-51.349019,-48.988975,-48.291702,-56.050484,-52.667944,-55.618289,-55.849751,-48.009965,-52.974807,-56.275543,-47.566486,-47.887921,-48.709353,-51.414141,-61.706607,-50.927930,-51.983255,-46.628556,-54.524935,-55.694203,-52.792896,-55.665501,-54.479516,-51.502696,-50.547141,-46.708862,-57.375486,-47.610991,-47.410190,-41.801433,-39.192327,-44.693240,-50.819999,-51.750088,-40.213676,-47.088559,-42.936627,-47.331579,-45.514903,-45.584040,-47.137643,-47.412493,-45.446382,-47.944689,-45.004730,-46.769556,-43.256774,-42.402142,-41.914750,-42.567571,-43.382731,-43.992731,-44.195070,-43.760813,-43.984542,-47.964790,-51.658770,-56.575612,-54.127882,-48.080742,-46.348194,-60.286340,-61.459227,-54.535939,-55.738364,-49.159350,0,Fileset 1: TS pulse compressed wideband pings T1
59.000,-48.136647,-45.280271,-44.198024,-47.382487,-44.340844,-47.352075,-44.899615,-51.398230,-47.199745,-44.383401,-45.120866,-54.942181,-52.552261,-47.064201,-44.394450,-46.963146,-53.552282,-50.119164,-46.963054,-43.973429,-47.187795,-58.893494,-58.954319,-50.939254,-46.594091,-52.883141,-49.362566,-52.176017,-48.129802,-51.564058,-48.543022,-47.380639,-56.235453,-52.619959,-55.196778,-54.699428,-48.003882,-52.611452,-56.532253,-47.788243,-47.282807,-49.150051,-51.168914,-59.713805,-50.662175,-51.607607,-46.459285,-53.837565,-54.986935,-51.836160,-55.132345,-53.869931,-51.030488,-49.935650,-45.921621,-58.356051,-46.068727,-48.254809,-41.498086,-39.217159,-44.273010,-47.320142,-45.391551,-37.877163,-46.086251,-43.110638,-46.506131,-44.585673,-46.177799,-47.843514,-47.558153,-44.567109,-48.065062,-44.731777,-46.638195,-43.330195,-42.838957,-42.536682,-43.061572,-43.508637,-43.945189,-44.249891,-43.615678,-44.116931,-46.972956,-50.278923,-54.866534,-55.185974,-48.073679,-45.967841,-59.800204,-59.667799,-54.792522,-55.732013,-50.150578,0,Fileset 1: TS pulse compressed wideband pings T1
59.500,-47.666211,-45.641370,-43.596691,-47.800412,-43.891881,-47.659498,-45.447056,-50.597931,-45.536026,-45.215659,-45.155475,-54.256753,-51.983833,-46.267995,-44.013518,-47.179169,-55.403920,-51.066852,-46.507438,-44.591262,-45.542726,-55.297417,-59.242601,-50.662658,-45.764567,-53.476144,-49.470304,-51.942865,-47.652028,-51.879264,-48.133506,-46.632627,-56.400074,-52.613432,-55.030194,-53.922242,-48.055920,-53.000187,-55.108746,-47.904751,-46.483600,-49.843947,-50.914832,-58.007616,-50.280401,-51.310717,-46.333039,-52.497066,-53.236472,-50.904530,-54.969204,-53.324544,-50.583189,-49.375078,-45.394382,-59.223926,-44.988747,-47.905252,-41.301173,-39.279218,-43.564630,-44.081684,-41.301214,-36.216896,-44.303753,-43.420711,-45.520175,-43.272124,-46.535871,-47.823848,-46.752980,-44.449704,-47.299812,-44.435940,-46.349277,-43.434993,-43.303713,-43.155176,-43.404036,-43.519102,-44.051706,-44.244611,-43.512906,-44.400113,-46.112708,-48.981465,-53.082185,-57.308463,-47.703827,-44.899602,-58.068211,-56.478404,-56.441293,-56.150263,-51.473851,0,Fileset 1: TS pulse compressed wideband pings T1
60.000,-47.366924,-45.656347,-43.045116,-47.700446,-43.392227,-47.870075,-46.637403,-49.582345,-44.495456,-45.978271,-45.810158,-53.819071,-51.096458,-45.640522,-43.861313,-47.723473,-56.212067,-53.093386,-45.831858,-45.149405,-44.492400,-51.958612,-59.598338,-50.534778,-45.128119,-54.150971,-49.848035,-51.799417,-47.323750,-52.303051,-47.814490,-46.094306,-56.468728,-52.633912,-55.068197,-53.584103,-48.202586,-54.207816,-52.536871,-47.793674,-45.863712,-50.418914,-50.827406,-56.633448,-49.813985,-51.154696,-46.309993,-50.944629,-51.413665,-50.032556,-55.136223,-53.102790,-50.233481,-48.795336,-45.396914,-59.277471,-44.526021,-46.585270,-41.279243,-39.410013,-42.870946,-41.806165,-38.648010,-35.206762,-42.293235,-43.851065,-44.913718,-42.280203,-46.350990,-47.293279,-45.594728,-45.032621,-46.192106,-44.245055,-46.035039,-43.548581,-43.722142,-43.657614,-43.644773,-43.481695,-44.353824,-44.261491,-43.477599,-44.773353,-45.669012,-47.905826,-51.526408,-61.553356,-47.280220,-43.840527,-56.163103,-54.267966,-59.930466,-56.478539,-52.854592,0,Fileset 1: TS pulse compressed wideband pings T1
60.500,-47.139842,-45.127030,-42.472917,-47.087709,-42.916793,-47.887633,-48.148935,-48.503173,-44.256312,-46.093155,-46.834092,-53.273858,-50.339327,-45.435135,-43.965661,-48.123258,-54.854194,-55.230167,-45.139082,-45.476847,-43.842267,-49.452356,-59.538984,-50.453875,-44.578003,-54.759027,-50.417006,-51.626239,-47.100932,-52.749334,-47.552171,-45.690174,-56.364189,-52.647783,-55.015966,-53.515420,-48.327828,-55.690677,-49.909765,-47.551959,-45.538698,-50.336504,-50.836260,-55.581001,-49.459823,-51.133484,-46.388828,-49.473896,-50.073300,-49.055321,-55.288170,-53.080661,-49.957119,-47.935553,-45.956008,-58.611224,-44.574210,-45.265034,-41.486691,-39.547729,-42.333488,-40.305123,-36.899426,-34.732475,-40.458698,-44.370297,-44.841218,-41.797531,-45.726192,-46.812848,-44.773830,-46.066033,-45.319312,-44.144940,-45.675241,-43.568409,-44.003732,-43.973901,-43.852509,-43.397084,-44.796576,-44.311912,-43.416052,-45.059689,-45.677300,-46.881302,-50.121512,-68.201419,-46.944000,-43.163195,-54.441977,-53.212129,-62.123431,-55.941394,-53.754037,0,Fileset 1: TS pulse compressed wideband pings T1
61.000,-46.955025,-44.237225,-41.913302,-46.263727,-42.576043,-47.785715,-49.120649,-47.684484,-44.878634,-45.685964,-47.842586,-52.325966,-49.735228,-45.870827,-44.447424,-47.962379,-52.956912,-54.700357,-44.711710,-45.664178,-43.452640,-47.685243,-58.597844,-50.381081,-44.147125,-55.355926,-51.222003,-51.479442,-47.056518,-53.253336,-47.423144,-45.455284,-56.263087,-52.789728,-54.769980,-53.593912,-48.432076,-56.394368,-47.650365,-47.523520,-45.599717,-49.534460,-50.881999,-54.798840,-49.534742,-51.312355,-46.689455,-48.287482,-49.366846,-47.987660,-55.149798,-53.029036,-49.805063,-46.755797,-47.131494,-57.614424,-45.075368,-44.487736,-42.090385,-39.750162,-42.059757,-39.464483,-35.826963,-34.757861,-39.021253,-44.963400,-45.393994,-41.900274,-45.110230,-46.827351,-44.651179,-47.257777,-45.004104,-44.180024,-45.298680,-43.540830,-44.254754,-44.282945,-44.220755,-43.330739,-45.434160,-44.475554,-43.335202,-45.206463,-46.192410,-45.829778,-48.869736,-62.389850,-46.709239,-43.048596,-52.972810,-53.144431,-58.301452,-54.590858,-53.826476,0,Fileset 1: TS pulse compressed wideband pings T1
61.500,-46.728421,-43.212011,-41.351623,-45.403708,-42.341388,-47.490853,-48.309932,-47.246171,-46.294043,-45.268722,-48.224100,-50.866689,-48.934937,-46.978362,-45.304643,-47.196363,-51.611692,-52.087842,-44.644215,-45.797687,-43.164619,-46.364673,-57.385704,-50.225934,-43.813564,-55.988587,-52.235296,-51.388819,-47.174165,-53.764162,-47.412473,-45.348504,-56.287609,-53.106030,-54.338723,-53.635779,-48.483482,-55.543711,-45.778865,-47.891954,-45.972370,-48.366356,-50.821359,-53.883395,-50.133989,-51.605110,-47.215978,-47.377217,-49.161652,-46.891346,-54.547980,-52.656427,-49.695021,-45.348891,-48.813248,-55.936218,-45.804331,-44.327072,-43.102048,-39.994192,-41.999211,-39.141656,-35.243272,-35.144346,-37.977510,-45.253287,-46.457632,-42.517737,-44.729007,-47.441247,-45.260348,-48.123036,-45.278667,-44.278038,-44.852058,-43.460426,-44.518337,-44.689696,-44.796818,-43.201545,-46.210471,-44.673066,-43.164001,-45.121035,-47.146163,-44.702584,-47.746901,-56.960292,-46.325834,-43.492589,-51.701554,-53.805445,-54.672990,-52.855257,-53.071185,0,Fileset 1: TS pulse compressed wideband pings T1
62.000,-46.421459,-42.220213,-40.798180,-44.589389,-42.152376,-46.906384,-46.317879,-47.192847,-48.416723,-45.219501,-47.837124,-49.109639,-47.739504,-48.741505,-46.457353,-46.220087,-51.000962,-49.851610,-44.936544,-45.915326,-42.917074,-45.231955,-56.486996,-49.949826,-43.551878,-56.694829,-53.411229,-51.372844,-47.408682,-54.199792,-47.473099,-45.317854,-56.468889,-53.590797,-53.830655,-53.541525,-48.480544,-53.669815,-44.255863,-48.742028,-46.501086,-47.222266,-50.582350,-52.504865,-51.197909,-51.894063,-47.890617,-46.655342,-49.198117,-45.870977,-53.554020,-51.892825,-49.512769,-43.902033,-50.627146,-53.620269,-46.384444,-44.733233,-44.411198,-40.240968,-42.078128,-39.237983,-35.042274,-35.758027,-37.264928,-44.832952,-47.654532,-43.517492,-44.617961,-48.583983,-46.569657,-48.412865,-46.065340,-44.346640,-44.310941,-43.325929,-44.797090,-45.206212,-45.541088,-42.917222,-47.011359,-44.775790,-42.850644,-44.773276,-48.418724,-43.550594,-46.735219,-53.597008,-45.560236,-44.446941,-50.557585,-54.823452,-52.083208,-51.064524,-51.818134,0,Fileset 1: TS pulse compressed wideband pings T1
62.500,-46.113983,-41.421118,-40.355301,-43.931548,-42.031454,-46.116121,-44.442223,-47.544814,-51.148086,-45.784927,-47.234548,-47.413423,-46.361767,-51.244004,-47.808204,-45.470174,-51.185567,-48.514923,-45.610496,-46.067168,-42.809971,-44.195862,-55.930238,-49.646793,-43.412447,-57.540680,-54.760645,-51.489125,-47.777181,-54.535964,-47.617208,-45.387681,-56.821293,-54.275187,-53.422047,-53.399052,-48.504117,-51.673714,-43.090306,-50.201880,-47.061044,-46.362212,-50.280468,-50.911201,-52.606565,-52.210776,-48.615279,-46.076815,-49.177667,-45.076362,-52.425230,-50.954629,-49.263792,-42.641251,-51.898820,-51.389467,-46.492428,-45.696709,-45.833939,-40.532101,-42.315842,-39.783160,-35.267817,-36.605155,-36.880356,-43.890314,-48.303444,-44.750774,-44.785823,-50.029378,-48.665368,-48.437718,-47.235480,-44.387456,-43.763226,-43.220659,-45.142930,-45.841347,-46.441269,-42.540437,-47.770926,-44.781127,-42.471624,-44.293778,-49.886783,-42.538752,-45.876921,-51.272563,-44.518249,-45.872911,-49.519350,-55.427982,-50.123830,-49.462299,-50.469489,0,Fileset 1: TS pulse compressed wideband pings T1
63.000,-45.770895,-40.792480,-40.001042,-43.399421,-41.898193,-45.146640,-43.035310,-48.097613,-53.773546,-47.050094,-46.818142,-45.902961,-44.967309,-54.528136,-49.021248,-45.079094,-52.148726,-47.967500,-46.513911,-46.159038,-42.859118,-43.140878,-55.376191,-49.318909,-43.326940,-58.408321,-56.134905,-51.632591,-48.174257,-54.636369,-47.737035,-45.467758,-57.185620,-55.044331,-53.114925,-53.225607,-48.488397,-49.953474,-42.145615,-52.246809,-47.430441,-45.773464,-49.964718,-49.424581,-53.987163,-52.592692,-49.085932,-45.478557,-48.690339,-44.477097,-51.255015,-49.974969,-48.917589,-41.589485,-52.180577,-49.586905,-45.997417,-47.029533,-46.905140,-40.805597,-42.633496,-40.749485,-35.915416,-37.671540,-36.699154,-42.792129,-47.807449,-45.820784,-45.077242,-50.952193,-51.635789,-48.553733,-48.260919,-44.310694,-43.185781,-43.115973,-45.487990,-46.450700,-47.355382,-42.092184,-48.328421,-44.655991,-42.021788,-43.729305,-51.199203,-41.691459,-45.087000,-49.477202,-43.370396,-47.396572,-48.452516,-54.555682,-48.464763,-48.036795,-49.164482,0,Fileset 1: TS pulse compressed wideband pings T1
63.500,-45.409866,-40.366348,-39.782031,-43.039511,-41.766418,-44.058266,-42.156283,-48.461932,-54.881402,-49.339331,-46.840596,-44.681093,-43.693509,-58.750264,-49.786333,-45.173460,-54.110876,-48.231385,-47.475795,-46.196347,-43.162000,-42.115913,-54.704665,-49.048540,-43.315519,-59.190094,-57.377316,-51.755653,-48.589206,-54.499701,-47.825498,-45.565315,-57.487543,-55.850547,-52.946872,-53.103935,-48.408995,-48.694988,-41.363011,-54.678794,-47.585822,-45.460158,-49.741275,-48.283533,-55.064673,-53.282339,-49.124681,-44.825631,-47.695124,-44.072171,-50.134814,-49.096772,-48.599910,-40.791178,-52.192203,-48.303799,-45.227226,-48.432175,-47.279928,-41.100405,-43.048149,-42.294242,-37.160931,-39.127485,-36.694569,-41.813828,-46.626882,-46.406984,-45.415620,-50.460566,-55.831546,-49.128631,-48.411235,-44.133834,-42.627612,-43.080770,-45.877513,-46.989175,-48.254172,-41.693091,-48.670907,-44.484713,-41.584845,-43.180405,-52.117931,-41.083422,-44.384265,-47.990287,-42.336542,-48.322731,-47.362635,-52.644013,-46.974350,-46.778986,-48.020694,0,Fileset 1: TS pulse compressed wideband pings T1
64.000,-44.956535,-40.128823,-39.680885,-42.861218,-41.606738,-42.816395,-41.763157,-47.965013,-54.652343,-53.512957,-47.424329,-43.768366,-42.553605,-62.682806,-49.956152,-45.816162,-57.477772,-49.446123,-48.121020,-46.159990,-43.724231,-41.199295,-54.029204,-48.850629,-43.365634,-59.625050,-58.104165,-51.783566,-48.997357,-54.159110,-47.863899,-45.672275,-57.667396,-56.593680,-52.882022,-53.035482,-48.176342,-47.895360,-40.667222,-56.289315,-47.620813,-45.359909,-49.606574,-47.534995,-55.879251,-54.607492,-48.759711,-44.129134,-46.456396,-43.777580,-49.056022,-48.327612,-48.441388,-40.219742,-52.881593,-47.457714,-44.556990,-49.203525,-46.951363,-41.413225,-43.512772,-44.738563,-39.288348,-41.117457,-36.834315,-40.998537,-45.450305,-46.481550,-45.722452,-48.838295,-60.749823,-50.518356,-47.437684,-43.856650,-42.085219,-43.167177,-46.365295,-47.404675,-49.108351,-41.390242,-48.782282,-44.259897,-41.191823,-42.649024,-52.709143,-40.725695,-43.793742,-46.639043,-41.509831,-48.056989,-46.292161,-50.743069,-45.547733,-45.629847,-47.087418,0,Fileset 1: TS pulse compressed wideband pings T1
