Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Variable_index,Variable_name
Ping_index,328,329,330,331,332,333,335,336,337,338,339,340,341,343,344,345,
Ping_date,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,2022-07-26,
Ping_time,16:42:45,16:42:46,16:42:46,16:42:46,16:42:46,16:42:46,16:42:47,16:42:47,16:42:47,16:42:47,16:42:48,16:42:48,16:42:48,16:42:48,16:42:49,16:42:49,
Ping_milliseconds,915.0,116.0,316.0,516.0,717.0,915.0,316.0,516.0,716.0,915.0,116.0,315.0,515.0,917.0,115.0,315.0,
Range,16.0022179200,15.9557673600,15.9209294400,15.8744788800,15.9906052800,15.8048030400,15.9557673600,15.7931904000,15.7119019200,15.6770640000,15.6190008000,15.6073881600,15.5377123200,15.4564238400,15.7351272000,15.4331985600,
Depth,15.9827504354,15.9428189658,15.9174502324,15.8733024197,15.9868812496,15.8042923156,15.9553115536,15.7922410294,15.7074957797,15.6693662545,15.6075858567,15.5944036916,15.5193321286,15.4364306089,15.7255416308,15.4138106173,
88.500,-33.561810,-34.814600,-37.152496,-33.859359,-32.864117,-55.326179,-50.521192,-38.515113,-35.871852,-39.768680,-39.722001,-46.505318,-44.796561,-47.654585,-58.292510,-46.260841,0,Fileset 1: TS pulse compressed wideband pings T1
89.000,-33.539466,-35.715434,-38.583360,-34.976338,-33.095188,-65.909089,-52.137607,-40.112390,-36.254014,-38.575499,-42.540203,-46.482123,-42.279056,-44.123414,-53.284372,-46.327027,0,Fileset 1: TS pulse compressed wideband pings T1
89.500,-33.365383,-36.550623,-40.099249,-36.306854,-33.497906,-53.024884,-53.011244,-42.875725,-37.002846,-38.655171,-45.128936,-48.732503,-40.928606,-41.385744,-50.733893,-45.279103,0,Fileset 1: TS pulse compressed wideband pings T1
90.000,-33.014077,-37.261566,-41.124805,-37.437088,-33.700988,-48.928681,-50.340935,-46.504298,-38.174714,-39.807534,-45.412299,-56.377568,-40.161424,-39.390486,-49.729592,-44.484596,0,Fileset 1: TS pulse compressed wideband pings T1
90.000,-32.076016,-41.959902,-35.545468,-39.419021,-33.552596,-54.117260,-33.723294,-43.256413,-39.739768,-42.276268,-42.504372,-58.933027,-46.592298,-44.102039,-36.669144,-44.154404,1,Fileset 1: TS pulse compressed wideband pings T3
90.500,-31.430738,-42.943785,-35.063984,-39.710764,-28.691063,-47.097428,-33.009427,-43.992706,-40.405650,-41.879461,-43.078125,-49.386697,-43.365642,-43.057042,-37.856639,-44.822379,1,Fileset 1: TS pulse compressed wideband pings T3
91.000,-30.826905,-45.387994,-34.737675,-40.142925,-27.681847,-42.870637,-36.031898,-44.135272,-40.727330,-41.346188,-43.944887,-44.109433,-41.467649,-42.325228,-39.461226,-45.128002,1,Fileset 1: TS pulse compressed wideband pings T3
91.500,-30.358363,-49.952773,-34.603142,-40.860201,-29.390548,-40.389239,-46.538653,-44.099988,-40.981474,-41.234699,-44.204318,-41.694801,-40.869535,-41.674490,-41.877603,-44.550415,1,Fileset 1: TS pulse compressed wideband pings T3
92.000,-30.118577,-53.458861,-34.834719,-41.915047,-34.010840,-39.093134,-41.445558,-44.388731,-41.784690,-41.940732,-42.992687,-41.160918,-41.503407,-41.187780,-45.351765,-43.712716,1,Fileset 1: TS pulse compressed wideband pings T3
92.500,-30.142134,-50.501340,-35.628042,-43.379956,-35.949486,-38.488178,-37.744781,-45.354856,-43.852350,-43.593726,-41.623901,-42.095502,-43.155403,-40.997113,-49.360340,-43.369993,1,Fileset 1: TS pulse compressed wideband pings T3
93.000,-30.362494,-47.824782,-37.070093,-45.585768,-32.499934,-38.113513,-40.398201,-46.490008,-47.549018,-46.073855,-40.949650,-43.792900,-45.329267,-41.074875,-51.389290,-43.629775,1,Fileset 1: TS pulse compressed wideband pings T3
93.500,-30.658866,-45.509179,-39.135626,-49.235219,-31.650359,-37.669615,-56.475139,-45.822309,-50.295802,-49.172415,-40.645654,-44.781140,-47.186060,-41.307378,-50.194593,-44.075299,1,Fileset 1: TS pulse compressed wideband pings T3
94.000,-30.943226,-43.339600,-41.767068,-53.798514,-33.436118,-37.046546,-42.131529,-43.216766,-48.058570,-52.735945,-40.126332,-44.523637,-48.018007,-41.627788,-48.327033,-44.158678,1,Fileset 1: TS pulse compressed wideband pings T3
94.500,-31.202833,-41.626673,-44.849412,-50.147430,-37.891502,-36.289810,-37.758776,-40.595558,-45.678947,-55.303047,-39.217290,-44.470312,-48.368144,-42.044844,-47.198526,-43.829237,1,Fileset 1: TS pulse compressed wideband pings T3
95.000,-31.486184,-40.464684,-47.472926,-45.182994,-42.706250,-35.552387,-37.864955,-38.786311,-44.311652,-53.294504,-38.206251,-45.927791,-49.622395,-42.584153,-47.171635,-43.609043,1,Fileset 1: TS pulse compressed wideband pings T3
95.500,-31.858396,-39.750658,-46.904441,-41.952499,-41.110449,-35.000627,-41.342630,-38.050825,-43.417387,-49.749616,-37.474609,-50.237977,-53.356674,-43.169882,-48.289023,-44.083212,1,Fileset 1: TS pulse compressed wideband pings T3
96.000,-32.345222,-39.298108,-43.950845,-39.789923,-41.361570,-34.742099,-43.981301,-38.544853,-42.525657,-46.964602,-37.294628,-55.836876,-59.267760,-43.550494,-50.300771,-45.730728,1,Fileset 1: TS pulse compressed wideband pings T3
96.500,-32.897712,-38.939516,-41.244905,-38.335291,-46.520469,-34.817382,-40.574314,-40.227145,-41.482945,-44.994785,-37.782372,-49.044222,-52.559829,-43.544576,-52.483797,-49.146665,1,Fileset 1: TS pulse compressed wideband pings T3
97.000,-33.420536,-38.627969,-39.308314,-37.455198,-65.913132,-35.211190,-39.398270,-42.100853,-40.446184,-43.680071,-38.884263,-45.285871,-48.002841,-43.366800,-53.751136,-56.022185,1,Fileset 1: TS pulse compressed wideband pings T3
97.500,-33.847788,-38.423228,-38.032261,-37.101509,-48.560581,-35.830565,-40.842818,-41.805033,-39.648819,-42.892867,-40.373162,-43.978716,-45.815609,-43.403761,-53.184830,-64.900792,1,Fileset 1: TS pulse compressed wideband pings T3
98.000,-34.183899,-38.390511,-37.249986,-37.235616,-45.952959,-36.451227,-43.330056,-39.997699,-39.231700,-42.562193,-41.850309,-44.132684,-44.876047,-43.921065,-51.252686,-53.930731,1,Fileset 1: TS pulse compressed wideband pings T3
98.500,-34.476391,-38.541978,-36.842743,-37.808861,-44.855307,-36.720078,-43.112884,-38.669166,-39.246573,-42.710413,-42.882555,-45.237949,-44.725464,-45.074798,-49.331220,-49.300306,1,Fileset 1: TS pulse compressed wideband pings T3
99.000,-34.763990,-38.839377,-36.763355,-38.748393,-42.718310,-36.381667,-41.629010,-38.293991,-39.713156,-43.482420,-43.396173,-46.548311,-45.200623,-46.901133,-48.093634,-46.299832,1,Fileset 1: TS pulse compressed wideband pings T3
99.500,-35.037651,-39.230594,-37.035085,-39.904648,-41.124259,-35.560568,-41.272618,-38.856073,-40.652111,-45.157538,-43.811952,-46.654751,-46.275738,-48.794362,-47.650312,-44.020067,1,Fileset 1: TS pulse compressed wideband pings T3
100.000,-35.232988,-39.701616,-37.734529,-40.950241,-40.990385,-34.618595,-41.268513,-40.136395,-42.061204,-48.162694,-44.674228,-45.365967,-47.979667,-48.831663,-47.865584,-42.402316,1,Fileset 1: TS pulse compressed wideband pings T3
100.500,-35.274550,-40.291201,-38.966150,-41.398285,-41.833230,-33.844795,-40.426221,-41.482350,-43.754593,-52.800838,-46.426283,-44.087110,-50.400019,-47.042654,-48.347948,-41.550879,1,Fileset 1: TS pulse compressed wideband pings T3
101.000,-35.143744,-41.028834,-40.841578,-41.050555,-42.548136,-33.374244,-39.623781,-42.053442,-44.972037,-55.052882,-49.518232,-43.546474,-53.783085,-45.395403,-48.461175,-41.490513,1,Fileset 1: TS pulse compressed wideband pings T3
101.500,-34.887012,-41.851431,-43.420648,-40.268398,-43.097780,-33.236315,-40.064249,-42.053165,-44.625024,-51.879402,-54.703250,-43.841187,-58.730313,-44.514248,-47.860847,-42.068141,1,Fileset 1: TS pulse compressed wideband pings T3
102.000,-34.561955,-42.582964,-46.167086,-39.488048,-44.139237,-33.408770,-42.314145,-42.357421,-43.026861,-49.646337,-59.825212,-44.919654,-66.307314,-44.375872,-46.900089,-42.801000,1,Fileset 1: TS pulse compressed wideband pings T3
102.500,-34.200207,-43.029163,-46.392453,-38.913100,-43.753479,-33.853111,-46.605345,-43.475828,-41.241399,-48.775338,-54.920666,-46.759262,-65.657349,-44.887708,-46.070635,-42.873315,1,Fileset 1: TS pulse compressed wideband pings T3
103.000,-33.813367,-43.147607,-43.579266,-38.589933,-40.576614,-34.530836,-48.137476,-45.614713,-39.731452,-48.600973,-51.045617,-49.465846,-59.056861,-45.950270,-45.622422,-42.027777,1,Fileset 1: TS pulse compressed wideband pings T3
103.500,-33.416104,-43.080282,-40.610701,-38.516144,-37.680417,-35.401767,-44.442739,-48.799574,-38.585664,-48.079365,-48.947374,-53.552922,-54.407228,-47.243700,-45.630749,-40.995280,1,Fileset 1: TS pulse compressed wideband pings T3
104.000,-33.041055,-42.980003,-38.266743,-38.689705,-36.018012,-36.407417,-42.277471,-52.184875,-37.799533,-46.287129,-48.011314,-61.480371,-51.109682,-47.799116,-46.069232,-40.475899,1,Fileset 1: TS pulse compressed wideband pings T3
104.500,-32.732507,-42.868363,-36.503161,-39.114922,-35.273863,-37.453042,-41.733992,-52.388889,-37.340730,-43.804718,-48.087547,-60.218772,-49.014483,-46.740671,-46.764835,-40.790825,1,Fileset 1: TS pulse compressed wideband pings T3
105.000,-32.522056,-42.676838,-35.196989,-39.785982,-34.874367,-38.423586,-42.168913,-49.411054,-37.133163,-41.589583,-49.288907,-51.136912,-47.968606,-44.858566,-47.291527,-42.068644,1,Fileset 1: TS pulse compressed wideband pings T3
105.500,-32.405634,-42.380060,-34.226982,-40.670838,-34.489928,-39.258196,-43.166263,-46.440755,-37.032232,-39.962075,-52.014772,-46.138293,-47.756314,-43.113810,-47.166028,-44.351035,1,Fileset 1: TS pulse compressed wideband pings T3
106.000,-32.340326,-42.013188,-33.481020,-41.714356,-34.308325,-40.021693,-44.743173,-44.348982,-36.852353,-38.889238,-57.547886,-42.881559,-48.157379,-41.774925,-46.476400,-47.483880,1,Fileset 1: TS pulse compressed wideband pings T3
106.500,-32.263476,-41.567692,-32.872395,-42.864517,-34.518736,-40.884461,-47.080896,-43.241282,-36.479924,-38.250182,-78.681736,-40.761377,-48.919758,-40.841783,-45.797624,-50.144283,1,Fileset 1: TS pulse compressed wideband pings T3
107.000,-32.126295,-40.957271,-32.358728,-44.112251,-34.734614,-42.037531,-48.932425,-43.151492,-35.977854,-37.947929,-60.267608,-39.567050,-49.308761,-40.292724,-45.581501,-49.391729,1,Fileset 1: TS pulse compressed wideband pings T3
107.500,-31.929740,-40.118961,-31.947599,-45.526827,-34.280576,-43.555718,-47.514486,-44.231394,-35.550453,-37.946174,-55.251550,-39.220786,-48.202506,-40.136478,-46.028448,-46.664030,1,Fileset 1: TS pulse compressed wideband pings T3
108.000,-31.736943,-39.129756,-31.677136,-47.272743,-33.476788,-44.973936,-45.201937,-46.790467,-35.429083,-38.236532,-53.655898,-39.594735,-46.260106,-40.384414,-47.089788,-44.331545,1,Fileset 1: TS pulse compressed wideband pings T3
108.500,-31.636461,-38.173290,-31.574658,-49.645902,-33.190162,-44.874366,-44.085564,-50.580595,-35.793352,-38.749468,-54.362207,-40.252510,-44.843680,-40.986023,-48.146465,-42.948481,1,Fileset 1: TS pulse compressed wideband pings T3
109.000,-31.678928,-37.383705,-31.623711,-53.266359,-33.598751,-43.074162,-44.479246,-51.855993,-36.730063,-39.294031,-58.411732,-40.592312,-44.314653,-41.778523,-47.980587,-42.618153,1,Fileset 1: TS pulse compressed wideband pings T3
109.500,-31.849366,-36.762959,-31.773573,-59.896154,-34.227199,-41.077633,-46.654087,-50.861299,-38.215189,-39.639120,-79.167834,-40.760022,-44.560442,-42.520053,-46.689757,-43.310300,1,Fileset 1: TS pulse compressed wideband pings T3
110.000,-32.093591,-36.242642,-31.978166,-62.596402,-34.709326,-39.553343,-51.634040,-51.652342,-40.128483,-39.686721,-59.370340,-41.523872,-45.524976,-43.020131,-45.481938,-44.910293,1,Fileset 1: TS pulse compressed wideband pings T3
110.500,-32.358848,-35.773555,-32.220845,-53.908548,-35.296285,-38.515371,-60.156571,-54.550752,-42.280333,-39.511691,-54.113280,-43.512713,-47.326451,-43.266256,-44.889763,-47.225294,1,Fileset 1: TS pulse compressed wideband pings T3
111.000,-32.616820,-35.341287,-32.511299,-49.048333,-36.371904,-37.845133,-51.836632,-56.942077,-44.380503,-39.238216,-52.266883,-47.308794,-50.143016,-43.407186,-44.964029,-49.899303,1,Fileset 1: TS pulse compressed wideband pings T3
111.500,-32.867098,-34.935835,-32.869386,-45.811505,-38.044565,-37.432982,-47.212270,-56.700551,-45.878835,-38.939504,-51.990722,-52.231837,-54.032201,-43.623833,-45.647964,-52.277271,1,Fileset 1: TS pulse compressed wideband pings T3
112.000,-33.128614,-34.535257,-33.309897,-43.519402,-40.132177,-37.198732,-45.268237,-58.520902,-46.026520,-38.632737,-52.463182,-49.787766,-58.548318,-44.046625,-46.860541,-53.597534,1,Fileset 1: TS pulse compressed wideband pings T3
112.500,-33.426841,-34.116511,-33.835185,-41.937504,-42.326025,-37.088064,-45.059356,-58.518905,-44.824760,-38.321438,-53.035103,-45.984400,-63.069378,-44.768531,-48.411057,-53.604177,1,Fileset 1: TS pulse compressed wideband pings T3
113.000,-33.783446,-33.678835,-34.438614,-40.952129,-44.614620,-37.068061,-46.540717,-50.129622,-43.169010,-38.035061,-53.338429,-44.098336,-71.242103,-45.901948,-49.760495,-52.581641,1,Fileset 1: TS pulse compressed wideband pings T3
113.500,-34.210595,-33.260131,-35.115055,-40.479693,-47.328352,-37.125913,-50.073228,-44.718002,-41.795888,-37.841392,-53.337069,-43.563027,-71.210304,-47.614368,-50.082431,-50.884993,1,Fileset 1: TS pulse compressed wideband pings T3
114.000,-34.708037,-32.928337,-35.862077,-40.443943,-50.077337,-37.268098,-53.104380,-41.506768,-41.056630,-37.832642,-52.880306,-43.943474,-60.978232,-50.073329,-49.359624,-48.754792,1,Fileset 1: TS pulse compressed wideband pings T3
114.500,-35.261533,-32.743084,-36.650720,-40.786467,-50.496343,-37.514681,-48.989072,-39.879213,-41.084659,-38.099946,-51.541893,-44.761712,-56.373777,-53.195192,-48.438316,-46.497076,1,Fileset 1: TS pulse compressed wideband pings T3
115.000,-35.845261,-32.704615,-37.372862,-41.487016,-47.343093,-37.885027,-45.419451,-39.712130,-41.802759,-38.709183,-49.304402,-45.136273,-53.138306,-56.395940,-47.893445,-44.535419,1,Fileset 1: TS pulse compressed wideband pings T3
115.500,-36.431827,-32.723822,-37.831603,-42.552952,-43.389518,-38.376367,-43.512747,-41.257262,-42.712617,-39.689569,-46.863583,-44.147875,-50.117403,-60.232506,-47.905992,-43.231769,1,Fileset 1: TS pulse compressed wideband pings T3
116.000,-37.007311,-32.655269,-37.856129,-43.964314,-40.706031,-38.937580,-42.704034,-45.339716,-42.887248,-41.047716,-44.895861,-42.309829,-47.180921,-74.128333,-48.486464,-42.817602,1,Fileset 1: TS pulse compressed wideband pings T3
116.500,-37.583031,-32.404506,-37.459484,-45.637772,-39.708535,-39.430925,-42.775444,-50.899690,-42.158020,-42.795652,-43.712874,-40.820917,-44.738938,-60.157292,-49.514357,-43.434535,1,Fileset 1: TS pulse compressed wideband pings T3
117.000,-38.197739,-32.019011,-36.817057,-47.513733,-40.037000,-39.607340,-43.738034,-45.939930,-41.464275,-44.926139,-43.372278,-40.328264,-43.155360,-52.208776,-50.595542,-45.132165,1,Fileset 1: TS pulse compressed wideband pings T3
117.500,-38.908679,-31.643096,-36.101990,-49.771905,-40.537589,-39.254499,-45.571954,-42.587292,-41.595548,-47.294111,-43.792797,-41.073182,-42.531404,-47.984590,-51.007138,-47.684184,1,Fileset 1: TS pulse compressed wideband pings T3
118.000,-39.776252,-31.387212,-35.401768,-53.058305,-40.290312,-38.473709,-47.951874,-41.828246,-42.998580,-49.562360,-44.796650,-43.097547,-42.743585,-45.529329,-50.378695,-50.051525,1,Fileset 1: TS pulse compressed wideband pings T3
118.500,-40.854847,-31.258291,-34.749096,-58.547771,-40.062120,-37.587214,-50.056946,-42.659504,-46.233068,-51.390299,-46.062898,-45.779795,-43.527694,-44.304610,-49.185578,-50.698366,1,Fileset 1: TS pulse compressed wideband pings T3
119.000,-42.199536,-31.184017,-34.164329,-57.829060,-40.644493,-36.833099,-51.195026,-44.115697,-53.017173,-52.384164,-47.029286,-46.144263,-44.563081,-44.078070,-47.989013,-49.914158,1,Fileset 1: TS pulse compressed wideband pings T3
119.500,-43.888835,-31.071952,-33.665629,-50.896785,-42.018804,-36.305733,-51.859055,-44.533995,-56.369059,-51.846422,-47.141485,-43.664472,-45.550980,-44.752787,-47.061039,-48.595575,1,Fileset 1: TS pulse compressed wideband pings T3
120.000,-46.066403,-30.857006,-33.270251,-46.348824,-43.425739,-36.042632,-52.945151,-43.212720,-48.190837,-49.892469,-46.510993,-41.401441,-46.262908,-46.343182,-46.550054,-47.031066,1,Fileset 1: TS pulse compressed wideband pings T3
120.500,-49.025240,-30.527403,-33.004879,-43.198492,-44.020148,-36.100410,-54.570900,-41.507009,-44.380521,-47.567958,-45.718755,-40.182398,-46.534944,-48.915935,-46.637504,-45.585466,1,Fileset 1: TS pulse compressed wideband pings T3
121.000,-53.364124,-30.134302,-32.918479,-40.935137,-44.477044,-36.587469,-54.456201,-40.266889,-42.486511,-45.524388,-45.172162,-40.159452,-46.231228,-52.028416,-47.628044,-44.756261,1,Fileset 1: TS pulse compressed wideband pings T3
121.500,-58.594934,-29.772786,-33.074422,-39.300511,-45.180254,-37.629549,-51.449612,-39.531391,-41.699613,-43.989328,-45.056710,-41.480443,-45.413859,-53.293542,-49.999746,-44.887798,1,Fileset 1: TS pulse compressed wideband pings T3
122.000,-55.294791,-29.512635,-33.501928,-38.091908,-44.114398,-39.238252,-48.477529,-39.042117,-41.418836,-43.046810,-45.522384,-44.022780,-44.723241,-52.617857,-54.049477,-45.936067,1,Fileset 1: TS pulse compressed wideband pings T3
122.500,-50.447081,-29.339319,-34.149684,-37.203715,-41.926219,-41.159952,-46.308878,-38.684762,-40.997601,-42.666526,-46.686227,-46.895030,-44.994121,-53.067157,-55.179358,-47.556111,1,Fileset 1: TS pulse compressed wideband pings T3
123.000,-47.174111,-29.192268,-34.923134,-36.623527,-40.254885,-42.929116,-44.860066,-38.568258,-40.301829,-42.688198,-48.437659,-49.112163,-46.678021,-55.997931,-51.062681,-49.709111,1,Fileset 1: TS pulse compressed wideband pings T3
123.500,-44.779916,-29.031284,-35.771100,-36.328140,-38.854855,-44.248463,-44.068856,-38.760552,-39.686936,-42.903990,-50.161256,-51.252868,-49.515355,-63.156998,-47.985291,-52.639241,1,Fileset 1: TS pulse compressed wideband pings T3
124.000,-42.895908,-28.850886,-36.726674,-36.275885,-37.410108,-45.261028,-43.853802,-39.240943,-39.459853,-43.138251,-50.444183,-54.102634,-49.562718,-60.413712,-46.217106,-54.436705,1,Fileset 1: TS pulse compressed wideband pings T3
124.500,-41.374712,-28.669050,-37.904520,-36.452982,-36.080955,-46.103926,-44.032847,-39.978878,-39.830413,-43.248383,-48.638101,-54.262521,-45.411318,-53.829298,-45.452692,-51.560870,1,Fileset 1: TS pulse compressed wideband pings T3
125.000,-40.188735,-28.517795,-39.501442,-36.899369,-35.167391,-45.905338,-44.182464,-40.973226,-41.083222,-43.110843,-46.082934,-49.948729,-41.764824,-50.567358,-45.693115,-48.178215,1,Fileset 1: TS pulse compressed wideband pings T3
125.500,-39.370567,-28.433174,-41.818941,-37.710281,-34.776872,-43.564934,-43.827635,-42.245899,-43.741167,-42.694497,-43.887080,-46.700764,-39.368374,-49.201239,-47.310214,-46.130734,1,Fileset 1: TS pulse compressed wideband pings T3
126.000,-38.926372,-28.444219,-45.332658,-38.996796,-34.623294,-40.560355,-43.291725,-43.744310,-48.873588,-42.141466,-42.466494,-45.515218,-38.228271,-49.569465,-51.434682,-45.390134,1,Fileset 1: TS pulse compressed wideband pings T3
126.500,-38.745896,-28.565955,-51.008268,-40.755527,-34.337818,-38.265710,-43.406551,-45.161736,-60.055042,-41.631569,-41.835104,-46.283543,-38.411337,-51.985963,-58.984799,-45.748842,1,Fileset 1: TS pulse compressed wideband pings T3
127.000,-38.643806,-28.782887,-61.267457,-42.680943,-34.099052,-36.798160,-44.505661,-46.183270,-58.753166,-41.228637,-41.685640,-48.476697,-40.003479,-55.548835,-51.145593,-46.975829,1,Fileset 1: TS pulse compressed wideband pings T3
127.500,-38.507094,-29.044310,-56.854240,-44.187562,-34.183022,-35.884844,-46.393913,-47.065044,-54.348702,-40.946327,-41.591027,-50.625682,-43.323354,-53.317524,-45.921951,-48.844253,1,Fileset 1: TS pulse compressed wideband pings T3
128.000,-38.344773,-29.301557,-51.673675,-44.899949,-34.494349,-35.270941,-48.400637,-48.333609,-53.981497,-40.819586,-41.292080,-51.202730,-49.973174,-49.341038,-43.195143,-50.985559,1,Fileset 1: TS pulse compressed wideband pings T3
128.500,-38.224686,-29.543462,-48.770651,-44.958760,-34.771087,-34.792945,-49.031983,-50.205530,-52.719572,-40.891495,-40.836623,-51.272200,-58.006667,-46.984628,-41.814675,-52.560484,1,Fileset 1: TS pulse compressed wideband pings T3
129.000,-38.181734,-29.805463,-46.413519,-44.529085,-34.985459,-34.349282,-47.682451,-51.843346,-48.184188,-41.178397,-40.492473,-52.369002,-47.414667,-46.020542,-41.471119,-52.187169,1,Fileset 1: TS pulse compressed wideband pings T3
129.500,-38.106403,-30.166867,-44.182256,-43.463574,-35.557223,-33.882461,-45.957348,-51.213349,-43.914500,-41.609755,-40.554432,-55.383773,-43.571079,-46.378495,-42.215183,-49.550462,1,Fileset 1: TS pulse compressed wideband pings T3
130.000,-37.751499,-30.725926,-42.217826,-41.719335,-37.088494,-33.402528,-44.986048,-49.286092,-41.018981,-41.982675,-41.138145,-60.972507,-42.360335,-48.033326,-44.311198,-46.535574,1,Fileset 1: TS pulse compressed wideband pings T3
130.500,-37.078626,-31.524730,-40.767535,-39.753347,-40.003242,-32.992591,-45.034104,-47.887194,-39.363793,-42.099709,-42.079632,-61.595507,-42.718972,-49.364281,-47.621885,-44.563578,1,Fileset 1: TS pulse compressed wideband pings T3
131.000,-36.366238,-32.483416,-39.913150,-38.033884,-44.609626,-32.737900,-46.000201,-47.293218,-38.620295,-41.989903,-43.168919,-56.657174,-43.764333,-47.348025,-47.657386,-43.883982,1,Fileset 1: TS pulse compressed wideband pings T3
131.500,-35.821638,-33.454474,-39.565356,-36.680194,-51.442076,-32.668017,-47.555397,-47.463883,-38.445737,-41.833248,-44.397982,-53.673554,-44.355451,-44.525197,-43.578832,-44.304390,1,Fileset 1: TS pulse compressed wideband pings T3
132.000,-35.461659,-34.349675,-39.587327,-35.620920,-50.493871,-32.771842,-48.847773,-48.586203,-38.577410,-41.778312,-45.691686,-52.071654,-43.989030,-42.673986,-40.281146,-45.613187,1,Fileset 1: TS pulse compressed wideband pings T3
132.500,-35.217425,-35.216009,-39.887678,-34.791257,-44.516053,-33.012524,-48.538587,-51.412675,-38.841600,-41.920037,-46.377161,-51.449928,-43.426446,-41.892722,-38.093879,-47.528946,1,Fileset 1: TS pulse compressed wideband pings T3
133.000,-34.979993,-36.252074,-40.451301,-34.233169,-41.174528,-33.286445,-46.942736,-58.219407,-39.102799,-42.365090,-45.444011,-51.706113,-43.626051,-42.256091,-36.793079,-48.671684,1,Fileset 1: TS pulse compressed wideband pings T3
133.500,-34.609484,-37.808020,-41.320396,-34.127875,-39.656170,-33.360870,-45.525056,-54.748659,-39.234430,-43.314086,-43.313829,-52.886472,-45.151117,-44.061920,-36.324809,-47.316324,1,Fileset 1: TS pulse compressed wideband pings T3
134.000,-34.027694,-40.349401,-42.532785,-34.730195,-39.059902,-32.982766,-44.928864,-47.872027,-39.215827,-45.104212,-41.241825,-54.451607,-46.924168,-47.479934,-36.736199,-45.846929,1,Fileset 1: TS pulse compressed wideband pings T3
134.500,-33.325664,-44.404608,-44.102900,-36.202197,-38.070049,-32.197618,-45.199247,-44.944348,-39.213909,-48.143143,-39.862828,-53.739063,-45.569766,-49.813668,-38.084607,-46.389282,1,Fileset 1: TS pulse compressed wideband pings T3
135.000,-32.661352,-50.814549,-46.111034,-38.517314,-36.547717,-31.314828,-46.255821,-44.185834,-39.378964,-52.809377,-39.251238,-51.067743,-43.361908,-47.751992,-40.429850,-50.020205,1,Fileset 1: TS pulse compressed wideband pings T3
135.500,-32.114575,-60.449394,-48.647020,-41.552108,-35.227731,-30.565391,-48.100918,-44.896442,-39.677355,-57.763761,-39.208978,-49.001101,-42.239236,-45.632723,-43.878214,-58.991856,1,Fileset 1: TS pulse compressed wideband pings T3
136.000,-31.697306,-56.762770,-50.773962,-45.151456,-34.261894,-30.021859,-50.705635,-46.909855,-39.982563,-55.476209,-39.455889,-47.879517,-42.069245,-44.526862,-47.959965,-51.469696,1,Fileset 1: TS pulse compressed wideband pings T3
136.500,-31.411924,-52.968219,-49.198897,-48.560924,-33.502550,-29.690959,-53.146961,-50.546377,-40.212136,-51.535890,-39.705063,-47.370410,-42.706496,-44.243895,-48.338569,-45.621338,1,Fileset 1: TS pulse compressed wideband pings T3
137.000,-31.278132,-50.780997,-45.333059,-49.242246,-32.919237,-29.576433,-52.954832,-53.655861,-40.419533,-48.961159,-39.707820,-46.911981,-44.476896,-44.876768,-45.196143,-42.701001,1,Fileset 1: TS pulse compressed wideband pings T3
137.500,-31.326192,-48.369651,-41.932872,-47.389921,-32.726914,-29.682411,-51.187025,-49.044538,-40.858891,-47.848449,-39.401599,-45.896785,-48.777545,-47.166540,-42.870384,-41.453090,1,Fileset 1: TS pulse compressed wideband pings T3
138.000,-31.554280,-45.367766,-39.418415,-45.888422,-33.263009,-29.974629,-50.056424,-45.187668,-41.985950,-48.759590,-39.066120,-44.551622,-57.136846,-53.974911,-41.900933,-41.688325,1,Fileset 1: TS pulse compressed wideband pings T3
138.500,-31.877729,-42.516644,-37.724443,-45.716220,-34.653523,-30.361203,-49.645679,-43.861352,-44.305507,-53.021483,-39.163696,-43.832322,-47.537118,-54.369344,-42.257024,-43.442095,1,Fileset 1: TS pulse compressed wideband pings T3
139.000,-32.167597,-40.400435,-36.658974,-46.790686,-36.547692,-30.761095,-49.388681,-44.705513,-47.853547,-56.536389,-39.979287,-44.313833,-42.969429,-45.234381,-43.668024,-46.480953,1,Fileset 1: TS pulse compressed wideband pings T3
139.500,-32.370622,-39.060370,-35.976918,-47.843608,-38.484736,-31.166412,-48.889530,-47.315003,-50.035570,-49.218839,-41.515859,-45.980691,-41.230363,-41.210547,-44.936161,-49.882531,1,Fileset 1: TS pulse compressed wideband pings T3
140.000,-32.539257,-38.290858,-35.487362,-46.725983,-40.527286,-31.618579,-48.014333,-50.443245,-48.299516,-45.070992,-43.657268,-48.113115,-40.821796,-39.060000,-44.267982,-52.752210,1,Fileset 1: TS pulse compressed wideband pings T3
140.500,-32.765107,-37.890633,-35.094676,-44.093910,-43.045721,-32.173722,-46.935785,-50.527275,-46.382489,-42.817241,-46.310861,-48.576383,-41.025917,-37.970604,-42.347022,-53.767299,1,Fileset 1: TS pulse compressed wideband pings T3
141.000,-33.129557,-37.744146,-34.773903,-41.503895,-46.421456,-32.886945,-46.001933,-48.337770,-45.647851,-41.667986,-49.400486,-46.921208,-41.424312,-37.760287,-40.599108,-48.696065,1,Fileset 1: TS pulse compressed wideband pings T3
