Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,Variable_index,Variable_name
46.500,-59.514413,-49.793820,-54.137774,-67.214705,-58.993900,-64.040216,-61.967582,-57.671900,-64.796567,-54.205308,-63.440978,-62.125995,-56.641049,-61.803031,-63.211117,-62.564981,-61.603628,-63.567225,-62.548747,-53.629726,-54.579103,-58.048197,-59.022004,-61.185160,-57.985905,-54.495367,-57.321437,-61.049688,-60.178240,-56.643973,-57.754228,-59.115441,-57.766815,-53.440184,-57.098086,-53.859537,-53.641822,-53.519848,-58.007708,-58.305510,-53.685487,-57.719496,-61.755366,-63.941193,-78.307387,-54.740423,-59.575547,-52.578682,-62.367826,-56.335301,-54.284471,-55.044609,-56.048958,-60.649220,-58.780296,-56.495915,-57.916717,-60.143077,-64.734989,-63.057240,-64.392329,-61.766001,-59.307624,-58.381329,-54.515501,-50.793340,-49.173492,-55.226153,-49.195128,-48.764984,-53.585255,-53.962765,-71.764051,-66.462654,-55.283049,-62.024085,-66.809469,-56.149565,-55.363724,-56.396869,-65.274693,-62.223334,-60.950000,-60.794973,-58.254359,-61.996271,-56.319666,-58.394056,-56.359599,-55.123149,-58.075583,-61.869475,-55.610247,-53.208251,-62.195566,-65.985940,-58.320526,-62.448525,-63.299618,-59.372553,-57.366347,-58.660505,-58.114642,-65.273340,-55.047807,-52.770913,-59.115362,-64.098903,-62.215490,-55.559185,-51.839898,-61.548322,-57.504630,-58.051707,-58.898427,-56.535700,-59.675455,-60.232415,-51.812196,-55.847934,-64.457816,-59.739843,-63.761151,-57.251927,0,Fileset 1: TS pulse compressed wideband pings T1
47.000,-56.519492,-50.250093,-52.554762,-67.467718,-59.715502,-61.638701,-61.744563,-58.799723,-60.173821,-55.035333,-62.659057,-65.582453,-54.335589,-61.025729,-61.541121,-59.845068,-61.040284,-64.136799,-62.542997,-53.770873,-54.505931,-57.760280,-58.265590,-62.042881,-58.380176,-54.013952,-56.560981,-60.419380,-58.581939,-55.990330,-57.112354,-58.581127,-57.309651,-52.760533,-56.676540,-53.719499,-53.801417,-54.018226,-57.884300,-58.029951,-53.843754,-57.466388,-60.687539,-61.452907,-70.205571,-55.405702,-60.995397,-53.606905,-61.940807,-55.072300,-53.974731,-54.158984,-56.310485,-61.824086,-58.329205,-56.397467,-57.768999,-59.977393,-65.136209,-64.718118,-64.867660,-62.730579,-60.099894,-56.947503,-52.108915,-50.856979,-48.578852,-55.380098,-48.751299,-48.680027,-53.006666,-51.572006,-67.220616,-67.187751,-54.449662,-63.007689,-68.684694,-62.005556,-55.368738,-60.564376,-65.749133,-58.288264,-60.660036,-62.656164,-55.828601,-58.734436,-56.099542,-58.657874,-55.793886,-54.955517,-59.270491,-59.559345,-55.876382,-53.385865,-61.720993,-64.430726,-56.212854,-65.908371,-66.299308,-57.863193,-58.713248,-58.823046,-59.216673,-66.137687,-55.561001,-53.467542,-59.265191,-65.221748,-59.347643,-56.597121,-51.190143,-61.711571,-56.334611,-57.858303,-59.550934,-56.861698,-59.438026,-58.364953,-51.662763,-59.055922,-61.026171,-59.908222,-60.720905,-57.989855,0,Fileset 1: TS pulse compressed wideband pings T1
47.500,-54.023173,-51.056595,-51.543577,-63.087424,-60.083518,-61.054782,-59.794332,-60.116968,-57.966830,-55.198634,-59.283414,-67.371751,-52.561295,-60.917119,-61.902837,-58.892876,-60.935555,-65.584855,-62.479728,-53.861470,-54.688407,-57.653076,-57.506222,-61.770955,-58.166525,-53.596955,-56.138899,-59.388938,-57.268512,-55.180846,-56.668841,-58.132436,-56.764397,-52.529554,-56.337226,-53.493702,-53.546036,-54.407225,-57.894949,-57.714071,-53.849528,-57.254863,-59.613725,-59.980351,-65.188353,-55.927049,-63.587608,-54.871407,-62.648768,-54.730253,-53.534224,-53.239758,-56.138484,-62.078561,-57.628176,-56.229516,-57.607828,-59.704194,-66.407050,-66.253322,-65.744074,-63.796101,-60.654621,-55.582814,-50.396867,-51.651949,-47.920050,-54.853630,-48.664786,-48.877064,-52.981909,-49.664538,-61.343984,-64.446710,-53.626171,-65.079677,-65.591937,-63.902784,-54.754858,-64.764208,-72.481377,-55.929884,-60.675183,-67.996086,-53.725035,-56.375336,-55.953281,-59.235722,-55.592381,-54.605140,-59.918890,-58.541754,-56.802559,-53.781587,-60.218016,-61.311539,-54.925411,-75.095609,-66.448875,-57.342319,-59.774328,-58.274025,-60.426777,-63.558388,-56.027919,-53.855057,-58.836735,-65.759375,-56.602246,-56.476759,-50.702957,-61.289761,-55.753973,-57.570167,-59.973490,-56.961428,-59.644254,-57.078421,-51.736705,-64.233165,-56.628288,-60.533908,-58.235071,-58.954273,0,Fileset 1: TS pulse compressed wideband pings T1
48.000,-52.625283,-51.978824,-51.258073,-60.003289,-60.310487,-62.163573,-57.357704,-60.901219,-58.045596,-54.447132,-56.983399,-67.437375,-52.177182,-60.922145,-63.925328,-59.809716,-61.729634,-67.307021,-62.084192,-53.943335,-55.076401,-57.651271,-57.159573,-60.615111,-57.407180,-53.381723,-56.323344,-58.641665,-56.593605,-54.618472,-56.624503,-57.979865,-56.528864,-52.900667,-56.338914,-53.466312,-53.176903,-54.694758,-57.961655,-57.520676,-53.848815,-57.008713,-59.061695,-59.612037,-62.015328,-56.108002,-67.302776,-55.470981,-65.130259,-55.241074,-53.268075,-52.589115,-55.459442,-60.440910,-57.282639,-56.058643,-57.674081,-59.498933,-67.945346,-67.529061,-67.225750,-65.168187,-61.204239,-54.661410,-49.664670,-53.192076,-47.620686,-53.900674,-49.392458,-49.487370,-53.310471,-48.779113,-57.003346,-60.673522,-53.260418,-68.182747,-63.542566,-63.812468,-54.093237,-66.831267,-74.848463,-55.073477,-59.261301,-92.904820,-52.559662,-55.348131,-55.547766,-60.445532,-55.958782,-54.500673,-59.962927,-58.804856,-58.419747,-54.414581,-58.744424,-59.397404,-54.545173,-70.827610,-62.298193,-57.866991,-60.071113,-57.717405,-61.675438,-59.337328,-56.612006,-53.796005,-58.280604,-65.110935,-54.817914,-55.949652,-50.695021,-60.552487,-55.793969,-57.672526,-59.832173,-56.942451,-60.538903,-56.610422,-52.257318,-72.710180,-53.443753,-61.732291,-56.744093,-59.701078,0,Fileset 1: TS pulse compressed wideband pings T1
48.500,-52.081185,-52.104687,-51.329666,-58.625168,-59.959311,-64.037683,-55.125694,-60.191026,-59.670972,-53.768436,-55.705204,-66.730986,-52.750271,-60.514818,-66.991415,-62.548040,-63.187657,-68.078729,-61.222773,-53.724440,-55.169769,-57.323198,-57.003773,-59.230245,-56.352366,-53.073681,-56.718861,-58.287295,-56.282406,-54.162316,-56.707014,-57.863170,-56.354489,-53.416950,-56.406062,-53.438879,-52.693978,-54.520167,-57.545826,-57.179718,-53.603685,-56.453656,-58.842854,-59.966642,-60.124065,-55.691778,-71.893954,-54.565091,-69.120147,-56.087038,-52.968317,-51.989224,-54.284601,-58.055396,-57.244080,-55.655935,-57.618730,-59.020540,-68.820206,-68.609440,-68.940837,-66.590291,-61.603995,-54.039679,-49.615847,-54.830752,-47.562012,-52.760924,-50.759933,-50.093249,-53.154139,-48.660780,-53.871713,-57.599051,-53.242373,-70.529611,-60.988521,-66.439894,-53.548273,-69.881087,-64.816075,-55.016197,-57.157821,-68.495989,-52.118740,-55.362810,-54.652767,-62.134557,-56.586889,-54.515510,-59.395116,-59.948323,-60.264922,-54.957493,-57.798496,-58.761692,-54.560524,-64.986783,-59.251343,-59.062474,-59.553958,-57.308092,-62.494788,-56.296322,-56.920159,-53.261823,-57.721639,-63.270366,-53.751453,-55.501905,-50.950266,-59.617586,-56.147902,-57.774618,-58.852688,-56.474785,-61.689151,-56.659309,-53.052756,-80.176237,-51.501388,-62.906332,-55.972114,-59.661419,0,Fileset 1: TS pulse compressed wideband pings T1
49.000,-52.234476,-51.368669,-51.550394,-58.603312,-58.942167,-63.242755,-53.359834,-59.080381,-61.159304,-54.038826,-55.117640,-65.508065,-53.560841,-59.994007,-68.443784,-67.631973,-64.812893,-67.894165,-60.243967,-53.253634,-54.803761,-56.682646,-56.928005,-58.200739,-55.513726,-52.652550,-57.059027,-58.408802,-56.125241,-53.754632,-56.843327,-57.687035,-56.088637,-53.755287,-56.421714,-53.327037,-52.243327,-53.922875,-56.634223,-56.706463,-53.113655,-55.752900,-58.793574,-60.675960,-59.261051,-54.994979,-78.051916,-53.146650,-71.023755,-56.775667,-52.565207,-51.376436,-53.019154,-56.169134,-57.442289,-55.129312,-57.324872,-58.227799,-69.054311,-69.778385,-70.201711,-67.786529,-61.537212,-53.653399,-50.112963,-55.936470,-47.738051,-51.776213,-52.439309,-50.459961,-52.243247,-49.200266,-52.123666,-55.422571,-53.567391,-69.644603,-58.570349,-68.618918,-53.325540,-72.830953,-60.918064,-55.217537,-55.541665,-63.211217,-52.200483,-56.208330,-53.649677,-64.228544,-57.353814,-54.570654,-58.611334,-61.561925,-62.105833,-55.408065,-57.591463,-59.279145,-54.613561,-62.304870,-57.785580,-60.525401,-58.797057,-57.115667,-62.770319,-54.400564,-56.774338,-52.752730,-57.288546,-61.255987,-53.196837,-55.417512,-51.364268,-58.717409,-56.609054,-57.512333,-57.661287,-55.521327,-62.675498,-57.030061,-54.184715,-74.031626,-50.561752,-63.407851,-55.703725,-59.438555,0,Fileset 1: TS pulse compressed wideband pings T1
49.500,-52.929169,-50.600306,-51.846266,-59.822774,-57.769991,-59.512843,-52.201190,-58.561396,-58.945373,-56.111963,-55.222504,-63.955683,-53.406457,-59.865007,-66.120456,-72.224898,-65.232605,-67.232993,-59.394312,-52.783381,-54.198245,-56.029199,-56.982024,-57.787358,-55.239201,-52.274006,-57.302358,-59.041864,-56.031263,-53.421998,-57.141006,-57.541076,-55.731028,-53.827309,-56.411365,-53.137427,-52.001337,-53.278960,-55.657020,-56.358377,-52.602045,-55.284341,-58.829264,-61.217141,-59.393362,-54.470787,-85.761145,-52.155866,-68.391536,-56.864875,-52.155579,-50.858536,-52.071927,-55.139132,-57.785176,-54.705935,-56.937709,-57.363401,-68.702745,-70.161957,-69.807162,-67.994263,-60.734233,-53.565892,-51.157162,-56.536174,-48.286374,-51.286116,-53.457850,-50.691793,-51.140190,-50.354775,-51.697505,-53.935446,-54.323790,-65.999274,-57.045895,-63.538130,-53.683228,-64.314977,-58.915915,-55.358773,-54.764247,-60.775708,-52.649004,-57.670400,-52.978795,-66.348782,-58.287470,-54.627335,-57.908049,-62.654639,-63.957514,-55.943986,-58.231299,-60.936317,-54.504892,-60.854199,-57.704619,-61.515428,-58.283172,-57.158590,-62.558034,-53.384537,-56.299182,-52.721049,-57.020273,-59.553628,-53.084009,-55.717297,-51.906669,-57.949152,-56.910295,-57.001301,-56.939551,-54.322118,-63.262376,-57.627980,-55.783052,-63.588724,-50.572768,-63.353282,-55.833965,-59.985837,0,Fileset 1: TS pulse compressed wideband pings T1
50.000,-53.219511,-50.286127,-51.997351,-60.935488,-57.012035,-56.300584,-51.587984,-58.673459,-55.145003,-61.108279,-55.918988,-62.896399,-51.869360,-60.302046,-64.437020,-68.371544,-63.992904,-66.133356,-58.603378,-52.432335,-53.567968,-55.530724,-57.205754,-57.869826,-55.521466,-51.984502,-57.454607,-59.951175,-55.886143,-53.092346,-57.584222,-57.446006,-55.242222,-53.674179,-56.299918,-52.777086,-51.921336,-52.797956,-54.876898,-56.242915,-52.150376,-55.192332,-58.752995,-60.899538,-60.366577,-54.237173,-88.417806,-51.775608,-66.379578,-56.291110,-51.755661,-50.451484,-51.553871,-54.827065,-57.919636,-54.394041,-56.567940,-56.519779,-67.021750,-67.794738,-67.548256,-66.194680,-59.283260,-53.690270,-52.426788,-57.324079,-49.181185,-51.346090,-52.697671,-51.001253,-50.369579,-51.497157,-52.403071,-52.747514,-55.385839,-61.802531,-56.414817,-58.854182,-54.648220,-58.462447,-57.885036,-55.226685,-54.772783,-59.882474,-53.077950,-59.036208,-52.740530,-67.085199,-59.311155,-54.518298,-57.306735,-61.781429,-65.826237,-56.538071,-59.533196,-63.293919,-54.115362,-59.860973,-58.812916,-61.362252,-58.091864,-57.304639,-61.728984,-52.970193,-55.644497,-53.253396,-56.765035,-58.110235,-53.231564,-56.006197,-52.375486,-57.136355,-56.726635,-56.434584,-56.921165,-53.039393,-63.478326,-58.156359,-57.610871,-57.545650,-51.375051,-63.493349,-56.083297,-61.880315,0,Fileset 1: TS pulse compressed wideband pings T1
50.500,-52.196810,-50.764926,-52.056111,-58.832008,-57.336534,-54.417190,-51.680066,-59.499340,-52.438588,-59.361296,-57.074241,-63.139846,-50.403657,-61.216730,-65.402509,-66.017251,-62.903090,-64.847328,-57.983750,-52.475068,-53.256822,-55.463061,-57.891406,-58.354891,-56.345291,-52.021545,-57.784339,-61.010909,-55.910331,-52.997139,-58.311562,-57.670977,-54.903759,-53.733427,-56.301863,-52.465848,-52.123915,-52.789736,-54.654603,-56.624614,-52.044158,-55.683159,-58.810175,-59.970944,-62.061300,-54.467760,-77.591501,-52.175748,-65.906676,-55.798417,-51.638033,-50.406826,-51.663262,-55.152865,-57.782533,-54.372317,-56.566689,-55.937800,-64.257043,-64.434205,-64.872510,-63.361956,-57.828376,-54.208729,-53.476745,-59.347988,-50.557222,-52.157699,-51.378216,-51.968099,-50.434959,-51.650753,-54.111436,-51.792697,-56.762812,-58.379474,-56.834414,-56.279629,-56.343840,-55.162084,-57.729448,-55.160990,-55.510032,-60.203086,-53.326235,-59.557746,-53.044437,-65.960804,-60.571675,-54.358206,-56.910024,-59.775847,-67.859635,-57.194620,-61.211685,-64.878427,-53.795806,-59.129103,-61.060067,-60.785501,-58.280951,-57.574894,-60.506068,-53.160368,-55.137322,-54.469602,-56.599793,-57.035388,-53.601282,-56.051944,-52.822162,-56.344327,-56.321544,-56.104811,-57.848535,-52.035579,-64.128639,-58.612014,-59.281102,-54.027447,-52.850307,-64.753434,-56.475231,-65.883979,0,Fileset 1: TS pulse compressed wideband pings T1
51.000,-50.437732,-51.864824,-51.881328,-55.359210,-58.772503,-53.541280,-52.325562,-61.100126,-50.923675,-52.905637,-57.773985,-62.656455,-49.701821,-61.332936,-70.511884,-65.200932,-62.579878,-63.332739,-57.407838,-52.785716,-53.153967,-55.665580,-58.856956,-58.787711,-57.118218,-52.256697,-58.075195,-61.748176,-56.022928,-53.126495,-59.032690,-58.102996,-54.720741,-54.081791,-56.405063,-52.192778,-52.395325,-53.133775,-54.928494,-57.331192,-52.198916,-56.468395,-59.092385,-58.791896,-63.387038,-54.898357,-70.944944,-53.070993,-65.395947,-55.706213,-51.721891,-50.617197,-52.144884,-55.598724,-57.324793,-54.511624,-56.935101,-55.492201,-61.371155,-61.595284,-62.398706,-60.567212,-56.508524,-55.045350,-53.553970,-63.237154,-52.033495,-53.485296,-50.616728,-53.877545,-51.313503,-50.617922,-54.767851,-50.860063,-58.036649,-55.899737,-58.132035,-55.535627,-58.333239,-53.598776,-58.101564,-55.331783,-56.119768,-60.463202,-53.185990,-58.962733,-53.416202,-64.113937,-61.884993,-54.019564,-56.284021,-57.923663,-69.123546,-57.479952,-62.458783,-64.264770,-53.640068,-58.405949,-63.252985,-60.354920,-58.424081,-57.461687,-59.124452,-53.589115,-54.664376,-55.982694,-56.272559,-56.137690,-53.786234,-55.517230,-53.110584,-55.452528,-55.774689,-55.881447,-59.399678,-51.288938,-65.958734,-58.954154,-59.755882,-52.052383,-54.062123,-67.396018,-56.926725,-69.581618,0,Fileset 1: TS pulse compressed wideband pings T1
51.500,-49.182304,-53.553964,-51.654270,-52.926978,-60.194553,-53.461266,-53.572625,-64.272008,-50.506677,-49.559346,-57.756656,-58.920816,-49.934228,-60.296236,-84.863577,-64.550970,-62.897874,-61.822568,-57.051207,-53.357662,-53.269437,-56.119248,-59.813808,-59.131781,-57.458122,-52.732992,-58.150098,-61.927008,-56.295194,-53.702625,-59.612927,-58.674552,-54.874784,-54.822878,-56.844185,-52.163604,-52.743100,-53.826799,-55.758220,-58.247457,-52.664515,-57.321408,-59.778098,-57.810365,-63.400761,-55.388525,-67.705714,-54.195233,-63.010599,-56.193378,-52.038947,-51.094617,-52.845105,-55.939485,-56.934996,-54.915285,-57.832868,-55.248115,-59.100341,-59.493748,-60.406222,-58.289373,-55.441184,-56.344909,-52.981399,-70.314284,-53.210030,-55.154805,-50.886373,-57.338680,-53.018065,-49.610350,-52.532246,-50.119409,-59.031132,-54.475666,-59.571276,-56.393908,-60.064167,-53.472190,-58.714538,-55.994882,-56.050245,-59.373111,-52.965049,-58.036289,-53.442187,-62.444148,-63.240928,-53.667961,-55.350150,-56.823356,-68.078766,-57.331152,-63.276437,-63.160053,-53.822894,-57.873911,-63.511339,-60.317770,-58.344686,-56.747825,-58.043848,-54.038361,-54.288802,-57.467301,-55.779454,-55.445959,-53.797736,-54.570154,-53.423230,-54.660656,-55.291791,-55.785208,-61.113819,-50.897011,-69.526509,-59.517133,-58.697826,-51.210025,-54.415105,-69.873316,-57.718349,-66.448056,0,Fileset 1: TS pulse compressed wideband pings T1
52.000,-48.628256,-55.457481,-51.364179,-51.495725,-58.540657,-53.750330,-55.236547,-69.659865,-50.773414,-47.992855,-57.553236,-55.044817,-50.642137,-59.220154,-68.883821,-63.335852,-63.292559,-60.427261,-56.909516,-53.927273,-53.390677,-56.612645,-60.078130,-59.309239,-57.249603,-53.285554,-57.748784,-61.295757,-56.536566,-54.722140,-59.764250,-58.952706,-55.270301,-55.672281,-57.621765,-52.331581,-53.013208,-54.611554,-56.927402,-58.960675,-53.232270,-57.814677,-60.557370,-57.136166,-62.716383,-55.604643,-66.492643,-54.997300,-59.999903,-57.020291,-52.367496,-51.589856,-53.459806,-56.058455,-56.724477,-55.489997,-59.194328,-55.076737,-57.424579,-57.855387,-58.790201,-56.414340,-54.494451,-58.070475,-52.266618,-84.515209,-53.628458,-56.631550,-52.132512,-63.442194,-55.128304,-49.066271,-49.883234,-49.584932,-59.633322,-53.925216,-58.875535,-57.328497,-60.733077,-54.129538,-58.983355,-56.940422,-55.673937,-57.541176,-52.766186,-57.169707,-52.829238,-60.954579,-64.359122,-53.326430,-54.302638,-56.340781,-65.356792,-56.762973,-63.951193,-62.325740,-54.182879,-57.512854,-62.410978,-60.458873,-57.911011,-55.590497,-57.255717,-54.231738,-53.928782,-58.456582,-55.070411,-54.818105,-53.717437,-53.466365,-53.738777,-53.981851,-54.866860,-55.535739,-62.358197,-50.696149,-68.757155,-60.246472,-56.844655,-50.983288,-54.399701,-67.070747,-58.930484,-63.365156,0,Fileset 1: TS pulse compressed wideband pings T1
52.500,-48.702664,-56.717805,-51.059118,-50.767989,-55.401993,-54.176572,-57.183567,-67.136715,-51.296040,-47.564157,-57.591989,-52.321683,-51.098725,-58.837137,-64.574798,-62.108969,-63.519977,-59.222062,-56.995528,-54.330012,-53.410993,-57.047880,-59.349974,-59.214737,-56.774013,-53.833188,-56.945931,-60.028015,-56.599058,-56.230706,-59.382818,-58.634462,-55.820072,-56.333086,-58.760199,-52.670915,-53.168427,-55.321724,-58.260217,-59.239148,-53.797933,-57.764108,-60.974893,-56.864999,-62.380352,-55.424602,-66.258290,-55.283413,-57.732584,-57.931632,-52.616473,-51.950292,-53.969534,-56.093621,-56.717301,-56.215098,-61.006310,-54.963488,-56.215173,-56.552807,-57.509287,-54.847799,-53.686210,-60.398628,-51.738650,-76.474604,-53.460019,-57.384242,-54.402252,-70.676258,-56.909552,-49.016474,-48.140402,-49.311450,-59.910545,-54.142248,-56.507200,-55.957525,-60.188752,-54.588876,-58.518002,-57.789682,-55.710978,-56.007751,-52.617755,-56.490601,-51.852712,-59.591737,-64.983421,-53.079873,-53.477241,-56.170942,-62.614446,-55.973692,-64.350523,-61.614243,-54.585277,-57.198841,-61.610604,-60.616427,-57.254083,-54.392866,-56.582796,-54.224206,-53.601421,-58.773816,-54.248314,-54.216993,-53.686608,-52.567090,-54.048325,-53.458500,-54.537236,-54.893714,-63.245767,-50.601472,-63.200714,-60.803709,-55.053282,-50.981679,-54.801919,-63.024126,-60.700108,-61.276534,0,Fileset 1: TS pulse compressed wideband pings T1
53.000,-49.279984,-56.148954,-50.838478,-50.541999,-52.918552,-54.782520,-59.321678,-60.958903,-51.625273,-47.922787,-57.667404,-50.604450,-50.685576,-59.342330,-62.875007,-61.538674,-63.709388,-58.220295,-57.351907,-54.600451,-53.388456,-57.461169,-57.925702,-58.722130,-56.309786,-54.415037,-55.953982,-58.476911,-56.410489,-58.325143,-58.552066,-57.742531,-56.459392,-56.681883,-60.267635,-53.186458,-53.239109,-55.864103,-59.557971,-59.078316,-54.300070,-57.223766,-60.624721,-56.979126,-62.796854,-54.931204,-65.548297,-55.297808,-56.391088,-58.687287,-52.828046,-52.131389,-54.586420,-56.146729,-56.857507,-57.137281,-63.106914,-54.960741,-55.397377,-55.595989,-56.546710,-53.551602,-53.092966,-63.807899,-51.568863,-68.345232,-53.119023,-57.033492,-57.934825,-63.177487,-57.478679,-49.439832,-47.334997,-49.319166,-59.566160,-55.042581,-54.389609,-53.493377,-58.910521,-54.093599,-57.281089,-58.145428,-56.544031,-54.991353,-52.508780,-56.020053,-50.946075,-58.435122,-65.045508,-53.037810,-53.049385,-55.956885,-60.378075,-55.216624,-63.961036,-60.975554,-55.042370,-56.769955,-61.629618,-60.783504,-56.599443,-53.398215,-55.850677,-54.244353,-53.385694,-58.453039,-53.445241,-53.699575,-53.776031,-52.131966,-54.344357,-53.160534,-54.284630,-53.833945,-64.028192,-50.602211,-59.134352,-60.659395,-53.626192,-50.925686,-55.848875,-59.998198,-63.162536,-59.328166,0,Fileset 1: TS pulse compressed wideband pings T1
53.500,-50.155637,-54.267183,-50.776427,-50.627532,-51.322439,-55.787177,-61.532545,-57.013914,-51.494560,-48.655954,-57.255208,-49.668308,-49.646851,-60.819699,-62.350766,-61.921411,-63.862889,-57.324415,-57.930939,-54.818855,-53.396804,-57.847142,-56.174956,-57.723962,-55.906381,-55.065465,-54.859451,-56.817634,-55.892749,-60.985059,-57.433866,-56.452887,-57.040354,-56.763788,-61.974487,-53.841198,-53.226802,-56.178383,-60.475343,-58.546032,-54.685903,-56.346614,-59.482607,-57.308461,-64.168171,-54.291265,-63.564810,-55.316486,-55.860272,-59.077959,-53.090383,-52.129423,-55.560565,-56.105837,-56.987132,-58.303419,-64.469706,-55.128271,-54.923694,-54.985726,-55.903187,-52.524382,-52.780668,-69.340791,-51.880586,-61.991990,-52.855774,-55.782400,-62.774063,-59.265892,-56.850857,-50.309623,-47.319171,-49.546261,-57.991643,-56.316036,-52.935096,-51.654801,-57.391880,-53.157495,-55.553165,-57.909871,-58.380365,-54.370395,-52.388414,-55.675838,-50.374493,-57.587924,-64.711410,-53.242962,-52.961425,-55.396672,-58.668582,-54.638456,-62.755403,-60.545341,-55.603984,-56.072105,-62.538280,-60.958884,-56.030244,-52.611097,-54.907187,-54.382187,-53.308213,-57.593924,-52.681385,-53.266025,-53.906053,-52.249364,-54.556320,-53.105610,-53.918636,-52.499453,-63.931872,-50.709035,-56.359557,-59.656345,-52.562701,-50.644365,-57.155445,-57.808579,-66.053083,-57.323659,0,Fileset 1: TS pulse compressed wideband pings T1
54.000,-51.007479,-52.408302,-50.951121,-50.841823,-50.554942,-57.538604,-63.750243,-54.481632,-51.083742,-49.063018,-56.255797,-49.331901,-48.677651,-63.560302,-62.204258,-63.457276,-63.703710,-56.466471,-58.648733,-55.080416,-53.522601,-58.161358,-54.356914,-56.306152,-55.485715,-55.859299,-53.705463,-55.128170,-55.047930,-64.013775,-56.237825,-54.956892,-57.384854,-56.787197,-63.378218,-54.609303,-53.140783,-56.262993,-60.617379,-57.741457,-54.924325,-55.314781,-57.831031,-57.508273,-66.892282,-53.683863,-61.302148,-55.449282,-56.032889,-59.073054,-53.511376,-51.981801,-57.111065,-55.713627,-56.910188,-59.789007,-63.896128,-55.550734,-54.795483,-54.717086,-55.581661,-51.800376,-52.799007,-70.836149,-52.825815,-57.401710,-52.798463,-54.238154,-64.542426,-57.577156,-55.790407,-51.595131,-47.929556,-49.878226,-55.407510,-57.002370,-52.025746,-50.731003,-55.898889,-52.666179,-53.735346,-57.405770,-61.450060,-54.008519,-52.211181,-55.313803,-50.266557,-57.168352,-64.312564,-53.717278,-52.999328,-54.542489,-57.463959,-54.317348,-61.334650,-60.501595,-56.360331,-55.175730,-64.428244,-61.141537,-55.552949,-51.978520,-53.784228,-54.622735,-53.403165,-56.474826,-51.963557,-52.897013,-53.972734,-52.927126,-54.608128,-53.299530,-53.225394,-51.119390,-62.160333,-50.967489,-54.455971,-58.179461,-51.818812,-50.157367,-57.676046,-56.226280,-66.482453,-55.492386,0,Fileset 1: TS pulse compressed wideband pings T1
54.500,-51.546541,-51.174597,-51.439813,-51.025854,-50.627382,-60.423609,-65.986715,-53.065168,-50.820247,-48.628034,-55.231792,-49.379620,-48.235499,-68.503979,-61.688448,-66.393945,-62.898604,-55.704867,-59.425456,-55.483905,-53.868133,-58.361142,-52.682155,-54.729086,-54.946165,-56.952918,-52.593947,-53.515151,-54.009799,-67.484071,-55.171401,-53.448252,-57.378071,-57.030651,-63.678861,-55.560757,-53.063556,-56.215635,-59.868853,-56.844276,-55.041813,-54.321257,-55.986534,-57.250743,-71.684267,-53.294072,-59.671870,-55.675863,-56.834781,-58.840970,-54.233095,-51.791679,-59.242289,-54.861150,-56.520631,-61.680751,-62.508299,-56.375324,-55.053736,-54.808099,-55.602458,-51.468437,-53.225872,-64.164041,-54.462138,-54.305618,-53.026858,-52.883423,-61.265934,-57.176528,-54.771640,-53.154201,-48.862033,-50.189339,-52.772809,-56.105838,-51.499342,-50.703750,-54.566905,-53.110352,-52.169789,-57.031385,-65.423292,-53.882454,-51.999373,-54.835426,-50.638213,-57.311403,-64.152278,-54.494457,-52.915783,-53.725449,-56.829079,-54.297036,-60.115751,-60.878682,-57.402820,-54.388815,-67.659058,-61.325135,-55.215099,-51.513765,-52.716160,-54.960732,-53.770108,-55.451812,-51.378003,-52.613751,-53.979136,-54.088993,-54.510657,-53.770508,-52.245976,-49.948356,-59.784896,-51.483086,-53.248033,-56.677102,-51.399552,-49.667106,-56.994473,-55.160012,-62.998413,-54.024200,0,Fileset 1: TS pulse compressed wideband pings T1
