Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,Variable_index,Variable_name
190.500,-44.916935,-48.700616,-51.604211,-51.938176,-43.522805,-51.607255,-43.907710,-47.754287,-52.570580,-56.387751,-47.465281,-53.096966,-44.734894,-45.503592,-47.314019,-47.209416,-60.434823,-46.173946,-56.725832,-53.430640,-51.297918,-67.265994,-43.264530,-58.272854,-48.220827,-61.937566,-51.841041,-53.797193,-65.529818,-57.551038,-55.047508,-59.201609,-46.564658,-54.556899,-53.328812,-45.086595,-60.013662,-51.317455,-56.392807,-52.560134,-63.565906,-58.205041,-54.004856,-53.714201,-50.829711,-60.734288,-49.537333,-66.949851,-51.424771,-52.993544,-53.266691,-57.402972,-60.894135,-56.471873,-47.524787,-50.783555,-51.695306,-66.651166,-55.177011,-62.205046,-56.913700,-54.065700,-60.264225,-57.751923,-51.434712,-49.867479,-49.615260,-62.725832,-42.552069,-39.492344,-59.107433,-50.825386,-48.970107,-45.571286,-54.846162,-45.293728,-48.747558,-59.520275,-51.590974,-60.677269,-44.477404,-53.700970,-50.708472,-49.421054,-46.482079,-55.690416,-47.996068,-49.179994,-46.915883,-55.570921,-56.743231,-55.264575,-56.642174,-66.454223,-59.025833,-52.512589,-49.483796,-59.166216,-47.291639,-50.909526,-56.351001,-49.036872,-49.315825,-46.244631,-57.237962,-38.677385,-45.871372,-44.107315,-44.823243,-55.187343,-52.705156,-58.187805,-49.582308,-72.596510,-52.139749,-50.068679,-49.242750,-48.704933,-54.582433,-61.179749,-59.171596,-59.979995,-51.763382,-51.069907,0,Fileset 1: TS pulse compressed wideband pings T2
191.000,-44.531997,-45.976836,-53.525584,-49.700768,-44.469452,-50.387197,-45.724141,-50.040683,-51.451047,-60.627658,-47.724402,-52.960184,-42.986063,-45.861045,-49.054598,-48.590470,-62.427952,-45.808591,-54.707815,-51.585667,-53.689890,-62.939222,-42.214617,-56.512230,-49.193912,-62.916289,-52.745267,-54.181026,-67.847770,-60.674024,-53.921933,-58.541310,-46.344320,-51.810748,-52.107080,-45.559941,-58.586455,-53.293938,-56.527986,-52.917119,-60.133091,-58.224596,-54.271176,-53.873755,-52.047243,-62.910510,-49.011470,-62.434958,-50.081827,-52.144228,-54.543566,-53.613824,-61.831145,-57.401061,-46.564388,-50.242268,-52.015321,-67.293677,-54.935173,-59.469250,-57.382009,-53.467196,-58.871277,-58.205951,-51.395203,-49.471465,-47.120241,-66.538250,-42.823866,-40.319173,-65.771431,-46.280844,-47.350927,-46.094301,-52.203106,-44.960956,-48.707974,-61.540948,-49.669387,-53.100625,-44.959836,-53.769322,-51.670268,-49.948734,-45.888759,-55.358250,-47.240545,-51.234209,-47.824696,-53.310120,-54.720742,-55.994877,-56.334278,-63.662732,-59.428476,-52.582871,-48.925849,-55.597549,-47.137288,-50.719850,-55.243735,-48.339934,-49.463111,-48.314676,-54.773320,-38.316995,-44.496673,-43.191610,-45.192446,-59.329063,-55.722082,-63.554618,-54.850838,-61.783364,-52.275833,-50.255406,-51.085855,-49.182359,-57.141948,-60.240088,-55.187865,-61.298625,-52.261009,-50.810618,0,Fileset 1: TS pulse compressed wideband pings T2
191.500,-44.740582,-44.311951,-55.524264,-47.575728,-45.660583,-48.659757,-47.162826,-50.160107,-52.032085,-64.261774,-47.301414,-53.160452,-42.588363,-46.477026,-49.446108,-50.103089,-62.185705,-46.426779,-52.805402,-49.748757,-58.518858,-59.762684,-41.616982,-53.713580,-49.843635,-63.594238,-54.101301,-54.850405,-73.720175,-65.412283,-53.322863,-58.261531,-46.013685,-50.124972,-50.929316,-46.233071,-55.697205,-54.374788,-56.416904,-53.117568,-57.414919,-58.017096,-53.589437,-53.619881,-54.361709,-68.112024,-48.594163,-59.951786,-49.240445,-50.793290,-55.162161,-50.846173,-61.892282,-58.241171,-46.234992,-50.033534,-53.032379,-66.873190,-55.225710,-57.107406,-58.159156,-53.301702,-57.837243,-56.129445,-50.469475,-49.396869,-46.324064,-72.342250,-43.638708,-41.279495,-55.203209,-43.070384,-47.083240,-46.900552,-47.792290,-45.917709,-49.722198,-63.460296,-48.223193,-47.384504,-45.023287,-52.264772,-52.683494,-51.811789,-45.617249,-55.646543,-46.010855,-52.199496,-49.906214,-52.793938,-55.212007,-51.627890,-52.080912,-63.101295,-60.838005,-52.765417,-48.703737,-51.930551,-47.061193,-50.066026,-55.086872,-48.023178,-49.687250,-49.398225,-53.069683,-38.307679,-42.496123,-42.859857,-46.891683,-60.727841,-55.117546,-65.940422,-62.662135,-57.418863,-51.942321,-50.741565,-53.047218,-49.305646,-58.590417,-58.140087,-52.174253,-64.261692,-52.969926,-50.942349,0,Fileset 1: TS pulse compressed wideband pings T2
192.000,-45.443378,-43.678896,-57.435512,-45.557528,-47.317414,-47.424165,-46.665253,-47.998463,-54.038162,-63.651846,-46.719125,-52.965796,-43.155418,-47.044523,-48.012926,-51.357556,-59.587553,-47.940899,-51.168181,-48.819694,-70.219293,-58.202871,-41.448848,-51.554212,-50.215803,-64.264902,-55.583257,-56.001226,-70.622260,-68.632919,-52.796897,-58.173890,-45.758441,-49.132726,-49.908740,-47.086431,-53.235308,-54.021968,-56.580695,-53.378018,-55.567035,-57.672440,-52.546748,-52.727685,-58.266116,-71.021800,-48.569886,-59.016225,-48.899525,-49.564808,-55.393511,-48.872135,-59.953433,-58.721855,-46.415659,-49.949925,-54.710974,-65.794707,-56.076932,-55.369313,-58.749852,-53.517982,-57.170440,-54.197809,-48.677914,-49.595443,-46.642520,-63.479341,-45.002545,-42.398264,-51.408836,-40.966596,-48.066400,-48.756747,-45.395913,-48.284836,-51.647463,-65.466270,-47.308184,-44.220301,-45.033442,-50.620714,-53.481094,-54.735536,-45.522216,-57.108671,-44.777924,-51.282781,-52.382226,-53.867861,-58.526281,-48.631600,-49.000391,-66.805515,-61.251286,-52.551240,-48.613397,-49.128701,-47.315135,-49.916423,-56.216575,-47.723069,-49.719825,-48.967539,-52.167043,-38.693858,-40.744887,-42.965710,-50.096628,-57.096337,-55.088000,-63.616773,-60.340330,-55.138389,-51.618373,-51.430035,-54.421889,-49.675284,-58.182328,-56.978262,-50.744415,-70.054373,-53.213681,-51.137300,0,Fileset 1: TS pulse compressed wideband pings T2
192.500,-46.650611,-44.045377,-57.810763,-43.911808,-49.785464,-46.945504,-45.253703,-46.362831,-57.192113,-60.201295,-46.635430,-51.624139,-44.570549,-47.520806,-46.386108,-51.948332,-57.822418,-50.246541,-49.980865,-49.117660,-61.541767,-57.425761,-41.729270,-50.340764,-50.552919,-63.968744,-56.830504,-57.467962,-64.197093,-65.770674,-52.277598,-58.111190,-45.846101,-48.643240,-49.201982,-48.211261,-51.505283,-52.585846,-57.094648,-53.920598,-54.599812,-57.341894,-51.774572,-51.789689,-63.628079,-65.459769,-49.112503,-59.267817,-49.084379,-48.793706,-55.465289,-47.577665,-57.245842,-58.664584,-46.809782,-49.824181,-56.848019,-64.725381,-57.414910,-54.371888,-58.748345,-54.172109,-56.875791,-53.084364,-47.125397,-49.746134,-47.885292,-56.834354,-47.073382,-43.854259,-49.474283,-39.746625,-50.489185,-52.486582,-44.456682,-52.601889,-54.237375,-67.979259,-46.933873,-42.715037,-45.398165,-49.323226,-53.636497,-57.171961,-45.620909,-59.474166,-43.906768,-50.106679,-53.474926,-56.443071,-67.563148,-47.449113,-47.461649,-70.383781,-59.197308,-52.191454,-48.474437,-47.379691,-48.176141,-50.877241,-57.810941,-47.269257,-49.559372,-48.196650,-52.109115,-39.539595,-39.614585,-43.477097,-54.932574,-55.147137,-54.677872,-59.920459,-58.675985,-53.794728,-51.712567,-52.221498,-54.706171,-50.758293,-56.640771,-57.174527,-50.558233,-80.596234,-52.957838,-51.439431,0,Fileset 1: TS pulse compressed wideband pings T2
193.000,-48.010538,-45.261686,-56.461522,-42.734081,-53.048840,-47.025700,-44.217190,-45.731194,-59.534254,-56.515912,-47.125540,-49.759555,-46.693346,-47.907928,-45.328033,-51.651808,-57.448876,-52.743136,-49.119472,-50.505824,-56.333827,-56.576397,-42.248482,-49.698296,-50.809073,-62.130849,-57.634162,-58.244300,-60.921431,-62.427551,-51.636489,-57.685787,-46.220909,-48.433931,-48.706556,-49.501601,-50.190938,-50.636931,-57.392449,-54.652746,-54.189923,-56.889850,-51.290069,-51.176395,-61.955076,-63.595983,-50.078157,-59.838237,-49.550106,-48.343342,-55.076173,-46.672917,-54.695881,-57.900139,-46.883026,-49.392102,-58.401003,-63.790671,-58.610908,-53.727140,-58.198379,-55.150767,-56.694120,-52.461831,-46.137972,-49.885792,-49.754224,-52.845549,-49.911779,-45.648350,-48.307405,-39.019981,-54.519857,-60.209716,-44.411598,-60.610875,-56.445387,-70.218684,-46.804278,-42.191776,-46.096327,-48.253060,-52.987021,-56.255374,-45.787353,-61.834136,-43.262426,-49.397781,-52.788571,-58.624063,-67.414615,-47.467842,-46.995778,-63.286801,-56.617208,-51.881523,-48.037951,-46.403615,-49.571169,-53.116208,-57.661196,-46.590305,-49.155131,-47.611643,-52.644416,-40.616717,-38.945330,-44.209571,-56.939386,-54.755799,-51.098945,-56.634881,-60.154786,-52.530453,-52.190160,-52.763987,-54.053958,-52.517061,-54.468220,-58.704618,-51.068220,-74.677521,-52.516464,-52.034333,0,Fileset 1: TS pulse compressed wideband pings T2
193.500,-49.234621,-47.715648,-55.339536,-42.435023,-55.264160,-47.863844,-44.155873,-46.276145,-58.783711,-53.967129,-48.510048,-48.413686,-49.970561,-48.683034,-45.278709,-51.226050,-58.804597,-54.639099,-48.816942,-52.798743,-54.456051,-55.674867,-43.226356,-49.577172,-51.240361,-59.810857,-58.798847,-57.657663,-59.634170,-59.736542,-51.141066,-57.100997,-47.176336,-48.789191,-48.700271,-51.299904,-49.390058,-48.920235,-57.472549,-55.869523,-54.437153,-56.563340,-51.339862,-51.376215,-57.476983,-65.640822,-51.735072,-60.029162,-50.445954,-48.464849,-54.313587,-46.319687,-52.887692,-56.837482,-46.834497,-48.981314,-58.685975,-63.387381,-59.354472,-53.348355,-57.875483,-56.658857,-56.758422,-52.420419,-46.053825,-50.904663,-52.205399,-50.620711,-54.044769,-48.287460,-47.858803,-38.899738,-61.103555,-67.383830,-45.243209,-74.922056,-56.925935,-70.129220,-47.031970,-42.507044,-47.433592,-47.667916,-52.394456,-54.204423,-46.353211,-63.340400,-43.036731,-49.519191,-52.308435,-57.214194,-59.544165,-48.676315,-47.655830,-60.082237,-54.993018,-52.176915,-47.647014,-46.322100,-51.682098,-57.556552,-56.020207,-46.184271,-48.941357,-47.556796,-53.897669,-42.071634,-38.923660,-45.474671,-53.885559,-55.697472,-47.139271,-54.302969,-60.172199,-51.157496,-53.371624,-53.222308,-53.311498,-55.221687,-52.279483,-62.163099,-51.992701,-73.562136,-52.477637,-53.549210,0,Fileset 1: TS pulse compressed wideband pings T2
194.000,-49.407468,-51.190151,-54.922476,-42.911779,-52.492936,-49.130515,-44.896764,-47.679112,-57.212744,-52.298530,-50.598962,-47.528745,-54.350327,-49.733753,-46.057248,-50.972377,-61.164943,-54.774039,-48.816741,-53.833275,-53.904012,-54.386391,-44.416067,-49.528379,-51.536555,-57.605032,-60.953864,-55.809994,-59.604305,-57.395042,-50.537438,-56.332059,-48.508412,-49.503879,-48.971633,-53.466124,-48.793593,-47.407742,-57.417670,-57.407222,-55.014027,-56.177725,-51.671072,-52.207263,-54.473392,-76.664911,-53.931436,-58.887497,-51.460777,-48.973570,-53.103456,-46.242347,-51.705240,-55.415441,-46.715648,-48.547686,-58.115662,-63.495415,-59.398798,-52.737808,-57.868357,-58.015724,-56.751612,-52.684935,-46.712986,-53.257025,-53.818555,-49.483049,-57.360980,-52.071524,-47.803099,-39.126059,-62.882774,-56.358158,-46.424693,-61.836951,-55.447035,-67.153435,-47.309896,-43.058859,-49.255554,-47.399971,-52.122065,-52.631806,-47.169528,-62.764084,-42.975079,-50.233738,-52.598762,-54.776263,-56.208449,-50.787278,-49.139474,-59.558418,-54.311484,-53.215763,-47.248831,-46.824302,-53.907335,-66.270100,-54.527406,-46.029491,-48.864317,-47.822794,-55.543731,-43.587544,-39.270764,-47.158256,-51.607240,-57.476556,-44.045190,-52.656013,-55.744059,-49.455062,-55.170572,-53.436080,-52.559829,-58.632345,-50.089020,-68.719758,-52.157623,-76.236832,-52.723985,-55.909383,0,Fileset 1: TS pulse compressed wideband pings T2
194.500,-48.599849,-53.493071,-55.356146,-44.286821,-48.923878,-50.300977,-46.479160,-49.801151,-56.791923,-51.194474,-53.236178,-47.041200,-59.059116,-50.881550,-47.607761,-51.093832,-59.734271,-53.778588,-49.017955,-52.694669,-53.614032,-52.569395,-45.689295,-49.481955,-51.504012,-55.779727,-65.679192,-53.614539,-60.572663,-55.492163,-49.764127,-55.583236,-50.141446,-50.455147,-49.454115,-55.733082,-48.310459,-46.085741,-57.625267,-59.256221,-55.771543,-55.795797,-52.198936,-53.419727,-52.453365,-67.456158,-56.740037,-56.523663,-52.437316,-49.832591,-51.741245,-46.344512,-51.150231,-53.786357,-46.780359,-48.199985,-57.730259,-64.316827,-59.121124,-51.760689,-58.191548,-58.211463,-56.585103,-53.180299,-48.251308,-58.065610,-53.176130,-49.153425,-54.815241,-58.493568,-48.036919,-39.682223,-57.372708,-52.601405,-47.425561,-59.828431,-53.408129,-63.217979,-47.572563,-43.423266,-51.672902,-47.473697,-52.275808,-51.703810,-48.157374,-60.516808,-43.031906,-51.499669,-53.828210,-53.280078,-54.305045,-53.923618,-51.386935,-60.693406,-54.671128,-55.481979,-46.924340,-47.781337,-55.362836,-65.224412,-53.795237,-46.180752,-48.991210,-48.461842,-57.406391,-45.077828,-39.855275,-49.195095,-50.316060,-59.842776,-41.762738,-51.570525,-52.354317,-47.694986,-57.757213,-53.452742,-51.850610,-62.528885,-48.003785,-79.007987,-50.928676,-69.308558,-53.220627,-58.142407,0,Fileset 1: TS pulse compressed wideband pings T2
195.000,-47.765632,-51.935384,-57.111378,-47.115060,-46.400671,-50.502861,-49.104716,-52.574310,-58.413749,-50.628561,-55.964604,-47.104027,-62.683302,-51.784285,-49.787739,-51.768505,-54.961870,-52.741743,-49.516332,-51.890142,-52.871632,-50.608474,-47.020387,-49.780714,-51.221202,-54.460809,-89.726076,-51.810808,-62.325762,-54.250311,-49.069908,-55.132684,-52.112683,-51.615802,-50.240947,-57.087596,-48.082792,-45.083146,-58.405259,-61.489785,-56.737376,-55.769766,-53.003565,-54.491026,-51.344920,-59.883473,-60.422426,-53.854957,-53.328292,-51.058496,-50.664446,-46.728343,-51.399028,-52.361536,-47.373669,-48.169300,-58.133131,-66.243515,-58.966342,-50.705236,-58.828564,-57.282979,-56.457153,-53.935168,-51.319009,-71.356390,-51.753199,-49.630550,-51.647259,-85.214684,-48.646764,-40.805461,-54.080047,-51.145575,-47.901044,-60.146231,-51.682814,-59.767572,-48.042690,-43.536466,-55.262590,-48.072087,-52.933014,-51.594046,-49.187176,-58.091810,-43.387208,-53.512557,-56.389467,-52.885788,-53.363795,-58.577164,-54.584984,-60.401941,-56.645766,-60.131180,-46.832539,-49.266058,-55.583611,-59.020866,-53.727222,-46.800871,-49.560097,-49.837229,-59.012833,-46.753249,-40.671908,-51.107374,-49.385600,-62.862303,-40.283528,-51.086416,-50.648094,-46.327533,-61.358881,-53.475652,-51.372669,-66.380798,-46.297109,-65.021525,-49.193232,-62.952745,-54.085830,-57.943277,0,Fileset 1: TS pulse compressed wideband pings T2
195.500,-47.285506,-50.065921,-60.803171,-52.533712,-44.568516,-49.319261,-51.117042,-55.116268,-63.741387,-50.398777,-57.550242,-47.474944,-63.648403,-51.711871,-51.223083,-52.670982,-51.047738,-51.711703,-50.084988,-52.349611,-51.457304,-48.701482,-47.977056,-50.474625,-50.591404,-53.297598,-64.716998,-50.461847,-63.216120,-53.435699,-48.466875,-54.761936,-53.920893,-52.559433,-51.018153,-56.301759,-47.939671,-44.181102,-59.234809,-63.431196,-57.596391,-56.199154,-53.707141,-54.327395,-50.930705,-56.442323,-64.325738,-51.249049,-53.630288,-52.028152,-49.867295,-47.168336,-52.228513,-51.176442,-48.390598,-48.256945,-59.222198,-69.108229,-58.751675,-49.628976,-59.098396,-56.038868,-56.300151,-54.442863,-57.406798,-61.181262,-50.858258,-50.596532,-49.620529,-59.637764,-49.340271,-42.438260,-52.186241,-51.051390,-47.559614,-58.672943,-50.356251,-57.112824,-48.697049,-43.302333,-60.107983,-48.870875,-53.581221,-52.224035,-49.467105,-55.909015,-43.885815,-56.159157,-60.508968,-53.185839,-53.110393,-60.566066,-58.598590,-56.583015,-61.218842,-64.582458,-46.608757,-51.088226,-54.674963,-56.131936,-53.031939,-47.549787,-50.470433,-52.065366,-58.666262,-48.523036,-41.302265,-51.216137,-47.959079,-66.677388,-39.296079,-50.775500,-49.925605,-45.304975,-63.981455,-53.347575,-50.942604,-68.388405,-44.888789,-57.962595,-47.585180,-58.998944,-54.889926,-56.307911,0,Fileset 1: TS pulse compressed wideband pings T2
196.000,-47.702260,-49.668796,-65.602336,-75.729468,-43.450837,-48.047927,-49.115127,-56.138863,-72.558942,-50.759013,-58.289719,-48.051927,-57.411638,-51.159219,-51.132203,-53.866338,-48.498800,-50.849924,-50.934090,-54.160229,-50.189310,-47.291128,-48.643555,-51.900027,-50.028176,-52.432855,-58.543610,-49.885959,-61.806625,-53.170585,-48.418330,-54.638595,-55.164400,-53.359151,-51.843334,-54.919178,-48.161177,-43.613482,-59.483592,-64.210178,-58.525242,-57.727428,-54.175295,-53.294380,-51.473138,-55.227862,-66.197772,-49.128297,-53.332411,-52.472649,-49.739301,-47.917485,-53.663244,-50.611106,-50.025429,-48.622120,-61.166499,-72.178678,-58.477590,-48.989821,-58.680937,-55.366484,-56.498063,-54.594104,-78.170267,-55.088504,-51.276763,-52.193274,-48.697107,-54.702701,-50.236752,-44.984522,-51.429781,-52.513420,-46.884182,-55.148205,-49.916778,-55.588253,-50.033640,-43.272579,-59.852407,-49.630784,-53.826233,-53.976000,-48.915847,-54.250605,-44.783531,-59.731139,-64.461813,-54.205893,-53.825302,-56.144326,-63.464207,-53.387079,-64.983843,-58.364371,-46.217913,-53.758814,-53.503957,-54.543508,-51.135894,-48.212332,-52.004757,-55.735042,-56.908872,-50.648891,-41.845737,-49.766366,-46.210885,-70.278506,-38.955658,-50.459776,-49.744784,-44.871458,-62.713200,-53.360343,-50.735607,-67.694100,-44.118263,-52.988411,-46.663911,-56.693335,-55.105932,-55.769373,0,Fileset 1: TS pulse compressed wideband pings T2
196.500,-49.209245,-50.538578,-60.025132,-54.875495,-42.822165,-47.319482,-45.948336,-54.548307,-59.317856,-51.359652,-58.220619,-48.114222,-52.392451,-50.651948,-50.679118,-55.312563,-47.044676,-49.990679,-51.852859,-55.304025,-49.276951,-46.271159,-48.986196,-53.583122,-49.561893,-51.868258,-55.354041,-49.942324,-59.434083,-53.227272,-49.014329,-54.731284,-55.224196,-54.020871,-52.530916,-54.016624,-48.707449,-43.324971,-58.702921,-63.372331,-59.438779,-60.924062,-53.981372,-52.176579,-52.872354,-55.701174,-65.477371,-47.378186,-52.349924,-52.492409,-50.367489,-48.975306,-55.025433,-50.645281,-51.934893,-49.047603,-63.743196,-74.011928,-57.779164,-48.824684,-57.612169,-55.365481,-57.057414,-54.330984,-57.199724,-52.231257,-53.349864,-54.312479,-48.504373,-52.343506,-51.201889,-48.411786,-51.275190,-55.683556,-46.135209,-52.210993,-50.620882,-55.030184,-52.353940,-43.647083,-55.786467,-49.612605,-53.113235,-56.534222,-47.974879,-52.916065,-45.949038,-63.155271,-61.079851,-55.642572,-55.407416,-52.910651,-67.742399,-51.677723,-57.344956,-54.146259,-45.505906,-58.037059,-52.504120,-53.241109,-48.917808,-48.131151,-53.650646,-60.646632,-55.449485,-53.026785,-42.360459,-48.095750,-44.428194,-65.610780,-39.113005,-49.670970,-49.175907,-44.826690,-60.444065,-53.451642,-50.453395,-65.605429,-43.987087,-49.200626,-46.433412,-55.458375,-53.973271,-56.842313,0,Fileset 1: TS pulse compressed wideband pings T2
197.000,-52.280674,-52.532105,-55.486645,-50.324316,-42.645995,-47.363017,-44.003315,-51.615947,-54.474501,-51.673629,-56.337156,-47.664648,-49.489583,-50.153186,-51.116797,-57.467479,-46.689975,-49.205546,-52.498058,-53.822008,-48.701844,-45.567368,-49.244833,-54.108863,-49.286190,-51.861503,-53.639515,-50.474446,-57.515988,-53.549230,-50.393405,-55.315294,-54.470668,-55.068789,-53.285159,-53.759890,-49.671295,-43.438986,-57.680247,-61.999702,-60.397418,-67.051518,-53.322316,-51.603821,-55.010874,-57.968068,-64.810170,-45.961573,-50.929720,-52.904291,-52.041442,-50.522847,-55.659065,-51.322550,-53.792088,-49.399102,-66.712681,-76.738910,-56.845272,-49.226183,-56.542061,-56.135396,-58.002016,-54.043389,-52.881190,-51.010098,-57.272671,-57.112382,-48.908437,-51.039444,-52.365015,-51.792764,-51.176272,-60.960511,-45.787699,-50.599156,-53.111394,-55.301662,-56.527508,-44.541426,-53.993924,-48.824969,-51.939208,-58.252215,-47.343770,-51.884353,-47.238436,-61.908535,-57.475309,-57.297375,-57.529236,-51.408798,-71.624602,-51.374209,-52.918475,-51.927530,-44.785139,-66.547192,-51.936774,-52.036101,-47.286665,-47.463522,-53.949954,-64.332254,-55.043318,-56.132685,-43.256912,-46.911994,-42.938466,-60.416625,-39.777084,-48.484351,-47.933377,-45.005372,-58.556213,-53.604770,-49.817995,-63.907624,-44.629418,-46.364727,-46.981753,-55.097694,-52.267128,-59.701348,0,Fileset 1: TS pulse compressed wideband pings T2
197.500,-57.153546,-56.110502,-53.333197,-49.743640,-42.914761,-48.227566,-43.502211,-48.858550,-51.923740,-51.674093,-53.742164,-47.527761,-48.000885,-49.004419,-52.847437,-61.051560,-47.557766,-48.656086,-52.269768,-51.776065,-48.297490,-45.123936,-49.614173,-52.646386,-49.290453,-52.635253,-52.853332,-51.133097,-56.389812,-54.115610,-52.451988,-56.669021,-53.499783,-57.328133,-54.409217,-53.666701,-51.109257,-44.094179,-56.896750,-60.836619,-61.425656,-70.405875,-52.709319,-51.929476,-57.288560,-62.677534,-64.671831,-44.888631,-49.419190,-54.304060,-55.091760,-52.615103,-55.648289,-52.471044,-55.661252,-49.509480,-67.170440,-83.520121,-56.217103,-50.227309,-55.876872,-57.634361,-59.180685,-54.005477,-51.398171,-50.676202,-56.576862,-60.861458,-49.795217,-50.256297,-53.767432,-52.375689,-50.670531,-67.210316,-46.295534,-50.540378,-58.453710,-56.071913,-65.547415,-45.821842,-54.146091,-47.845707,-51.173805,-57.983765,-47.323839,-51.261212,-48.247771,-58.134758,-55.224420,-58.756989,-58.482808,-51.167199,-73.247140,-52.377467,-50.567425,-50.848353,-44.404154,-71.689337,-51.776119,-51.251680,-46.415516,-46.968260,-52.755128,-66.891477,-55.804524,-62.138768,-44.942441,-46.490492,-41.896493,-57.263985,-40.972574,-47.293538,-46.451458,-45.195962,-56.599593,-53.774638,-48.752783,-63.382794,-46.148543,-44.418011,-48.386922,-55.565727,-51.020628,-62.107220,0,Fileset 1: TS pulse compressed wideband pings T2
198.000,-58.808835,-63.839394,-52.639606,-51.166469,-43.567761,-49.833921,-44.421504,-46.908305,-50.282908,-51.930351,-51.960949,-48.291090,-47.513639,-47.281583,-55.916898,-66.913197,-49.728858,-48.517867,-50.942514,-50.236879,-47.831960,-44.861743,-49.963203,-50.771140,-49.628962,-54.169299,-52.463870,-51.368828,-56.081702,-54.760777,-54.400130,-58.571605,-52.661460,-61.882560,-55.843988,-52.805962,-52.860886,-45.281243,-55.965535,-59.912162,-62.192483,-66.344716,-52.382553,-53.240733,-58.418821,-71.020968,-64.473538,-44.161997,-48.096541,-56.243010,-59.209879,-54.671349,-55.394272,-53.364975,-57.943408,-49.313292,-63.563857,-82.898815,-56.167460,-51.639350,-55.634619,-59.133769,-60.232332,-54.187027,-51.271148,-49.900138,-51.882693,-63.723631,-50.660499,-49.670959,-54.905101,-51.132511,-49.759711,-65.927253,-47.797577,-52.452858,-60.187437,-56.502617,-62.469320,-47.418700,-54.782343,-47.089500,-51.273023,-57.459895,-47.752065,-51.166950,-48.587713,-55.422033,-53.420305,-59.011653,-56.738807,-51.549834,-65.718046,-54.447269,-49.232167,-50.277848,-44.412322,-66.398434,-52.007641,-51.180164,-46.238592,-47.136751,-51.911060,-81.011136,-57.387367,-67.292062,-47.613085,-46.899497,-41.315962,-55.817725,-42.614846,-46.402834,-45.083871,-45.182102,-54.226936,-53.941883,-47.527136,-63.494125,-48.375618,-43.279953,-50.630283,-56.746916,-50.528818,-59.497328,0,Fileset 1: TS pulse compressed wideband pings T2
198.500,-56.201009,-64.230771,-52.876965,-50.494836,-44.664116,-52.150914,-46.952175,-45.986181,-48.985494,-52.664628,-51.373548,-50.169390,-48.071877,-45.892146,-60.389367,-71.568351,-53.287340,-49.110802,-49.209150,-49.135951,-47.270631,-44.793064,-49.922519,-49.641377,-50.466452,-56.284954,-51.959235,-50.939037,-56.631940,-55.253170,-55.365910,-59.190156,-52.497725,-71.357758,-57.257878,-51.072725,-54.606853,-46.912202,-54.600222,-59.079979,-62.087735,-66.019128,-52.374631,-55.413358,-58.126129,-69.291524,-63.792985,-43.839811,-47.223176,-56.473899,-60.932789,-55.605743,-54.998587,-53.431526,-60.381535,-49.099179,-60.654850,-77.784819,-56.627268,-53.022855,-55.750342,-59.415342,-60.948024,-54.521674,-52.094266,-48.298792,-49.133947,-59.754370,-50.497190,-49.166310,-55.180829,-50.149121,-49.003310,-60.699696,-49.494400,-57.180753,-55.181601,-55.886556,-55.283557,-49.903957,-53.971738,-46.862503,-52.396604,-56.919965,-48.169916,-51.772235,-48.719716,-54.066981,-51.640992,-57.441505,-54.262351,-51.868012,-61.705406,-57.112717,-48.261695,-49.796162,-44.665250,-69.474699,-53.013332,-51.954432,-46.866175,-48.209747,-52.265043,-63.329648,-58.578931,-56.435209,-51.343810,-47.998516,-41.266866,-55.373707,-44.586711,-46.025784,-43.960284,-44.982839,-51.715231,-54.210481,-46.568840,-62.332453,-50.656981,-42.851332,-53.762288,-58.261891,-50.711480,-56.692030,0,Fileset 1: TS pulse compressed wideband pings T2
