Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,Variable_index,Variable_name
108.000,-55.663404,-46.656604,-46.459033,-61.644929,-56.631825,-59.610751,-49.680861,-49.038156,-57.793864,-61.229130,-58.503215,-47.993168,-61.676692,-60.705718,-49.187048,-53.076238,-52.654542,-47.543414,-47.083560,-65.442680,-50.538577,-55.607720,-50.907928,-49.933195,-49.263621,-53.094410,-49.314077,-44.629360,-50.717482,-64.492153,-56.011798,-48.581332,-56.367449,-49.095472,-57.110193,-53.083234,-48.020190,-52.183751,-52.909447,-52.125678,-57.379813,-52.478971,-51.519228,-55.996221,-51.416954,-48.468093,-57.162410,-48.835783,-45.065443,-46.661795,-53.889026,-51.620070,-55.820603,-50.917751,-51.036888,-55.186419,-64.741979,-56.898013,-57.535001,-63.781024,-58.761874,-58.485567,-61.222291,-55.751757,-67.508690,-52.463856,-45.133262,-53.514597,-50.698581,-47.533662,-47.173251,-50.850554,-51.672164,-57.321541,-48.412940,-59.406185,-51.604427,-48.177680,-49.562779,-58.548115,-48.097169,-50.564016,-59.387954,-45.448726,-57.550077,-62.537535,-66.428651,-56.434423,-59.668596,-52.991363,-54.429716,-61.040974,-60.780496,-45.941585,-44.676489,-56.563535,-52.875315,-47.114891,-51.266323,-50.858489,-53.204615,-55.752010,-53.188468,-61.046722,-48.234650,-46.375180,-54.010275,-48.893204,-65.951278,-48.696140,-52.219056,-65.742772,-46.714681,-47.030108,-60.806837,-57.615041,-58.636839,-54.670171,-47.758952,-61.231064,-49.282349,-60.423366,-56.010767,-54.234589,0,Fileset 1: TS pulse compressed wideband pings T3
108.500,-52.117085,-46.821703,-46.423450,-62.085145,-59.627340,-61.229977,-49.380883,-50.243597,-54.341473,-59.271519,-58.869213,-48.766889,-61.129789,-57.722967,-49.175419,-51.463360,-50.995238,-46.776136,-46.029936,-75.771558,-52.406004,-58.582270,-50.614410,-48.999790,-49.313688,-53.102496,-49.813070,-44.022449,-50.440314,-66.047557,-55.228900,-48.600513,-55.485080,-48.906163,-57.062509,-52.314225,-46.957416,-54.167010,-53.272237,-51.839222,-58.801335,-52.176906,-50.808091,-58.085777,-51.791346,-48.439843,-57.828319,-49.821311,-44.552886,-47.195106,-53.487470,-49.874425,-55.693805,-50.357447,-50.973379,-55.824492,-63.282455,-57.010033,-55.681834,-62.013426,-57.755252,-57.135487,-61.986868,-54.547151,-64.706343,-53.344520,-45.374053,-53.512752,-51.950934,-47.296930,-45.953570,-51.479237,-52.544369,-55.639873,-49.773228,-61.086852,-51.341076,-48.091440,-49.354182,-57.611453,-48.123906,-53.130263,-58.569110,-45.630359,-58.942371,-58.939297,-67.289166,-57.992251,-59.343875,-53.067373,-54.420484,-64.840543,-67.935058,-46.001520,-44.422683,-58.794484,-50.545222,-47.383224,-50.272746,-51.144296,-53.263937,-53.998964,-52.754528,-71.501082,-48.022704,-45.834936,-54.562967,-48.091268,-59.903108,-48.537592,-50.762610,-81.235353,-46.563653,-46.557190,-58.775016,-54.093262,-59.019677,-53.036285,-48.115674,-62.602402,-49.202581,-61.697781,-56.620776,-52.644178,0,Fileset 1: TS pulse compressed wideband pings T3
109.000,-50.385505,-46.717441,-46.840774,-64.642269,-62.087059,-52.903079,-49.435938,-51.492247,-51.627084,-59.857552,-57.748367,-49.074455,-61.611869,-55.435295,-49.311555,-50.022792,-49.856466,-46.193895,-45.194965,-66.361441,-54.182022,-62.611072,-49.963288,-48.051703,-49.119970,-53.251558,-50.096087,-43.788192,-50.122428,-66.330662,-55.269025,-48.536315,-55.116171,-49.009143,-57.251240,-52.054887,-46.137971,-55.438182,-53.177720,-51.897674,-58.509919,-51.600645,-50.005165,-59.226805,-52.419064,-48.765046,-60.055865,-51.248443,-44.323964,-47.959517,-52.649298,-48.449803,-55.845422,-49.830468,-50.623061,-56.004503,-59.939689,-57.504915,-54.295227,-60.410725,-56.805775,-55.549224,-63.335025,-53.627399,-59.524577,-52.591648,-46.018288,-54.770751,-52.156176,-47.555069,-45.692588,-53.442791,-52.535775,-54.061976,-53.038609,-59.776058,-51.373869,-48.727372,-49.229687,-53.006487,-48.861380,-56.262791,-57.368673,-45.844963,-59.422085,-56.949629,-67.034945,-59.568382,-60.084545,-52.922514,-54.613756,-64.313118,-72.333588,-46.191482,-44.547282,-62.959658,-49.659897,-47.832664,-49.409804,-52.392933,-54.349090,-51.519850,-52.670961,-69.548297,-47.725056,-45.436870,-53.702610,-47.338528,-57.822783,-48.443822,-49.466227,-65.547557,-46.745719,-46.084523,-58.070886,-52.172843,-59.519171,-51.876373,-49.064241,-61.128043,-49.322073,-63.301882,-56.569527,-51.496821,0,Fileset 1: TS pulse compressed wideband pings T3
109.500,-50.004222,-46.204612,-46.787768,-68.426405,-62.538094,-49.261185,-49.988534,-51.700973,-49.607466,-64.340373,-55.932993,-48.885426,-62.222457,-53.613215,-49.212408,-48.772105,-49.212305,-45.499678,-44.360778,-62.049594,-56.089777,-64.101307,-48.696061,-46.785132,-48.635782,-53.062695,-49.959457,-43.640338,-49.646213,-63.643227,-55.715981,-48.212889,-54.685380,-49.170159,-57.788919,-52.253526,-45.337163,-55.240407,-52.769030,-52.235822,-56.688999,-50.977847,-48.855920,-56.328221,-52.863533,-48.922216,-64.764723,-52.528778,-43.933552,-48.385402,-50.948765,-47.169843,-55.867558,-48.885023,-50.003541,-55.991994,-57.238746,-57.909144,-53.129571,-58.982745,-55.876119,-53.677905,-64.664990,-52.801009,-56.107533,-51.150411,-46.610164,-57.184008,-51.863940,-48.216772,-46.042394,-55.831111,-52.021078,-52.226780,-59.110166,-57.942330,-51.400947,-49.295636,-48.964351,-50.094476,-49.769335,-59.119166,-55.776453,-45.870302,-58.164978,-55.837322,-66.589019,-59.777260,-61.552474,-52.344191,-53.919874,-60.242607,-68.403503,-46.291239,-44.748845,-63.914375,-49.527189,-48.187206,-48.441010,-53.963251,-56.421101,-48.966105,-52.308099,-62.873667,-47.036928,-44.958232,-51.937014,-46.503405,-56.519611,-47.458389,-48.238239,-61.359492,-46.638385,-45.812507,-57.403436,-51.174489,-59.811134,-51.050939,-50.497425,-56.861631,-49.244785,-64.322595,-55.845532,-51.072053,0,Fileset 1: TS pulse compressed wideband pings T3
110.000,-51.163881,-46.002225,-45.984680,-67.282821,-61.696920,-48.061569,-51.287699,-51.160601,-48.450641,-77.162215,-54.243714,-48.708117,-61.128101,-52.258347,-49.083759,-47.964983,-49.325870,-44.970691,-43.749744,-60.346590,-58.570493,-60.826107,-47.383375,-45.616419,-48.396685,-52.760069,-49.804256,-43.672660,-49.352330,-60.555037,-56.303856,-47.981716,-54.068460,-49.487550,-59.011358,-53.259259,-44.723846,-54.199028,-52.700395,-53.024763,-54.553627,-50.855489,-47.806336,-53.451821,-53.214661,-48.972607,-77.865203,-53.286502,-43.554485,-48.674942,-49.265478,-46.320433,-55.707303,-47.878991,-49.583640,-56.479142,-55.461355,-58.141876,-52.365716,-58.011273,-55.249928,-52.014110,-65.751438,-52.461875,-54.328742,-50.212104,-47.230918,-60.882152,-52.520563,-49.525930,-47.079320,-57.358095,-52.056213,-50.602835,-64.101128,-57.200457,-51.676427,-49.114484,-48.813090,-48.839194,-50.673869,-58.349306,-54.173026,-46.033751,-56.635068,-55.685589,-67.716115,-58.856974,-63.408203,-51.622575,-52.775798,-56.976655,-70.732024,-46.508651,-45.077819,-58.310549,-49.666256,-48.628787,-47.575720,-54.895734,-59.654317,-47.020739,-51.364993,-60.165117,-46.348463,-44.729871,-50.136495,-45.973234,-55.237339,-46.209735,-47.308550,-58.981245,-46.329765,-45.900457,-56.458137,-50.970500,-59.945633,-50.644765,-52.806964,-53.054138,-48.976155,-63.365390,-55.407878,-51.420331,0,Fileset 1: TS pulse compressed wideband pings T3
110.500,-53.819931,-46.483115,-44.828983,-65.668765,-61.353618,-48.688087,-52.696726,-50.654404,-48.025832,-60.271521,-52.863925,-48.682458,-58.349316,-51.120390,-49.014962,-47.535146,-50.123202,-44.743030,-43.349310,-59.758117,-60.413098,-57.807821,-46.384011,-44.765850,-48.558026,-52.569986,-49.777235,-43.828236,-49.313470,-57.859154,-56.315679,-47.968518,-53.299063,-49.703460,-60.579953,-55.019090,-44.258023,-53.027482,-53.184633,-53.991752,-52.656373,-51.319523,-47.096931,-51.921126,-53.414040,-49.031268,-73.155055,-53.123412,-43.284143,-49.098617,-48.135527,-45.951738,-55.222688,-47.097193,-49.341931,-57.676516,-53.952755,-57.988426,-51.951511,-57.400462,-54.893010,-50.757030,-66.393967,-52.758698,-53.668198,-49.688374,-47.953195,-62.661086,-54.915762,-51.464976,-48.653768,-57.511824,-53.107687,-49.528662,-58.243554,-57.138477,-52.343912,-48.167154,-48.843619,-48.776542,-51.430760,-55.257309,-52.823612,-46.412338,-55.765249,-56.449988,-70.377111,-57.735239,-64.686120,-50.821578,-51.943659,-54.564799,-72.542975,-46.857599,-45.368151,-54.570677,-49.315852,-49.114329,-46.813813,-54.319303,-63.082891,-45.776306,-50.015523,-58.412613,-45.876362,-44.900673,-48.625792,-45.891322,-54.048621,-45.461675,-46.589065,-56.944542,-46.101227,-46.029027,-55.508488,-51.319573,-59.746284,-50.474245,-56.220803,-50.614078,-48.772806,-60.534561,-55.561948,-51.941499,0,Fileset 1: TS pulse compressed wideband pings T3
111.000,-55.833481,-47.571757,-43.810164,-67.703201,-62.383166,-50.942407,-52.802569,-50.569890,-48.011302,-54.991949,-51.745446,-48.690053,-55.772982,-49.959915,-48.957160,-47.262316,-51.135551,-44.806796,-42.993756,-59.578542,-59.653538,-55.664433,-45.742221,-44.203728,-48.947013,-52.605920,-49.768613,-44.021760,-49.405920,-55.574011,-55.325973,-48.107540,-52.541897,-49.494415,-61.442221,-56.987827,-43.800267,-51.947143,-54.134834,-54.500477,-51.084905,-52.136731,-46.715790,-51.429769,-53.412238,-49.206657,-69.238084,-52.106465,-43.089778,-49.750167,-47.598291,-45.935282,-54.392808,-46.572482,-48.996710,-59.396528,-52.297544,-57.356822,-51.665650,-56.843828,-54.559436,-49.846929,-66.662761,-53.628951,-53.520859,-49.042730,-48.870634,-59.835955,-60.509158,-53.758141,-50.462336,-57.814587,-55.488522,-48.981123,-55.418824,-56.647098,-53.389904,-47.146108,-48.990282,-49.437547,-52.178164,-52.742224,-51.837793,-46.834842,-55.613538,-57.842091,-71.940383,-56.658650,-64.618851,-49.895356,-51.476493,-52.687481,-65.799689,-47.249638,-45.454267,-52.436785,-48.362216,-49.446919,-46.048273,-53.098303,-63.682635,-44.976384,-48.772543,-56.572494,-45.624675,-45.452734,-47.356332,-46.176909,-53.087704,-45.367097,-45.868149,-55.120818,-46.148072,-45.846281,-54.920348,-51.873003,-58.997860,-50.343258,-59.432439,-49.272943,-49.097506,-57.479855,-55.989364,-51.707759,0,Fileset 1: TS pulse compressed wideband pings T3
111.500,-53.681403,-48.966591,-43.327915,-74.867022,-65.593799,-54.768474,-51.866560,-51.238519,-48.257090,-52.482330,-51.025861,-48.784709,-54.121722,-48.978451,-49.055007,-47.191015,-51.751540,-45.324232,-42.756588,-59.824686,-57.862387,-54.152691,-45.575727,-44.028524,-49.537297,-53.137548,-49.812138,-44.448058,-49.695409,-53.918863,-54.007549,-48.499212,-52.110264,-49.119484,-61.252173,-58.654018,-43.487359,-51.070938,-55.606761,-54.350615,-50.016952,-53.121644,-46.778911,-51.712798,-53.628273,-49.785107,-69.591453,-50.837636,-43.097048,-50.754583,-47.739291,-46.331098,-53.578789,-46.410823,-48.629991,-61.307365,-50.861500,-56.617823,-51.499541,-56.282148,-54.225958,-49.356570,-66.990462,-55.147852,-53.437427,-48.241668,-50.359877,-57.404360,-82.236271,-56.039169,-52.573711,-59.536077,-60.421291,-48.956502,-54.056715,-55.394869,-54.854241,-46.649457,-49.402379,-50.534176,-53.408828,-51.047732,-51.475253,-47.276603,-56.201015,-59.602554,-70.034878,-55.701055,-63.467089,-49.090299,-51.120303,-51.354257,-63.021833,-47.837030,-45.597811,-51.378273,-47.575857,-49.660070,-45.450462,-52.234522,-62.714286,-44.466147,-48.141500,-54.773244,-45.751684,-46.556040,-46.380833,-46.854991,-52.364652,-45.940536,-45.275274,-53.901396,-46.702236,-45.597536,-55.062667,-52.441586,-57.893475,-50.475277,-57.554837,-48.909660,-50.679962,-55.000038,-56.507926,-50.892078,0,Fileset 1: TS pulse compressed wideband pings T3
112.000,-50.976358,-49.608443,-43.307622,-66.084232,-70.641186,-56.990912,-51.056628,-52.651206,-48.353890,-51.342362,-50.551913,-48.741416,-53.176446,-48.213129,-49.175595,-47.165703,-51.466429,-46.131539,-42.492093,-60.613772,-56.293707,-52.877607,-45.651154,-44.030161,-50.114178,-54.118701,-49.682979,-45.016477,-49.983030,-52.735739,-52.820826,-48.936024,-51.893344,-48.791732,-60.535458,-59.903386,-43.237097,-50.126688,-57.367168,-53.714636,-49.319918,-53.705452,-47.077448,-51.980066,-54.401587,-50.690325,-64.329998,-49.558169,-43.108147,-51.764209,-48.300661,-46.920172,-52.851877,-46.372799,-48.270428,-62.553484,-49.797926,-55.888028,-51.223741,-55.504927,-53.697134,-49.052660,-67.349051,-57.006801,-52.844790,-47.424533,-52.551466,-56.214065,-59.699870,-57.260417,-55.255995,-62.530567,-72.588131,-49.038907,-52.512258,-53.862075,-56.180921,-46.599442,-49.945475,-51.435289,-55.246734,-49.670490,-51.644862,-47.488929,-57.174344,-61.238701,-66.498067,-54.636667,-61.437801,-48.429192,-50.292879,-50.323628,-63.403230,-48.484985,-45.910564,-50.686974,-47.234311,-49.570689,-44.973807,-51.634626,-62.862152,-43.831419,-48.051898,-53.186147,-46.102377,-48.104943,-45.475497,-47.540068,-51.459418,-46.711855,-44.764709,-53.242131,-47.508018,-45.450895,-55.803876,-52.582492,-56.494601,-50.910100,-53.754973,-49.196033,-54.335464,-53.006071,-57.135438,-50.162933,0,Fileset 1: TS pulse compressed wideband pings T3
112.500,-49.495630,-49.102317,-43.621360,-59.812572,-68.084106,-55.036323,-50.940473,-54.809621,-48.071795,-50.939935,-50.181045,-48.372448,-52.643413,-47.702543,-49.213940,-47.109191,-50.847232,-47.027576,-42.133221,-62.318126,-54.983087,-51.629230,-45.727653,-44.034971,-50.654420,-55.524712,-49.267716,-45.602735,-50.125938,-51.794711,-51.872916,-49.227748,-51.721830,-48.682142,-59.587628,-60.765907,-43.020308,-48.963455,-59.249025,-52.988003,-48.877765,-53.579085,-47.384530,-51.359814,-56.276458,-51.794022,-58.486726,-48.363937,-42.946995,-52.337889,-48.989239,-47.523231,-52.197253,-46.263859,-48.023150,-62.928108,-49.092024,-55.204213,-50.731083,-54.467037,-52.942112,-48.737175,-67.561176,-58.844622,-51.766545,-46.862552,-55.561592,-56.033052,-54.600255,-56.635616,-59.593540,-63.811562,-62.565502,-48.757774,-50.580079,-52.512576,-56.607128,-46.740498,-50.475114,-51.782709,-57.761129,-48.281911,-52.124886,-47.399766,-58.094899,-62.789937,-62.768648,-53.378246,-58.744853,-47.952834,-48.997853,-49.341492,-66.938396,-49.032770,-46.528144,-49.671310,-47.302977,-49.113954,-44.622411,-50.902934,-65.175893,-42.882368,-48.199901,-51.834908,-46.508075,-50.050552,-44.517028,-47.823290,-50.287854,-47.192736,-44.315389,-52.974631,-48.131045,-45.498431,-56.762286,-52.176535,-54.904019,-51.626243,-50.761266,-49.884538,-63.554803,-51.329283,-58.460485,-49.931367,0,Fileset 1: TS pulse compressed wideband pings T3
113.000,-49.423239,-48.453892,-44.290968,-56.357160,-64.108026,-53.607726,-51.967164,-57.561391,-47.634312,-50.906807,-49.963928,-47.745270,-52.461555,-47.623683,-49.271610,-47.171230,-50.796521,-47.962348,-41.857210,-65.561664,-53.967797,-50.524326,-45.790385,-44.136632,-51.450960,-57.563443,-48.768352,-46.243592,-50.230045,-51.063268,-51.233957,-49.438465,-51.633766,-49.047461,-58.362132,-59.638668,-43.027493,-47.814604,-61.407096,-52.560828,-48.777486,-53.157386,-47.658877,-50.002966,-60.633564,-53.153825,-54.684001,-47.430926,-42.710275,-52.429734,-49.675246,-48.217411,-51.711758,-46.201742,-48.103424,-63.185656,-48.775907,-54.732775,-50.223688,-53.397781,-52.241917,-48.470702,-67.760128,-60.772820,-50.773025,-46.914429,-59.001494,-57.026131,-52.476313,-54.655088,-67.045508,-62.467491,-56.602459,-47.982842,-49.103125,-51.604667,-56.090434,-46.931670,-51.016038,-51.924797,-61.311104,-47.021667,-52.568153,-47.274900,-58.648256,-64.867799,-59.751613,-52.163213,-55.955619,-47.860229,-47.867227,-48.341001,-67.574034,-49.506875,-47.709154,-48.192461,-47.792428,-48.530055,-44.617441,-49.935463,-72.768138,-41.876970,-48.183282,-50.764416,-46.980838,-52.660177,-43.678284,-47.778241,-49.360168,-47.425227,-44.073569,-53.003550,-48.373905,-45.853215,-57.407667,-51.622011,-53.388733,-52.526612,-48.598338,-50.953527,-60.266300,-50.023090,-61.576684,-50.403506,0,Fileset 1: TS pulse compressed wideband pings T3
113.500,-50.755393,-48.283689,-44.986797,-54.300465,-61.859857,-53.776290,-54.522427,-58.412149,-47.142495,-50.505043,-49.673492,-46.756103,-52.370311,-47.781185,-49.174565,-47.229831,-51.566535,-48.626795,-41.587752,-67.117758,-53.090514,-49.487127,-45.637010,-44.241284,-52.514913,-60.086174,-48.188083,-46.743619,-50.170162,-50.336707,-50.611222,-49.461343,-51.475472,-49.790751,-56.630237,-56.140724,-43.190896,-46.727848,-63.895047,-52.366763,-48.815419,-52.789894,-47.645257,-48.505481,-66.690972,-54.668053,-52.190938,-46.586861,-42.326658,-52.112514,-50.040942,-48.905793,-51.213641,-46.147811,-48.298901,-63.648029,-48.502608,-54.342944,-49.696552,-52.234097,-51.647482,-48.118238,-67.997596,-63.363839,-49.993601,-47.488058,-59.849519,-59.465582,-52.145961,-52.078758,-60.784684,-62.561345,-53.446486,-46.679180,-48.381822,-50.944174,-55.010339,-46.862040,-51.340453,-52.045819,-66.699251,-45.905749,-52.114782,-47.131737,-58.345650,-67.620051,-57.543806,-51.011344,-53.385110,-47.968855,-47.132890,-47.090960,-61.131153,-49.766417,-49.142120,-46.439928,-48.432569,-47.838837,-44.913260,-48.666775,-72.786108,-40.883471,-47.358075,-49.729384,-47.280531,-56.234713,-42.898720,-47.625631,-48.980378,-47.590841,-43.903779,-52.796205,-48.218789,-46.194883,-57.148220,-51.041540,-51.910155,-52.751063,-46.888000,-52.044305,-52.827007,-48.911824,-64.976712,-51.122909,0,Fileset 1: TS pulse compressed wideband pings T3
114.000,-54.122591,-49.048775,-45.606092,-53.429246,-58.801267,-55.973579,-59.836917,-55.690967,-46.949127,-49.561941,-49.357034,-45.671741,-52.446464,-48.046598,-49.006434,-47.432452,-53.205444,-49.129981,-41.502130,-62.246731,-52.481103,-48.728008,-45.450421,-44.558329,-53.981279,-62.101335,-47.801926,-47.324078,-50.114600,-49.811897,-50.003371,-49.552334,-51.488588,-50.900340,-54.767253,-52.723903,-43.715971,-45.982955,-67.163536,-52.494420,-48.992797,-52.947006,-47.504983,-47.504010,-58.345381,-56.778810,-50.675122,-45.891198,-42.052709,-51.800069,-50.294609,-49.883445,-50.878518,-46.352866,-48.491037,-64.516067,-48.180296,-54.143420,-49.410753,-51.116930,-51.456495,-47.866869,-68.438082,-68.134810,-49.517135,-48.327383,-58.471000,-63.784844,-53.946396,-49.698575,-55.509087,-66.703874,-51.546120,-45.312207,-48.513760,-50.571878,-53.970076,-46.791098,-51.570967,-52.278972,-69.697732,-45.191092,-50.827432,-47.184964,-57.225593,-71.478557,-56.217075,-50.190665,-51.452720,-48.112155,-46.974291,-45.841939,-57.559925,-50.114163,-49.949147,-45.036742,-49.390555,-47.307023,-45.700268,-47.448600,-63.268078,-40.178814,-46.102267,-48.895767,-47.507520,-62.015484,-42.344832,-47.985389,-49.650172,-48.162668,-43.970383,-52.086713,-48.275377,-46.439925,-56.600612,-50.650692,-50.673795,-51.763336,-45.606094,-52.860764,-49.768352,-48.124180,-59.468375,-51.417686,0,Fileset 1: TS pulse compressed wideband pings T3
114.500,-59.556178,-51.367264,-46.608392,-54.229376,-54.747609,-62.039487,-62.628579,-52.991866,-47.679788,-48.953268,-49.467429,-45.169540,-53.155860,-48.450363,-49.227928,-48.349931,-54.639614,-50.197019,-42.105720,-58.606152,-52.560082,-48.772966,-45.875388,-45.604311,-56.074243,-61.183172,-48.213555,-48.758562,-50.630097,-50.108106,-49.896963,-50.394310,-52.424040,-52.150270,-53.554429,-50.611793,-45.179659,-46.146182,-71.249184,-53.330372,-49.625601,-54.227178,-47.915665,-47.640906,-53.651593,-60.641384,-50.245892,-45.805070,-42.505863,-51.981857,-51.237006,-51.939628,-51.366249,-47.340890,-48.940553,-65.993042,-48.294008,-54.541551,-49.940047,-50.519755,-52.272742,-48.286946,-69.236012,-68.597191,-49.583735,-48.842342,-58.441858,-62.151835,-59.873270,-48.338155,-53.649763,-84.084458,-50.778560,-44.656876,-49.179657,-50.956995,-53.660134,-47.559965,-52.247708,-52.826678,-60.493578,-45.406935,-49.900616,-47.919857,-55.898574,-82.130965,-55.974297,-50.280263,-50.801775,-48.221175,-47.501880,-45.352343,-56.920185,-51.275346,-49.627227,-44.809012,-51.544414,-47.509978,-47.414081,-46.913929,-59.592234,-40.324186,-45.619717,-48.981049,-48.234421,-64.794701,-42.466978,-49.799063,-52.222332,-49.678377,-44.873694,-51.396512,-49.437335,-47.117944,-56.974272,-50.878314,-50.235747,-50.475676,-45.131503,-53.427873,-49.190835,-48.182768,-54.792702,-51.382793,0,Fileset 1: TS pulse compressed wideband pings T3
115.000,-57.678877,-54.414716,-47.777031,-56.215265,-51.167365,-65.934164,-57.630678,-51.081681,-48.798340,-48.680923,-49.467960,-44.848567,-53.883956,-48.215600,-49.300842,-49.631005,-53.405236,-51.665578,-42.804591,-56.611229,-52.645661,-48.979974,-46.529244,-46.685684,-57.837928,-58.351281,-48.934163,-50.890654,-51.286017,-50.704389,-49.839866,-51.653518,-54.130693,-51.803998,-52.591000,-49.169646,-47.130832,-46.651639,-70.809536,-54.227999,-50.099524,-55.805769,-48.553686,-48.278013,-51.288383,-65.617132,-49.974651,-45.846774,-43.217216,-51.814194,-52.601500,-54.907159,-52.322762,-48.408682,-49.226688,-66.288826,-48.573958,-54.795877,-50.723803,-49.901761,-53.560531,-48.886051,-69.812689,-62.285198,-49.454457,-48.071321,-59.788897,-56.701819,-62.720380,-47.596901,-53.515480,-65.224111,-50.241728,-44.275786,-48.464026,-51.659743,-53.520765,-48.933651,-52.804572,-53.024730,-54.582298,-45.963997,-49.328628,-48.722569,-54.065269,-73.473944,-55.561861,-50.745560,-50.957598,-47.505903,-47.396999,-45.313845,-58.246946,-52.726153,-48.721836,-45.382765,-55.180373,-47.918097,-49.135678,-46.542774,-57.624015,-40.773921,-45.854161,-49.751519,-49.080429,-58.628678,-42.616786,-52.988411,-56.019993,-51.140382,-46.239734,-50.563067,-51.198510,-48.006042,-58.022463,-51.015183,-50.093124,-49.010975,-44.801700,-53.352935,-49.490556,-48.582149,-51.922214,-51.303081,0,Fileset 1: TS pulse compressed wideband pings T3
115.500,-53.682045,-55.492334,-48.372256,-57.625699,-47.550519,-57.326917,-54.670269,-48.884094,-48.927939,-47.740004,-48.149016,-43.509526,-53.254819,-46.453882,-48.033285,-50.346400,-50.322685,-52.567231,-42.235689,-54.631378,-51.438763,-47.843441,-46.245209,-46.230684,-58.151626,-54.696978,-48.709260,-52.823539,-50.976604,-50.066430,-48.664210,-52.261386,-55.943229,-48.992767,-50.704288,-46.947596,-48.456468,-46.135348,-66.099574,-53.910506,-49.380147,-55.577582,-48.323654,-47.854820,-48.940136,-63.228536,-48.364962,-44.898442,-42.965137,-49.906115,-53.121962,-57.512614,-52.531535,-47.994407,-48.504641,-62.545157,-48.080850,-53.399269,-50.383705,-48.070772,-53.939992,-48.416553,-69.813980,-57.270132,-48.008165,-45.844029,-60.230538,-52.058326,-53.887749,-46.289075,-52.777350,-59.223772,-48.457785,-42.867516,-45.616871,-51.664093,-52.141737,-49.713074,-51.878934,-51.989379,-49.476421,-45.524684,-48.084455,-48.298062,-50.851629,-62.918355,-52.983445,-50.261855,-50.603337,-45.211236,-45.202370,-44.587420,-59.119759,-52.781336,-47.196475,-45.489500,-59.391429,-47.248677,-48.884249,-45.097403,-55.034794,-40.217977,-45.761620,-50.240963,-48.998772,-53.837439,-41.485923,-55.804393,-55.650042,-50.745401,-46.988337,-48.627103,-51.619246,-48.158049,-58.449992,-49.651210,-49.007378,-46.337713,-43.257024,-52.136238,-47.864179,-48.104441,-48.808147,-50.778664,0,Fileset 1: TS pulse compressed wideband pings T3
116.000,-52.479403,-54.701438,-49.924592,-57.268386,-45.049945,-52.905789,-54.400873,-47.609209,-48.990275,-47.116008,-46.703193,-42.221526,-52.266360,-44.778350,-46.637859,-52.089059,-48.006738,-53.596035,-41.398446,-53.526901,-50.162297,-46.218609,-46.103384,-45.188169,-58.831804,-51.627586,-48.565823,-55.096258,-50.956195,-48.683726,-47.493280,-53.351203,-59.887920,-46.246396,-49.144996,-44.940605,-50.572695,-45.586862,-62.423300,-53.474161,-48.985286,-53.997132,-48.370705,-47.104960,-47.227393,-58.272810,-46.607241,-44.165631,-42.888671,-47.695105,-53.344412,-57.393106,-52.633657,-47.073578,-48.143253,-57.362273,-47.987540,-51.357039,-49.851109,-46.236056,-54.279256,-47.960293,-71.270638,-53.669350,-46.726314,-44.056768,-57.521584,-48.795188,-49.108179,-45.532423,-50.237316,-55.994975,-46.435098,-41.417363,-43.166624,-52.377471,-50.517207,-50.029485,-50.468183,-51.338433,-45.659173,-45.069196,-47.372766,-47.788696,-47.785312,-56.548772,-49.714786,-49.806927,-50.228578,-43.070767,-42.742382,-44.226826,-56.753646,-52.030822,-46.500209,-45.700699,-55.735267,-46.578285,-47.520914,-43.781831,-52.399371,-39.665146,-46.365910,-51.395577,-49.302120,-50.584265,-40.274444,-52.747003,-51.530652,-50.136597,-48.216174,-46.795382,-50.784757,-48.742378,-59.224424,-47.941477,-48.072016,-43.671794,-41.585689,-51.609056,-44.794901,-47.872661,-46.136455,-50.973759,0,Fileset 1: TS pulse compressed wideband pings T3
