Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,Variable_index,Variable_name
46.500,-60.986440,-50.803247,-54.913560,-67.996472,-59.597499,-64.837721,-62.646610,-58.275233,-66.015603,-55.701226,-65.150908,-63.616176,-57.959548,-62.238714,-63.660668,-62.895596,-61.700522,-63.632207,-62.619738,-53.704809,-54.664012,-58.059456,-59.091569,-61.223815,-58.063293,-54.593492,-57.573561,-61.337420,-60.516858,-57.070772,-58.370336,-59.783209,-58.217284,-53.681191,-57.765250,-54.431583,-54.365669,-54.642324,-58.999169,-59.433848,-55.278451,-58.630881,-63.265116,-65.541476,-79.517497,-55.787803,-60.608911,-53.352859,-63.025634,-57.128012,-55.258920,-55.928114,-56.811238,-61.499720,-59.702563,-57.161042,-58.374347,-61.226723,-65.471724,-63.595522,-65.981566,-63.078956,-60.718435,-60.067884,-55.858916,-51.862200,-50.367065,-57.001982,-50.327987,-49.906694,-54.463995,-54.993722,-72.966764,-67.655932,-56.421308,-63.165659,-67.884567,-57.239069,-56.594027,-57.578913,-66.109466,-63.152601,-61.722340,-61.513054,-59.092651,-62.858952,-56.958707,-58.816091,-56.727918,-55.579920,-58.510521,-62.226057,-55.987281,-53.455700,-62.451463,-66.201348,-58.355460,-62.509927,-63.385816,-59.462648,-57.423895,-58.667176,-58.116199,-65.331382,-55.328532,-53.009234,-59.292429,-64.288935,-62.406469,-55.983408,-52.482858,-62.024905,-58.000241,-58.580341,-59.510748,-57.487634,-61.029823,-61.556326,-52.625523,-56.737712,-65.576370,-61.103417,-65.252124,-59.047473,0,Fileset 1: TS pulse compressed wideband pings T1
47.000,-57.993598,-51.263449,-53.333695,-68.252834,-60.320672,-62.438775,-62.425381,-59.404373,-61.394738,-56.533174,-64.370886,-67.073811,-55.654945,-61.461905,-61.990679,-60.175508,-61.137041,-64.201644,-62.613845,-53.846275,-54.591175,-57.771518,-58.335284,-62.081697,-58.457480,-54.112130,-56.814016,-60.708242,-58.921919,-56.418043,-57.729504,-59.250305,-57.761681,-53.002018,-57.342293,-54.290373,-54.523980,-55.140147,-58.877643,-59.160403,-55.437894,-58.376181,-62.195792,-63.050645,-71.413122,-56.451318,-62.027377,-54.379666,-62.597634,-55.863626,-54.947205,-55.040668,-57.071151,-62.673161,-59.249903,-57.061427,-58.225958,-61.060020,-65.872844,-65.255631,-66.453593,-64.041467,-61.508523,-58.630815,-53.458096,-51.930388,-49.777297,-57.162458,-49.888033,-49.824993,-53.886266,-52.604268,-68.425446,-68.383201,-55.589985,-64.151224,-69.761355,-63.096154,-56.599313,-61.745837,-66.584454,-59.218535,-61.433156,-63.374419,-56.666458,-59.597306,-56.738855,-59.080179,-56.162313,-55.412028,-59.705343,-59.916336,-56.254119,-53.634040,-61.977526,-64.646403,-56.247899,-65.970009,-66.385876,-57.953665,-58.771018,-58.829726,-59.218234,-66.195730,-55.841136,-53.705359,-59.441913,-65.411805,-59.538711,-57.020480,-51.831965,-62.187347,-56.829379,-58.385856,-60.161955,-57.811813,-60.791461,-59.687062,-52.475723,-59.944772,-62.142863,-61.269595,-62.209872,-59.784172,0,Fileset 1: TS pulse compressed wideband pings T1
47.500,-55.564391,-52.117665,-52.359279,-63.909711,-60.716783,-61.892227,-60.506753,-60.749561,-59.243523,-56.764565,-61.072782,-68.930575,-53.940342,-61.373262,-62.372753,-59.238217,-61.036642,-65.652582,-62.553728,-53.940440,-54.777673,-57.664816,-57.579138,-61.811606,-58.247300,-53.699614,-56.403829,-59.691424,-57.624543,-55.628340,-57.314359,-58.832500,-57.237630,-52.782204,-57.032579,-54.089970,-54.300799,-55.579506,-58.933928,-58.896391,-55.515688,-58.205193,-61.189321,-61.649221,-66.449592,-57.019258,-64.665669,-55.678589,-63.334930,-55.556846,-54.549955,-54.160655,-56.932968,-62.965489,-58.589908,-56.923071,-58.085211,-60.835276,-67.176930,-66.814862,-67.400523,-65.165399,-62.126006,-57.340990,-51.809931,-52.776156,-49.175062,-56.719497,-49.854683,-50.075177,-53.901570,-50.743891,-62.603993,-65.696948,-54.818774,-66.275583,-66.717792,-65.042980,-56.040938,-65.998682,-73.354638,-56.902550,-61.483555,-68.746870,-54.600560,-57.277234,-56.621615,-59.677267,-55.977545,-55.082212,-60.373396,-58.915098,-57.197722,-54.041347,-60.486469,-61.537117,-54.962098,-75.160151,-66.539542,-57.437072,-59.834822,-58.281012,-60.428412,-63.619067,-56.320511,-54.103448,-59.021326,-65.958063,-56.802020,-56.918952,-51.373385,-61.786762,-56.270810,-58.121187,-60.611677,-57.953832,-61.058275,-58.459498,-52.586239,-65.161807,-57.794738,-61.955921,-59.790413,-60.828707,0,Fileset 1: TS pulse compressed wideband pings T1
48.000,-54.238287,-53.091058,-52.113210,-60.865452,-60.973849,-63.041070,-58.103981,-61.563736,-59.381966,-56.085885,-58.855673,-69.068331,-53.620052,-61.399655,-64.417016,-60.170988,-61.835350,-67.377829,-62.161561,-54.026134,-55.169980,-57.663545,-57.235941,-60.657730,-57.491666,-53.489175,-56.601028,-58.958762,-56.966851,-55.087151,-57.300392,-58.713003,-57.024828,-53.165276,-57.065885,-54.089706,-53.966067,-55.920861,-59.049483,-58.758509,-55.591968,-58.002349,-60.709236,-61.356892,-63.333917,-57.249988,-68.430072,-56.314935,-65.847765,-56.105342,-54.330015,-53.551900,-56.290052,-61.368279,-58.288207,-56.783816,-58.173289,-60.681793,-68.750770,-68.116274,-68.957523,-66.599883,-62.742663,-56.499555,-51.146264,-54.370775,-48.936367,-55.856050,-50.639333,-50.742413,-54.272989,-49.908848,-58.322405,-61.982395,-54.508973,-69.434699,-64.721060,-65.005717,-55.438655,-68.122397,-75.762305,-56.091498,-60.107389,-93.690390,-53.475451,-56.291761,-56.247140,-60.907661,-56.361850,-54.999728,-60.438451,-59.195704,-58.833571,-54.686757,-59.025647,-59.633580,-54.583619,-70.895268,-62.393256,-57.966335,-60.134528,-57.724721,-61.677151,-59.400827,-56.917904,-54.055691,-58.473603,-65.318857,-55.027004,-56.411965,-51.396011,-61.072165,-56.334386,-58.248616,-60.499378,-57.980032,-62.017661,-58.054496,-53.145948,-73.681344,-54.663359,-63.219084,-58.370342,-61.661098,0,Fileset 1: TS pulse compressed wideband pings T1
48.500,-53.748412,-53.255060,-52.214175,-59.516996,-60.645267,-64.945143,-55.897381,-60.876061,-61.052393,-55.462235,-57.640201,-68.416627,-54.241572,-61.008507,-67.499697,-62.921496,-63.296932,-68.151915,-61.302742,-53.810087,-55.266563,-57.335886,-57.082743,-59.274329,-56.439700,-53.184777,-57.006068,-58.615283,-56.668476,-54.646943,-57.405821,-58.621205,-56.867438,-53.690569,-57.157451,-54.083214,-53.509650,-55.787404,-58.670461,-58.459381,-55.405223,-57.480656,-60.545546,-61.769972,-61.486943,-56.872096,-73.059081,-55.437391,-69.861763,-56.980334,-54.065921,-52.984346,-55.143109,-59.013908,-58.283412,-56.405470,-58.134723,-60.243084,-69.652742,-69.216394,-70.730766,-68.070002,-63.193997,-55.939500,-51.148422,-56.049996,-48.922873,-54.783082,-52.049383,-51.390959,-54.149126,-49.828616,-55.235294,-58.952119,-54.533105,-71.823832,-62.206777,-67.673323,-54.938837,-71.215515,-65.760720,-56.068556,-58.032480,-69.308032,-53.065310,-56.338201,-55.375737,-62.612318,-57.003581,-55.031380,-59.886680,-60.352423,-60.692815,-55.238975,-58.089314,-59.005888,-54.600288,-65.056765,-59.349677,-59.165235,-59.619551,-57.315657,-62.496560,-56.361970,-57.236333,-53.530232,-57.921123,-63.485322,-53.967624,-55.979749,-51.674806,-60.154730,-56.706481,-58.370059,-59.542304,-57.547207,-63.217442,-58.151793,-53.971263,-81.180014,-52.761924,-64.442987,-57.652843,-61.686908,0,Fileset 1: TS pulse compressed wideband pings T1
49.000,-53.958694,-52.559176,-52.465816,-59.526363,-59.651890,-64.181737,-54.158250,-59.789099,-62.588085,-55.790478,-57.118547,-67.251174,-55.103043,-60.504711,-68.969514,-68.018238,-64.925910,-67.969851,-60.326669,-53.342279,-54.903939,-56.695767,-57.009713,-58.246366,-55.604055,-52.767477,-57.356256,-58.748252,-56.524809,-54.256033,-57.566234,-58.471255,-56.619459,-54.038386,-57.198773,-53.993385,-53.086864,-55.233346,-57.797561,-58.030107,-54.976543,-56.814973,-60.554225,-62.540749,-60.670487,-56.215591,-79.256808,-54.048747,-71.790715,-57.699477,-53.700302,-52.405550,-53.906991,-57.160384,-58.517113,-55.904457,-57.858512,-59.492055,-69.915347,-70.406091,-72.052775,-69.316710,-63.181426,-55.618052,-51.699197,-57.198387,-49.146459,-53.868626,-53.773549,-51.802546,-53.272369,-50.408156,-53.534054,-56.822103,-54.902466,-70.983264,-59.830408,-69.894585,-54.763552,-74.210888,-61.895093,-56.305996,-56.446362,-64.051091,-53.179410,-57.217108,-54.397455,-64.722742,-57.784832,-55.104201,-59.119763,-61.979962,-62.548525,-55.699338,-57.892376,-59.531777,-54.654711,-62.377298,-57.887357,-60.631758,-58.864943,-57.123494,-62.772153,-54.468472,-57.101313,-53.030308,-57.494848,-61.478339,-53.420456,-55.911682,-52.113564,-59.272914,-57.186726,-58.128117,-58.374461,-56.630376,-64.255845,-58.573426,-55.134629,-75.069686,-51.865312,-64.996915,-57.441713,-61.532836,0,Fileset 1: TS pulse compressed wideband pings T1
49.500,-54.688325,-51.814687,-52.780040,-60.764311,-58.494078,-60.470731,-53.015753,-59.284503,-60.403144,-57.899136,-57.263964,-65.734298,-54.980167,-60.386184,-66.657076,-72.619213,-65.348000,-67.310281,-59.478763,-52.873802,-54.300436,-56.042597,-57.065402,-57.833900,-55.331426,-52.391309,-57.605570,-59.388130,-56.438848,-53.933597,-57.878645,-58.341217,-56.272538,-54.116182,-57.204878,-53.817873,-52.862661,-54.616584,-56.843948,-57.708834,-54.502861,-56.368793,-60.626544,-63.121066,-60.832642,-55.717089,-86.991280,-53.076996,-69.174617,-57.808155,-53.314680,-51.909426,-52.978566,-56.151251,-58.882633,-55.497422,-57.482569,-58.654002,-69.581605,-70.802852,-71.697396,-69.556576,-62.412949,-55.572003,-52.775163,-57.823366,-49.723000,-53.420419,-54.818884,-52.061408,-52.190359,-51.587272,-53.136466,-55.363323,-55.685919,-67.365079,-58.331572,-64.839829,-55.150773,-65.723493,-59.912994,-56.469463,-55.687460,-61.632904,-53.648261,-58.699961,-53.741978,-66.853161,-58.727399,-55.171997,-58.427033,-63.081254,-64.409233,-56.241153,-58.538324,-61.194137,-54.546874,-60.928083,-57.808435,-61.623917,-58.352423,-57.166577,-62.559905,-53.453856,-56.633080,-53.004505,-57.230937,-59.780591,-53.312251,-56.221922,-52.671766,-58.516365,-57.500143,-57.630114,-57.667828,-55.454586,-64.875497,-59.203653,-56.752683,-64.648465,-51.903752,-64.975730,-57.608301,-62.123419,0,Fileset 1: TS pulse compressed wideband pings T1
50.000,-55.014672,-51.525108,-52.950036,-61.896073,-57.750927,-57.277954,-52.419188,-59.411397,-56.632653,-62.932059,-58.002239,-64.711613,-53.475549,-60.834022,-64.984872,-68.774165,-64.110753,-66.212298,-58.689635,-52.524586,-53.672232,-55.544409,-57.290856,-57.917311,-55.615646,-52.104256,-57.763986,-60.304464,-56.301988,-53.614457,-58.337047,-58.262558,-55.794747,-53.969004,-57.110414,-53.472084,-52.801015,-54.163586,-56.088139,-57.621006,-54.090286,-56.299878,-60.588056,-62.843843,-61.836659,-55.509985,-89.673986,-52.716380,-67.179292,-57.254482,-52.939538,-51.524848,-52.479914,-55.860719,-59.040449,-55.202393,-57.124379,-57.837557,-67.918990,-68.449243,-69.478917,-67.790148,-60.997575,-55.739164,-54.077521,-58.637314,-50.646886,-53.523550,-54.086313,-52.398721,-51.441447,-52.755018,-53.871481,-54.204602,-56.775850,-63.196313,-57.726901,-60.182717,-56.146213,-59.900439,-58.902786,-56.360292,-55.715086,-60.757532,-54.098176,-60.087201,-53.519599,-67.600077,-59.760275,-55.074427,-57.836606,-62.216890,-66.287263,-56.841313,-59.846521,-63.557086,-54.158202,-59.936357,-58.918831,-61.472937,-58.162521,-57.312792,-61.730893,-53.040968,-55.985541,-53.542919,-56.980200,-58.341954,-53.464574,-56.521613,-53.156889,-57.715650,-57.329048,-57.076844,-57.665030,-54.196029,-65.125248,-59.765362,-58.600837,-58.627759,-52.734334,-65.150244,-57.895133,-64.062551,0,Fileset 1: TS pulse compressed wideband pings T1
50.500,-54.038632,-52.034123,-53.031940,-59.815786,-58.094139,-55.418850,-52.532289,-60.256196,-53.964859,-61.232646,-59.211993,-65.003116,-52.052624,-61.762794,-65.965353,-66.431077,-63.024309,-64.928572,-58.072515,-52.569549,-53.363631,-55.477141,-57.978721,-58.403528,-56.442139,-52.144537,-58.101341,-61.372821,-56.336296,-53.532674,-59.083965,-58.508495,-55.469946,-54.035879,-57.135982,-53.181062,-53.028963,-54.193121,-55.897039,-58.038175,-54.035453,-56.822606,-60.696674,-61.970865,-63.574226,-55.777148,-78.883380,-53.143694,-66.729256,-56.789543,-52.856314,-51.511418,-52.616298,-56.216228,-58.935582,-55.203968,-57.139037,-57.292544,-65.178891,-65.107396,-66.859365,-65.003074,-59.591681,-56.316921,-55.167328,-60.692953,-52.058486,-54.388405,-52.801122,-53.400569,-51.535216,-52.941598,-55.617736,-53.287324,-58.188660,-59.809286,-58.180699,-57.643252,-57.882293,-56.639814,-58.774428,-56.324515,-56.477296,-61.101873,-54.374748,-60.637221,-53.844532,-66.489518,-61.032994,-54.929818,-57.454489,-60.222844,-68.332616,-57.505489,-61.532996,-65.148554,-53.839717,-59.206335,-61.168540,-60.898866,-58.353337,-57.583263,-60.508025,-53.233086,-55.488302,-54.767563,-56.821201,-57.273441,-53.840600,-56.582349,-53.626100,-56.940297,-56.941300,-56.765751,-58.614085,-53.225705,-65.821306,-60.266723,-60.298464,-55.140040,-54.248620,-66.457794,-58.338474,-68.126639,0,Fileset 1: TS pulse compressed wideband pings T1
51.000,-52.328067,-53.165358,-52.881156,-56.367031,-59.549547,-54.568152,-53.199617,-61.876641,-52.490097,-54.826449,-59.968410,-64.569723,-51.395305,-61.893659,-71.090348,-65.626440,-62.704614,-63.416386,-57.499221,-52.882509,-53.263416,-55.680074,-58.946574,-58.837542,-57.217849,-52.383059,-58.400107,-62.119031,-56.459386,-53.675981,-59.825449,-58.962302,-55.301106,-54.392172,-57.263853,-52.929104,-53.326856,-54.576511,-56.203352,-58.781617,-54.243674,-57.641145,-61.032521,-60.849857,-64.944710,-56.245924,-72.274068,-54.067309,-66.242390,-56.726312,-52.976101,-51.754401,-53.126110,-56.693097,-58.511491,-55.367600,-57.524051,-56.885492,-62.318642,-62.287974,-64.444245,-62.255970,-58.322954,-57.215454,-55.285862,-64.615013,-53.571632,-55.771225,-52.075185,-55.346354,-52.443300,-51.943074,-56.313533,-52.393705,-59.499744,-57.367001,-59.513882,-56.935755,-59.913821,-55.117921,-59.174888,-56.526435,-57.113006,-61.386704,-54.263988,-60.071871,-54.238190,-64.657058,-62.359018,-54.607319,-56.843695,-58.382664,-69.608956,-57.798740,-62.788392,-64.542140,-53.685090,-58.485096,-63.364109,-60.471064,-58.498261,-57.470281,-59.126459,-53.663858,-55.025732,-56.289467,-56.500485,-56.382342,-54.032119,-56.063288,-53.938046,-56.065903,-56.412548,-56.561895,-60.187873,-52.514032,-67.699087,-60.656549,-60.801798,-53.196772,-55.501175,-69.149915,-58.843599,-71.887254,0,Fileset 1: TS pulse compressed wideband pings T1
51.500,-51.113035,-54.878314,-52.672215,-53.952778,-60.987134,-54.507821,-54.464108,-65.064479,-52.106393,-51.521518,-59.998739,-60.876571,-51.665713,-60.869289,-85.455637,-64.986808,-63.025795,-61.908430,-57.144996,-53.456187,-53.380890,-56.134120,-59.905318,-59.182512,-57.560252,-52.862243,-58.481095,-62.304653,-56.739586,-54.263454,-60.422492,-59.551584,-55.466116,-55.139742,-57.725713,-52.919356,-53.698834,-55.304292,-57.059644,-59.728109,-54.754777,-58.524572,-61.766266,-59.921124,-64.999671,-56.770904,-69.068500,-55.217512,-63.878693,-57.239937,-53.326197,-52.261837,-53.852315,-57.062126,-58.152391,-55.793478,-58.436873,-56.675877,-60.070245,-60.204102,-62.505798,-60.021451,-57.302067,-58.571805,-54.744170,-71.716769,-54.775970,-57.483044,-52.372362,-58.836250,-54.172822,-50.964219,-54.110343,-51.685100,-60.524832,-55.973804,-60.982706,-57.824854,-61.681190,-55.027914,-59.812060,-57.215749,-57.065411,-60.317981,-54.069109,-59.171089,-54.283000,-62.999577,-63.725923,-54.270006,-55.923147,-57.292450,-68.574379,-57.656195,-63.612710,-63.443494,-53.868787,-57.954519,-63.624446,-60.435999,-58.420231,-56.756607,-58.045894,-54.114867,-54.659718,-57.782196,-56.013363,-55.696337,-54.049264,-55.130611,-54.272189,-55.289905,-55.946164,-56.483604,-61.922889,-52.154172,-71.309211,-61.262650,-59.768933,-52.382924,-55.891286,-71.672304,-59.683702,-68.809611,0,Fileset 1: TS pulse compressed wideband pings T1
52.000,-50.600738,-56.806316,-52.400742,-52.539989,-59.349262,-54.817154,-56.146002,-70.468806,-52.407537,-49.997783,-59.844600,-57.044540,-52.412960,-59.805963,-69.489978,-63.782409,-63.423790,-60.515426,-57.005808,-54.027577,-53.504190,-56.627910,-60.171594,-59.360893,-57.354328,-53.417798,-58.086041,-61.680382,-56.989113,-55.294679,-60.591182,-59.848041,-55.872921,-55.995840,-58.526946,-53.107539,-53.994106,-56.125106,-58.256263,-60.472544,-55.369622,-59.049462,-62.595407,-59.301801,-64.358191,-57.023210,-67.890403,-56.046575,-60.890498,-58.094360,-53.689111,-52.788297,-54.494046,-57.210482,-57.973782,-56.391290,-59.813977,-56.540289,-58.417728,-58.584097,-60.945985,-58.191442,-56.403613,-60.356429,-54.061102,-85.942988,-55.222967,-59.003303,-53.646835,-64.969403,-56.308890,-50.449835,-51.494815,-51.183723,-61.158632,-55.455249,-60.317542,-58.791327,-62.387856,-55.723210,-60.105931,-58.188408,-56.711792,-58.508189,-53.897288,-58.331099,-53.689552,-61.522754,-64.855485,-53.943305,-54.889453,-56.820319,-65.862946,-57.094463,-64.294342,-62.615461,-54.229669,-57.594964,-62.526121,-60.579245,-57.987960,-55.599473,-57.257803,-54.310071,-54.309644,-58.779925,-55.310542,-55.074418,-53.974810,-54.041799,-54.610086,-54.627602,-55.538402,-56.252803,-63.188982,-51.986657,-70.583805,-62.036791,-57.941898,-52.185795,-55.914478,-68.916602,-60.946203,-65.784734,0,Fileset 1: TS pulse compressed wideband pings T1
52.500,-50.687379,-58.071510,-52.099249,-51.815596,-56.214635,-55.248009,-58.097526,-67.950058,-52.940100,-49.581787,-59.898265,-54.335148,-52.882008,-59.426802,-65.185673,-62.559267,-63.652435,-59.311116,-57.092780,-54.430642,-53.524912,-57.063294,-59.443984,-59.266565,-56.879679,-53.966390,-57.284514,-60.414019,-57.053181,-56.806395,-60.214686,-59.534734,-56.425149,-56.658483,-59.674507,-53.454640,-54.158849,-56.847833,-59.596676,-60.759687,-55.950076,-59.010843,-63.030919,-59.051188,-64.038710,-56.856797,-67.668947,-56.342939,-58.631553,-59.016097,-53.951283,-53.160743,-55.014204,-57.256706,-57.978635,-57.125125,-61.631773,-56.439902,-57.216200,-57.288322,-59.686715,-56.641746,-55.613408,-62.707130,-53.538866,-77.906997,-55.059967,-59.765034,-55.922782,-72.210638,-58.098066,-50.408886,-49.761409,-50.919495,-61.444701,-55.681309,-57.958131,-57.430116,-61.855958,-56.195765,-59.648511,-59.045907,-56.755776,-56.982038,-53.758290,-57.660745,-52.719331,-60.163955,-65.483502,-53.701940,-54.068761,-56.653632,-63.123535,-56.306726,-64.695438,-61.905840,-54.632273,-57.281256,-61.726116,-60.737196,-57.331314,-54.401900,-56.584892,-54.303151,-53.986117,-59.100418,-54.490824,-54.475274,-53.945864,-53.148277,-54.928089,-54.110467,-55.215248,-55.617954,-64.084933,-51.904702,-65.042889,-62.610574,-56.159596,-52.194899,-56.331214,-64.887559,-62.734413,-63.716607,0,Fileset 1: TS pulse compressed wideband pings T1
53.000,-51.277080,-57.507562,-51.882197,-51.592965,-53.735272,-55.858610,-60.240188,-61.776697,-53.279389,-49.953275,-59.988779,-52.631835,-52.481483,-59.935901,-63.490666,-61.992766,-63.843091,-58.310252,-57.450134,-54.701407,-53.502785,-57.476735,-58.020264,-58.774133,-56.416407,-54.549209,-56.293901,-58.864304,-56.866197,-58.904017,-59.388930,-58.647796,-57.066947,-57.009139,-61.191208,-53.978069,-54.239199,-57.402949,-60.902116,-60.607624,-56.467196,-58.482631,-62.698997,-59.186176,-64.472014,-56.377231,-66.972041,-56.367738,-57.298555,-59.782304,-54.176251,-53.354031,-55.641679,-57.321039,-58.131050,-58.056172,-63.738277,-56.450203,-56.406390,-56.338409,-58.746110,-55.362646,-55.038467,-66.139291,-53.374839,-69.782262,-54.724439,-59.423390,-59.461612,-64.719106,-58.675221,-50.841200,-48.965541,-50.936572,-61.109263,-56.590774,-55.849571,-54.975852,-60.590321,-55.713890,-58.419636,-59.409995,-57.595862,-55.973014,-53.658883,-57.199068,-51.819082,-59.011437,-65.549358,-53.665143,-53.645675,-56.442769,-60.890134,-55.551217,-64.307734,-61.269052,-55.089574,-56.852676,-61.745500,-60.904673,-56.676958,-53.407308,-55.852783,-54.323918,-53.774283,-58.782950,-53.690165,-53.959852,-54.037196,-52.718995,-55.232705,-53.818811,-54.969209,-54.565469,-64.875866,-51.918355,-60.992274,-62.483052,-54.741707,-52.149773,-57.392906,-61.879471,-65.215701,-61.789027,0,Fileset 1: TS pulse compressed wideband pings T1
53.500,-52.164878,-55.633282,-51.825865,-51.684199,-52.143927,-56.869376,-62.456406,-57.836568,-53.158709,-50.698852,-59.590842,-51.708347,-51.454055,-61.416964,-62.970436,-62.378529,-63.997515,-57.415009,-58.029859,-54.920360,-53.511764,-57.862817,-56.270091,-57.776249,-56.013729,-55.200495,-55.201273,-57.207164,-56.350960,-61.567386,-58.275808,-57.363545,-57.651329,-57.093013,-62.904600,-54.638400,-54.233879,-57.727408,-61.827541,-60.084498,-56.866569,-57.614261,-61.570862,-59.530778,-65.855193,-55.747350,-64.998316,-56.393907,-56.774009,-60.180615,-54.448100,-53.360703,-56.623297,-57.288315,-58.269541,-59.228724,-65.105429,-56.627775,-55.939305,-55.733264,-58.118136,-54.347956,-54.739608,-71.688548,-53.696356,-63.436825,-54.469969,-58.185546,-64.309427,-60.816375,-58.054858,-51.719608,-48.959517,-51.173367,-59.544009,-57.873559,-54.403961,-53.146487,-59.082449,-54.788499,-56.698909,-59.182283,-59.438751,-55.358376,-53.546149,-56.862440,-51.253083,-58.167900,-65.218508,-53.874478,-53.561634,-55.885581,-59.183733,-54.974980,-63.104142,-60.840661,-55.651458,-56.155285,-62.654791,-61.080712,-56.108188,-52.620247,-54.909305,-54.462272,-53.699551,-57.926171,-52.928033,-53.527994,-54.168892,-52.840538,-55.450874,-53.768473,-54.607986,-53.236143,-64.785550,-52.034422,-58.229850,-61.492503,-53.685599,-51.876748,-58.710205,-59.702887,-68.120304,-59.800850,0,Fileset 1: TS pulse compressed wideband pings T1
54.000,-53.028977,-53.781953,-52.006323,-51.904238,-51.381240,-58.626963,-64.679502,-55.309190,-52.758016,-51.118441,-58.605823,-51.384715,-50.496261,-64.161297,-62.827978,-63.917450,-63.839269,-56.557709,-58.748354,-55.182474,-53.638196,-58.177143,-54.452628,-56.358726,-55.593797,-55.995197,-54.049203,-55.519856,-55.508664,-64.599587,-57.084893,-55.872992,-57.999278,-57.118408,-64.314942,-55.412157,-54.154919,-57.822299,-61.977703,-59.289165,-57.118662,-56.591302,-59.933409,-59.746016,-68.591292,-55.150111,-62.745517,-56.534271,-56.952960,-60.183431,-54.878706,-53.221812,-58.181350,-56.904359,-58.201559,-60.720796,-64.536258,-57.060383,-55.817756,-55.469796,-57.812324,-53.636610,-54.771527,-73.200445,-54.651459,-58.854413,-54.421510,-56.654658,-66.086439,-59.136581,-57.001939,-53.013814,-49.579794,-51.515122,-56.969225,-58.569309,-53.503596,-52.231987,-57.600334,-54.308003,-54.888357,-58.686101,-62.515064,-55.002882,-53.376626,-56.508066,-51.150784,-57.752025,-64.822942,-54.353020,-53.603494,-55.034452,-57.982231,-54.655821,-61.685448,-60.798755,-56.408077,-55.259373,-64.545389,-61.264032,-55.631325,-51.987727,-53.786358,-54.703346,-53.797283,-56.809434,-52.211947,-53.160690,-54.237264,-53.522489,-55.508953,-53.967028,-53.919565,-51.861302,-63.020078,-52.302217,-56.338761,-60.028249,-52.949168,-51.398133,-59.241647,-58.133761,-68.563874,-57.986073,0,Fileset 1: TS pulse compressed wideband pings T1
54.500,-53.607003,-52.576544,-52.516855,-52.110388,-51.470199,-61.534024,-66.934555,-53.909111,-52.526979,-50.722949,-57.626683,-51.471447,-50.088635,-69.116614,-62.323958,-66.862728,-63.036654,-55.797756,-59.526884,-55.588086,-53.986117,-58.377215,-52.779758,-54.782751,-55.056249,-57.091423,-52.944736,-53.914924,-54.480067,-68.081487,-56.035049,-54.382449,-58.005042,-57.368413,-64.632536,-56.378157,-54.096158,-57.803936,-61.255831,-58.422250,-57.277759,-55.621022,-58.127554,-59.529241,-73.414022,-54.787036,-61.141693,-56.780586,-57.771697,-59.971572,-55.625204,-53.054150,-60.331943,-56.073594,-57.835532,-62.629514,-63.160164,-57.912826,-56.095219,-55.574614,-57.873504,-53.338156,-55.234364,-66.571212,-56.325798,-55.788540,-54.683502,-55.349289,-62.841342,-58.767191,-56.006447,-54.600269,-50.544432,-51.858182,-54.365017,-57.703304,-53.005827,-52.233520,-56.300397,-54.782690,-53.344807,-58.336356,-66.508795,-54.895653,-53.186530,-56.052269,-51.539268,-57.906262,-64.672369,-55.142068,-53.531319,-54.226951,-57.357560,-54.642344,-60.473563,-61.181626,-57.451537,-54.474181,-67.778642,-61.450175,-55.295092,-51.523152,-52.718333,-55.042872,-54.171361,-55.792476,-51.630904,-52.882438,-54.248728,-54.695146,-55.427888,-54.450186,-52.952811,-50.703711,-60.660199,-52.842047,-55.165642,-58.559713,-52.551000,-50.930751,-58.588603,-57.102251,-65.117890,-56.563844,0,Fileset 1: TS pulse compressed wideband pings T1
