Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,Variable_index,Variable_name
186.000,-48.536425,-57.592652,-46.254262,-49.187744,-64.680312,-50.528727,-52.011461,-51.622351,-39.998284,-48.173437,-49.118423,-47.294969,-47.043515,-48.534391,-45.638846,-59.447228,-50.697644,-67.476871,-49.151555,-54.466809,-52.833763,-66.093065,-50.877210,-57.426083,-48.104254,-52.377051,-58.093615,-49.030888,-47.548756,-52.716973,-59.411170,-71.133041,-57.074683,-59.340576,-46.935470,-55.017561,-43.343836,-43.844396,-54.944373,-49.824137,-53.372057,-47.455452,-56.561791,-50.942106,-42.924757,-47.941579,-47.103603,-48.924322,-43.206161,-60.701613,-43.383844,-47.052515,-57.872764,-57.208976,-50.809592,-56.960343,-53.815041,-61.468783,-56.898352,-51.134047,-53.699123,-45.866239,-56.642290,-51.230847,-48.626093,-40.818182,-50.467961,-50.399696,-48.735828,-44.626940,-44.662135,-44.969552,-58.885096,-46.284893,-44.542998,-45.612923,-41.116287,-52.749015,-47.260893,-41.143208,-44.651923,-42.940212,-50.263759,-48.319324,-59.073784,-47.348618,-50.392024,-55.788052,-49.186252,-59.016186,-52.781899,-50.260428,-50.422492,-49.536998,-57.196399,-57.455276,-46.264991,-43.506557,-56.736821,-48.450992,-51.236124,-47.180222,-44.067788,-48.874543,-72.991081,-57.615878,-43.538168,-54.163796,-44.457549,-62.150240,-37.388745,-47.362530,-51.259942,-47.294107,-54.549556,-54.266445,-49.228715,-44.557086,-43.464745,-62.509722,-51.295724,-54.265680,-50.255422,-49.421354,0,Fileset 1: TS pulse compressed wideband pings T2
186.500,-47.967690,-61.295489,-44.038834,-48.332866,-51.820450,-51.505846,-51.634675,-54.027347,-40.110324,-46.505432,-48.491592,-46.683911,-51.413683,-49.103798,-45.253988,-64.994071,-50.640973,-76.214855,-50.031848,-55.761814,-52.591187,-59.007897,-51.194456,-55.907576,-47.334410,-52.945457,-57.268472,-48.001543,-47.845479,-52.857380,-56.244408,-65.055936,-56.812549,-56.333428,-46.555476,-53.182265,-44.294962,-43.181088,-55.187584,-49.877775,-54.860276,-48.735038,-58.027072,-51.054704,-43.225909,-48.353349,-49.210907,-48.153968,-45.164636,-58.615859,-42.834806,-48.501342,-57.686161,-57.451673,-50.223422,-54.569123,-56.054707,-63.602823,-57.833115,-52.107822,-53.984770,-45.884971,-55.876425,-51.238216,-48.498771,-39.351533,-51.712918,-52.869570,-49.050114,-44.308419,-42.514174,-47.618458,-51.730484,-43.381569,-46.522011,-45.716402,-41.523075,-51.830944,-47.833013,-40.518296,-45.989284,-42.212606,-53.620836,-51.176598,-59.528485,-45.934697,-52.283512,-52.592487,-48.871519,-61.987369,-56.439774,-50.136107,-50.190664,-50.085248,-58.606447,-62.649497,-46.751307,-43.599636,-54.621004,-48.634894,-50.343958,-48.865844,-45.046082,-47.190133,-65.479719,-53.424565,-44.643032,-51.088093,-43.356572,-64.765292,-37.175148,-46.296088,-49.757102,-47.063706,-53.363588,-53.986855,-48.713080,-43.470665,-43.493398,-53.935946,-52.161782,-53.688003,-50.254675,-50.587883,0,Fileset 1: TS pulse compressed wideband pings T2
187.000,-48.658762,-55.320368,-42.774822,-47.755663,-46.813208,-53.011208,-49.605020,-56.737443,-40.812814,-46.103198,-49.172686,-46.104498,-62.329504,-50.016722,-44.504748,-57.241850,-51.223739,-69.458452,-51.365868,-57.944311,-52.124712,-55.027109,-51.231579,-54.527820,-46.792503,-53.615236,-57.312070,-47.612691,-48.928041,-53.159738,-54.478796,-61.902962,-55.951589,-54.861850,-46.314741,-51.053030,-45.424110,-42.628855,-54.598214,-49.645113,-56.410241,-50.253488,-58.684420,-52.006907,-44.542017,-49.530882,-52.342996,-47.756502,-47.409672,-56.560719,-42.703747,-50.441341,-57.985956,-57.091312,-49.675353,-52.733081,-58.217600,-64.406133,-57.980091,-53.785588,-54.350256,-46.174416,-55.173832,-50.618331,-49.186893,-38.500737,-51.294757,-57.067090,-48.819795,-43.226696,-41.067488,-51.301505,-48.244146,-41.331274,-48.581754,-46.263004,-42.788197,-51.214589,-49.484799,-40.855094,-47.081100,-41.665241,-62.367628,-54.898216,-58.541805,-45.010057,-56.246135,-50.580158,-49.066579,-64.718105,-63.322611,-50.774268,-50.559562,-50.328449,-59.987398,-68.898274,-47.479095,-44.030495,-53.476409,-48.623808,-49.825589,-50.966247,-46.935081,-45.819046,-62.249953,-50.255951,-45.578879,-48.541728,-42.975952,-65.310109,-37.310266,-45.469649,-48.820161,-47.037226,-52.129347,-53.878782,-47.631319,-42.913662,-43.894912,-49.829267,-54.007119,-53.721799,-50.667667,-49.612436,0,Fileset 1: TS pulse compressed wideband pings T2
187.500,-51.047136,-51.064843,-42.240705,-47.539557,-44.004865,-53.215752,-46.831302,-58.162014,-42.166763,-46.705466,-50.212746,-45.865459,-62.119073,-50.858547,-43.606665,-52.094232,-52.306968,-63.323592,-53.063462,-61.724633,-51.406791,-52.794007,-50.804155,-53.759793,-46.290869,-53.972298,-57.610970,-47.750959,-50.705449,-53.566861,-54.122281,-60.655461,-53.952885,-54.744103,-46.423793,-48.970895,-46.719591,-42.339732,-53.273964,-49.279606,-57.964493,-51.814602,-56.433781,-53.565744,-46.781188,-51.801790,-53.922919,-47.839569,-49.331146,-55.195959,-42.977645,-52.856450,-58.611616,-55.808966,-49.082190,-51.684687,-59.201587,-63.587215,-57.328569,-56.346740,-54.777878,-46.904077,-54.878755,-49.595685,-51.087600,-38.301245,-50.265882,-59.920334,-47.780948,-41.512701,-40.290313,-56.014563,-46.574864,-40.019233,-48.290006,-47.337039,-44.923472,-51.071968,-52.764395,-42.481180,-46.856840,-41.486300,-62.253207,-59.506843,-56.922314,-44.583277,-65.830122,-49.285218,-50.194137,-65.714073,-64.042877,-52.008002,-51.195480,-50.335487,-61.041928,-75.247001,-48.213924,-44.708927,-52.345110,-48.339990,-49.553693,-52.803764,-49.953267,-44.585888,-60.165385,-47.469465,-45.794464,-47.337548,-43.251733,-62.653204,-37.687418,-44.888952,-48.032935,-47.335079,-50.898262,-53.557007,-46.422600,-42.854637,-44.564417,-47.781531,-56.412639,-54.578248,-51.170733,-47.905580,0,Fileset 1: TS pulse compressed wideband pings T2
188.000,-56.194151,-48.752418,-42.474939,-48.055903,-42.465265,-51.632455,-44.423008,-52.893870,-44.379826,-47.836868,-49.348221,-46.182021,-56.306622,-51.012392,-43.042714,-49.038243,-54.018512,-60.071932,-55.338724,-65.060308,-50.784424,-52.237740,-50.230446,-53.884633,-46.014216,-54.179700,-57.323251,-48.530205,-53.349209,-54.124958,-55.420251,-61.064702,-51.620758,-56.092073,-47.221824,-47.283472,-48.328676,-42.475170,-52.087925,-49.060214,-59.701472,-53.302730,-53.369351,-55.109056,-49.177000,-55.774813,-51.771203,-48.741814,-50.810175,-54.203501,-43.686946,-55.621034,-59.367151,-54.457856,-48.698339,-51.491338,-58.616605,-62.341332,-56.818440,-60.361689,-55.101004,-48.141295,-55.209339,-48.739038,-54.956019,-38.919542,-49.805162,-56.300029,-46.367760,-39.830672,-40.291741,-57.576639,-46.521853,-39.457537,-46.139718,-49.256614,-47.981247,-51.432598,-59.122389,-45.937294,-45.411343,-41.885762,-53.540170,-64.829316,-55.344204,-44.793456,-60.111701,-48.445304,-53.226707,-65.110845,-58.262572,-52.901762,-51.545232,-50.649336,-61.763897,-82.155783,-49.209482,-46.016640,-51.111524,-48.123979,-49.756560,-54.090701,-55.131513,-43.747004,-58.699993,-45.124334,-45.585855,-47.331851,-44.492781,-60.924833,-38.402259,-44.822220,-47.087582,-48.311981,-49.965341,-52.811397,-45.475505,-43.140506,-45.502442,-47.238269,-59.909043,-56.341744,-51.431376,-47.085567,0,Fileset 1: TS pulse compressed wideband pings T2
188.500,-58.316050,-47.779785,-43.324392,-49.448532,-41.649780,-49.992562,-42.675967,-48.339212,-47.836775,-48.892363,-47.101923,-47.131884,-57.197543,-49.740760,-42.852972,-47.059631,-55.937497,-56.966534,-57.773222,-59.618873,-50.213105,-53.196012,-49.361250,-54.513006,-45.841965,-54.380689,-55.629613,-49.672179,-56.614167,-54.475191,-58.814687,-62.561349,-49.478616,-58.435136,-48.756358,-45.936484,-50.202541,-43.063637,-51.565493,-49.073797,-62.207683,-54.513119,-51.243173,-55.646355,-50.116822,-62.542502,-49.611303,-50.730674,-52.057488,-53.291007,-44.757481,-58.158708,-59.834160,-53.626309,-48.618909,-51.756352,-56.766008,-61.504838,-56.769321,-65.800638,-55.199614,-49.838984,-56.264275,-48.481770,-60.015215,-40.407898,-50.642113,-54.037023,-44.937132,-38.515354,-41.042539,-55.895085,-48.500934,-39.593386,-44.500442,-52.077244,-51.400673,-52.173320,-71.248078,-51.591139,-43.788536,-42.891401,-50.161370,-64.179952,-53.343813,-45.652118,-53.301571,-47.630927,-58.440362,-65.569024,-55.936683,-52.123494,-51.057747,-51.435855,-62.360536,-68.707821,-50.241189,-48.050293,-49.723094,-48.048837,-50.338077,-54.484130,-59.636044,-43.206053,-57.962742,-43.105190,-45.250513,-47.978958,-46.551922,-58.989045,-39.421986,-45.321099,-45.895705,-50.070659,-49.404788,-51.679460,-44.921949,-43.589579,-46.553476,-47.890016,-64.567284,-58.696909,-51.363849,-47.403464,0,Fileset 1: TS pulse compressed wideband pings T2
189.000,-50.982419,-48.028186,-44.668278,-51.598832,-41.326315,-49.166084,-41.650660,-45.753154,-53.540810,-49.542279,-45.308375,-48.528784,-68.605599,-47.752515,-43.067618,-45.870548,-57.493652,-53.375420,-59.597749,-55.702781,-49.786546,-55.810399,-48.079317,-55.319357,-45.874083,-55.070949,-53.491994,-50.947005,-60.074008,-54.508709,-64.900981,-63.215116,-47.796861,-60.514447,-50.898042,-44.904831,-52.324269,-44.091407,-51.853986,-49.316455,-66.147662,-55.387813,-50.187500,-54.356099,-49.533805,-65.423399,-48.518831,-54.317114,-53.132276,-52.480846,-46.157274,-60.180001,-59.811112,-53.410267,-48.690327,-51.925511,-54.515043,-61.419692,-56.707956,-69.253447,-54.985577,-51.699340,-57.898155,-48.923927,-56.177849,-42.754929,-54.098409,-53.836541,-43.546450,-37.643162,-42.600590,-55.376754,-54.257237,-40.334382,-44.069878,-52.601805,-52.598411,-53.185563,-59.827282,-54.183052,-42.643474,-44.559433,-48.719930,-57.130990,-50.750663,-47.282056,-49.946760,-46.866621,-54.771347,-70.303031,-55.977711,-50.860611,-50.532183,-53.000196,-62.964954,-60.781785,-50.964630,-51.123217,-48.506102,-48.324674,-51.494861,-53.789543,-54.678655,-43.031466,-58.367975,-41.407396,-45.110734,-48.397581,-48.339384,-55.853210,-40.911055,-46.576529,-44.959444,-52.792762,-49.308461,-50.440576,-44.746626,-44.097551,-47.687957,-49.650667,-61.022630,-59.876121,-50.936100,-48.439839,0,Fileset 1: TS pulse compressed wideband pings T2
189.500,-46.532492,-49.383016,-46.465621,-53.446399,-41.478159,-49.346854,-41.391147,-44.803999,-60.595031,-50.132028,-44.396583,-49.947609,-54.346469,-46.115376,-43.794132,-45.497433,-58.377680,-50.102809,-59.948570,-54.243322,-49.746628,-60.267709,-46.500028,-56.370853,-46.344494,-56.819254,-52.009067,-52.183796,-62.924036,-54.631680,-61.788808,-61.563908,-46.762104,-60.747531,-52.859920,-44.274169,-54.726086,-45.556624,-52.868358,-49.783063,-69.063523,-56.029404,-50.054442,-52.437187,-48.754168,-60.628616,-48.218391,-60.584974,-53.338367,-52.001848,-47.892589,-61.831725,-59.459627,-53.699675,-48.427430,-51.551950,-52.653725,-62.182191,-55.978998,-67.734450,-54.549007,-52.912346,-59.359802,-50.121020,-52.057815,-45.702715,-65.927814,-55.133838,-42.285182,-37.259361,-45.226229,-55.873791,-62.030482,-41.551200,-45.167764,-48.707268,-50.593561,-54.458741,-55.020519,-52.665990,-42.247208,-46.985227,-48.429058,-52.190581,-48.248130,-49.890925,-48.233299,-46.591898,-49.564855,-69.030798,-58.279391,-50.560477,-51.023562,-55.961980,-62.057958,-55.933906,-51.060106,-55.532243,-47.803840,-49.137634,-53.615491,-52.232575,-51.316353,-43.453218,-59.715534,-40.103125,-45.396174,-47.463548,-47.551697,-53.429857,-43.256291,-48.916051,-44.885240,-56.901285,-49.748245,-49.396997,-44.972691,-44.735254,-49.078730,-52.614290,-57.876783,-58.819112,-50.172542,-49.187859,0,Fileset 1: TS pulse compressed wideband pings T2
190.000,-43.904788,-49.794587,-48.442943,-52.930719,-41.880310,-50.116394,-41.731020,-45.139980,-54.358975,-51.349058,-44.287727,-50.718282,-46.477498,-45.054772,-44.900778,-45.721618,-58.920386,-47.515506,-58.573853,-53.957074,-50.047911,-65.609538,-44.667906,-57.572738,-47.060592,-59.400033,-51.280245,-52.938538,-64.209072,-55.206884,-56.594013,-59.481271,-46.147137,-57.942030,-53.112180,-43.932052,-57.161473,-47.327000,-54.047276,-50.289988,-65.180649,-56.378643,-50.585458,-51.176796,-48.334731,-58.700277,-48.065800,-70.073105,-52.000299,-51.788932,-49.737537,-60.274051,-59.133429,-54.193882,-47.286801,-50.541197,-51.350116,-63.458024,-54.760547,-64.425517,-54.112310,-52.645454,-59.195224,-52.181692,-50.053505,-47.952056,-53.907386,-57.376027,-41.276188,-37.275561,-49.408452,-54.217467,-51.075375,-42.806959,-48.234394,-45.293776,-48.288309,-55.930700,-51.954442,-54.406136,-42.462581,-49.864807,-48.723984,-49.280469,-46.256285,-52.908621,-47.379084,-47.013486,-46.938465,-59.490570,-59.460500,-51.663501,-52.867517,-61.013830,-59.800737,-53.154777,-50.298633,-59.577186,-47.360121,-50.079442,-55.953852,-50.356655,-49.723473,-44.399220,-59.340442,-38.976954,-45.721042,-45.432280,-45.499048,-52.738560,-46.735406,-52.423120,-45.923002,-63.827183,-50.404994,-48.627698,-45.631434,-45.526435,-50.823999,-56.545298,-57.875073,-57.617617,-49.372335,-48.771910,0,Fileset 1: TS pulse compressed wideband pings T2
190.500,-42.528646,-47.200311,-50.457910,-50.792898,-42.580904,-50.391704,-42.849701,-46.798163,-50.599456,-53.949997,-44.664224,-50.624689,-42.534482,-44.785738,-46.543521,-46.631707,-60.260197,-46.054162,-56.595409,-53.320471,-51.171780,-67.245429,-43.152644,-58.215882,-48.082906,-61.772195,-51.461810,-53.369709,-65.028654,-56.873022,-54.053485,-58.140885,-45.883643,-54.171537,-52.099008,-44.034481,-58.694906,-49.364051,-54.808217,-50.756403,-60.919573,-56.546437,-51.333496,-50.820723,-48.599226,-58.832713,-47.683860,-65.536805,-50.237847,-51.550796,-51.476072,-55.777544,-59.488880,-54.927908,-45.849073,-49.572520,-50.869966,-64.734902,-53.909041,-61.235668,-53.988296,-51.692125,-57.716657,-54.665208,-49.467142,-48.299953,-47.853861,-60.069719,-40.839621,-37.730686,-57.654857,-49.139969,-47.040378,-43.660610,-53.022652,-43.458692,-47.002276,-57.722824,-49.504968,-58.620739,-43.081134,-52.170875,-49.432479,-48.201510,-45.020389,-54.225148,-46.917449,-48.472213,-46.290481,-54.771955,-55.992108,-54.677080,-56.037015,-66.072292,-58.624129,-52.158722,-49.430329,-59.074588,-47.165350,-50.777065,-56.265257,-49.025914,-49.313428,-46.144985,-56.720735,-38.238112,-45.546742,-43.782526,-44.500663,-54.407358,-51.533880,-57.321683,-48.681379,-71.624364,-51.010856,-48.326372,-46.871227,-46.329877,-53.167512,-59.599792,-57.142333,-57.511532,-49.091000,-47.931285,0,Fileset 1: TS pulse compressed wideband pings T2
191.000,-42.034662,-44.394929,-52.316173,-48.491414,-43.480538,-49.108495,-44.613247,-49.038138,-49.388842,-58.079544,-44.798347,-50.379464,-40.689740,-45.110549,-48.251426,-47.989032,-62.246522,-45.684333,-54.572490,-51.469351,-53.556855,-62.917876,-42.097383,-56.452101,-49.050504,-62.743640,-52.345752,-53.730193,-67.319057,-59.963119,-52.881181,-57.429368,-45.627260,-51.406838,-50.831342,-44.468382,-57.217500,-51.260828,-54.868230,-51.028109,-57.371222,-56.502802,-51.494218,-50.869450,-49.733444,-60.936276,-47.085828,-60.968295,-48.848977,-50.646489,-52.685751,-51.927503,-60.373410,-55.798023,-44.824675,-48.985075,-51.157968,-65.301160,-53.614121,-58.462202,-54.347153,-51.002505,-56.225823,-55.002920,-49.317497,-47.816426,-45.261750,-63.740285,-41.021386,-38.468521,-64.253830,-44.518747,-45.330725,-44.093689,-50.293740,-43.040063,-46.882362,-59.663141,-47.494706,-50.960231,-43.502282,-52.170335,-50.336962,-48.676931,-44.367326,-53.830396,-46.115126,-50.495224,-47.172287,-52.478465,-53.938178,-55.380619,-55.700264,-63.261259,-59.006813,-52.212751,-48.869598,-55.500948,-47.003933,-50.580022,-55.153325,-48.328469,-49.460591,-48.210783,-54.236757,-37.861312,-44.159796,-42.852907,-44.855753,-58.519815,-54.506196,-62.655346,-53.915445,-60.774761,-51.104786,-48.447315,-48.618874,-46.715110,-55.668948,-58.597516,-53.081008,-58.735622,-49.484925,-47.546216,0,Fileset 1: TS pulse compressed wideband pings T2
191.500,-42.214613,-42.727166,-54.313484,-46.366194,-44.664641,-47.375159,-46.044193,-49.148806,-49.947137,-61.683283,-44.338713,-50.544358,-40.259369,-45.717031,-48.629665,-49.490629,-62.000436,-46.299635,-52.666975,-49.632403,-58.385599,-59.740859,-41.498564,-53.653402,-49.697341,-63.419038,-53.700562,-54.398800,-73.190780,-64.695029,-52.271087,-57.139582,-45.294009,-49.717206,-49.623953,-45.116378,-54.297861,-52.304796,-54.740971,-51.210018,-54.614732,-56.257227,-50.757707,-50.550650,-51.994192,-66.094520,-46.628370,-58.452325,-47.981291,-49.262431,-53.261701,-49.120975,-60.400686,-56.603039,-44.457050,-48.748506,-52.156789,-64.841637,-53.882198,-56.079061,-55.054172,-50.783847,-55.134960,-52.853916,-48.391522,-47.741377,-44.463699,-69.536883,-41.829458,-39.417665,-53.665675,-41.287005,-45.042383,-44.879917,-45.863750,-43.976848,-47.875807,-61.558053,-46.014308,-45.205302,-43.544914,-50.645380,-51.332798,-50.519985,-44.068049,-54.094577,-44.868438,-51.449866,-49.243629,-51.946937,-54.415950,-51.005877,-51.440570,-62.697474,-60.413122,-52.390750,-48.647211,-51.833739,-46.927818,-49.926121,-54.996280,-48.011573,-49.684716,-49.292611,-52.520683,-37.841418,-42.151587,-42.515675,-46.549929,-59.899984,-53.874687,-65.021402,-61.706178,-56.387049,-50.744065,-48.892591,-50.533963,-46.786818,-57.090857,-56.464782,-50.021345,-61.643090,-50.135961,-47.616900,0,Fileset 1: TS pulse compressed wideband pings T2
192.000,-42.887772,-42.091138,-56.223321,-44.347812,-46.314200,-46.133467,-45.538610,-46.978100,-51.929674,-61.041912,-43.718494,-50.313086,-40.792606,-46.274696,-47.182744,-50.733686,-59.398310,-47.810768,-51.026543,-48.703302,-70.085803,-58.180552,-41.329206,-51.493984,-50.066522,-64.087060,-55.181252,-55.548823,-70.092160,-67.909093,-51.733710,-57.041583,-45.036060,-48.720970,-48.572708,-45.943718,-51.804504,-51.913796,-54.888019,-51.451277,-52.727184,-55.873152,-49.658316,-49.591238,-55.842986,-68.959501,-46.562528,-57.482809,-47.613142,-47.999662,-53.448904,-47.106688,-58.426780,-57.047391,-44.598140,-48.636081,-53.816506,-63.722745,-54.710168,-54.318921,-55.572267,-50.945088,-54.409325,-50.847225,-46.599715,-47.939490,-44.780223,-60.666321,-43.186292,-40.524866,-49.850669,-39.161186,-46.004165,-46.715388,-43.447526,-46.323308,-49.779565,-63.538733,-45.063893,-42.000925,-43.533517,-48.980199,-52.112396,-53.423026,-43.944271,-55.531744,-43.617910,-50.522131,-51.709107,-53.004973,-57.716256,-48.001560,-48.353500,-66.399266,-60.823071,-52.171866,-48.556585,-49.031673,-47.181738,-49.776440,-56.125795,-47.711320,-49.717276,-48.860143,-51.605167,-38.216644,-40.392422,-42.615856,-49.749636,-56.249216,-53.817216,-62.677308,-59.363084,-54.082545,-50.391947,-49.538736,-51.860729,-47.103060,-56.655271,-55.269070,-48.543833,-67.378213,-50.319796,-47.748654,0,Fileset 1: TS pulse compressed wideband pings T2
192.500,-43.930154,-42.371949,-56.534051,-42.639041,-48.721932,-45.581031,-44.059555,-45.279200,-54.948268,-57.421674,-43.438105,-48.793388,-42.047390,-46.699644,-45.496841,-51.278708,-57.618662,-50.106128,-49.828086,-48.995176,-61.401071,-57.401699,-41.601976,-50.277348,-50.392365,-63.778561,-56.406156,-56.991141,-63.638650,-65.001713,-51.146209,-56.908379,-45.083124,-48.205459,-47.760393,-46.978532,-49.963207,-50.324414,-55.295515,-51.872724,-51.569019,-55.402910,-48.671016,-48.412115,-61.013521,-63.237900,-46.952473,-57.614853,-47.699272,-47.107016,-53.367693,-45.673098,-55.598559,-56.860553,-44.851465,-48.408241,-55.884931,-62.499081,-55.950346,-53.241087,-55.320195,-51.401393,-53.902755,-49.471704,-44.938951,-48.003648,-45.924213,-53.867631,-45.155319,-41.871103,-47.811864,-37.822856,-48.296444,-50.316530,-42.385307,-50.515753,-52.248593,-65.923339,-44.533117,-40.334413,-43.795817,-47.573727,-52.176261,-55.767490,-43.927801,-57.786806,-42.666264,-49.293752,-52.754588,-55.516830,-66.694785,-46.777046,-46.773607,-69.953618,-58.742990,-51.786886,-48.414339,-47.277368,-48.035790,-50.729895,-57.715226,-47.256727,-49.556675,-48.081579,-51.502873,-39.024681,-39.234469,-43.102426,-54.561428,-54.233312,-53.308267,-58.908164,-57.622955,-52.655724,-50.389223,-50.182206,-51.957186,-47.990477,-55.002644,-55.337183,-48.187574,-77.713921,-49.844248,-47.803259,0,Fileset 1: TS pulse compressed wideband pings T2
193.000,-45.108114,-43.495353,-55.114942,-41.393200,-51.919147,-45.580725,-42.949025,-44.577958,-57.141046,-53.548849,-43.710799,-46.731561,-43.992356,-47.029902,-44.372943,-50.931086,-57.228855,-52.591174,-48.954179,-50.376757,-56.185316,-56.550380,-42.112742,-49.631429,-50.635900,-61.926947,-57.185502,-57.740996,-60.332280,-61.608901,-50.429825,-56.405378,-45.413708,-47.967463,-47.146387,-48.167773,-48.524015,-48.204497,-55.476056,-52.471460,-50.947569,-54.794149,-47.946018,-47.528548,-59.125475,-61.195155,-47.747141,-58.051116,-48.054348,-46.520298,-52.806769,-44.612098,-52.913082,-55.950794,-44.766786,-47.861618,-57.361004,-61.391816,-57.037357,-52.506231,-54.488794,-52.158310,-53.483573,-48.555001,-43.834596,-48.049799,-47.686225,-49.711950,-47.882859,-43.545142,-46.529492,-36.965339,-52.183300,-57.897895,-42.204719,-58.387368,-54.323104,-68.020607,-44.229577,-39.631251,-44.380303,-46.382905,-51.425375,-54.748606,-43.965698,-60.023940,-41.932455,-48.526792,-52.015694,-57.627064,-66.481199,-46.749219,-46.262348,-62.830460,-56.134215,-51.449052,-47.974261,-46.295542,-49.423306,-52.960898,-57.560124,-46.576909,-49.152270,-47.488016,-51.988336,-40.059452,-38.534167,-43.807259,-56.541378,-53.767059,-49.618464,-55.540890,-59.016745,-51.298052,-50.757938,-50.558570,-51.095263,-49.530202,-52.706149,-56.723912,-48.506835,-71.564094,-49.156864,-48.121917,0,Fileset 1: TS pulse compressed wideband pings T2
193.500,-46.055046,-45.771822,-53.857021,-40.958085,-54.023238,-46.275467,-42.762911,-45.010038,-56.160590,-50.717270,-44.771695,-45.098416,-47.012832,-47.719904,-44.232009,-50.436379,-58.563627,-54.472743,-48.635980,-52.656587,-54.292548,-55.646380,-43.077274,-49.503536,-51.050651,-59.587199,-58.305155,-57.103598,-58.985511,-58.837596,-49.817070,-55.695519,-46.288425,-48.276924,-46.992326,-49.839715,-47.565152,-46.257290,-55.370481,-53.477450,-50.887867,-54.269133,-47.680440,-47.383945,-54.379378,-63.012698,-49.183334,-58.072707,-48.808280,-46.469055,-51.829250,-44.063676,-50.936032,-54.703438,-44.517808,-47.305742,-57.547182,-60.761354,-57.630771,-52.011499,-53.814643,-53.383470,-53.244501,-48.144097,-43.516691,-48.882522,-49.928727,-47.175320,-51.814313,-45.977780,-45.910121,-36.647689,-58.541838,-64.849021,-42.823284,-72.484179,-54.599471,-67.720736,-44.212874,-39.704050,-45.553106,-45.618107,-50.682494,-52.553458,-44.358334,-61.357383,-41.579136,-48.564172,-51.461163,-56.121985,-58.521350,-47.887936,-46.850652,-59.580544,-54.462320,-51.702320,-47.576960,-46.203133,-51.519230,-57.385504,-55.908941,-46.169566,-48.938210,-47.421244,-53.179442,-41.461585,-38.473508,-45.033587,-53.449074,-54.615049,-45.518438,-53.105177,-58.926189,-49.808337,-51.803747,-50.808021,-50.073322,-51.952561,-50.349748,-59.994525,-49.188894,-70.154385,-48.800917,-49.269134,0,Fileset 1: TS pulse compressed wideband pings T2
194.000,-45.909463,-49.040696,-53.282362,-41.276975,-51.123543,-47.376321,-43.359681,-46.282754,-54.325169,-48.723849,-46.489292,-43.883717,-51.097759,-48.672540,-44.905120,-50.103376,-60.899882,-54.591143,-48.617772,-53.675932,-53.723126,-54.355064,-44.251573,-49.446888,-51.327821,-57.358600,-60.408005,-55.197083,-58.886648,-56.403394,-49.078174,-54.782304,-47.527060,-48.938722,-47.093879,-51.860730,-46.787151,-44.480080,-55.101720,-54.772464,-51.112568,-53.655447,-47.649747,-47.819552,-51.067824,-73.775672,-51.126165,-56.736471,-49.660016,-46.779281,-50.372152,-43.762043,-49.559541,-53.069184,-44.168660,-46.705391,-56.863311,-60.608489,-57.502462,-51.267688,-53.403917,-54.415413,-52.889330,-47.984187,-43.904617,-51.018924,-51.299976,-45.677068,-54.897480,-49.523542,-45.657935,-36.646905,-60.061946,-53.566701,-43.759519,-59.152352,-52.885636,-64.503029,-44.210152,-39.977458,-47.185894,-45.143465,-50.237086,-50.814986,-44.975589,-60.582382,-41.370628,-49.181935,-51.665826,-53.574547,-55.082768,-49.918483,-48.251492,-59.004259,-53.725648,-52.692578,-47.171407,-46.692707,-53.727059,-66.080794,-54.404322,-46.013274,-48.860840,-47.673505,-54.754087,-42.916839,-38.775805,-46.672513,-51.126416,-56.286477,-42.263074,-51.338922,-54.373963,-47.971734,-53.446813,-50.781808,-49.000879,-55.039115,-47.966592,-66.335345,-49.075341,-72.491074,-48.683232,-51.207762,0,Fileset 1: TS pulse compressed wideband pings T2
