Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,Variable_index,Variable_name
Ping_index,301,302,305,308,309,310,311,312,313,314,315,316,317,318,319,322,326,327,328,329,4095,4096,4097,4098,4099,4100,4101,4102,4103,4104,4105,4106,4107,4108,4109,4113,4114,4116,4117,4118,4119,4122,4123,4125,4126,4127,4128,4133,4134,4135,4281,4282,4283,4284,4285,4286,4287,4288,4289,4290,4291,4296,4298,4374,4375,4376,4381,4382,4383,4389,4390,4391,4396,4397,4398,4399,4400,4406,5598,5600,5601,5603,5604,5607,5608,5609,5610,5611,5612,5613,5618,5619,5620,5622,5623,5624,5626,5627,5628,5629,5631,5636,5637,7229,7233,7234,7237,7238,7242,7245,7246,7247,7248,7249,7251,7252,7253,7254,7255,7257,7258,7259,7260,7261,7262,7263,7264,7265,7269,7270,7271,7272,7273,7274,7280,7281,7282,7287,7288,7289,7291,7296,7299,7304,7305,7307,7309,8825,8826,8827,8828,8829,8833,8834,8835,8836,8837,8841,8842,8844,8851,8852,8858,8859,8860,8865,8867,8873,8874,8875,8928,8934,8935,8937,8941,8947,8948,8949,8950,8955,8956,8957,8958,
Ping_date,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,
Ping_time,23:48:49,23:48:49,23:48:50,23:48:51,23:48:51,23:48:51,23:48:51,23:48:51,23:48:52,23:48:52,23:48:52,23:48:52,23:48:52,23:48:53,23:48:53,23:48:53,23:48:54,23:48:54,23:48:55,23:48:55,00:01:29,00:01:29,00:01:29,00:01:29,00:01:30,00:01:30,00:01:30,00:01:30,00:01:30,00:01:31,00:01:31,00:01:31,00:01:31,00:01:31,00:01:32,00:01:32,00:01:33,00:01:33,00:01:33,00:01:33,00:01:34,00:01:34,00:01:34,00:01:35,00:01:35,00:01:35,00:01:35,00:01:36,00:01:37,00:01:37,00:02:06,00:02:06,00:02:06,00:02:07,00:02:07,00:02:07,00:02:07,00:02:07,00:02:08,00:02:08,00:02:08,00:02:09,00:02:09,00:02:25,00:02:25,00:02:25,00:02:26,00:02:26,00:02:26,00:02:28,00:02:28,00:02:28,00:02:29,00:02:29,00:02:29,00:02:30,00:02:30,00:02:31,00:06:30,00:06:30,00:06:30,00:06:31,00:06:31,00:06:31,00:06:32,00:06:32,00:06:32,00:06:32,00:06:32,00:06:33,00:06:34,00:06:34,00:06:34,00:06:34,00:06:35,00:06:35,00:06:35,00:06:35,00:06:36,00:06:36,00:06:36,00:06:37,00:06:37,00:11:56,00:11:57,00:11:57,00:11:58,00:11:58,00:11:59,00:11:59,00:12:00,00:12:00,00:12:00,00:12:00,00:12:01,00:12:01,00:12:01,00:12:01,00:12:01,00:12:02,00:12:02,00:12:02,00:12:02,00:12:03,00:12:03,00:12:03,00:12:03,00:12:03,00:12:04,00:12:04,00:12:05,00:12:05,00:12:05,00:12:05,00:12:06,00:12:07,00:12:07,00:12:08,00:12:08,00:12:08,00:12:09,00:12:10,00:12:10,00:12:11,00:12:11,00:12:12,00:12:12,00:17:16,00:17:16,00:17:16,00:17:16,00:17:16,00:17:17,00:17:17,00:17:18,00:17:18,00:17:18,00:17:19,00:17:19,00:17:19,00:17:21,00:17:21,00:17:22,00:17:22,00:17:23,00:17:24,00:17:24,00:17:25,00:17:25,00:17:26,00:17:36,00:17:37,00:17:38,00:17:38,00:17:39,00:17:40,00:17:40,00:17:40,00:17:41,00:17:42,00:17:42,00:17:42,00:17:42,
Ping_milliseconds,764.0,973.0,563.0,164.0,365.0,565.0,765.0,963.0,164.0,362.0,564.0,765.0,964.0,164.0,364.0,965.0,764.0,964.0,164.0,365.0,264.0,465.0,665.0,864.0,064.0,263.0,464.0,664.0,865.0,064.0,264.0,464.0,664.0,864.0,064.0,865.0,064.0,465.0,664.0,864.0,064.0,664.0,864.0,263.0,464.0,675.0,863.0,864.0,064.0,264.0,464.0,664.0,872.0,064.0,264.0,464.0,663.0,864.0,077.0,264.0,464.0,464.0,864.0,164.0,364.0,564.0,565.0,765.0,974.0,164.0,374.0,563.0,564.0,763.0,964.0,164.0,364.0,564.0,173.0,563.0,763.0,174.0,364.0,963.0,165.0,364.0,564.0,764.0,964.0,164.0,164.0,364.0,565.0,964.0,164.0,363.0,764.0,964.0,164.0,364.0,764.0,765.0,965.0,664.0,465.0,664.0,264.0,464.0,264.0,864.0,064.0,263.0,462.0,664.0,064.0,264.0,464.0,665.0,864.0,264.0,464.0,664.0,864.0,063.0,264.0,464.0,664.0,875.0,664.0,876.0,064.0,263.0,464.0,664.0,863.0,063.0,264.0,265.0,464.0,664.0,065.0,064.0,664.0,663.0,863.0,274.0,665.0,164.0,364.0,564.0,764.0,964.0,764.0,975.0,164.0,364.0,565.0,364.0,564.0,965.0,365.0,564.0,765.0,964.0,165.0,164.0,565.0,765.0,964.0,163.0,764.0,975.0,164.0,565.0,365.0,564.0,764.0,964.0,164.0,164.0,363.0,564.0,764.0,
Range,8.2758592000,8.2524480000,8.2524480000,8.4280320000,8.4631488000,8.4865600000,8.5216768000,8.5684992000,8.6036160000,8.6387328000,8.6621440000,8.6738496000,8.6621440000,8.6738496000,8.6855552000,8.7206720000,8.6738496000,8.6738496000,8.6855552000,8.7206720000,11.2490816000,11.2256704000,11.2139648000,11.2139648000,11.2373760000,11.2724928000,11.2959040000,11.2959040000,11.2959040000,11.2841984000,11.2841984000,11.2959040000,11.3076096000,11.3310208000,11.3544320000,11.4012544000,11.4246656000,11.4129600000,11.4129600000,11.4597824000,11.4597824000,11.5300160000,11.5183104000,11.5183104000,11.4831936000,11.4831936000,11.4948992000,11.6002496000,11.5534272000,11.5417216000,10.5701568000,10.5818624000,10.6052736000,10.6052736000,10.6169792000,10.6052736000,10.5701568000,10.5584512000,10.5467456000,10.5701568000,10.6052736000,10.6520960000,10.6872128000,10.8276800000,10.8276800000,10.8510912000,10.8627968000,10.8627968000,10.8745024000,10.9213248000,10.9330304000,10.9447360000,10.9915584000,10.9915584000,11.0032640000,11.0149696000,11.0266752000,11.0032640000,11.2256704000,11.2607872000,11.2959040000,11.3310208000,11.3544320000,11.4480768000,11.4831936000,11.4948992000,11.5183104000,11.5066048000,11.5066048000,11.5066048000,11.6587776000,11.6470720000,11.6353664000,11.6587776000,11.6938944000,11.7407168000,11.7875392000,11.7875392000,11.7875392000,11.7875392000,11.8343616000,11.8694784000,11.8694784000,10.7457408000,10.8627968000,10.8627968000,10.9096192000,10.9564416000,11.0852032000,11.0969088000,11.1086144000,11.1320256000,11.1554368000,11.1905536000,11.2607872000,11.2724928000,11.2841984000,11.2959040000,11.3076096000,11.3895488000,11.4129600000,11.4363712000,11.4714880000,11.4831936000,11.4597824000,11.4831936000,11.5417216000,11.6353664000,11.6119552000,11.6470720000,11.6704832000,11.7056000000,11.7173056000,11.7173056000,11.7290112000,11.7641280000,11.7875392000,11.7173056000,11.7290112000,11.7524224000,11.7758336000,11.7056000000,11.7290112000,11.7056000000,11.6938944000,11.7056000000,11.7056000000,11.9045952000,11.9514176000,11.9280064000,11.8928896000,11.8343616000,11.8811840000,11.9163008000,11.9280064000,11.9163008000,11.9163008000,11.9631232000,11.9514176000,11.9163008000,11.9748288000,11.9865344000,11.9280064000,11.9748288000,11.9748288000,11.9748288000,11.9045952000,11.8928896000,11.9397120000,11.9631232000,11.8460672000,11.9514176000,11.9397120000,11.8694784000,11.9631232000,11.9748288000,11.9631232000,11.9397120000,11.9045952000,11.9045952000,11.8811840000,11.8577728000,11.8343616000,
Depth,8.2662971485,8.2454465181,8.2439954262,8.4205179485,8.4583286215,8.4834840642,8.5183093967,8.5656251498,8.6018274799,8.6367975743,8.6576369833,8.6670297170,8.6547068069,8.6681955922,8.6821481194,8.7168397345,8.6660965132,8.6694078213,8.6802073456,8.7138915109,11.2357222484,11.2174348952,11.2044125237,11.2017756542,11.2255517859,11.2618867969,11.2845817525,11.2852451382,11.2876383057,11.2780616134,11.2810916770,11.2925340869,11.3008080237,11.3213965939,11.3482471462,11.3907928821,11.4230988761,11.3985636048,11.4026144342,11.4591437439,11.4533901243,11.5180702871,11.5175354024,11.5175680658,11.4817795483,11.4779980574,11.4855088564,11.5870962180,11.5456848405,11.5297897588,10.5610212777,10.5767243458,10.5991857219,10.5983579857,10.6098991334,10.5992992809,10.5657545598,10.5565364501,10.5460603498,10.5689294077,10.5999656636,10.6410817131,10.6776581230,10.8163923025,10.8175354982,10.8378007067,10.8552492717,10.8569712546,10.8672211105,10.9138080934,10.9269831274,10.9357843334,10.9803869296,10.9872390907,11.0009371331,11.0098532010,11.0135916444,11.0009082463,11.2134249080,11.2481054226,11.2908882694,11.3230101960,11.3464979753,11.4416846940,11.4744438566,11.4823272256,11.5060132025,11.4988026218,11.5053458065,11.5058733448,11.6461336100,11.6424753657,11.6339078853,11.6579256142,11.6907440880,11.7300447216,11.7724657152,11.7770218821,11.7836105758,11.7833602037,11.8194745900,11.8573835725,11.8564470578,10.7326101437,10.8495941833,10.8491994692,10.9028113112,10.9513649596,11.0784858093,11.0925577292,11.1069810307,11.1294382922,11.1500444151,11.1839006487,11.2570763584,11.2669613799,11.2788686864,11.2946182471,11.3074750844,11.3882705681,11.4112090264,11.4294179194,11.4612346515,11.4759121621,11.4572348176,11.4831236722,11.5407961262,11.6319295736,11.6077177860,11.6457409756,11.6695374250,11.7019945560,11.7089347485,11.7036552997,11.7281504618,11.7635760531,11.7838615784,11.7120170146,11.7268544184,11.7496331083,11.7619660115,11.7025040239,11.7166998163,11.7004623096,11.6882358491,11.6933555603,11.6913035205,11.8967445744,11.9413626017,11.9186754618,11.8873590296,11.8239811389,11.8710636357,11.9099940434,11.9226272739,11.9120490039,11.9067962011,11.9539179262,11.9426042829,11.9017285537,11.9646933405,11.9771047188,11.9201272940,11.9686330119,11.9634763524,11.9666676130,11.8918925142,11.8828064529,11.9367664419,11.9562876811,11.8330695033,11.9378412943,11.9272373170,11.8553206008,11.9488706477,11.9722395660,11.9577886397,11.9313957756,11.8911052682,11.8910234896,11.8742008237,11.8499261532,11.8231369080,
Region_name,"Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 13","Region 13","Region 13","Region 13","Region 13","Region 13","Region 13","Region 13","Region 13","Region 13","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14",
90.000,-48.144582,-48.648472,-44.541201,-44.393417,-39.157160,-37.166320,-38.841014,-41.938598,-42.795243,-44.840791,-47.379395,-44.156698,-45.964622,-44.908417,-42.244278,-46.712987,-50.593165,-51.383195,-48.512066,-54.182208,-57.275141,-60.958614,-54.257773,-51.704126,-57.213068,-57.315374,-60.261574,-56.160737,-57.887431,-54.487711,-54.673384,-56.534390,-55.893320,-59.812270,-54.720815,-60.173648,-62.841258,-61.426560,-64.906595,-67.044650,-63.927359,-51.639461,-58.067211,-57.670149,-56.286829,-55.686171,-69.326225,-49.403275,-65.201956,-59.392627,-49.761527,-66.911810,-51.410109,-54.343797,-58.044363,-60.569857,-62.273663,-52.097626,-49.941667,-66.598084,-58.717601,-56.269910,-51.114396,-57.423500,-56.504771,-57.753233,-62.450921,-61.280666,-52.604908,-59.179011,-60.414236,-65.287862,-52.670872,-51.674531,-58.916463,-54.037576,-60.207455,-58.020935,-61.065784,-55.689518,-53.582187,-54.389273,-59.069364,-54.437434,-54.337227,-62.782040,-53.359436,-51.905520,-55.814471,-53.694668,-59.974931,-56.058119,-53.116779,-56.525452,-47.163878,-45.830932,-51.462193,-49.511633,-50.579238,-56.327141,-50.953909,-54.625039,-52.614150,-53.871514,-56.757516,-61.752937,-66.028178,-52.901190,-52.567686,-51.422403,-55.829319,-49.105060,-48.941624,-48.185558,-45.948926,-52.093003,-44.648048,-69.218461,-60.595289,-44.646908,-56.501045,-53.917865,-46.537667,-49.195353,-56.223647,-64.972174,-47.121819,-45.848900,-48.675929,-54.433005,-51.663385,-53.963961,-70.538132,-53.208113,-57.127280,-50.256476,-57.347107,-54.834787,-51.054385,-50.723698,-49.138296,-52.841555,-61.159285,-57.145900,-55.042508,-63.851061,-60.583638,-53.832503,-49.257927,-51.143997,-59.662212,-54.343932,-52.841861,-60.271869,-52.387154,-49.742677,-56.012719,-60.703236,-57.160805,-53.230661,-55.650146,-52.777156,-63.047603,-59.641390,-61.377206,-52.787797,-62.507066,-62.060236,-56.950839,-49.670340,-62.906795,-53.685099,-57.844737,-57.264591,-58.664202,-47.534150,-56.872558,-59.161654,-50.946246,-54.553879,-58.824169,-50.467474,-56.320329,0,Fileset 1: TS pulse compressed wideband pings T3
90.500,-48.029185,-47.863375,-44.124937,-44.108064,-39.184043,-36.862292,-38.685582,-41.778639,-42.468828,-43.949298,-46.711266,-43.973711,-45.573762,-44.258451,-41.565329,-46.300798,-51.172363,-50.987234,-48.090932,-53.442911,-57.649906,-60.825519,-53.905703,-50.875041,-58.477828,-58.353625,-60.928931,-56.615383,-55.644328,-54.290232,-53.873595,-57.400477,-54.672939,-59.477038,-53.773106,-61.173706,-61.844453,-60.046380,-69.101515,-71.423081,-64.656558,-51.009099,-57.880623,-56.640158,-58.237849,-54.473433,-66.331880,-49.432788,-65.289280,-58.553323,-50.254754,-68.429455,-52.031947,-53.892227,-58.933620,-62.982409,-61.501414,-50.940492,-49.547305,-67.249358,-56.876142,-56.503585,-51.139769,-57.191835,-55.943710,-57.399802,-61.076041,-61.353785,-52.408480,-58.435192,-60.109439,-62.313232,-51.958624,-52.373115,-59.311651,-52.875053,-60.016010,-57.676233,-59.467398,-55.125967,-53.768507,-53.397724,-57.902459,-52.719349,-52.320632,-61.529838,-52.697263,-50.951725,-54.420816,-52.817369,-59.563238,-56.494565,-53.106831,-56.494545,-47.740832,-44.708070,-50.125275,-48.788672,-49.973021,-55.098935,-49.918649,-54.100879,-52.413297,-53.860871,-56.727181,-62.863277,-64.064286,-51.974549,-51.392012,-53.716431,-56.429572,-47.670681,-47.734448,-48.271463,-45.627517,-50.906999,-44.275128,-65.814483,-59.432820,-44.023133,-54.200318,-54.081354,-45.962513,-47.744032,-57.556352,-63.808935,-46.178247,-43.582817,-48.442774,-51.984224,-52.622574,-53.653774,-68.034291,-51.777523,-56.856683,-50.377620,-57.555219,-53.758518,-51.333115,-50.381843,-49.144424,-51.145904,-60.064420,-56.038177,-54.790900,-64.585027,-60.464011,-52.606392,-49.673027,-50.546643,-59.952136,-53.436043,-51.950966,-59.420159,-51.553038,-49.095391,-53.887441,-58.947806,-56.591097,-52.618621,-54.513392,-51.258430,-66.061047,-58.838168,-60.767105,-52.349907,-61.819930,-61.516976,-56.693062,-49.761066,-62.695962,-55.458234,-57.420349,-56.806280,-58.524354,-47.385072,-55.487007,-57.517993,-50.619787,-55.211106,-56.962907,-50.559351,-56.541747,0,Fileset 1: TS pulse compressed wideband pings T3
91.000,-47.825438,-47.210789,-43.692143,-43.617121,-38.880593,-36.731159,-38.465522,-41.692434,-42.354795,-43.191071,-46.073976,-43.803081,-45.123186,-43.480675,-41.109352,-45.563740,-51.534245,-50.822242,-47.571523,-52.975882,-58.195931,-61.109524,-53.638012,-50.467055,-61.712710,-59.710504,-61.163914,-56.320931,-53.994992,-54.287682,-53.534216,-58.056180,-53.479094,-59.103205,-53.495270,-63.166778,-60.145377,-58.568863,-82.554786,-67.928402,-65.135103,-50.483424,-58.410043,-55.797210,-61.209662,-53.311752,-63.676006,-49.617969,-62.070073,-58.137367,-51.227613,-67.958583,-52.474250,-54.167934,-59.124932,-61.563616,-60.880139,-50.175479,-49.479684,-66.179716,-54.819897,-56.125014,-51.218033,-56.925215,-55.243405,-57.160520,-59.423421,-62.046082,-52.263621,-57.768629,-60.481671,-60.531491,-51.074709,-52.895729,-59.115520,-51.733742,-60.130494,-57.045449,-58.447363,-54.558393,-53.658103,-52.781201,-56.717375,-51.346149,-50.797955,-60.999822,-52.304988,-50.450790,-53.034607,-52.170152,-59.490703,-57.022311,-53.082472,-56.077002,-48.754702,-43.943565,-49.040318,-48.299095,-49.625223,-53.943753,-49.299475,-53.949542,-52.625968,-54.185349,-56.295445,-63.956960,-62.805573,-51.289973,-50.318211,-56.452331,-56.904920,-46.644938,-46.729977,-48.701930,-45.297027,-49.942963,-43.949033,-62.904621,-57.346321,-43.684255,-51.958509,-54.624794,-45.600920,-46.343735,-59.262236,-60.791082,-45.384757,-42.141639,-48.380262,-50.275990,-53.162872,-52.906288,-65.904949,-50.603523,-56.550179,-50.085867,-57.353872,-52.737449,-51.693782,-50.551935,-49.174044,-50.107218,-59.466749,-55.517026,-54.738316,-64.359669,-60.388818,-51.839387,-49.627336,-49.961058,-59.870960,-52.470292,-51.320461,-58.892095,-51.071259,-48.414897,-52.314384,-57.052317,-56.281405,-52.008631,-53.576343,-50.285230,-70.064286,-57.885126,-60.383543,-51.984988,-61.543953,-60.661332,-56.247552,-50.723830,-61.133348,-56.527693,-56.876870,-56.677872,-58.299980,-47.471230,-54.235503,-55.844162,-50.677831,-55.845842,-55.047010,-50.282090,-56.254276,0,Fileset 1: TS pulse compressed wideband pings T3
