Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,Variable_index,Variable_name
55.000,-48.457145,-44.367207,-37.829431,-34.685827,-34.521698,-34.403389,-34.362714,-40.480405,-47.073334,-39.583290,-46.573246,-49.478850,-54.145165,-56.729749,-49.047130,-52.724414,-44.030267,-43.655049,-45.580253,-49.081789,-51.425887,-48.534180,-51.615956,-54.595364,-47.058272,-46.927076,-52.568620,-53.783747,-51.252068,-51.272522,-59.092352,-51.418249,-47.414977,-49.717451,-53.631666,-49.690062,-51.768868,-49.864383,-47.904741,-53.763794,-47.051274,-52.487070,-48.261294,-51.360640,-47.404018,-49.200533,-48.344682,-55.176011,-49.386090,-46.310734,-59.623920,-53.873467,-56.000711,-50.868079,-50.092873,-49.915325,-51.616332,-56.117046,-57.855060,-53.477648,-52.227934,-50.125987,-51.083951,-55.789888,-54.416587,-53.879922,-53.710400,-56.159556,-52.514563,-51.345853,-51.024848,-52.716696,-51.921136,-53.477671,-60.909558,-66.201634,-48.376567,-51.998203,-50.109795,-45.905500,-48.215107,-44.830278,-44.343251,-44.779961,-45.975668,-52.144752,-45.969786,-47.620507,-46.252415,-58.218759,-53.301797,-58.120485,-61.182683,-44.602885,-47.256515,-54.546257,-47.034587,-49.883404,-47.710247,-56.887496,-45.249187,-57.519770,-54.165658,-52.982719,-57.766899,-51.755646,-60.527419,-54.001925,-48.752271,-57.828634,-51.784742,-45.932669,-42.834286,-44.961847,-46.802128,-45.877414,-43.898070,-60.785348,-55.354331,-42.498753,-62.802850,-53.520494,-43.876922,-42.091707,-53.186726,-52.961616,-46.093462,-45.685999,-47.483104,-51.967607,-48.493079,-57.496428,-53.358920,-46.890341,-60.631230,-50.732122,-48.819608,-53.201735,-53.803844,-54.215409,-48.586967,-49.090297,-49.542311,-48.717417,-48.577575,-49.252476,-48.555228,-50.912076,-49.869997,-54.373876,-51.557001,-54.915897,-50.623028,-48.604812,-49.774917,-50.397650,-50.406147,-52.382637,-54.494080,-50.001847,-50.306235,-48.911348,-59.907057,-56.840539,-50.474656,-58.064970,-58.893413,-46.520318,-53.469538,-51.084372,-68.061131,-49.123323,-53.697896,-61.923215,-54.502021,-55.100810,-55.649660,-54.529474,-50.857636,-51.288531,-57.333805,-56.191582,-56.023015,0,Fileset 1: TS pulse compressed wideband pings T1
55.500,-49.103953,-44.867771,-37.674690,-34.367459,-34.381230,-34.148511,-33.952696,-39.663808,-47.897059,-39.433112,-46.161953,-49.428798,-53.501576,-55.005438,-49.005130,-52.046548,-44.087440,-43.577590,-45.247070,-48.868618,-50.894730,-48.837686,-52.646093,-53.982642,-46.685620,-46.575712,-52.897593,-53.118290,-50.890191,-50.537595,-60.050732,-50.708773,-47.441493,-49.749414,-53.970841,-50.248386,-50.908181,-50.331145,-48.520530,-52.631129,-47.241149,-52.666143,-48.414608,-50.988379,-47.641450,-49.602248,-48.265513,-55.522503,-49.236039,-46.338631,-60.639174,-54.304801,-55.333770,-50.817098,-50.061668,-49.792846,-52.196208,-56.555548,-59.241969,-53.222779,-50.973897,-50.077129,-50.951538,-53.938629,-54.919895,-53.402294,-52.453504,-56.885813,-52.217689,-51.867430,-50.796433,-52.663259,-50.131390,-51.922842,-63.446998,-74.209023,-48.829128,-51.865076,-49.934035,-46.114039,-48.258618,-44.765876,-44.481449,-44.887235,-45.856359,-51.832370,-45.850513,-47.985883,-46.151039,-57.892623,-52.044494,-55.403292,-56.133656,-44.521950,-47.502699,-55.237257,-47.785061,-50.381361,-48.469955,-55.094432,-45.364636,-55.594856,-54.589998,-52.251926,-56.644821,-51.255895,-59.066927,-53.565611,-49.010544,-54.098768,-52.935182,-45.554857,-42.615506,-45.168048,-46.429902,-45.718183,-43.927770,-64.365152,-55.848946,-42.488091,-58.685568,-51.937861,-43.514169,-41.635212,-54.041753,-52.423814,-45.729508,-45.758399,-48.097433,-50.373378,-48.577138,-55.953902,-52.090862,-46.115158,-58.722720,-50.333601,-48.789831,-52.612726,-54.827533,-55.482748,-48.295171,-48.879651,-49.410574,-48.631736,-48.405334,-48.978626,-48.398317,-50.416853,-49.424771,-54.171654,-51.842951,-54.601142,-49.939154,-48.519870,-49.545587,-50.007325,-50.217825,-52.051916,-54.089995,-49.950279,-49.965192,-48.635702,-59.552982,-56.229122,-50.546432,-56.779582,-59.997099,-46.861826,-53.046185,-50.888096,-66.823957,-49.144850,-53.242420,-63.056709,-54.114413,-54.830421,-55.164239,-54.850121,-50.556409,-50.948299,-57.200466,-55.699995,-56.812843,0,Fileset 1: TS pulse compressed wideband pings T1
56.000,-49.686107,-45.492557,-37.550598,-34.076835,-34.273629,-33.909811,-33.568367,-38.896119,-48.765871,-39.295702,-45.777351,-49.396172,-52.766153,-53.593775,-49.153999,-51.132452,-44.193124,-43.526060,-44.973307,-48.733468,-50.591480,-48.837666,-54.085801,-53.369265,-46.446174,-46.387065,-53.236629,-51.721512,-50.678551,-49.999660,-60.015885,-50.029636,-47.698395,-49.813170,-53.956262,-50.990715,-50.334740,-50.792173,-48.982679,-51.316221,-47.529556,-52.679785,-48.534160,-50.919616,-47.940594,-50.023100,-48.011768,-56.221479,-49.066137,-46.638897,-61.912344,-54.799430,-54.614073,-50.745673,-50.117966,-49.810697,-52.713118,-56.968310,-60.613463,-53.110259,-49.933714,-49.946213,-50.618250,-52.227960,-55.749118,-52.806059,-51.443958,-57.261010,-51.701581,-52.691525,-50.651994,-52.492967,-48.704345,-50.415444,-62.653753,-83.767899,-49.486553,-51.842890,-49.831154,-46.427881,-48.250287,-44.737558,-44.668894,-45.094171,-45.809675,-51.636831,-45.838461,-48.371237,-46.179691,-57.318526,-51.238474,-53.116204,-52.873458,-44.510577,-47.802970,-56.050271,-48.655198,-50.776002,-49.247768,-53.502904,-45.562835,-53.970459,-54.600604,-51.296060,-54.898492,-50.744495,-57.719123,-53.222489,-49.574979,-51.668575,-53.558191,-45.261577,-42.501937,-45.446780,-46.115507,-45.702261,-44.043788,-66.105823,-56.837528,-42.579969,-55.599736,-50.599731,-43.155525,-41.266111,-55.326812,-52.251725,-45.341891,-45.974018,-48.838297,-49.152329,-48.813494,-54.916382,-51.002381,-45.703284,-56.938608,-49.843092,-48.759617,-51.929230,-55.584305,-57.051059,-47.984094,-48.570795,-49.288427,-48.504867,-48.326445,-48.832516,-48.290321,-49.672786,-49.009887,-53.842046,-52.102018,-54.260500,-49.347443,-48.343794,-49.197516,-49.264316,-49.719065,-51.658767,-53.539597,-49.717147,-49.645200,-48.395401,-59.322283,-55.519843,-50.555145,-55.584771,-61.448217,-47.289455,-52.868531,-50.485385,-66.111053,-49.174910,-52.804548,-64.226827,-53.566072,-54.301707,-54.618376,-54.879977,-50.172128,-50.523161,-56.616974,-55.143377,-57.378755,0,Fileset 1: TS pulse compressed wideband pings T1
56.500,-50.117751,-46.180843,-37.432608,-33.773659,-34.157581,-33.660242,-33.176647,-38.169468,-49.575862,-39.133598,-45.384101,-49.337610,-51.959098,-52.415457,-49.463038,-50.075164,-44.314928,-43.465345,-44.716480,-48.656367,-50.579048,-48.454014,-55.893642,-52.909218,-46.333183,-46.328689,-53.583199,-50.124169,-50.464671,-49.616532,-58.389569,-49.533528,-48.026546,-49.926085,-53.741915,-51.723847,-49.969063,-51.187474,-49.022735,-50.047123,-47.844162,-52.461320,-48.550547,-51.041567,-48.205570,-50.415267,-47.631693,-57.103369,-48.854817,-47.196168,-63.300337,-55.133817,-53.881279,-50.585733,-50.176397,-49.853761,-53.070996,-57.261137,-61.713784,-53.006788,-49.080664,-49.698737,-50.112611,-50.621663,-56.300379,-52.170938,-50.659364,-57.237430,-51.124224,-53.788955,-50.638907,-52.250820,-47.532423,-48.964576,-59.089238,-73.215589,-50.294898,-51.985042,-49.733399,-46.795593,-48.106988,-44.715790,-44.839341,-45.360164,-45.797246,-51.463823,-45.912064,-48.726739,-46.263718,-56.736284,-50.742144,-51.252037,-50.596301,-44.507379,-48.082030,-56.893545,-49.580546,-51.002439,-49.934941,-52.209097,-45.831419,-52.646836,-54.217144,-50.136672,-52.974159,-50.238695,-56.403302,-52.778198,-50.357825,-49.961080,-53.297390,-45.028710,-42.450992,-45.732479,-45.850432,-45.783087,-44.172637,-62.703559,-58.411358,-42.721973,-53.409573,-49.545158,-42.787871,-40.961600,-56.998272,-52.415901,-44.921170,-46.319143,-49.666149,-48.190196,-49.175984,-54.156805,-50.044211,-45.597822,-55.364326,-49.243887,-48.671691,-51.206857,-55.924101,-58.836799,-47.641211,-48.138730,-49.118253,-48.276261,-48.258547,-48.770526,-48.178311,-48.801960,-48.637247,-53.373320,-52.177624,-53.901376,-48.862696,-48.086237,-48.793576,-48.302367,-48.953338,-51.218597,-52.914625,-49.259464,-49.299904,-48.144135,-59.129329,-54.778843,-50.429359,-54.485267,-63.382441,-47.706967,-52.943801,-49.916835,-65.812406,-49.176682,-52.410450,-65.488465,-52.931853,-53.582698,-54.065542,-54.518391,-49.697724,-50.056140,-55.725997,-54.550496,-57.387440,0,Fileset 1: TS pulse compressed wideband pings T1
57.000,-50.358599,-46.944048,-37.341110,-33.479396,-34.065324,-33.444769,-32.806598,-37.504615,-50.283107,-38.986535,-45.013241,-49.238412,-51.111471,-51.426207,-49.977000,-48.987592,-44.486639,-43.436590,-44.492323,-48.670289,-50.907145,-47.838177,-57.975103,-52.698424,-46.389751,-46.423452,-53.948835,-48.697023,-50.136626,-49.375948,-56.094157,-49.331462,-48.276646,-50.146146,-53.534301,-52.185888,-49.827169,-51.523223,-48.607729,-49.038387,-48.172585,-52.082515,-48.502545,-51.304662,-48.427198,-50.821888,-47.256143,-57.975074,-48.659479,-48.092238,-64.650750,-55.066503,-53.283686,-50.382850,-50.212021,-49.833974,-53.267258,-57.571744,-62.366692,-52.738605,-48.421857,-49.323028,-49.485771,-49.131414,-55.932137,-51.611884,-50.087016,-57.001618,-50.690549,-55.168625,-50.857614,-52.069573,-46.569127,-47.644451,-56.009712,-69.206681,-51.213268,-52.387672,-49.586228,-47.213497,-47.861987,-44.744576,-45.003858,-45.726235,-45.861674,-51.224255,-46.113078,-49.075091,-46.436585,-56.407766,-50.432492,-49.768728,-48.950191,-44.534494,-48.328986,-57.753122,-50.560809,-51.020508,-50.522553,-51.179719,-46.236556,-51.643326,-53.552670,-48.889879,-51.180535,-49.782655,-55.090846,-52.135204,-51.342591,-48.730432,-52.356488,-44.895901,-42.475480,-46.028922,-45.703203,-45.984077,-44.343324,-58.998837,-60.950999,-42.936617,-51.793982,-48.743095,-42.448164,-40.756587,-59.367515,-53.002673,-44.520142,-46.852954,-50.649953,-47.465539,-49.699095,-53.534700,-49.238868,-45.799571,-54.041184,-48.624372,-48.554836,-50.561515,-56.016442,-60.718099,-47.306965,-47.673423,-48.924545,-47.996579,-48.183886,-48.788025,-48.080880,-47.998435,-48.372461,-52.830780,-52.006897,-53.556645,-48.533562,-47.859903,-48.465674,-47.362124,-48.135406,-50.789853,-52.344345,-48.693656,-48.958953,-47.880297,-58.903395,-54.080276,-50.186270,-53.491612,-66.283397,-48.092859,-53.327367,-49.337813,-65.909497,-49.196524,-52.108027,-66.894404,-52.339805,-52.842337,-53.589936,-53.857036,-49.199387,-49.632921,-54.741426,-53.996500,-56.705907,0,Fileset 1: TS pulse compressed wideband pings T1
57.500,-50.332403,-47.781069,-37.278414,-33.215945,-34.024306,-33.281118,-32.460363,-36.871044,-50.730637,-38.874179,-44.680734,-49.053014,-50.214408,-50.552062,-50.739373,-47.928992,-44.731048,-43.457994,-44.297307,-48.774525,-51.523512,-47.172165,-59.775442,-52.829167,-46.641497,-46.675667,-54.213681,-47.552989,-49.555540,-49.212720,-53.955504,-49.438597,-48.256948,-50.500173,-53.430953,-52.036038,-49.888270,-51.816197,-47.924742,-48.386421,-48.465424,-51.618886,-48.419064,-51.578275,-48.570642,-51.267384,-46.993479,-58.424007,-48.521746,-49.415638,-65.836923,-54.365319,-52.987315,-50.225940,-50.192860,-49.663339,-53.279438,-58.223128,-62.454714,-52.060969,-47.917563,-48.780415,-48.735803,-47.758851,-54.700156,-51.149798,-49.661651,-56.761887,-50.544132,-56.710920,-51.386966,-52.055204,-45.757867,-46.493501,-53.763523,-66.356338,-52.100645,-53.085643,-49.282569,-47.643820,-47.539158,-44.847135,-45.157529,-46.223433,-46.038856,-50.787217,-46.476008,-49.407426,-46.732198,-56.559460,-50.133055,-48.603607,-47.710360,-44.587078,-48.497028,-58.526468,-51.612943,-50.730746,-51.009531,-50.305954,-46.856690,-50.922883,-52.646872,-47.655854,-49.604664,-49.364527,-53.765422,-51.211278,-52.510080,-47.812591,-51.082275,-44.877793,-42.557724,-46.330329,-45.710121,-46.305680,-44.602350,-56.095917,-65.220264,-43.213418,-50.525261,-48.112882,-42.152487,-40.662414,-63.501163,-54.148631,-44.147339,-47.605575,-51.884959,-46.960071,-50.299844,-52.904718,-48.594453,-46.324879,-52.928293,-48.047595,-48.426583,-50.068956,-56.082194,-62.380186,-47.014927,-47.257552,-48.736570,-47.720114,-48.072684,-48.848327,-48.021896,-47.394387,-48.235207,-52.265895,-51.579727,-53.183991,-48.359858,-47.756500,-48.291106,-46.616724,-47.457699,-50.375642,-51.894840,-48.163189,-48.644265,-47.562981,-58.602504,-53.453551,-49.876440,-52.586958,-71.449492,-48.422985,-54.009003,-48.868523,-66.360613,-49.283380,-51.898383,-67.929089,-51.868935,-52.196302,-53.221455,-53.042154,-48.724832,-49.311571,-53.738627,-53.499398,-55.490535,0,Fileset 1: TS pulse compressed wideband pings T1
58.000,-49.933088,-48.645722,-37.208493,-32.986161,-34.042875,-33.150650,-32.116684,-36.212954,-50.595660,-38.795120,-44.380379,-48.725159,-49.238833,-49.701757,-51.787930,-46.920690,-45.026581,-43.515547,-44.120686,-48.903668,-52.153732,-46.571999,-59.952801,-53.463943,-47.059453,-47.038083,-54.109567,-46.685067,-48.613110,-49.003632,-52.222131,-49.781928,-47.836340,-50.973522,-53.448024,-51.160255,-50.017934,-52.065154,-47.211365,-48.096285,-48.621239,-51.086704,-48.306250,-51.606244,-48.567072,-51.708737,-46.914714,-57.821411,-48.451573,-51.160650,-66.187141,-53.039266,-53.143313,-50.231947,-50.089580,-49.308062,-53.073458,-59.645216,-62.006910,-50.866615,-47.471641,-48.040555,-47.828841,-46.496972,-53.230019,-50.677010,-49.263245,-56.707081,-50.777679,-57.962491,-52.271117,-52.260682,-44.999420,-45.519025,-52.134604,-63.984451,-52.632915,-54.034909,-48.712260,-47.984468,-47.119923,-45.012991,-45.267618,-46.861639,-46.335364,-50.041713,-46.997004,-49.656308,-47.161234,-57.466079,-49.631159,-47.692747,-46.702441,-44.630206,-48.508541,-58.753423,-52.736095,-50.027028,-51.375071,-49.426853,-47.733323,-50.347140,-51.466729,-46.494187,-48.225217,-48.895851,-52.431854,-49.959265,-53.837299,-47.085825,-49.693869,-44.970454,-42.643049,-46.610501,-45.862104,-46.721078,-44.995059,-53.738252,-68.178103,-43.506375,-49.470382,-47.574253,-41.876961,-40.653919,-71.411962,-56.148051,-43.781149,-48.580388,-53.449756,-46.667956,-50.651978,-52.128004,-48.081580,-47.182390,-51.939365,-47.537017,-48.294267,-49.749240,-56.252927,-63.468517,-46.764617,-46.940096,-48.562935,-47.479408,-47.893174,-48.868358,-48.002058,-47.057528,-48.148659,-51.698893,-50.950141,-52.679940,-48.266292,-47.810933,-48.279059,-46.173033,-47.042948,-49.933013,-51.559817,-47.757732,-48.344302,-47.128599,-58.252447,-52.900655,-49.534377,-51.755252,-75.398357,-48.666033,-54.842357,-48.545242,-67.101632,-49.455272,-51.733754,-67.220037,-51.523517,-51.683065,-52.943359,-52.180003,-48.281689,-49.097926,-52.694228,-53.016096,-54.035543,0,Fileset 1: TS pulse compressed wideband pings T1
58.500,-49.225107,-49.536847,-37.180415,-32.876388,-34.209066,-33.116000,-31.856475,-35.598109,-49.741738,-38.836160,-44.198557,-48.344806,-48.287173,-48.910094,-53.202358,-46.066524,-45.395836,-43.683179,-44.078812,-49.027184,-52.333293,-46.196911,-58.284597,-55.019835,-47.635857,-47.495831,-53.526271,-46.167273,-47.447278,-48.698798,-51.024646,-50.260886,-47.164392,-51.628194,-53.690215,-49.969978,-49.989773,-52.363022,-46.736002,-48.180846,-48.630400,-50.578279,-48.253397,-51.197770,-48.438350,-52.093680,-47.173740,-56.163914,-48.533822,-52.974666,-64.245525,-51.491047,-53.955328,-50.617295,-50.000246,-48.913913,-52.759289,-62.316004,-61.273977,-49.418477,-47.057383,-47.251749,-46.847250,-45.460267,-52.061767,-50.107444,-48.850628,-57.128828,-51.549802,-58.276386,-53.547979,-52.798973,-44.270571,-44.816733,-51.036296,-62.536446,-52.553637,-55.208427,-47.982299,-48.201746,-46.664689,-45.316327,-45.402522,-47.735469,-46.821942,-49.112679,-47.729033,-49.827667,-47.780049,-59.589488,-48.915860,-47.070230,-45.880158,-44.717038,-48.404696,-57.880740,-54.018966,-49.044852,-51.658964,-48.468030,-48.932617,-49.773198,-50.104598,-45.551697,-47.108689,-48.363824,-51.221104,-48.529170,-55.365186,-46.592954,-48.443762,-45.272115,-42.763344,-46.931288,-46.215452,-47.297170,-45.649574,-51.884666,-61.920931,-43.852827,-48.703157,-47.207062,-41.675466,-40.784404,-63.501544,-59.873908,-43.502609,-49.871341,-55.266944,-46.714253,-50.355608,-51.226639,-47.742728,-48.426444,-51.082510,-47.183786,-48.270918,-49.664737,-56.652780,-64.124842,-46.630263,-46.826063,-48.504554,-47.379376,-47.738406,-48.858441,-48.102304,-47.105186,-48.040714,-51.234539,-50.306175,-52.082086,-48.216160,-48.085738,-48.469044,-46.188821,-47.046299,-49.532768,-51.402618,-47.591736,-48.121520,-46.661534,-57.983663,-52.521488,-49.235230,-51.117037,-67.165288,-48.914684,-55.538159,-48.426872,-68.308951,-49.786523,-51.662407,-65.079873,-51.358788,-51.369182,-52.818395,-51.413573,-47.967433,-49.058940,-51.703316,-52.585939,-52.675780,0,Fileset 1: TS pulse compressed wideband pings T1
59.000,-48.260663,-50.250013,-37.136027,-32.824453,-34.448220,-33.105399,-31.632832,-34.995506,-48.379822,-38.930791,-44.084288,-47.935511,-47.382445,-48.127187,-54.652729,-45.313660,-45.680018,-43.889538,-44.157730,-48.963251,-51.595466,-46.022083,-56.214391,-58.050038,-48.125658,-47.817617,-52.537001,-45.920297,-46.191722,-48.137483,-50.313738,-50.441122,-46.381651,-52.369942,-54.130456,-48.869431,-49.387990,-52.675889,-46.553972,-48.396493,-48.415843,-50.094734,-48.203059,-50.268748,-48.104695,-52.176652,-47.769565,-54.105059,-48.667663,-53.375217,-61.181128,-50.050792,-55.336085,-51.357686,-49.887848,-48.526750,-52.353410,-65.563652,-60.371357,-47.966676,-46.538523,-46.499200,-45.785640,-44.621171,-51.306614,-49.250092,-48.270043,-58.093001,-52.767767,-57.501772,-54.770851,-53.604503,-43.450638,-44.325711,-50.327381,-62.296395,-51.861079,-56.395803,-47.180043,-48.163112,-46.116340,-45.669286,-45.505259,-48.759658,-47.361359,-48.119912,-48.536284,-49.824423,-48.423263,-63.220918,-48.045948,-46.603947,-45.081101,-44.772166,-48.160729,-56.102523,-55.443180,-47.950227,-51.763408,-47.299816,-50.252279,-48.925903,-48.620878,-44.818304,-46.175799,-47.667090,-50.123922,-47.032511,-56.762276,-46.306420,-47.444358,-45.752615,-42.832548,-47.207305,-46.664533,-47.952832,-46.496932,-50.506241,-57.072733,-44.153427,-48.243317,-47.035658,-41.478500,-40.974407,-57.399273,-68.268256,-43.273415,-51.390578,-56.198933,-47.108791,-49.289717,-50.192993,-47.478954,-49.704983,-50.254250,-46.913685,-48.312757,-49.677747,-57.127825,-64.852464,-46.539577,-46.819420,-48.511560,-47.341535,-47.580353,-48.733801,-48.229460,-47.410424,-47.708512,-50.827699,-49.649907,-51.405451,-48.018787,-48.410225,-48.666953,-46.582032,-47.351312,-49.150537,-51.349564,-47.529297,-47.880678,-46.179369,-57.663076,-52.289357,-48.857477,-50.666144,-62.202399,-49.140758,-55.559969,-48.397837,-70.432247,-50.117028,-51.618844,-63.166715,-51.243725,-51.118746,-52.764934,-50.687811,-47.728191,-49.109160,-50.791340,-52.130100,-51.466975,0,Fileset 1: TS pulse compressed wideband pings T1
59.500,-47.233000,-50.643092,-37.111364,-32.810594,-34.724768,-33.129830,-31.467811,-34.463854,-47.007140,-39.063239,-44.032631,-47.584974,-46.610551,-47.397651,-55.422799,-44.640083,-45.813129,-44.145461,-44.387384,-48.694645,-50.338840,-46.068139,-54.710265,-63.566258,-48.345550,-47.861901,-51.538689,-45.920496,-45.075127,-47.362938,-50.121802,-49.980092,-45.680243,-53.112986,-54.738736,-48.186845,-48.269720,-52.993465,-46.718086,-48.509698,-48.073750,-49.737650,-48.179921,-49.129662,-47.645657,-51.964641,-48.718436,-52.279850,-48.796841,-51.911966,-58.995988,-49.005477,-57.005120,-52.317557,-49.777149,-48.243063,-51.946645,-65.497233,-59.490286,-46.768128,-45.936250,-45.887911,-44.740101,-44.020481,-51.008456,-48.205748,-47.548542,-59.342353,-54.156637,-56.395340,-55.210145,-54.685955,-42.597353,-44.021114,-50.010723,-63.380672,-51.009626,-57.524334,-46.494756,-47.946798,-45.550766,-46.058154,-45.633110,-49.885004,-47.864527,-47.263451,-49.332492,-49.693395,-48.988036,-67.057377,-47.255812,-46.183469,-44.266591,-44.825231,-47.883050,-54.280897,-57.106272,-46.963887,-51.754492,-46.019555,-51.471369,-47.812182,-47.220699,-44.323345,-45.433897,-46.891723,-49.156203,-45.662785,-57.453148,-46.321133,-46.843511,-46.450337,-42.861797,-47.413557,-47.206001,-48.638851,-47.447640,-49.681705,-54.041270,-44.392728,-48.205399,-47.178423,-41.304303,-41.227361,-54.154328,-68.337997,-43.146934,-52.929160,-55.108436,-47.918349,-47.992841,-49.157929,-47.289591,-50.215380,-49.467036,-46.717965,-48.376543,-49.683532,-57.508582,-66.297361,-46.483407,-46.847251,-48.585096,-47.331202,-47.460529,-48.570835,-48.344152,-47.772297,-47.211043,-50.500847,-48.977001,-50.853492,-47.681391,-48.673122,-48.710584,-47.168289,-47.734653,-48.890993,-51.438831,-47.463489,-47.634707,-45.819885,-57.138131,-52.238370,-48.348357,-50.454511,-59.306854,-49.415398,-54.967462,-48.430751,-73.174259,-50.300982,-51.679771,-62.301988,-51.154092,-50.862910,-52.788353,-50.015105,-47.602540,-49.224924,-50.074088,-51.707208,-50.441687,0,Fileset 1: TS pulse compressed wideband pings T1
60.000,-46.262214,-50.628553,-37.147332,-32.812501,-35.016099,-33.218370,-31.368232,-34.033814,-45.838182,-39.217771,-44.010044,-47.296659,-45.979431,-46.748714,-55.003458,-44.005506,-45.819283,-44.455285,-44.698807,-48.287057,-49.157159,-46.303366,-53.908428,-64.307841,-48.287348,-47.640960,-50.795944,-46.056583,-44.217365,-46.535770,-50.449950,-49.019862,-45.171907,-53.680793,-55.295455,-48.053719,-47.063190,-53.226089,-47.215714,-48.401507,-47.737859,-49.580875,-48.243298,-48.123588,-47.210645,-51.682783,-49.943307,-50.893930,-48.861574,-50.118106,-58.037313,-48.436342,-58.409983,-53.186759,-49.659916,-48.047217,-51.596115,-62.564538,-58.894038,-45.950746,-45.335714,-45.405136,-43.796407,-43.638720,-51.060283,-47.191336,-46.805849,-59.683657,-55.112021,-55.449166,-54.711284,-56.075931,-41.832601,-43.848745,-50.081935,-65.773905,-50.351999,-58.665033,-45.979420,-47.696967,-45.049123,-46.447349,-45.836166,-51.036024,-48.271771,-46.610007,-50.063479,-49.490151,-49.503240,-65.490225,-46.722051,-45.711955,-43.477050,-44.937432,-47.666061,-52.830852,-59.195615,-46.167470,-51.732335,-44.788386,-52.478318,-46.632568,-46.025615,-44.023053,-44.852600,-46.151180,-48.291041,-44.531927,-57.309113,-46.722238,-46.708224,-47.393592,-42.877380,-47.541224,-47.899467,-49.214883,-48.347334,-49.439151,-52.165053,-44.565895,-48.669224,-47.678837,-41.188262,-41.559677,-52.345325,-59.716187,-43.179458,-53.970871,-53.156026,-49.145279,-46.932670,-48.215765,-47.221502,-49.563900,-48.772478,-46.615592,-48.352690,-49.636711,-57.766053,-68.608278,-46.455080,-46.855905,-48.696826,-47.328869,-47.393331,-48.479888,-48.407789,-47.897692,-46.764258,-50.274150,-48.237243,-50.604685,-47.327955,-48.880077,-48.531750,-47.598107,-47.844847,-48.870712,-51.728461,-47.320432,-47.440861,-45.692328,-56.402869,-52.369691,-47.750258,-50.464322,-57.635252,-49.774725,-54.327728,-48.570738,-69.997487,-50.229393,-51.938224,-62.618235,-51.102234,-50.613929,-52.913794,-49.420253,-47.604460,-49.396337,-49.618202,-51.409048,-49.558015,0,Fileset 1: TS pulse compressed wideband pings T1
60.500,-45.322438,-50.144096,-37.195082,-32.769558,-35.274428,-33.321055,-31.250212,-33.614405,-44.717589,-39.308809,-43.898608,-46.919529,-45.352449,-46.107171,-53.714018,-43.312752,-45.699964,-44.722962,-44.863758,-47.698331,-48.229758,-46.582198,-53.518511,-57.897783,-48.079320,-47.259270,-50.250076,-46.098983,-43.571021,-45.753308,-51.113692,-47.923614,-44.829091,-53.789141,-55.318154,-48.375132,-46.014020,-53.170695,-47.904897,-48.038385,-47.423376,-49.552444,-48.382616,-47.342746,-46.847076,-51.430664,-51.181808,-49.847038,-48.777577,-48.773327,-57.918823,-48.168989,-59.042718,-53.651061,-49.461010,-47.766996,-51.238804,-59.813951,-58.704008,-45.433555,-44.743384,-44.897694,-42.930019,-43.363073,-51.188807,-46.320180,-46.106600,-58.028287,-55.191225,-54.614256,-53.849031,-57.746691,-41.193929,-43.678936,-50.366189,-69.429190,-49.895616,-59.844615,-45.498388,-47.448128,-44.569678,-46.705444,-46.059504,-52.084589,-48.525684,-46.036960,-50.675618,-49.162958,-50.030521,-61.663353,-46.438389,-45.104893,-42.704472,-45.072442,-47.443077,-51.694460,-61.945850,-45.478794,-51.574661,-43.640451,-53.343488,-45.517829,-44.978349,-43.777192,-44.334401,-45.459162,-47.432390,-43.594216,-56.948479,-47.469725,-46.949487,-48.497737,-42.810463,-47.551113,-48.765000,-49.406209,-48.986428,-49.654063,-50.936046,-44.576323,-49.601689,-48.360004,-41.093927,-41.891319,-51.218449,-55.595322,-43.315404,-53.990371,-51.413628,-50.520001,-46.165905,-47.306377,-47.274498,-48.453121,-48.135910,-46.566494,-48.081620,-49.529419,-57.936390,-70.575237,-46.407155,-46.784455,-48.767103,-47.288759,-47.299521,-48.482787,-48.377976,-47.609212,-46.492619,-50.108618,-47.349074,-50.640671,-47.036353,-49.112220,-48.150402,-47.546325,-47.459940,-49.109060,-52.198738,-47.094559,-47.317925,-45.780204,-55.606123,-52.581206,-47.133413,-50.557709,-56.703266,-50.143445,-53.946891,-48.828741,-64.829198,-49.901920,-52.396191,-63.909515,-51.089669,-50.393271,-53.092851,-48.878235,-47.671577,-49.580641,-49.341370,-51.244256,-48.710740,0,Fileset 1: TS pulse compressed wideband pings T1
