Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,Variable_index,Variable_name
104.500,-46.321282,-43.942680,-39.746073,-36.745116,-33.462984,-31.738747,-33.544715,-37.844178,-35.127939,-43.602410,-44.591540,-51.603670,-40.082179,-40.751240,-48.448281,-46.248855,-45.606643,-46.885146,-56.310176,-57.289086,-56.732292,-53.294548,-56.813508,-57.825327,-48.424145,-46.817742,-53.085575,-63.115244,-48.992483,-52.472979,-45.891982,-61.615304,-49.905194,-53.355172,-54.754916,-54.397943,-67.637919,-51.546679,-52.698122,-49.910305,-51.451311,-44.386475,-48.429395,-45.376273,-47.336208,-49.022599,-51.566121,-39.845606,-44.558317,-51.702749,-46.056140,-46.915780,-45.025349,-53.545664,-55.089350,-51.043406,-61.166934,-45.759521,-45.147939,-45.797896,-43.822726,-51.329373,-48.437873,-52.042348,-44.971227,-47.306702,-50.004962,-53.210669,-47.322969,-62.553333,-48.894260,-48.592111,-51.892821,-48.772466,-44.489205,-54.962556,-51.050190,-48.891846,-50.565203,-40.393941,-48.058156,-41.374206,-40.840385,-42.406987,-47.008610,-44.754822,-47.720213,-47.001515,-50.065389,-47.960279,-48.035543,-52.322434,-48.859118,-44.023974,-40.962661,-47.142058,-45.889540,-57.376831,-59.627038,-53.163216,-51.734472,-50.969042,-50.792828,-50.443784,-46.860350,-45.736580,-51.892235,-48.327637,-45.725755,-48.412850,-41.445685,-42.175789,-49.303005,-49.334995,-49.073158,-45.666459,-45.224944,-45.027148,-47.983510,-67.444449,-44.535727,-50.604851,-46.586912,-44.352810,-50.819042,-46.765886,-49.800990,-46.652638,-48.888394,-64.177078,-52.851487,-45.204130,-52.985247,-43.937395,-53.053179,-49.163690,-57.280350,-50.638920,-51.947879,-66.641331,-54.891560,-54.431604,-54.981682,-54.840113,-50.754957,-59.585058,-53.973134,-63.577191,-56.840821,-48.546224,-50.014441,-48.833487,-54.076646,-54.664985,-49.196844,-53.414617,-56.503522,-51.222907,-51.237826,-54.228415,-50.071993,-53.071599,-51.912235,-51.335553,-60.283144,-57.171363,-46.241028,-58.941896,-51.572369,-49.572376,-48.235329,-48.651321,-52.309673,-52.872139,-51.549034,-52.091714,-54.298382,-67.968346,-48.820327,-50.220610,-72.859475,-53.571942,-55.597785,0,Fileset 1: TS pulse compressed wideband pings T3
105.000,-46.120951,-43.593470,-39.800274,-36.603573,-33.798410,-31.763295,-33.382294,-37.207915,-35.111290,-43.171570,-44.006953,-49.714909,-40.245679,-40.780551,-49.010727,-46.954628,-45.006266,-46.343268,-54.584936,-56.982333,-56.108753,-52.091015,-55.387527,-58.117030,-49.642122,-47.313680,-53.599935,-60.144848,-48.591285,-52.932746,-45.240807,-59.514271,-50.005399,-52.963278,-52.937694,-54.395661,-64.926313,-50.950517,-53.473691,-48.451358,-50.701107,-44.140959,-48.608876,-45.313400,-47.341184,-48.305237,-50.774859,-39.837048,-44.499373,-49.433517,-45.525956,-46.707843,-44.922269,-53.438550,-55.224273,-52.493852,-58.829113,-45.193225,-44.893658,-45.131217,-43.580023,-51.100246,-48.340913,-51.439052,-44.440459,-46.073356,-49.476986,-53.914164,-48.715129,-61.165065,-48.924382,-47.984384,-51.815971,-48.153353,-44.352359,-53.725094,-51.579288,-50.216668,-50.521421,-40.137347,-47.438101,-41.020541,-40.683770,-42.465476,-46.310184,-44.597169,-47.406267,-47.379846,-49.141206,-48.075196,-47.891620,-52.580303,-48.617289,-43.401057,-40.741767,-46.143599,-46.527514,-58.206133,-58.391524,-53.058195,-50.476751,-50.348395,-50.922515,-49.227454,-47.057706,-45.301360,-51.965568,-49.060011,-46.663251,-50.466594,-41.138742,-41.626483,-50.342862,-48.622731,-47.694583,-45.380206,-45.509006,-44.135236,-48.638657,-67.120810,-45.042889,-50.705926,-46.657482,-45.186041,-48.114289,-46.421605,-50.521791,-46.702942,-48.736619,-63.784144,-52.990868,-44.569292,-52.536427,-43.637655,-53.636931,-49.565685,-55.211696,-51.251963,-52.291380,-64.564101,-58.598976,-57.545333,-56.760123,-55.855556,-49.966020,-62.813155,-54.994059,-63.565237,-55.048396,-48.657260,-49.343616,-48.892024,-53.787342,-56.338653,-49.849737,-53.227900,-58.635321,-51.015904,-51.648118,-54.453465,-49.208670,-53.575287,-51.328674,-51.833533,-59.699435,-57.290456,-45.603893,-58.303547,-51.496904,-49.112440,-47.151243,-48.744389,-53.125042,-51.699354,-51.789455,-52.487010,-54.846599,-66.807158,-48.646445,-50.093135,-69.641216,-54.173083,-56.102437,0,Fileset 1: TS pulse compressed wideband pings T3
105.500,-45.976027,-43.227607,-39.748842,-36.445032,-34.105502,-31.804632,-33.226685,-36.594872,-35.053366,-42.703424,-43.351112,-48.301805,-40.411182,-40.711867,-49.886909,-47.806644,-44.474016,-45.767939,-53.169394,-56.381728,-55.374333,-51.128227,-54.563418,-58.397967,-51.211215,-47.885949,-54.056459,-56.460845,-48.088214,-53.661816,-44.725907,-57.076219,-49.982586,-52.474387,-51.625059,-54.162650,-60.601073,-50.562278,-54.051577,-47.217187,-50.079880,-43.995953,-48.907090,-45.370794,-47.365253,-47.917818,-49.833006,-40.002285,-44.422123,-47.990111,-44.950334,-46.460403,-44.947795,-53.965426,-54.705599,-55.027311,-57.407147,-44.798186,-44.674615,-44.785051,-43.276300,-50.752985,-48.425899,-50.823750,-43.989150,-44.790901,-48.753898,-54.952341,-50.416573,-59.739100,-48.611987,-47.507866,-51.428787,-47.447165,-44.271180,-52.213636,-51.925645,-51.800025,-50.487112,-39.937938,-47.050819,-40.709482,-40.521094,-42.678345,-45.641971,-44.560628,-47.095265,-47.850456,-48.567489,-47.753130,-47.811856,-52.372773,-48.292711,-42.819624,-40.388860,-45.166352,-47.300641,-57.857752,-57.117265,-52.341055,-49.602942,-49.827506,-50.424668,-47.963270,-47.243062,-44.933255,-51.753470,-49.886642,-47.724613,-51.621105,-41.021557,-41.200539,-51.239001,-48.108739,-46.660918,-45.109036,-45.634380,-43.610687,-49.253719,-60.361544,-45.725292,-50.877671,-46.432017,-46.144586,-45.967491,-46.027638,-50.946492,-47.043458,-48.369039,-56.288000,-52.341393,-43.805843,-51.785372,-43.440370,-53.863647,-49.924107,-53.962155,-52.208924,-52.479827,-62.287431,-66.144545,-64.294828,-58.466887,-56.009067,-49.224486,-66.694842,-56.291478,-61.885364,-53.897584,-48.753175,-48.906186,-49.026824,-53.505332,-58.227432,-51.036615,-52.868052,-61.337394,-50.855001,-51.928956,-54.567496,-48.342523,-53.865941,-50.597970,-52.226710,-59.480846,-56.993477,-45.095290,-57.152587,-51.473612,-48.878764,-46.280833,-48.904727,-53.946807,-50.609763,-51.990073,-52.788072,-55.194212,-65.281694,-48.457577,-50.100008,-66.614627,-54.651932,-56.498804,0,Fileset 1: TS pulse compressed wideband pings T3
106.000,-45.853800,-42.823443,-39.609199,-36.295094,-34.376236,-31.889781,-33.091835,-36.009986,-34.980188,-42.248887,-42.777249,-47.306113,-40.586369,-40.605912,-51.219005,-48.754499,-44.023023,-45.186508,-52.090766,-55.592455,-54.242499,-50.468406,-54.211723,-59.073131,-53.035120,-48.566292,-53.917202,-53.566194,-47.542882,-54.719099,-44.405390,-54.781632,-49.945070,-51.953459,-50.752905,-53.588499,-57.748333,-50.357670,-54.362205,-46.246206,-49.639165,-43.894319,-49.369611,-45.502601,-47.395596,-47.824378,-49.010667,-40.347874,-44.417727,-47.195910,-44.424057,-46.229010,-45.089093,-55.628633,-53.965110,-58.431647,-57.026217,-44.585991,-44.465069,-44.728297,-43.002840,-50.299416,-48.634805,-50.324165,-43.659551,-43.676963,-47.942482,-56.207081,-52.211726,-58.490604,-48.184438,-47.206378,-50.869075,-46.730170,-44.250547,-50.740317,-51.993243,-53.661198,-50.380563,-39.836118,-46.856319,-40.445747,-40.336206,-43.023444,-45.084780,-44.608142,-46.763877,-48.391062,-48.201916,-47.140896,-47.895896,-51.709109,-47.972084,-42.335315,-39.938416,-44.181591,-48.194349,-56.568643,-55.844598,-51.446223,-49.110460,-49.416444,-49.700756,-46.677863,-47.437928,-44.593774,-51.222637,-50.692474,-48.705161,-50.930025,-41.109936,-40.888233,-52.004512,-47.790888,-45.937930,-44.885078,-45.692302,-43.430534,-49.728522,-56.820898,-46.547800,-51.070838,-45.946062,-47.276617,-44.387002,-45.645315,-51.057067,-47.983806,-47.771511,-52.291394,-51.223933,-42.982324,-50.504218,-43.393233,-53.647019,-50.082018,-53.248180,-53.649065,-52.528231,-60.440186,-70.485786,-65.801073,-59.619848,-55.130125,-48.666190,-71.508437,-57.761766,-60.347047,-53.665047,-48.821863,-48.631286,-49.110615,-52.766227,-59.939474,-52.813613,-52.055077,-64.397027,-50.835495,-52.123255,-54.265519,-47.413484,-53.484997,-49.817423,-52.391506,-59.511389,-56.528522,-44.752852,-55.779841,-51.505384,-49.127343,-45.605416,-49.215722,-54.767689,-49.676421,-52.184081,-53.066513,-55.492929,-63.724020,-48.344324,-50.279367,-63.914510,-55.093671,-56.937809,0,Fileset 1: TS pulse compressed wideband pings T3
106.500,-45.782169,-42.446394,-39.456613,-36.233760,-34.670345,-32.076525,-33.019184,-35.499915,-34.957157,-41.849153,-42.372871,-46.697981,-40.804192,-40.552350,-53.142410,-49.796682,-43.675168,-44.668517,-51.354677,-54.709102,-52.775659,-50.080775,-54.282579,-60.413145,-54.868705,-49.440785,-53.096161,-51.435677,-47.086173,-56.149619,-44.337109,-52.949329,-50.121778,-51.494917,-50.319696,-52.635410,-55.799912,-50.336422,-54.491711,-45.558362,-49.441547,-43.828892,-50.111521,-45.757224,-47.508194,-48.006635,-48.526304,-40.897665,-44.639928,-46.994645,-44.126041,-46.167504,-45.346168,-59.101784,-53.602788,-59.448330,-57.742611,-44.565056,-44.287286,-44.908061,-42.866023,-49.797188,-48.911418,-50.061966,-43.540102,-42.928786,-47.205668,-57.379704,-53.858897,-57.683304,-47.961956,-47.140151,-50.379466,-46.099795,-44.332718,-49.532965,-51.845396,-55.614246,-50.228938,-39.911127,-46.825856,-40.284576,-40.197034,-43.509405,-44.730496,-44.740551,-46.498167,-49.029162,-48.013920,-46.510331,-48.284858,-50.806486,-47.752763,-42.033375,-39.547278,-43.300190,-49.232306,-55.032704,-54.794822,-50.791180,-49.042584,-49.156663,-49.097361,-45.481384,-47.759323,-44.331690,-50.506075,-51.456394,-49.211546,-49.295126,-41.479477,-40.748347,-52.857362,-47.698846,-45.539422,-44.787444,-45.792231,-43.618306,-50.086742,-54.665577,-47.541888,-51.250922,-45.394101,-48.788092,-43.305886,-45.383280,-50.964321,-49.438809,-47.114170,-49.784229,-50.041997,-42.258926,-48.733522,-43.551565,-53.114891,-50.068569,-52.872271,-55.491151,-52.484937,-58.554251,-59.698377,-58.094318,-59.900317,-53.886236,-48.442978,-71.532915,-59.359654,-58.704554,-53.850325,-48.938105,-48.479128,-49.120349,-51.616663,-60.700413,-55.145603,-50.893078,-67.650649,-51.051478,-52.381639,-53.640313,-46.559645,-52.574727,-49.150421,-52.391019,-59.664978,-56.213796,-44.634594,-54.537470,-51.580895,-49.782770,-45.199226,-49.822165,-55.682374,-48.993017,-52.420057,-53.429914,-55.972394,-62.367291,-48.419597,-50.567365,-61.582127,-55.630082,-57.559654,0,Fileset 1: TS pulse compressed wideband pings T3
107.000,-45.621163,-42.052923,-39.237130,-36.210738,-34.948749,-32.294873,-32.921010,-34.996385,-34.925973,-41.410815,-42.018736,-46.308651,-40.949364,-40.485532,-55.600569,-50.801489,-43.287165,-44.151158,-50.725921,-53.660478,-51.161624,-49.703123,-54.545867,-62.142120,-56.249729,-50.425316,-51.860587,-49.852602,-46.666863,-57.848346,-44.430794,-51.618417,-50.588186,-51.029126,-50.309316,-51.287326,-54.238103,-50.360589,-54.581695,-45.051507,-49.379893,-43.701415,-51.146880,-46.124459,-47.716312,-48.313642,-48.357015,-41.515858,-45.041008,-47.212439,-44.054691,-46.265534,-45.545693,-65.452192,-53.794463,-56.906493,-59.463557,-44.612199,-44.067471,-45.096452,-42.817206,-49.166403,-49.074559,-49.885317,-43.524381,-42.472304,-46.513561,-57.944816,-55.231423,-57.281548,-48.049153,-47.205568,-50.007644,-45.519625,-44.442189,-48.594095,-51.512219,-57.057459,-49.964808,-40.039432,-46.794767,-40.123562,-40.045481,-44.004543,-44.501828,-44.812695,-46.248831,-49.658133,-47.902806,-45.981310,-48.970208,-49.804048,-47.590406,-41.871829,-39.260967,-42.555485,-50.298832,-53.480598,-54.097892,-50.497267,-49.299575,-48.920979,-48.623900,-44.311719,-48.123292,-44.046560,-49.690170,-52.101189,-48.743371,-47.599019,-42.105563,-40.766625,-53.971299,-47.743287,-45.360981,-44.760388,-45.861720,-44.084799,-50.289981,-53.214656,-48.577016,-51.228770,-44.881677,-50.941083,-42.568306,-45.229152,-50.686029,-50.476080,-46.487912,-48.041667,-48.906098,-41.662530,-46.692943,-43.778528,-52.344994,-49.997903,-52.575243,-56.956111,-52.258263,-56.155723,-55.252557,-54.365340,-59.427569,-52.624760,-48.513855,-66.211965,-61.060256,-56.424627,-53.308308,-49.070662,-48.297671,-48.968992,-50.419012,-60.241284,-57.528169,-49.653371,-71.283749,-51.427626,-52.721603,-52.899637,-45.842704,-51.629343,-48.584869,-52.351945,-59.744144,-56.067788,-44.630755,-53.444633,-51.572574,-50.218438,-44.964709,-50.668156,-56.713663,-48.435359,-52.505016,-53.814920,-56.681373,-61.128529,-48.560197,-50.702639,-59.486481,-56.126363,-58.241446,0,Fileset 1: TS pulse compressed wideband pings T3
107.500,-45.506891,-41.896730,-39.184268,-36.446774,-35.428803,-32.705622,-32.957937,-34.678054,-35.042251,-41.087090,-41.820847,-46.246843,-41.178764,-40.578930,-58.527714,-51.770152,-42.999391,-43.831359,-50.126057,-52.700869,-49.896381,-49.304153,-54.926470,-62.378457,-57.309088,-51.664533,-50.757757,-48.954426,-46.457026,-59.832067,-44.810821,-50.963865,-51.586626,-50.777069,-51.057110,-50.015745,-53.073057,-50.614057,-55.123108,-44.840410,-49.537264,-43.766774,-52.676906,-46.801820,-48.251882,-48.841348,-48.678668,-42.401098,-45.732568,-48.055201,-44.424403,-46.652321,-45.803037,-70.513956,-54.590576,-54.802017,-62.220667,-44.842629,-43.964888,-45.241810,-43.043276,-48.642561,-49.288352,-49.841793,-43.750098,-42.458372,-46.028478,-58.126048,-57.064990,-57.206139,-48.742149,-47.567056,-49.990740,-45.186102,-44.731787,-48.118945,-51.354771,-58.032685,-49.885681,-40.353081,-46.880921,-40.122858,-40.095544,-44.657469,-44.595855,-45.009741,-46.211172,-50.426960,-47.943387,-45.797340,-50.214628,-49.028889,-47.645236,-42.000445,-39.291813,-42.229587,-51.587111,-52.188060,-54.072925,-50.769359,-50.105094,-48.842091,-48.516885,-43.394515,-48.667516,-43.943269,-49.125763,-52.805907,-47.695610,-46.224796,-43.194798,-41.180533,-55.649306,-48.100447,-45.497193,-44.984317,-46.066279,-44.947101,-50.424838,-52.379757,-49.597526,-51.122485,-44.751274,-54.556288,-42.264991,-45.338095,-50.424089,-50.296506,-46.143143,-46.925011,-48.042851,-41.399038,-44.949215,-44.204757,-51.592299,-50.289661,-52.443339,-57.346267,-51.987984,-53.573470,-52.906652,-52.336605,-59.024128,-51.513390,-48.987024,-62.354251,-63.309807,-54.088020,-51.971640,-49.469093,-48.254324,-48.916082,-49.767901,-59.586151,-59.453814,-48.844273,-75.110145,-52.117992,-53.417000,-52.547367,-45.579533,-51.338566,-48.315376,-52.712532,-59.990196,-56.221325,-44.911091,-52.657858,-51.639243,-50.100472,-45.065401,-51.931550,-58.321423,-48.166489,-52.565963,-54.252929,-57.795461,-60.096679,-48.909758,-50.859820,-57.737804,-56.489457,-59.074010,0,Fileset 1: TS pulse compressed wideband pings T3
108.000,-45.221611,-41.892277,-39.142254,-36.774011,-35.952872,-33.143762,-32.990139,-34.415780,-35.143260,-40.757612,-41.595406,-46.287426,-41.302214,-40.662008,-60.530691,-52.222041,-42.645305,-43.599096,-49.184802,-51.827944,-49.015565,-48.590913,-54.898145,-59.121481,-58.234515,-52.886037,-49.791058,-48.572120,-46.294377,-60.586057,-45.269692,-50.760669,-52.914358,-50.643871,-52.550655,-48.978957,-52.246317,-50.873296,-56.091282,-44.736075,-49.609021,-43.935643,-54.530481,-47.584829,-48.966779,-49.367632,-49.287569,-43.453200,-46.405759,-49.466270,-45.032195,-47.013764,-46.067529,-65.656812,-55.294067,-53.419502,-64.800266,-45.092740,-43.862722,-45.060477,-43.398994,-48.138892,-49.441047,-49.636087,-44.009985,-42.647702,-45.540521,-58.323958,-60.119629,-56.704473,-49.987297,-48.057088,-50.102076,-44.956343,-45.041431,-47.952230,-51.337436,-59.307418,-49.991079,-40.641926,-46.956308,-40.137645,-40.240959,-45.353229,-44.889744,-45.213499,-46.147493,-51.125251,-47.797800,-45.789419,-51.848107,-48.401331,-47.767557,-42.238650,-39.432409,-42.147232,-52.871767,-51.046175,-54.620152,-51.363601,-51.313224,-48.683639,-48.687608,-42.613589,-49.114762,-43.874855,-48.773145,-53.325218,-46.521544,-44.985684,-44.664791,-41.881230,-57.353696,-48.595056,-45.665464,-45.303255,-46.303555,-46.004840,-50.147968,-51.856945,-50.141276,-50.870356,-44.878188,-60.999382,-42.173762,-45.498444,-50.102490,-49.500736,-45.892968,-46.093080,-47.371541,-41.294749,-43.609575,-44.592596,-50.777885,-51.008668,-52.385445,-57.048929,-51.555695,-51.220810,-51.477167,-50.806746,-59.054451,-50.305432,-49.513265,-59.823978,-65.851967,-52.134144,-50.617499,-50.020156,-48.300786,-48.910470,-49.706373,-59.193797,-60.990374,-48.548035,-72.575027,-52.820308,-54.399811,-52.643755,-45.696378,-51.855058,-48.173384,-53.482300,-60.351189,-56.431106,-45.284026,-51.999231,-51.693778,-49.674249,-45.307947,-53.364601,-60.790661,-48.046811,-52.552316,-54.317540,-59.031088,-59.077877,-49.318723,-51.050464,-56.135116,-56.210098,-59.902660,0,Fileset 1: TS pulse compressed wideband pings T3
108.500,-44.663106,-41.973917,-39.050786,-37.095001,-36.396028,-33.531027,-32.964482,-34.131043,-35.136228,-40.393171,-41.332772,-46.342087,-41.256841,-40.667717,-59.640252,-51.968721,-42.213127,-43.387872,-47.842138,-51.122549,-48.480469,-47.533233,-54.150809,-55.519170,-59.062667,-53.832090,-48.906909,-48.523267,-46.081711,-58.118878,-45.612626,-50.740400,-54.370171,-50.602569,-54.614976,-48.286820,-51.829615,-50.993432,-57.212855,-44.604514,-49.400793,-44.201247,-56.480553,-48.180191,-49.648892,-49.747561,-50.063012,-44.641930,-46.788690,-51.217777,-45.591528,-47.055443,-46.457063,-63.409154,-55.143826,-52.207364,-64.523504,-45.259553,-43.738483,-44.553978,-43.796771,-47.735403,-49.568230,-49.106225,-44.145365,-42.806830,-44.905642,-58.720868,-62.145519,-55.270857,-51.717144,-48.548027,-50.089097,-44.716605,-45.246939,-47.964473,-51.489508,-61.790195,-50.298071,-40.806162,-46.984300,-40.081637,-40.401268,-46.059552,-45.245764,-45.379083,-45.864220,-51.558749,-47.187015,-45.750335,-53.674713,-47.835726,-47.862769,-42.442634,-39.466541,-42.131211,-54.004178,-50.071675,-55.504829,-52.021062,-52.759846,-48.320433,-49.136813,-41.940722,-49.239724,-43.750782,-48.583447,-53.371965,-45.485184,-43.763744,-46.533552,-42.715207,-57.899325,-49.074488,-45.643832,-45.603446,-46.600961,-47.146465,-49.279454,-51.402876,-50.072866,-50.594269,-45.116757,-78.220000,-42.145230,-45.510369,-49.768881,-49.075170,-45.571323,-45.320306,-46.887496,-41.201371,-42.705640,-44.866613,-49.882531,-52.076163,-52.445905,-57.078012,-50.944176,-49.420373,-50.378394,-49.191702,-59.614387,-48.962811,-49.709836,-58.270258,-67.214115,-50.711501,-49.807711,-50.607089,-48.479925,-48.949167,-50.092448,-58.894604,-63.297917,-48.758298,-68.448070,-53.126207,-55.618399,-53.183447,-46.076962,-53.180766,-48.037736,-54.544692,-60.649279,-56.565608,-45.717911,-51.408324,-51.695226,-49.635632,-45.565099,-54.692384,-64.091201,-48.019086,-52.600755,-53.757110,-60.107343,-58.035641,-49.730520,-51.394969,-54.617778,-55.131473,-60.813165,0,Fileset 1: TS pulse compressed wideband pings T3
109.000,-44.000940,-42.184229,-38.996439,-37.462941,-36.793723,-34.001278,-33.026247,-33.931661,-35.154899,-40.146391,-41.253852,-46.518993,-41.167269,-40.732606,-57.256668,-51.514839,-41.886362,-43.296896,-46.488405,-50.737295,-48.331113,-46.465180,-52.944570,-53.093586,-58.869753,-54.487562,-48.212915,-48.694067,-45.951522,-54.780721,-45.844081,-50.776162,-55.989231,-50.677710,-56.865534,-48.043566,-51.980001,-50.949537,-57.966423,-44.539414,-49.060507,-44.626225,-58.294513,-48.489184,-50.266078,-50.052323,-51.026832,-45.886112,-46.955266,-52.536837,-45.942275,-46.834190,-47.195495,-63.438471,-54.264531,-51.065123,-62.211746,-45.404822,-43.808585,-44.102662,-44.305293,-47.666195,-49.854270,-48.418961,-44.227265,-42.907826,-44.249017,-58.935185,-57.281622,-53.373451,-53.897924,-49.078104,-49.863258,-44.517248,-45.416602,-48.170905,-51.942176,-64.837284,-50.939832,-40.976900,-47.099489,-40.067581,-40.663313,-46.920884,-45.598308,-45.566152,-45.421490,-51.707526,-46.299572,-45.679780,-55.507743,-47.375491,-48.043848,-42.694948,-39.418558,-42.107381,-54.940968,-49.416425,-56.364814,-52.734856,-54.174175,-47.862732,-49.959331,-41.505676,-49.109555,-43.638469,-48.600319,-52.951463,-44.745325,-42.721462,-49.068221,-43.564077,-57.093567,-49.493312,-45.568878,-45.960420,-47.168876,-48.576388,-48.172173,-51.002253,-49.885674,-50.505965,-45.405603,-64.310512,-42.276949,-45.442320,-49.662076,-49.272770,-45.269109,-44.672865,-46.781076,-41.188190,-42.306013,-45.161410,-49.098433,-53.293792,-52.815288,-57.806564,-50.353308,-48.372826,-49.405450,-47.633656,-60.371909,-47.772832,-49.537282,-57.582924,-66.611385,-49.898211,-49.715075,-51.197010,-48.974169,-49.188415,-50.708588,-58.337785,-67.009741,-49.455937,-66.412704,-52.993589,-57.130714,-54.180434,-46.656363,-55.011236,-47.986551,-55.744590,-60.392084,-56.786618,-46.377921,-51.047218,-51.721102,-50.337414,-45.935748,-55.891296,-64.703029,-48.201413,-52.997525,-52.921971,-60.979665,-57.152861,-50.231208,-51.889915,-53.372986,-53.758839,-62.106852,0,Fileset 1: TS pulse compressed wideband pings T3
109.500,-43.221967,-42.236615,-38.789863,-37.668166,-36.898681,-34.343316,-32.965665,-33.576892,-34.984152,-39.760847,-41.206767,-46.613461,-40.864474,-40.680622,-54.939345,-51.083873,-41.527483,-43.084790,-45.193961,-50.388573,-48.315297,-45.396933,-51.474680,-51.638923,-57.082618,-54.752084,-47.570785,-48.649542,-45.775773,-52.062942,-45.685242,-50.463342,-57.663457,-50.512770,-58.761613,-47.952244,-52.202445,-50.532300,-57.548055,-44.293846,-48.553482,-44.932883,-59.110303,-48.244954,-50.529942,-50.051666,-51.834089,-46.539001,-46.886197,-52.307016,-45.798262,-46.284897,-47.951203,-66.722364,-53.171903,-49.955177,-59.740546,-45.192982,-43.901174,-43.677775,-44.622380,-47.809456,-50.135445,-47.579001,-44.139222,-42.816274,-43.475513,-57.816206,-52.602800,-51.416295,-55.952481,-49.422892,-49.264179,-44.078493,-45.285420,-48.216824,-52.494520,-63.783221,-51.738984,-41.062088,-47.044481,-39.928625,-40.825052,-47.719116,-45.571081,-45.511328,-44.755458,-51.342473,-45.172503,-45.309817,-56.827683,-46.722091,-48.048276,-42.746309,-39.102401,-41.801453,-55.413972,-48.858860,-56.413416,-53.250683,-54.802676,-47.199309,-50.802804,-41.163815,-48.679860,-43.384430,-48.511752,-51.979253,-44.033513,-41.727480,-51.832903,-43.882446,-55.765122,-49.466020,-45.374618,-46.158825,-47.816083,-50.291887,-46.877898,-50.334826,-49.671554,-50.316836,-45.433027,-59.529202,-42.375310,-45.092874,-49.508364,-49.347831,-44.820094,-43.922271,-46.822498,-41.045723,-42.083523,-45.371273,-48.215062,-53.874399,-53.212446,-58.205757,-49.588570,-47.659801,-48.348680,-46.155634,-60.127378,-46.659657,-48.931967,-57.282467,-65.485366,-49.329741,-49.879618,-51.424578,-49.528337,-49.414997,-50.945333,-57.199038,-66.721426,-49.995603,-65.824507,-52.560781,-58.611339,-55.286695,-47.037299,-55.967538,-47.812860,-56.580912,-58.964995,-56.962453,-47.157181,-50.761741,-51.467195,-50.987443,-46.329894,-56.936512,-61.129409,-48.456221,-53.631148,-51.927477,-61.216281,-56.257036,-50.566804,-51.958271,-52.262287,-52.398181,-63.553187,0,Fileset 1: TS pulse compressed wideband pings T3
110.000,-42.541729,-42.180241,-38.602002,-37.914492,-36.934869,-34.765438,-32.978222,-33.258131,-34.853225,-39.411689,-41.380380,-46.771385,-40.543285,-40.706179,-53.317760,-51.065636,-41.295182,-42.891859,-44.210448,-50.077599,-48.368470,-44.543713,-50.167123,-51.027363,-55.251547,-54.948672,-47.104918,-48.331049,-45.726696,-50.216601,-45.368875,-49.993674,-59.708945,-50.202876,-60.722679,-48.040162,-52.213763,-49.966342,-56.192304,-44.138938,-48.243188,-45.221424,-58.829739,-47.887573,-50.706124,-49.943208,-52.520220,-46.288853,-46.935175,-51.194865,-45.390414,-45.800660,-48.543577,-77.926721,-52.566156,-49.292676,-57.806204,-44.812883,-44.280838,-43.588958,-44.839940,-48.277526,-50.567942,-46.789033,-44.062238,-42.679536,-42.822747,-55.599684,-49.502706,-49.848460,-57.504041,-49.725570,-48.626965,-43.593473,-45.079060,-48.142007,-53.177524,-61.341997,-52.661314,-41.206445,-46.917478,-39.820492,-41.028099,-48.560903,-45.250995,-45.247649,-44.143648,-50.718841,-44.261979,-44.967710,-57.485776,-46.074333,-48.060680,-42.859089,-38.869261,-41.480875,-55.589938,-48.468395,-55.876095,-53.725468,-54.491592,-46.538883,-51.349094,-40.987687,-48.138374,-43.102438,-48.431770,-50.896836,-43.450736,-41.033241,-52.842701,-43.784691,-54.807137,-49.093972,-45.397907,-46.422894,-48.696642,-52.968835,-45.788631,-49.611849,-49.698069,-50.058662,-45.377631,-56.747227,-42.756314,-44.806781,-49.365148,-48.817184,-44.481234,-43.326221,-47.228555,-41.061931,-42.090654,-45.686717,-47.462771,-53.902593,-53.697589,-57.207522,-48.861036,-47.163511,-47.461887,-45.117183,-58.914778,-45.832257,-48.313078,-57.054314,-64.724588,-48.915403,-49.981407,-51.345791,-50.180277,-49.573622,-50.791918,-56.048192,-62.944144,-50.064585,-65.733233,-52.367076,-59.941143,-56.426267,-47.272902,-55.736680,-47.673577,-57.231151,-57.018264,-57.174388,-48.260059,-50.628642,-51.136525,-50.564822,-46.911864,-58.133889,-57.991680,-48.829353,-54.394549,-51.150028,-60.767912,-55.466190,-50.658614,-51.503728,-51.479467,-51.452459,-64.696161,0,Fileset 1: TS pulse compressed wideband pings T3
