Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,Variable_index,Variable_name
Ping_index,301,302,305,308,309,310,311,312,313,314,315,316,317,318,319,322,326,327,328,329,4095,4096,4097,4098,4099,4100,4101,4102,4103,4104,4105,4106,4107,4108,4109,4113,4114,4116,4117,4118,4119,4122,4123,4125,4126,4127,4128,4133,4134,4135,4281,4282,4283,4284,4285,4286,4287,4288,4289,4290,4291,4296,4298,4374,4375,4376,4381,4382,4383,4389,4390,4391,4396,4397,4398,4399,4400,4406,5598,5600,5601,5603,5604,5607,5608,5609,5610,5611,5612,5613,5618,5619,5620,5622,5623,5624,5626,5627,5628,5629,5631,5636,5637,7229,7233,7234,7237,7238,7242,7245,7246,7247,7248,7249,7251,7252,7253,7254,7255,7257,7258,7259,7260,7261,7262,7263,7264,7265,7269,7270,7271,7272,7273,7274,7280,7281,7282,7287,7288,7289,7291,7296,7299,7304,7305,7307,7309,8825,8826,8827,8828,8829,8833,8834,8835,8836,8837,8841,8842,8844,8851,8852,8858,8859,8860,8865,8867,8873,8874,8875,8928,8934,8935,8937,8941,8947,8948,8949,8950,8955,8956,8957,8958,
Ping_date,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-28,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,
Ping_time,23:48:49,23:48:49,23:48:50,23:48:51,23:48:51,23:48:51,23:48:51,23:48:51,23:48:52,23:48:52,23:48:52,23:48:52,23:48:52,23:48:53,23:48:53,23:48:53,23:48:54,23:48:54,23:48:55,23:48:55,00:01:29,00:01:29,00:01:29,00:01:29,00:01:30,00:01:30,00:01:30,00:01:30,00:01:30,00:01:31,00:01:31,00:01:31,00:01:31,00:01:31,00:01:32,00:01:32,00:01:33,00:01:33,00:01:33,00:01:33,00:01:34,00:01:34,00:01:34,00:01:35,00:01:35,00:01:35,00:01:35,00:01:36,00:01:37,00:01:37,00:02:06,00:02:06,00:02:06,00:02:07,00:02:07,00:02:07,00:02:07,00:02:07,00:02:08,00:02:08,00:02:08,00:02:09,00:02:09,00:02:25,00:02:25,00:02:25,00:02:26,00:02:26,00:02:26,00:02:28,00:02:28,00:02:28,00:02:29,00:02:29,00:02:29,00:02:30,00:02:30,00:02:31,00:06:30,00:06:30,00:06:30,00:06:31,00:06:31,00:06:31,00:06:32,00:06:32,00:06:32,00:06:32,00:06:32,00:06:33,00:06:34,00:06:34,00:06:34,00:06:34,00:06:35,00:06:35,00:06:35,00:06:35,00:06:36,00:06:36,00:06:36,00:06:37,00:06:37,00:11:56,00:11:57,00:11:57,00:11:58,00:11:58,00:11:59,00:11:59,00:12:00,00:12:00,00:12:00,00:12:00,00:12:01,00:12:01,00:12:01,00:12:01,00:12:01,00:12:02,00:12:02,00:12:02,00:12:02,00:12:03,00:12:03,00:12:03,00:12:03,00:12:03,00:12:04,00:12:04,00:12:05,00:12:05,00:12:05,00:12:05,00:12:06,00:12:07,00:12:07,00:12:08,00:12:08,00:12:08,00:12:09,00:12:10,00:12:10,00:12:11,00:12:11,00:12:12,00:12:12,00:17:16,00:17:16,00:17:16,00:17:16,00:17:16,00:17:17,00:17:17,00:17:18,00:17:18,00:17:18,00:17:19,00:17:19,00:17:19,00:17:21,00:17:21,00:17:22,00:17:22,00:17:23,00:17:24,00:17:24,00:17:25,00:17:25,00:17:26,00:17:36,00:17:37,00:17:38,00:17:38,00:17:39,00:17:40,00:17:40,00:17:40,00:17:41,00:17:42,00:17:42,00:17:42,00:17:42,
Ping_milliseconds,764.0,973.0,563.0,164.0,365.0,565.0,765.0,963.0,164.0,362.0,564.0,765.0,964.0,164.0,364.0,965.0,764.0,964.0,164.0,365.0,264.0,465.0,665.0,864.0,064.0,263.0,464.0,664.0,865.0,064.0,264.0,464.0,664.0,864.0,064.0,865.0,064.0,465.0,664.0,864.0,064.0,664.0,864.0,263.0,464.0,675.0,863.0,864.0,064.0,264.0,464.0,664.0,872.0,064.0,264.0,464.0,663.0,864.0,077.0,264.0,464.0,464.0,864.0,164.0,364.0,564.0,565.0,765.0,974.0,164.0,374.0,563.0,564.0,763.0,964.0,164.0,364.0,564.0,173.0,563.0,763.0,174.0,364.0,963.0,165.0,364.0,564.0,764.0,964.0,164.0,164.0,364.0,565.0,964.0,164.0,363.0,764.0,964.0,164.0,364.0,764.0,765.0,965.0,664.0,465.0,664.0,264.0,464.0,264.0,864.0,064.0,263.0,462.0,664.0,064.0,264.0,464.0,665.0,864.0,264.0,464.0,664.0,864.0,063.0,264.0,464.0,664.0,875.0,664.0,876.0,064.0,263.0,464.0,664.0,863.0,063.0,264.0,265.0,464.0,664.0,065.0,064.0,664.0,663.0,863.0,274.0,665.0,164.0,364.0,564.0,764.0,964.0,764.0,975.0,164.0,364.0,565.0,364.0,564.0,965.0,365.0,564.0,765.0,964.0,165.0,164.0,565.0,765.0,964.0,163.0,764.0,975.0,164.0,565.0,365.0,564.0,764.0,964.0,164.0,164.0,363.0,564.0,764.0,
Range,8.2758592000,8.2524480000,8.2524480000,8.4280320000,8.4631488000,8.4865600000,8.5216768000,8.5684992000,8.6036160000,8.6387328000,8.6621440000,8.6738496000,8.6621440000,8.6738496000,8.6855552000,8.7206720000,8.6738496000,8.6738496000,8.6855552000,8.7206720000,11.2490816000,11.2256704000,11.2139648000,11.2139648000,11.2373760000,11.2724928000,11.2959040000,11.2959040000,11.2959040000,11.2841984000,11.2841984000,11.2959040000,11.3076096000,11.3310208000,11.3544320000,11.4012544000,11.4246656000,11.4129600000,11.4129600000,11.4597824000,11.4597824000,11.5300160000,11.5183104000,11.5183104000,11.4831936000,11.4831936000,11.4948992000,11.6002496000,11.5534272000,11.5417216000,10.5701568000,10.5818624000,10.6052736000,10.6052736000,10.6169792000,10.6052736000,10.5701568000,10.5584512000,10.5467456000,10.5701568000,10.6052736000,10.6520960000,10.6872128000,10.8276800000,10.8276800000,10.8510912000,10.8627968000,10.8627968000,10.8745024000,10.9213248000,10.9330304000,10.9447360000,10.9915584000,10.9915584000,11.0032640000,11.0149696000,11.0266752000,11.0032640000,11.2256704000,11.2607872000,11.2959040000,11.3310208000,11.3544320000,11.4480768000,11.4831936000,11.4948992000,11.5183104000,11.5066048000,11.5066048000,11.5066048000,11.6587776000,11.6470720000,11.6353664000,11.6587776000,11.6938944000,11.7407168000,11.7875392000,11.7875392000,11.7875392000,11.7875392000,11.8343616000,11.8694784000,11.8694784000,10.7457408000,10.8627968000,10.8627968000,10.9096192000,10.9564416000,11.0852032000,11.0969088000,11.1086144000,11.1320256000,11.1554368000,11.1905536000,11.2607872000,11.2724928000,11.2841984000,11.2959040000,11.3076096000,11.3895488000,11.4129600000,11.4363712000,11.4714880000,11.4831936000,11.4597824000,11.4831936000,11.5417216000,11.6353664000,11.6119552000,11.6470720000,11.6704832000,11.7056000000,11.7173056000,11.7173056000,11.7290112000,11.7641280000,11.7875392000,11.7173056000,11.7290112000,11.7524224000,11.7758336000,11.7056000000,11.7290112000,11.7056000000,11.6938944000,11.7056000000,11.7056000000,11.9045952000,11.9514176000,11.9280064000,11.8928896000,11.8343616000,11.8811840000,11.9163008000,11.9280064000,11.9163008000,11.9163008000,11.9631232000,11.9514176000,11.9163008000,11.9748288000,11.9865344000,11.9280064000,11.9748288000,11.9748288000,11.9748288000,11.9045952000,11.8928896000,11.9397120000,11.9631232000,11.8460672000,11.9514176000,11.9397120000,11.8694784000,11.9631232000,11.9748288000,11.9631232000,11.9397120000,11.9045952000,11.9045952000,11.8811840000,11.8577728000,11.8343616000,
Depth,8.2662971485,8.2454465181,8.2439954262,8.4205179485,8.4583286215,8.4834840642,8.5183093967,8.5656251498,8.6018274799,8.6367975743,8.6576369833,8.6670297170,8.6547068069,8.6681955922,8.6821481194,8.7168397345,8.6660965132,8.6694078213,8.6802073456,8.7138915109,11.2357222484,11.2174348952,11.2044125237,11.2017756542,11.2255517859,11.2618867969,11.2845817525,11.2852451382,11.2876383057,11.2780616134,11.2810916770,11.2925340869,11.3008080237,11.3213965939,11.3482471462,11.3907928821,11.4230988761,11.3985636048,11.4026144342,11.4591437439,11.4533901243,11.5180702871,11.5175354024,11.5175680658,11.4817795483,11.4779980574,11.4855088564,11.5870962180,11.5456848405,11.5297897588,10.5610212777,10.5767243458,10.5991857219,10.5983579857,10.6098991334,10.5992992809,10.5657545598,10.5565364501,10.5460603498,10.5689294077,10.5999656636,10.6410817131,10.6776581230,10.8163923025,10.8175354982,10.8378007067,10.8552492717,10.8569712546,10.8672211105,10.9138080934,10.9269831274,10.9357843334,10.9803869296,10.9872390907,11.0009371331,11.0098532010,11.0135916444,11.0009082463,11.2134249080,11.2481054226,11.2908882694,11.3230101960,11.3464979753,11.4416846940,11.4744438566,11.4823272256,11.5060132025,11.4988026218,11.5053458065,11.5058733448,11.6461336100,11.6424753657,11.6339078853,11.6579256142,11.6907440880,11.7300447216,11.7724657152,11.7770218821,11.7836105758,11.7833602037,11.8194745900,11.8573835725,11.8564470578,10.7326101437,10.8495941833,10.8491994692,10.9028113112,10.9513649596,11.0784858093,11.0925577292,11.1069810307,11.1294382922,11.1500444151,11.1839006487,11.2570763584,11.2669613799,11.2788686864,11.2946182471,11.3074750844,11.3882705681,11.4112090264,11.4294179194,11.4612346515,11.4759121621,11.4572348176,11.4831236722,11.5407961262,11.6319295736,11.6077177860,11.6457409756,11.6695374250,11.7019945560,11.7089347485,11.7036552997,11.7281504618,11.7635760531,11.7838615784,11.7120170146,11.7268544184,11.7496331083,11.7619660115,11.7025040239,11.7166998163,11.7004623096,11.6882358491,11.6933555603,11.6913035205,11.8967445744,11.9413626017,11.9186754618,11.8873590296,11.8239811389,11.8710636357,11.9099940434,11.9226272739,11.9120490039,11.9067962011,11.9539179262,11.9426042829,11.9017285537,11.9646933405,11.9771047188,11.9201272940,11.9686330119,11.9634763524,11.9666676130,11.8918925142,11.8828064529,11.9367664419,11.9562876811,11.8330695033,11.9378412943,11.9272373170,11.8553206008,11.9488706477,11.9722395660,11.9577886397,11.9313957756,11.8911052682,11.8910234896,11.8742008237,11.8499261532,11.8231369080,
Region_name,"Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 2","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 3","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 4","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 5","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 7","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 10","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 12","Region 13","Region 13","Region 13","Region 13","Region 13","Region 13","Region 13","Region 13","Region 13","Region 13","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14","Region 14",
90.000,-45.525604,-46.717548,-42.208502,-42.364264,-37.859578,-36.340473,-37.939772,-41.168806,-42.320135,-44.330188,-46.193769,-42.365325,-44.012218,-43.427040,-41.348917,-45.711555,-48.568398,-50.203927,-47.087333,-52.418978,-54.521562,-59.273083,-52.326820,-49.250950,-54.836264,-55.179979,-57.963730,-53.972825,-56.187971,-53.227342,-54.033795,-55.850506,-54.526189,-57.885138,-53.481906,-58.097364,-62.524853,-58.554132,-62.847185,-66.917655,-62.658854,-49.278271,-57.913819,-57.522289,-56.001871,-54.654641,-67.474654,-46.845778,-63.653976,-56.990605,-47.755164,-65.783875,-50.077453,-52.831761,-56.503852,-59.275394,-61.318277,-51.680709,-49.793500,-66.333361,-57.577988,-53.914482,-49.083901,-55.007399,-54.328609,-54.915006,-60.853518,-60.041001,-51.051958,-57.603392,-59.141199,-63.415534,-50.374256,-50.777857,-58.430181,-52.975662,-57.529903,-57.533053,-58.539851,-53.129300,-52.555021,-52.746789,-57.446436,-53.143246,-52.572161,-60.307763,-50.948322,-50.361943,-55.561256,-53.549577,-57.521461,-55.158936,-52.829222,-56.357055,-46.549977,-43.759626,-48.554818,-47.483557,-49.819675,-55.514997,-48.121865,-52.322706,-50.130681,-51.108878,-53.951108,-58.915682,-64.610226,-51.843382,-51.171402,-50.515081,-55.492543,-48.575425,-47.840200,-46.834062,-45.184430,-50.970928,-43.571894,-68.958508,-60.568141,-44.390406,-56.146021,-52.536012,-44.502565,-47.750907,-55.716640,-64.958142,-46.936266,-45.175776,-47.844446,-54.172342,-51.478703,-53.260962,-68.916689,-50.569398,-56.959953,-50.148038,-56.634440,-53.806989,-50.627419,-50.172434,-46.479662,-52.235636,-58.785158,-56.138637,-53.933557,-61.478328,-57.821803,-52.303916,-47.346941,-49.367055,-58.585681,-52.330134,-50.862783,-59.046804,-51.347063,-48.916507,-54.165494,-58.940123,-55.471820,-50.412503,-53.711558,-50.977946,-61.536310,-58.463910,-59.225364,-51.206343,-60.078091,-60.090986,-56.386069,-48.368479,-60.395351,-51.081164,-55.450794,-54.512224,-55.896043,-47.035211,-55.852762,-57.555448,-48.329176,-51.974063,-57.487831,-48.944867,-54.123322,0,Fileset 1: TS pulse compressed wideband pings T3
90.500,-45.410208,-45.932452,-41.792237,-42.078911,-37.886461,-36.036445,-37.784341,-41.008846,-41.993719,-43.438696,-45.525639,-42.182337,-43.621358,-42.777074,-40.669967,-45.299366,-49.147596,-49.807966,-46.666199,-51.679680,-54.896326,-59.139988,-51.974750,-48.421865,-56.101024,-56.218231,-58.631086,-54.427471,-53.944869,-53.029863,-53.234006,-56.716594,-53.305808,-57.549906,-52.534196,-59.097422,-61.528047,-57.173952,-67.042105,-71.296086,-63.388054,-48.647909,-57.727232,-56.492298,-57.952891,-53.441903,-64.480309,-46.875291,-63.741301,-56.151301,-48.248391,-67.301520,-50.699291,-52.380191,-57.393110,-61.687947,-60.546029,-50.523576,-49.399137,-66.984635,-55.736529,-54.148157,-49.109275,-54.775735,-53.767548,-54.561575,-59.478638,-60.114120,-50.855531,-56.859573,-58.836402,-60.440903,-49.662009,-51.476440,-58.825369,-51.813139,-57.338458,-57.188351,-56.941464,-52.565750,-52.741341,-51.755241,-56.279531,-51.425161,-50.555566,-59.055561,-50.286149,-49.408148,-54.167602,-52.672279,-57.109769,-55.595383,-52.819275,-56.326149,-47.126931,-42.636763,-47.217900,-46.760596,-49.213458,-54.286791,-47.086605,-51.798545,-49.929827,-51.098236,-53.920773,-60.026021,-62.646333,-50.916741,-49.995729,-52.809109,-56.092796,-47.141046,-46.633023,-46.919967,-44.863021,-49.784924,-43.198975,-65.554529,-59.405672,-43.766631,-53.845294,-52.699502,-43.927411,-46.299586,-57.049346,-63.794903,-45.992694,-42.909693,-47.611290,-51.723561,-52.437892,-52.950775,-66.412848,-49.138809,-56.689357,-50.269182,-56.842553,-52.730720,-50.906149,-49.830580,-46.485790,-50.539985,-57.690293,-55.030913,-53.681949,-62.212294,-57.702176,-51.077806,-47.762041,-48.769701,-58.875605,-51.422245,-49.971888,-58.195095,-50.512948,-48.269221,-52.040217,-57.184693,-54.902112,-49.800464,-52.574804,-49.459220,-64.549754,-57.660688,-58.615263,-50.768453,-59.390955,-59.547726,-56.128292,-48.459206,-60.184519,-52.854299,-55.026406,-54.053913,-55.756194,-46.886133,-54.467211,-55.911787,-48.002717,-52.631290,-55.626568,-49.036744,-54.344740,0,Fileset 1: TS pulse compressed wideband pings T3
91.000,-45.206461,-45.279865,-41.359444,-41.587968,-37.583011,-35.905312,-37.564280,-40.922642,-41.879686,-42.680468,-44.888350,-42.011707,-43.170782,-41.999297,-40.213991,-44.562308,-49.509478,-49.642975,-46.146790,-51.212652,-55.442351,-59.423992,-51.707059,-48.013879,-59.335906,-57.575110,-58.866069,-54.133019,-52.295533,-53.027313,-52.894627,-57.372297,-52.111963,-57.176073,-52.256360,-61.090494,-59.828971,-55.696435,-80.495376,-67.801407,-63.866599,-48.122234,-58.256652,-55.649350,-60.924704,-52.280222,-61.824435,-47.060472,-60.522094,-55.735345,-49.221250,-66.830648,-51.141594,-52.655898,-57.584422,-60.269154,-59.924754,-49.758562,-49.331516,-65.914993,-53.680284,-53.769586,-49.187539,-54.509115,-53.067243,-54.322293,-57.826018,-60.806417,-50.710672,-56.193010,-59.208634,-58.659162,-48.778094,-51.999054,-58.629239,-50.671829,-57.452942,-56.557567,-55.921430,-51.998175,-52.630937,-51.138718,-55.094447,-50.051960,-49.032889,-58.525545,-49.893874,-48.907214,-52.781393,-52.025062,-57.037234,-56.123128,-52.794916,-55.908606,-48.140801,-41.872259,-46.132943,-46.271019,-48.865660,-53.131610,-46.467430,-51.647209,-50.142499,-51.422714,-53.489038,-61.119704,-61.387621,-50.232165,-48.921928,-55.545009,-56.568144,-46.115304,-45.628553,-47.350434,-44.532531,-48.820888,-42.872879,-62.644668,-57.319173,-43.427753,-51.603485,-53.242942,-43.565817,-44.899289,-58.755229,-60.777050,-45.199204,-41.468516,-47.548779,-50.015327,-52.978190,-52.203288,-64.283506,-47.964809,-56.382852,-49.977428,-56.641205,-51.709650,-51.266816,-50.000671,-46.515410,-49.501299,-57.092622,-54.509763,-53.629365,-61.986936,-57.626983,-50.310801,-47.716350,-48.184117,-58.794429,-50.456494,-49.341383,-57.667031,-50.031169,-47.588727,-50.467160,-55.289204,-54.592420,-49.190474,-51.637754,-48.486019,-68.552992,-56.707647,-58.231701,-50.403535,-59.114978,-58.692082,-55.682782,-49.421969,-58.621904,-53.923757,-54.482927,-53.925505,-55.531820,-46.972290,-53.215707,-54.237956,-48.060761,-53.266027,-53.710672,-48.759482,-54.057270,0,Fileset 1: TS pulse compressed wideband pings T3
