Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,Variable_index,Variable_name
189.500,-40.491280,-48.411206,-50.740395,-37.885860,-46.128521,-36.631945,-40.392374,-42.693074,-51.244257,-48.749508,-39.937868,-46.424961,-54.609410,-45.250608,-37.925905,-39.204583,-45.798672,-52.989933,-51.060100,-65.759168,-56.538995,-49.440647,-56.373475,-52.899975,-51.217003,-49.728167,-59.285586,-79.662547,-58.867206,-47.985377,-50.954798,-61.818343,-58.503941,-56.800460,-53.995920,-50.979870,-51.560786,-55.813944,-46.776034,-47.323907,-53.786968,-46.901366,-50.326384,-47.222123,-57.177722,-59.866217,-46.754607,-45.769446,-40.518040,-43.730262,-51.786382,-46.401627,-71.701740,-51.739753,-49.536386,-55.677378,-49.889484,-51.010171,-50.710210,-48.329388,-62.010032,-41.242399,-40.559439,-45.412128,-48.405486,-55.566103,-52.991994,-53.052771,-50.758726,-44.063904,-48.307852,-48.994647,-55.315571,-42.374746,-46.321336,-58.825057,-55.172846,-49.063565,-48.322283,-54.463891,-53.592414,-48.594016,-46.936823,-48.402526,-45.979279,-52.667875,-53.557707,-39.720874,-44.918409,-46.367959,-43.634883,-53.024958,-46.218877,-44.608722,-56.897106,-48.379497,-42.919607,-54.968254,-58.610906,-54.854867,-53.409518,-42.356923,-58.469326,-54.976413,-54.883385,-53.430473,-54.234782,-50.730490,-55.534617,-49.122787,-45.244592,-58.748430,-52.728727,-54.924403,-41.869747,-44.106099,-66.965638,-43.906373,-49.302025,-49.395485,-56.168162,-47.048576,-49.704205,-41.637584,-54.559849,-54.891480,-48.797469,-41.209799,-54.055627,-44.958756,-48.349770,-40.245957,-55.639538,-42.943558,-50.028231,-51.166442,-58.190116,-52.547425,-48.240514,-53.274111,-68.976665,-57.644973,-67.309218,-58.136173,-65.068915,-47.100172,-54.723963,-55.127737,-49.421367,-57.110109,-49.377299,-55.418681,-47.366420,-56.090264,-50.237244,-66.615126,-55.489142,-50.387358,-51.925150,-66.689819,-45.312821,-47.369177,-59.646830,-48.355951,-51.725796,-57.648616,-43.219374,-45.873799,-51.536983,-56.187343,-65.525168,-58.527669,-59.704595,-50.895482,-51.109655,-44.410755,-55.101946,-47.991782,-53.691003,-52.143899,-52.519054,-52.095348,-46.684261,0,Fileset 1: TS pulse compressed wideband pings T2
190.000,-40.797109,-49.200576,-51.062648,-37.412751,-45.896098,-36.234274,-39.764340,-42.484736,-53.060549,-47.490377,-40.361075,-45.163924,-53.359013,-44.388074,-37.735822,-39.576782,-44.121148,-54.867763,-52.455097,-58.335421,-55.993353,-48.188730,-56.085039,-52.126292,-51.448509,-50.301198,-62.562268,-74.153959,-55.841393,-49.682834,-48.990050,-62.149403,-64.957905,-55.613831,-53.252004,-53.787072,-50.835776,-56.473308,-46.428083,-47.671513,-49.600324,-45.438348,-53.562954,-47.546024,-57.166322,-57.453175,-43.802706,-46.025217,-41.396377,-40.517931,-49.949255,-47.689184,-63.196962,-52.478838,-50.003835,-67.537738,-49.722923,-51.878762,-50.587873,-47.186276,-63.041391,-42.038856,-40.179308,-45.401351,-47.255516,-55.774014,-54.999011,-51.937200,-52.061126,-43.699386,-48.820270,-50.785027,-52.502503,-40.904995,-46.974514,-57.772733,-59.416181,-49.836806,-48.747092,-54.201834,-52.805208,-47.625847,-46.392461,-47.510491,-44.381906,-53.390296,-56.856833,-39.259840,-45.481127,-45.386452,-44.408063,-51.988792,-45.926838,-46.591843,-57.408213,-48.264781,-42.301202,-53.063644,-59.580556,-52.116638,-54.027046,-41.557124,-57.790026,-58.341330,-54.491863,-54.393750,-54.987753,-51.162404,-57.612571,-50.401116,-45.080817,-55.972498,-55.307940,-55.910699,-41.540748,-43.973070,-65.069039,-43.505175,-48.985498,-48.652037,-53.771016,-46.729947,-48.892898,-40.525438,-48.857831,-56.263454,-48.693685,-42.548041,-52.009162,-43.666770,-46.442193,-39.658377,-51.610347,-41.049056,-51.289116,-50.529123,-56.651451,-52.381844,-48.327328,-51.496109,-64.757821,-56.384627,-62.979952,-58.252867,-62.909452,-47.298074,-52.816070,-58.099183,-48.577048,-55.229163,-47.605431,-55.378935,-47.472228,-52.584431,-47.758445,-64.741208,-54.200143,-50.996095,-51.508869,-72.976582,-46.067793,-47.466460,-57.863123,-48.758671,-53.410203,-57.229329,-42.141326,-45.387177,-52.127530,-57.706617,-60.460769,-62.124833,-58.860687,-50.988024,-51.232971,-43.407453,-54.326411,-47.733983,-53.486657,-52.446716,-52.737790,-51.434621,-46.868089,0,Fileset 1: TS pulse compressed wideband pings T2
190.500,-41.165424,-50.514844,-52.694758,-37.105965,-45.900841,-35.897038,-39.386746,-42.237167,-55.204462,-46.927792,-41.027212,-44.410183,-53.953828,-43.552628,-37.456821,-40.505316,-42.586450,-58.781747,-54.406058,-54.067765,-55.623109,-47.276431,-54.863175,-52.015635,-51.924685,-50.819230,-58.051693,-70.018552,-52.851723,-51.858346,-47.408610,-62.876020,-71.881788,-55.280070,-53.226077,-56.448897,-49.639443,-57.542888,-46.607288,-47.764185,-46.929057,-44.376118,-54.015201,-48.023009,-57.653051,-56.124695,-41.321864,-46.262300,-42.836240,-38.798196,-48.904363,-49.019240,-58.440181,-53.157000,-51.615942,-63.322387,-49.653089,-52.880778,-50.789318,-46.360233,-64.461511,-42.510388,-40.221223,-45.424204,-46.511799,-55.336950,-57.153070,-51.212321,-55.434422,-43.478968,-49.321856,-53.832646,-50.097443,-40.001320,-48.180520,-57.958378,-71.733059,-50.490854,-49.710467,-53.984488,-52.089535,-46.692837,-46.160156,-47.304401,-43.323265,-53.988644,-59.429710,-39.017151,-46.068182,-44.561935,-46.014486,-50.398179,-45.712857,-49.512608,-57.749641,-48.073224,-41.247584,-51.882396,-61.651864,-49.685995,-54.108722,-41.022070,-56.392226,-62.393975,-53.672447,-55.214943,-55.923818,-51.638073,-59.289942,-50.798769,-45.502598,-54.385549,-59.751250,-57.234041,-41.553200,-43.608100,-63.426674,-43.310660,-49.322407,-48.302543,-52.808582,-46.736340,-48.391856,-39.701094,-45.978586,-57.989203,-48.380818,-43.674738,-50.432592,-42.417998,-44.955560,-39.404809,-48.137485,-39.499829,-52.392270,-50.416070,-55.843461,-51.601145,-48.411695,-50.336848,-62.782260,-55.972477,-60.178327,-57.487163,-60.207493,-47.550938,-50.875395,-59.905172,-47.713611,-53.354168,-46.558585,-55.038003,-47.952789,-50.129384,-46.124573,-62.047969,-51.608410,-51.991421,-51.140490,-62.664666,-47.099628,-48.206209,-56.019171,-49.425215,-55.498128,-56.827305,-41.382770,-45.129161,-53.341889,-63.678286,-57.004779,-68.979416,-57.692641,-51.263360,-51.410840,-42.822800,-53.386114,-47.505950,-53.700462,-53.077442,-52.827239,-51.262530,-47.278178,0,Fileset 1: TS pulse compressed wideband pings T2
191.000,-41.546364,-52.124814,-55.979319,-36.922147,-45.894162,-35.645380,-39.191947,-42.002117,-57.023626,-46.863185,-41.739918,-44.075804,-56.798114,-42.675006,-37.133418,-41.907688,-41.331320,-65.136175,-55.821360,-51.306066,-55.649770,-46.837693,-53.261830,-52.437734,-52.572859,-51.404120,-53.202230,-67.864056,-50.539626,-53.979593,-46.463014,-62.942520,-64.260249,-55.336450,-53.876268,-57.198733,-48.248931,-58.898782,-47.308870,-47.147876,-45.272698,-43.709357,-51.871323,-48.435149,-57.715955,-57.530781,-39.308761,-46.557216,-44.953662,-38.080421,-48.900280,-50.398869,-56.534630,-53.392129,-54.803306,-60.007666,-49.473457,-53.483019,-51.296012,-45.950372,-70.212279,-42.451651,-40.689563,-45.498162,-46.143021,-54.551187,-58.840812,-50.939705,-63.259482,-43.463053,-49.683268,-58.840657,-48.050078,-39.535224,-49.672661,-59.489428,-61.342625,-50.797457,-51.276876,-53.805254,-51.587832,-45.897380,-46.231819,-47.618609,-42.694813,-54.472125,-60.818764,-38.959493,-46.067601,-43.929652,-48.826432,-48.700015,-45.549966,-53.136773,-55.245373,-47.414707,-40.039806,-51.534633,-64.806813,-47.474350,-53.294211,-40.763190,-54.058305,-65.998029,-52.392586,-55.408204,-56.981746,-51.485645,-58.523449,-49.956682,-46.292508,-53.661891,-68.554101,-58.422630,-41.977896,-43.235205,-61.400366,-43.265066,-50.377410,-48.851855,-52.441926,-46.994585,-48.783565,-39.232607,-44.542528,-59.588897,-47.665270,-43.986710,-48.922948,-41.546861,-43.813731,-39.499141,-45.738994,-38.388403,-51.842919,-50.615901,-56.276000,-50.431114,-48.465280,-49.787457,-61.272909,-56.066867,-58.090258,-56.520292,-57.890828,-47.661016,-49.163808,-60.194227,-47.039948,-51.055798,-46.086164,-54.002720,-48.944299,-48.499737,-45.093326,-58.596107,-49.882278,-53.213503,-50.743493,-56.182106,-48.197081,-49.013967,-54.474415,-50.469403,-57.997713,-56.515192,-40.932701,-45.089578,-55.592774,-64.742939,-54.546049,-67.021135,-56.436722,-51.624271,-51.563183,-42.604242,-52.540357,-47.320118,-54.144309,-53.863369,-52.585142,-51.692722,-47.924987,0,Fileset 1: TS pulse compressed wideband pings T2
191.500,-41.917541,-53.306594,-59.231017,-36.872697,-45.721388,-35.513525,-39.199475,-41.843221,-57.534473,-47.032131,-42.351635,-43.918569,-63.039714,-41.820900,-36.877581,-43.668684,-40.458353,-60.846080,-55.041291,-49.494335,-56.028035,-46.884562,-51.954211,-53.263252,-53.213907,-52.165267,-50.026138,-66.666519,-49.036935,-55.321105,-46.080967,-61.616576,-60.964389,-55.091341,-55.037443,-57.507775,-47.123287,-60.357002,-48.474073,-46.102164,-44.422783,-43.481017,-50.083185,-48.588376,-57.219808,-63.374092,-37.845966,-46.821620,-48.194847,-38.033130,-49.605183,-51.933319,-56.276748,-53.173871,-60.375871,-61.302085,-49.071437,-53.497194,-51.935125,-45.982395,-78.730137,-42.167204,-41.595036,-45.654401,-46.136473,-53.775891,-60.062066,-51.120404,-69.643830,-43.731382,-49.943419,-68.954858,-46.407751,-39.377967,-51.226059,-61.814117,-55.425605,-50.880818,-53.344582,-53.675910,-51.450286,-45.259020,-46.550470,-48.114039,-42.356592,-55.006580,-61.626195,-39.099013,-45.261641,-43.550133,-53.479271,-47.263280,-45.361207,-55.879903,-51.558501,-46.314874,-39.073660,-51.919421,-67.518897,-45.595190,-51.999579,-40.807349,-51.657901,-66.889423,-50.906101,-54.994297,-57.969342,-50.594386,-57.487438,-48.890107,-47.264451,-53.404304,-62.295126,-58.612520,-42.781745,-43.094109,-59.148944,-43.330404,-52.178972,-50.499235,-51.770037,-47.474269,-50.501676,-39.113455,-43.848512,-60.992157,-46.828858,-44.264043,-47.359571,-41.153089,-42.972066,-40.006537,-44.162657,-37.849636,-50.255514,-51.010411,-58.134724,-49.519840,-48.541616,-49.725341,-60.416786,-56.250732,-55.945452,-55.875725,-55.899349,-47.800035,-48.089096,-60.936470,-46.676690,-48.663235,-46.043351,-52.616706,-50.619829,-47.367681,-44.357030,-55.598441,-49.299715,-54.632798,-50.390907,-52.688418,-49.025553,-49.330640,-53.206971,-51.982676,-60.866748,-56.264980,-40.858239,-45.283974,-59.072406,-55.794259,-52.710437,-62.368654,-55.510275,-51.981120,-51.639917,-42.684278,-52.076571,-47.178609,-54.576725,-54.745453,-52.036487,-52.653040,-48.748233,0,Fileset 1: TS pulse compressed wideband pings T2
192.000,-42.217216,-53.019218,-56.303921,-36.866604,-45.336324,-35.510748,-39.433298,-41.854361,-56.625668,-47.178645,-42.741261,-43.566242,-68.999481,-41.082032,-36.746058,-45.598914,-39.935197,-56.125578,-53.071706,-48.295332,-56.433747,-47.324220,-51.128415,-54.184938,-53.574291,-53.097299,-47.963520,-65.563556,-48.231458,-55.615191,-46.183007,-60.020061,-59.866071,-54.260158,-56.565579,-58.553875,-46.491177,-61.406372,-49.840082,-45.143930,-44.216830,-43.614024,-49.291857,-48.504103,-56.725403,-69.347209,-36.879102,-46.875632,-54.157767,-38.461207,-50.425090,-53.184588,-56.876422,-52.903562,-70.201373,-65.555181,-48.556768,-53.089694,-52.430748,-46.497174,-65.585034,-41.935992,-42.761067,-45.917791,-46.487295,-53.090152,-61.481187,-51.874966,-59.110850,-44.351477,-50.255686,-70.154239,-45.114693,-39.437326,-52.716344,-62.591185,-52.843891,-50.906606,-55.727424,-53.514806,-51.865199,-44.738920,-47.092506,-48.481174,-42.276774,-55.484465,-62.449997,-39.422564,-44.134038,-43.480183,-61.840798,-46.248805,-45.088945,-55.200476,-48.761586,-45.019073,-38.381356,-52.704248,-68.607674,-44.175589,-50.703222,-41.100141,-49.702188,-64.639315,-49.579064,-54.445108,-58.623829,-49.438256,-57.524807,-48.343447,-48.375915,-53.234041,-56.805119,-57.760053,-43.920047,-43.261313,-57.090015,-43.520371,-54.724448,-53.471677,-50.571159,-48.183280,-53.570151,-39.225742,-43.507817,-62.733048,-46.270367,-45.304162,-45.867659,-41.170622,-42.420814,-40.991986,-43.161288,-37.755843,-48.991196,-51.644281,-61.827709,-49.051604,-48.751511,-50.045390,-60.195323,-56.405328,-53.715573,-55.588668,-54.188427,-48.213044,-47.681055,-63.515963,-46.613041,-46.537451,-46.361796,-51.352918,-53.209840,-46.558576,-43.695529,-53.642121,-49.699723,-56.280793,-50.182459,-50.722033,-49.316343,-49.109684,-52.186330,-53.865180,-64.185212,-55.905004,-41.082496,-45.735125,-61.203852,-52.005489,-51.324517,-59.767534,-55.076271,-52.228942,-51.669238,-43.045285,-52.135324,-47.032537,-54.841749,-55.597049,-51.357281,-53.924761,-49.650287,0,Fileset 1: TS pulse compressed wideband pings T2
192.500,-42.367983,-51.513305,-52.537255,-36.890524,-44.880173,-35.702992,-39.898343,-42.128242,-55.044114,-47.227685,-42.937372,-42.902093,-60.415731,-40.568381,-36.763809,-47.568766,-39.729043,-53.690063,-51.131591,-47.498060,-56.232427,-47.979321,-50.762156,-54.823203,-53.541364,-54.073500,-46.629784,-63.764936,-47.904324,-55.341567,-46.744424,-58.837695,-60.032600,-53.232903,-58.576656,-59.215922,-46.386483,-61.658290,-51.195806,-44.610036,-44.561727,-44.145690,-49.583373,-48.378578,-55.835157,-59.938581,-36.321409,-46.757875,-73.677398,-39.255444,-50.854276,-53.610780,-57.521860,-52.852018,-65.409636,-71.634491,-48.100412,-52.305689,-52.488753,-47.592704,-61.384273,-41.949326,-43.969131,-46.212646,-47.102874,-52.294736,-63.630424,-53.407942,-55.691706,-45.366364,-50.753306,-61.531430,-44.077964,-39.692573,-53.923354,-61.109744,-51.689508,-50.901965,-58.183629,-53.175132,-52.974291,-44.240241,-47.843485,-48.575942,-42.472772,-55.671102,-63.643605,-39.919157,-43.228794,-43.745506,-72.248000,-45.764613,-44.792094,-53.336332,-46.975820,-43.835415,-37.913118,-53.648512,-67.203263,-43.304284,-49.657608,-41.629138,-48.229506,-62.243823,-48.567897,-54.016148,-58.799767,-48.392259,-58.532916,-48.471730,-49.718714,-52.963594,-54.192539,-56.416610,-45.386637,-43.698771,-55.459628,-43.868135,-57.353784,-57.424089,-49.267005,-49.278189,-56.625613,-39.516788,-43.431812,-65.721638,-46.206196,-47.116507,-44.653746,-41.556056,-42.187191,-42.520603,-42.569362,-37.977957,-48.473437,-52.626688,-68.432272,-48.883939,-49.202172,-50.657992,-59.495036,-56.664166,-51.691965,-55.553606,-52.968595,-49.023992,-47.754525,-70.645461,-46.799143,-44.805923,-47.028117,-50.338251,-56.845465,-46.009201,-43.060011,-52.706828,-50.904916,-57.943655,-50.137395,-49.500078,-49.142790,-48.735446,-51.452773,-55.851553,-68.764933,-55.184445,-41.587634,-46.371726,-59.371694,-50.468038,-50.228117,-57.534549,-55.000335,-52.194597,-51.612982,-43.717367,-52.727463,-46.782735,-54.886888,-56.371205,-50.774910,-55.203775,-50.464630,0,Fileset 1: TS pulse compressed wideband pings T2
193.000,-42.347365,-49.733102,-49.993114,-36.878554,-44.395307,-35.990083,-40.377965,-42.533300,-53.000614,-47.091442,-42.896380,-41.971937,-55.904296,-40.215378,-36.777961,-49.344047,-39.727763,-52.327984,-49.375048,-46.897664,-55.204727,-48.608815,-50.755420,-54.799185,-53.210896,-54.760044,-45.805972,-61.101633,-47.823801,-54.989583,-47.603634,-57.734374,-60.887326,-52.264251,-61.160126,-57.626921,-46.582726,-61.069537,-52.360397,-44.409251,-45.272827,-45.128055,-50.758261,-48.204631,-53.802059,-56.208851,-36.005565,-46.666449,-52.970660,-40.514032,-50.864905,-53.573783,-57.453405,-52.927557,-59.654317,-72.256957,-47.664675,-50.957045,-51.758251,-49.163825,-59.278257,-42.168144,-44.880888,-46.499271,-47.901924,-51.296195,-65.432486,-55.667251,-54.274431,-46.735759,-51.393004,-57.456227,-43.179303,-39.996829,-54.127322,-59.415490,-51.261724,-50.597359,-60.419302,-52.580499,-54.700295,-43.647645,-48.772677,-48.382534,-42.940309,-55.424272,-65.641682,-40.506763,-42.588605,-44.081379,-61.047814,-45.711347,-44.405025,-52.062218,-45.787347,-42.841234,-37.583336,-54.592115,-62.184058,-42.857844,-48.976827,-42.419146,-47.141954,-60.680150,-47.974281,-53.712570,-58.416817,-47.467209,-59.930109,-49.105464,-51.169144,-52.417449,-52.745937,-54.855364,-47.109510,-44.239300,-54.153078,-44.120581,-57.280494,-57.527603,-48.115660,-50.883492,-55.748999,-39.839388,-43.460837,-71.256980,-46.483375,-48.638785,-43.656193,-42.138286,-42.074056,-44.391744,-42.165697,-38.437323,-48.500697,-53.712562,-70.759417,-48.616561,-49.783629,-51.277121,-57.623592,-56.926214,-49.970892,-55.561802,-52.248558,-50.259268,-48.179937,-71.311000,-47.158578,-43.391678,-47.961697,-49.499543,-60.212982,-45.597202,-42.418745,-52.472001,-52.829190,-59.032348,-50.139041,-48.599097,-48.841960,-48.490567,-50.980691,-57.357018,-73.899730,-54.002354,-42.327045,-47.077733,-57.581767,-50.222700,-49.305958,-55.281574,-55.046179,-51.833853,-51.511360,-44.560520,-53.620341,-46.306683,-54.843795,-57.010451,-50.318592,-56.183198,-51.073280,0,Fileset 1: TS pulse compressed wideband pings T2
193.500,-42.336900,-48.275062,-48.409384,-36.967600,-44.166867,-36.595097,-40.942457,-43.223392,-51.014577,-47.135786,-42.890940,-41.155056,-53.310431,-40.176550,-36.982475,-51.042877,-40.019906,-51.713677,-48.046185,-46.603772,-53.991791,-49.290421,-51.281530,-54.151565,-52.958529,-54.886556,-45.570181,-58.213035,-48.097617,-55.064917,-48.967995,-56.621563,-62.117527,-51.618935,-63.988153,-54.988545,-47.288426,-60.039500,-53.452832,-44.750512,-46.489235,-46.828871,-52.886523,-48.367347,-51.247033,-54.417187,-36.024355,-46.988654,-47.269039,-42.696125,-50.879582,-54.063510,-56.785484,-53.134064,-56.382589,-67.924640,-47.499979,-49.502455,-50.670470,-51.516991,-58.160206,-42.586931,-45.428511,-46.972844,-49.057807,-50.286990,-63.975372,-57.464553,-54.142206,-48.667257,-52.353808,-54.789009,-42.525225,-40.557496,-53.305261,-58.383434,-51.320369,-50.165495,-61.736386,-51.900440,-57.082917,-43.171405,-50.107442,-48.296875,-43.906740,-54.915816,-69.620824,-41.410683,-42.485823,-44.617201,-57.976896,-46.299435,-44.279437,-51.803863,-45.189970,-42.184893,-37.419490,-55.618670,-57.603196,-43.028757,-48.813540,-43.764259,-46.522345,-60.089080,-48.013364,-53.533816,-57.917558,-46.907045,-61.153908,-50.495056,-52.882245,-51.934247,-51.981977,-53.593618,-49.478330,-45.143836,-53.325254,-44.381230,-54.767232,-54.210193,-47.502620,-53.479240,-53.164440,-40.330974,-43.808613,-78.460793,-47.310288,-49.139452,-43.050804,-43.235748,-42.310603,-46.479183,-42.021273,-39.305440,-49.235322,-54.818111,-64.742518,-48.296292,-50.767548,-51.955778,-55.536559,-57.360363,-48.719527,-55.778745,-52.196888,-52.074265,-49.100009,-61.270633,-47.914815,-42.432604,-49.439251,-48.968545,-59.126872,-45.511702,-42.116005,-52.988009,-55.798379,-59.213865,-50.300480,-47.958414,-48.988557,-48.699307,-50.991854,-58.170000,-69.630893,-52.786991,-43.418898,-47.974567,-56.949711,-50.972465,-48.662054,-53.346127,-55.136067,-51.343255,-51.575604,-45.823566,-54.810034,-45.827205,-55.041553,-57.588671,-50.230373,-56.993841,-51.634509,0,Fileset 1: TS pulse compressed wideband pings T2
194.000,-42.178615,-46.971620,-47.337291,-36.988907,-44.072071,-37.328651,-41.256003,-43.885868,-49.210143,-47.291890,-42.824378,-40.487936,-51.435196,-40.223089,-37.197683,-52.370816,-40.363290,-51.372396,-46.959900,-46.424995,-52.921477,-49.791387,-52.199448,-52.949128,-52.735021,-54.050786,-45.650381,-55.375804,-48.484079,-55.428623,-50.585456,-55.268441,-62.894819,-51.194620,-64.070034,-52.477671,-48.317923,-58.805959,-54.315975,-45.332183,-47.989576,-49.299870,-54.778857,-48.782054,-48.581537,-53.203249,-36.172028,-47.751428,-43.924550,-45.955576,-50.775087,-55.154868,-55.456374,-52.932921,-54.405835,-63.405688,-47.436566,-48.079910,-49.390194,-54.507043,-57.262086,-42.916957,-45.452566,-47.449460,-50.351875,-49.147663,-61.059724,-55.753442,-54.625182,-50.794136,-53.321731,-52.751214,-41.928712,-41.189288,-51.895183,-57.881073,-51.442334,-49.493342,-61.223971,-50.979414,-59.128848,-42.634882,-51.511694,-48.253109,-45.113648,-54.122394,-77.826419,-42.519379,-42.696002,-45.082359,-57.252192,-47.325235,-44.308386,-52.177655,-44.861778,-41.672327,-37.241548,-56.324201,-54.177906,-43.580321,-48.895535,-45.733715,-46.129284,-60.180176,-48.491259,-53.050016,-57.453281,-46.533544,-61.222587,-52.704419,-54.390588,-51.487203,-51.375641,-52.678637,-52.556256,-46.419213,-52.769285,-44.379921,-52.116025,-51.591014,-47.107825,-57.373115,-50.996754,-40.806897,-44.242077,-70.831157,-48.431591,-49.109356,-42.583348,-44.766112,-42.723272,-47.680454,-41.890299,-40.586375,-50.432635,-55.306899,-60.949204,-47.826437,-51.993849,-52.291032,-53.598714,-57.734584,-47.760411,-55.954604,-52.460036,-54.148742,-50.421982,-56.398405,-48.998981,-41.701005,-51.279191,-48.502699,-56.311223,-45.510295,-42.063237,-53.955287,-59.907766,-58.305229,-50.354965,-47.302481,-49.662582,-49.121728,-51.257082,-58.108474,-65.039814,-51.583378,-44.722018,-48.778457,-56.415035,-51.833105,-48.052877,-51.676217,-54.851111,-50.565119,-51.604242,-47.319339,-55.818607,-45.204871,-55.359156,-57.901841,-50.342239,-57.391987,-51.914486,0,Fileset 1: TS pulse compressed wideband pings T2
194.500,-42.113509,-45.911338,-46.765967,-37.034750,-44.169950,-38.176999,-41.260629,-44.430512,-47.788028,-47.635968,-42.798951,-40.188343,-49.812907,-40.349370,-37.505892,-53.220036,-40.808309,-51.304041,-46.227486,-46.502649,-52.507311,-50.316132,-53.699270,-51.732516,-52.640447,-52.721847,-46.175721,-53.063917,-49.162261,-56.115321,-52.411287,-53.868900,-62.887504,-51.203511,-61.635499,-50.504548,-49.695828,-57.836327,-55.012961,-45.976832,-49.752680,-52.777961,-54.295899,-49.499421,-46.135996,-52.331041,-36.565452,-49.237856,-41.696208,-49.965251,-50.696161,-56.630125,-53.554575,-52.120473,-53.763529,-60.155370,-47.569077,-46.943787,-48.151492,-57.911978,-56.456393,-43.310108,-45.263447,-48.178304,-51.952633,-48.251084,-59.092366,-52.828301,-54.934093,-52.440216,-54.222241,-51.339678,-41.568471,-41.935599,-50.613076,-58.242824,-51.552705,-48.717338,-60.118171,-50.091694,-59.630655,-42.230675,-52.689819,-48.384914,-46.561037,-53.534505,-73.373021,-44.082489,-43.181146,-45.461652,-58.762932,-48.648117,-44.555103,-52.848382,-44.747242,-41.366748,-37.222345,-56.506477,-51.657024,-44.497266,-49.169307,-48.944814,-46.105225,-61.012861,-49.694014,-52.302213,-57.291303,-46.414235,-60.157276,-56.476970,-55.283603,-51.211863,-50.820908,-52.231528,-56.802629,-48.480445,-52.573387,-44.163486,-49.903133,-49.855302,-46.645515,-63.578088,-49.319502,-41.339972,-44.691212,-66.789162,-49.727070,-49.396856,-42.232031,-46.793861,-43.342678,-47.299471,-41.832152,-42.678410,-52.034245,-55.183196,-57.973367,-47.457274,-53.537574,-52.182743,-51.847153,-58.118492,-47.304009,-56.065732,-52.873600,-56.322799,-52.492425,-53.472912,-50.756125,-41.288053,-53.365197,-48.273342,-54.584647,-45.657102,-42.427531,-55.419890,-65.900365,-56.986439,-50.432688,-46.965181,-51.276797,-49.732785,-51.795385,-57.532612,-62.231762,-50.687599,-46.384738,-49.636864,-55.044150,-51.714342,-47.687129,-50.586943,-54.363648,-49.821337,-51.864612,-49.061569,-56.537396,-44.651199,-56.087769,-58.141450,-50.730690,-57.307662,-52.076843,0,Fileset 1: TS pulse compressed wideband pings T2
195.000,-42.079847,-45.031038,-46.562813,-37.012705,-44.430274,-39.120581,-41.007342,-44.836445,-46.929701,-48.298690,-42.848139,-40.248332,-48.188288,-40.424327,-38.015386,-53.707315,-41.238703,-51.598101,-45.823894,-46.863492,-52.634135,-50.982411,-55.747353,-50.697895,-52.392211,-51.303883,-46.987390,-51.312280,-50.171126,-56.968204,-54.429126,-52.659842,-62.357701,-51.726499,-59.542463,-48.993624,-51.560496,-57.180213,-55.357881,-46.670316,-51.513779,-55.859585,-52.130523,-50.625947,-44.201248,-51.886028,-37.188193,-51.334853,-40.141197,-49.212043,-50.496432,-57.400258,-51.328780,-50.745748,-54.596000,-58.538380,-47.999584,-46.365911,-47.185077,-60.520825,-55.907437,-43.899063,-45.017357,-49.045880,-53.605942,-47.535293,-58.204738,-50.690845,-53.613527,-52.315306,-54.890772,-50.380759,-41.407707,-42.837561,-49.883794,-60.193846,-51.299681,-48.052235,-59.217693,-49.241094,-58.805631,-42.000026,-52.992606,-48.634008,-47.991753,-53.392139,-67.506441,-46.363398,-44.029672,-45.976252,-64.448370,-49.725770,-45.202163,-53.489029,-44.903015,-41.136969,-37.243042,-56.319417,-49.831626,-45.745455,-49.181945,-54.462700,-46.320901,-62.194803,-51.590147,-51.220355,-57.423019,-46.595208,-58.700859,-61.857680,-55.495085,-51.253766,-50.307958,-52.168351,-62.845524,-51.941435,-52.846087,-44.010206,-48.211925,-48.862231,-46.019812,-66.595865,-47.879666,-41.936348,-45.142947,-64.887250,-51.123347,-49.600550,-42.082990,-49.403598,-44.354336,-46.133031,-41.835337,-45.735729,-54.069343,-55.098020,-55.177376,-47.419872,-55.596530,-51.760985,-49.980384,-58.686863,-47.326840,-56.034141,-53.214663,-58.052686,-55.198086,-51.733920,-53.467755,-41.143061,-54.963483,-48.292868,-53.813410,-45.979759,-43.335916,-57.361786,-75.463704,-55.831815,-50.599017,-46.976097,-54.201213,-50.323694,-52.472955,-56.753617,-60.164395,-50.163097,-48.277105,-50.541351,-53.027482,-50.496629,-47.506971,-50.045784,-53.760561,-49.074009,-52.236865,-51.126249,-57.175212,-44.233996,-57.209257,-58.380926,-51.394528,-56.549086,-52.039578,0,Fileset 1: TS pulse compressed wideband pings T2
