Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,Variable_index,Variable_name
54.500,-50.146820,-45.747026,-40.046231,-36.813481,-35.838204,-35.396333,-35.586234,-41.964658,-46.781996,-40.197099,-48.045487,-51.102880,-56.326606,-60.087027,-50.056945,-53.899739,-45.815263,-44.829660,-47.251271,-50.919977,-54.491045,-49.641802,-52.691875,-57.032483,-49.634524,-49.328608,-54.308711,-55.543361,-53.380792,-53.290090,-58.758396,-52.483691,-48.901463,-51.359405,-54.011894,-51.234924,-53.255874,-51.954603,-49.176889,-54.616784,-48.113907,-54.339387,-48.268023,-52.231408,-47.546706,-49.768633,-49.876932,-57.550630,-50.916444,-48.734925,-60.668339,-54.628157,-57.760218,-52.312008,-51.624626,-51.347742,-51.920428,-56.096022,-56.761907,-54.103392,-54.643905,-52.141240,-52.778089,-59.928927,-56.474859,-56.776543,-56.535645,-56.407216,-53.884394,-52.520915,-52.378302,-54.320062,-56.167685,-55.861494,-59.164322,-62.687575,-50.497111,-52.556524,-52.644648,-48.111916,-49.137112,-46.421529,-45.760971,-45.952186,-47.773985,-54.803347,-48.333172,-48.681979,-46.760241,-58.253866,-57.252617,-61.677313,-69.644832,-44.929175,-47.633890,-55.861183,-48.988842,-51.097100,-47.719610,-58.977470,-47.733869,-61.742683,-55.673589,-56.002141,-60.654214,-54.744401,-63.317389,-55.639698,-50.095746,-65.095504,-50.907154,-46.827459,-44.117639,-46.045526,-47.903881,-47.194870,-44.959201,-58.478370,-55.332576,-42.849344,-64.706254,-56.198202,-46.008854,-43.888741,-53.283441,-53.896261,-46.571331,-46.341950,-47.747470,-54.215313,-48.720067,-60.372549,-56.262583,-50.365121,-62.483404,-51.154332,-49.514146,-54.523736,-53.174178,-53.743455,-51.189987,-49.781315,-51.847753,-49.725348,-49.862424,-51.765631,-51.261936,-52.498650,-52.006545,-56.036438,-52.315451,-56.981261,-53.099640,-49.714908,-50.779766,-51.193656,-52.067047,-54.210508,-56.222004,-52.532379,-52.425552,-50.839641,-61.684651,-58.246265,-52.280963,-60.699731,-60.202170,-48.105967,-54.566549,-52.239618,-72.335486,-51.486090,-56.238874,-63.308618,-57.171409,-55.552545,-56.880400,-55.513699,-53.444786,-53.761188,-58.234043,-57.935028,-57.229887,0,Fileset 1: TS pulse compressed wideband pings T1
55.000,-50.848229,-46.127941,-39.903087,-36.491319,-35.675193,-35.138077,-35.175236,-41.182152,-47.500705,-40.037735,-47.626759,-51.070820,-55.884666,-58.055280,-49.856209,-53.614036,-45.847290,-44.737564,-46.893707,-50.673379,-53.968881,-50.081695,-53.365071,-56.810782,-49.210093,-48.871400,-54.679591,-55.804023,-52.822288,-52.435403,-59.683390,-52.039841,-48.642369,-51.441446,-54.742458,-51.563770,-52.058351,-52.417772,-49.741511,-53.876614,-48.191038,-54.584670,-48.397731,-51.494159,-47.665879,-50.132211,-50.008825,-57.482475,-50.811896,-48.530501,-61.477385,-54.915732,-57.231685,-52.263869,-51.511833,-51.101897,-52.488332,-56.496606,-57.986956,-53.713182,-53.255217,-52.219386,-52.895982,-58.020664,-56.427387,-56.500682,-55.177244,-57.301236,-53.948343,-52.787460,-52.193338,-54.432473,-53.997568,-54.287245,-61.352824,-67.167075,-50.782028,-52.431664,-52.441337,-48.247634,-49.161187,-46.348116,-45.842785,-45.974188,-47.604448,-54.396010,-48.153232,-49.022512,-46.485089,-58.348204,-55.500078,-58.920435,-61.442863,-44.756356,-47.801874,-56.386578,-49.622162,-51.691091,-48.389333,-57.626021,-47.814562,-59.600621,-56.425155,-55.501435,-60.355247,-54.349516,-61.800086,-54.961054,-50.035661,-58.664332,-52.088641,-46.403183,-43.813195,-46.173111,-47.507721,-46.898673,-44.869037,-61.017895,-55.378527,-42.728683,-63.129220,-54.759887,-45.686801,-43.375963,-53.639538,-52.974376,-46.263865,-46.285063,-48.222672,-52.199910,-48.657181,-58.128940,-54.815217,-49.248393,-60.780128,-50.831427,-49.462608,-54.118508,-54.198165,-54.724735,-50.973811,-49.639742,-51.698949,-49.637693,-49.589878,-51.416209,-51.073731,-52.322876,-51.607602,-55.986753,-52.549228,-56.765938,-52.451942,-49.734116,-50.730433,-51.158894,-52.110645,-53.998660,-56.041066,-52.599282,-52.083939,-50.558271,-61.288409,-57.892420,-52.395823,-59.525474,-61.053582,-48.339912,-53.980542,-52.241440,-70.367812,-51.517259,-55.897116,-64.461016,-57.060131,-55.558080,-56.576855,-56.007508,-53.271156,-53.597281,-58.537395,-57.590211,-58.050866,0,Fileset 1: TS pulse compressed wideband pings T1
55.500,-51.550417,-46.669512,-39.798908,-36.216881,-35.562860,-34.901098,-34.784565,-40.382019,-48.334664,-39.898622,-47.241187,-51.059618,-55.283272,-56.362865,-49.833407,-52.957899,-45.947844,-44.685255,-46.590919,-50.497848,-53.496476,-50.421075,-54.436300,-56.250203,-48.887896,-48.565336,-55.057359,-55.185257,-52.496708,-51.727381,-60.655432,-51.345012,-48.698247,-51.514853,-55.108283,-52.166346,-51.204441,-52.946787,-50.401739,-52.746705,-48.408153,-54.814976,-48.554371,-51.125084,-47.909406,-50.556031,-49.969298,-57.883358,-50.694849,-48.609708,-62.535481,-55.371160,-56.593204,-52.245164,-51.513473,-51.007007,-53.088614,-56.944047,-59.377077,-53.464053,-52.025614,-52.221599,-52.807354,-56.220951,-56.977173,-56.083592,-53.954360,-58.053942,-53.684622,-53.342569,-51.992062,-54.418830,-52.256640,-52.751650,-63.900680,-75.197153,-51.291728,-52.309123,-52.319438,-48.510352,-49.226624,-46.318800,-46.015646,-46.109090,-47.522798,-54.136009,-48.085123,-49.420779,-46.389131,-58.025209,-54.295350,-56.222729,-56.400020,-44.679034,-48.061379,-57.122512,-50.435509,-52.232849,-49.165443,-55.850335,-47.989937,-57.724657,-56.902068,-54.829002,-59.292915,-53.909694,-60.370047,-54.547365,-50.323694,-54.953838,-53.246330,-46.036863,-43.618304,-46.408381,-47.151823,-46.763399,-44.921806,-64.603319,-55.873730,-42.723561,-59.019531,-53.206953,-45.368136,-42.950780,-54.505529,-52.436875,-45.903882,-46.372049,-48.855024,-50.611327,-48.745247,-56.601538,-53.581931,-48.529924,-58.875245,-50.435230,-49.448140,-53.551718,-55.230975,-56.003850,-50.738801,-49.442091,-51.617530,-49.573515,-49.441301,-51.192609,-50.975163,-51.860279,-51.202987,-55.822349,-52.858159,-56.493997,-51.810343,-49.675319,-50.523297,-50.786212,-51.961729,-53.705433,-55.672907,-52.607649,-51.784092,-50.320870,-60.966507,-57.306417,-52.513962,-58.273852,-62.209879,-48.723479,-53.569315,-52.073398,-69.183910,-51.594041,-55.492454,-65.653088,-56.731654,-55.298362,-56.113229,-56.362379,-53.025658,-53.312395,-58.432693,-57.131057,-58.887556,0,Fileset 1: TS pulse compressed wideband pings T1
56.000,-52.189885,-47.336751,-39.727250,-35.971808,-35.484436,-34.680958,-34.420281,-39.631378,-49.214082,-39.772687,-46.883257,-51.067283,-54.591598,-54.984260,-50.002165,-52.066339,-46.098478,-44.659759,-46.348618,-50.401684,-53.254037,-50.458187,-55.918560,-55.690822,-48.700691,-48.423584,-55.446894,-53.836806,-52.322638,-51.217295,-60.634727,-50.681046,-48.985576,-51.621564,-55.121325,-52.954507,-50.638017,-53.472372,-50.909957,-51.434654,-48.724785,-54.881751,-48.677373,-51.059621,-48.214862,-50.999784,-49.756625,-58.638663,-50.559108,-48.963084,-63.852995,-55.890727,-55.902966,-52.207148,-51.603768,-51.053419,-53.626652,-57.366066,-60.751902,-53.357485,-51.010745,-52.143647,-52.519456,-54.563632,-57.854505,-55.550015,-52.980020,-58.456515,-53.202829,-54.201374,-51.875717,-54.289727,-50.880148,-51.264180,-63.118224,-84.779527,-52.008344,-52.297915,-52.272307,-48.880265,-49.240989,-46.326797,-46.238970,-46.344622,-47.515093,-53.994690,-48.126045,-49.840192,-46.423391,-57.454371,-53.543808,-53.955847,-53.146230,-44.671405,-48.375465,-57.982126,-51.370838,-52.672902,-49.960259,-54.276804,-48.250174,-56.150950,-56.967093,-53.933534,-57.608422,-53.460310,-59.053801,-54.227675,-50.918935,-52.543699,-53.876851,-45.755501,-43.529508,-46.717240,-46.854331,-46.772287,-45.061724,-66.349817,-56.862922,-42.821182,-55.941559,-51.899602,-45.055211,-42.614150,-55.801955,-52.265099,-45.520377,-46.602793,-49.614578,-49.396133,-48.985758,-55.579690,-52.529481,-48.176830,-57.094896,-49.947128,-49.433787,-52.891259,-55.997189,-57.584350,-50.486553,-49.146695,-51.547472,-49.468911,-49.386915,-51.098511,-50.927546,-51.149982,-50.830149,-55.531899,-53.141012,-56.197668,-51.262391,-49.526305,-50.198202,-50.061467,-51.503757,-53.351094,-55.159698,-52.436545,-51.506740,-50.120157,-60.769114,-56.623481,-52.570734,-57.113992,-63.715552,-49.194644,-53.404225,-51.699966,-68.526137,-51.681286,-55.107170,-66.883831,-56.244518,-54.780698,-55.589936,-56.427661,-52.699055,-52.944610,-57.878870,-56.608010,-59.501974,0,Fileset 1: TS pulse compressed wideband pings T1
56.500,-52.667638,-48.059062,-39.646614,-35.701214,-35.389179,-34.444663,-34.043829,-38.918428,-50.032077,-39.618809,-46.508978,-51.037390,-53.816015,-53.830206,-50.326521,-51.025060,-46.253664,-44.620655,-46.118454,-50.354357,-53.293574,-50.105352,-57.759423,-55.271997,-48.628067,-48.402495,-55.835449,-52.280737,-52.140951,-50.857865,-59.020538,-50.196961,-49.336412,-51.765941,-54.927452,-53.722560,-50.278084,-53.913654,-50.983305,-50.167587,-49.060522,-54.701035,-48.696227,-51.184113,-48.485111,-51.409537,-49.407282,-59.563265,-50.376606,-49.565907,-65.278951,-56.246495,-55.195381,-52.075706,-51.690882,-51.120021,-54.001599,-57.666294,-61.854614,-53.258275,-50.176949,-51.933868,-52.046699,-53.002875,-58.447001,-54.968393,-52.224674,-58.456023,-52.654766,-55.327128,-51.885934,-54.081424,-49.747052,-49.828596,-59.562384,-74.245837,-52.860779,-52.447870,-52.222062,-49.293559,-49.116845,-46.336174,-46.440164,-46.634964,-47.535850,-53.864584,-48.240626,-50.222512,-46.512104,-56.874492,-53.087607,-52.106133,-50.874049,-44.671217,-48.664340,-58.858527,-52.342841,-52.932066,-50.659883,-52.997288,-48.566732,-54.866192,-56.626680,-52.822366,-55.736546,-53.004707,-57.761476,-53.801715,-51.727504,-50.853131,-53.621808,-45.531102,-43.496200,-47.025223,-46.603665,-46.872874,-45.208834,-62.951837,-58.437193,-42.967451,-53.757976,-50.867873,-44.720189,-42.332794,-57.481701,-52.429524,-45.103082,-46.958757,-50.455785,-48.438226,-49.351204,-54.831945,-51.598205,-48.114163,-55.523309,-49.349903,-49.357995,-52.185564,-56.345060,-59.380533,-50.187362,-48.725184,-51.418205,-49.258376,-49.338814,-51.078155,-50.863794,-50.307936,-50.490744,-55.093878,-53.236760,-55.875407,-50.815175,-49.291677,-49.813412,-49.114964,-50.772744,-52.942857,-54.565223,-52.031289,-51.196596,-49.901245,-60.603207,-55.901684,-52.479825,-56.044366,-65.688710,-49.649470,-53.489242,-51.152262,-68.273250,-51.730753,-54.756780,-68.196824,-55.662792,-54.070804,-55.054995,-56.095814,-52.273568,-52.519607,-57.010352,-56.043068,-59.551995,0,Fileset 1: TS pulse compressed wideband pings T1
57.000,-52.955878,-48.857242,-39.593440,-35.440380,-35.318254,-34.242810,-33.689464,-38.267663,-50.747543,-39.480187,-46.157582,-50.967606,-53.000682,-52.865860,-50.856219,-49.953913,-46.459641,-44.614135,-45.921742,-50.398857,-53.675176,-49.521219,-59.874806,-55.103529,-48.726093,-48.535578,-56.244277,-50.896085,-51.846055,-50.641680,-56.737613,-50.007256,-49.609804,-52.018292,-54.740856,-54.220460,-50.142099,-54.296577,-50.602458,-49.160935,-49.410641,-54.360959,-48.650754,-51.449818,-48.712168,-51.834226,-49.063284,-60.478822,-50.210928,-50.508881,-66.668452,-56.201196,-54.623743,-51.902164,-51.756028,-51.124446,-54.215415,-57.984513,-62.509975,-52.994463,-49.537915,-51.596834,-51.453601,-51.559508,-58.121219,-54.464419,-51.682416,-58.243976,-52.251251,-56.735926,-52.128620,-53.934988,-48.823628,-48.524172,-56.491779,-70.256069,-53.824403,-52.858506,-52.123803,-49.758325,-48.891562,-46.397031,-46.636340,-47.026102,-47.634443,-53.669099,-48.483727,-50.598424,-46.689794,-56.548402,-52.819139,-50.637654,-49.233054,-44.701427,-48.921365,-59.752090,-53.370971,-52.983716,-51.260276,-51.982601,-49.021135,-53.902593,-56.006436,-51.625126,-53.996918,-52.600267,-56.473142,-53.177559,-52.738740,-49.639907,-52.686823,-45.406981,-43.538783,-47.344542,-46.471272,-47.094177,-45.398277,-59.251513,-60.977285,-43.186475,-52.149156,-50.089261,-44.413962,-42.151538,-59.859449,-53.016551,-44.705581,-47.503690,-51.453293,-47.717905,-49.877347,-54.221992,-50.820472,-48.359823,-54.202933,-48.732425,-49.253606,-51.557338,-56.445714,-61.272587,-49.897959,-48.270724,-51.266524,-48.997279,-49.284511,-51.138444,-50.815953,-49.534039,-50.260112,-54.582887,-53.086767,-55.568603,-50.524686,-49.088947,-49.505217,-48.190621,-49.990549,-52.546958,-54.026309,-51.519438,-50.891802,-49.670681,-60.405086,-55.222825,-52.272525,-55.081473,-68.629610,-50.073783,-53.882825,-50.594628,-68.417412,-51.799664,-54.499322,-69.655622,-55.124794,-53.339822,-54.597783,-55.465066,-51.825581,-52.139508,-56.048844,-55.517820,-58.913018,0,Fileset 1: TS pulse compressed wideband pings T1
57.500,-52.975463,-49.728045,-39.567353,-35.208875,-35.297615,-34.092176,-33.358309,-37.647706,-51.202972,-39.375899,-45.843664,-50.810303,-52.134497,-52.015573,-51.633738,-48.911000,-46.736911,-44.657087,-45.753373,-50.532495,-54.343529,-48.885930,-61.707810,-55.274962,-49.017740,-48.824774,-56.550979,-49.793336,-51.297184,-50.502149,-54.611097,-50.126319,-49.612453,-52.403245,-54.657663,-54.105079,-50.208920,-54.634614,-49.952146,-48.510959,-49.724306,-53.934316,-48.569691,-51.725944,-48.860875,-52.297107,-48.830899,-60.969883,-50.101980,-51.877870,-67.892609,-55.521409,-54.352596,-51.773757,-51.765518,-50.977261,-54.244563,-58.643247,-62.600342,-52.321007,-49.052630,-51.091164,-50.735917,-50.232493,-56.930503,-54.055845,-51.286214,-58.027307,-52.134135,-58.306403,-52.681207,-53.954320,-48.050722,-47.388329,-54.254211,-67.424197,-54.755182,-53.564124,-51.867656,-50.233963,-48.587869,-46.530760,-46.820780,-47.547648,-47.844808,-53.274580,-48.887166,-50.957336,-46.990084,-56.702418,-52.559164,-49.486706,-47.998150,-44.757003,-49.099023,-60.557895,-54.468848,-52.726066,-51.759496,-51.123016,-49.688682,-53.220535,-55.143299,-50.438934,-52.473471,-52.232011,-55.170858,-52.271792,-53.931893,-48.738977,-51.418303,-45.397170,-43.638313,-47.667881,-46.492602,-47.435392,-45.675342,-56.352808,-65.246983,-43.467476,-50.887003,-49.481537,-44.150273,-42.080060,-64.001240,-54.162757,-44.336196,-48.266941,-52.701393,-47.216586,-50.480993,-53.603684,-50.202549,-48.927160,-53.092685,-48.157621,-49.137344,-51.081154,-56.519544,-62.945125,-49.648917,-47.865310,-51.119058,-48.738789,-49.192990,-51.240066,-50.804843,-48.958772,-50.155803,-54.048413,-52.679726,-55.232708,-50.388543,-49.008461,-49.349754,-47.460655,-49.347551,-52.164549,-53.607164,-51.041340,-50.612128,-49.385561,-60.131094,-54.614968,-51.996943,-54.206710,-73.833869,-50.441250,-54.574108,-50.145768,-68.914135,-51.934085,-54.333250,-70.741622,-54.706460,-52.702871,-54.247052,-54.679873,-51.399913,-51.859451,-55.068205,-55.048583,-57.738984,0,Fileset 1: TS pulse compressed wideband pings T1
58.000,-52.623150,-50.627382,-39.534940,-35.011824,-35.337063,-33.975045,-33.030101,-37.003598,-51.076097,-39.305108,-45.562355,-50.511233,-51.190562,-51.189725,-52.697838,-47.918769,-47.066131,-44.736786,-45.604151,-50.691796,-55.027213,-48.317335,-61.918683,-55.951467,-49.476626,-49.225152,-56.489877,-48.967874,-50.387889,-50.317429,-52.890207,-50.481900,-49.214758,-52.908292,-54.695398,-53.264648,-50.344463,-54.929740,-49.272253,-48.222861,-49.901477,-53.440029,-48.459355,-51.756492,-48.862717,-52.756296,-48.783181,-60.410485,-50.061402,-53.669774,-68.281896,-54.217365,-54.534536,-51.809077,-51.691695,-50.646079,-54.056014,-60.072887,-62.154942,-51.130934,-48.626208,-50.389153,-49.862039,-49.017456,-55.502811,-53.638088,-50.917778,-57.996212,-52.397817,-59.586924,-53.589238,-54.194421,-47.331614,-46.429353,-52.634148,-65.071274,-55.331943,-54.521224,-51.346205,-50.621147,-48.188309,-46.728676,-46.962516,-48.210894,-48.175441,-52.572714,-49.449717,-51.233497,-47.423928,-57.611418,-52.097715,-48.590367,-46.995288,-44.803206,-49.120388,-60.818107,-55.638869,-52.055255,-52.137587,-50.258476,-50.613947,-52.684162,-54.006937,-49.326363,-51.147927,-51.814542,-53.861016,-51.038416,-55.285493,-48.029599,-50.035739,-45.498332,-43.741348,-47.970537,-46.659406,-47.870928,-46.086558,-53.999464,-68.205265,-43.764741,-49.838876,-48.965967,-43.907522,-42.094820,-71.920388,-56.162430,-43.973521,-49.252649,-54.279608,-46.928722,-50.836094,-52.838945,-49.716840,-49.827741,-52.106466,-47.649069,-49.017331,-50.778223,-56.698586,-64.044205,-49.442681,-47.558591,-50.986991,-48.516547,-49.033695,-51.302516,-50.834145,-48.651511,-50.103070,-53.512621,-52.070838,-54.766432,-50.333612,-49.086458,-49.357344,-47.032835,-48.968494,-51.754594,-53.303333,-50.689721,-50.348139,-48.984252,-59.808664,-54.081414,-51.689976,-53.405746,-77.821836,-50.722705,-55.417365,-49.843419,-69.702019,-52.154858,-54.213396,-70.085327,-54.415078,-52.198969,-53.987182,-53.848242,-51.007033,-51.688127,-54.046535,-54.593918,-56.326501,0,Fileset 1: TS pulse compressed wideband pings T1
58.500,-51.964559,-51.555195,-39.554842,-34.943651,-35.529952,-33.957351,-32.787677,-36.403494,-50.231633,-39.356621,-45.404961,-50.167770,-50.278746,-50.427892,-54.129821,-47.085252,-47.475697,-44.926554,-45.588745,-50.849818,-55.257706,-47.973806,-60.287837,-57.555106,-50.098958,-49.723572,-55.949437,-48.490571,-49.253487,-50.035976,-51.704548,-50.974067,-48.570065,-53.601748,-54.962404,-52.114961,-50.322317,-55.286683,-48.838757,-48.310040,-49.935876,-52.980289,-48.409654,-51.350935,-48.739346,-53.161476,-49.078913,-58.802956,-50.172453,-55.528199,-66.377392,-52.690003,-55.371213,-52.222438,-51.631023,-50.276299,-53.760061,-62.751704,-61.425047,-49.688232,-48.234421,-49.648834,-48.921646,-48.025462,-54.374798,-53.121022,-50.535069,-58.441049,-53.198701,-59.930571,-54.889991,-54.767881,-46.647347,-45.744685,-51.545169,-63.643717,-55.305629,-55.704798,-50.662997,-50.886507,-47.752212,-47.062380,-47.127435,-49.108724,-48.694731,-51.690790,-50.228291,-51.434566,-48.047500,-59.737785,-51.431445,-47.986310,-46.178643,-44.893275,-49.029201,-59.988110,-56.981250,-51.114403,-52.436849,-49.315305,-51.867718,-52.154959,-52.692096,-48.436099,-50.083361,-51.335783,-52.678553,-49.628842,-56.839488,-47.553636,-48.792282,-45.810914,-43.884320,-48.318414,-47.026933,-48.468554,-46.762242,-52.151138,-61.948649,-44.116354,-49.078311,-48.626407,-43.747824,-42.255006,-64.020267,-59.888559,-43.698473,-50.557407,-56.113877,-46.980347,-50.543529,-51.951549,-49.410236,-51.124999,-51.253046,-47.297896,-49.008031,-50.714647,-57.106346,-64.710728,-49.361046,-47.456342,-50.974043,-48.435664,-48.900045,-51.337545,-50.986576,-48.727498,-50.031711,-53.082481,-51.446894,-54.206182,-50.320070,-49.384034,-49.566825,-47.064007,-49.006080,-51.387471,-53.177926,-50.575938,-50.161706,-48.551082,-59.568499,-53.726102,-51.434410,-52.796804,-69.638645,-51.007772,-56.124221,-49.751851,-70.956151,-52.534548,-54.186678,-67.996145,-54.301529,-51.894518,-53.881857,-53.111751,-50.741257,-51.700892,-53.082011,-54.192258,-55.007420,0,Fileset 1: TS pulse compressed wideband pings T1
59.000,-51.050875,-52.306077,-39.559932,-34.934613,-35.796636,-33.964235,-32.582346,-35.816051,-48.879458,-39.462051,-45.315886,-49.796519,-49.415096,-49.675725,-55.598261,-46.353685,-47.801399,-45.155657,-45.694846,-50.821400,-54.572177,-47.831400,-58.256065,-60.634444,-50.636008,-50.087175,-55.004189,-48.285175,-48.030204,-49.498671,-51.005783,-51.167891,-47.815399,-54.383460,-55.428208,-51.056190,-49.726716,-55.660474,-48.699884,-48.528387,-49.747312,-52.546954,-48.362568,-50.424916,-48.411190,-53.265277,-49.712539,-56.795527,-50.335875,-55.974350,-63.351105,-51.271165,-56.777292,-52.991594,-51.548064,-49.914178,-53.372911,-66.007611,-60.525560,-48.242036,-47.738695,-48.946287,-47.902499,-47.232278,-53.660963,-52.317577,-49.985211,-59.428938,-54.446200,-59.186534,-56.137412,-55.609548,-45.873285,-45.271804,-50.845849,-63.424698,-54.667609,-56.902546,-49.908750,-50.897279,-47.223518,-47.446521,-47.260991,-50.157561,-49.267741,-50.746459,-51.083424,-51.461881,-48.695601,-63.372264,-50.612039,-47.539062,-45.385390,-44.951734,-48.798290,-58.253918,-58.466823,-50.062378,-52.557133,-48.163194,-53.243414,-51.353702,-51.256995,-47.756386,-49.203830,-50.693782,-51.610508,-48.153297,-58.263400,-47.284470,-47.799725,-46.302676,-43.976912,-48.622341,-47.490574,-49.146363,-47.631394,-50.778133,-57.101023,-44.422271,-48.625312,-48.483467,-43.593960,-42.475639,-57.928609,-68.283187,-43.472868,-52.090880,-57.063479,-47.380379,-49.481563,-50.932289,-49.179677,-52.458362,-50.428328,-47.029911,-49.064333,-50.749230,-57.589511,-65.448822,-49.324651,-47.461825,-51.027771,-48.417508,-48.763702,-51.259106,-51.167369,-49.061827,-49.737131,-52.710834,-50.811190,-53.568176,-50.160268,-49.731906,-49.784765,-47.473019,-49.346249,-51.039273,-53.157542,-50.567116,-49.958209,-48.103750,-59.277329,-53.518557,-51.101575,-52.375971,-64.727189,-51.271236,-56.157410,-49.750456,-73.127532,-52.914805,-54.188959,-66.135339,-54.239015,-51.653776,-53.848597,-52.416741,-50.551798,-51.804430,-52.197204,-53.765695,-53.840390,0,Fileset 1: TS pulse compressed wideband pings T1
59.500,-50.060637,-52.727155,-39.578567,-34.958119,-36.097269,-34.003898,-32.432045,-35.295614,-47.514709,-39.603881,-45.286318,-49.479318,-48.678741,-48.972142,-56.382626,-45.698805,-47.969031,-45.427446,-45.942692,-50.581220,-53.349930,-47.900072,-56.781980,-66.189994,-50.893059,-50.162913,-54.036469,-48.312746,-46.934706,-48.740055,-50.821772,-50.717148,-47.137218,-55.160328,-56.057804,-50.407146,-48.612876,-56.031375,-48.901137,-48.643963,-49.426612,-52.233946,-48.342263,-49.288210,-47.955940,-53.069812,-50.692531,-55.011877,-50.485036,-54.540847,-61.190925,-50.239834,-58.462929,-53.970452,-51.457246,-49.648198,-52.979875,-65.947357,-59.647208,-47.048366,-47.155054,-48.378802,-46.893390,-46.661849,-53.389798,-51.308737,-49.285105,-60.694321,-55.854532,-58.102113,-56.593848,-56.716679,-45.056403,-44.981646,-50.536283,-64.524897,-53.861313,-58.040177,-49.255206,-50.716739,-46.671211,-47.855734,-47.408984,-51.299238,-49.793173,-49.926709,-51.917227,-51.354215,-49.263743,-67.211334,-49.864338,-47.135165,-44.575416,-45.007262,-48.532072,-56.470914,-60.183324,-49.112816,-52.561631,-46.895085,-54.506506,-50.276607,-49.893686,-47.301510,-48.497542,-49.958339,-50.666941,-46.799884,-58.972763,-47.310902,-47.204334,-47.010284,-44.026643,-48.851927,-48.041666,-49.849007,-48.599542,-49.958165,-54.070053,-44.665997,-48.592091,-48.649927,-43.457400,-42.755367,-54.692703,-68.353138,-43.348872,-53.641835,-55.988344,-48.194673,-48.188129,-49.908936,-49.017753,-53.015507,-49.644192,-46.835693,-49.139675,-50.773541,-57.975599,-66.900565,-49.313609,-47.498997,-51.137151,-48.421487,-48.659786,-51.130500,-51.322041,-49.442941,-49.268238,-52.411058,-50.152071,-53.043032,-49.847381,-50.010459,-49.842258,-48.069896,-49.752906,-50.803855,-53.270113,-50.537367,-49.738614,-47.769265,-58.773742,-53.488509,-50.630909,-52.184087,-61.876561,-51.570305,-55.573808,-49.807576,-75.903059,-53.133112,-54.281760,-65.305662,-54.183668,-51.404785,-53.887299,-51.765010,-50.459396,-51.965300,-51.501978,-53.363116,-52.842729,0,Fileset 1: TS pulse compressed wideband pings T1
60.000,-49.128067,-52.741218,-39.659006,-34.998396,-36.413339,-34.108083,-32.347544,-34.877032,-46.353882,-39.768048,-45.286419,-49.225245,-48.084109,-48.349831,-55.977923,-45.083434,-48.010581,-45.753445,-46.272636,-50.202742,-52.203230,-48.158357,-56.010883,-66.971848,-50.872884,-49.974115,-53.324905,-48.476686,-46.098406,-47.929101,-51.157982,-49.767437,-46.652697,-55.762837,-56.636382,-50.308370,-47.410867,-56.318769,-49.436887,-48.538207,-49.112649,-52.122447,-48.408550,-48.284572,-47.524788,-52.804896,-51.949301,-53.668523,-50.570121,-52.777248,-60.257645,-49.684924,-59.884684,-54.858977,-51.360259,-49.470412,-52.643367,-63.020964,-59.053751,-46.235992,-46.573606,-47.941019,-45.987087,-46.310879,-53.469084,-50.330452,-48.564223,-61.051952,-56.829720,-57.178404,-56.112466,-58.132849,-44.328915,-44.824062,-50.614742,-66.934407,-53.249974,-59.190223,-48.772174,-50.503418,-46.183080,-48.265626,-47.632532,-52.466881,-50.223076,-49.310786,-52.686684,-51.174860,-49.782380,-65.646862,-49.374098,-46.680680,-43.790518,-45.121979,-48.326856,-55.060540,-62.327511,-48.354155,-52.553238,-45.676339,-55.558476,-49.134488,-48.736284,-47.042162,-47.952501,-49.258546,-49.826544,-45.685714,-58.847575,-47.723943,-47.074634,-47.963694,-44.063264,-49.003525,-48.744927,-50.442031,-49.517097,-49.720298,-52.194342,-44.843702,-49.060702,-49.174637,-43.380012,-43.115182,-52.892978,-59.731543,-43.383930,-54.696252,-54.051709,-49.426464,-47.131492,-48.978772,-48.977792,-52.411995,-48.952797,-46.734852,-49.127658,-50.745738,-58.238495,-69.218447,-49.331548,-47.517208,-51.285531,-48.433767,-48.608835,-51.074650,-51.426517,-49.587918,-48.850667,-52.212053,-49.426350,-52.821558,-49.518879,-50.233356,-49.677555,-48.510530,-49.886830,-50.808185,-53.583519,-50.431025,-49.571668,-47.667218,-58.060285,-53.641319,-50.072275,-52.213993,-60.251091,-51.954484,-54.943190,-49.972425,-72.760452,-53.096530,-54.572701,-65.657591,-54.166686,-51.162787,-54.028364,-51.191527,-50.495165,-52.182985,-51.068658,-53.085663,-51.987171,0,Fileset 1: TS pulse compressed wideband pings T1
