Region_ID,Region_name,Region_class,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
1,"Region 1","070kHz_FishTracks",138,0.020224,1,337,0.000000,20220727, 13:34:15.0680,999.00000000,999.00000000,0.00035902930203,269,-39.287358,16.416952,0.7271,-0.140467,67.190000,48.8543,0.020224,17.500000,16.391114,17.035870,15.736666,-0.144329,0.438261,1.737583,1.059422,0.458485,1.757807,1.079646
2,"Region 2","070kHz_FishTracks",138,0.020224,464,605,0.000000,20220727, 13:35:28.0670,999.00000000,999.00000000,0.00014793670850,111,-42.454846,16.564373,0.7331,0.269229,28.201000,20.6737,0.020224,17.500000,16.541079,16.955036,15.949057,0.279589,0.485084,1.491765,0.919675,0.505307,1.511989,0.939898
3,"Region 3","070kHz_FishTracks",138,0.020224,812,833,0.000000,20220727, 13:37:26.7690,999.00000000,999.00000000,0.00049089698633,13,-34.895068,14.838199,0.4814,0.351168,4.199000,2.0212,0.020224,17.500000,14.795079,15.066158,14.623662,0.352209,2.369685,2.814498,2.646097,2.389909,2.834722,2.666321
4,"Region 4","070kHz_FishTracks",138,0.020224,1723,1756,0.000000,20220727, 13:41:00.2670,999.00000000,999.00000000,0.00022295785102,34,-35.749376,16.640888,0.2998,0.000000,6.600000,1.9785,0.020224,17.500000,16.605747,16.628615,16.566207,0.008047,0.824546,0.859663,0.840727,0.844770,0.879887,0.860951
5,"Region 5","070kHz_FishTracks",138,0.020224,2026,2072,0.000000,20220727, 13:42:02.2670,999.00000000,999.00000000,0.00000315053465,32,-52.512166,13.964049,0.4658,-0.503341,9.199000,4.2852,0.020224,17.500000,13.929115,14.500948,13.590151,-0.508452,2.954965,3.868002,3.563656,2.975189,3.888226,3.583880
6,"Region 6","070kHz_FishTracks",138,0.020224,2101,2113,0.000000,20220727, 13:42:13.8680,999.00000000,999.00000000,0.00000158500955,8,-53.825963,13.692626,0.1826,-0.011706,2.399000,0.4381,0.020224,17.500000,13.651315,13.689642,13.597738,-0.009229,3.750946,3.844591,3.790115,3.771170,3.864815,3.810338
7,"Region 7","070kHz_FishTracks",138,0.020224,2281,2391,0.000000,20220727, 13:43:56.5680,999.00000000,999.00000000,0.00000686846166,80,-50.509674,16.610100,0.5076,-0.936448,22.009000,11.1711,0.020224,17.500000,16.593026,17.018801,15.688558,-0.923848,0.438261,1.749288,0.898576,0.458485,1.769512,0.918800
8,"Region 8","070kHz_FishTracks",138,0.020224,2434,2472,0.000000,20220727, 13:44:19.9680,999.00000000,999.00000000,0.00000288974830,23,-51.986808,14.593830,0.2350,-0.163878,7.600000,1.7858,0.020224,17.500000,14.552019,14.833076,14.269489,-0.165359,2.603797,3.165666,2.862671,2.624021,3.185890,2.882895
9,"Region 9","070kHz_FishTracks",138,0.020224,2480,2518,0.000000,20220727, 13:44:29.1790,999.00000000,999.00000000,0.00000694450761,27,-49.517302,15.447924,0.2925,0.515046,7.600000,2.2231,0.020224,17.500000,15.406720,15.599427,15.091014,0.508413,1.831228,2.346274,2.034425,1.851451,2.366498,2.054649
10,"Region 10","070kHz_FishTracks",138,0.020224,2548,2617,0.000000,20220727, 13:44:45.7690,999.00000000,999.00000000,0.00002115805435,54,-46.207613,15.972291,0.4379,0.690630,13.800000,6.0435,0.020224,17.500000,15.934944,16.424381,15.720729,0.692128,1.011836,1.714172,1.499207,1.032059,1.734395,1.519430
11,"Region 11","070kHz_FishTracks",138,0.020224,2701,2721,0.000000,20220727, 13:45:11.5680,999.00000000,999.00000000,0.00000528612921,13,-50.492831,16.497693,0.3775,-0.011706,3.990000,1.5062,0.020224,17.500000,16.449940,16.493603,16.395654,-0.018562,0.941602,1.035247,0.982572,0.961826,1.055471,1.002795
12,"Region 12","070kHz_FishTracks",138,0.020224,3206,3252,0.000000,20220727, 13:48:19.9680,999.00000000,999.00000000,0.00029626712159,41,-40.196802,13.787769,0.4187,0.339462,9.199000,3.8512,0.020224,17.500000,13.768767,14.131375,13.607431,0.345996,3.317839,3.844591,3.695531,3.338063,3.864815,3.715755
13,"Region 13","070kHz_FishTracks",138,0.020224,3253,3265,0.000000,20220727, 13:49:22.7790,999.00000000,999.00000000,0.00000836925238,12,-47.703237,14.242789,1.0495,0.105350,2.398000,2.5166,0.020224,17.500000,14.214591,14.292035,14.147370,0.126442,3.165666,3.294428,3.240402,3.185890,3.314651,3.260625
14,"Region 14","070kHz_FishTracks",138,0.020224,3452,3513,0.000000,20220727, 13:50:07.5690,999.00000000,999.00000000,0.00000771273000,42,-48.644881,14.257700,0.3989,0.081939,12.200000,4.8665,0.020224,17.500000,14.226052,14.387041,14.086543,0.054757,3.048610,3.364661,3.227026,3.068834,3.384885,3.247250
15,"Region 15","070kHz_FishTracks",138,0.020224,3666,3765,0.000000,20220727, 13:50:54.1760,999.00000000,999.00000000,0.00026719986852,81,-38.312507,14.027933,0.4051,0.760864,19.811000,8.0256,0.020224,17.500000,14.001105,14.703070,13.691346,0.755461,2.732559,3.762652,3.460413,2.752783,3.782875,3.480637
16,"Region 16","070kHz_FishTracks",138,0.020224,3844,3919,0.000000,20220727, 13:51:27.3680,999.00000000,999.00000000,0.00040229534855,63,-37.386246,14.807398,0.3875,-0.187290,14.998000,5.8115,0.020224,17.500000,14.786689,15.093215,14.544985,-0.188901,2.357980,2.919848,2.674570,2.378203,2.940072,2.694794
17,"Region 17","070kHz_FishTracks",138,0.020224,3994,4004,0.000000,20220727, 13:51:50.9680,999.00000000,999.00000000,0.00009275613551,10,-43.842616,16.579812,0.7062,-0.128762,2.000000,1.4125,0.020224,17.500000,16.532659,16.662958,16.430459,-0.129865,0.777724,1.000130,0.906485,0.797947,1.020354,0.926709
18,"Region 18","070kHz_FishTracks",138,0.020224,4036,4155,0.000000,20220727, 13:52:10.1670,999.00000000,999.00000000,0.00009524429848,105,-40.716223,16.114486,0.4759,0.421402,23.800000,11.3275,0.020224,17.500000,16.089489,16.418906,15.753977,0.420397,1.011836,1.690760,1.362760,1.032059,1.710984,1.382983
19,"Region 19","070kHz_FishTracks",138,0.020224,4439,4659,0.000000,20220727, 13:53:41.1680,999.00000000,999.00000000,0.00041643897202,191,-38.472083,16.351068,0.5215,0.070234,44.000000,22.9438,0.020224,17.500000,16.331754,16.583566,15.985788,0.054331,0.871368,1.480060,1.132520,0.891592,1.500283,1.152744
20,"Region 20","070kHz_FishTracks",138,0.020224,4786,4832,0.000000,20220727, 13:54:33.1680,999.00000000,999.00000000,0.00005170913083,45,-42.531258,15.528389,0.5381,0.128762,9.201000,4.9512,0.020224,17.500000,15.508536,15.658087,15.337641,0.129945,1.819522,2.100456,1.947786,1.839746,2.120680,1.968009
21,"Region 21","070kHz_FishTracks",138,0.020224,4869,4889,0.000000,20220727, 13:54:47.1680,999.00000000,999.00000000,0.00058285583007,21,-32.115550,16.341018,0.5612,0.245818,4.000000,2.2449,0.020224,17.500000,16.296366,16.404053,16.068842,0.243606,1.035247,1.363004,1.140597,1.055471,1.383227,1.160821
22,"Region 22","070kHz_FishTracks",138,0.020224,4977,4994,0.000000,20220727, 13:55:37.4680,999.00000000,999.00000000,0.00000321948086,10,-52.221126,16.496702,0.7489,-0.105350,3.399000,2.5455,0.020224,17.500000,16.452532,16.515516,16.339463,-0.112702,0.929896,1.093775,0.995578,0.950120,1.113999,1.015802
23,"Region 23","070kHz_FishTracks",138,0.020224,5091,5188,0.000000,20220727, 13:56:08.2670,999.00000000,999.00000000,0.00002438061909,84,-46.089973,16.042943,0.7920,0.608691,19.603000,15.5250,0.020224,17.500000,16.024340,16.388508,15.596491,0.602458,1.070364,1.842933,1.455693,1.090587,1.863157,1.475917
24,"Region 24","070kHz_FishTracks",138,0.020224,5350,5403,0.000000,20220727, 13:56:55.8680,999.00000000,999.00000000,0.00001076528516,38,-47.842655,16.275405,0.4914,0.187290,10.600000,5.2083,0.020224,17.500000,16.233491,16.378083,16.096299,0.182848,1.070364,1.339592,1.214191,1.090587,1.359816,1.234414
25,"Region 25","070kHz_FishTracks",138,0.020224,5412,5440,0.000000,20220727, 13:57:05.8790,999.00000000,999.00000000,0.00000464595415,16,-50.975437,16.350528,0.6910,-0.117056,5.601000,3.8702,0.020224,17.500000,16.310946,16.422444,16.212329,-0.122255,1.023541,1.222536,1.140597,1.043765,1.242760,1.160821
